,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.2585781161180751,0.0317970278183223,0.8441132072917289,0.1534964919793104,0.1534964919793104,1.2928905805903754,4,1,5,3512.4421090661067,,,,,0.0,0.0,0,0,0,0.0,0.0,0.0,min_max,133,46,0,0.37,0.25,0.178,"buy,sell",0,0,False
