,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.1190581034079962,0.0503401523487342,0.8445765683360043,0.2008092764826603,3.5308175247256246,6.67205827249649,50,38,88,10940.863898757194,0.1160228243949064,0.1208905825266162,0.325009848783298,1.3432948456720255,0.0,10.770594296610728,85,0,85,0.3106615593040572,0.3098175189853095,91550.05152119118,pr,53,38,6,0.24,0.28,0.101,"buy,sell",0,0,True
