,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.087116307156987,0.0511723728215335,0.5014086516172654,0.1594565606006561,3.408277204183307,4.171969481039474,34,41,75,6.842846578576337,0.332908468653256,0.2497454194054351,0.6123106670963625,0.5705165702566053,2.478222582316106,10.803875315345762,19,14,33,0.6130629207123464,0.5300891700741548,949.3004435866216,pr,88,6,5,0.11,0.14,0.136,"buy,sell",0,0,True
