,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.1020240484114175,0.0622749963603717,0.361780214164593,0.5175923902416523,3.5550321326247687,5.340654987972264,33.0,37.0,70.0,5.749122081480311,0.2265179190019741,0.1655754664574036,1.3930729447820724,0.5358970525661979,5.3953024869357735,21.21687446031577,47.0,17.0,64.0,1.4061055324294576,0.2371943920232616,162678.73987637888,pr,51.0,15.0,4.0,0.09,0.16,0.21,"buy,sell",0.0,0.0,True
