mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell
0.47461284306754836,0.5652466591245384,8.452626158599386,8.026808115358234,120.01665555415894,56.730981644350905,46.0,167.0,213.0,3.832362389170372,1.1690213281908581,1.4924119018911166,2.4317587226128174,6.680525298395265,8.241691934048358,12.85336321382603,3.0,2.0,5.0,3.975323105736522,3.9753231057365217,373.5453736619915,pr,7.0,5.0,2.0,0.19,0.18,0.16,"buy,sell",0.0,0.0
