,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,158231.4162879802,0.4063017177368752,0.1905189341463707,0.6680163760064144,0.63,12.255859188120088,26.209246867836157,46,40,86,0.63,0.31,0.69,0.58,11,315.0,pr,60,140,4,close,0.16,56,16,"buy,sell",0,158231.4162879802,False
