,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,81792.56218065627,0.511207775908843,0.223587212249809,0.72,0.3600000000000114,9.392086919990186,20.36800777085657,29,27,56,0.52,0.36,0.72,0.71,13,207.0,pr,160,466,11,HLCC/4,0.27,245,15,"buy,sell",0,81792.56218065627,True
