,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,diff_extereme_pr,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,2095.280361,0.490531111,0.151813057,0.73,0.71,30.28161681,88.48384907,140,115,255,0.71,0.18,0.73,0.63,1.646429346,1.151651975,3.97655069,3.319974202,23,pr,60,140,1,HL/2,0.11,80,23,"buy,sell",0,2095.280361,True
