,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,165752.2753219324,0.6033343038843325,0.0698668455481661,0.83,0.33,23.374789902131035,195.99000000000004,264,119,383,0.33,0.17,0.83,0.74,0.0001350577500975,0.0001038849307569,0.0002565903507744,0.0002378444443269,pr,6,10,19,close,0.14,21,"buy,sell",0.0,165752.2753219324,True
