,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,diff_extereme_pr,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,0,854.1631883,0.437476297,0.213439141,0.725733125,0.5,20.93970444,44.66645967,81,53,134,0.5,0.386355114,0.79,0.55,0.003840371,0.000346217,0.006201082,0.002084903,21,pr,60,1500,1,HLCC/4,0.34,80,24,"buy,sell",0,854.1631883,True
