,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,148116.3221,0.555117182,0.088350551,0.73,0.810540475,30.86650022,207.1576921,304,127,431,0.810540475,0.223617641,0.73,0.68,4.03E-05,1.99E-05,9.80E-05,6.11E-05,pr,6,10,50,HLCC/4,0.24,11,"buy,sell",0,148116.3221,TRUE
