,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell
0,0,96448.59966,0.57376568,0.052387413,0.79,0.22,9.809020059,112.58,152,67,219,0.22,0.14,0.79,0.74,3.64E-05,2.34E-05,8.41E-05,5.52E-05,pr,6,10,50,HLCC/4,0.2,38,"buy,sell",0,96448.59966
