score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell
0.0,1061976.6850661817,0.39365309389174624,0.20782517773441594,0.85,0.75,53.84126547629433,104.43235123223818,201.0,149.0,350.0,0.75,0.5433070866141733,0.14,0.3543307086614173,0.85,1.0,0.47,1.0,1.368462919371762,1.0,1.2523123787703132,1.0,2.6102200787816647,0.38317757009345793,2.393956500897109,0.38317757009345793,5.0,0.22,71429.0,pr,23.0,195.0,8.0,HL/2,258.0,6.0,"buy,sell",0.0,428050.48500851827
