,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
54,HL/2,368,1379,48,macdh,69,21,6,18,0.87,1983,146,244,224,687,10,195,714,59,35,378,234,98,423,835,241,178,43,165,964,298,210,872,512,836,59,929,563,519,878,345,1256,1592,42,932,164,1292,39,45,595,3,8,0.6,0.1,15.97,19.88,16.0,15.51,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,True,-1.0,True,False
55,open,91,1139,17,macds,74,193,1,27,0.59,1821,611,234,8,137,175,106,649,191,206,951,11,224,187,929,553,211,50,214,654,180,135,730,871,758,665,682,176,328,212,17,800,22,15,199,45,109,59,30,145,13,23,0.61,0.61,8.39954215919066,17.887430984412674,11.727206293801974,16.830984746760013,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,-1.0,True,False
56,open,365,1078,9,macd,65,172,6,41,0.85,803,81,44,230,359,44,73,33,79,98,709,59,167,672,989,658,252,24,817,647,222,124,167,948,119,704,75,373,817,962,123,707,312,19,167,14,30,9,6,820,7,13,0.32,0.05,15.77,16.28,15.95,17.11,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,-1.0,True,False
57,high,82,516,47,macds,223,155,6,17,0.72,2588,695,122,193,811,7,74,832,141,216,814,201,77,562,994,257,21,9,831,622,252,246,868,911,498,675,319,2,69,532,59,553,1636,22,441,43,50,159,23,165,43,28,0.33,0.89,15.16,18.79,19.66,19.45,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,-1.0,True,False
58,high,607,1012,4,macd,147,65,6,22,0.28,1416,906,51,234,698,187,236,780,131,49,772,169,183,269,697,523,179,73,148,976,356,80,451,889,822,851,876,152,325,883,206,797,1889,20,107,43,57,167,22,736,44,15,0.81,0.81,16.13,19.89,17.06,15.49,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,-1.0,True,False
59,close,299,1239,23,macds,123,44,6,43,0.02,1590,526,114,57,260,95,135,339,164,189,325,192,198,816,745,300,427,282,129,558,427,22,544,443,469,631,166,503,70,314,432,1328,2427,47,79,9,25,53,33,660,15,31,0.63,0.4,19.03,19.49,15.06,19.59,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,-1.0,True,False
60,open,542,1327,18,macd,29,181,6,4,0.41,212,940,43,79,563,132,93,709,86,5,714,60,133,320,661,548,321,244,198,529,305,23,298,615,38,843,87,345,119,737,12,1105,320,1,849,41,83,80,30,417,30,46,0.87,0.41,19.84,17.63,19.29,16.52,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,False,-1.0,True,False
61,open,60,560,33,macd,187,20,6,48,0.81,2208,23,70,115,731,210,237,670,152,130,374,73,102,506,555,416,65,15,130,728,272,12,123,365,205,721,335,127,105,207,423,760,2098,11,947,7,82,85,15,879,44,20,0.31,0.39,19.67,16.8,16.9,15.66,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,-1.0,True,False
62,low,238,394,12,macd,124,229,6,26,0.61,2189,277,44,189,882,139,152,882,46,49,389,60,10,683,988,932,394,266,79,808,174,159,721,310,491,256,298,337,163,497,274,1222,1582,32,735,3,75,31,38,237,8,43,0.73,0.03,18.71,18.72,17.11,16.7,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,-1.0,True,False
63,open,714,1003,46,macd,136,200,6,46,0.76,1001,482,222,247,838,171,134,118,235,92,275,214,123,795,691,360,360,29,235,81,402,383,754,825,328,345,978,995,380,671,383,969,1159,13,154,103,879,60,39,764,42,17,0.96,0.47,17.35,16.91,19.07,18.75,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,-1.0,True,False
64,HLC/3,680,691,49,macd,131,39,6,42,0.32,48,940,120,140,974,78,182,91,116,132,432,159,52,195,683,576,268,64,186,330,275,18,913,280,117,791,600,70,750,343,220,1013,1817,42,971,23,36,77,12,627,2,15,0.11,0.83,16.55,15.36,19.93,17.88,True,True,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,-1.0,True,False
65,OHLC/4,520,1039,28,macdh,144,205,6,46,0.44,1429,949,111,148,140,162,94,845,234,43,377,213,49,501,691,602,400,33,470,343,88,9,855,388,789,586,78,466,304,40,295,1245,415,4,507,15,65,137,13,352,36,24,0.52,0.4,16.0,16.41,15.57,17.35,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,-1.0,True,False
66,close,553,1152,31,macdh,77,92,6,50,0.36,123,664,119,115,821,143,115,38,52,140,734,23,218,879,359,663,418,91,124,513,269,28,179,50,154,641,501,27,149,405,46,372,1118,11,469,6,97,138,31,67,44,9,0.78,0.24,16.6,18.03,17.48,18.52,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,-1.0,True,False
67,close,599,1061,46,macd,219,64,6,28,0.7,462,942,48,203,740,154,237,950,116,180,814,212,230,691,754,435,159,110,54,479,355,122,474,744,900,515,990,306,99,434,227,774,1403,40,206,47,84,41,12,656,44,29,0.01,0.94,19.61,17.41,15.6,19.92,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,False,False,-1.0,True,False
68,high,576,1086,44,macdh,229,12,6,4,0.31,1346,122,9,4,907,158,216,474,10,13,889,60,40,703,703,566,113,83,934,805,214,127,231,400,216,152,89,950,751,956,373,1076,426,47,804,30,86,29,47,727,5,24,0.64,0.22,16.99,16.71,17.62,16.06,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-1.0,True,False
69,HLC/3,127,1383,23,macd,241,124,6,23,0.33,1267,38,156,110,151,235,230,594,67,228,83,250,187,411,983,969,329,119,187,184,149,5,480,81,377,102,50,776,664,874,362,1195,1821,30,256,30,93,18,6,133,50,22,0.75,0.9,18.22,19.28,18.48,19.1,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,-1.0,True,False
70,HLC/3,357,1220,16,macd,57,241,6,32,0.05,1941,253,155,91,525,33,118,778,71,180,229,165,225,760,761,277,422,236,739,432,412,269,329,701,969,325,437,484,255,33,176,780,215,14,916,40,76,205,46,721,23,35,0.62,0.96,18.99,17.16,16.69,15.86,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,-1.0,True,False
71,open,70,790,8,macdh,204,163,5,17,0.06,1841,973,24,115,482,163,185,698,32,178,566,249,156,698,729,463,99,52,41,406,385,104,994,341,136,81,397,134,203,901,179,1086,1092,38,665,6,24,182,34,450,20,11,0.7,0.03,2.65,15.93,7.39,18.29,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,0.31730286839301874,True,False
