,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
103,close,106,141,48,macdh,213,324,4,17,0.06,2658,830,332,343,435,63,278,187,144,342,384,142,222,522,927,615,349,314,815,752,384,381,340,897,611,176,468,750,792,736,6,40,12,14,788,15,17,6,17,870,21,23,0.23,0.29,0.9,0.94,0.81,0.95,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,9.311860260284403,True,False,-0.1003004550977726,-0.0787981900255327,-0.0762224996560545
104,OHLC/4,56,262,29,macds,241,78,6,10,0.35,862,853,100,87,758,332,293,361,249,199,449,20,310,482,935,831,294,251,680,577,375,265,881,39,847,550,142,911,274,760,12,20,39,3,754,16,18,93,12,910,16,16,0.4,0.39,0.83,0.87,0.8,0.99,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,7.248123695279018,True,False,-0.0916300915343172,-0.0409839088783571,-0.0428575039100419
105,HLC/3,394,494,20,macdh,377,142,2,10,0.22,810,635,99,295,185,343,34,171,354,76,85,162,238,648,578,523,336,295,862,590,408,398,338,439,228,621,506,188,150,228,11,25,3,15,183,8,30,40,16,745,20,15,0.07,0.05,0.35,0.66,0.86,1.03,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,19.03348358231564,True,False,-0.0699704332346454,-0.0518359884707661,-0.0485929646181469
106,HL/2,305,385,27,macdh,4,115,5,5,0.25,798,930,293,334,296,364,55,703,385,129,769,376,241,767,756,672,480,251,891,559,497,309,33,209,281,364,87,185,727,444,16,50,68,1,526,2,39,96,18,186,1,16,0.05,0.4,0.46,0.51,0.85,0.89,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,31.572105402087885,True,False,-0.0840015629408382,-0.0400992121846964,-0.0382947249910857
107,HL/2,77,202,33,macdh,14,214,5,17,0.07,2175,646,241,268,498,242,44,721,209,112,817,27,100,930,814,626,419,375,938,565,394,302,473,55,175,493,349,112,385,548,13,30,72,5,825,17,31,21,8,136,20,14,0.11,0.08,0.16,0.3,0.62,0.78,False,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,26.238118836305443,True,False,-0.1281796525162834,-0.085638870568556,-0.0819719155529564
108,HLCC/4,220,406,15,macdh,87,164,6,8,0.02,369,367,83,375,418,32,240,565,317,239,165,161,248,244,971,530,397,289,748,620,418,273,758,542,546,560,577,261,510,102,8,21,87,8,820,18,38,94,2,892,18,12,0.09,0.06,0.51,0.52,0.91,0.91,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,True,False,48.71412261055372,True,False,-0.1474525785496825,-0.093486467985221,-0.0907228245384657
109,high,207,344,50,macdh,334,153,3,13,0.07,1160,601,42,340,207,148,241,315,70,162,469,202,378,783,982,532,476,338,783,577,451,310,211,264,410,369,92,258,89,197,14,38,66,1,713,5,6,40,13,582,23,25,0.17,0.22,0.47,0.52,0.86,0.89,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,34.07453968830422,True,False,-0.0725648355406542,-0.0387713333670262,-0.0403903933584965
110,OHLC/4,35,143,42,macds,69,150,5,9,0.19,1596,298,58,340,383,32,349,805,373,160,569,296,9,517,964,878,477,292,744,609,437,288,829,376,470,82,701,481,896,8,16,20,11,2,862,9,28,17,12,365,4,1,0.07,0.38,0.5,0.8,0.87,0.85,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,True,7.055537456599574,True,False,-0.0720036272155958,-0.0352551405272893,-0.0355323891707759
111,close,340,441,24,macd,143,106,5,5,0.25,557,474,2,400,913,48,294,990,355,286,26,265,397,183,961,798,466,390,947,500,499,274,688,85,602,274,374,403,12,699,25,39,21,11,716,2,30,64,15,473,21,2,0.25,0.02,0.9,0.81,0.98,1.0,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,13.308144211624306,True,False,-0.0968866634262806,-0.075810510435125,-0.0759286174694562
112,HL/2,251,489,47,macdh,187,217,2,20,0.4,889,262,190,175,330,28,173,904,181,132,570,342,138,558,846,655,494,276,899,680,304,267,919,751,18,27,534,150,324,689,27,35,24,1,690,4,45,74,13,61,15,3,0.38,0.23,0.63,0.82,0.94,0.85,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,True,9.192602150943744,True,False,-0.0987796331999731,-0.1009863968197325,-0.1015340002601512
113,open,31,299,34,macdh,96,298,5,15,0.1,2714,956,96,88,174,152,227,739,132,296,589,17,140,501,611,533,454,395,905,787,439,287,528,922,894,179,35,495,550,984,3,52,30,14,14,17,52,78,8,973,9,14,0.4,0.27,0.93,0.9,0.94,0.93,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,8.792997337461797,True,False,-0.0803996724080699,-0.0556991940215062,-0.0501650191641355
114,HLC/3,325,494,36,macd,211,114,6,14,0.1,1575,566,363,215,992,7,101,377,306,353,235,325,301,282,780,667,338,287,644,588,307,285,844,576,528,757,275,205,20,622,23,44,19,14,268,18,46,21,3,896,6,21,0.39,0.31,0.45,0.48,0.91,0.93,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True,25.855439610993745,True,False,-0.0781256290197832,-0.0525280445962735,-0.0546866422988507
115,HLC/3,90,438,41,macdh,197,295,5,10,0.32,1170,381,69,138,144,122,69,182,203,131,683,138,260,212,728,640,405,401,811,692,274,265,604,100,689,610,850,239,468,680,18,35,13,3,809,13,45,70,12,748,19,11,0.07,0.36,0.66,0.81,0.96,0.8,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,16.700758767894346,True,False,-0.0698411466525466,-0.0434823822446668,-0.0391733540595871
116,high,94,324,17,macdh,125,317,4,12,0.32,2994,701,156,307,173,108,108,179,115,27,971,104,132,104,641,611,397,263,714,510,486,427,460,438,382,403,342,651,870,35,5,59,32,9,303,8,50,84,2,385,21,15,0.08,0.31,0.82,0.88,0.94,0.84,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,True,True,7.868530725293541,True,False,,-0.0026728488856462,0.0026946348035453
117,open,337,471,46,macdh,212,235,3,7,0.07,2895,674,223,210,505,363,112,767,167,110,710,303,229,225,799,671,353,308,972,665,439,367,718,402,324,971,767,388,362,218,8,26,45,17,204,2,52,99,12,594,18,5,0.03,0.03,0.36,0.69,0.9,1.12,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,22.511732836055323,True,False,-0.0674683752288083,-0.0453736330522451,-0.0476660161704308
118,OHLC/4,354,442,44,macd,110,74,4,9,0.01,2740,792,110,186,803,139,294,403,203,386,624,54,115,555,907,736,308,276,937,508,359,297,413,347,613,986,236,107,792,636,6,34,46,20,391,5,43,16,18,920,2,13,0.22,0.28,0.75,0.88,0.89,0.93,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,5.436706115863745,True,False,-0.0884776358808663,-0.0657678750459518,-0.0692856237882359
119,OHLC/4,100,242,32,macd,169,56,6,14,0.14,2636,912,153,268,949,395,341,316,35,28,338,112,331,917,729,716,432,377,810,609,325,306,20,386,913,989,739,50,181,261,26,30,86,11,134,13,29,4,4,374,16,25,0.31,0.09,0.4,0.41,0.75,0.75,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,21.351682174224983,True,False,-0.0684435983140056,-0.0251794429647238,-0.0272086209375644
120,OHLC/4,469,483,21,macdh,81,193,3,15,0.07,244,272,328,248,331,59,197,569,71,242,193,290,107,392,600,579,466,350,972,517,495,434,993,322,19,478,775,416,407,311,8,41,37,18,373,3,34,9,14,790,2,10,0.06,0.03,0.31,0.59,0.87,1.01,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,28.777466237414725,True,False,-0.1174744421214257,-0.1013962870423801,-0.099928217118624
121,high,133,144,43,macdh,314,384,3,5,0.04,1407,471,241,386,316,380,146,579,171,142,612,37,176,651,912,803,418,343,709,556,486,482,212,761,534,471,781,928,107,239,27,49,34,20,275,10,11,72,18,165,20,1,0.15,0.32,0.61,0.99,0.96,0.83,True,False,False,True,False,True,True,False,True,True,True,False,True,False,False,True,True,5.6530101007954485,True,False,-0.1768102400382845,-0.2259233221595237,-0.2224172621330984
122,high,447,474,34,macdh,262,90,2,10,0.33,681,757,291,308,29,398,381,59,134,389,670,20,245,245,785,563,475,275,1000,650,494,382,499,449,401,810,4,948,891,27,27,47,4,9,442,8,28,100,8,393,19,16,0.02,0.33,0.52,0.95,0.84,0.82,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,16.818982772219584,True,False,-0.1093393291305102,-0.0878507397918456,-0.0896346038788508
123,high,294,484,8,macd,59,88,4,8,0.35,2239,651,123,226,760,390,398,867,199,53,432,315,60,564,928,802,453,447,854,841,383,282,637,678,908,805,590,695,423,339,6,48,40,4,402,5,6,45,11,744,9,5,0.26,0.29,0.16,0.38,0.56,0.75,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,24.05022230751173,True,False,-0.1070046988590435,-0.0870723237327943,-0.0901994343848936
124,high,225,475,35,macdh,282,132,4,16,0.05,1180,588,159,192,503,145,179,708,77,196,58,157,331,631,828,659,302,289,914,703,474,301,847,437,446,266,29,337,752,248,5,44,65,16,886,16,36,59,14,648,12,23,0.4,0.14,0.43,0.63,0.81,0.93,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,27.677259804787635,True,False,-0.0837220755140094,-0.0419028468429234,-0.0426975135762127
125,close,395,408,42,macdh,329,14,3,10,0.36,2173,982,224,178,163,117,243,65,183,366,264,254,68,836,652,575,490,281,922,734,370,278,72,215,480,829,841,305,450,88,10,24,40,9,409,16,41,87,16,315,23,1,0.22,0.16,0.79,0.96,0.81,0.9,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,12.514741916869792,True,False,-0.0659842693942811,-0.0226185227046754,-0.0216750139105304
126,open,72,284,31,macdh,302,234,5,17,0.3,2793,436,137,208,862,375,196,40,85,24,281,138,332,489,698,521,442,406,933,705,322,285,981,781,540,478,43,965,30,183,9,32,83,11,850,5,52,71,17,210,19,1,0.07,0.29,0.38,0.72,0.8,1.0,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,13.41195856595029,True,False,-0.1052435718049229,-0.0689556985279085,-0.0650194402883445
127,low,53,93,10,macds,249,113,2,9,0.32,2684,646,352,259,460,316,141,103,321,305,835,36,167,648,709,614,435,325,940,935,493,451,888,416,2,810,54,685,564,834,18,60,52,5,133,11,41,52,5,173,4,15,0.33,0.39,0.37,0.82,0.7,1.02,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,9.945114528527991,True,False,-0.0723824813886824,-0.0482569105029039,-0.0523901484275751
128,high,413,438,9,macd,182,393,3,20,0.17,2757,565,328,315,656,45,30,221,301,312,68,281,42,836,714,606,487,478,825,780,394,259,73,961,400,836,981,877,490,85,27,48,57,10,844,14,23,95,18,760,17,1,0.21,0.34,0.81,0.96,0.88,0.97,False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,17.418456359149495,True,False,-0.088286199812307,-0.1099664001932817,-0.111745600831664
129,close,417,498,22,macdh,69,77,6,10,0.08,414,677,279,326,28,307,375,297,136,303,496,53,337,187,743,707,381,270,882,668,355,253,618,612,500,446,855,126,673,916,17,41,104,8,503,12,39,81,11,233,7,20,0.28,0.12,0.33,0.79,0.76,1.11,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,52.671336069943216,True,False,-0.1014692758587294,-0.0443602157741899,-0.0425108969504353
130,HLCC/4,319,423,37,macd,248,108,5,5,0.01,2450,806,294,92,954,362,286,142,260,130,858,342,76,630,812,775,473,269,980,603,335,292,8,995,656,883,276,89,553,30,25,56,96,1,722,13,21,72,12,918,4,23,0.27,0.08,0.5,0.59,0.89,0.95,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,17.610412324232563,True,False,-0.0647984937038474,-0.0406019783370336,-0.0408605010767628
131,high,99,245,46,macd,228,97,5,6,0.09,2615,272,21,206,437,396,108,586,239,138,565,70,130,734,639,503,406,400,908,644,498,402,791,466,779,582,740,942,355,672,8,57,52,14,69,2,12,56,16,112,15,19,0.14,0.3,0.51,0.62,0.89,0.98,False,False,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,18.76141224640566,True,False,-0.0938712784170656,-0.0497499546295639,-0.0532906373556097
132,open,337,463,41,macd,70,81,6,20,0.39,759,305,295,61,329,241,28,524,56,306,66,254,165,136,630,556,332,322,986,832,468,435,214,581,447,347,241,647,431,335,5,40,36,20,971,14,52,70,20,832,21,21,0.4,0.21,0.35,0.63,0.75,0.92,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,23.47395206367591,True,False,-0.08182036181316735,-0.05077835413361615,-0.05236466704352369
133,low,316,470,43,macd,393,76,5,19,0.24,996,699,167,36,764,280,300,783,15,77,637,215,174,363,800,763,498,442,860,662,405,326,155,305,702,275,740,890,764,516,25,48,15,11,851,2,43,37,1,992,7,5,0.3,0.23,0.94,0.8,0.83,0.95,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,14.690201910634606,True,False,-0.07747076449351929,-0.05002190455978332,-0.050516758880289274
134,HLCC/4,229,246,49,macdh,27,399,6,14,0.37,2262,225,267,289,751,393,12,285,329,172,644,399,143,558,818,624,456,252,999,502,440,258,25,736,544,651,873,97,58,360,6,55,76,15,851,12,22,49,17,953,15,3,0.09,0.21,0.48,0.83,0.88,0.89,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,8.34767596941976,True,False,-0.16460674330039976,-0.1725207460574455,-0.17008184264673346
135,HLCC/4,145,169,20,macdh,102,371,2,9,0.37,1748,789,379,36,359,296,88,165,59,284,259,262,93,87,591,515,473,435,830,530,429,338,686,390,998,363,324,476,244,438,25,30,22,2,258,10,21,41,2,705,11,3,0.02,0.11,0.37,0.72,0.72,1.04,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,12.927678487157236,True,False,-0.08309527086792677,-0.09536683333754556,-0.09115649664824718
136,HL/2,34,160,3,macdh,326,94,6,6,0.33,2241,607,379,61,867,389,393,366,195,360,415,251,71,733,904,617,290,265,887,678,481,285,269,552,142,661,480,120,509,685,28,31,8,2,111,2,35,62,17,540,10,17,0.24,0.18,1.07,1.11,1.03,1.09,True,False,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
137,HL/2,286,348,46,macd,148,186,6,13,0.13,854,409,45,364,612,322,245,89,55,321,321,307,259,440,903,574,402,320,602,583,394,276,448,874,589,357,166,673,228,958,27,52,103,15,635,2,23,96,14,212,3,11,0.06,0.21,1.17,1.12,1.13,1.01,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
138,low,225,334,21,macdh,12,50,6,4,0.01,1536,826,203,35,795,290,362,206,189,372,672,247,307,565,679,529,477,426,893,517,311,284,461,345,593,609,229,735,715,413,15,41,22,12,915,9,35,82,6,143,15,9,0.12,0.06,1.06,1.07,1.05,1.13,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
139,OHLC/4,56,232,4,macds,232,327,6,3,0.3,892,319,179,374,698,140,315,335,82,360,951,332,384,546,851,780,398,335,646,572,435,357,61,451,561,133,668,605,46,342,23,46,78,11,483,10,19,55,20,74,13,18,0.33,0.4,1.2,1.14,1.02,1.16,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,0.0,False,True,0.0,0.0,0.0
140,OHLC/4,190,272,45,macds,359,147,6,2,0.14,369,690,338,112,981,110,193,141,220,116,158,245,361,784,580,575,398,381,959,888,406,335,287,741,16,565,523,463,799,93,2,39,46,5,269,4,12,31,11,391,9,2,0.23,0.04,1.09,1.06,1.2,1.19,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
141,HLCC/4,16,283,46,macdh,202,217,6,8,0.37,2512,892,125,199,276,190,227,609,219,224,624,158,243,472,957,931,488,335,870,553,349,305,497,310,981,323,954,488,651,317,18,33,62,16,833,2,21,61,9,550,16,3,0.18,0.12,1.11,1.17,1.14,1.04,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
142,close,19,185,50,macdh,223,396,6,17,0.33,1359,679,399,192,721,158,221,677,40,334,564,42,352,103,683,546,423,404,928,557,364,355,139,302,900,245,87,394,469,30,27,54,35,8,455,8,18,78,16,220,25,13,0.26,0.1,1.16,1.08,1.0,1.07,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
143,HLCC/4,16,468,46,macds,302,302,6,18,0.03,583,672,133,158,594,127,394,992,263,305,580,318,264,625,874,535,302,287,775,513,371,370,600,412,948,763,819,466,800,504,17,36,102,12,554,15,45,57,10,877,21,20,0.22,0.03,1.2,1.18,1.07,1.17,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
144,close,354,490,3,macds,187,195,6,12,0.31,2501,649,315,147,723,83,210,577,329,359,317,130,355,477,944,696,319,312,968,966,463,452,553,233,229,450,177,243,162,26,13,59,69,5,617,13,40,40,13,72,11,7,0.21,0.12,1.06,1.0,1.07,1.16,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
145,HLCC/4,170,324,45,macd,104,324,6,4,0.18,1386,746,88,64,118,184,312,634,99,146,489,117,8,851,747,649,443,382,781,698,500,407,925,574,340,124,99,74,342,790,16,49,4,8,942,4,22,103,20,552,22,12,0.08,0.09,1.12,1.13,1.2,1.04,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
146,HLC/3,92,95,14,macdh,106,302,6,7,0.31,1139,988,158,251,459,273,81,86,24,12,956,249,228,725,875,723,348,280,986,554,485,360,99,539,851,395,261,64,816,265,4,8,26,6,911,4,42,5,19,416,10,6,0.22,0.39,1.03,1.13,1.06,1.19,False,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
147,HLC/3,81,110,39,macd,355,326,6,11,0.33,596,755,375,229,927,11,274,359,277,123,916,242,166,797,863,766,278,261,908,567,474,456,784,949,689,403,509,907,578,552,30,40,44,7,833,9,38,45,19,766,15,25,0.1,0.08,1.18,1.01,1.02,1.11,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
148,HLC/3,117,162,30,macd,86,248,6,12,0.02,2224,206,261,16,970,279,290,419,281,17,724,313,353,923,882,669,350,344,799,525,349,297,7,781,467,76,272,991,77,461,19,21,101,20,382,2,50,82,19,479,13,25,0.01,0.11,1.15,1.16,1.07,1.09,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
149,OHLC/4,75,206,11,macds,118,235,6,11,0.29,2485,691,328,332,292,325,260,423,58,6,498,310,152,890,897,532,482,391,887,854,405,270,841,478,258,895,686,477,372,455,19,29,48,19,729,8,45,10,17,913,15,8,0.23,0.25,1.01,1.12,1.1,1.07,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
150,low,19,321,26,macdh,291,202,6,12,0.3,1567,310,348,247,472,227,204,998,277,100,675,326,297,606,922,705,426,284,959,757,487,289,932,721,640,720,344,534,574,516,3,57,82,7,118,13,16,47,4,760,11,8,0.06,0.29,1.19,1.0,1.11,1.2,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
151,HL/2,201,492,42,macds,266,297,6,4,0.06,2442,817,178,333,855,137,24,476,82,55,772,112,389,557,908,823,459,386,981,906,294,276,183,826,221,275,441,848,409,535,13,14,27,13,223,16,29,82,4,911,20,13,0.25,0.21,1.09,1.13,1.06,1.08,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
152,high,105,485,20,macd,326,153,6,5,0.16,1022,629,6,257,171,135,224,325,318,195,233,140,267,940,768,603,383,327,979,582,497,493,46,704,70,189,277,922,112,754,17,48,30,16,522,13,31,43,6,933,21,17,0.18,0.25,1.17,1.16,1.17,1.13,True,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
153,HLC/3,123,156,42,macds,87,152,6,13,0.1,322,317,319,335,453,176,238,819,167,61,48,214,321,228,976,655,406,386,990,813,350,336,243,495,701,90,555,963,222,378,9,22,34,14,429,6,41,65,5,775,25,13,0.36,0.03,1.17,1.18,1.04,1.14,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
154,close,102,439,30,macd,204,56,6,12,0.13,899,301,295,220,764,293,125,781,87,332,704,118,251,432,947,501,484,339,655,570,392,330,171,235,432,244,503,530,122,712,3,14,73,11,816,16,21,56,13,90,3,11,0.28,0.08,1.04,1.03,1.2,1.15,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,0.0,False,True,0.0,0.0,0.0
155,low,181,494,15,macdh,235,194,6,20,0.24,512,719,111,98,223,136,275,609,196,400,324,10,384,590,808,643,470,378,978,787,497,404,780,735,206,230,563,807,715,697,14,46,53,19,506,14,46,21,2,906,23,6,0.19,0.02,1.06,1.2,1.15,1.03,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
156,low,253,484,42,macdh,274,296,6,8,0.35,2150,589,164,394,794,97,365,734,367,241,160,141,278,71,619,544,351,270,998,887,498,295,55,233,569,377,394,714,259,448,7,38,52,1,261,18,37,61,14,722,2,3,0.01,0.08,1.11,1.11,1.11,1.09,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
157,HLCC/4,185,377,47,macd,198,154,6,9,0.25,2386,919,189,68,697,188,398,287,108,74,523,364,234,682,817,511,377,292,825,741,458,445,219,914,90,828,9,225,955,593,2,27,46,15,396,3,4,69,14,277,22,18,0.32,0.18,1.16,1.08,1.03,1.12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
158,close,307,460,6,macds,316,334,6,7,0.24,649,830,14,326,240,237,328,764,162,60,268,234,102,180,927,566,439,259,873,610,287,262,153,307,492,720,523,459,782,74,16,37,6,14,96,8,37,51,9,454,19,11,0.06,0.03,1.17,1.16,1.1,1.2,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
159,close,276,313,30,macds,221,75,6,4,0.18,2011,872,239,187,494,60,49,555,366,243,766,79,80,967,984,870,346,251,694,532,366,271,542,24,529,385,137,578,237,962,15,28,66,20,341,10,20,17,17,212,18,12,0.4,0.39,1.17,1.13,1.02,1.1,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
