score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell
0.0,73828.34921896839,0.5741067403023923,0.1302533698615751,0.88,0.29518878428381573,0.9618661822207051,7.934543608456609,13.0,4.0,17.0,0.72,1.0,0.11,1.0,0.88,1.0,0.76,1.0,13.61784914329612,0.7142857142857143,13.453269432500758,0.7142857142857143,7.385355122722705,1.0,7.192636196367521,1.0,3.0,0.36,85.0,pr,4.0,25.0,25.0,low,64.0,6.0,"buy,sell",0.0,28575.370163536616
