,XAUUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
16,XAUUSD_i,1865.97,1868.32,1865.74,1868.8,1867.27,1867.62,1867.7949999999998,1867.2075,816,2020-11-23 14:45:00
17,XAUUSD_i,1868.31,1865.53,1865.45,1868.97,1867.21,1866.6499999999999,1866.37,1867.065,1170,2020-11-23 15:00:00
18,XAUUSD_i,1865.53,1863.37,1862.34,1866.2,1864.27,1863.97,1863.82,1864.36,1155,2020-11-23 15:15:00
19,XAUUSD_i,1863.42,1866.13,1863.03,1867.18,1865.105,1865.4466666666667,1865.6175,1864.94,1250,2020-11-23 15:30:00
20,XAUUSD_i,1866.12,1866.85,1864.99,1867.89,1866.44,1866.5766666666666,1866.645,1866.4624999999999,1476,2020-11-23 15:45:00
21,XAUUSD_i,1866.87,1867.26,1865.56,1867.91,1866.7350000000001,1866.91,1866.9975000000002,1866.9,1102,2020-11-23 16:00:00
22,XAUUSD_i,1867.27,1866.26,1865.8,1868.03,1866.915,1866.6966666666667,1866.5875,1866.8400000000001,1081,2020-11-23 16:15:00
23,XAUUSD_i,1866.24,1866.0,1864.7,1867.63,1866.165,1866.11,1866.0825,1866.1425,1676,2020-11-23 16:30:00
24,XAUUSD_i,1865.96,1841.42,1840.81,1865.96,1853.385,1849.3966666666668,1847.4025000000001,1853.5375000000001,4563,2020-11-23 16:45:00
25,XAUUSD_i,1841.46,1837.24,1835.62,1843.13,1839.375,1838.6633333333332,1838.3075,1839.3625,4043,2020-11-23 17:00:00
26,XAUUSD_i,1837.13,1838.3,1835.55,1840.08,1837.815,1837.9766666666667,1838.0575000000001,1837.765,2803,2020-11-23 17:15:00
27,XAUUSD_i,1838.28,1835.38,1834.38,1840.17,1837.275,1836.6433333333334,1836.3275,1837.0525,2197,2020-11-23 17:30:00
28,XAUUSD_i,1835.38,1834.44,1833.54,1837.91,1835.725,1835.2966666666664,1835.0825,1835.3174999999999,1897,2020-11-23 17:45:00
29,XAUUSD_i,1834.45,1833.03,1830.9,1837.23,1834.065,1833.72,1833.5475,1833.9025,2568,2020-11-23 18:00:00
30,XAUUSD_i,1833.08,1833.27,1830.76,1834.49,1832.625,1832.8400000000001,1832.9475000000002,1832.9,1740,2020-11-23 18:15:00
31,XAUUSD_i,1833.27,1835.18,1832.04,1835.19,1833.615,1834.1366666666665,1834.3975,1833.92,1864,2020-11-23 18:30:00
32,XAUUSD_i,1835.18,1838.91,1835.09,1838.99,1837.04,1837.6633333333332,1837.975,1837.0425,1499,2020-11-23 18:45:00
33,XAUUSD_i,1838.85,1837.8,1837.2,1838.9,1838.0500000000002,1837.966666666667,1837.9250000000002,1838.1875,1323,2020-11-23 19:00:00
34,XAUUSD_i,1837.72,1838.48,1836.92,1838.99,1837.955,1838.1299999999999,1838.2174999999997,1838.0275,996,2020-11-23 19:15:00
35,XAUUSD_i,1838.48,1837.75,1837.24,1838.89,1838.065,1837.96,1837.9075,1838.0900000000001,598,2020-11-23 19:30:00
36,XAUUSD_i,1837.7,1839.59,1837.65,1840.47,1839.06,1839.2366666666667,1839.325,1838.8525,626,2020-11-23 19:45:00
37,XAUUSD_i,1839.56,1839.78,1839.34,1840.6,1839.9699999999998,1839.9066666666665,1839.8749999999998,1839.8199999999997,1081,2020-11-23 20:00:00
38,XAUUSD_i,1839.79,1840.03,1839.05,1840.37,1839.71,1839.8166666666666,1839.87,1839.81,1173,2020-11-23 20:15:00
39,XAUUSD_i,1840.04,1838.81,1838.57,1840.95,1839.76,1839.4433333333334,1839.2849999999999,1839.5925,935,2020-11-23 20:30:00
40,XAUUSD_i,1838.8,1839.31,1838.71,1839.6,1839.155,1839.2066666666667,1839.2325,1839.105,766,2020-11-23 20:45:00
41,XAUUSD_i,1839.31,1838.94,1837.57,1839.32,1838.445,1838.61,1838.6925,1838.7849999999999,816,2020-11-23 21:00:00
42,XAUUSD_i,1838.96,1837.79,1837.21,1838.96,1838.085,1837.9866666666667,1837.9375,1838.23,594,2020-11-23 21:15:00
43,XAUUSD_i,1837.8,1837.51,1837.17,1838.08,1837.625,1837.5866666666668,1837.5675,1837.64,631,2020-11-23 21:30:00
44,XAUUSD_i,1837.51,1837.88,1837.32,1838.35,1837.835,1837.8500000000001,1837.8575,1837.765,732,2020-11-23 21:45:00
45,XAUUSD_i,1837.88,1839.65,1837.61,1839.69,1838.65,1838.9833333333336,1839.15,1838.7075000000002,882,2020-11-23 22:00:00
46,XAUUSD_i,1839.68,1839.9,1839.15,1840.2,1839.6750000000002,1839.75,1839.7875,1839.7325,627,2020-11-23 22:15:00
47,XAUUSD_i,1839.91,1837.79,1837.78,1839.91,1838.845,1838.493333333333,1838.3174999999999,1838.8474999999999,681,2020-11-23 22:30:00
48,XAUUSD_i,1837.79,1835.96,1835.29,1838.03,1836.6599999999999,1836.4266666666665,1836.31,1836.7675,1049,2020-11-23 22:45:00
49,XAUUSD_i,1835.96,1836.19,1835.51,1836.53,1836.02,1836.0766666666666,1836.105,1836.0475,333,2020-11-23 23:00:00
50,XAUUSD_i,1835.99,1835.87,1835.32,1836.11,1835.715,1835.7666666666664,1835.7924999999998,1835.8224999999998,170,2020-11-23 23:15:00
51,XAUUSD_i,1835.92,1836.38,1835.51,1836.68,1836.095,1836.1899999999998,1836.2375,1836.1225,196,2020-11-23 23:30:00
52,XAUUSD_i,1836.38,1837.32,1836.18,1837.33,1836.755,1836.9433333333334,1837.0375,1836.8025,127,2020-11-23 23:45:00
53,XAUUSD_i,1838.66,1837.29,1836.44,1838.82,1837.63,1837.5166666666667,1837.46,1837.8025,356,2020-11-24 01:00:00
54,XAUUSD_i,1837.29,1836.57,1835.48,1837.54,1836.51,1836.53,1836.54,1836.72,607,2020-11-24 01:15:00
55,XAUUSD_i,1836.6,1837.92,1836.58,1837.99,1837.2849999999999,1837.4966666666667,1837.6025,1837.2725,462,2020-11-24 01:30:00
56,XAUUSD_i,1837.93,1835.49,1834.79,1838.13,1836.46,1836.1366666666665,1835.975,1836.585,636,2020-11-24 01:45:00
57,XAUUSD_i,1835.5,1833.23,1830.71,1835.73,1833.22,1833.2233333333334,1833.225,1833.7925,1138,2020-11-24 02:00:00
58,XAUUSD_i,1833.24,1834.74,1831.02,1834.79,1832.905,1833.5166666666667,1833.8225,1833.4475,740,2020-11-24 02:15:00
59,XAUUSD_i,1834.74,1834.15,1833.08,1835.38,1834.23,1834.2033333333336,1834.19,1834.3375,579,2020-11-24 02:30:00
60,XAUUSD_i,1834.14,1834.64,1833.91,1835.87,1834.8899999999999,1834.8066666666666,1834.765,1834.64,569,2020-11-24 02:45:00
61,XAUUSD_i,1834.64,1833.7,1832.32,1836.17,1834.245,1834.0633333333333,1833.9724999999999,1834.2075,1348,2020-11-24 03:00:00
62,XAUUSD_i,1833.7,1830.67,1829.27,1833.87,1831.57,1831.2699999999998,1831.12,1831.8774999999998,1498,2020-11-24 03:15:00
63,XAUUSD_i,1830.67,1829.08,1826.03,1831.92,1828.975,1829.01,1829.0275,1829.425,1704,2020-11-24 03:30:00
64,XAUUSD_i,1829.08,1827.69,1826.54,1830.39,1828.4650000000001,1828.206666666667,1828.0775000000003,1828.4250000000002,1169,2020-11-24 03:45:00
65,XAUUSD_i,1827.54,1827.61,1826.27,1828.86,1827.565,1827.58,1827.5874999999999,1827.57,886,2020-11-24 04:00:00
66,XAUUSD_i,1827.56,1826.09,1825.54,1827.78,1826.6599999999999,1826.47,1826.375,1826.7424999999998,532,2020-11-24 04:15:00
67,XAUUSD_i,1826.07,1824.93,1824.61,1827.0,1825.8049999999998,1825.5133333333333,1825.3675,1825.6525,894,2020-11-24 04:30:00
68,XAUUSD_i,1824.89,1822.24,1821.25,1825.28,1823.2649999999999,1822.9233333333332,1822.7524999999998,1823.415,1168,2020-11-24 04:45:00
69,XAUUSD_i,1822.33,1824.86,1821.16,1825.0,1823.08,1823.6733333333332,1823.9699999999998,1823.3374999999999,1025,2020-11-24 05:00:00
70,XAUUSD_i,1824.86,1826.85,1824.76,1827.28,1826.02,1826.2966666666664,1826.435,1825.9374999999998,814,2020-11-24 05:15:00
71,XAUUSD_i,1826.83,1824.68,1824.12,1827.32,1825.7199999999998,1825.3733333333332,1825.2,1825.7375,875,2020-11-24 05:30:00
72,XAUUSD_i,1824.69,1825.39,1824.52,1826.01,1825.2649999999999,1825.3066666666666,1825.3275,1825.1525000000001,558,2020-11-24 05:45:00
73,XAUUSD_i,1825.41,1824.91,1824.49,1826.0,1825.245,1825.1333333333332,1825.0774999999999,1825.2024999999999,695,2020-11-24 06:00:00
74,XAUUSD_i,1824.95,1824.17,1824.0,1825.02,1824.51,1824.3966666666668,1824.3400000000001,1824.535,430,2020-11-24 06:15:00
75,XAUUSD_i,1824.2,1824.84,1823.73,1825.2,1824.4650000000001,1824.5900000000001,1824.6525000000001,1824.4925,668,2020-11-24 06:30:00
76,XAUUSD_i,1824.84,1824.27,1823.4,1825.25,1824.325,1824.3066666666666,1824.2975000000001,1824.44,503,2020-11-24 06:45:00
77,XAUUSD_i,1824.27,1824.21,1824.07,1824.91,1824.49,1824.3966666666668,1824.3500000000001,1824.3650000000002,432,2020-11-24 07:00:00
78,XAUUSD_i,1824.26,1824.95,1823.75,1826.18,1824.9650000000001,1824.96,1824.9575,1824.785,548,2020-11-24 07:15:00
79,XAUUSD_i,1824.95,1825.73,1822.4,1826.22,1824.31,1824.7833333333335,1825.02,1824.825,820,2020-11-24 07:30:00
80,XAUUSD_i,1825.8,1826.36,1825.8,1828.94,1827.37,1827.033333333333,1826.8649999999998,1826.725,1037,2020-11-24 07:45:00
81,XAUUSD_i,1826.34,1827.16,1825.67,1827.94,1826.805,1826.9233333333334,1826.9825,1826.7775000000001,683,2020-11-24 08:00:00
82,XAUUSD_i,1827.21,1828.18,1826.54,1828.28,1827.4099999999999,1827.6666666666667,1827.795,1827.5525,467,2020-11-24 08:15:00
83,XAUUSD_i,1828.23,1828.38,1827.1,1829.46,1828.28,1828.3133333333335,1828.3300000000002,1828.2925,682,2020-11-24 08:30:00
84,XAUUSD_i,1828.38,1828.38,1827.37,1828.88,1828.125,1828.21,1828.2525,1828.2525,459,2020-11-24 08:45:00
85,XAUUSD_i,1828.33,1830.87,1828.13,1831.73,1829.93,1830.243333333333,1830.3999999999999,1829.7649999999999,804,2020-11-24 09:00:00
86,XAUUSD_i,1830.87,1830.55,1829.48,1832.75,1831.115,1830.9266666666665,1830.8325,1830.9125,1130,2020-11-24 09:15:00
87,XAUUSD_i,1830.6,1829.19,1827.33,1830.94,1829.135,1829.1533333333334,1829.1625,1829.5149999999999,669,2020-11-24 09:30:00
88,XAUUSD_i,1829.24,1827.34,1827.25,1830.19,1828.72,1828.26,1828.03,1828.5049999999999,755,2020-11-24 09:45:00
89,XAUUSD_i,1827.41,1828.33,1827.3,1830.54,1828.92,1828.7233333333334,1828.625,1828.395,1460,2020-11-24 10:00:00
90,XAUUSD_i,1828.26,1827.17,1825.93,1829.4,1827.665,1827.5,1827.4175,1827.69,1153,2020-11-24 10:15:00
91,XAUUSD_i,1827.12,1826.78,1826.2,1828.13,1827.165,1827.0366666666666,1826.9724999999999,1827.0575,1088,2020-11-24 10:30:00
92,XAUUSD_i,1826.85,1824.62,1823.39,1827.78,1825.585,1825.2633333333333,1825.1025,1825.6599999999999,1151,2020-11-24 10:45:00
93,XAUUSD_i,1824.64,1826.18,1824.59,1826.73,1825.6599999999999,1825.8333333333333,1825.92,1825.535,884,2020-11-24 11:00:00
94,XAUUSD_i,1826.16,1825.05,1824.88,1826.62,1825.75,1825.5166666666667,1825.4,1825.6775,805,2020-11-24 11:15:00
95,XAUUSD_i,1825.05,1826.78,1824.38,1826.94,1825.66,1826.0333333333335,1826.22,1825.7875000000001,1096,2020-11-24 11:30:00
96,XAUUSD_i,1826.78,1825.39,1824.92,1826.85,1825.885,1825.72,1825.6375,1825.985,785,2020-11-24 11:45:00
97,XAUUSD_i,1825.38,1823.85,1821.36,1825.85,1823.605,1823.6866666666665,1823.7275,1824.11,1220,2020-11-24 12:00:00
98,XAUUSD_i,1823.85,1817.73,1817.57,1824.05,1820.81,1819.7833333333335,1819.27,1820.8000000000002,1010,2020-11-24 12:15:00
99,XAUUSD_i,1817.76,1817.53,1815.99,1820.09,1818.04,1817.87,1817.7849999999999,1817.8425,1623,2020-11-24 12:30:00
100,XAUUSD_i,1817.53,1812.62,1811.56,1817.96,1814.76,1814.0466666666664,1813.6899999999998,1814.9174999999998,1685,2020-11-24 12:45:00
101,XAUUSD_i,1812.72,1810.74,1810.03,1815.25,1812.6399999999999,1812.0066666666664,1811.6899999999998,1812.185,1227,2020-11-24 13:00:00
102,XAUUSD_i,1810.74,1809.37,1807.4,1812.12,1809.76,1809.6299999999999,1809.5649999999998,1809.9074999999998,1282,2020-11-24 13:15:00
103,XAUUSD_i,1809.29,1808.64,1805.49,1810.19,1807.8400000000001,1808.1066666666668,1808.2400000000002,1808.4025000000001,1354,2020-11-24 13:30:00
104,XAUUSD_i,1808.59,1810.03,1808.35,1810.97,1809.6599999999999,1809.783333333333,1809.8449999999998,1809.485,889,2020-11-24 13:45:00
105,XAUUSD_i,1810.03,1813.72,1810.03,1815.77,1812.9,1813.1733333333334,1813.3100000000002,1812.3875,1567,2020-11-24 14:00:00
106,XAUUSD_i,1813.72,1811.36,1811.25,1813.82,1812.5349999999999,1812.1433333333332,1811.9474999999998,1812.5375,970,2020-11-24 14:15:00
107,XAUUSD_i,1811.36,1809.24,1809.14,1812.21,1810.6750000000002,1810.1966666666667,1809.9575,1810.4875,841,2020-11-24 14:30:00
108,XAUUSD_i,1809.24,1809.97,1809.14,1811.51,1810.325,1810.2066666666667,1810.1475,1809.965,1138,2020-11-24 14:45:00
109,XAUUSD_i,1809.97,1806.7,1806.11,1812.63,1809.37,1808.4799999999998,1808.0349999999999,1808.8525,1711,2020-11-24 15:00:00
110,XAUUSD_i,1806.76,1804.69,1804.24,1806.89,1805.565,1805.2733333333333,1805.1275,1805.645,1843,2020-11-24 15:15:00
111,XAUUSD_i,1804.65,1808.61,1804.23,1809.11,1806.67,1807.3166666666666,1807.6399999999999,1806.65,1697,2020-11-24 15:30:00
112,XAUUSD_i,1808.61,1805.57,1805.12,1810.06,1807.59,1806.9166666666667,1806.58,1807.34,2111,2020-11-24 15:45:00
113,XAUUSD_i,1805.51,1805.91,1803.87,1808.55,1806.21,1806.11,1806.06,1805.96,1946,2020-11-24 16:00:00
114,XAUUSD_i,1805.81,1804.72,1802.94,1807.39,1805.165,1805.0166666666667,1804.9425,1805.2150000000001,1720,2020-11-24 16:15:00
115,XAUUSD_i,1804.64,1802.04,1801.45,1807.01,1804.23,1803.5,1803.135,1803.785,2455,2020-11-24 16:30:00
116,XAUUSD_i,1802.04,1805.2,1801.51,1808.3,1804.905,1805.0033333333333,1805.0525,1804.2625,2751,2020-11-24 16:45:00
117,XAUUSD_i,1805.07,1801.61,1801.28,1806.53,1803.905,1803.14,1802.7575,1803.6225,2519,2020-11-24 17:00:00
118,XAUUSD_i,1801.66,1802.46,1800.71,1803.8,1802.255,1802.3233333333335,1802.3575,1802.1575,1842,2020-11-24 17:15:00
119,XAUUSD_i,1802.42,1803.62,1800.11,1803.8,1801.955,1802.51,1802.7875,1802.4875,1802,2020-11-24 17:30:00
120,XAUUSD_i,1803.62,1805.4,1802.7,1805.94,1804.3200000000002,1804.6800000000003,1804.8600000000001,1804.4150000000002,1825,2020-11-24 17:45:00
121,XAUUSD_i,1805.33,1805.27,1804.62,1807.86,1806.2399999999998,1805.9166666666667,1805.755,1805.77,1889,2020-11-24 18:00:00
122,XAUUSD_i,1805.23,1804.8,1804.16,1805.92,1805.04,1804.96,1804.92,1805.0275000000001,1182,2020-11-24 18:15:00
123,XAUUSD_i,1804.8,1804.04,1803.62,1805.7,1804.6599999999999,1804.4533333333331,1804.35,1804.54,1316,2020-11-24 18:30:00
124,XAUUSD_i,1804.06,1803.26,1802.64,1804.4,1803.52,1803.4333333333334,1803.39,1803.5900000000001,1171,2020-11-24 18:45:00
125,XAUUSD_i,1803.26,1803.16,1802.82,1804.35,1803.585,1803.4433333333334,1803.3725,1803.3975,1089,2020-11-24 19:00:00
126,XAUUSD_i,1803.16,1803.6,1802.93,1804.25,1803.5900000000001,1803.5933333333335,1803.5950000000003,1803.4850000000001,954,2020-11-24 19:15:00
127,XAUUSD_i,1803.53,1803.76,1802.73,1803.87,1803.3,1803.4533333333331,1803.53,1803.4724999999999,862,2020-11-24 19:30:00
128,XAUUSD_i,1803.8,1804.82,1803.73,1806.52,1805.125,1805.0233333333333,1804.9724999999999,1804.7175,872,2020-11-24 19:45:00
129,XAUUSD_i,1804.82,1806.02,1804.72,1806.02,1805.37,1805.5866666666668,1805.6950000000002,1805.395,1149,2020-11-24 20:00:00
130,XAUUSD_i,1806.02,1806.9,1805.54,1806.92,1806.23,1806.4533333333336,1806.565,1806.3450000000003,871,2020-11-24 20:15:00
131,XAUUSD_i,1806.9,1807.39,1805.89,1808.12,1807.005,1807.1333333333334,1807.1975000000002,1807.0750000000003,1449,2020-11-24 20:30:00
132,XAUUSD_i,1807.37,1805.57,1804.48,1807.46,1805.97,1805.8366666666668,1805.77,1806.22,1020,2020-11-24 20:45:00
133,XAUUSD_i,1805.65,1804.71,1804.4,1805.67,1805.035,1804.926666666667,1804.8725000000002,1805.1075,554,2020-11-24 21:00:00
134,XAUUSD_i,1804.71,1805.0,1804.53,1805.43,1804.98,1804.9866666666667,1804.99,1804.9175,504,2020-11-24 21:15:00
135,XAUUSD_i,1805.0,1804.63,1804.19,1806.03,1805.1100000000001,1804.95,1804.8700000000001,1804.9625,579,2020-11-24 21:30:00
136,XAUUSD_i,1804.63,1803.74,1803.25,1804.83,1804.04,1803.9399999999998,1803.8899999999999,1804.1125,701,2020-11-24 21:45:00
137,XAUUSD_i,1803.64,1805.29,1803.29,1805.43,1804.3600000000001,1804.67,1804.825,1804.4125000000001,619,2020-11-24 22:00:00
138,XAUUSD_i,1805.29,1805.08,1804.99,1805.68,1805.335,1805.25,1805.2075,1805.26,571,2020-11-24 22:15:00
139,XAUUSD_i,1805.08,1806.61,1804.86,1807.72,1806.29,1806.3966666666665,1806.4499999999998,1806.0674999999999,866,2020-11-24 22:30:00
140,XAUUSD_i,1806.62,1807.26,1805.54,1808.03,1806.7849999999999,1806.9433333333334,1807.0225,1806.8625,944,2020-11-24 22:45:00
141,XAUUSD_i,1807.21,1806.27,1806.13,1807.46,1806.795,1806.6200000000001,1806.5325000000003,1806.7675000000002,365,2020-11-24 23:00:00
142,XAUUSD_i,1806.28,1806.46,1806.23,1807.06,1806.645,1806.5833333333333,1806.5525,1806.5075,208,2020-11-24 23:15:00
143,XAUUSD_i,1806.48,1806.63,1805.88,1807.27,1806.575,1806.5933333333335,1806.6025000000002,1806.565,153,2020-11-24 23:30:00
144,XAUUSD_i,1806.63,1807.57,1806.18,1808.45,1807.315,1807.3999999999999,1807.4424999999999,1807.2075,261,2020-11-24 23:45:00
145,XAUUSD_i,1807.56,1806.79,1806.78,1808.17,1807.475,1807.2466666666667,1807.1325,1807.3249999999998,300,2020-11-25 01:00:00
146,XAUUSD_i,1806.79,1807.96,1806.75,1808.01,1807.38,1807.5733333333335,1807.67,1807.3775,330,2020-11-25 01:15:00
147,XAUUSD_i,1807.92,1805.8,1805.44,1807.92,1806.68,1806.3866666666665,1806.24,1806.77,570,2020-11-25 01:30:00
148,XAUUSD_i,1805.9,1808.94,1805.8,1810.82,1808.31,1808.5199999999998,1808.625,1807.8649999999998,476,2020-11-25 01:45:00
149,XAUUSD_i,1809.0,1808.38,1808.13,1810.07,1809.1,1808.86,1808.74,1808.895,549,2020-11-25 02:00:00
150,XAUUSD_i,1808.38,1807.49,1806.52,1808.39,1807.455,1807.4666666666665,1807.4724999999999,1807.695,543,2020-11-25 02:15:00
151,XAUUSD_i,1807.5,1807.86,1806.96,1807.96,1807.46,1807.5933333333332,1807.6599999999999,1807.57,305,2020-11-25 02:30:00
152,XAUUSD_i,1807.86,1806.37,1805.15,1808.86,1807.005,1806.7933333333333,1806.6875,1807.06,545,2020-11-25 02:45:00
153,XAUUSD_i,1806.39,1810.04,1806.38,1811.72,1809.0500000000002,1809.38,1809.545,1808.6325000000002,1241,2020-11-25 03:00:00
154,XAUUSD_i,1810.08,1811.51,1809.13,1811.51,1810.3200000000002,1810.716666666667,1810.9150000000002,1810.5575000000001,637,2020-11-25 03:15:00
155,XAUUSD_i,1811.51,1811.29,1810.66,1811.98,1811.3200000000002,1811.3100000000002,1811.305,1811.3600000000001,555,2020-11-25 03:30:00
156,XAUUSD_i,1811.21,1810.38,1810.2,1811.35,1810.775,1810.6433333333334,1810.5775,1810.785,500,2020-11-25 03:45:00
157,XAUUSD_i,1810.38,1809.8,1809.06,1810.38,1809.72,1809.7466666666667,1809.76,1809.905,462,2020-11-25 04:00:00
158,XAUUSD_i,1809.8,1809.91,1809.72,1810.81,1810.2649999999999,1810.1466666666665,1810.0874999999999,1810.06,309,2020-11-25 04:15:00
159,XAUUSD_i,1809.91,1809.59,1809.54,1810.98,1810.26,1810.0366666666666,1809.925,1810.0049999999999,407,2020-11-25 04:30:00
160,XAUUSD_i,1809.59,1808.93,1807.81,1809.59,1808.6999999999998,1808.7766666666666,1808.815,1808.98,486,2020-11-25 04:45:00
161,XAUUSD_i,1808.93,1807.37,1807.37,1809.24,1808.3049999999998,1807.993333333333,1807.8374999999999,1808.2275,405,2020-11-25 05:00:00
162,XAUUSD_i,1807.37,1804.31,1803.55,1807.37,1805.46,1805.0766666666666,1804.8849999999998,1805.6499999999999,943,2020-11-25 05:15:00
163,XAUUSD_i,1804.31,1804.68,1803.08,1805.67,1804.375,1804.4766666666667,1804.5275000000001,1804.435,691,2020-11-25 05:30:00
164,XAUUSD_i,1804.73,1803.57,1803.36,1804.97,1804.165,1803.9666666666665,1803.8674999999998,1804.1574999999998,474,2020-11-25 05:45:00
165,XAUUSD_i,1803.67,1802.44,1801.43,1803.96,1802.6950000000002,1802.61,1802.5675,1802.875,524,2020-11-25 06:00:00
166,XAUUSD_i,1802.44,1804.34,1802.44,1804.36,1803.4,1803.7133333333334,1803.8700000000001,1803.395,304,2020-11-25 06:15:00
167,XAUUSD_i,1804.34,1804.83,1804.05,1804.95,1804.5,1804.61,1804.665,1804.5425,282,2020-11-25 06:30:00
168,XAUUSD_i,1804.83,1804.55,1804.44,1805.3,1804.87,1804.7633333333333,1804.71,1804.78,282,2020-11-25 06:45:00
169,XAUUSD_i,1804.51,1804.53,1804.42,1806.12,1805.27,1805.0233333333333,1804.8999999999999,1804.895,391,2020-11-25 07:00:00
170,XAUUSD_i,1804.6,1804.59,1804.09,1805.63,1804.8600000000001,1804.7700000000002,1804.7250000000001,1804.7275,460,2020-11-25 07:15:00
171,XAUUSD_i,1804.59,1802.58,1802.58,1805.97,1804.275,1803.71,1803.4275,1803.93,841,2020-11-25 07:30:00
172,XAUUSD_i,1802.58,1803.97,1802.42,1804.38,1803.4,1803.5900000000001,1803.6850000000002,1803.3375,821,2020-11-25 07:45:00
173,XAUUSD_i,1803.97,1803.99,1803.44,1805.04,1804.24,1804.1566666666668,1804.115,1804.1100000000001,819,2020-11-25 08:00:00
174,XAUUSD_i,1803.99,1805.7,1803.64,1805.8,1804.72,1805.0466666666669,1805.21,1804.7825,693,2020-11-25 08:15:00
175,XAUUSD_i,1805.7,1806.02,1805.32,1806.29,1805.8049999999998,1805.8766666666663,1805.9125,1805.8324999999998,888,2020-11-25 08:30:00
176,XAUUSD_i,1806.02,1805.44,1804.74,1806.39,1805.565,1805.5233333333333,1805.5025,1805.6475,688,2020-11-25 08:45:00
177,XAUUSD_i,1805.42,1805.2,1804.59,1806.26,1805.425,1805.3500000000001,1805.3125,1805.3675,554,2020-11-25 09:00:00
178,XAUUSD_i,1805.2,1805.99,1805.2,1806.93,1806.065,1806.04,1806.0275,1805.83,602,2020-11-25 09:15:00
179,XAUUSD_i,1806.04,1809.17,1805.8,1809.4,1807.6,1808.1233333333332,1808.385,1807.6025,956,2020-11-25 09:30:00
180,XAUUSD_i,1809.12,1809.95,1808.53,1810.92,1809.725,1809.8,1809.8374999999999,1809.6299999999999,1061,2020-11-25 09:45:00
181,XAUUSD_i,1809.87,1812.31,1809.15,1813.94,1811.545,1811.8,1811.9274999999998,1811.3174999999999,1451,2020-11-25 10:00:00
182,XAUUSD_i,1812.35,1813.11,1811.93,1814.89,1813.41,1813.3100000000002,1813.26,1813.0700000000002,1265,2020-11-25 10:15:00
183,XAUUSD_i,1813.16,1813.21,1810.67,1813.58,1812.125,1812.4866666666667,1812.6675,1812.655,775,2020-11-25 10:30:00
184,XAUUSD_i,1813.21,1810.57,1808.93,1813.77,1811.35,1811.09,1810.9599999999998,1811.62,959,2020-11-25 10:45:00
185,XAUUSD_i,1810.58,1811.31,1810.29,1811.79,1811.04,1811.1299999999999,1811.1749999999997,1810.9924999999998,676,2020-11-25 11:00:00
186,XAUUSD_i,1811.31,1811.07,1810.33,1811.54,1810.935,1810.9799999999998,1811.0024999999998,1811.0625,758,2020-11-25 11:15:00
187,XAUUSD_i,1811.07,1813.35,1810.88,1814.08,1812.48,1812.7699999999998,1812.915,1812.3449999999998,584,2020-11-25 11:30:00
