,USDRUB_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
61,USDRUB_i,63.719,63.709,63.703,63.726,63.7145,63.71266666666667,63.71175,63.71425,188,2019-04-22 14:15:00
62,USDRUB_i,63.709,63.711,63.701,63.716,63.7085,63.709333333333326,63.70975,63.70925,149,2019-04-22 14:30:00
63,USDRUB_i,63.711,63.692,63.688,63.711,63.6995,63.697,63.695750000000004,63.700500000000005,200,2019-04-22 14:45:00
64,USDRUB_i,63.691,63.684,63.683,63.696,63.689499999999995,63.687666666666665,63.686749999999996,63.6885,124,2019-04-22 15:00:00
65,USDRUB_i,63.684,63.686,63.682,63.694,63.688,63.687333333333335,63.687000000000005,63.6865,124,2019-04-22 15:15:00
66,USDRUB_i,63.686,63.687,63.683,63.691,63.687,63.68699999999999,63.687,63.686749999999996,124,2019-04-22 15:30:00
67,USDRUB_i,63.687,63.691,63.683,63.696,63.689499999999995,63.69,63.69025,63.68925,116,2019-04-22 15:45:00
68,USDRUB_i,63.691,63.706,63.687,63.707,63.697,63.70000000000001,63.70150000000001,63.697750000000006,117,2019-04-22 16:00:00
69,USDRUB_i,63.706,63.706,63.684,63.707,63.695499999999996,63.69899999999999,63.70075,63.70075,140,2019-04-22 16:15:00
70,USDRUB_i,63.706,63.719,63.701,63.729,63.715,63.71633333333333,63.717,63.713750000000005,243,2019-04-22 16:30:00
71,USDRUB_i,63.719,63.726,63.713,63.731,63.722,63.723333333333336,63.724000000000004,63.72225,260,2019-04-22 16:45:00
72,USDRUB_i,63.726,63.709,63.703,63.731,63.717,63.714333333333336,63.713,63.71725,238,2019-04-22 17:00:00
73,USDRUB_i,63.709,63.734,63.706,63.737,63.721500000000006,63.725666666666676,63.72775000000001,63.721500000000006,203,2019-04-22 17:15:00
74,USDRUB_i,63.734,63.755,63.734,63.757,63.7455,63.74866666666667,63.75025,63.745000000000005,140,2019-04-22 17:30:00
75,USDRUB_i,63.755,63.804,63.754,63.854,63.804,63.804,63.804,63.79175,415,2019-04-22 17:45:00
76,USDRUB_i,63.804,63.761,63.757,63.826,63.7915,63.78133333333333,63.77625,63.787,307,2019-04-22 18:00:00
77,USDRUB_i,63.761,63.736,63.736,63.777,63.7565,63.74966666666666,63.746249999999996,63.7525,178,2019-04-22 18:15:00
78,USDRUB_i,63.736,63.729,63.72,63.738,63.729,63.729000000000006,63.729,63.73075,154,2019-04-22 18:30:00
79,USDRUB_i,63.729,63.728,63.726,63.739,63.7325,63.731,63.730250000000005,63.730500000000006,99,2019-04-22 18:45:00
80,USDRUB_i,63.728,63.73,63.711,63.731,63.721000000000004,63.724,63.7255,63.725,97,2019-04-22 19:00:00
81,USDRUB_i,63.73,63.716,63.711,63.73,63.7205,63.719,63.718250000000005,63.72175,78,2019-04-22 19:15:00
82,USDRUB_i,63.716,63.713,63.711,63.716,63.713499999999996,63.71333333333333,63.713249999999995,63.714,32,2019-04-22 19:30:00
83,USDRUB_i,63.713,63.709,63.709,63.715,63.712,63.711000000000006,63.7105,63.7115,40,2019-04-22 19:45:00
84,USDRUB_i,63.709,63.717,63.709,63.72,63.7145,63.71533333333334,63.71575,63.713750000000005,64,2019-04-22 20:00:00
85,USDRUB_i,63.717,63.715,63.711,63.723,63.717,63.71633333333333,63.716,63.716499999999996,53,2019-04-22 20:15:00
86,USDRUB_i,63.715,63.712,63.712,63.721,63.716499999999996,63.714999999999996,63.71424999999999,63.714999999999996,51,2019-04-22 20:30:00
87,USDRUB_i,63.712,63.71,63.708,63.713,63.710499999999996,63.71033333333333,63.71025,63.710750000000004,30,2019-04-22 20:45:00
88,USDRUB_i,63.732,63.682,63.651,63.732,63.691500000000005,63.68833333333333,63.68675,63.69925,943,2019-04-23 10:00:00
89,USDRUB_i,63.683,63.692,63.647,63.701,63.674,63.68,63.683,63.680749999999996,495,2019-04-23 10:15:00
90,USDRUB_i,63.692,63.697,63.671,63.701,63.686,63.689666666666675,63.691500000000005,63.690250000000006,267,2019-04-23 10:30:00
91,USDRUB_i,63.699,63.701,63.691,63.711,63.701,63.701,63.701,63.700500000000005,273,2019-04-23 10:45:00
92,USDRUB_i,63.701,63.691,63.682,63.716,63.699,63.696333333333335,63.695,63.6975,322,2019-04-23 11:00:00
93,USDRUB_i,63.691,63.684,63.669,63.696,63.6825,63.68299999999999,63.683249999999994,63.684999999999995,171,2019-04-23 11:15:00
94,USDRUB_i,63.684,63.665,63.66,63.696,63.678,63.67366666666666,63.671499999999995,63.676249999999996,232,2019-04-23 11:30:00
95,USDRUB_i,63.665,63.646,63.621,63.665,63.643,63.644000000000005,63.64450000000001,63.64925,279,2019-04-23 11:45:00
96,USDRUB_i,63.646,63.63,63.611,63.649,63.629999999999995,63.629999999999995,63.629999999999995,63.634,331,2019-04-23 12:00:00
97,USDRUB_i,63.63,63.651,63.624,63.655,63.6395,63.64333333333334,63.645250000000004,63.64,272,2019-04-23 12:15:00
98,USDRUB_i,63.65,63.642,63.622,63.659,63.6405,63.641,63.64125,63.64325,206,2019-04-23 12:30:00
