,USDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
37,USDCHF_i,0.88625,0.88633,0.88625,0.88657,0.8864099999999999,0.8863833333333333,0.88637,0.88635,211,2020-12-21 08:00:00
38,USDCHF_i,0.88633,0.88647,0.88624,0.88665,0.886445,0.8864533333333333,0.8864575,0.8864225,211,2020-12-21 08:15:00
39,USDCHF_i,0.88647,0.88648,0.88647,0.8868,0.8866350000000001,0.8865833333333334,0.8865575000000001,0.8865550000000001,194,2020-12-21 08:30:00
40,USDCHF_i,0.88648,0.88618,0.88616,0.88663,0.886395,0.8863233333333334,0.8862875,0.8863625,236,2020-12-21 08:45:00
41,USDCHF_i,0.88624,0.88625,0.88609,0.88648,0.886285,0.8862733333333334,0.8862675,0.886265,456,2020-12-21 09:00:00
42,USDCHF_i,0.88625,0.8872,0.88612,0.88728,0.8867,0.8868666666666667,0.88695,0.8867125,527,2020-12-21 09:15:00
43,USDCHF_i,0.8871,0.88832,0.8871,0.88835,0.887725,0.8879233333333333,0.8880224999999999,0.8877174999999999,647,2020-12-21 09:30:00
44,USDCHF_i,0.88832,0.88837,0.88799,0.88852,0.888255,0.8882933333333334,0.8883125000000001,0.8883000000000001,618,2020-12-21 09:45:00
45,USDCHF_i,0.88836,0.88773,0.88733,0.88845,0.88789,0.8878366666666667,0.88781,0.8879675,937,2020-12-21 10:00:00
46,USDCHF_i,0.88773,0.88727,0.88703,0.88782,0.887425,0.8873733333333332,0.8873475,0.8874624999999999,698,2020-12-21 10:15:00
47,USDCHF_i,0.88727,0.88548,0.88548,0.88731,0.886395,0.8860899999999999,0.8859375,0.886385,907,2020-12-21 10:30:00
48,USDCHF_i,0.88548,0.88504,0.88414,0.88548,0.8848100000000001,0.8848866666666667,0.8849250000000001,0.885035,614,2020-12-21 10:45:00
49,USDCHF_i,0.88504,0.88577,0.88491,0.88588,0.8853949999999999,0.88552,0.8855824999999999,0.8854,530,2020-12-21 11:00:00
50,USDCHF_i,0.88577,0.88598,0.88527,0.88603,0.88565,0.88576,0.885815,0.8857625,509,2020-12-21 11:15:00
51,USDCHF_i,0.88598,0.88793,0.88587,0.88804,0.886955,0.8872800000000001,0.8874425,0.886955,676,2020-12-21 11:30:00
52,USDCHF_i,0.88794,0.88837,0.88791,0.88861,0.88826,0.8882966666666667,0.8883150000000001,0.8882075,621,2020-12-21 11:45:00
53,USDCHF_i,0.88837,0.88998,0.88829,0.89011,0.8892,0.88946,0.88959,0.8891875,891,2020-12-21 12:00:00
54,USDCHF_i,0.88997,0.89156,0.8897,0.8917,0.8907,0.8909866666666667,0.8911300000000001,0.8907325,1220,2020-12-21 12:15:00
55,USDCHF_i,0.89156,0.89046,0.8903,0.89179,0.891045,0.89085,0.8907525000000001,0.8910275000000001,907,2020-12-21 12:30:00
56,USDCHF_i,0.89046,0.89052,0.88983,0.89071,0.89027,0.8903533333333332,0.8903949999999999,0.89038,710,2020-12-21 12:45:00
57,USDCHF_i,0.89051,0.88938,0.88917,0.89053,0.88985,0.8896933333333333,0.889615,0.8898975,681,2020-12-21 13:00:00
58,USDCHF_i,0.88938,0.88927,0.88916,0.88982,0.88949,0.8894166666666666,0.8893800000000001,0.8894075,448,2020-12-21 13:15:00
59,USDCHF_i,0.88927,0.88788,0.88755,0.88939,0.88847,0.8882733333333332,0.8881749999999999,0.8885224999999999,724,2020-12-21 13:30:00
60,USDCHF_i,0.88791,0.88837,0.88755,0.88858,0.888065,0.8881666666666667,0.8882175,0.8881025,566,2020-12-21 13:45:00
61,USDCHF_i,0.88835,0.88779,0.88755,0.88875,0.88815,0.88803,0.8879699999999999,0.88811,752,2020-12-21 14:00:00
62,USDCHF_i,0.88779,0.88803,0.88768,0.88845,0.888065,0.8880533333333333,0.8880475,0.8879874999999999,543,2020-12-21 14:15:00
63,USDCHF_i,0.88803,0.88748,0.88736,0.88815,0.8877550000000001,0.8876633333333334,0.8876175000000001,0.8877550000000001,542,2020-12-21 14:30:00
64,USDCHF_i,0.88748,0.8879,0.8869,0.88805,0.887475,0.8876166666666667,0.8876875000000001,0.8875825,825,2020-12-21 14:45:00
65,USDCHF_i,0.88789,0.88793,0.88731,0.88809,0.8877,0.8877766666666668,0.887815,0.8878050000000001,1007,2020-12-21 15:00:00
66,USDCHF_i,0.88793,0.88664,0.88659,0.88819,0.88739,0.88714,0.887015,0.8873375,779,2020-12-21 15:15:00
67,USDCHF_i,0.88662,0.88637,0.8862,0.88696,0.8865799999999999,0.8865099999999999,0.8864749999999999,0.8865375,815,2020-12-21 15:30:00
68,USDCHF_i,0.88637,0.88713,0.88569,0.88715,0.88642,0.8866566666666666,0.886775,0.886585,771,2020-12-21 15:45:00
69,USDCHF_i,0.88713,0.88644,0.88631,0.88714,0.886725,0.8866299999999999,0.8865824999999999,0.886755,738,2020-12-21 16:00:00
70,USDCHF_i,0.88644,0.88626,0.88599,0.8865,0.886245,0.88625,0.8862525,0.8862975,742,2020-12-21 16:15:00
71,USDCHF_i,0.88626,0.88667,0.88609,0.88685,0.8864700000000001,0.8865366666666668,0.8865700000000001,0.8864675000000001,853,2020-12-21 16:30:00
72,USDCHF_i,0.88667,0.88785,0.88653,0.88801,0.88727,0.8874633333333334,0.8875600000000001,0.8872650000000001,770,2020-12-21 16:45:00
73,USDCHF_i,0.88785,0.88734,0.88726,0.88843,0.887845,0.8876766666666667,0.8875925,0.8877200000000001,786,2020-12-21 17:00:00
74,USDCHF_i,0.88735,0.88691,0.8868,0.888,0.8874,0.8872366666666666,0.8871549999999999,0.887265,667,2020-12-21 17:15:00
75,USDCHF_i,0.88691,0.8877,0.88673,0.88787,0.8873,0.8874333333333334,0.8875000000000001,0.8873025,596,2020-12-21 17:30:00
76,USDCHF_i,0.8877,0.88757,0.88688,0.88794,0.88741,0.8874633333333334,0.8874900000000001,0.8875225000000001,614,2020-12-21 17:45:00
77,USDCHF_i,0.88759,0.8869,0.88657,0.88759,0.88708,0.88702,0.88699,0.8871625,486,2020-12-21 18:00:00
78,USDCHF_i,0.8869,0.88654,0.88612,0.88706,0.88659,0.8865733333333333,0.886565,0.886655,391,2020-12-21 18:15:00
79,USDCHF_i,0.88654,0.88624,0.88603,0.88659,0.8863099999999999,0.8862866666666666,0.8862749999999999,0.88635,371,2020-12-21 18:30:00
80,USDCHF_i,0.88624,0.88577,0.8856,0.88624,0.88592,0.88587,0.885845,0.8859625,361,2020-12-21 18:45:00
81,USDCHF_i,0.88577,0.88564,0.8856,0.88612,0.8858600000000001,0.8857866666666667,0.88575,0.8857825,382,2020-12-21 19:00:00
82,USDCHF_i,0.88561,0.88556,0.88517,0.88572,0.885445,0.8854833333333333,0.8855025,0.885515,299,2020-12-21 19:15:00
83,USDCHF_i,0.88556,0.88574,0.88542,0.88576,0.88559,0.88564,0.8856649999999999,0.88562,202,2020-12-21 19:30:00
84,USDCHF_i,0.88574,0.88529,0.88529,0.88575,0.8855200000000001,0.8854433333333334,0.885405,0.8855175,331,2020-12-21 19:45:00
85,USDCHF_i,0.88529,0.8855,0.8851,0.88562,0.8853599999999999,0.8854066666666666,0.8854299999999999,0.8853774999999999,282,2020-12-21 20:00:00
86,USDCHF_i,0.8855,0.88499,0.88491,0.8855,0.885205,0.8851333333333334,0.8850975000000001,0.885225,193,2020-12-21 20:15:00
87,USDCHF_i,0.88499,0.88479,0.88471,0.8852,0.8849549999999999,0.8849,0.8848725,0.8849225000000001,263,2020-12-21 20:30:00
88,USDCHF_i,0.88479,0.88482,0.88456,0.88488,0.88472,0.8847533333333333,0.88477,0.8847624999999999,270,2020-12-21 20:45:00
89,USDCHF_i,0.88482,0.8848,0.88445,0.88505,0.8847499999999999,0.8847666666666667,0.8847750000000001,0.88478,415,2020-12-21 21:00:00
90,USDCHF_i,0.8848,0.8848,0.88464,0.88496,0.8848,0.8847999999999999,0.8848,0.8848,276,2020-12-21 21:15:00
91,USDCHF_i,0.8848,0.88459,0.88444,0.8849,0.8846700000000001,0.8846433333333333,0.88463,0.8846825,246,2020-12-21 21:30:00
92,USDCHF_i,0.88459,0.88454,0.88454,0.88482,0.88468,0.8846333333333334,0.88461,0.8846225000000001,263,2020-12-21 21:45:00
93,USDCHF_i,0.88454,0.88477,0.88439,0.88492,0.884655,0.8846933333333333,0.8847125,0.884655,223,2020-12-21 22:00:00
94,USDCHF_i,0.88477,0.88472,0.8847,0.88484,0.8847700000000001,0.8847533333333333,0.8847449999999999,0.8847575,126,2020-12-21 22:15:00
95,USDCHF_i,0.88474,0.885,0.88464,0.88536,0.885,0.8850000000000001,0.885,0.884935,321,2020-12-21 22:30:00
96,USDCHF_i,0.885,0.88529,0.8849,0.88545,0.885175,0.8852133333333333,0.8852325,0.88516,259,2020-12-21 22:45:00
97,USDCHF_i,0.88532,0.88546,0.88529,0.88569,0.88549,0.8854799999999999,0.885475,0.88544,114,2020-12-21 23:00:00
98,USDCHF_i,0.88546,0.88565,0.88535,0.8857,0.885525,0.8855666666666666,0.8855875,0.88554,69,2020-12-21 23:15:00
99,USDCHF_i,0.88565,0.8854,0.8854,0.88565,0.885525,0.8854833333333333,0.8854625,0.885525,87,2020-12-21 23:30:00
100,USDCHF_i,0.88538,0.88541,0.88538,0.88598,0.88568,0.88559,0.885545,0.8855375,284,2020-12-21 23:45:00
101,USDCHF_i,0.88548,0.88577,0.88538,0.88602,0.8856999999999999,0.8857233333333333,0.8857349999999999,0.8856625,90,2020-12-22 00:00:00
102,USDCHF_i,0.88575,0.88581,0.88575,0.88585,0.8858,0.8858033333333334,0.885805,0.8857900000000001,50,2020-12-22 00:15:00
103,USDCHF_i,0.88583,0.88598,0.88553,0.88598,0.8857550000000001,0.88583,0.8858675,0.88583,198,2020-12-22 00:30:00
104,USDCHF_i,0.88598,0.88599,0.88588,0.88612,0.886,0.8859966666666667,0.885995,0.8859925,51,2020-12-22 00:45:00
105,USDCHF_i,0.88599,0.88532,0.88507,0.88599,0.88553,0.88546,0.885425,0.8855925,151,2020-12-22 01:00:00
106,USDCHF_i,0.88532,0.88544,0.88505,0.88552,0.885285,0.8853366666666668,0.8853625,0.8853325000000001,99,2020-12-22 01:15:00
107,USDCHF_i,0.88544,0.88522,0.8852,0.88549,0.885345,0.8853033333333333,0.8852825,0.8853375,72,2020-12-22 01:30:00
108,USDCHF_i,0.88522,0.8855,0.88522,0.88564,0.8854299999999999,0.8854533333333333,0.885465,0.8853949999999999,164,2020-12-22 01:45:00
109,USDCHF_i,0.8855,0.88533,0.88533,0.88578,0.885555,0.8854799999999999,0.8854424999999999,0.885485,185,2020-12-22 02:00:00
110,USDCHF_i,0.88533,0.88556,0.88532,0.88566,0.88549,0.8855133333333334,0.885525,0.8854675000000001,86,2020-12-22 02:15:00
111,USDCHF_i,0.88556,0.88581,0.88556,0.88582,0.8856900000000001,0.88573,0.88575,0.8856875,74,2020-12-22 02:30:00
112,USDCHF_i,0.88581,0.88581,0.88577,0.88604,0.8859049999999999,0.8858733333333332,0.8858575,0.8858575,145,2020-12-22 02:45:00
113,USDCHF_i,0.88582,0.88589,0.88566,0.88606,0.88586,0.88587,0.885875,0.8858575,138,2020-12-22 03:00:00
114,USDCHF_i,0.88589,0.88573,0.88567,0.88597,0.88582,0.8857900000000001,0.8857750000000001,0.885815,127,2020-12-22 03:15:00
115,USDCHF_i,0.88573,0.88627,0.88562,0.88629,0.885955,0.8860600000000001,0.8861125000000001,0.8859775000000001,177,2020-12-22 03:30:00
116,USDCHF_i,0.88625,0.88627,0.88612,0.8865,0.8863099999999999,0.8862966666666666,0.88629,0.886285,195,2020-12-22 03:45:00
117,USDCHF_i,0.88627,0.88602,0.88598,0.8863,0.8861399999999999,0.8860999999999999,0.88608,0.8861424999999999,163,2020-12-22 04:00:00
118,USDCHF_i,0.88602,0.88593,0.88591,0.88622,0.886065,0.8860199999999999,0.8859975,0.88602,136,2020-12-22 04:15:00
119,USDCHF_i,0.88593,0.88589,0.88575,0.88597,0.8858600000000001,0.88587,0.885875,0.885885,115,2020-12-22 04:30:00
120,USDCHF_i,0.88589,0.88597,0.88583,0.88597,0.8859,0.8859233333333334,0.885935,0.885915,80,2020-12-22 04:45:00
121,USDCHF_i,0.88596,0.88597,0.88589,0.88612,0.8860049999999999,0.8859933333333333,0.8859874999999999,0.8859849999999999,125,2020-12-22 05:00:00
122,USDCHF_i,0.88597,0.8863,0.88596,0.88638,0.8861699999999999,0.8862133333333332,0.8862349999999999,0.8861524999999999,149,2020-12-22 05:15:00
123,USDCHF_i,0.8863,0.88617,0.88613,0.88638,0.886255,0.8862266666666666,0.8862125,0.886245,106,2020-12-22 05:30:00
124,USDCHF_i,0.88617,0.88622,0.88617,0.88625,0.8862099999999999,0.8862133333333334,0.886215,0.8862025,137,2020-12-22 05:45:00
125,USDCHF_i,0.88622,0.88638,0.88622,0.88646,0.88634,0.8863533333333334,0.88636,0.88632,83,2020-12-22 06:00:00
126,USDCHF_i,0.88639,0.88637,0.8862,0.8866,0.8864000000000001,0.88639,0.886385,0.88639,102,2020-12-22 06:15:00
127,USDCHF_i,0.88637,0.88653,0.88633,0.88671,0.88652,0.8865233333333333,0.886525,0.886485,144,2020-12-22 06:30:00
128,USDCHF_i,0.88653,0.88643,0.8864,0.88675,0.886575,0.8865266666666667,0.8865025,0.8865275,115,2020-12-22 06:45:00
129,USDCHF_i,0.88643,0.88635,0.8863,0.88652,0.8864099999999999,0.8863899999999999,0.88638,0.8863999999999999,131,2020-12-22 07:00:00
130,USDCHF_i,0.88635,0.88651,0.88634,0.88661,0.886475,0.8864866666666668,0.8864925,0.8864525000000001,112,2020-12-22 07:15:00
131,USDCHF_i,0.88649,0.8865,0.88638,0.88652,0.88645,0.8864666666666666,0.8864749999999999,0.8864725,115,2020-12-22 07:30:00
132,USDCHF_i,0.88651,0.88683,0.8865,0.88686,0.8866799999999999,0.88673,0.886755,0.886675,145,2020-12-22 07:45:00
133,USDCHF_i,0.88683,0.8865,0.88649,0.88692,0.8867050000000001,0.8866366666666666,0.8866025,0.886685,127,2020-12-22 08:00:00
134,USDCHF_i,0.8865,0.88667,0.88638,0.88667,0.886525,0.8865733333333333,0.8865975,0.886555,154,2020-12-22 08:15:00
135,USDCHF_i,0.88667,0.88674,0.8866,0.88685,0.886725,0.88673,0.8867325,0.886715,134,2020-12-22 08:30:00
136,USDCHF_i,0.88674,0.88715,0.88665,0.88742,0.887035,0.8870733333333334,0.8870925000000001,0.8869900000000001,252,2020-12-22 08:45:00
137,USDCHF_i,0.88715,0.88672,0.88656,0.88735,0.8869549999999999,0.8868766666666666,0.8868375,0.886945,377,2020-12-22 09:00:00
138,USDCHF_i,0.88673,0.88652,0.88633,0.8868,0.886565,0.8865500000000001,0.8865425,0.886595,365,2020-12-22 09:15:00
139,USDCHF_i,0.88652,0.88629,0.88602,0.88662,0.88632,0.8863099999999999,0.8863049999999999,0.8863624999999999,439,2020-12-22 09:30:00
140,USDCHF_i,0.88628,0.88667,0.8861,0.8868,0.88645,0.8865233333333333,0.88656,0.8864624999999999,504,2020-12-22 09:45:00
141,USDCHF_i,0.88667,0.88732,0.88649,0.88749,0.88699,0.8870999999999999,0.8871549999999999,0.8869925,501,2020-12-22 10:00:00
142,USDCHF_i,0.88732,0.88769,0.88718,0.88796,0.88757,0.88761,0.88763,0.8875375,432,2020-12-22 10:15:00
143,USDCHF_i,0.88769,0.88744,0.8874,0.88785,0.887625,0.8875633333333334,0.8875325000000001,0.887595,341,2020-12-22 10:30:00
144,USDCHF_i,0.88744,0.88678,0.88662,0.88779,0.887205,0.8870633333333333,0.8869925,0.8871575,434,2020-12-22 10:45:00
145,USDCHF_i,0.88679,0.88634,0.88634,0.88721,0.8867750000000001,0.8866300000000001,0.8865575000000001,0.8866700000000001,447,2020-12-22 11:00:00
146,USDCHF_i,0.88638,0.88704,0.88632,0.88707,0.886695,0.88681,0.8868674999999999,0.8867025,331,2020-12-22 11:15:00
147,USDCHF_i,0.88706,0.88691,0.88675,0.88713,0.8869400000000001,0.88693,0.886925,0.8869625,398,2020-12-22 11:30:00
148,USDCHF_i,0.88691,0.88681,0.8865,0.88722,0.88686,0.8868433333333333,0.886835,0.88686,488,2020-12-22 11:45:00
149,USDCHF_i,0.88679,0.8864,0.8862,0.88703,0.8866149999999999,0.8865433333333333,0.8865075,0.886605,696,2020-12-22 12:00:00
150,USDCHF_i,0.88639,0.88568,0.88562,0.8864,0.88601,0.8859,0.885845,0.8860225,346,2020-12-22 12:15:00
151,USDCHF_i,0.88568,0.88597,0.88549,0.88613,0.88581,0.8858633333333333,0.88589,0.8858174999999999,256,2020-12-22 12:30:00
152,USDCHF_i,0.88597,0.88525,0.88512,0.88603,0.885575,0.8854666666666667,0.8854125,0.8855925,538,2020-12-22 12:45:00
153,USDCHF_i,0.88524,0.88533,0.88512,0.88549,0.885305,0.8853133333333334,0.8853175,0.885295,333,2020-12-22 13:00:00
154,USDCHF_i,0.88533,0.88525,0.8851,0.88546,0.8852800000000001,0.8852700000000001,0.8852650000000001,0.8852850000000001,329,2020-12-22 13:15:00
155,USDCHF_i,0.88525,0.88513,0.88507,0.88562,0.885345,0.8852733333333335,0.8852375000000001,0.8852675000000001,389,2020-12-22 13:30:00
156,USDCHF_i,0.88513,0.88501,0.88485,0.8852,0.885025,0.8850199999999999,0.8850174999999999,0.8850475,426,2020-12-22 13:45:00
157,USDCHF_i,0.88501,0.88465,0.88461,0.88508,0.884845,0.88478,0.8847475,0.8848374999999999,419,2020-12-22 14:00:00
158,USDCHF_i,0.88465,0.88485,0.88442,0.88514,0.88478,0.8848033333333333,0.884815,0.884765,474,2020-12-22 14:15:00
159,USDCHF_i,0.88485,0.88514,0.88476,0.88515,0.8849549999999999,0.8850166666666667,0.8850475,0.8849750000000001,345,2020-12-22 14:30:00
160,USDCHF_i,0.88514,0.88518,0.88514,0.88554,0.88534,0.8852866666666667,0.88526,0.8852500000000001,445,2020-12-22 14:45:00
161,USDCHF_i,0.88517,0.8853,0.88475,0.88531,0.88503,0.88512,0.885165,0.8851325,350,2020-12-22 15:00:00
162,USDCHF_i,0.8853,0.88573,0.88501,0.88585,0.8854299999999999,0.88553,0.88558,0.8854725,362,2020-12-22 15:15:00
163,USDCHF_i,0.88573,0.88495,0.88473,0.88584,0.885285,0.8851733333333334,0.8851175,0.8853125000000001,492,2020-12-22 15:30:00
164,USDCHF_i,0.88496,0.88535,0.8849,0.88554,0.88522,0.8852633333333334,0.885285,0.8851875,508,2020-12-22 15:45:00
165,USDCHF_i,0.88537,0.88541,0.88481,0.88574,0.885275,0.8853200000000001,0.8853425000000001,0.8853325000000001,491,2020-12-22 16:00:00
166,USDCHF_i,0.88541,0.88654,0.8854,0.8868,0.8861,0.8862466666666666,0.88632,0.8860375,553,2020-12-22 16:15:00
167,USDCHF_i,0.88655,0.88725,0.88619,0.88731,0.88675,0.8869166666666667,0.887,0.886825,849,2020-12-22 16:30:00
168,USDCHF_i,0.88724,0.88746,0.88662,0.88746,0.88704,0.88718,0.88725,0.887195,672,2020-12-22 16:45:00
169,USDCHF_i,0.8874,0.8877,0.887,0.88772,0.8873599999999999,0.8874733333333333,0.88753,0.887455,944,2020-12-22 17:00:00
170,USDCHF_i,0.88767,0.88716,0.88686,0.8877,0.8872800000000001,0.8872399999999999,0.8872199999999999,0.8873475,609,2020-12-22 17:15:00
171,USDCHF_i,0.88713,0.88739,0.88681,0.8874,0.887105,0.8872,0.8872475,0.8871825,578,2020-12-22 17:30:00
172,USDCHF_i,0.88737,0.88911,0.88731,0.8895,0.888405,0.88864,0.8887575,0.8883224999999999,1020,2020-12-22 17:45:00
173,USDCHF_i,0.88911,0.88845,0.88845,0.88955,0.889,0.8888166666666667,0.888725,0.8888900000000001,745,2020-12-22 18:00:00
174,USDCHF_i,0.8885,0.88834,0.88826,0.8887,0.88848,0.8884333333333334,0.88841,0.8884500000000001,444,2020-12-22 18:15:00
175,USDCHF_i,0.88834,0.88892,0.8883,0.88901,0.888655,0.8887433333333333,0.8887875000000001,0.8886425,457,2020-12-22 18:30:00
176,USDCHF_i,0.88892,0.88887,0.88869,0.88916,0.888925,0.8889066666666666,0.8888974999999999,0.88891,412,2020-12-22 18:45:00
177,USDCHF_i,0.88886,0.88863,0.88839,0.88887,0.88863,0.88863,0.88863,0.8886875000000001,387,2020-12-22 19:00:00
178,USDCHF_i,0.88863,0.88869,0.88853,0.88893,0.88873,0.8887166666666667,0.88871,0.888695,239,2020-12-22 19:15:00
179,USDCHF_i,0.88869,0.88913,0.88846,0.88933,0.888895,0.8889733333333334,0.8890125,0.8889025,265,2020-12-22 19:30:00
180,USDCHF_i,0.88913,0.88896,0.88896,0.88941,0.889185,0.88911,0.8890724999999999,0.8891149999999999,435,2020-12-22 19:45:00
181,USDCHF_i,0.88896,0.88905,0.88896,0.88927,0.889115,0.8890933333333333,0.8890825,0.88906,224,2020-12-22 20:00:00
182,USDCHF_i,0.88906,0.88927,0.88895,0.88929,0.88912,0.88917,0.889195,0.8891425,218,2020-12-22 20:15:00
183,USDCHF_i,0.88927,0.88967,0.88919,0.88971,0.8894500000000001,0.8895233333333333,0.8895599999999999,0.8894599999999999,144,2020-12-22 20:30:00
184,USDCHF_i,0.88966,0.88965,0.88959,0.8899,0.889745,0.8897133333333334,0.8896975,0.8897,256,2020-12-22 20:45:00
185,USDCHF_i,0.88965,0.8895,0.88943,0.88977,0.8896,0.8895666666666666,0.88955,0.8895875,186,2020-12-22 21:00:00
186,USDCHF_i,0.8895,0.88973,0.88948,0.88977,0.889625,0.88966,0.8896775,0.88962,119,2020-12-22 21:15:00
187,USDCHF_i,0.88973,0.88983,0.88959,0.88999,0.88979,0.8898033333333334,0.88981,0.889785,134,2020-12-22 21:30:00
188,USDCHF_i,0.88983,0.89001,0.88981,0.89004,0.8899250000000001,0.8899533333333333,0.8899675,0.8899225,144,2020-12-22 21:45:00
189,USDCHF_i,0.89001,0.88997,0.88981,0.89005,0.88993,0.8899433333333334,0.88995,0.8899600000000001,170,2020-12-22 22:00:00
190,USDCHF_i,0.88997,0.89029,0.88989,0.89036,0.890125,0.89018,0.8902075,0.8901275,137,2020-12-22 22:15:00
