,AUDJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,AUDJPY_i,78.667,78.704,78.648,78.719,78.6835,78.69033333333333,78.69375,78.68449999999999,609,2020-12-18 22:45:00
1,AUDJPY_i,78.698,78.715,78.683,78.726,78.7045,78.708,78.70975,78.7055,269,2020-12-18 23:00:00
2,AUDJPY_i,78.715,78.727,78.699,78.73,78.7145,78.71866666666666,78.72075000000001,78.71775,167,2020-12-18 23:15:00
3,AUDJPY_i,78.727,78.727,78.724,78.749,78.7365,78.73333333333333,78.73175,78.73175,117,2020-12-18 23:30:00
4,AUDJPY_i,78.727,78.732,78.727,78.763,78.745,78.74066666666667,78.7385,78.73725,307,2020-12-18 23:45:00
5,AUDJPY_i,78.536,78.502,78.474,78.59,78.53200000000001,78.522,78.51700000000001,78.52550000000001,139,2020-12-21 00:00:00
6,AUDJPY_i,78.505,78.566,78.452,78.797,78.6245,78.605,78.59525,78.58,317,2020-12-21 00:15:00
7,AUDJPY_i,78.566,78.564,78.512,78.631,78.5715,78.569,78.56774999999999,78.56825,391,2020-12-21 00:30:00
8,AUDJPY_i,78.564,78.627,78.541,78.651,78.596,78.60633333333334,78.6115,78.59575000000001,209,2020-12-21 00:45:00
9,AUDJPY_i,78.627,78.534,78.519,78.637,78.578,78.56333333333333,78.556,78.57925,597,2020-12-21 01:00:00
10,AUDJPY_i,78.533,78.515,78.5,78.538,78.519,78.51766666666667,78.517,78.5215,333,2020-12-21 01:15:00
11,AUDJPY_i,78.516,78.448,78.404,78.519,78.4615,78.457,78.45474999999999,78.47175,527,2020-12-21 01:30:00
12,AUDJPY_i,78.448,78.498,78.438,78.498,78.468,78.47800000000001,78.483,78.4705,470,2020-12-21 01:45:00
13,AUDJPY_i,78.494,78.484,78.473,78.56,78.51650000000001,78.50566666666667,78.50025,78.50274999999999,575,2020-12-21 02:00:00
14,AUDJPY_i,78.484,78.45,78.403,78.49,78.4465,78.44766666666668,78.44825,78.45675,648,2020-12-21 02:15:00
15,AUDJPY_i,78.453,78.474,78.453,78.522,78.48750000000001,78.483,78.48075,78.47550000000001,472,2020-12-21 02:30:00
16,AUDJPY_i,78.474,78.448,78.42,78.478,78.449,78.44866666666667,78.4485,78.455,566,2020-12-21 02:45:00
17,AUDJPY_i,78.448,78.531,78.448,78.533,78.4905,78.504,78.51075,78.49,625,2020-12-21 03:00:00
18,AUDJPY_i,78.531,78.48,78.473,78.532,78.5025,78.495,78.49125000000001,78.504,484,2020-12-21 03:15:00
19,AUDJPY_i,78.483,78.439,78.408,78.491,78.4495,78.446,78.44425,78.45525,624,2020-12-21 03:30:00
20,AUDJPY_i,78.439,78.365,78.282,78.447,78.36449999999999,78.36466666666666,78.36475,78.38325,911,2020-12-21 03:45:00
21,AUDJPY_i,78.363,78.357,78.34,78.419,78.37950000000001,78.372,78.36825,78.36975000000001,592,2020-12-21 04:00:00
22,AUDJPY_i,78.357,78.352,78.331,78.378,78.3545,78.35366666666667,78.35325,78.3545,507,2020-12-21 04:15:00
23,AUDJPY_i,78.353,78.234,78.187,78.36,78.2735,78.26033333333334,78.25375,78.2835,870,2020-12-21 04:30:00
24,AUDJPY_i,78.234,78.203,78.196,78.294,78.245,78.23100000000001,78.224,78.23175,587,2020-12-21 04:45:00
25,AUDJPY_i,78.203,78.275,78.202,78.289,78.24549999999999,78.25533333333333,78.26025,78.24225,496,2020-12-21 05:00:00
26,AUDJPY_i,78.275,78.27,78.241,78.294,78.2675,78.26833333333333,78.26875,78.27000000000001,441,2020-12-21 05:15:00
27,AUDJPY_i,78.27,78.279,78.249,78.297,78.273,78.27499999999999,78.276,78.27374999999999,401,2020-12-21 05:30:00
28,AUDJPY_i,78.279,78.256,78.243,78.297,78.27,78.26533333333333,78.263,78.26875,367,2020-12-21 05:45:00
29,AUDJPY_i,78.256,78.287,78.249,78.287,78.268,78.27433333333333,78.2775,78.26975,272,2020-12-21 06:00:00
30,AUDJPY_i,78.287,78.276,78.261,78.297,78.279,78.278,78.2775,78.28025,355,2020-12-21 06:15:00
31,AUDJPY_i,78.278,78.228,78.228,78.301,78.2645,78.25233333333334,78.24625,78.25875,488,2020-12-21 06:30:00
32,AUDJPY_i,78.228,78.242,78.22,78.254,78.237,78.23866666666667,78.2395,78.236,319,2020-12-21 06:45:00
33,AUDJPY_i,78.242,78.234,78.168,78.25,78.209,78.21733333333333,78.22149999999999,78.2235,452,2020-12-21 07:00:00
34,AUDJPY_i,78.234,78.247,78.198,78.255,78.22649999999999,78.23333333333333,78.23675,78.23349999999999,602,2020-12-21 07:15:00
35,AUDJPY_i,78.242,78.212,78.209,78.263,78.236,78.22800000000001,78.224,78.23150000000001,492,2020-12-21 07:30:00
36,AUDJPY_i,78.212,78.242,78.185,78.258,78.22149999999999,78.22833333333334,78.23175,78.22425,682,2020-12-21 07:45:00
37,AUDJPY_i,78.242,78.185,78.184,78.242,78.213,78.20366666666666,78.199,78.21325,527,2020-12-21 08:00:00
38,AUDJPY_i,78.184,78.232,78.184,78.237,78.2105,78.21766666666666,78.22125,78.20925,422,2020-12-21 08:15:00
39,AUDJPY_i,78.232,78.166,78.166,78.241,78.20349999999999,78.19099999999999,78.18475,78.20124999999999,448,2020-12-21 08:30:00
40,AUDJPY_i,78.166,78.19,78.136,78.219,78.1775,78.18166666666666,78.18375,78.17775,544,2020-12-21 08:45:00
41,AUDJPY_i,78.186,78.177,78.153,78.206,78.1795,78.17866666666667,78.17825,78.1805,665,2020-12-21 09:00:00
42,AUDJPY_i,78.178,78.108,78.099,78.182,78.1405,78.12966666666667,78.12425,78.14175,673,2020-12-21 09:15:00
43,AUDJPY_i,78.108,78.002,77.988,78.113,78.0505,78.03433333333334,78.02625,78.05275,926,2020-12-21 09:30:00
44,AUDJPY_i,78.002,77.97,77.899,78.002,77.9505,77.95700000000001,77.96025,77.96825,918,2020-12-21 09:45:00
45,AUDJPY_i,77.966,78.028,77.93,78.029,77.9795,77.99566666666668,78.00375000000001,77.98825000000001,1237,2020-12-21 10:00:00
46,AUDJPY_i,78.028,78.017,77.987,78.057,78.02199999999999,78.02033333333333,78.0195,78.02225,882,2020-12-21 10:15:00
47,AUDJPY_i,78.015,78.049,77.981,78.059,78.02,78.02966666666667,78.03450000000001,78.026,973,2020-12-21 10:30:00
48,AUDJPY_i,78.049,78.066,78.038,78.099,78.0685,78.06766666666667,78.06725,78.063,891,2020-12-21 10:45:00
49,AUDJPY_i,78.066,77.99,77.979,78.066,78.02250000000001,78.01166666666667,78.00625000000001,78.02525,662,2020-12-21 11:00:00
50,AUDJPY_i,77.991,77.942,77.914,77.995,77.9545,77.95033333333333,77.94825,77.9605,559,2020-12-21 11:15:00
51,AUDJPY_i,77.943,77.843,77.831,77.955,77.893,77.87633333333333,77.86800000000001,77.893,727,2020-12-21 11:30:00
52,AUDJPY_i,77.843,77.761,77.724,77.851,77.7875,77.77866666666667,77.77425,77.79475,1182,2020-12-21 11:45:00
53,AUDJPY_i,77.763,77.627,77.613,77.764,77.6885,77.668,77.65775000000001,77.69175000000001,1294,2020-12-21 12:00:00
54,AUDJPY_i,77.629,77.494,77.48,77.673,77.57650000000001,77.549,77.53525,77.569,1535,2020-12-21 12:15:00
55,AUDJPY_i,77.494,77.703,77.477,77.728,77.60249999999999,77.636,77.65275,77.6005,1473,2020-12-21 12:30:00
56,AUDJPY_i,77.698,77.705,77.637,77.731,77.684,77.69099999999999,77.69449999999999,77.69274999999999,1258,2020-12-21 12:45:00
57,AUDJPY_i,77.706,77.783,77.693,77.803,77.74799999999999,77.75966666666666,77.7655,77.74625,1134,2020-12-21 13:00:00
58,AUDJPY_i,77.782,77.811,77.771,77.831,77.801,77.80433333333333,77.80600000000001,77.79875,825,2020-12-21 13:15:00
59,AUDJPY_i,77.808,77.965,77.804,77.966,77.88499999999999,77.91166666666666,77.925,77.88575,1104,2020-12-21 13:30:00
60,AUDJPY_i,77.966,77.822,77.809,77.974,77.89150000000001,77.86833333333334,77.85675,77.89275,982,2020-12-21 13:45:00
61,AUDJPY_i,77.822,77.838,77.822,77.898,77.86,77.85266666666666,77.84899999999999,77.845,940,2020-12-21 14:00:00
62,AUDJPY_i,77.838,77.906,77.836,77.912,77.874,77.88466666666666,77.89,77.87299999999999,659,2020-12-21 14:15:00
63,AUDJPY_i,77.906,77.874,77.848,77.913,77.8805,77.87833333333333,77.87725,77.88525,764,2020-12-21 14:30:00
64,AUDJPY_i,77.875,77.829,77.825,77.914,77.8695,77.856,77.84925,77.86075,859,2020-12-21 14:45:00
65,AUDJPY_i,77.831,77.785,77.762,77.876,77.819,77.80766666666666,77.80199999999999,77.8135,1085,2020-12-21 15:00:00
66,AUDJPY_i,77.786,77.824,77.758,77.843,77.8005,77.80833333333334,77.81225,77.80275,884,2020-12-21 15:15:00
67,AUDJPY_i,77.824,77.871,77.799,77.881,77.84,77.85033333333332,77.85549999999999,77.84375,1038,2020-12-21 15:30:00
68,AUDJPY_i,77.871,77.859,77.841,77.902,77.8715,77.86733333333332,77.86524999999999,77.86824999999999,1113,2020-12-21 15:45:00
69,AUDJPY_i,77.86,77.937,77.853,77.944,77.8985,77.91133333333333,77.91775,77.8985,924,2020-12-21 16:00:00
70,AUDJPY_i,77.938,77.968,77.935,78.012,77.9735,77.97166666666668,77.97075000000001,77.96325,904,2020-12-21 16:15:00
71,AUDJPY_i,77.968,78.001,77.966,78.05,78.008,78.00566666666667,78.00450000000001,77.99625,1411,2020-12-21 16:30:00
72,AUDJPY_i,78.001,78.027,77.976,78.077,78.0265,78.02666666666666,78.02674999999999,78.02025,1134,2020-12-21 16:45:00
73,AUDJPY_i,78.028,78.029,78.01,78.067,78.0385,78.03533333333333,78.03375,78.0335,1220,2020-12-21 17:00:00
74,AUDJPY_i,78.026,78.069,77.985,78.088,78.03649999999999,78.04733333333333,78.05275,78.042,1061,2020-12-21 17:15:00
75,AUDJPY_i,78.07,78.105,78.045,78.136,78.09049999999999,78.09533333333333,78.09775,78.089,981,2020-12-21 17:30:00
76,AUDJPY_i,78.105,78.202,78.093,78.227,78.16,78.17399999999999,78.181,78.15675,1181,2020-12-21 17:45:00
77,AUDJPY_i,78.202,78.254,78.182,78.279,78.2305,78.23833333333334,78.24225000000001,78.22925000000001,969,2020-12-21 18:00:00
78,AUDJPY_i,78.255,78.34,78.235,78.354,78.2945,78.30966666666667,78.31725,78.29599999999999,880,2020-12-21 18:15:00
79,AUDJPY_i,78.34,78.314,78.298,78.348,78.32300000000001,78.32000000000001,78.3185,78.325,762,2020-12-21 18:30:00
80,AUDJPY_i,78.316,78.336,78.316,78.367,78.3415,78.33966666666667,78.33875,78.33375000000001,707,2020-12-21 18:45:00
81,AUDJPY_i,78.335,78.33,78.318,78.364,78.34100000000001,78.33733333333333,78.3355,78.33675,753,2020-12-21 19:00:00
82,AUDJPY_i,78.328,78.334,78.299,78.352,78.3255,78.32833333333333,78.32975,78.32825,618,2020-12-21 19:15:00
83,AUDJPY_i,78.334,78.321,78.319,78.376,78.3475,78.33866666666667,78.33425,78.3375,455,2020-12-21 19:30:00
84,AUDJPY_i,78.319,78.324,78.301,78.365,78.333,78.33,78.3285,78.32725,653,2020-12-21 19:45:00
85,AUDJPY_i,78.325,78.308,78.295,78.332,78.3135,78.31166666666667,78.31075,78.315,601,2020-12-21 20:00:00
86,AUDJPY_i,78.31,78.319,78.298,78.331,78.31450000000001,78.31600000000002,78.31675000000001,78.31450000000001,415,2020-12-21 20:15:00
87,AUDJPY_i,78.319,78.347,78.316,78.356,78.336,78.33966666666667,78.3415,78.3345,434,2020-12-21 20:30:00
88,AUDJPY_i,78.347,78.361,78.328,78.38,78.354,78.35633333333334,78.3575,78.354,440,2020-12-21 20:45:00
89,AUDJPY_i,78.361,78.37,78.338,78.402,78.37,78.37,78.37,78.36775,736,2020-12-21 21:00:00
90,AUDJPY_i,78.368,78.467,78.368,78.479,78.42349999999999,78.43799999999999,78.44524999999999,78.42049999999999,679,2020-12-21 21:15:00
91,AUDJPY_i,78.467,78.462,78.449,78.509,78.479,78.47333333333334,78.4705,78.47175,490,2020-12-21 21:30:00
92,AUDJPY_i,78.462,78.483,78.447,78.488,78.4675,78.47266666666667,78.47525,78.47,497,2020-12-21 21:45:00
93,AUDJPY_i,78.487,78.437,78.437,78.49,78.4635,78.45466666666665,78.45025,78.46275,431,2020-12-21 22:00:00
94,AUDJPY_i,78.437,78.424,78.418,78.447,78.4325,78.42966666666668,78.42825,78.4315,335,2020-12-21 22:15:00
95,AUDJPY_i,78.422,78.346,78.334,78.425,78.37950000000001,78.36833333333334,78.36275,78.38175000000001,628,2020-12-21 22:30:00
96,AUDJPY_i,78.347,78.347,78.319,78.387,78.35300000000001,78.351,78.35,78.35,523,2020-12-21 22:45:00
97,AUDJPY_i,78.346,78.322,78.311,78.349,78.33000000000001,78.32733333333334,78.32600000000001,78.33200000000001,437,2020-12-21 23:00:00
98,AUDJPY_i,78.321,78.339,78.316,78.345,78.3305,78.33333333333333,78.33475,78.33025,207,2020-12-21 23:15:00
99,AUDJPY_i,78.339,78.337,78.328,78.355,78.3415,78.33999999999999,78.33924999999999,78.33975,266,2020-12-21 23:30:00
100,AUDJPY_i,78.337,78.336,78.315,78.375,78.345,78.342,78.3405,78.34075,438,2020-12-21 23:45:00
101,AUDJPY_i,78.337,78.354,78.29,78.366,78.328,78.33666666666666,78.341,78.33675,68,2020-12-22 00:00:00
102,AUDJPY_i,78.319,78.325,78.305,78.356,78.3305,78.32866666666666,78.32775,78.32625,113,2020-12-22 00:15:00
103,AUDJPY_i,78.325,78.318,78.296,78.332,78.314,78.31533333333333,78.31599999999999,78.31774999999999,420,2020-12-22 00:30:00
104,AUDJPY_i,78.316,78.342,78.283,78.347,78.315,78.324,78.32849999999999,78.322,236,2020-12-22 00:45:00
105,AUDJPY_i,78.333,78.382,78.307,78.396,78.3515,78.36166666666666,78.36675,78.3545,424,2020-12-22 01:00:00
106,AUDJPY_i,78.382,78.262,78.248,78.403,78.3255,78.30433333333333,78.29375,78.32375,477,2020-12-22 01:15:00
107,AUDJPY_i,78.264,78.303,78.259,78.304,78.2815,78.28866666666666,78.29225,78.2825,353,2020-12-22 01:30:00
108,AUDJPY_i,78.304,78.269,78.258,78.318,78.288,78.28166666666667,78.27850000000001,78.28725,370,2020-12-22 01:45:00
109,AUDJPY_i,78.269,78.317,78.24,78.341,78.2905,78.29933333333332,78.30375,78.29175,507,2020-12-22 02:00:00
110,AUDJPY_i,78.317,78.219,78.218,78.326,78.27199999999999,78.25433333333332,78.24549999999999,78.27,396,2020-12-22 02:15:00
111,AUDJPY_i,78.215,78.244,78.215,78.282,78.2485,78.247,78.24625,78.239,436,2020-12-22 02:30:00
112,AUDJPY_i,78.244,78.162,78.158,78.253,78.2055,78.191,78.18375,78.20425,699,2020-12-22 02:45:00
113,AUDJPY_i,78.162,78.196,78.162,78.216,78.189,78.19133333333333,78.1925,78.184,559,2020-12-22 03:00:00
114,AUDJPY_i,78.194,78.24,78.185,78.244,78.2145,78.223,78.22725,78.21575,414,2020-12-22 03:15:00
115,AUDJPY_i,78.239,78.276,78.227,78.288,78.2575,78.26366666666667,78.26675,78.2575,567,2020-12-22 03:30:00
116,AUDJPY_i,78.276,78.277,78.246,78.305,78.2755,78.276,78.27624999999999,78.276,578,2020-12-22 03:45:00
117,AUDJPY_i,78.277,78.302,78.263,78.313,78.28800000000001,78.29266666666668,78.29500000000002,78.28875000000001,479,2020-12-22 04:00:00
118,AUDJPY_i,78.302,78.257,78.256,78.306,78.281,78.27300000000001,78.269,78.28025000000001,380,2020-12-22 04:15:00
119,AUDJPY_i,78.259,78.247,78.245,78.29,78.26750000000001,78.26066666666668,78.25725000000001,78.26025000000001,359,2020-12-22 04:30:00
120,AUDJPY_i,78.249,78.255,78.236,78.263,78.24950000000001,78.25133333333333,78.25225,78.25075000000001,370,2020-12-22 04:45:00
121,AUDJPY_i,78.255,78.22,78.217,78.262,78.23949999999999,78.23299999999999,78.22975,78.23849999999999,388,2020-12-22 05:00:00
122,AUDJPY_i,78.219,78.149,78.106,78.225,78.1655,78.16,78.15725,78.17474999999999,522,2020-12-22 05:15:00
123,AUDJPY_i,78.15,78.194,78.128,78.194,78.161,78.17200000000001,78.17750000000001,78.16650000000001,357,2020-12-22 05:30:00
124,AUDJPY_i,78.193,78.193,78.187,78.214,78.2005,78.198,78.19675,78.19675,300,2020-12-22 05:45:00
125,AUDJPY_i,78.193,78.2,78.18,78.211,78.19550000000001,78.197,78.19775,78.196,346,2020-12-22 06:00:00
126,AUDJPY_i,78.2,78.2,78.191,78.219,78.205,78.20333333333333,78.2025,78.2025,345,2020-12-22 06:15:00
127,AUDJPY_i,78.201,78.172,78.164,78.211,78.1875,78.18233333333333,78.17975,78.187,341,2020-12-22 06:30:00
128,AUDJPY_i,78.172,78.154,78.126,78.176,78.15100000000001,78.152,78.1525,78.15700000000001,371,2020-12-22 06:45:00
129,AUDJPY_i,78.154,78.185,78.135,78.193,78.164,78.171,78.1745,78.16675000000001,453,2020-12-22 07:00:00
130,AUDJPY_i,78.185,78.146,78.138,78.185,78.1615,78.15633333333334,78.15375,78.1635,420,2020-12-22 07:15:00
131,AUDJPY_i,78.149,78.175,78.135,78.191,78.16300000000001,78.16700000000002,78.16900000000001,78.16250000000001,424,2020-12-22 07:30:00
132,AUDJPY_i,78.175,78.195,78.149,78.209,78.179,78.18433333333333,78.187,78.182,459,2020-12-22 07:45:00
133,AUDJPY_i,78.196,78.195,78.157,78.198,78.1775,78.18333333333332,78.18625,78.1865,466,2020-12-22 08:00:00
134,AUDJPY_i,78.195,78.209,78.188,78.255,78.22149999999999,78.21733333333333,78.21525,78.21175,437,2020-12-22 08:15:00
135,AUDJPY_i,78.213,78.158,78.158,78.22,78.189,78.17866666666667,78.1735,78.18725,238,2020-12-22 08:30:00
136,AUDJPY_i,78.157,78.07,78.056,78.161,78.10849999999999,78.09566666666666,78.08924999999999,78.11099999999999,587,2020-12-22 08:45:00
137,AUDJPY_i,78.075,78.075,78.034,78.102,78.06800000000001,78.07033333333334,78.0715,78.0715,685,2020-12-22 09:00:00
138,AUDJPY_i,78.075,78.052,78.046,78.086,78.066,78.06133333333334,78.05900000000001,78.06475,572,2020-12-22 09:15:00
139,AUDJPY_i,78.052,78.136,78.044,78.141,78.0925,78.107,78.11425,78.09325,730,2020-12-22 09:30:00
140,AUDJPY_i,78.136,78.093,78.082,78.184,78.133,78.11966666666666,78.113,78.12375,678,2020-12-22 09:45:00
141,AUDJPY_i,78.095,78.132,78.033,78.163,78.098,78.10933333333334,78.11500000000001,78.10575,724,2020-12-22 10:00:00
142,AUDJPY_i,78.132,78.054,78.034,78.133,78.0835,78.07366666666667,78.06875,78.08825,575,2020-12-22 10:15:00
143,AUDJPY_i,78.054,78.123,78.054,78.141,78.0975,78.106,78.11025,78.09299999999999,574,2020-12-22 10:30:00
144,AUDJPY_i,78.123,78.087,78.077,78.13,78.1035,78.098,78.09525,78.10425,594,2020-12-22 10:45:00
145,AUDJPY_i,78.087,78.066,78.054,78.105,78.0795,78.075,78.07275,78.078,641,2020-12-22 11:00:00
146,AUDJPY_i,78.065,78.006,78.003,78.071,78.037,78.02666666666667,78.0215,78.03625,522,2020-12-22 11:15:00
147,AUDJPY_i,78.008,77.952,77.952,78.028,77.99000000000001,77.97733333333333,77.971,77.985,637,2020-12-22 11:30:00
148,AUDJPY_i,77.952,77.84,77.834,77.958,77.896,77.87733333333334,77.868,77.896,770,2020-12-22 11:45:00
149,AUDJPY_i,77.843,77.902,77.842,77.924,77.88300000000001,77.88933333333334,77.8925,77.87775,882,2020-12-22 12:00:00
150,AUDJPY_i,77.902,77.946,77.895,77.961,77.928,77.934,77.937,77.926,462,2020-12-22 12:15:00
151,AUDJPY_i,77.946,77.97,77.94,77.98,77.96000000000001,77.96333333333334,77.965,77.959,424,2020-12-22 12:30:00
152,AUDJPY_i,77.971,78.02,77.929,78.022,77.97550000000001,77.99033333333334,77.99775,77.9855,633,2020-12-22 12:45:00
153,AUDJPY_i,78.02,78.019,77.985,78.025,78.005,78.00966666666666,78.012,78.01225,438,2020-12-22 13:00:00
154,AUDJPY_i,78.019,78.067,78.003,78.084,78.0435,78.05133333333333,78.05525,78.04325,518,2020-12-22 13:15:00
155,AUDJPY_i,78.067,78.049,78.013,78.069,78.041,78.04366666666667,78.045,78.0495,454,2020-12-22 13:30:00
156,AUDJPY_i,78.049,78.045,78.008,78.054,78.031,78.03566666666667,78.03800000000001,78.03900000000002,524,2020-12-22 13:45:00
157,AUDJPY_i,78.045,78.153,78.033,78.154,78.0935,78.11333333333334,78.12325000000001,78.09625000000001,731,2020-12-22 14:00:00
158,AUDJPY_i,78.154,78.19,78.148,78.199,78.17349999999999,78.17899999999999,78.18175,78.17275,587,2020-12-22 14:15:00
159,AUDJPY_i,78.189,78.12,78.108,78.195,78.1515,78.141,78.13575,78.15299999999999,540,2020-12-22 14:30:00
160,AUDJPY_i,78.12,78.105,78.086,78.131,78.10849999999999,78.10733333333333,78.10675,78.1105,481,2020-12-22 14:45:00
161,AUDJPY_i,78.105,78.124,78.102,78.151,78.1265,78.12566666666666,78.12525,78.12049999999999,540,2020-12-22 15:00:00
162,AUDJPY_i,78.123,78.066,78.066,78.143,78.1045,78.09166666666667,78.08525,78.0995,533,2020-12-22 15:15:00
163,AUDJPY_i,78.066,78.138,78.066,78.147,78.10650000000001,78.117,78.12225000000001,78.10425000000001,632,2020-12-22 15:30:00
164,AUDJPY_i,78.138,78.134,78.12,78.157,78.1385,78.137,78.13625,78.13725,521,2020-12-22 15:45:00
165,AUDJPY_i,78.136,78.169,78.123,78.191,78.15700000000001,78.161,78.163,78.15475,533,2020-12-22 16:00:00
166,AUDJPY_i,78.169,78.035,78.023,78.17,78.09649999999999,78.076,78.06575,78.09925,601,2020-12-22 16:15:00
167,AUDJPY_i,78.035,77.933,77.929,78.035,77.982,77.96566666666666,77.9575,77.983,966,2020-12-22 16:30:00
168,AUDJPY_i,77.933,78.0,77.929,78.019,77.974,77.98266666666667,77.987,77.97025000000001,802,2020-12-22 16:45:00
169,AUDJPY_i,78.005,77.984,77.967,78.039,78.003,77.99666666666667,77.9935,77.99875,1147,2020-12-22 17:00:00
170,AUDJPY_i,77.986,78.045,77.984,78.05,78.017,78.02633333333334,78.031,78.01625,972,2020-12-22 17:15:00
171,AUDJPY_i,78.048,78.089,78.041,78.117,78.07900000000001,78.08233333333334,78.084,78.07375,792,2020-12-22 17:30:00
172,AUDJPY_i,78.091,77.956,77.933,78.099,78.016,77.996,77.986,78.01975,1159,2020-12-22 17:45:00
173,AUDJPY_i,77.956,78.082,77.956,78.093,78.0245,78.04366666666667,78.05324999999999,78.02175,1165,2020-12-22 18:00:00
174,AUDJPY_i,78.083,78.087,78.053,78.114,78.0835,78.08466666666668,78.08525,78.08425,829,2020-12-22 18:15:00
175,AUDJPY_i,78.084,77.985,77.949,78.087,78.018,78.007,78.00150000000001,78.02625,893,2020-12-22 18:30:00
176,AUDJPY_i,77.987,78.02,77.964,78.034,77.999,78.00599999999999,78.00949999999999,78.00125,809,2020-12-22 18:45:00
177,AUDJPY_i,78.02,78.054,78.018,78.06,78.039,78.044,78.04650000000001,78.038,643,2020-12-22 19:00:00
178,AUDJPY_i,78.056,78.051,78.04,78.071,78.0555,78.05399999999999,78.05324999999999,78.05449999999999,492,2020-12-22 19:15:00
179,AUDJPY_i,78.051,78.039,78.032,78.065,78.04849999999999,78.04533333333332,78.04374999999999,78.04674999999999,476,2020-12-22 19:30:00
180,AUDJPY_i,78.039,78.045,78.027,78.056,78.0415,78.04266666666666,78.04325,78.04175,516,2020-12-22 19:45:00
181,AUDJPY_i,78.046,78.034,77.988,78.047,78.0175,78.02300000000001,78.02575,78.02875,498,2020-12-22 20:00:00
182,AUDJPY_i,78.037,78.064,78.031,78.064,78.0475,78.053,78.05574999999999,78.049,361,2020-12-22 20:15:00
