,NQ100_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
23,NQ100_i,11737.6,11740.9,11737.4,11749.6,11743.5,11742.633333333333,11742.2,11741.375,915,2020-10-20 11:15:00
24,NQ100_i,11740.4,11733.7,11729.2,11742.4,11735.8,11735.1,11734.75,11736.425000000001,1007,2020-10-20 11:30:00
25,NQ100_i,11733.5,11733.4,11729.9,11741.6,11735.75,11734.966666666667,11734.575,11734.6,1035,2020-10-20 11:45:00
26,NQ100_i,11733.9,11733.6,11732.1,11746.4,11739.25,11737.366666666667,11736.425,11736.5,751,2020-10-20 12:00:00
27,NQ100_i,11733.6,11729.9,11725.1,11740.1,11732.6,11731.699999999999,11731.25,11732.175,1140,2020-10-20 12:15:00
28,NQ100_i,11729.9,11736.6,11729.9,11741.9,11735.9,11736.133333333333,11736.25,11734.575,686,2020-10-20 12:30:00
29,NQ100_i,11736.4,11737.9,11729.6,11741.9,11735.75,11736.466666666667,11736.825,11736.45,815,2020-10-20 12:45:00
30,NQ100_i,11738.1,11737.6,11732.9,11742.4,11737.65,11737.633333333333,11737.625,11737.75,648,2020-10-20 13:00:00
31,NQ100_i,11737.6,11760.4,11734.9,11764.4,11749.65,11753.233333333332,11755.025,11749.324999999999,915,2020-10-20 13:15:00
32,NQ100_i,11761.4,11756.1,11752.4,11766.6,11759.5,11758.366666666667,11757.8,11759.125,888,2020-10-20 13:30:00
33,NQ100_i,11756.6,11757.1,11750.6,11760.6,11755.6,11756.1,11756.35,11756.225,649,2020-10-20 13:45:00
34,NQ100_i,11757.1,11746.1,11745.4,11758.9,11752.15,11750.133333333333,11749.125,11751.875,774,2020-10-20 14:00:00
35,NQ100_i,11745.9,11740.2,11733.9,11751.6,11742.75,11741.9,11741.474999999999,11742.9,876,2020-10-20 14:15:00
36,NQ100_i,11740.2,11738.3,11732.1,11742.9,11737.5,11737.766666666668,11737.900000000001,11738.375,682,2020-10-20 14:30:00
37,NQ100_i,11738.3,11736.4,11727.9,11740.4,11734.15,11734.9,11735.275,11735.75,848,2020-10-20 14:45:00
38,NQ100_i,11735.9,11692.2,11689.6,11736.4,11713.0,11706.066666666666,11702.599999999999,11713.525,1721,2020-10-20 15:00:00
39,NQ100_i,11691.9,11685.2,11660.9,11693.7,11677.3,11679.933333333334,11681.25,11682.925000000001,1716,2020-10-20 15:15:00
40,NQ100_i,11685.2,11694.1,11683.9,11702.9,11693.4,11693.633333333333,11693.75,11691.525000000001,1105,2020-10-20 15:30:00
41,NQ100_i,11694.1,11689.1,11687.2,11704.4,11695.8,11693.566666666666,11692.449999999999,11693.699999999999,1151,2020-10-20 15:45:00
42,NQ100_i,11689.1,11692.7,11678.9,11702.5,11690.7,11691.366666666669,11691.7,11690.800000000001,1287,2020-10-20 16:00:00
43,NQ100_i,11692.1,11680.5,11680.5,11698.9,11689.7,11686.633333333333,11685.1,11688.0,1181,2020-10-20 16:15:00
44,NQ100_i,11680.2,11687.5,11646.1,11715.5,11680.8,11683.033333333333,11684.15,11682.325,4853,2020-10-20 16:30:00
