,_DXY,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
18,_DXY,93.98,93.96,93.96,93.99,93.975,93.96999999999998,93.96749999999999,93.9725,108,2020-09-22 21:15:00
19,_DXY,93.97,93.98,93.96,93.98,93.97,93.97333333333334,93.97500000000001,93.9725,112,2020-09-22 21:30:00
20,_DXY,93.98,94.01,93.98,94.01,93.995,94.0,94.0025,93.995,136,2020-09-22 21:45:00
21,_DXY,94.02,94.03,93.99,94.04,94.015,94.02,94.02250000000001,94.02,95,2020-09-22 22:00:00
22,_DXY,94.03,94.0,94.0,94.03,94.015,94.00999999999999,94.0075,94.01499999999999,78,2020-09-22 22:15:00
23,_DXY,94.0,93.99,93.99,94.01,94.0,93.99666666666667,93.995,93.9975,82,2020-09-22 22:30:00
24,_DXY,94.0,93.97,93.97,94.0,93.985,93.98,93.97749999999999,93.985,110,2020-09-22 22:45:00
25,_DXY,93.98,93.97,93.95,93.98,93.965,93.96666666666665,93.9675,93.97,68,2020-09-22 23:00:00
26,_DXY,93.98,93.98,93.97,93.98,93.975,93.97666666666667,93.9775,93.9775,25,2020-09-22 23:15:00
27,_DXY,93.98,93.98,93.97,93.99,93.97999999999999,93.98,93.98,93.98,22,2020-09-22 23:30:00
28,_DXY,93.98,94.0,93.97,94.01,93.99000000000001,93.99333333333334,93.995,93.99000000000001,35,2020-09-22 23:45:00
29,_DXY,94.0,94.0,93.97,94.02,93.995,93.99666666666667,93.9975,93.9975,96,2020-09-23 03:00:00
30,_DXY,94.0,94.06,93.99,94.06,94.025,94.03666666666668,94.0425,94.0275,48,2020-09-23 03:15:00
31,_DXY,94.07,94.07,94.06,94.11,94.08500000000001,94.08,94.0775,94.0775,82,2020-09-23 03:30:00
32,_DXY,94.06,94.17,94.06,94.19,94.125,94.14,94.14750000000001,94.12,265,2020-09-23 03:45:00
33,_DXY,94.16,94.18,94.14,94.2,94.17,94.17333333333333,94.175,94.16999999999999,170,2020-09-23 04:00:00
34,_DXY,94.19,94.17,94.15,94.22,94.185,94.18,94.17750000000001,94.1825,131,2020-09-23 04:15:00
35,_DXY,94.18,94.16,94.13,94.18,94.155,94.15666666666668,94.1575,94.16250000000001,113,2020-09-23 04:30:00
36,_DXY,94.17,94.14,94.12,94.17,94.14500000000001,94.14333333333333,94.1425,94.15,94,2020-09-23 04:45:00
37,_DXY,94.15,94.17,94.09,94.18,94.135,94.14666666666666,94.1525,94.14750000000001,182,2020-09-23 05:00:00
38,_DXY,94.18,94.18,94.15,94.19,94.17,94.17333333333333,94.175,94.175,64,2020-09-23 05:15:00
39,_DXY,94.17,94.2,94.17,94.21,94.19,94.19333333333333,94.195,94.1875,108,2020-09-23 05:30:00
40,_DXY,94.19,94.18,94.17,94.2,94.185,94.18333333333334,94.1825,94.185,26,2020-09-23 05:45:00
41,_DXY,94.18,94.18,94.17,94.21,94.19,94.18666666666667,94.185,94.185,86,2020-09-23 06:00:00
42,_DXY,94.18,94.16,94.14,94.18,94.16,94.16000000000001,94.16,94.165,92,2020-09-23 06:15:00
43,_DXY,94.15,94.17,94.14,94.18,94.16,94.16333333333334,94.165,94.16,79,2020-09-23 06:30:00
44,_DXY,94.17,94.18,94.16,94.2,94.18,94.18,94.18,94.17750000000001,74,2020-09-23 06:45:00
45,_DXY,94.19,94.2,94.18,94.21,94.195,94.19666666666666,94.19749999999999,94.195,42,2020-09-23 07:00:00
46,_DXY,94.2,94.21,94.2,94.23,94.215,94.21333333333332,94.21249999999999,94.21,87,2020-09-23 07:15:00
47,_DXY,94.21,94.21,94.19,94.22,94.205,94.20666666666666,94.2075,94.2075,93,2020-09-23 07:30:00
48,_DXY,94.2,94.21,94.19,94.21,94.19999999999999,94.20333333333332,94.20499999999998,94.20249999999999,50,2020-09-23 07:45:00
49,_DXY,94.2,94.18,94.17,94.21,94.19,94.18666666666667,94.185,94.19,77,2020-09-23 08:00:00
50,_DXY,94.19,94.18,94.16,94.19,94.175,94.17666666666666,94.1775,94.17999999999999,54,2020-09-23 08:15:00
51,_DXY,94.19,94.16,94.16,94.2,94.18,94.17333333333333,94.16999999999999,94.1775,83,2020-09-23 08:30:00
52,_DXY,94.17,94.15,94.14,94.18,94.16,94.15666666666668,94.155,94.16000000000001,103,2020-09-23 08:45:00
53,_DXY,94.16,94.24,94.15,94.25,94.2,94.21333333333332,94.22,94.19999999999999,199,2020-09-23 09:00:00
54,_DXY,94.25,94.22,94.22,94.29,94.255,94.24333333333334,94.23750000000001,94.245,202,2020-09-23 09:15:00
55,_DXY,94.23,94.19,94.18,94.24,94.21000000000001,94.20333333333333,94.2,94.21000000000001,176,2020-09-23 09:30:00
56,_DXY,94.2,94.17,94.15,94.2,94.17500000000001,94.17333333333335,94.17250000000001,94.18,139,2020-09-23 09:45:00
57,_DXY,94.17,94.17,94.15,94.22,94.185,94.18,94.17750000000001,94.17750000000001,295,2020-09-23 10:00:00
58,_DXY,94.18,94.18,94.15,94.26,94.20500000000001,94.19666666666667,94.19250000000001,94.19250000000001,398,2020-09-23 10:15:00
59,_DXY,94.17,94.12,94.1,94.19,94.145,94.13666666666666,94.1325,94.145,369,2020-09-23 10:30:00
60,_DXY,94.12,94.13,94.11,94.16,94.13499999999999,94.13333333333333,94.1325,94.13,199,2020-09-23 10:45:00
61,_DXY,94.12,94.15,94.11,94.2,94.155,94.15333333333335,94.1525,94.14500000000001,257,2020-09-23 11:00:00
62,_DXY,94.15,94.2,94.13,94.21,94.16999999999999,94.17999999999999,94.18499999999999,94.17249999999999,212,2020-09-23 11:15:00
63,_DXY,94.21,94.14,94.13,94.22,94.175,94.16333333333334,94.1575,94.175,236,2020-09-23 11:30:00
64,_DXY,94.14,94.08,94.08,94.16,94.12,94.10666666666667,94.1,94.115,132,2020-09-23 11:45:00
65,_DXY,94.09,94.02,94.0,94.11,94.055,94.04333333333334,94.0375,94.055,262,2020-09-23 12:00:00
66,_DXY,94.02,93.98,93.96,94.03,93.995,93.99000000000001,93.98750000000001,93.9975,170,2020-09-23 12:15:00
67,_DXY,93.98,94.02,93.98,94.04,94.01,94.01333333333334,94.015,94.00500000000001,243,2020-09-23 12:30:00
68,_DXY,94.02,94.0,93.99,94.02,94.005,94.00333333333333,94.0025,94.0075,142,2020-09-23 12:45:00
69,_DXY,94.01,94.02,93.99,94.06,94.025,94.02333333333333,94.0225,94.02,124,2020-09-23 13:00:00
70,_DXY,94.03,93.99,93.99,94.04,94.015,94.00666666666666,94.0025,94.01249999999999,175,2020-09-23 13:15:00
71,_DXY,94.0,94.03,93.99,94.05,94.02,94.02333333333333,94.025,94.0175,85,2020-09-23 13:30:00
72,_DXY,94.04,94.05,94.01,94.06,94.035,94.04,94.0425,94.04,149,2020-09-23 13:45:00
73,_DXY,94.05,94.03,94.02,94.07,94.04499999999999,94.04,94.0375,94.0425,142,2020-09-23 14:00:00
74,_DXY,94.04,94.06,94.02,94.09,94.055,94.05666666666667,94.0575,94.05250000000001,126,2020-09-23 14:15:00
75,_DXY,94.06,94.09,94.04,94.09,94.065,94.07333333333334,94.07750000000001,94.07000000000001,138,2020-09-23 14:30:00
76,_DXY,94.09,94.16,94.08,94.16,94.12,94.13333333333333,94.13999999999999,94.1225,217,2020-09-23 14:45:00
77,_DXY,94.15,94.16,94.13,94.19,94.16,94.16000000000001,94.16,94.1575,297,2020-09-23 15:00:00
78,_DXY,94.16,94.14,94.13,94.17,94.15,94.14666666666666,94.145,94.15,200,2020-09-23 15:15:00
79,_DXY,94.14,94.2,94.11,94.2,94.155,94.17,94.1775,94.1625,316,2020-09-23 15:30:00
80,_DXY,94.19,94.16,94.14,94.21,94.175,94.17,94.16749999999999,94.175,229,2020-09-23 15:45:00
81,_DXY,94.15,94.16,94.11,94.18,94.14500000000001,94.15000000000002,94.1525,94.15,283,2020-09-23 16:00:00
82,_DXY,94.15,94.18,94.14,94.22,94.18,94.18,94.18,94.17250000000001,244,2020-09-23 16:15:00
83,_DXY,94.19,94.14,94.05,94.2,94.125,94.13,94.1325,94.145,320,2020-09-23 16:30:00
84,_DXY,94.14,94.2,94.12,94.22,94.17,94.18,94.185,94.17,259,2020-09-23 16:45:00
85,_DXY,94.21,94.26,94.2,94.26,94.23,94.24000000000001,94.245,94.2325,290,2020-09-23 17:00:00
86,_DXY,94.26,94.3,94.24,94.34,94.28999999999999,94.29333333333334,94.295,94.285,325,2020-09-23 17:15:00
87,_DXY,94.31,94.29,94.27,94.35,94.31,94.30333333333334,94.30000000000001,94.305,266,2020-09-23 17:30:00
88,_DXY,94.29,94.27,94.26,94.33,94.295,94.28666666666668,94.2825,94.28750000000001,414,2020-09-23 17:45:00
89,_DXY,94.27,94.22,94.18,94.28,94.23,94.22666666666667,94.225,94.2375,427,2020-09-23 18:00:00
90,_DXY,94.22,94.25,94.16,94.25,94.205,94.21999999999998,94.22749999999999,94.22,308,2020-09-23 18:15:00
91,_DXY,94.25,94.27,94.24,94.3,94.27,94.27,94.27,94.265,257,2020-09-23 18:30:00
92,_DXY,94.28,94.27,94.27,94.33,94.3,94.29,94.285,94.2875,154,2020-09-23 18:45:00
93,_DXY,94.28,94.26,94.24,94.31,94.275,94.27,94.2675,94.27250000000001,212,2020-09-23 19:00:00
94,_DXY,94.26,94.22,94.21,94.26,94.235,94.23,94.22749999999999,94.2375,157,2020-09-23 19:15:00
95,_DXY,94.22,94.17,94.16,94.23,94.195,94.18666666666667,94.1825,94.195,225,2020-09-23 19:30:00
96,_DXY,94.17,94.23,94.17,94.24,94.205,94.21333333333332,94.2175,94.2025,211,2020-09-23 19:45:00
97,_DXY,94.23,94.25,94.22,94.25,94.235,94.24000000000001,94.2425,94.23750000000001,128,2020-09-23 20:00:00
98,_DXY,94.25,94.27,94.24,94.27,94.255,94.25999999999999,94.26249999999999,94.2575,65,2020-09-23 20:15:00
99,_DXY,94.27,94.26,94.25,94.28,94.265,94.26333333333334,94.2625,94.265,72,2020-09-23 20:30:00
100,_DXY,94.26,94.25,94.22,94.27,94.245,94.24666666666667,94.2475,94.25,107,2020-09-23 20:45:00
101,_DXY,94.25,94.27,94.25,94.28,94.265,94.26666666666667,94.2675,94.2625,112,2020-09-23 21:00:00
102,_DXY,94.28,94.32,94.28,94.34,94.31,94.31333333333333,94.315,94.305,140,2020-09-23 21:15:00
103,_DXY,94.32,94.32,94.3,94.33,94.315,94.31666666666666,94.3175,94.3175,96,2020-09-23 21:30:00
104,_DXY,94.33,94.44,94.32,94.45,94.38499999999999,94.40333333333332,94.4125,94.38499999999999,185,2020-09-23 21:45:00
105,_DXY,94.45,94.43,94.41,94.49,94.44999999999999,94.44333333333333,94.44,94.445,303,2020-09-23 22:00:00
106,_DXY,94.44,94.46,94.42,94.47,94.445,94.44999999999999,94.45249999999999,94.44749999999999,178,2020-09-23 22:15:00
107,_DXY,94.46,94.44,94.43,94.46,94.445,94.44333333333333,94.4425,94.44749999999999,110,2020-09-23 22:30:00
108,_DXY,94.44,94.41,94.4,94.46,94.43,94.42333333333333,94.41999999999999,94.4275,117,2020-09-23 22:45:00
109,_DXY,94.42,94.45,94.4,94.45,94.42500000000001,94.43333333333334,94.4375,94.43,65,2020-09-23 23:00:00
110,_DXY,94.45,94.45,94.44,94.46,94.44999999999999,94.44999999999999,94.44999999999999,94.44999999999999,60,2020-09-23 23:15:00
111,_DXY,94.45,94.44,94.43,94.46,94.445,94.44333333333333,94.4425,94.445,44,2020-09-23 23:30:00
112,_DXY,94.44,94.43,94.41,94.44,94.425,94.42666666666666,94.4275,94.42999999999999,38,2020-09-23 23:45:00
113,_DXY,94.44,94.39,94.39,94.45,94.42,94.41000000000001,94.405,94.4175,152,2020-09-24 03:00:00
114,_DXY,94.38,94.37,94.36,94.39,94.375,94.37333333333333,94.3725,94.375,95,2020-09-24 03:15:00
115,_DXY,94.38,94.36,94.35,94.38,94.365,94.36333333333333,94.3625,94.36749999999999,52,2020-09-24 03:30:00
116,_DXY,94.36,94.34,94.34,94.38,94.36,94.35333333333334,94.35,94.355,66,2020-09-24 03:45:00
117,_DXY,94.34,94.35,94.32,94.36,94.34,94.34333333333332,94.345,94.3425,89,2020-09-24 04:00:00
118,_DXY,94.34,94.3,94.29,94.34,94.315,94.31,94.3075,94.3175,60,2020-09-24 04:15:00
119,_DXY,94.31,94.34,94.29,94.34,94.315,94.32333333333334,94.32750000000001,94.32000000000001,109,2020-09-24 04:30:00
120,_DXY,94.35,94.42,94.35,94.42,94.38499999999999,94.39666666666666,94.4025,94.38499999999999,103,2020-09-24 04:45:00
121,_DXY,94.41,94.42,94.39,94.42,94.405,94.41000000000001,94.41250000000001,94.41,62,2020-09-24 05:00:00
122,_DXY,94.41,94.41,94.38,94.42,94.4,94.40333333333335,94.405,94.405,42,2020-09-24 05:15:00
123,_DXY,94.42,94.41,94.4,94.44,94.42,94.41666666666667,94.41499999999999,94.4175,86,2020-09-24 05:30:00
124,_DXY,94.4,94.42,94.4,94.45,94.42500000000001,94.42333333333335,94.42250000000001,94.41750000000002,115,2020-09-24 05:45:00
125,_DXY,94.42,94.4,94.4,94.44,94.42,94.41333333333334,94.41,94.415,75,2020-09-24 06:00:00
126,_DXY,94.41,94.43,94.39,94.44,94.41499999999999,94.42,94.4225,94.41749999999999,68,2020-09-24 06:15:00
127,_DXY,94.43,94.44,94.42,94.44,94.43,94.43333333333334,94.435,94.4325,60,2020-09-24 06:30:00
128,_DXY,94.45,94.46,94.43,94.46,94.445,94.44999999999999,94.45249999999999,94.44999999999999,63,2020-09-24 06:45:00
129,_DXY,94.45,94.45,94.45,94.46,94.455,94.45333333333333,94.4525,94.4525,21,2020-09-24 07:00:00
130,_DXY,94.45,94.46,94.45,94.47,94.46000000000001,94.46,94.46,94.4575,39,2020-09-24 07:15:00
131,_DXY,94.47,94.49,94.46,94.5,94.47999999999999,94.48333333333333,94.485,94.47999999999999,57,2020-09-24 07:30:00
132,_DXY,94.48,94.5,94.47,94.5,94.485,94.49000000000001,94.4925,94.48750000000001,53,2020-09-24 07:45:00
133,_DXY,94.5,94.49,94.48,94.55,94.515,94.50666666666666,94.5025,94.505,145,2020-09-24 08:00:00
134,_DXY,94.47,94.48,94.46,94.48,94.47,94.47333333333334,94.47500000000001,94.4725,74,2020-09-24 08:15:00
135,_DXY,94.48,94.5,94.47,94.5,94.485,94.49000000000001,94.4925,94.48750000000001,70,2020-09-24 08:30:00
136,_DXY,94.51,94.45,94.44,94.51,94.475,94.46666666666665,94.46249999999999,94.47749999999999,106,2020-09-24 08:45:00
137,_DXY,94.44,94.46,94.42,94.48,94.45,94.45333333333333,94.455,94.45,180,2020-09-24 09:00:00
138,_DXY,94.47,94.5,94.46,94.51,94.485,94.49000000000001,94.4925,94.48500000000001,166,2020-09-24 09:15:00
139,_DXY,94.49,94.48,94.48,94.53,94.505,94.49666666666667,94.4925,94.495,201,2020-09-24 09:30:00
140,_DXY,94.49,94.48,94.47,94.52,94.495,94.49000000000001,94.48750000000001,94.49000000000001,202,2020-09-24 09:45:00
141,_DXY,94.49,94.41,94.39,94.51,94.45,94.43666666666667,94.43,94.45,379,2020-09-24 10:00:00
142,_DXY,94.41,94.48,94.41,94.49,94.44999999999999,94.46,94.465,94.44749999999999,217,2020-09-24 10:15:00
143,_DXY,94.49,94.37,94.36,94.49,94.425,94.40666666666668,94.39750000000001,94.42750000000001,282,2020-09-24 10:30:00
144,_DXY,94.36,94.38,94.34,94.4,94.37,94.37333333333333,94.375,94.37,174,2020-09-24 10:45:00
145,_DXY,94.37,94.49,94.36,94.5,94.43,94.45,94.46000000000001,94.43,212,2020-09-24 11:00:00
146,_DXY,94.49,94.44,94.44,94.52,94.47999999999999,94.46666666666665,94.46,94.4725,234,2020-09-24 11:15:00
147,_DXY,94.45,94.48,94.44,94.5,94.47,94.47333333333334,94.47500000000001,94.4675,172,2020-09-24 11:30:00
148,_DXY,94.49,94.46,94.43,94.49,94.46000000000001,94.46,94.46,94.4675,193,2020-09-24 11:45:00
149,_DXY,94.45,94.45,94.44,94.48,94.46000000000001,94.45666666666666,94.455,94.455,168,2020-09-24 12:00:00
150,_DXY,94.45,94.51,94.44,94.52,94.47999999999999,94.49,94.49499999999999,94.47999999999999,144,2020-09-24 12:15:00
151,_DXY,94.51,94.57,94.49,94.59,94.53999999999999,94.55,94.55499999999999,94.53999999999999,262,2020-09-24 12:30:00
152,_DXY,94.57,94.55,94.55,94.61,94.58,94.57,94.565,94.57,194,2020-09-24 12:45:00
153,_DXY,94.54,94.49,94.47,94.55,94.50999999999999,94.50333333333333,94.5,94.5125,322,2020-09-24 13:00:00
154,_DXY,94.48,94.48,94.48,94.52,94.5,94.49333333333334,94.49000000000001,94.49000000000001,176,2020-09-24 13:15:00
155,_DXY,94.49,94.54,94.48,94.54,94.51,94.52,94.525,94.5125,191,2020-09-24 13:30:00
156,_DXY,94.53,94.52,94.47,94.55,94.50999999999999,94.51333333333332,94.51499999999999,94.51749999999998,193,2020-09-24 13:45:00
157,_DXY,94.53,94.51,94.46,94.53,94.495,94.5,94.5025,94.5075,203,2020-09-24 14:00:00
158,_DXY,94.51,94.53,94.51,94.57,94.53999999999999,94.53666666666668,94.535,94.53,131,2020-09-24 14:15:00
159,_DXY,94.53,94.58,94.51,94.59,94.55000000000001,94.56,94.565,94.55250000000001,145,2020-09-24 14:30:00
160,_DXY,94.59,94.56,94.54,94.59,94.565,94.56333333333333,94.5625,94.57,153,2020-09-24 14:45:00
161,_DXY,94.55,94.51,94.49,94.58,94.535,94.52666666666666,94.5225,94.5325,177,2020-09-24 15:00:00
162,_DXY,94.5,94.51,94.46,94.52,94.49,94.49666666666667,94.5,94.4975,222,2020-09-24 15:15:00
163,_DXY,94.51,94.64,94.5,94.64,94.57,94.59333333333332,94.60499999999999,94.57249999999999,370,2020-09-24 15:30:00
164,_DXY,94.64,94.56,94.54,94.65,94.595,94.58333333333333,94.5775,94.5975,304,2020-09-24 15:45:00
165,_DXY,94.56,94.56,94.51,94.6,94.555,94.55666666666667,94.5575,94.5575,332,2020-09-24 16:00:00
166,_DXY,94.55,94.51,94.49,94.57,94.53,94.52333333333333,94.52,94.53,303,2020-09-24 16:15:00
167,_DXY,94.51,94.62,94.46,94.63,94.54499999999999,94.57,94.5825,94.55499999999999,556,2020-09-24 16:30:00
168,_DXY,94.62,94.56,94.53,94.63,94.58,94.57333333333334,94.57000000000001,94.58500000000001,426,2020-09-24 16:45:00
169,_DXY,94.57,94.5,94.44,94.59,94.515,94.50999999999999,94.5075,94.52499999999999,545,2020-09-24 17:00:00
170,_DXY,94.49,94.53,94.45,94.56,94.505,94.51333333333332,94.51749999999998,94.5075,399,2020-09-24 17:15:00
171,_DXY,94.54,94.58,94.54,94.62,94.58000000000001,94.58,94.58,94.57000000000001,341,2020-09-24 17:30:00
172,_DXY,94.58,94.61,94.55,94.63,94.59,94.59666666666668,94.60000000000001,94.5925,551,2020-09-24 17:45:00
173,_DXY,94.61,94.55,94.55,94.64,94.595,94.58,94.5725,94.5875,355,2020-09-24 18:00:00
174,_DXY,94.56,94.54,94.54,94.61,94.575,94.56333333333333,94.5575,94.5625,259,2020-09-24 18:15:00
175,_DXY,94.55,94.48,94.47,94.55,94.50999999999999,94.5,94.495,94.5125,208,2020-09-24 18:30:00
176,_DXY,94.49,94.42,94.41,94.5,94.455,94.44333333333333,94.4375,94.455,221,2020-09-24 18:45:00
177,_DXY,94.42,94.41,94.38,94.44,94.41,94.41000000000001,94.41,94.41250000000001,257,2020-09-24 19:00:00
178,_DXY,94.42,94.42,94.38,94.42,94.4,94.40666666666668,94.41000000000001,94.41000000000001,175,2020-09-24 19:15:00
179,_DXY,94.41,94.42,94.41,94.46,94.435,94.43,94.42750000000001,94.42500000000001,209,2020-09-24 19:30:00
180,_DXY,94.41,94.41,94.38,94.43,94.405,94.40666666666668,94.4075,94.4075,241,2020-09-24 19:45:00
181,_DXY,94.41,94.35,94.34,94.41,94.375,94.36666666666667,94.36250000000001,94.3775,142,2020-09-24 20:00:00
182,_DXY,94.34,94.31,94.29,94.34,94.315,94.31333333333333,94.3125,94.32,232,2020-09-24 20:15:00
183,_DXY,94.31,94.26,94.25,94.36,94.305,94.29,94.2825,94.295,132,2020-09-24 20:30:00
184,_DXY,94.25,94.28,94.22,94.29,94.255,94.26333333333332,94.26749999999998,94.25999999999999,275,2020-09-24 20:45:00
185,_DXY,94.28,94.31,94.27,94.32,94.29499999999999,94.3,94.3025,94.29499999999999,183,2020-09-24 21:00:00
186,_DXY,94.3,94.33,94.29,94.34,94.315,94.32,94.32249999999999,94.315,161,2020-09-24 21:15:00
187,_DXY,94.33,94.3,94.29,94.34,94.315,94.31,94.3075,94.315,118,2020-09-24 21:30:00
188,_DXY,94.3,94.39,94.3,94.4,94.35,94.36333333333333,94.36999999999999,94.3475,191,2020-09-24 21:45:00
189,_DXY,94.38,94.38,94.37,94.42,94.39500000000001,94.39,94.3875,94.3875,167,2020-09-24 22:00:00
190,_DXY,94.38,94.41,94.36,94.43,94.39500000000001,94.40000000000002,94.4025,94.39500000000001,171,2020-09-24 22:15:00
191,_DXY,94.42,94.38,94.36,94.42,94.39,94.38666666666666,94.38499999999999,94.395,140,2020-09-24 22:30:00
192,_DXY,94.38,94.38,94.34,94.38,94.36,94.36666666666667,94.37,94.37,227,2020-09-24 22:45:00
193,_DXY,94.37,94.36,94.34,94.39,94.36500000000001,94.36333333333334,94.36250000000001,94.36500000000001,79,2020-09-24 23:00:00
194,_DXY,94.36,94.36,94.35,94.38,94.365,94.36333333333333,94.3625,94.3625,27,2020-09-24 23:15:00
195,_DXY,94.36,94.4,94.35,94.41,94.38,94.38666666666666,94.38999999999999,94.38,33,2020-09-24 23:30:00
196,_DXY,94.41,94.36,94.36,94.41,94.38499999999999,94.37666666666667,94.3725,94.38499999999999,35,2020-09-24 23:45:00
197,_DXY,94.34,94.36,94.33,94.39,94.36,94.36,94.36,94.35499999999999,77,2020-09-25 03:00:00
198,_DXY,94.35,94.39,94.35,94.39,94.37,94.37666666666667,94.38,94.37,74,2020-09-25 03:15:00
199,_DXY,94.39,94.37,94.36,94.39,94.375,94.37333333333333,94.3725,94.3775,47,2020-09-25 03:30:00
200,_DXY,94.38,94.39,94.37,94.4,94.385,94.38666666666667,94.3875,94.385,43,2020-09-25 03:45:00
201,_DXY,94.38,94.4,94.37,94.43,94.4,94.40000000000002,94.4,94.39500000000001,76,2020-09-25 04:00:00
202,_DXY,94.39,94.35,94.33,94.4,94.36500000000001,94.36000000000001,94.35750000000002,94.3675,78,2020-09-25 04:15:00
203,_DXY,94.34,94.36,94.34,94.38,94.36,94.36,94.36,94.35499999999999,96,2020-09-25 04:30:00
204,_DXY,94.37,94.39,94.34,94.39,94.36500000000001,94.37333333333333,94.3775,94.3725,77,2020-09-25 04:45:00
205,_DXY,94.38,94.37,94.37,94.4,94.385,94.38,94.3775,94.38,47,2020-09-25 05:00:00
206,_DXY,94.38,94.36,94.35,94.38,94.365,94.36333333333333,94.3625,94.36749999999999,65,2020-09-25 05:15:00
207,_DXY,94.37,94.39,94.36,94.4,94.38,94.38333333333333,94.38499999999999,94.38,59,2020-09-25 05:30:00
208,_DXY,94.38,94.38,94.36,94.39,94.375,94.37666666666667,94.3775,94.3775,42,2020-09-25 05:45:00
209,_DXY,94.37,94.37,94.36,94.38,94.37,94.37,94.37,94.37,62,2020-09-25 06:00:00
210,_DXY,94.37,94.36,94.35,94.37,94.36,94.36,94.36,94.3625,35,2020-09-25 06:15:00
211,_DXY,94.35,94.38,94.35,94.38,94.365,94.37,94.3725,94.36500000000001,49,2020-09-25 06:30:00
212,_DXY,94.39,94.38,94.38,94.4,94.39,94.38666666666666,94.38499999999999,94.38749999999999,92,2020-09-25 06:45:00
213,_DXY,94.39,94.39,94.38,94.4,94.39,94.39,94.39,94.39,103,2020-09-25 07:00:00
214,_DXY,94.38,94.38,94.37,94.39,94.38,94.38,94.38,94.38,44,2020-09-25 07:15:00
215,_DXY,94.37,94.38,94.36,94.39,94.375,94.37666666666667,94.3775,94.375,54,2020-09-25 07:30:00
216,_DXY,94.37,94.35,94.34,94.38,94.36,94.35666666666667,94.35499999999999,94.36,29,2020-09-25 07:45:00
217,_DXY,94.35,94.35,94.34,94.37,94.355,94.35333333333334,94.35249999999999,94.35249999999999,97,2020-09-25 08:00:00
218,_DXY,94.36,94.34,94.33,94.37,94.35,94.34666666666665,94.345,94.35,69,2020-09-25 08:15:00
219,_DXY,94.35,94.34,94.34,94.36,94.35,94.34666666666665,94.345,94.3475,31,2020-09-25 08:30:00
220,_DXY,94.36,94.37,94.35,94.38,94.365,94.36666666666667,94.3675,94.36500000000001,56,2020-09-25 08:45:00
221,_DXY,94.36,94.36,94.33,94.38,94.35499999999999,94.35666666666667,94.3575,94.3575,122,2020-09-25 09:00:00
222,_DXY,94.37,94.32,94.32,94.39,94.35499999999999,94.34333333333332,94.33749999999999,94.35,167,2020-09-25 09:15:00
223,_DXY,94.33,94.32,94.3,94.34,94.32,94.32,94.32,94.32249999999999,157,2020-09-25 09:30:00
224,_DXY,94.31,94.28,94.26,94.32,94.28999999999999,94.28666666666668,94.285,94.2925,212,2020-09-25 09:45:00
225,_DXY,94.29,94.29,94.27,94.37,94.32,94.31,94.305,94.305,409,2020-09-25 10:00:00
226,_DXY,94.3,94.23,94.22,94.3,94.25999999999999,94.25,94.245,94.2625,249,2020-09-25 10:15:00
