,GER40_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
3757,GER40_m_i,13076.3,13062.7,13027.2,13095.3,13061.25,13061.733333333332,13061.974999999999,13065.375,2773,2019-12-10 21:00:00
3758,GER40_m_i,13061.7,13069.8,13054.7,13072.3,13063.5,13065.6,13066.650000000001,13064.625,1519,2019-12-10 21:15:00
3759,GER40_m_i,13067.2,13089.3,13067.2,13091.3,13079.25,13082.6,13084.275000000001,13078.75,1295,2019-12-10 21:30:00
3760,GER40_m_i,13089.3,13076.8,13074.8,13090.8,13082.8,13080.799999999997,13079.8,13082.925,630,2019-12-10 21:45:00
3761,GER40_m_i,13076.7,13078.8,13072.7,13081.3,13077.0,13077.6,13077.900000000001,13077.375,640,2019-12-10 22:00:00
3762,GER40_m_i,13078.2,13075.3,13072.8,13085.8,13079.3,13077.966666666665,13077.3,13078.024999999998,701,2019-12-10 22:15:00
3763,GER40_m_i,13075.7,13072.2,13071.7,13077.8,13074.75,13073.9,13073.474999999999,13074.349999999999,400,2019-12-10 22:30:00
3764,GER40_m_i,13072.2,13079.7,13070.2,13082.3,13076.25,13077.4,13077.974999999999,13076.099999999999,449,2019-12-10 22:45:00
3765,GER40_m_i,13080.2,13080.3,13077.2,13082.7,13079.95,13080.066666666666,13080.125,13080.099999999999,329,2019-12-10 23:00:00
3766,GER40_m_i,13080.7,13080.8,13079.2,13081.7,13080.45,13080.566666666666,13080.625,13080.599999999999,235,2019-12-10 23:15:00
3767,GER40_m_i,13081.2,13077.7,13077.3,13081.3,13079.3,13078.766666666668,13078.5,13079.375,220,2019-12-10 23:30:00
3768,GER40_m_i,13078.3,13081.8,13076.8,13082.7,13079.75,13080.433333333334,13080.775000000001,13079.900000000001,295,2019-12-10 23:45:00
3769,GER40_m_i,13081.2,13087.8,13079.7,13088.3,13084.0,13085.266666666668,13085.900000000001,13084.25,348,2019-12-11 00:00:00
3770,GER40_m_i,13087.8,13082.3,13082.3,13087.8,13085.05,13084.133333333331,13083.675,13085.05,253,2019-12-11 00:15:00
3771,GER40_m_i,13082.7,13079.2,13077.7,13086.9,13082.3,13081.266666666668,13080.75,13081.625,328,2019-12-11 00:30:00
3772,GER40_m_i,13079.3,13082.2,13078.2,13085.8,13082.0,13082.066666666666,13082.099999999999,13081.375,358,2019-12-11 00:45:00
3773,GER40_m_i,13082.7,13081.8,13078.2,13085.2,13081.7,13081.733333333332,13081.75,13081.974999999999,384,2019-12-11 01:00:00
3774,GER40_m_i,13081.3,13073.8,13070.7,13081.7,13076.2,13075.4,13075.0,13076.875,438,2019-12-11 01:15:00
3775,GER40_m_i,13076.1,13066.1,13063.5,13076.1,13069.8,13068.566666666666,13067.949999999999,13070.449999999999,784,2019-12-11 12:30:00
3776,GER40_m_i,13065.6,13066.0,13063.5,13073.5,13068.5,13067.666666666666,13067.25,13067.15,565,2019-12-11 12:45:00
3777,GER40_m_i,13064.5,13105.6,13064.5,13126.5,13095.5,13098.866666666667,13100.55,13090.275,2095,2019-12-11 13:00:00
3778,GER40_m_i,13105.6,13114.9,13084.5,13158.0,13121.25,13119.133333333333,13118.075,13115.75,2787,2019-12-11 13:15:00
3779,GER40_m_i,13115.9,13100.0,13098.5,13124.6,13111.55,13107.699999999999,13105.775,13109.75,1921,2019-12-11 13:30:00
3780,GER40_m_i,13099.0,13053.0,13052.5,13100.5,13076.5,13068.666666666666,13064.75,13076.25,2096,2019-12-11 13:45:00
3781,GER40_m_i,13053.0,13071.6,13043.0,13079.1,13061.05,13064.566666666666,13066.324999999999,13061.675,1444,2019-12-11 14:00:00
3782,GER40_m_i,13071.1,13078.6,13065.1,13086.1,13075.6,13076.6,13077.1,13075.225,1343,2019-12-11 14:15:00
3783,GER40_m_i,13079.1,13068.5,13057.1,13086.1,13071.6,13070.566666666666,13070.05,13072.699999999999,1671,2019-12-11 14:30:00
3784,GER40_m_i,13068.5,13081.5,13066.0,13086.0,13076.0,13077.833333333334,13078.75,13075.5,1430,2019-12-11 14:45:00
3785,GER40_m_i,13082.0,13089.0,13082.0,13099.5,13090.75,13090.166666666666,13089.875,13088.125,1390,2019-12-11 15:00:00
3786,GER40_m_i,13089.0,13092.0,13088.5,13103.5,13096.0,13094.666666666666,13094.0,13093.25,971,2019-12-11 15:15:00
3787,GER40_m_i,13092.0,13080.5,13077.5,13094.5,13086.0,13084.166666666666,13083.25,13086.125,715,2019-12-11 15:30:00
3788,GER40_m_i,13081.0,13098.0,13079.5,13099.5,13089.5,13092.333333333334,13093.75,13089.5,715,2019-12-11 15:45:00
3789,GER40_m_i,13098.5,13099.5,13097.5,13108.0,13102.75,13101.666666666666,13101.125,13100.875,770,2019-12-11 16:00:00
3790,GER40_m_i,13100.0,13100.0,13092.5,13104.0,13098.25,13098.833333333334,13099.125,13099.125,690,2019-12-11 16:15:00
3791,GER40_m_i,13100.5,13109.0,13099.5,13116.5,13108.0,13108.333333333334,13108.5,13106.375,785,2019-12-11 16:30:00
3792,GER40_m_i,13109.5,13113.5,13107.0,13118.0,13112.5,13112.833333333334,13113.0,13112.0,710,2019-12-11 16:45:00
3793,GER40_m_i,13114.5,13118.5,13112.0,13122.5,13117.25,13117.666666666666,13117.875,13116.875,735,2019-12-11 17:00:00
3794,GER40_m_i,13119.0,13120.5,13117.5,13124.0,13120.75,13120.666666666666,13120.625,13120.25,630,2019-12-11 17:15:00
3795,GER40_m_i,13120.5,13123.0,13118.5,13131.5,13125.0,13124.333333333334,13124.0,13123.375,610,2019-12-11 17:30:00
3796,GER40_m_i,13124.5,13131.5,13124.5,13137.0,13130.75,13131.0,13131.125,13129.375,839,2019-12-11 17:45:00
3797,GER40_m_i,13131.0,13132.5,13127.5,13137.0,13132.25,13132.333333333334,13132.375,13132.0,635,2019-12-11 18:00:00
3798,GER40_m_i,13132.5,13121.5,13121.0,13133.5,13127.25,13125.333333333334,13124.375,13127.125,632,2019-12-11 18:15:00
3799,GER40_m_i,13121.0,13136.5,13118.5,13137.0,13127.75,13130.666666666666,13132.125,13128.25,770,2019-12-11 18:30:00
3800,GER40_m_i,13136.0,13144.0,13135.0,13148.0,13141.5,13142.333333333334,13142.75,13140.75,685,2019-12-11 18:45:00
3801,GER40_m_i,13144.0,13125.9,13125.9,13150.5,13138.2,13134.1,13132.050000000001,13136.575,861,2019-12-11 19:00:00
3802,GER40_m_i,13125.5,13120.4,13115.8,13128.5,13122.15,13121.566666666666,13121.275,13122.55,632,2019-12-11 19:15:00
3803,GER40_m_i,13120.4,13135.8,13115.3,13135.8,13125.55,13128.966666666665,13130.675,13126.824999999999,1231,2019-12-11 19:30:00
3804,GER40_m_i,13136.3,13160.3,13133.8,13161.3,13147.55,13151.799999999997,13153.925,13147.925,735,2019-12-11 19:45:00
3805,GER40_m_i,13161.3,13149.3,13147.8,13165.3,13156.55,13154.133333333331,13152.925,13155.925,820,2019-12-11 20:00:00
3806,GER40_m_i,13149.8,13151.8,13147.7,13154.8,13151.25,13151.433333333334,13151.525000000001,13151.025000000001,594,2019-12-11 20:15:00
3807,GER40_m_i,13151.8,13171.8,13148.3,13174.3,13161.3,13164.799999999997,13166.55,13161.55,974,2019-12-11 20:30:00
3808,GER40_m_i,13172.8,13160.3,13156.8,13173.3,13165.05,13163.466666666665,13162.675,13165.8,541,2019-12-11 20:45:00
3809,GER40_m_i,13160.3,13151.3,13143.3,13161.8,13152.55,13152.133333333331,13151.925,13154.175,970,2019-12-11 21:00:00
3810,GER40_m_i,13151.3,13155.3,13151.3,13159.3,13155.3,13155.299999999997,13155.3,13154.3,657,2019-12-11 21:15:00
3811,GER40_m_i,13156.3,13153.8,13146.3,13159.3,13152.8,13153.133333333331,13153.3,13153.925,721,2019-12-11 21:30:00
3812,GER40_m_i,13153.3,13140.3,13138.9,13154.8,13146.849999999999,13144.666666666666,13143.575,13146.825,419,2019-12-11 21:45:00
3813,GER40_m_i,13139.8,13140.3,13138.8,13146.3,13142.55,13141.799999999997,13141.425,13141.3,465,2019-12-11 22:00:00
3814,GER40_m_i,13139.8,13142.3,13139.3,13143.8,13141.55,13141.799999999997,13141.925,13141.3,285,2019-12-11 22:15:00
3815,GER40_m_i,13142.3,13142.8,13140.8,13145.3,13143.05,13142.966666666665,13142.925,13142.8,325,2019-12-11 22:30:00
3816,GER40_m_i,13142.3,13151.8,13142.3,13153.8,13148.05,13149.299999999997,13149.925,13147.55,310,2019-12-11 22:45:00
3817,GER40_m_i,13151.3,13149.8,13147.8,13152.8,13150.3,13150.133333333331,13150.05,13150.425,300,2019-12-11 23:00:00
3818,GER40_m_i,13149.3,13148.3,13147.8,13152.3,13150.05,13149.466666666665,13149.175,13149.425,310,2019-12-11 23:15:00
3819,GER40_m_i,13148.8,13142.8,13141.8,13149.3,13145.55,13144.633333333331,13144.175,13145.675,245,2019-12-11 23:30:00
3820,GER40_m_i,13142.3,13148.8,13140.8,13150.8,13145.8,13146.799999999997,13147.3,13145.675,376,2019-12-11 23:45:00
3821,GER40_m_i,13148.8,13146.3,13144.3,13154.3,13149.3,13148.299999999997,13147.8,13148.425,625,2019-12-12 00:00:00
3822,GER40_m_i,13145.8,13149.8,13144.8,13154.3,13149.55,13149.633333333331,13149.675,13148.675,470,2019-12-12 00:15:00
3823,GER40_m_i,13149.8,13149.8,13144.3,13155.8,13150.05,13149.966666666665,13149.925,13149.925,608,2019-12-12 00:30:00
3824,GER40_m_i,13149.8,13142.8,13135.3,13149.8,13142.55,13142.633333333331,13142.675,13144.425,805,2019-12-12 00:45:00
3825,GER40_m_i,13142.8,13133.3,13130.8,13144.8,13137.8,13136.299999999997,13135.55,13137.925,660,2019-12-12 01:00:00
3826,GER40_m_i,13133.3,13135.3,13128.8,13137.8,13133.3,13133.966666666665,13134.3,13133.8,495,2019-12-12 01:15:00
3827,GER40_m_i,13151.4,13158.4,13148.4,13161.4,13154.9,13156.066666666666,13156.65,13154.9,512,2019-12-12 12:30:00
3828,GER40_m_i,13158.4,13169.4,13154.9,13171.4,13163.15,13165.233333333332,13166.275,13163.525,609,2019-12-12 12:45:00
3829,GER40_m_i,13169.9,13164.9,13158.4,13200.4,13179.4,13174.566666666666,13172.15,13173.4,2075,2019-12-12 13:00:00
3830,GER40_m_i,13165.4,13170.9,13160.4,13182.4,13171.4,13171.233333333332,13171.15,13169.775,1420,2019-12-12 13:15:00
3831,GER40_m_i,13171.9,13173.4,13154.9,13180.9,13167.9,13169.733333333332,13170.65,13170.275,1623,2019-12-12 13:30:00
3832,GER40_m_i,13172.9,13184.9,13167.9,13197.4,13182.65,13183.4,13183.775,13180.775,1165,2019-12-12 13:45:00
3833,GER40_m_i,13184.4,13184.4,13182.4,13195.6,13189.0,13187.466666666667,13186.7,13186.7,1069,2019-12-12 14:00:00
3834,GER40_m_i,13183.9,13185.9,13169.4,13189.4,13179.4,13181.566666666666,13182.65,13182.15,1215,2019-12-12 14:15:00
3835,GER40_m_i,13185.4,13186.9,13178.9,13189.9,13184.4,13185.233333333332,13185.65,13185.275,820,2019-12-12 14:30:00
3836,GER40_m_i,13186.4,13205.4,13183.9,13224.4,13204.15,13204.566666666666,13204.775,13200.025,1433,2019-12-12 14:45:00
3837,GER40_m_i,13205.9,13181.9,13167.4,13209.4,13188.4,13186.233333333332,13185.15,13191.15,1315,2019-12-12 15:00:00
3838,GER40_m_i,13181.9,13159.4,13151.9,13192.4,13172.15,13167.9,13165.775,13171.4,1565,2019-12-12 15:15:00
3839,GER40_m_i,13159.9,13152.9,13151.9,13164.4,13158.15,13156.4,13155.525,13157.275,965,2019-12-12 15:30:00
3840,GER40_m_i,13153.4,13156.9,13143.4,13163.9,13153.65,13154.733333333332,13155.275,13154.4,1015,2019-12-12 15:45:00
3841,GER40_m_i,13157.4,13167.4,13153.4,13172.4,13162.9,13164.4,13165.15,13162.65,855,2019-12-12 16:00:00
3842,GER40_m_i,13166.9,13163.7,13163.2,13173.4,13168.3,13166.766666666668,13166.0,13166.800000000001,817,2019-12-12 16:15:00
3843,GER40_m_i,13164.2,13161.2,13150.2,13164.2,13157.2,13158.533333333335,13159.2,13159.95,830,2019-12-12 16:30:00
3844,GER40_m_i,13160.7,13172.4,13157.9,13173.9,13165.9,13168.066666666666,13169.15,13166.224999999999,677,2019-12-12 16:45:00
3845,GER40_m_i,13171.4,13167.4,13163.9,13172.4,13168.15,13167.9,13167.775,13168.775,540,2019-12-12 17:00:00
3846,GER40_m_i,13166.9,13161.4,13154.4,13166.9,13160.65,13160.9,13161.025,13162.4,754,2019-12-12 17:15:00
3847,GER40_m_i,13160.9,13156.6,13152.4,13163.4,13157.9,13157.466666666667,13157.25,13158.325,728,2019-12-12 17:30:00
3848,GER40_m_i,13156.4,13138.4,13133.9,13160.4,13147.15,13144.233333333332,13142.775,13147.275,1280,2019-12-12 17:45:00
3849,GER40_m_i,13137.9,13134.4,13126.4,13142.4,13134.4,13134.4,13134.4,13135.275,1320,2019-12-12 18:00:00
3850,GER40_m_i,13133.9,13140.4,13133.4,13146.4,13139.9,13140.066666666666,13140.15,13138.525,1064,2019-12-12 18:15:00
3851,GER40_m_i,13140.4,13117.4,13110.5,13143.9,13127.2,13123.933333333334,13122.300000000001,13128.050000000001,1908,2019-12-12 18:30:00
3852,GER40_m_i,13116.9,13115.4,13108.4,13130.4,13119.4,13118.066666666666,13117.4,13117.775,1364,2019-12-12 18:45:00
3853,GER40_m_i,13114.4,13135.9,13106.4,13137.4,13121.9,13126.566666666666,13128.9,13123.525,1349,2019-12-12 19:00:00
3854,GER40_m_i,13135.4,13135.4,13130.9,13143.9,13137.4,13136.733333333332,13136.4,13136.4,1045,2019-12-12 19:15:00
3855,GER40_m_i,13136.4,13205.4,13125.9,13222.9,13174.4,13184.733333333332,13189.9,13172.65,3808,2019-12-12 19:30:00
3856,GER40_m_i,13205.9,13229.9,13203.4,13238.4,13220.9,13223.9,13225.4,13219.4,2373,2019-12-12 19:45:00
3857,GER40_m_i,13230.9,13283.9,13230.9,13292.9,13261.9,13269.233333333332,13272.9,13259.65,2780,2019-12-12 20:00:00
3858,GER40_m_i,13284.4,13267.9,13263.9,13289.4,13276.65,13273.733333333332,13272.275,13276.4,1625,2019-12-12 20:15:00
3859,GER40_m_i,13268.4,13241.9,13241.4,13270.4,13255.9,13251.233333333332,13248.9,13255.525,1215,2019-12-12 20:30:00
3860,GER40_m_i,13241.4,13257.9,13237.9,13265.4,13251.65,13253.733333333332,13254.775,13250.65,1300,2019-12-12 20:45:00
3861,GER40_m_i,13258.4,13259.4,13252.9,13267.4,13260.15,13259.9,13259.775,13259.525,1480,2019-12-12 21:00:00
3862,GER40_m_i,13259.9,13237.4,13234.9,13262.9,13248.9,13245.066666666666,13243.15,13248.775,1195,2019-12-12 21:15:00
3863,GER40_m_i,13239.9,13232.9,13224.9,13247.4,13236.15,13235.066666666666,13234.525,13236.275,1155,2019-12-12 21:30:00
3864,GER40_m_i,13232.4,13228.0,13206.0,13239.9,13222.95,13224.633333333333,13225.475,13226.575,1546,2019-12-12 21:45:00
3865,GER40_m_i,13227.5,13215.5,13214.5,13228.0,13221.25,13219.333333333334,13218.375,13221.375,980,2019-12-12 22:00:00
3866,GER40_m_i,13215.5,13202.5,13193.0,13219.0,13206.0,13204.833333333334,13204.25,13207.5,1024,2019-12-12 22:15:00
3867,GER40_m_i,13203.0,13222.5,13201.0,13223.0,13212.0,13215.5,13217.25,13212.375,805,2019-12-12 22:30:00
3868,GER40_m_i,13222.0,13220.5,13219.5,13229.0,13224.25,13223.0,13222.375,13222.75,602,2019-12-12 22:45:00
3869,GER40_m_i,13220.0,13226.5,13218.5,13229.0,13223.75,13224.666666666666,13225.125,13223.5,710,2019-12-12 23:00:00
3870,GER40_m_i,13227.0,13226.5,13224.5,13230.5,13227.5,13227.166666666666,13227.0,13227.125,520,2019-12-12 23:15:00
3871,GER40_m_i,13227.0,13217.5,13216.4,13229.0,13222.7,13220.966666666667,13220.1,13222.475,522,2019-12-12 23:30:00
3872,GER40_m_i,13217.5,13221.5,13216.4,13222.0,13219.2,13219.966666666667,13220.35,13219.35,339,2019-12-12 23:45:00
3873,GER40_m_i,13221.0,13214.5,13208.0,13225.0,13216.5,13215.833333333334,13215.5,13217.125,775,2019-12-13 00:00:00
3874,GER40_m_i,13215.5,13220.0,13212.5,13221.0,13216.75,13217.833333333334,13218.375,13217.25,850,2019-12-13 00:15:00
3875,GER40_m_i,13220.5,13250.0,13216.5,13268.0,13242.25,13244.833333333334,13246.125,13238.75,1905,2019-12-13 00:30:00
3876,GER40_m_i,13250.0,13248.1,13233.5,13251.6,13242.55,13244.4,13245.324999999999,13245.8,1008,2019-12-13 00:45:00
3877,GER40_m_i,13249.1,13246.9,13245.4,13254.9,13250.15,13249.066666666666,13248.525,13249.074999999999,777,2019-12-13 01:00:00
3878,GER40_m_i,13246.4,13259.4,13244.4,13259.9,13252.15,13254.566666666666,13255.775,13252.525,678,2019-12-13 01:15:00
3879,GER40_m_i,13400.3,13397.3,13377.7,13400.3,13389.0,13391.766666666668,13393.150000000001,13393.900000000001,1080,2019-12-13 12:30:00
3880,GER40_m_i,13397.3,13399.8,13391.2,13413.2,13402.2,13401.4,13401.0,13400.375,1293,2019-12-13 12:45:00
3881,GER40_m_i,13399.7,13367.3,13365.7,13409.3,13387.5,13380.766666666668,13377.400000000001,13385.5,2266,2019-12-13 13:00:00
3882,GER40_m_i,13366.7,13381.3,13365.3,13395.8,13380.55,13380.799999999997,13380.925,13377.274999999998,1746,2019-12-13 13:15:00
3883,GER40_m_i,13382.2,13385.7,13373.2,13401.7,13387.45,13386.866666666669,13386.575,13385.7,1665,2019-12-13 13:30:00
3884,GER40_m_i,13385.8,13398.2,13380.7,13412.8,13396.75,13397.233333333332,13397.474999999999,13394.375,1725,2019-12-13 13:45:00
3885,GER40_m_i,13398.3,13400.7,13391.2,13411.7,13401.45,13401.200000000003,13401.075,13400.475000000002,1487,2019-12-13 14:00:00
3886,GER40_m_i,13400.8,13401.7,13389.2,13404.2,13396.7,13398.366666666669,13399.2,13398.975000000002,1083,2019-12-13 14:15:00
3887,GER40_m_i,13401.2,13385.8,13376.7,13403.3,13390.0,13388.6,13387.900000000001,13391.75,1044,2019-12-13 14:30:00
3888,GER40_m_i,13386.2,13391.8,13379.7,13392.3,13386.0,13387.933333333334,13388.900000000001,13387.5,937,2019-12-13 14:45:00
3889,GER40_m_i,13391.2,13410.3,13387.8,13416.8,13402.3,13404.966666666665,13406.3,13401.524999999998,1128,2019-12-13 15:00:00
3890,GER40_m_i,13410.7,13416.8,13406.2,13423.2,13414.7,13415.4,13415.75,13414.224999999999,769,2019-12-13 15:15:00
3891,GER40_m_i,13416.7,13421.7,13415.7,13427.8,13421.75,13421.733333333332,13421.724999999999,13420.474999999999,772,2019-12-13 15:30:00
3892,GER40_m_i,13421.8,13415.3,13408.2,13422.2,13415.2,13415.233333333332,13415.25,13416.875,847,2019-12-13 15:45:00
3893,GER40_m_i,13415.3,13390.8,13389.7,13415.3,13402.5,13398.6,13396.650000000001,13402.775000000001,1048,2019-12-13 16:00:00
3894,GER40_m_i,13391.3,13385.2,13380.7,13393.7,13387.2,13386.533333333335,13386.2,13387.725000000002,904,2019-12-13 16:15:00
3895,GER40_m_i,13384.7,13391.8,13381.7,13397.7,13389.7,13390.4,13390.75,13388.974999999999,728,2019-12-13 16:30:00
3896,GER40_m_i,13391.8,13390.2,13383.2,13392.2,13387.7,13388.533333333335,13388.95,13389.350000000002,714,2019-12-13 16:45:00
3897,GER40_m_i,13389.7,13378.7,13361.2,13391.7,13376.45,13377.200000000003,13377.575,13380.325,1270,2019-12-13 17:00:00
3898,GER40_m_i,13378.7,13364.2,13363.7,13379.2,13371.45,13369.033333333335,13367.825,13371.45,610,2019-12-13 17:15:00
3899,GER40_m_i,13364.7,13360.2,13348.7,13364.7,13356.7,13357.866666666669,13358.45,13359.575,959,2019-12-13 17:30:00
3900,GER40_m_i,13359.8,13331.2,13304.2,13361.3,13332.75,13332.233333333332,13331.974999999999,13339.125,1751,2019-12-13 17:45:00
3901,GER40_m_i,13331.8,13338.3,13316.7,13343.3,13330.0,13332.766666666668,13334.150000000001,13332.525000000001,1865,2019-12-13 18:00:00
3902,GER40_m_i,13338.8,13340.8,13331.8,13345.3,13338.55,13339.299999999997,13339.675,13339.175,982,2019-12-13 18:15:00
3903,GER40_m_i,13339.7,13348.3,13335.7,13362.8,13349.25,13348.933333333334,13348.775000000001,13346.625,1000,2019-12-13 18:30:00
3904,GER40_m_i,13348.7,13343.8,13332.7,13350.2,13341.45,13342.233333333332,13342.625,13343.849999999999,1190,2019-12-13 18:45:00
3905,GER40_m_i,13344.7,13306.2,13303.2,13348.3,13325.75,13319.233333333332,13315.974999999999,13325.599999999999,2976,2019-12-13 19:00:00
3906,GER40_m_i,13306.3,13279.8,13257.7,13308.8,13283.25,13282.1,13281.525000000001,13288.150000000001,2008,2019-12-13 19:15:00
3907,GER40_m_i,13279.7,13295.2,13259.2,13313.7,13286.45,13289.366666666669,13290.825,13286.95,3200,2019-12-13 19:30:00
3908,GER40_m_i,13296.3,13311.8,13286.7,13319.7,13303.2,13306.066666666666,13307.5,13303.625,1958,2019-12-13 19:45:00
3909,GER40_m_i,13312.2,13337.7,13299.7,13380.2,13339.95,13339.200000000003,13338.825,13332.45,4167,2019-12-13 20:00:00
3910,GER40_m_i,13338.2,13325.4,13321.4,13358.4,13339.9,13335.066666666666,13332.65,13335.849999999999,2715,2019-12-13 20:15:00
3911,GER40_m_i,13324.9,13295.9,13284.9,13332.0,13308.45,13304.266666666668,13302.175000000001,13309.425000000001,3033,2019-12-13 20:30:00
3912,GER40_m_i,13296.0,13278.0,13273.4,13311.4,13292.4,13287.6,13285.2,13289.7,2277,2019-12-13 20:45:00
3913,GER40_m_i,13278.5,13297.0,13274.9,13303.5,13289.2,13291.800000000001,13293.1,13288.475,1639,2019-12-13 21:00:00
3914,GER40_m_i,13297.0,13274.4,13271.0,13302.0,13286.5,13282.466666666667,13280.45,13286.1,1441,2019-12-13 21:15:00
3915,GER40_m_i,13274.4,13288.0,13270.9,13295.0,13282.95,13284.633333333333,13285.475,13282.075,1354,2019-12-13 21:30:00
3916,GER40_m_i,13288.5,13308.5,13285.0,13309.0,13297.0,13300.833333333334,13302.75,13297.75,973,2019-12-13 21:45:00
3917,GER40_m_i,13308.0,13315.1,13305.0,13318.0,13311.5,13312.699999999999,13313.3,13311.525,771,2019-12-13 22:00:00
3918,GER40_m_i,13315.5,13314.5,13309.1,13319.6,13314.35,13314.4,13314.425,13314.675,798,2019-12-13 22:15:00
3919,GER40_m_i,13315.0,13316.6,13312.0,13326.1,13319.05,13318.233333333332,13317.824999999999,13317.425,849,2019-12-13 22:30:00
3920,GER40_m_i,13316.5,13327.6,13316.0,13329.0,13322.5,13324.199999999999,13325.05,13322.275,549,2019-12-13 22:45:00
3921,GER40_m_i,13328.5,13321.0,13320.0,13328.5,13324.25,13323.166666666666,13322.625,13324.5,418,2019-12-13 23:00:00
3922,GER40_m_i,13321.5,13320.5,13318.6,13322.6,13320.6,13320.566666666666,13320.55,13320.8,392,2019-12-13 23:15:00
3923,GER40_m_i,13320.0,13316.6,13316.5,13323.0,13319.75,13318.699999999999,13318.175,13319.025,426,2019-12-13 23:30:00
3924,GER40_m_i,13316.6,13317.6,13311.0,13318.6,13314.8,13315.733333333332,13316.199999999999,13315.949999999999,377,2019-12-13 23:45:00
3925,GER40_m_i,13335.5,13336.9,13328.4,13338.9,13333.65,13334.733333333332,13335.275,13334.925,693,2019-12-16 12:30:00
3926,GER40_m_i,13337.4,13334.5,13330.9,13343.5,13337.2,13336.300000000001,13335.85,13336.575,828,2019-12-16 12:45:00
3927,GER40_m_i,13337.4,13357.4,13337.4,13373.5,13355.45,13356.1,13356.425000000001,13351.425000000001,2238,2019-12-16 13:00:00
3928,GER40_m_i,13357.9,13356.9,13342.9,13367.9,13355.4,13355.9,13356.15,13356.4,1616,2019-12-16 13:15:00
3929,GER40_m_i,13357.9,13364.9,13345.4,13366.9,13356.15,13359.066666666666,13360.525,13358.775,1240,2019-12-16 13:30:00
3930,GER40_m_i,13364.9,13377.9,13353.4,13387.4,13370.4,13372.9,13374.15,13370.9,1250,2019-12-16 13:45:00
3931,GER40_m_i,13377.4,13358.9,13351.9,13379.9,13365.9,13363.566666666666,13362.4,13367.025,1139,2019-12-16 14:00:00
3932,GER40_m_i,13359.4,13363.4,13349.9,13364.4,13357.15,13359.233333333332,13360.275,13359.275,975,2019-12-16 14:15:00
3933,GER40_m_i,13362.4,13363.4,13345.9,13363.9,13354.9,13357.733333333332,13359.15,13358.9,975,2019-12-16 14:30:00
3934,GER40_m_i,13362.9,13366.4,13355.9,13369.9,13362.9,13364.066666666666,13364.65,13363.775,780,2019-12-16 14:45:00
3935,GER40_m_i,13366.9,13360.4,13359.9,13371.9,13365.9,13364.066666666666,13363.15,13364.775,665,2019-12-16 15:00:00
3936,GER40_m_i,13359.9,13357.4,13350.9,13362.4,13356.65,13356.9,13357.025,13357.65,545,2019-12-16 15:15:00
3937,GER40_m_i,13355.9,13354.9,13353.9,13368.4,13361.15,13359.066666666666,13358.025,13358.275,710,2019-12-16 15:30:00
3938,GER40_m_i,13355.9,13356.9,13346.9,13358.4,13352.65,13354.066666666666,13354.775,13354.525,610,2019-12-16 15:45:00
3939,GER40_m_i,13357.4,13363.9,13352.9,13365.9,13359.4,13360.9,13361.65,13360.025,695,2019-12-16 16:00:00
3940,GER40_m_i,13363.4,13364.9,13362.4,13369.9,13366.15,13365.733333333332,13365.525,13365.15,575,2019-12-16 16:15:00
3941,GER40_m_i,13364.4,13374.9,13363.4,13377.9,13370.65,13372.066666666666,13372.775,13370.15,560,2019-12-16 16:30:00
3942,GER40_m_i,13374.4,13370.0,13364.4,13378.9,13371.65,13371.1,13370.825,13371.925000000001,631,2019-12-16 16:45:00
3943,GER40_m_i,13370.0,13377.5,13365.9,13378.0,13371.95,13373.800000000001,13374.725,13372.85,518,2019-12-16 17:00:00
3944,GER40_m_i,13378.0,13378.5,13372.0,13379.9,13375.95,13376.800000000001,13377.225,13377.1,587,2019-12-16 17:15:00
3945,GER40_m_i,13378.9,13376.4,13375.0,13384.0,13379.5,13378.466666666667,13377.95,13378.575,642,2019-12-16 17:30:00
3946,GER40_m_i,13376.4,13382.0,13373.9,13385.0,13379.45,13380.300000000001,13380.725,13379.325,485,2019-12-16 17:45:00
3947,GER40_m_i,13382.5,13384.0,13380.4,13387.4,13383.9,13383.933333333334,13383.95,13383.575,473,2019-12-16 18:00:00
3948,GER40_m_i,13383.4,13388.5,13383.4,13397.0,13390.2,13389.633333333333,13389.35,13388.075,684,2019-12-16 18:15:00
3949,GER40_m_i,13389.5,13386.4,13382.9,13390.0,13386.45,13386.433333333334,13386.425000000001,13387.2,557,2019-12-16 18:30:00
3950,GER40_m_i,13387.0,13382.0,13381.4,13389.4,13385.4,13384.266666666668,13383.7,13384.95,531,2019-12-16 18:45:00
3951,GER40_m_i,13381.4,13391.0,13379.5,13393.0,13386.25,13387.833333333334,13388.625,13386.225,538,2019-12-16 19:00:00
3952,GER40_m_i,13390.4,13396.5,13389.4,13399.1,13394.25,13395.0,13395.375,13393.85,580,2019-12-16 19:15:00
3953,GER40_m_i,13396.5,13396.5,13391.5,13403.0,13397.25,13397.0,13396.875,13396.875,648,2019-12-16 19:30:00
3954,GER40_m_i,13398.0,13389.0,13386.5,13403.0,13394.75,13392.833333333334,13391.875,13394.125,760,2019-12-16 19:45:00
3955,GER40_m_i,13389.5,13392.2,13385.5,13393.5,13389.5,13390.4,13390.849999999999,13390.175,567,2019-12-16 20:00:00
