,Unnamed: 0,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme,money,draw_down,score,methode,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,islearned,isborn,corr,corr_low,corr_high,permit
0,0,0.6268132422964986,0.2017054424202735,0.96,0.64,40.231660962097386,117.03257062633205,149.0,97.0,246.0,0.64,0.1212121212121212,0.33,0.303030303030303,0.96,1.0,0.78,0.2076923076923077,-0.0785901841598717,1.0,-0.1753278969819029,0.6461538461538462,-0.2388685249359875,1.0,-0.3793934913573168,0.6818181818181818,5.0,103436.95250729172,33.65691457615178,54.00260430131414,pr,low,220.0,322.0,28.0,macdh,82.0,83.0,5.0,7.0,0.17,2187.0,700.0,355.0,397.0,997.0,229.0,364.0,596.0,349.0,334.0,864.0,284.0,311.0,91.0,777.0,725.0,405.0,331.0,981.0,716.0,365.0,270.0,676.0,136.0,631.0,63.0,993.0,448.0,51.0,123.0,13.0,44.0,49.0,18.0,679.0,6.0,13.0,2.0,8.0,343.0,2.0,17.0,0.12,0.32,0.33,0.64,0.78,0.96,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.2649270099084274,-0.1915266613651006,-0.1973260273482207,True
