,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,distance,ramp_candle_lower,ramp_candle_upper,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,alpha,signal,score_buy,score_sell,permit
0,0,373576.8745127602,0.2047554038236363,0.1657684753427969,0.3778746816405726,0.5024320497943833,16.99085888094895,26.14177193485744,112,56,168,0.5024320497943833,0.2382671699106382,0.3564607434154437,18.67712346903909,7.144349371035553e-05,0.0001302258605473,-103.87191915903378,pr,517,181,69,0,0.09,buy,373576.8745127602,0.0,False
