score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0.0,4671147808.0,0.394491378,0.188810283,0.903951791,0.86,95.63608723,207.283461,368.0,331.0,934.0,0.68,0.161862528,0.31,0.161862528,0.93,1.0,0.89,1.0,-0.967578462,0.96803653,-1.272761888,0.96803653,-0.106596998,0.887755102,-0.296110574,1.0,25.0,0.34,567841264.0,pr,5.0,25.0,3.0,close,25.0,5.0,buy,4671147808.0,0.0,1.0
