,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.1418228199110529,0.0617844276898429,1.0269343743628745,0.2675957550622095,2.664211685942503,3.537096338252273,15,30,45,38.67392317685409,,,,,0.0,0.0,0,0,0,0,0,0.0,min_max,107,39,3,0.37,0.12,0.348,sell,7.105268844826797,0,True
