,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.0839836727065006,0.0540490037023626,0.5170202609830764,0.1975779270588822,4.305064682616443,4.733210517787626,36.0,54.0,90.0,2.9846003302867445,0.1064749787305232,0.1189279208847439,0.5170202609830764,1.572707195164469,1.095032180662135,3.780967721935833,27.0,5.0,32.0,0.2391888397402048,0.0726710220240983,4786.337134549729,pr,63.0,64.0,6.0,0.04,0.01,0.321,sell,7070.905975308562,0.0,True
