,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.1192002474009774,0.0526932207649791,0.8447204968944111,0.538388842750363,5.736010150340316,9.206680104713488,56,65,121,51.54662704977661,0.1945378645333851,0.1951555673261244,0.5659907036760033,1.0548401099696003,2.4104205301225297,10.569219369856665,39,15,54,0.5452439711150783,0.3700138668613527,15860.70494444316,pr,84,68,5,0.24,0.3,0.351,sell,1382.4244190366494,0,False
