,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.2185131691478035,0.0656525866281703,0.9164163241402484,0.5260423431614387,1.981335632153833,5.410021704724008,19,13,32,8054.2551838466225,0.2855037657103124,0.2877849193617413,0.7552110733115898,1.018942011341079,2.1235585996370863,2.176861435561494,6,8,14,0.7817776285192681,0.7516477702710218,0.4797255233196709,min_max,148,8,4,0.09,0.13,0.299,sell,4281.965741433423,0,False
