,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,value_max_lower_cci_pr,methode,high_period,low_period,distance_lines,cross_line,max_st,max_tp,signal,score_buy,score_sell,permit
0,0,1486.02740337337,0.0310339932250431,0.0311601951477864,0.6001233701218789,0.4348926574472497,0.0,1.427563688351985,7,0,7,0.0,pr,50,25,5,163,0.49,0.6,"buy,sell",0,743.0137016866851,False
