,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
34,HLCC/4,238,751,30,macdh,72,113,6,8,0.1,135,548,210,106,24,185,229,419,78,90,56,118,182,859,796,510,363,50,486,440,113,5,101,635,651,806,671,393,233,4,8,401,639,22,428,38,70,153,17,378,34,35,0.5,0.57,15.14,17.95,19.53,15.91,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,-1.0,True,False
35,HLC/3,293,457,25,macd,69,4,6,50,0.33,1642,876,152,51,119,197,86,999,79,54,666,25,124,344,949,571,187,161,910,295,151,36,793,810,715,407,174,14,996,937,111,122,848,43,339,39,90,55,5,565,1,40,0.47,0.7,19.84,16.33,18.44,18.0,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,-1.0,True,False
36,HLC/3,652,1020,4,macdh,198,110,6,49,0.19,962,95,92,62,666,117,117,787,107,88,308,114,134,202,766,263,404,27,878,817,169,48,74,851,482,133,793,428,839,787,237,277,23,19,216,33,88,90,5,977,2,42,0.97,0.86,18.99,18.58,19.39,15.8,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,-1.0,True,False
37,close,442,1381,16,macdh,60,46,6,48,0.62,2589,838,142,150,336,89,248,233,217,184,852,110,42,94,829,687,408,198,894,131,466,323,101,891,109,234,955,686,605,475,293,1211,436,47,441,158,679,99,48,804,24,27,0.62,0.05,19.11,18.09,19.94,15.55,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,-1.0,True,False
38,HLCC/4,345,372,24,macdh,170,157,4,19,0.9,2452,71,65,31,543,2,166,570,66,140,792,215,109,134,955,386,355,44,643,398,228,166,166,632,31,401,928,284,189,495,84,823,2303,30,106,33,100,140,24,290,7,17,0.52,0.27,0.96,5.91,4.58,9.83,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,-1.0,True,False
39,open,240,679,4,macds,147,72,6,24,0.7,1093,893,51,82,607,103,95,937,149,77,50,48,4,893,439,304,336,148,49,730,345,135,901,18,897,18,137,601,233,598,296,738,1337,21,200,7,66,196,19,553,15,42,0.4,0.4,17.28,19.08,15.15,18.5,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,-1.0,True,False
40,HLCC/4,223,1071,47,macd,249,65,6,24,0.39,409,126,52,63,811,190,237,601,125,211,522,25,246,357,763,201,165,80,248,185,131,129,941,374,478,607,393,334,765,39,409,579,1133,18,723,3,87,24,38,348,15,42,0.28,0.5,15.57,16.04,19.27,19.4,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,True,-1.0,True,False
41,high,674,1178,20,macdh,200,191,6,19,0.57,615,974,143,144,462,10,205,344,54,113,788,49,248,880,735,397,236,198,874,739,142,10,921,412,936,496,683,671,278,334,428,749,1359,27,766,288,611,145,49,855,1,27,0.73,0.98,15.75,19.09,16.49,15.58,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,-1.0,True,False
42,HL/2,10,575,20,macd,18,76,6,39,0.04,514,973,123,71,587,240,208,382,99,5,592,61,88,294,725,452,293,28,805,291,181,106,106,679,392,134,365,278,141,498,231,1005,988,35,208,40,61,11,17,829,44,9,0.38,0.38,18.46,19.45,17.51,15.37,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,False,-1.0,True,False
43,low,232,1004,46,macd,203,126,6,45,0.03,1425,273,30,75,852,32,22,757,250,89,203,93,105,356,835,659,255,228,225,69,309,115,907,567,499,869,175,736,71,9,323,775,61,15,17,425,903,162,21,869,32,13,0.47,0.85,19.5,18.87,15.05,15.69,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,-1.0,True,False
