,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
0,low,65,1010,15,macd,3,79,6,23,0.56,2938,399,238,51,229,50,70,37,220,20,413,244,41,325,891,440,466,173,651,461,67,64,265,698,971,75,88,231,616,21,190,221,1051,22,941,16,28,209,24,268,30,29,0.79,0.79,40,41,0.94,0.81,0.95,0.89,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,-1,True,False
1,low,307,1296,6,macds,144,250,6,19,0.93,803,485,149,38,395,144,25,692,29,139,520,58,51,666,877,586,372,301,190,478,312,7,605,928,776,357,485,997,864,641,70,460,2308,20,878,47,66,158,9,813,3,5,0.2,0.27,41,48,0.86,0.89,0.86,0.8,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,-1,True,False
2,HL/2,268,1172,8,macd,32,192,6,49,0.59,1225,128,15,193,176,201,93,238,172,41,230,134,124,272,465,863,185,31,157,800,470,253,187,294,740,332,192,102,652,284,254,767,2017,3,287,17,32,114,45,263,4,10,0.03,0.8,23,18,0.99,0.92,0.84,0.81,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,-1,True,False
3,close,162,674,24,macdh,200,90,6,44,0.32,1335,301,170,136,129,149,193,4,112,126,102,192,113,28,532,303,369,339,824,692,114,54,258,207,760,41,938,562,966,95,243,1279,48,34,114,26,998,174,7,358,15,5,0.86,0.87,18,22,0.87,0.89,0.95,0.84,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,-1,True,False
4,HL/2,225,1338,36,macd,32,233,6,2,0.81,340,193,221,162,20,57,145,978,196,210,888,38,225,617,702,425,197,127,87,740,368,357,452,555,723,140,780,751,820,952,136,666,944,18,694,19,84,105,41,114,15,20,0.04,0.31,13,9,0.98,0.96,0.86,0.99,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,-1,True,False
5,HLCC/4,229,1156,36,macdh,237,212,6,28,0.62,1793,161,124,119,54,32,8,836,68,148,115,34,216,982,574,92,214,189,196,154,91,32,958,260,329,519,851,463,100,425,90,835,1181,42,582,32,37,87,50,948,9,5,0.44,0.27,4,44,0.85,0.93,0.84,0.86,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,True,True,-1,True,False
6,low,143,885,38,macdh,205,73,6,21,0.75,2186,496,23,53,415,67,35,384,235,106,701,32,58,843,780,408,444,312,490,361,456,210,662,675,503,331,264,588,574,273,17,480,951,6,538,29,95,84,22,402,9,42,0.72,0.01,44,38,0.95,0.9,0.97,0.94,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,-1,True,False
7,low,547,599,48,macd,147,62,6,24,0.57,476,239,159,241,990,72,38,678,204,149,381,208,87,765,858,499,460,443,218,931,466,237,900,336,922,528,481,346,874,45,106,1105,101,18,201,13,59,65,12,464,16,13,0.49,0.12,9,4,0.92,0.98,0.94,0.86,False,True,True,False,True,True,True,False,False,True,False,False,False,True,True,True,False,-1,True,False
8,close,285,1116,29,macds,150,219,5,37,0.05,2792,569,145,9,672,62,32,421,112,232,843,97,26,726,897,560,289,204,81,192,170,62,790,796,233,950,376,765,19,331,387,567,1640,14,816,25,79,183,6,806,11,43,0.15,0.96,40,36,0.0,0.0,0.0,0.0,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,False,True,-1,True,False
9,OHLC/4,108,317,9,macds,2,154,6,1,0.8,2556,242,11,244,787,75,123,160,170,69,156,85,203,104,679,591,214,7,784,256,106,77,368,556,153,507,304,167,702,847,472,692,1290,19,991,8,83,106,38,117,35,17,0.3,0.58,36,42,0.83,0.95,0.89,0.87,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,-1,True,False
10,low,398,799,35,macd,110,166,6,11,0.62,1933,913,148,191,333,179,75,787,153,13,281,192,170,790,920,630,248,60,695,368,94,66,843,872,944,438,405,10,864,892,390,1003,322,22,193,96,1130,11,6,486,35,14,0.2,0.2,17,22,0.88,0.9,0.86,0.99,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,-1,True,False
11,open,646,1305,38,macdh,77,212,6,14,0.01,2522,152,130,42,385,40,13,621,190,187,243,177,75,3,559,350,330,313,709,253,185,27,819,822,363,613,988,252,593,224,190,372,1720,20,950,2,59,176,8,747,6,16,0.02,0.76,38,32,0.99,0.84,0.89,0.99,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,-1,True,False
12,HL/2,182,870,33,macds,27,140,6,20,0.15,2644,835,52,185,900,211,160,249,52,137,715,188,123,38,445,284,227,131,130,380,163,103,57,578,261,716,977,27,777,238,276,1246,2080,36,887,14,67,110,49,524,18,1,0.49,0.68,12,50,0.9,0.83,0.95,0.84,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,-1,True,False
13,close,335,844,22,macdh,151,25,6,24,0.97,2187,968,159,202,562,89,113,204,26,107,551,19,207,440,815,718,75,14,117,779,432,190,62,712,297,738,291,983,593,322,324,998,1100,34,362,10,73,99,20,975,11,47,0.11,0.27,9,28,0.88,0.9,0.9,0.88,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,-1,True,False
14,OHLC/4,655,1407,22,macds,15,123,6,21,0.11,1268,146,11,136,439,90,192,9,197,124,83,86,184,451,796,731,453,411,246,869,175,133,289,769,668,72,118,400,715,520,182,832,590,16,219,49,53,66,18,687,5,38,0.19,0.51,14,42,0.84,0.98,0.82,0.81,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,-1,True,False
15,OHLC/4,487,937,22,macdh,146,37,6,40,0.77,2442,927,112,99,840,236,103,415,41,69,587,5,94,750,316,180,423,164,148,998,409,112,460,940,970,781,683,581,540,463,310,1250,2252,2,840,33,64,180,47,236,12,9,0.6,0.99,49,40,0.93,0.89,0.99,0.96,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,-1,True,False
16,low,379,1433,45,macds,230,201,6,45,0.87,2750,790,186,71,132,19,120,311,247,221,228,126,11,118,646,444,112,75,581,415,163,121,273,869,139,656,459,645,870,925,443,1317,1106,29,476,10,88,161,27,868,21,38,0.05,0.2,26,17,0.81,0.94,0.8,0.88,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,-1,True,False
17,OHLC/4,484,495,10,macd,40,51,6,26,0.55,2634,900,45,227,826,239,158,194,152,238,382,119,112,114,499,256,146,43,909,777,271,137,492,7,995,873,19,607,25,449,310,1142,1245,41,408,43,102,80,22,654,41,18,0.2,0.65,37,15,0.91,0.83,0.87,0.93,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False,-1,True,False
18,high,448,916,45,macds,73,157,6,14,0.16,1427,432,183,245,392,62,56,488,144,69,607,67,33,741,637,831,460,46,232,434,342,127,913,52,278,955,140,462,116,376,468,719,1915,5,724,40,59,17,7,224,49,36,0.75,0.73,38,30,0.87,0.97,0.99,0.96,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,-1,True,False
19,open,734,818,6,macdh,149,70,6,6,0.98,783,601,16,15,332,181,165,407,231,104,713,192,118,883,157,719,334,327,792,556,187,3,470,998,951,583,414,424,902,974,157,755,1216,10,100,14,32,4,21,749,26,4,0.11,0.34,11,31,0.93,0.89,0.86,0.97,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,-1,True,False
20,HLCC/4,338,436,15,macd,86,100,6,7,0.1,918,561,179,120,696,88,202,555,33,250,817,245,97,190,485,345,276,167,736,587,462,163,690,573,528,435,730,273,433,726,339,511,299,47,595,6,61,178,41,691,5,21,0.36,0.38,29,44,0.9,0.88,0.92,0.97,True,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,-1,True,False
21,close,41,129,11,macdh,4,12,6,46,0.67,120,161,230,233,794,86,25,925,105,145,131,126,95,841,650,201,129,122,926,613,156,47,614,855,94,412,532,150,233,269,375,1119,2000,17,655,10,61,9,35,271,46,44,0.92,0.38,36,19,0.91,0.92,0.93,0.98,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,-1,True,False
22,low,234,1015,46,macds,209,149,6,8,0.11,2023,320,242,50,728,55,145,76,248,111,358,155,135,531,284,559,217,103,243,528,348,101,660,25,520,640,888,489,22,936,489,655,2477,15,515,39,65,200,20,209,2,20,0.12,0.92,5,47,0.92,0.85,0.81,0.92,False,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,False,-1,True,False
23,high,359,685,33,macds,84,212,6,43,0.28,2757,263,44,75,562,152,43,597,30,232,633,181,235,760,922,819,108,25,234,598,258,127,729,390,365,44,911,892,60,781,186,1352,2321,45,623,174,487,14,49,941,27,10,0.91,0.28,27,49,0.92,0.83,0.92,0.83,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,-1,True,False
24,low,357,1311,5,macds,188,66,4,27,0.84,559,963,81,9,895,181,203,278,48,43,309,151,179,606,947,892,437,213,181,276,225,30,146,121,155,917,977,188,60,856,272,838,81,36,651,4,62,26,43,808,20,3,0.41,0.99,12,3,0.0,0.0,0.0,0.0,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,False,-1,True,False
25,HL/2,518,862,15,macdh,249,204,6,19,0.54,1882,330,156,166,374,14,60,86,141,192,218,38,117,654,885,273,490,70,840,371,200,55,119,379,381,171,266,712,203,395,448,1380,2138,50,52,7,29,159,48,871,30,11,0.27,0.13,40,20,0.99,0.8,0.96,0.8,False,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,-1,True,False
26,HLCC/4,189,265,48,macdh,106,165,6,48,0.24,1951,156,108,178,727,72,54,776,24,56,581,211,15,97,927,376,199,179,828,166,157,81,431,711,821,241,248,306,661,288,193,812,2432,24,201,272,1338,83,19,584,46,33,0.28,0.86,28,21,0.83,0.92,0.95,0.98,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,-1,True,False
27,close,111,348,29,macd,72,236,6,13,0.6,514,576,40,238,914,83,87,951,225,250,639,81,143,38,659,531,246,9,342,328,211,206,510,677,398,189,124,277,421,526,24,1283,332,2,876,47,78,23,2,772,4,20,0.26,0.15,15,29,0.99,0.83,0.91,0.85,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,-1,True,False
28,HL/2,690,992,38,macdh,93,127,6,6,0.63,1264,499,28,184,989,22,127,631,96,167,141,232,44,58,540,279,124,74,148,486,226,174,65,886,57,19,983,53,705,852,90,620,2401,49,184,30,51,93,19,949,42,47,0.43,0.35,11,29,0.9,0.81,0.82,0.99,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,-1,True,False
29,high,406,1078,19,macd,55,99,6,26,0.76,925,375,93,89,482,110,79,845,229,116,842,174,197,725,595,874,394,222,473,126,340,115,31,668,624,156,758,319,345,682,350,641,707,48,598,44,96,36,48,230,35,19,0.99,0.73,15,45,0.8,0.92,0.91,0.85,True,False,True,False,False,True,False,False,True,True,False,False,True,True,True,True,True,-1,True,False
30,OHLC/4,504,842,41,macds,66,4,6,35,0.05,1073,882,135,218,962,53,124,128,24,40,762,63,203,568,565,509,156,47,191,692,360,108,346,69,836,77,332,815,233,630,249,754,1873,32,401,4,100,180,10,271,43,15,0.32,0.52,6,10,0.87,0.99,0.94,0.98,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,-1,True,False
31,HL/2,218,1042,17,macdh,4,24,6,30,0.5,2484,926,50,202,610,232,103,193,176,17,943,49,123,997,817,566,394,9,126,72,219,20,870,46,842,676,137,537,612,567,25,808,2202,50,23,25,78,153,39,771,33,15,0.77,0.83,41,12,0.93,0.96,0.85,0.8,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,-1,True,False
32,HLCC/4,503,962,48,macd,40,72,6,18,0.88,1959,816,37,49,362,184,222,352,222,182,856,201,245,967,556,275,117,69,240,176,25,15,761,815,192,546,824,579,4,902,371,737,51,22,124,44,64,127,39,289,5,1,0.37,0.02,18,49,0.83,0.89,0.87,0.86,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,-1,True,False
33,OHLC/4,783,1195,5,macds,173,162,6,24,0.02,1601,183,35,249,598,179,94,37,213,248,358,159,225,123,437,358,323,30,802,269,212,162,446,545,392,749,284,867,290,736,482,1144,2313,13,6,30,31,117,38,107,29,42,0.83,0.26,37,26,0.97,0.86,0.98,0.96,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,-1,True,False
34,low,38,636,25,macdh,213,26,6,48,0.58,372,483,207,196,705,126,26,809,102,100,138,76,45,710,711,462,377,153,945,849,203,82,568,538,906,182,980,260,842,375,162,548,651,37,23,198,1066,11,5,896,43,8,0.21,0.44,10,27,0.82,0.84,0.92,0.94,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,-1,True,False
35,HLCC/4,315,559,9,macdh,28,207,6,12,0.61,1664,525,147,141,951,233,186,190,179,226,777,28,33,585,908,788,136,8,617,186,87,44,191,2,154,633,285,677,234,889,368,374,1419,33,636,188,1334,197,5,116,15,1,0.5,0.8,24,33,0.94,0.87,0.94,0.88,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,-1,True,False
36,close,729,1494,27,macdh,8,49,6,18,0.66,747,785,77,197,802,151,36,322,133,203,940,176,146,287,933,535,339,105,598,512,183,28,525,559,582,280,236,956,189,262,185,1143,552,47,17,84,968,95,28,197,11,17,0.6,0.61,25,43,0.8,0.89,0.88,0.9,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,-1,True,False
37,close,387,824,31,macds,244,71,6,13,0.3,2278,368,59,22,764,169,224,718,18,60,918,214,101,416,985,270,165,14,515,221,97,70,472,115,309,685,582,97,585,916,56,1144,792,8,327,243,475,74,50,503,35,46,0.89,0.31,13,2,0.96,0.9,0.8,0.85,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,True,-1,True,False
38,low,37,1362,25,macd,160,76,6,34,0.33,994,962,236,12,77,43,234,431,17,233,611,62,218,932,223,149,49,5,168,111,423,82,264,431,943,929,626,686,320,260,241,1367,977,41,481,20,85,130,50,761,42,2,0.63,0.92,25,39,0.99,0.87,0.84,0.97,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False,-1,True,False
39,low,445,1250,8,macdh,248,236,6,7,0.84,2398,106,90,209,39,4,137,702,97,161,138,78,207,373,220,825,319,185,631,328,89,52,640,408,777,812,242,574,509,261,469,717,1430,27,157,2,45,168,43,215,4,33,0.78,0.48,19,7,0.97,0.93,0.86,0.91,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,-1,True,False
40,HLC/3,20,1332,50,macd,174,107,6,3,0.6,1402,122,213,50,50,8,192,704,8,193,404,14,219,304,945,421,496,243,241,763,262,170,846,750,386,651,304,688,732,438,23,106,216,11,952,10,29,150,32,426,21,31,0.91,0.08,2,31,0.89,0.88,0.81,0.92,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,-1,True,False
41,open,137,627,15,macd,119,100,6,38,0.71,2027,935,169,246,171,147,36,507,79,109,777,174,6,423,771,177,321,260,719,431,172,87,661,699,213,764,949,16,913,301,203,731,1245,26,499,18,58,6,10,130,31,28,0.73,0.05,37,38,0.88,0.86,0.88,0.93,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,-1,True,False
42,HLC/3,445,751,9,macd,170,230,6,29,0.04,2773,826,65,153,637,162,166,553,174,30,618,173,80,769,977,520,486,278,169,420,415,14,827,161,181,670,803,224,59,634,169,1300,313,24,95,14,107,96,5,578,50,22,0.79,0.01,5,13,0.93,0.92,0.94,0.96,False,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,-1,True,False
43,open,133,584,49,macd,164,117,6,14,0.49,1606,500,155,233,50,152,63,661,206,166,388,182,198,118,831,173,227,99,931,617,368,332,557,716,470,185,248,701,262,476,293,601,1675,31,616,49,102,22,24,275,28,34,0.39,0.36,22,2,0.83,0.81,0.85,0.96,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,-1,True,False
44,OHLC/4,260,651,12,macds,7,195,6,4,0.62,1467,772,31,211,485,118,192,767,209,104,442,78,122,417,800,569,145,53,819,558,246,76,705,423,447,871,650,90,694,619,342,719,12,4,536,19,98,191,34,854,43,43,0.19,0.35,24,38,0.87,0.9,0.91,0.94,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,-1,True,False
45,high,653,863,44,macd,199,45,6,24,0.87,707,590,170,172,50,234,190,188,196,110,801,36,100,552,689,619,241,85,559,164,158,125,496,742,159,136,740,471,12,659,102,363,2430,5,659,4,15,39,47,707,16,26,0.36,0.02,9,40,0.96,0.95,0.98,0.91,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,-1,True,False
46,HL/2,557,776,24,macd,233,132,6,21,0.98,2882,168,70,182,760,188,188,241,105,227,826,55,151,468,568,534,187,161,209,267,96,50,767,854,515,690,331,296,625,224,44,974,2455,5,159,3,758,175,34,682,4,48,0.84,0.39,5,6,0.95,0.99,0.9,0.9,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,-1,True,False
47,HLCC/4,470,1280,46,macds,169,212,6,42,0.65,1808,641,16,237,777,187,234,524,5,70,278,76,212,402,395,377,288,192,60,625,420,130,800,631,899,788,256,960,246,89,215,308,2342,3,239,3,110,197,34,846,16,33,0.69,0.58,14,28,0.88,0.94,0.8,0.85,True,True,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,-1,True,False
48,HL/2,674,886,12,macdh,173,110,6,49,0.63,2907,756,60,162,150,147,17,946,84,210,761,208,97,943,561,441,262,127,117,926,244,17,316,406,279,628,417,484,481,397,126,1090,215,24,405,31,48,158,30,29,30,38,0.48,0.2,31,50,0.95,0.98,0.89,0.95,True,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,-1,True,False
49,high,140,796,24,macds,139,10,6,36,0.74,2074,195,105,167,655,159,4,461,6,141,322,146,35,510,692,329,114,80,976,662,274,255,457,320,219,371,785,636,135,344,456,867,431,32,475,63,563,5,27,576,19,38,0.02,0.22,14,14,0.95,0.87,0.86,0.86,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,-1,True,False
50,HLC/3,21,1113,11,macd,40,152,6,4,0.65,821,876,102,74,903,221,164,760,58,167,243,36,244,424,767,661,326,282,224,845,127,73,842,494,364,991,88,348,510,742,71,1266,2443,46,483,378,1039,156,15,296,6,24,0.79,0.23,25,45,0.87,0.81,0.97,0.96,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,-1,True,False
51,HLCC/4,384,643,38,macdh,38,64,6,2,0.42,655,843,182,75,328,118,141,959,203,234,858,12,24,895,938,423,204,105,152,578,293,236,755,797,520,747,892,449,708,485,175,589,1341,1,445,47,95,142,30,465,4,48,0.98,0.35,34,36,0.88,0.97,0.98,0.95,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,-1,True,False
52,close,177,521,43,macdh,114,117,6,20,0.68,177,406,118,164,52,25,141,928,13,11,325,61,209,546,802,397,474,454,674,457,102,36,503,28,506,293,882,526,55,196,126,961,154,45,863,336,1165,28,2,358,4,15,0.07,0.31,28,11,0.85,0.83,0.85,0.97,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,-1,True,False
53,close,599,1078,17,macdh,11,71,6,38,0.92,2225,862,152,218,344,42,73,424,206,230,481,115,67,694,699,431,192,24,86,16,454,69,722,143,91,989,167,789,995,535,485,968,825,12,253,11,39,74,1,861,25,9,0.21,0.02,36,3,0.9,0.91,0.91,0.85,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,-1,True,False
54,HLCC/4,287,779,15,macds,246,98,6,33,0.86,62,722,86,131,348,91,51,980,73,217,701,210,158,626,662,568,344,128,158,639,391,171,662,11,518,481,695,713,840,976,293,416,1803,46,659,46,58,180,3,35,13,12,0.96,0.79,39,21,0.93,0.92,0.98,0.88,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,-1,True,False
55,HL/2,125,727,12,macd,74,163,6,23,0.42,755,644,144,97,862,175,4,888,12,189,395,195,170,117,877,789,265,57,892,704,461,305,369,2,131,448,329,249,585,16,304,383,687,38,891,48,66,40,45,698,10,45,0.37,0.65,18,30,0.94,0.82,0.81,0.81,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,-1,True,False
56,HLC/3,586,931,42,macdh,226,221,6,33,0.34,179,393,222,44,705,11,170,145,233,182,988,126,50,718,775,465,422,11,240,821,441,21,142,591,989,169,640,695,5,950,232,632,2486,46,406,7,100,5,24,129,43,3,0.97,0.3,48,38,0.81,0.91,0.99,0.92,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,-1,True,False
57,OHLC/4,21,458,21,macdh,224,49,6,50,0.44,1021,681,73,223,714,85,79,916,38,19,982,66,15,711,972,495,453,16,910,250,208,123,246,362,357,748,627,500,43,198,467,910,1526,1,226,500,1274,202,45,546,19,27,0.47,0.48,1,26,0.97,0.96,0.89,0.8,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,-1,True,False
58,low,164,706,23,macds,115,19,6,41,0.98,2807,590,141,86,856,57,104,896,68,76,752,155,99,677,824,500,362,226,171,154,278,54,68,588,715,209,767,76,637,666,286,1019,2105,2,461,40,97,196,48,756,49,7,0.59,0.42,39,6,0.92,0.94,0.81,0.94,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,-1,True,False
59,OHLC/4,60,347,32,macdh,142,72,6,50,0.81,1897,943,116,104,284,164,52,184,167,89,63,133,150,932,903,199,341,306,772,512,434,287,961,269,551,456,31,695,658,460,226,476,951,7,284,18,107,52,47,539,34,7,0.59,0.23,29,46,0.87,0.9,0.99,0.96,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,-1,True,False
60,OHLC/4,29,917,19,macd,167,153,6,20,0.3,1200,296,230,206,582,247,139,443,42,44,616,198,180,315,443,827,296,89,39,697,374,95,825,753,18,465,342,686,341,220,164,1163,2101,34,258,14,43,146,5,841,32,48,0.25,0.86,28,33,0.98,0.83,0.98,0.96,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,-1,True,False
61,high,301,583,15,macd,14,236,6,24,0.14,2913,430,247,72,275,193,157,848,52,94,874,80,152,323,720,574,360,105,880,707,124,57,527,694,322,547,575,722,974,121,37,939,1716,45,88,47,59,33,35,389,24,48,0.18,0.97,37,47,0.97,0.86,0.88,0.99,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,-1,True,False
62,close,370,619,37,macd,77,245,6,14,0.95,2586,859,121,125,927,8,61,662,219,71,345,11,122,662,631,220,182,25,139,463,439,23,593,644,748,275,403,652,346,753,361,1099,6,43,728,14,60,143,16,742,30,39,0.46,0.71,35,3,0.95,0.96,0.84,0.85,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,-1,True,False
63,HLCC/4,137,302,26,macds,35,154,6,34,0.84,2436,573,172,229,563,41,125,540,179,133,396,69,201,151,517,424,286,185,246,606,339,115,788,634,332,979,113,457,206,530,215,301,671,3,309,29,108,68,32,414,5,46,0.96,0.02,15,6,0.8,0.8,0.92,0.97,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,-1,True,False
64,close,291,1260,39,macd,226,16,6,26,0.7,1592,356,60,203,338,207,158,204,50,207,816,71,239,44,941,520,252,95,148,639,20,15,856,333,743,890,497,981,586,574,292,953,2322,22,760,7,35,83,32,770,43,7,0.54,0.84,25,48,0.9,0.95,0.91,0.83,True,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,-1,True,False
65,low,442,1130,50,macdh,45,94,6,42,0.84,1491,944,131,226,983,187,8,959,49,20,636,57,227,994,891,797,449,410,724,685,100,98,420,416,427,534,299,555,589,64,406,1281,1222,13,958,442,702,183,33,798,33,1,0.65,0.18,40,27,0.86,0.86,0.83,0.99,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,-1,True,False
66,open,226,289,48,macds,47,119,6,1,0.56,443,418,155,5,571,22,70,84,164,130,151,125,233,371,956,665,359,226,47,492,490,319,550,490,229,422,957,702,590,583,320,1387,969,22,795,2,35,168,14,202,26,17,0.72,0.81,41,24,0.81,0.85,0.96,0.84,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,-1,True,False
67,HLCC/4,59,978,10,macds,240,148,6,50,0.18,591,831,16,175,506,63,69,938,233,218,484,108,39,319,544,426,378,17,458,355,51,46,550,522,318,547,437,531,974,745,273,614,855,43,51,41,945,206,15,440,38,36,0.32,0.55,29,9,0.8,0.96,0.85,0.82,False,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,-1,True,False
68,OHLC/4,487,816,14,macds,217,107,6,48,0.47,2145,222,36,212,821,15,189,432,119,108,778,8,199,349,576,346,269,265,952,805,215,2,565,980,445,213,997,117,560,981,404,757,24,14,776,40,97,132,5,941,37,40,0.48,0.94,44,23,0.88,0.95,0.87,0.9,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,-1,True,False
69,high,528,784,47,macdh,56,87,6,12,0.06,1698,379,242,86,518,178,3,80,73,221,399,135,124,115,886,810,431,178,209,773,496,149,803,26,932,401,968,927,218,269,167,1305,1674,6,487,5,72,206,30,91,35,43,0.48,0.21,13,16,0.8,0.94,0.89,0.98,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,-1,True,False
70,HL/2,348,777,46,macdh,91,144,6,11,0.16,2169,562,96,194,981,83,166,438,201,100,480,237,119,262,1000,919,157,87,239,176,499,417,147,713,268,152,760,541,489,21,246,598,111,21,730,3,4,16,48,719,29,2,0.59,0.42,33,32,0.87,0.89,0.96,0.94,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,False,-1,True,False
