,CAC40_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
42,CAC40_i,5432.5,5412.6,5400.6,5435.6,5418.1,5416.266666666667,5415.35,5420.325000000001,2616,2020-12-22 00:00:00
43,CAC40_i,5412.1,5392.1,5388.6,5423.1,5405.85,5401.266666666667,5398.975,5403.975,4009,2020-12-22 04:00:00
44,CAC40_i,5392.6,5434.2,5383.6,5468.7,5426.15,5428.833333333333,5430.175,5419.775,11801,2020-12-22 08:00:00
45,CAC40_i,5434.2,5447.1,5423.2,5453.2,5438.2,5441.166666666667,5442.65,5439.425,7821,2020-12-22 12:00:00
46,CAC40_i,5447.2,5465.9,5431.8,5475.4,5453.6,5457.7,5459.75,5455.075,7503,2020-12-22 16:00:00
47,CAC40_i,5466.4,5465.3,5459.3,5472.4,5465.85,5465.666666666667,5465.575,5465.85,3331,2020-12-22 20:00:00
48,CAC40_i,5466.4,5444.8,5435.4,5476.4,5455.9,5452.2,5450.349999999999,5455.75,4314,2020-12-23 00:00:00
49,CAC40_i,5444.3,5450.4,5432.5,5455.5,5444.0,5446.133333333333,5447.2,5445.675,2536,2020-12-23 04:00:00
50,CAC40_i,5449.9,5498.1,5448.9,5504.0,5476.45,5483.666666666667,5487.275,5475.225,8607,2020-12-23 08:00:00
51,CAC40_i,5498.5,5505.2,5483.0,5509.0,5496.0,5499.066666666667,5500.6,5498.925,5532,2020-12-23 12:00:00
52,CAC40_i,5505.7,5530.0,5499.5,5537.1,5518.3,5522.2,5524.15,5518.075,8124,2020-12-23 16:00:00
53,CAC40_i,5530.0,5529.2,5524.0,5541.1,5532.55,5531.433333333333,5530.875,5531.075,2745,2020-12-23 20:00:00
54,CAC40_i,5533.3,5539.7,5527.8,5541.5,5534.65,5536.333333333333,5537.175,5535.575,2062,2020-12-24 00:00:00
55,CAC40_i,5539.7,5550.0,5539.2,5550.0,5544.6,5546.400000000001,5547.3,5544.725,1639,2020-12-24 04:00:00
56,CAC40_i,5549.5,5528.9,5526.9,5555.2,5541.049999999999,5537.0,5534.975,5540.125,5236,2020-12-24 08:00:00
57,CAC40_i,5528.4,5521.2,5515.4,5536.4,5525.9,5524.333333333333,5523.55,5525.35,2422,2020-12-24 12:00:00
58,CAC40_i,5545.4,5537.4,5528.9,5548.4,5538.65,5538.233333333333,5538.025,5540.025,3246,2020-12-28 00:00:00
59,CAC40_i,5537.4,5546.4,5534.9,5550.9,5542.9,5544.066666666666,5544.65,5542.4,1814,2020-12-28 04:00:00
60,CAC40_i,5546.9,5575.6,5540.9,5579.6,5560.25,5565.366666666666,5567.924999999999,5560.75,7992,2020-12-28 08:00:00
61,CAC40_i,5576.1,5582.6,5570.1,5588.1,5579.1,5580.266666666667,5580.85,5579.225,4719,2020-12-28 12:00:00
62,CAC40_i,5582.6,5585.6,5575.6,5598.6,5587.1,5586.600000000001,5586.35,5585.6,5430,2020-12-28 16:00:00
63,CAC40_i,5585.6,5577.7,5575.6,5587.1,5581.35,5580.133333333334,5579.525000000001,5581.5,1647,2020-12-28 20:00:00
64,CAC40_i,5582.8,5600.3,5581.8,5603.8,5592.8,5595.3,5596.55,5592.175,1759,2020-12-29 00:00:00
65,CAC40_i,5600.3,5612.8,5597.8,5615.3,5606.55,5608.633333333334,5609.675,5606.55,2210,2020-12-29 04:00:00
66,CAC40_i,5612.3,5614.4,5599.6,5624.4,5612.0,5612.8,5613.200000000001,5612.675,8027,2020-12-29 08:00:00
67,CAC40_i,5614.0,5614.4,5603.0,5616.4,5609.7,5611.266666666666,5612.049999999999,5611.95,5278,2020-12-29 12:00:00
68,CAC40_i,5614.0,5585.9,5580.4,5621.0,5600.7,5595.766666666666,5593.299999999999,5600.325,6784,2020-12-29 16:00:00
69,CAC40_i,5586.0,5584.6,5580.9,5593.4,5587.15,5586.3,5585.875,5586.225,3568,2020-12-29 20:00:00
70,CAC40_i,5583.7,5580.2,5573.4,5587.7,5580.549999999999,5580.433333333333,5580.375,5581.25,2424,2020-12-30 00:00:00
71,CAC40_i,5581.2,5593.2,5581.2,5603.7,5592.45,5592.7,5592.825,5589.825,2076,2020-12-30 04:00:00
72,CAC40_i,5593.7,5615.8,5593.2,5623.8,5608.5,5610.933333333333,5612.15,5606.625,6472,2020-12-30 08:00:00
73,CAC40_i,5615.3,5599.3,5597.3,5619.9,5608.6,5605.5,5603.95,5607.95,5133,2020-12-30 12:00:00
74,CAC40_i,5599.3,5595.4,5585.8,5614.8,5600.3,5598.666666666667,5597.85,5598.825,5643,2020-12-30 16:00:00
75,CAC40_i,5595.8,5566.3,5566.3,5598.8,5582.55,5577.133333333334,5574.425,5581.8,2590,2020-12-30 20:00:00
76,CAC40_i,5573.7,5574.7,5571.2,5576.7,5573.95,5574.2,5574.325,5574.075,937,2020-12-31 00:00:00
77,CAC40_i,5575.7,5572.7,5567.7,5576.2,5571.95,5572.2,5572.325,5573.075,1140,2020-12-31 04:00:00
78,CAC40_i,5572.7,5576.9,5555.9,5578.8,5567.35,5570.533333333333,5572.125,5571.075,4017,2020-12-31 08:00:00
79,CAC40_i,5576.9,5550.4,5548.1,5595.9,5572.0,5564.8,5561.200000000001,5567.825000000001,3444,2020-12-31 12:00:00
80,CAC40_i,5585.0,5565.3,5552.4,5587.5,5569.95,5568.400000000001,5567.625,5572.55,4350,2021-01-04 00:00:00
81,CAC40_i,5566.8,5574.3,5565.8,5578.3,5572.05,5572.8,5573.175,5571.3,2515,2021-01-04 04:00:00
82,CAC40_i,5573.8,5644.6,5573.3,5652.6,5612.950000000001,5623.5,5628.775,5611.075,10131,2021-01-04 08:00:00
83,CAC40_i,5644.6,5642.1,5625.3,5653.1,5639.200000000001,5640.166666666667,5640.65,5641.275,6563,2021-01-04 12:00:00
84,CAC40_i,5642.1,5556.6,5535.6,5648.1,5591.85,5580.100000000001,5574.225,5595.6,12122,2021-01-04 16:00:00
85,CAC40_i,5555.6,5565.8,5552.6,5585.1,5568.85,5567.833333333333,5567.325,5564.775,6381,2021-01-04 20:00:00
86,CAC40_i,5558.9,5573.9,5558.9,5581.9,5570.4,5571.566666666666,5572.15,5568.4,3109,2021-01-05 00:00:00
87,CAC40_i,5573.4,5570.9,5558.4,5580.9,5569.65,5570.066666666666,5570.275,5570.9,3819,2021-01-05 04:00:00
88,CAC40_i,5570.4,5582.1,5546.7,5601.5,5574.1,5576.766666666667,5578.1,5575.175000000001,11721,2021-01-05 08:00:00
89,CAC40_i,5582.5,5531.0,5530.5,5590.0,5560.25,5550.5,5545.625,5558.5,9176,2021-01-05 12:00:00
90,CAC40_i,5531.5,5573.0,5525.5,5573.5,5549.5,5557.333333333333,5561.25,5550.875,9270,2021-01-05 16:00:00
91,CAC40_i,5573.5,5577.7,5571.0,5589.5,5580.25,5579.400000000001,5578.975,5577.925,4179,2021-01-05 20:00:00
92,CAC40_i,5566.3,5560.6,5548.1,5591.3,5569.700000000001,5566.666666666667,5565.15,5566.575,5223,2021-01-06 00:00:00
93,CAC40_i,5561.1,5564.6,5546.1,5573.1,5559.6,5561.266666666667,5562.1,5561.225,7863,2021-01-06 04:00:00
94,CAC40_i,5565.1,5598.4,5548.4,5611.2,5579.799999999999,5586.0,5589.1,5580.775,13920,2021-01-06 08:00:00
95,CAC40_i,5596.4,5604.9,5593.9,5617.4,5605.65,5605.399999999999,5605.275,5603.15,9790,2021-01-06 12:00:00
96,CAC40_i,5604.4,5646.4,5582.4,5648.9,5615.65,5625.899999999999,5631.025,5620.525,10037,2021-01-06 16:00:00
97,CAC40_i,5646.4,5623.6,5614.9,5652.9,5633.9,5630.466666666667,5628.75,5634.450000000001,7695,2021-01-06 20:00:00
98,CAC40_i,5631.2,5657.4,5619.2,5664.4,5641.799999999999,5647.0,5649.6,5643.05,3953,2021-01-07 00:00:00
99,CAC40_i,5657.9,5657.4,5643.4,5658.9,5651.15,5653.233333333333,5654.275,5654.4,3275,2021-01-07 04:00:00
100,CAC40_i,5658.4,5651.3,5635.8,5671.6,5653.700000000001,5652.900000000001,5652.5,5654.275,10973,2021-01-07 08:00:00
101,CAC40_i,5651.3,5649.8,5625.3,5659.8,5642.55,5644.966666666667,5646.175,5646.55,7667,2021-01-07 12:00:00
102,CAC40_i,5649.8,5666.3,5649.8,5686.8,5668.3,5667.633333333334,5667.3,5663.175,7157,2021-01-07 16:00:00
103,CAC40_i,5666.8,5674.5,5662.3,5680.3,5671.3,5672.366666666666,5672.9,5670.974999999999,3492,2021-01-07 20:00:00
104,CAC40_i,5667.6,5695.8,5667.1,5697.3,5682.200000000001,5686.733333333334,5689.0,5681.950000000001,2954,2021-01-08 00:00:00
105,CAC40_i,5695.8,5702.4,5693.4,5707.9,5700.65,5701.233333333333,5701.525,5699.874999999999,2705,2021-01-08 04:00:00
106,CAC40_i,5702.9,5686.8,5672.2,5720.9,5696.549999999999,5693.299999999999,5691.674999999999,5695.699999999999,9195,2021-01-08 08:00:00
107,CAC40_i,5686.7,5681.2,5680.2,5699.2,5689.7,5686.866666666666,5685.45,5686.825,6654,2021-01-08 12:00:00
108,CAC40_i,5681.2,5704.2,5680.2,5712.7,5696.45,5699.033333333333,5700.325,5694.575,8562,2021-01-08 16:00:00
109,CAC40_i,5704.2,5720.4,5677.7,5722.7,5700.2,5706.933333333333,5710.299999999999,5706.25,5851,2021-01-08 20:00:00
110,CAC40_i,5706.1,5694.8,5693.8,5715.1,5704.450000000001,5701.233333333334,5699.625,5702.450000000001,3174,2021-01-11 00:00:00
111,CAC40_i,5694.3,5682.3,5679.8,5698.3,5689.05,5686.8,5685.675,5688.675,4164,2021-01-11 04:00:00
112,CAC40_i,5681.8,5669.0,5665.2,5698.9,5682.049999999999,5677.7,5675.525,5678.724999999999,7418,2021-01-11 08:00:00
113,CAC40_i,5668.9,5639.4,5635.4,5684.4,5659.9,5653.066666666666,5649.65,5657.025,6140,2021-01-11 12:00:00
114,CAC40_i,5639.4,5664.9,5625.4,5667.4,5646.4,5652.566666666666,5655.65,5649.275,9186,2021-01-11 16:00:00
115,CAC40_i,5664.9,5659.6,5649.9,5669.9,5659.9,5659.8,5659.75,5661.075000000001,4119,2021-01-11 20:00:00
116,CAC40_i,5660.3,5666.4,5654.7,5676.4,5665.549999999999,5665.833333333333,5665.975,5664.45,3581,2021-01-12 00:00:00
117,CAC40_i,5666.9,5664.9,5654.9,5668.4,5661.65,5662.733333333333,5663.275,5663.775,2944,2021-01-12 04:00:00
118,CAC40_i,5664.4,5656.3,5648.8,5678.1,5663.450000000001,5661.066666666667,5659.875,5661.9,8400,2021-01-12 08:00:00
119,CAC40_i,5656.3,5651.3,5644.8,5662.8,5653.8,5652.966666666667,5652.55,5653.8,6558,2021-01-12 12:00:00
120,CAC40_i,5651.4,5631.8,5618.3,5667.3,5642.8,5639.133333333334,5637.3,5642.200000000001,8425,2021-01-12 16:00:00
121,CAC40_i,5631.8,5653.5,5629.8,5656.3,5643.05,5646.533333333333,5648.275,5642.849999999999,4091,2021-01-12 20:00:00
122,CAC40_i,5651.7,5652.7,5643.7,5654.2,5648.95,5650.2,5650.825,5650.575,1968,2021-01-13 00:00:00
123,CAC40_i,5652.7,5655.7,5649.2,5659.7,5654.45,5654.866666666666,5655.075,5654.325,1560,2021-01-13 04:00:00
124,CAC40_i,5656.2,5665.4,5642.8,5675.9,5659.35,5661.366666666666,5662.375,5660.075,6694,2021-01-13 08:00:00
125,CAC40_i,5665.8,5662.8,5639.3,5670.4,5654.85,5657.5,5658.825,5659.575,7014,2021-01-13 12:00:00
126,CAC40_i,5662.3,5664.8,5649.4,5674.4,5661.9,5662.866666666666,5663.349999999999,5662.724999999999,6520,2021-01-13 16:00:00
127,CAC40_i,5664.8,5662.3,5655.8,5670.3,5663.05,5662.8,5662.675,5663.3,3321,2021-01-13 20:00:00
128,CAC40_i,5662.6,5674.6,5658.1,5675.1,5666.6,5669.266666666667,5670.6,5667.6,1917,2021-01-14 00:00:00
129,CAC40_i,5674.1,5674.6,5666.1,5682.6,5674.35,5674.433333333334,5674.475,5674.35,3073,2021-01-14 04:00:00
130,CAC40_i,5674.1,5682.3,5652.9,5686.8,5669.85,5674.0,5676.075,5674.025,7241,2021-01-14 08:00:00
131,CAC40_i,5681.2,5669.2,5657.7,5682.2,5669.95,5669.7,5669.575,5672.575,5883,2021-01-14 12:00:00
132,CAC40_i,5669.7,5678.8,5665.7,5688.2,5676.95,5677.566666666667,5677.875,5675.6,6465,2021-01-14 16:00:00
133,CAC40_i,5678.8,5668.9,5664.9,5683.7,5674.299999999999,5672.5,5671.6,5674.075,3533,2021-01-14 20:00:00
134,CAC40_i,5675.0,5655.0,5653.5,5676.5,5665.0,5661.666666666667,5660.0,5665.0,2932,2021-01-15 00:00:00
135,CAC40_i,5655.5,5636.0,5636.0,5662.5,5649.25,5644.833333333333,5642.625,5647.5,3035,2021-01-15 04:00:00
136,CAC40_i,5636.5,5649.1,5633.5,5655.1,5644.3,5645.900000000001,5646.700000000001,5643.55,7973,2021-01-15 08:00:00
137,CAC40_i,5649.1,5617.1,5603.1,5653.1,5628.1,5624.433333333334,5622.6,5630.6,8328,2021-01-15 12:00:00
138,CAC40_i,5617.1,5606.1,5557.6,5618.6,5588.1,5594.100000000001,5597.1,5599.85,10636,2021-01-15 16:00:00
139,CAC40_i,5606.1,5597.6,5595.6,5613.1,5604.35,5602.100000000001,5600.975,5603.1,3908,2021-01-15 20:00:00
140,CAC40_i,5593.1,5589.1,5573.1,5597.1,5585.1,5586.433333333334,5587.1,5588.1,3769,2021-01-18 00:00:00
141,CAC40_i,5589.1,5587.1,5582.6,5592.6,5587.6,5587.433333333334,5587.35,5587.85,2608,2021-01-18 04:00:00
142,CAC40_i,5586.6,5587.2,5568.5,5598.7,5583.6,5584.8,5585.400000000001,5585.25,7702,2021-01-18 08:00:00
143,CAC40_i,5587.2,5609.7,5583.3,5612.3,5597.8,5601.766666666666,5603.75,5598.125,5446,2021-01-18 12:00:00
144,CAC40_i,5609.8,5619.7,5603.2,5622.2,5612.7,5615.033333333333,5616.2,5613.724999999999,4223,2021-01-18 16:00:00
145,CAC40_i,5619.7,5630.2,5618.2,5635.2,5626.7,5627.866666666666,5628.45,5625.825,901,2021-01-18 20:00:00
146,CAC40_i,5625.7,5640.7,5623.7,5643.7,5633.7,5636.033333333333,5637.2,5633.45,1970,2021-01-19 00:00:00
147,CAC40_i,5640.2,5639.7,5636.2,5654.6,5645.4,5643.5,5642.55,5642.675,2349,2021-01-19 04:00:00
148,CAC40_i,5639.2,5617.4,5604.8,5648.7,5626.75,5623.633333333334,5622.075000000001,5627.525000000001,7183,2021-01-19 08:00:00
149,CAC40_i,5617.8,5616.3,5606.8,5621.3,5614.05,5614.8,5615.175,5615.55,5264,2021-01-19 12:00:00
150,CAC40_i,5615.9,5605.8,5586.9,5621.3,5604.1,5604.666666666667,5604.95,5607.475,7769,2021-01-19 16:00:00
151,CAC40_i,5605.3,5609.3,5601.3,5611.3,5606.3,5607.3,5607.8,5606.8,2874,2021-01-19 20:00:00
152,CAC40_i,5621.1,5601.1,5596.1,5621.6,5608.85,5606.266666666667,5604.975,5609.975,2204,2021-01-20 00:00:00
153,CAC40_i,5601.1,5584.6,5584.1,5604.6,5594.35,5591.100000000001,5589.475,5593.6,2074,2021-01-20 04:00:00
154,CAC40_i,5585.6,5623.3,5582.6,5642.7,5612.65,5616.2,5617.974999999999,5608.549999999999,7611,2021-01-20 08:00:00
155,CAC40_i,5623.7,5616.8,5601.2,5636.2,5618.7,5618.066666666667,5617.75,5619.475,5713,2021-01-20 12:00:00
156,CAC40_i,5617.2,5626.2,5616.3,5637.7,5627.0,5626.733333333334,5626.6,5624.35,5940,2021-01-20 16:00:00
157,CAC40_i,5626.7,5639.9,5626.7,5642.2,5634.45,5636.266666666666,5637.174999999999,5633.875,2700,2021-01-20 20:00:00
158,CAC40_i,5640.0,5639.5,5635.0,5646.5,5640.75,5640.333333333333,5640.125,5640.25,1824,2021-01-21 00:00:00
159,CAC40_i,5639.5,5641.0,5638.0,5644.0,5641.0,5641.0,5641.0,5640.625,1415,2021-01-21 04:00:00
160,CAC40_i,5641.5,5618.6,5610.6,5663.1,5636.85,5630.766666666667,5627.725,5633.450000000001,7043,2021-01-21 08:00:00
161,CAC40_i,5618.1,5602.6,5589.1,5622.2,5605.65,5604.633333333334,5604.125,5608.0,5875,2021-01-21 12:00:00
162,CAC40_i,5602.6,5577.6,5571.2,5615.6,5593.4,5588.133333333334,5585.5,5591.75,7927,2021-01-21 16:00:00
163,CAC40_i,5577.2,5590.9,5576.6,5597.1,5586.85,5588.2,5588.875,5585.45,2726,2021-01-21 20:00:00
164,CAC40_i,5589.4,5583.9,5579.9,5597.9,5588.9,5587.233333333333,5586.4,5587.775,1750,2021-01-22 00:00:00
165,CAC40_i,5582.4,5572.4,5569.9,5583.4,5576.65,5575.233333333333,5574.525,5577.025,1953,2021-01-22 04:00:00
166,CAC40_i,5571.9,5519.0,5511.9,5574.9,5543.4,5535.266666666666,5531.2,5544.424999999999,9974,2021-01-22 08:00:00
167,CAC40_i,5518.6,5534.0,5506.1,5536.5,5521.3,5525.533333333333,5527.65,5523.799999999999,7218,2021-01-22 12:00:00
168,CAC40_i,5534.0,5561.5,5533.5,5570.0,5551.75,5555.0,5556.625,5549.75,7024,2021-01-22 16:00:00
169,CAC40_i,5561.5,5553.2,5549.5,5569.5,5559.5,5557.400000000001,5556.35,5558.425,3019,2021-01-22 20:00:00
170,CAC40_i,5560.7,5560.0,5546.5,5562.5,5554.5,5556.333333333333,5557.25,5557.425,2155,2021-01-25 00:00:00
171,CAC40_i,5560.0,5564.0,5556.5,5567.5,5562.0,5562.666666666667,5563.0,5562.0,1680,2021-01-25 04:00:00
172,CAC40_i,5563.5,5534.1,5532.1,5582.9,5557.5,5549.7,5545.799999999999,5553.15,8171,2021-01-25 08:00:00
173,CAC40_i,5534.1,5481.2,5457.1,5540.1,5498.6,5492.8,5489.900000000001,5503.125,10337,2021-01-25 12:00:00
174,CAC40_i,5480.6,5480.6,5448.1,5502.7,5475.4,5477.133333333334,5478.0,5478.0,11794,2021-01-25 16:00:00
175,CAC40_i,5480.6,5498.1,5472.7,5500.6,5486.65,5490.466666666667,5492.375,5488.0,4556,2021-01-25 20:00:00
176,CAC40_i,5488.9,5466.9,5463.4,5492.9,5478.15,5474.399999999999,5472.525,5478.025,1869,2021-01-26 00:00:00
177,CAC40_i,5467.4,5454.6,5451.9,5468.9,5460.4,5458.466666666666,5457.5,5460.7,2062,2021-01-26 04:00:00
178,CAC40_i,5454.6,5522.0,5437.4,5531.5,5484.45,5496.966666666667,5503.225,5486.375,9035,2021-01-26 08:00:00
179,CAC40_i,5522.1,5542.5,5509.1,5552.5,5530.8,5534.7,5536.65,5531.549999999999,7569,2021-01-26 12:00:00
180,CAC40_i,5542.6,5535.5,5519.5,5551.6,5535.55,5535.533333333333,5535.525,5537.299999999999,8914,2021-01-26 16:00:00
181,CAC40_i,5535.5,5539.2,5534.0,5548.0,5541.0,5540.400000000001,5540.1,5539.175,3241,2021-01-26 20:00:00
182,CAC40_i,5544.8,5527.2,5524.2,5545.3,5534.75,5532.233333333334,5530.975,5535.375,2114,2021-01-27 00:00:00
183,CAC40_i,5526.7,5528.3,5517.8,5528.8,5523.3,5524.966666666667,5525.8,5525.400000000001,1985,2021-01-27 04:00:00
184,CAC40_i,5529.3,5523.5,5502.4,5543.4,5522.9,5523.099999999999,5523.2,5524.65,8739,2021-01-27 08:00:00
185,CAC40_i,5522.9,5426.4,5420.4,5523.9,5472.15,5456.9,5449.275,5473.4,12280,2021-01-27 12:00:00
186,CAC40_i,5426.5,5461.9,5396.4,5475.9,5436.15,5444.733333333333,5449.025,5440.174999999999,15183,2021-01-27 16:00:00
187,CAC40_i,5461.9,5410.9,5406.4,5464.9,5435.65,5427.4,5423.275,5436.025,9711,2021-01-27 20:00:00
188,CAC40_i,5389.2,5437.1,5370.2,5441.6,5405.9,5416.3,5421.5,5409.525,5855,2021-01-28 00:00:00
189,CAC40_i,5437.6,5414.9,5412.4,5441.1,5426.75,5422.8,5420.825,5426.5,5227,2021-01-28 04:00:00
190,CAC40_i,5414.4,5413.8,5374.8,5435.3,5405.05,5407.966666666667,5409.425,5409.575000000001,15674,2021-01-28 08:00:00
191,CAC40_i,5413.3,5488.3,5403.8,5490.3,5447.05,5460.8,5467.675,5448.925,12362,2021-01-28 12:00:00
192,CAC40_i,5488.3,5522.3,5479.8,5529.3,5504.55,5510.466666666667,5513.425,5504.925,13339,2021-01-28 16:00:00
193,CAC40_i,5522.3,5504.0,5503.6,5533.8,5518.700000000001,5513.8,5511.35,5515.925,5536,2021-01-28 20:00:00
194,CAC40_i,5501.1,5474.3,5474.3,5502.6,5488.450000000001,5483.733333333334,5481.375,5488.075000000001,4433,2021-01-29 00:00:00
195,CAC40_i,5474.8,5443.1,5434.6,5485.3,5459.950000000001,5454.333333333334,5451.525000000001,5459.450000000001,6556,2021-01-29 04:00:00
196,CAC40_i,5443.6,5454.2,5397.2,5462.7,5429.95,5438.033333333333,5442.075,5439.424999999999,14641,2021-01-29 08:00:00
197,CAC40_i,5454.2,5440.2,5405.1,5472.3,5438.700000000001,5439.200000000001,5439.450000000001,5442.950000000001,12860,2021-01-29 12:00:00
198,CAC40_i,5440.2,5372.7,5364.7,5456.2,5410.45,5397.866666666666,5391.575,5408.45,14647,2021-01-29 16:00:00
199,CAC40_i,5372.2,5387.9,5366.2,5408.2,5387.2,5387.433333333333,5387.549999999999,5383.625,9348,2021-01-29 20:00:00
200,CAC40_i,5346.3,5400.8,5346.3,5406.3,5376.3,5384.466666666667,5388.55,5374.925,5714,2021-02-01 00:00:00
201,CAC40_i,5400.3,5433.8,5400.3,5435.3,5417.8,5423.133333333334,5425.8,5417.425,4200,2021-02-01 04:00:00
