,EURGBP_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURGBP_i,0.91522,0.91572,0.91452,0.91843,0.9164749999999999,0.9162233333333333,0.9160974999999999,0.9159725,12387,2020-12-21 16:00:00
1,EURGBP_i,0.91578,0.90891,0.90657,0.9158,0.9111849999999999,0.9104266666666666,0.9100475,0.9117649999999999,10189,2020-12-21 20:00:00
2,EURGBP_i,0.90873,0.9118,0.90844,0.912,0.91022,0.9107466666666667,0.91101,0.9102425000000001,5369,2020-12-22 00:00:00
3,EURGBP_i,0.91179,0.91225,0.91092,0.91293,0.911925,0.9120333333333334,0.9120874999999999,0.9119725,4350,2020-12-22 04:00:00
4,EURGBP_i,0.91225,0.90983,0.90807,0.9124,0.910235,0.9101,0.9100325,0.9106375,10111,2020-12-22 08:00:00
5,EURGBP_i,0.90987,0.91202,0.90901,0.91339,0.9112,0.9114733333333334,0.91161,0.9110725,13126,2020-12-22 12:00:00
6,EURGBP_i,0.91202,0.91108,0.91028,0.91536,0.91282,0.91224,0.91195,0.912185,16308,2020-12-22 16:00:00
7,EURGBP_i,0.91107,0.91003,0.90891,0.91134,0.9101250000000001,0.9100933333333333,0.9100775,0.9103375,5391,2020-12-22 20:00:00
8,EURGBP_i,0.91003,0.90926,0.90831,0.91053,0.9094199999999999,0.9093666666666665,0.9093399999999998,0.9095324999999999,5212,2020-12-23 00:00:00
9,EURGBP_i,0.90925,0.9091,0.90827,0.90941,0.9088400000000001,0.9089266666666668,0.9089700000000001,0.9090075000000001,5120,2020-12-23 04:00:00
10,EURGBP_i,0.9091,0.9084,0.90645,0.9091,0.907775,0.9079833333333333,0.9080874999999999,0.9082625,8487,2020-12-23 08:00:00
11,EURGBP_i,0.9084,0.90399,0.90324,0.90861,0.9059250000000001,0.90528,0.9049575,0.90606,11196,2020-12-23 12:00:00
12,EURGBP_i,0.90399,0.9035,0.89977,0.9047,0.9022349999999999,0.9026566666666666,0.9028674999999999,0.9029899999999998,19027,2020-12-23 16:00:00
13,EURGBP_i,0.9035,0.90274,0.90122,0.90363,0.902425,0.90253,0.9025825000000001,0.9027725,7297,2020-12-23 20:00:00
14,EURGBP_i,0.90272,0.90172,0.90087,0.9032,0.9020349999999999,0.90193,0.9018775,0.9021275,5441,2020-12-24 00:00:00
15,EURGBP_i,0.90172,0.89992,0.89981,0.90174,0.900775,0.90049,0.9003475000000001,0.9007975,4831,2020-12-24 04:00:00
16,EURGBP_i,0.89992,0.8962,0.89551,0.90084,0.898175,0.8975166666666666,0.8971874999999999,0.8981174999999999,6417,2020-12-24 08:00:00
17,EURGBP_i,0.89619,0.89654,0.89499,0.89898,0.8969849999999999,0.8968366666666666,0.8967624999999999,0.8966749999999999,6871,2020-12-24 12:00:00
18,EURGBP_i,0.89657,0.89953,0.89528,0.90048,0.89788,0.89843,0.898705,0.897965,10183,2020-12-24 16:00:00
19,EURGBP_i,0.89954,0.89969,0.89924,0.89993,0.8995850000000001,0.8996200000000001,0.8996375000000001,0.8996000000000001,1997,2020-12-24 20:00:00
20,EURGBP_i,0.89907,0.90061,0.89864,0.901,0.8998200000000001,0.9000833333333333,0.900215,0.89983,4897,2020-12-28 00:00:00
21,EURGBP_i,0.90061,0.90021,0.89963,0.90071,0.90017,0.9001833333333332,0.9001899999999999,0.9002899999999999,3276,2020-12-28 04:00:00
22,EURGBP_i,0.90021,0.9034,0.89995,0.90362,0.9017850000000001,0.9023233333333334,0.9025925,0.901795,6965,2020-12-28 08:00:00
23,EURGBP_i,0.90345,0.90358,0.90268,0.90527,0.903975,0.9038433333333332,0.9037774999999999,0.9037449999999999,12225,2020-12-28 12:00:00
24,EURGBP_i,0.90359,0.90705,0.90316,0.90886,0.90601,0.9063566666666666,0.90653,0.9056649999999999,10242,2020-12-28 16:00:00
25,EURGBP_i,0.90705,0.90761,0.90667,0.90861,0.90764,0.90763,0.907625,0.907485,6380,2020-12-28 20:00:00
26,EURGBP_i,0.90793,0.90673,0.90643,0.90798,0.907205,0.9070466666666667,0.9069675,0.9072675,6587,2020-12-29 00:00:00
27,EURGBP_i,0.90673,0.90692,0.90666,0.90811,0.907385,0.9072299999999999,0.9071524999999999,0.9071049999999999,5578,2020-12-29 04:00:00
28,EURGBP_i,0.90692,0.9089,0.90531,0.90896,0.907135,0.9077233333333333,0.9080175,0.9075225,8568,2020-12-29 08:00:00
29,EURGBP_i,0.90883,0.90711,0.90561,0.90883,0.90722,0.9071833333333333,0.907165,0.907595,10504,2020-12-29 12:00:00
30,EURGBP_i,0.90713,0.90712,0.90565,0.90878,0.907215,0.9071833333333333,0.9071675,0.90717,12327,2020-12-29 16:00:00
31,EURGBP_i,0.90713,0.90669,0.90619,0.90822,0.907205,0.9070333333333332,0.9069475,0.9070575,6180,2020-12-29 20:00:00
32,EURGBP_i,0.90669,0.90743,0.90639,0.90826,0.9073249999999999,0.90736,0.9073775,0.9071925000000001,5688,2020-12-30 00:00:00
33,EURGBP_i,0.90743,0.90663,0.90619,0.90788,0.907035,0.9068999999999999,0.9068324999999999,0.9070324999999999,4947,2020-12-30 04:00:00
34,EURGBP_i,0.90662,0.90324,0.90255,0.90738,0.904965,0.9043899999999999,0.9041025,0.9049475,10277,2020-12-30 08:00:00
35,EURGBP_i,0.90324,0.90338,0.90097,0.90403,0.9025000000000001,0.9027933333333333,0.90294,0.9029050000000001,10325,2020-12-30 12:00:00
36,EURGBP_i,0.90338,0.90333,0.90209,0.90418,0.903135,0.9032,0.9032325,0.903245,13185,2020-12-30 16:00:00
