,GER40_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
20,GER40_m_i,13759.8,13751.8,13746.3,13766.3,13756.3,13754.799999999997,13754.05,13756.05,3283,2020-02-14 00:00:00
21,GER40_m_i,13765.6,13778.8,13732.2,13792.7,13762.45,13767.9,13770.625,13767.324999999999,12156,2020-02-14 12:00:00
22,GER40_m_i,13779.2,13738.6,13733.1,13793.3,13763.2,13755.0,13750.9,13761.05,11144,2020-02-14 16:00:00
23,GER40_m_i,13738.8,13726.0,13723.3,13764.2,13743.75,13737.833333333334,13734.875,13738.075,9874,2020-02-14 20:00:00
24,GER40_m_i,13782.9,13776.5,13759.5,13803.1,13781.3,13779.699999999999,13778.9,13780.5,10521,2020-02-17 12:00:00
25,GER40_m_i,13776.5,13777.9,13763.1,13781.5,13772.3,13774.166666666666,13775.1,13774.75,6305,2020-02-17 16:00:00
26,GER40_m_i,13777.4,13790.0,13769.9,13799.4,13784.65,13786.433333333334,13787.325,13784.175000000001,3864,2020-02-17 20:00:00
27,GER40_m_i,13790.4,13787.3,13784.2,13791.5,13787.85,13787.666666666666,13787.575,13788.35,675,2020-02-18 00:00:00
28,GER40_m_i,13674.1,13702.5,13664.1,13731.7,13697.900000000001,13699.433333333334,13700.2,13693.1,16815,2020-02-18 12:00:00
29,GER40_m_i,13703.4,13722.4,13671.0,13741.5,13706.25,13711.633333333333,13714.325,13709.575,12540,2020-02-18 16:00:00
30,GER40_m_i,13722.4,13692.1,13664.5,13723.4,13693.95,13693.333333333334,13693.025,13700.6,12388,2020-02-18 20:00:00
31,GER40_m_i,13692.1,13711.1,13689.1,13723.1,13706.1,13707.766666666668,13708.6,13703.85,3529,2020-02-19 00:00:00
32,GER40_m_i,13750.9,13757.3,13720.8,13765.9,13743.349999999999,13748.0,13750.325,13748.725,13662,2020-02-19 12:00:00
33,GER40_m_i,13757.4,13780.8,13742.3,13791.8,13767.05,13771.633333333331,13773.925,13768.074999999999,10434,2020-02-19 16:00:00
34,GER40_m_i,13780.3,13775.8,13770.9,13795.3,13783.099999999999,13780.666666666666,13779.45,13780.575,8018,2020-02-19 20:00:00
35,GER40_m_i,13775.9,13779.4,13774.3,13793.8,13784.05,13782.5,13781.725,13780.85,2371,2020-02-20 00:00:00
36,GER40_m_i,13793.2,13779.0,13745.2,13797.2,13771.2,13773.800000000001,13775.1,13778.650000000001,12434,2020-02-20 12:00:00
37,GER40_m_i,13779.0,13777.1,13745.6,13794.3,13769.95,13772.333333333334,13773.525,13774.0,11733,2020-02-20 16:00:00
38,GER40_m_i,13777.1,13701.1,13650.5,13789.3,13719.9,13713.633333333333,13710.5,13729.5,20143,2020-02-20 20:00:00
39,GER40_m_i,13701.9,13723.6,13701.9,13737.7,13719.8,13721.066666666666,13721.699999999999,13716.275,4494,2020-02-21 00:00:00
40,GER40_m_i,13634.2,13648.1,13576.9,13692.3,13634.599999999999,13639.099999999999,13641.349999999999,13637.875,20517,2020-02-21 12:00:00
41,GER40_m_i,13649.5,13585.4,13561.3,13693.5,13627.4,13613.4,13606.4,13622.425,18442,2020-02-21 16:00:00
42,GER40_m_i,13584.8,13531.5,13499.7,13588.8,13544.25,13540.0,13537.875,13551.2,21435,2020-02-21 20:00:00
43,GER40_m_i,13284.6,13075.0,13043.1,13316.7,13179.900000000001,13144.933333333334,13127.45,13179.85,33890,2020-02-24 12:00:00
44,GER40_m_i,13074.8,13043.2,12976.0,13126.5,13051.25,13048.566666666666,13047.224999999999,13055.125,26321,2020-02-24 16:00:00
45,GER40_m_i,13041.2,13006.4,12966.9,13061.8,13014.349999999999,13011.699999999999,13010.375,13019.075,26278,2020-02-24 20:00:00
46,GER40_m_i,13006.4,13023.0,12980.9,13062.9,13021.9,13022.266666666668,13022.45,13018.300000000001,8105,2020-02-25 00:00:00
47,GER40_m_i,13107.5,12921.3,12872.7,13143.4,13008.05,12979.133333333331,12964.675,13011.224999999999,30706,2020-02-25 12:00:00
48,GER40_m_i,12921.6,12953.2,12897.5,13013.5,12955.5,12954.733333333332,12954.349999999999,12946.449999999999,27109,2020-02-25 16:00:00
49,GER40_m_i,12951.2,12705.6,12705.6,12969.8,12837.7,12793.666666666666,12771.65,12833.05,40386,2020-02-25 20:00:00
50,GER40_m_i,12706.1,12659.0,12619.6,12728.1,12673.85,12668.9,12666.425,12678.199999999999,17299,2020-02-26 00:00:00
51,GER40_m_i,12672.8,12514.9,12366.3,12713.9,12540.099999999999,12531.699999999999,12527.5,12566.974999999999,45148,2020-02-26 12:00:00
52,GER40_m_i,12514.9,12756.1,12514.3,12850.2,12682.25,12706.866666666667,12719.175,12658.875,41224,2020-02-26 16:00:00
53,GER40_m_i,12755.6,12584.6,12563.1,12796.7,12679.900000000001,12648.133333333333,12632.25,12675.0,43437,2020-02-26 20:00:00
54,GER40_m_i,12583.6,12612.1,12572.1,12649.1,12610.6,12611.1,12611.35,12604.225,18239,2020-02-27 00:00:00
55,GER40_m_i,12484.7,12444.4,12443.9,12591.4,12517.65,12493.233333333332,12481.025,12491.099999999999,40099,2020-02-27 12:00:00
56,GER40_m_i,12444.4,12344.9,12295.9,12530.4,12413.15,12390.4,12379.025,12403.9,43683,2020-02-27 16:00:00
57,GER40_m_i,12340.9,12338.9,12208.9,12506.4,12357.65,12351.4,12348.275,12348.775,59831,2020-02-27 20:00:00
58,GER40_m_i,12338.0,12271.7,12271.2,12369.7,12320.45,12304.200000000003,12296.075,12312.650000000001,18187,2020-02-28 00:00:00
59,GER40_m_i,11965.4,11890.9,11721.4,12020.4,11870.9,11877.566666666666,11880.9,11899.525,70632,2020-02-28 12:00:00
60,GER40_m_i,11891.6,11794.7,11760.6,12006.9,11883.75,11854.066666666666,11839.224999999999,11863.449999999999,63844,2020-02-28 16:00:00
61,GER40_m_i,11793.4,11829.1,11733.4,12010.2,11871.8,11857.566666666666,11850.449999999999,11841.525,80630,2020-02-28 20:00:00
62,GER40_m_i,12030.4,11830.6,11806.1,12212.0,12009.05,11949.566666666666,11919.824999999999,11969.775,58148,2020-03-02 12:00:00
63,GER40_m_i,11830.0,11786.5,11620.4,11885.1,11752.75,11764.0,11769.625,11780.5,67954,2020-03-02 16:00:00
64,GER40_m_i,11784.9,11907.9,11701.2,11931.1,11816.150000000001,11846.733333333335,11862.025000000001,11831.275000000001,56508,2020-03-02 20:00:00
65,GER40_m_i,11905.9,11885.4,11787.4,11921.4,11854.4,11864.733333333332,11869.9,11875.025,15165,2020-03-03 00:00:00
66,GER40_m_i,11999.4,12212.1,11954.5,12223.1,12088.8,12129.9,12150.449999999999,12097.275,41749,2020-03-03 12:00:00
67,GER40_m_i,12212.1,12060.5,12037.6,12212.1,12124.85,12103.4,12092.675,12130.574999999999,51544,2020-03-03 16:00:00
68,GER40_m_i,12060.5,11831.8,11821.3,12269.3,12045.3,11974.133333333331,11938.55,11995.724999999999,72709,2020-03-03 20:00:00
69,GER40_m_i,11831.8,11909.3,11733.8,11911.5,11822.65,11851.533333333333,11865.974999999999,11846.599999999999,24571,2020-03-04 00:00:00
70,GER40_m_i,12001.0,12124.7,11924.0,12141.2,12032.6,12063.300000000001,12078.650000000001,12047.725,37989,2020-03-04 12:00:00
71,GER40_m_i,12124.7,12044.6,12027.5,12197.0,12112.25,12089.699999999999,12078.425,12098.45,37877,2020-03-04 16:00:00
72,GER40_m_i,12049.0,12192.6,12019.5,12200.5,12110.0,12137.533333333333,12151.3,12115.4,43089,2020-03-04 20:00:00
73,GER40_m_i,12193.7,12233.7,12168.8,12233.7,12201.25,12212.066666666666,12217.474999999999,12207.474999999999,9817,2020-03-05 00:00:00
74,GER40_m_i,12180.9,11963.6,11939.7,12205.1,12072.400000000001,12036.133333333333,12018.0,12072.325,35578,2020-03-05 12:00:00
75,GER40_m_i,11964.7,11881.9,11840.7,11996.1,11918.400000000001,11906.233333333335,11900.150000000001,11920.850000000002,37725,2020-03-05 16:00:00
76,GER40_m_i,11881.9,11827.1,11756.5,11990.6,11873.55,11858.066666666666,11850.324999999999,11864.025,41027,2020-03-05 20:00:00
77,GER40_m_i,11826.1,11757.9,11749.1,11826.7,11787.900000000001,11777.900000000001,11772.900000000001,11789.95,14564,2020-03-06 00:00:00
78,GER40_m_i,11677.5,11528.5,11450.5,11769.3,11609.9,11582.766666666668,11569.2,11606.45,44616,2020-03-06 12:00:00
79,GER40_m_i,11528.5,11482.5,11444.5,11604.5,11524.5,11510.5,11503.5,11515.0,46859,2020-03-06 16:00:00
80,GER40_m_i,11480.5,11534.1,11468.5,11633.5,11551.0,11545.366666666667,11542.55,11529.15,50110,2020-03-06 20:00:00
81,GER40_m_i,10513.2,10819.8,10440.7,10995.8,10718.25,10752.1,10769.025,10692.375,81057,2020-03-09 12:00:00
82,GER40_m_i,10820.3,10663.3,10550.8,10842.3,10696.55,10685.466666666665,10679.925,10719.175,70774,2020-03-09 16:00:00
83,GER40_m_i,10659.3,10458.3,10373.3,10825.2,10599.25,10552.266666666666,10528.775,10579.025,67156,2020-03-09 20:00:00
84,GER40_m_i,10456.8,10401.8,10378.8,10567.8,10473.3,10449.466666666665,10437.55,10451.3,26599,2020-03-10 00:00:00
85,GER40_m_i,10807.4,10993.1,10677.4,11031.7,10854.55,10900.733333333332,10923.824999999999,10877.4,53922,2020-03-10 12:00:00
86,GER40_m_i,10989.4,10625.9,10600.0,10992.6,10796.3,10739.5,10711.1,10801.975,61650,2020-03-10 16:00:00
87,GER40_m_i,10622.4,10723.4,10414.9,10787.4,10601.15,10641.9,10662.275,10637.025,76928,2020-03-10 20:00:00
88,GER40_m_i,10724.9,10853.9,10705.9,10881.4,10793.65,10813.733333333332,10823.775,10791.525,22431,2020-03-11 00:00:00
89,GER40_m_i,10523.8,10592.8,10523.8,10755.5,10639.65,10624.033333333333,10616.224999999999,10598.974999999999,58210,2020-03-11 12:00:00
90,GER40_m_i,10592.8,10463.9,10420.8,10641.5,10531.15,10508.733333333332,10497.525,10529.75,61976,2020-03-11 16:00:00
91,GER40_m_i,10463.9,10282.8,10275.8,10510.3,10393.05,10356.3,10337.925,10383.199999999999,55655,2020-03-11 20:00:00
92,GER40_m_i,10282.3,10311.8,10205.8,10355.3,10280.55,10290.966666666665,10296.175,10288.8,20256,2020-03-12 00:00:00
93,GER40_m_i,9760.4,9891.1,9668.1,9923.6,9795.85,9827.6,9843.475,9810.800000000001,60883,2020-03-12 12:00:00
94,GER40_m_i,9892.1,9465.1,9276.1,9895.1,9585.6,9545.433333333334,9525.35,9632.1,104460,2020-03-12 16:00:00
95,GER40_m_i,9465.1,9188.1,9089.1,9567.6,9328.35,9281.6,9258.225,9327.475,103913,2020-03-12 20:00:00
96,GER40_m_i,9188.1,9037.7,9030.1,9280.6,9155.35,9116.133333333333,9096.525000000001,9134.125,25266,2020-03-13 00:00:00
97,GER40_m_i,9344.4,9515.4,9177.8,9537.3,9357.55,9410.166666666666,9436.475,9393.725,75686,2020-03-13 12:00:00
98,GER40_m_i,9515.4,9329.9,9303.8,9987.8,9645.8,9540.5,9487.85,9534.225,99067,2020-03-13 16:00:00
99,GER40_m_i,9329.9,9429.8,9049.6,9464.4,9257.0,9314.6,9343.4,9318.425,95150,2020-03-13 20:00:00
100,GER40_m_i,8654.6,8540.1,8399.0,8795.1,8597.05,8578.066666666666,8568.574999999999,8597.199999999999,81172,2020-03-16 12:00:00
101,GER40_m_i,8540.1,8704.9,8222.9,8785.9,8504.4,8571.233333333332,8604.65,8563.449999999999,80382,2020-03-16 16:00:00
102,GER40_m_i,8705.0,8619.4,8488.0,8981.5,8734.75,8696.300000000001,8677.075,8698.475,91065,2020-03-16 20:00:00
103,GER40_m_i,8618.4,8504.9,8427.0,8672.0,8549.5,8534.633333333333,8527.2,8555.575,29734,2020-03-17 00:00:00
104,GER40_m_i,9010.4,8769.4,8411.8,9159.9,8785.849999999999,8780.366666666667,8777.625,8837.875,96441,2020-03-17 12:00:00
105,GER40_m_i,8769.4,8878.8,8514.3,8886.8,8700.55,8759.966666666665,8789.675,8762.324999999999,89722,2020-03-17 16:00:00
106,GER40_m_i,8879.3,8886.8,8774.9,9028.3,8901.599999999999,8896.666666666666,8894.199999999999,8892.324999999999,87002,2020-03-17 20:00:00
107,GER40_m_i,8890.3,8868.9,8779.2,8964.8,8872.0,8870.966666666667,8870.45,8875.8,30916,2020-03-18 00:00:00
108,GER40_m_i,8515.3,8495.8,8448.3,8663.3,8555.8,8535.8,8525.8,8530.675,60279,2020-03-18 12:00:00
109,GER40_m_i,8496.3,8514.3,8397.3,8638.9,8518.099999999999,8516.833333333332,8516.199999999999,8511.699999999999,71187,2020-03-18 16:00:00
110,GER40_m_i,8513.8,8318.8,8182.3,8540.3,8361.3,8347.133333333333,8340.05,8388.8,81703,2020-03-18 20:00:00
111,GER40_m_i,8318.8,8438.3,8199.8,8476.7,8338.25,8371.6,8388.275,8358.4,33249,2020-03-19 00:00:00
112,GER40_m_i,8552.2,8341.2,8313.2,8608.7,8460.95,8421.033333333335,8401.075,8453.825,65400,2020-03-19 12:00:00
113,GER40_m_i,8341.2,8372.2,8245.7,8483.2,8364.45,8367.033333333335,8368.325,8360.575,66293,2020-03-19 16:00:00
114,GER40_m_i,8372.3,8724.7,8367.2,8806.2,8586.7,8632.7,8655.7,8567.6,72096,2020-03-19 20:00:00
115,GER40_m_i,8724.7,8614.8,8568.7,8724.7,8646.7,8636.066666666668,8630.75,8658.225,18253,2020-03-20 00:00:00
116,GER40_m_i,9008.9,8973.3,8932.4,9178.4,9055.4,9028.033333333333,9014.349999999999,9023.25,67040,2020-03-20 12:00:00
117,GER40_m_i,8974.3,9001.4,8814.3,9017.8,8916.05,8944.5,8958.725,8951.95,71070,2020-03-20 16:00:00
118,GER40_m_i,9001.4,8683.8,8659.8,9020.4,8840.099999999999,8787.999999999998,8761.949999999999,8841.349999999999,70119,2020-03-20 20:00:00
119,GER40_m_i,8516.5,8650.7,8417.0,8651.2,8534.1,8572.966666666667,8592.400000000001,8558.85,62812,2020-03-23 12:00:00
120,GER40_m_i,8650.7,8668.6,8567.0,9085.5,8826.25,8773.699999999999,8747.425,8742.95,90572,2020-03-23 16:00:00
121,GER40_m_i,8668.6,8758.5,8580.5,8879.0,8729.75,8739.333333333334,8744.125,8721.65,82970,2020-03-23 20:00:00
122,GER40_m_i,8758.6,8716.6,8667.0,8782.0,8724.5,8721.866666666667,8720.55,8731.05,22707,2020-03-24 00:00:00
123,GER40_m_i,9157.2,9266.7,9071.7,9305.6,9188.650000000001,9214.666666666668,9227.675000000001,9200.300000000001,50386,2020-03-24 12:00:00
124,GER40_m_i,9266.7,9433.3,9190.2,9451.1,9320.650000000001,9358.2,9376.975,9335.325,52093,2020-03-24 16:00:00
125,GER40_m_i,9431.8,9576.8,9415.2,9720.7,9567.95,9570.9,9572.375,9536.125,56427,2020-03-24 20:00:00
126,GER40_m_i,9576.2,9643.3,9565.7,9653.3,9609.5,9620.766666666666,9626.4,9609.625,18290,2020-03-25 00:00:00
127,GER40_m_i,9912.7,9429.2,9417.2,10121.7,9769.45,9656.033333333335,9599.325,9720.2,67028,2020-03-25 12:00:00
128,GER40_m_i,9428.7,9630.7,9422.7,9682.3,9552.5,9578.566666666668,9591.6,9541.1,87508,2020-03-25 16:00:00
129,GER40_m_i,9628.7,9938.3,9592.7,9972.7,9782.7,9834.566666666668,9860.5,9783.1,68299,2020-03-25 20:00:00
130,GER40_m_i,9938.3,9743.2,9731.2,9956.8,9844.0,9810.4,9793.6,9842.375,20240,2020-03-26 00:00:00
131,GER40_m_i,9584.0,9664.0,9531.5,9739.6,9635.55,9645.033333333333,9649.775,9629.775,52585,2020-03-26 12:00:00
132,GER40_m_i,9663.5,9762.0,9495.6,9879.0,9687.3,9712.199999999999,9724.65,9700.025,64145,2020-03-26 16:00:00
133,GER40_m_i,9762.5,9978.5,9730.5,10008.0,9869.25,9905.666666666666,9923.875,9869.875,57134,2020-03-26 20:00:00
134,GER40_m_i,9978.5,10013.6,9896.6,10025.5,9961.05,9978.566666666666,9987.324999999999,9978.55,16620,2020-03-27 00:00:00
135,GER40_m_i,9805.1,9707.7,9700.1,9865.1,9782.6,9757.633333333333,9745.150000000001,9769.5,48585,2020-03-27 12:00:00
136,GER40_m_i,9709.1,9537.2,9519.0,9765.6,9642.3,9607.266666666666,9589.75,9632.725,50809,2020-03-27 16:00:00
137,GER40_m_i,9536.1,9667.6,9535.7,9695.7,9615.7,9633.0,9641.65,9608.775,50830,2020-03-27 20:00:00
138,GER40_m_i,9667.4,9555.3,9426.5,9726.4,9576.45,9569.4,9565.875,9593.9,60023,2020-03-30 12:00:00
139,GER40_m_i,9555.4,9624.3,9521.8,9687.3,9604.55,9611.133333333333,9614.425,9597.199999999999,41503,2020-03-30 16:00:00
140,GER40_m_i,9625.8,9736.8,9610.8,9808.4,9709.599999999999,9718.666666666666,9723.199999999999,9695.449999999999,38804,2020-03-30 20:00:00
141,GER40_m_i,9736.3,9767.9,9698.8,9808.8,9753.8,9758.5,9760.85,9752.95,12352,2020-03-31 00:00:00
142,GER40_m_i,9880.0,9999.1,9879.0,10074.6,9976.8,9984.233333333332,9987.949999999999,9958.175,42014,2020-03-31 12:00:00
143,GER40_m_i,9999.1,9774.6,9679.0,10003.5,9841.25,9819.033333333333,9807.925,9864.05,49935,2020-03-31 16:00:00
144,GER40_m_i,9775.0,9785.6,9727.6,9925.5,9826.55,9812.9,9806.074999999999,9803.425,43035,2020-03-31 20:00:00
145,GER40_m_i,9787.0,9720.5,9701.5,9803.0,9752.25,9741.666666666666,9736.375,9753.0,12856,2020-04-01 00:00:00
146,GER40_m_i,9563.9,9623.8,9491.3,9663.9,9577.599999999999,9592.999999999998,9600.699999999999,9585.724999999999,48498,2020-04-01 12:00:00
147,GER40_m_i,9625.3,9538.3,9479.8,9647.8,9563.8,9555.3,9551.05,9572.8,35845,2020-04-01 16:00:00
148,GER40_m_i,9541.8,9451.9,9390.2,9598.3,9494.25,9480.133333333333,9473.075,9495.55,38464,2020-04-01 20:00:00
149,GER40_m_i,9451.8,9360.8,9360.8,9472.4,9416.599999999999,9397.999999999998,9388.699999999999,9411.449999999999,10591,2020-04-02 00:00:00
150,GER40_m_i,9507.5,9530.3,9471.3,9590.4,9530.849999999999,9530.666666666666,9530.574999999999,9524.875,33155,2020-04-02 12:00:00
151,GER40_m_i,9529.4,9431.3,9316.6,9580.4,9448.5,9442.766666666666,9439.9,9464.425,39015,2020-04-02 16:00:00
152,GER40_m_i,9431.8,9511.3,9413.4,9633.3,9523.349999999999,9519.333333333332,9517.324999999999,9497.449999999999,46973,2020-04-02 20:00:00
153,GER40_m_i,9511.3,9536.8,9452.5,9552.9,9502.7,9514.066666666668,9519.75,9513.375,14994,2020-04-03 00:00:00
154,GER40_m_i,9483.3,9509.3,9446.8,9553.4,9500.099999999999,9503.166666666666,9504.699999999999,9498.199999999999,35058,2020-04-03 12:00:00
155,GER40_m_i,9509.4,9535.8,9492.8,9608.3,9550.55,9545.633333333333,9543.175,9536.574999999999,34290,2020-04-03 16:00:00
156,GER40_m_i,9535.4,9446.9,9436.8,9566.3,9501.55,9483.333333333334,9474.225,9496.35,30743,2020-04-03 20:00:00
157,GER40_m_i,9911.4,9933.9,9820.9,9953.4,9887.15,9902.733333333332,9910.525,9904.9,35392,2020-04-06 12:00:00
158,GER40_m_i,9934.4,10055.4,9901.9,10059.5,9980.7,10005.6,10018.050000000001,9987.800000000001,23976,2020-04-06 16:00:00
159,GER40_m_i,10055.0,10098.0,10002.9,10106.0,10054.45,10068.966666666667,10076.225,10065.475,26423,2020-04-06 20:00:00
160,GER40_m_i,10097.5,10138.5,10070.9,10144.5,10107.7,10117.966666666667,10123.1,10112.85,8264,2020-04-07 00:00:00
161,GER40_m_i,10310.4,10392.3,10306.4,10575.3,10440.849999999999,10424.666666666666,10416.574999999999,10396.099999999999,42896,2020-04-07 12:00:00
162,GER40_m_i,10392.3,10438.3,10378.8,10489.3,10434.05,10435.466666666665,10436.175,10424.675,35294,2020-04-07 16:00:00
163,GER40_m_i,10438.8,10293.9,10207.8,10443.8,10325.8,10315.166666666666,10309.85,10346.075,46632,2020-04-07 20:00:00
164,GER40_m_i,10293.8,10209.9,10205.3,10320.3,10262.8,10245.166666666666,10236.35,10257.325,15447,2020-04-08 00:00:00
165,GER40_m_i,10189.3,10220.4,10178.8,10320.3,10249.55,10239.833333333334,10234.975,10227.2,40280,2020-04-08 12:00:00
166,GER40_m_i,10221.3,10222.8,10210.8,10329.3,10270.05,10254.3,10246.425,10246.05,31306,2020-04-08 16:00:00
167,GER40_m_i,10223.9,10297.4,10199.8,10357.8,10278.8,10285.0,10288.1,10269.725,32357,2020-04-08 20:00:00
168,GER40_m_i,10297.4,10380.4,10297.4,10401.4,10349.4,10359.733333333332,10364.9,10344.15,10235,2020-04-09 00:00:00
169,GER40_m_i,10456.3,10358.3,10339.7,10572.8,10456.25,10423.6,10407.275,10431.775,35206,2020-04-09 12:00:00
170,GER40_m_i,10358.3,10639.3,10298.3,10644.3,10471.3,10527.3,10555.3,10485.05,42380,2020-04-09 16:00:00
171,GER40_m_i,10639.8,10616.8,10482.0,10639.8,10560.9,10579.533333333333,10588.849999999999,10594.599999999999,43056,2020-04-09 20:00:00
172,GER40_m_i,10616.4,10665.3,10526.3,10665.3,10595.8,10618.966666666665,10630.55,10618.324999999999,15074,2020-04-10 00:00:00
173,GER40_m_i,10704.9,10677.1,10650.0,10743.9,10696.95,10690.333333333334,10687.025,10693.975,18530,2020-04-14 12:00:00
174,GER40_m_i,10676.6,10784.0,10650.0,10792.0,10721.0,10742.0,10752.5,10725.65,21449,2020-04-14 16:00:00
175,GER40_m_i,10784.4,10729.4,10675.5,10815.9,10745.7,10740.266666666668,10737.550000000001,10751.300000000001,30147,2020-04-14 20:00:00
176,GER40_m_i,10728.9,10709.5,10685.0,10742.9,10713.95,10712.466666666667,10711.725,10716.575,7634,2020-04-15 00:00:00
177,GER40_m_i,10643.2,10478.3,10455.7,10687.2,10571.45,10540.4,10524.875,10566.1,34757,2020-04-15 12:00:00
178,GER40_m_i,10478.3,10338.2,10288.9,10503.7,10396.3,10376.933333333332,10367.25,10402.275,31846,2020-04-15 16:00:00
179,GER40_m_i,10337.7,10280.9,10229.7,10347.9,10288.8,10286.166666666666,10284.85,10299.05,29950,2020-04-15 20:00:00
180,GER40_m_i,10280.9,10279.4,10268.9,10323.4,10296.15,10290.566666666666,10287.775,10288.15,9631,2020-04-16 00:00:00
181,GER40_m_i,10357.6,10358.8,10323.4,10435.6,10379.5,10372.6,10369.15,10368.85,34407,2020-04-16 12:00:00
182,GER40_m_i,10358.8,10265.8,10256.6,10410.1,10333.35,10310.833333333334,10299.575,10322.825,27318,2020-04-16 16:00:00
183,GER40_m_i,10267.3,10240.3,10222.3,10361.3,10291.8,10274.633333333333,10266.05,10272.8,34530,2020-04-16 20:00:00
184,GER40_m_i,10240.3,10265.3,10208.8,10273.3,10241.05,10249.133333333333,10253.175,10246.925,10155,2020-04-17 00:00:00
185,GER40_m_i,10605.0,10670.2,10564.7,10718.7,10641.7,10651.2,10655.95,10639.650000000001,33244,2020-04-17 12:00:00
186,GER40_m_i,10668.2,10610.7,10600.7,10751.2,10675.95,10654.2,10643.325,10657.7,27911,2020-04-17 16:00:00
187,GER40_m_i,10611.2,10623.0,10531.8,10655.8,10593.8,10603.533333333333,10608.4,10605.45,26458,2020-04-17 20:00:00
188,GER40_m_i,10695.8,10626.0,10613.5,10706.8,10660.15,10648.766666666666,10643.075,10660.525,25397,2020-04-20 12:00:00
189,GER40_m_i,10626.0,10578.3,10432.8,10631.0,10531.9,10547.366666666667,10555.099999999999,10567.025,30841,2020-04-20 16:00:00
190,GER40_m_i,10578.8,10643.8,10570.5,10694.2,10632.35,10636.166666666666,10638.075,10621.825,23364,2020-04-20 20:00:00
191,GER40_m_i,10643.3,10558.5,10530.8,10649.3,10590.05,10579.533333333333,10574.275,10595.474999999999,10686,2020-04-21 00:00:00
192,GER40_m_i,10499.3,10408.5,10388.0,10517.0,10452.5,10437.833333333334,10430.5,10453.2,29458,2020-04-21 12:00:00
193,GER40_m_i,10409.5,10388.5,10295.7,10426.8,10361.25,10370.333333333334,10374.875,10380.125,30478,2020-04-21 16:00:00
194,GER40_m_i,10388.5,10267.4,10223.0,10395.5,10309.25,10295.300000000001,10288.325,10318.6,32302,2020-04-21 20:00:00
195,GER40_m_i,10267.9,10292.4,10243.1,10320.4,10281.75,10285.300000000001,10287.075,10280.95,11249,2020-04-22 00:00:00
196,GER40_m_i,10338.6,10373.7,10319.9,10409.2,10364.55,10367.6,10369.125,10360.35,26331,2020-04-22 12:00:00
197,GER40_m_i,10374.2,10349.7,10312.2,10393.2,10352.7,10351.7,10351.2,10357.325,22411,2020-04-22 16:00:00
