,SPX500_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
473,SPX500_i,4091.0,4090.2,4087.6,4094.3,4090.95,4090.6999999999994,4090.575,4090.7749999999996,2051,2021-04-08 12:00:00
474,SPX500_i,4090.3,4092.6,4082.0,4096.2,4089.1,4090.2666666666664,4090.85,4090.2749999999996,3625,2021-04-08 16:00:00
475,SPX500_i,4092.7,4098.1,4091.0,4098.6,4094.8,4095.9,4096.450000000001,4095.1000000000004,1798,2021-04-08 20:00:00
476,SPX500_i,4105.0,4110.3,4103.8,4111.0,4107.4,4108.366666666666,4108.849999999999,4107.525,868,2021-04-09 00:00:00
477,SPX500_i,4110.3,4104.3,4100.3,4111.0,4105.65,4105.2,4104.974999999999,4106.474999999999,1510,2021-04-09 04:00:00
478,SPX500_i,4104.3,4102.6,4095.8,4105.3,4100.55,4101.233333333334,4101.575000000001,4102.0,2359,2021-04-09 08:00:00
479,SPX500_i,4102.7,4093.3,4092.4,4107.3,4099.85,4097.666666666667,4096.575,4098.925,2346,2021-04-09 12:00:00
480,SPX500_i,4093.0,4107.6,4089.9,4108.1,4099.0,4101.866666666667,4103.3,4099.65,3083,2021-04-09 16:00:00
481,SPX500_i,4107.6,4127.8,4106.1,4130.0,4118.05,4121.3,4122.925,4117.875,2051,2021-04-09 20:00:00
482,SPX500_i,4124.9,4122.1,4114.9,4126.4,4120.65,4121.133333333333,4121.375,4122.075,1500,2021-04-12 00:00:00
483,SPX500_i,4122.1,4115.1,4114.9,4123.4,4119.15,4117.8,4117.125,4118.875,2104,2021-04-12 04:00:00
484,SPX500_i,4115.1,4119.4,4113.4,4121.7,4117.549999999999,4118.166666666666,4118.474999999999,4117.4,2524,2021-04-12 08:00:00
485,SPX500_i,4119.4,4122.6,4119.1,4124.9,4122.0,4122.2,4122.3,4121.5,2043,2021-04-12 12:00:00
486,SPX500_i,4122.9,4129.6,4115.3,4130.9,4123.1,4125.266666666667,4126.35,4124.675,3722,2021-04-12 16:00:00
487,SPX500_i,4129.9,4129.6,4118.4,4132.4,4125.4,4126.8,4127.5,4127.575,2727,2021-04-12 20:00:00
488,SPX500_i,4129.6,4129.9,4128.4,4132.4,4130.4,4130.233333333333,4130.15,4130.075,898,2021-04-13 00:00:00
489,SPX500_i,4129.9,4126.1,4124.9,4131.6,4128.25,4127.533333333334,4127.175,4128.125,1624,2021-04-13 04:00:00
490,SPX500_i,4126.1,4130.2,4122.4,4132.4,4127.4,4128.333333333333,4128.8,4127.775,1870,2021-04-13 08:00:00
491,SPX500_i,4130.2,4131.1,4110.4,4135.9,4123.15,4125.8,4127.125,4126.9,3002,2021-04-13 12:00:00
492,SPX500_i,4131.4,4129.7,4124.4,4135.2,4129.799999999999,4129.766666666666,4129.75,4130.174999999999,3422,2021-04-13 16:00:00
493,SPX500_i,4129.5,4141.8,4128.7,4148.5,4138.6,4139.666666666667,4140.2,4137.125,2336,2021-04-13 20:00:00
494,SPX500_i,4141.0,4139.2,4138.2,4141.8,4140.0,4139.733333333334,4139.6,4140.05,807,2021-04-14 00:00:00
495,SPX500_i,4139.2,4143.8,4138.7,4144.5,4141.6,4142.333333333333,4142.7,4141.55,1582,2021-04-14 04:00:00
496,SPX500_i,4143.8,4146.5,4141.2,4147.2,4144.2,4144.966666666666,4145.35,4144.675,2104,2021-04-14 08:00:00
497,SPX500_i,4146.5,4140.1,4139.3,4147.5,4143.4,4142.3,4141.75,4143.35,1668,2021-04-14 12:00:00
498,SPX500_i,4139.8,4147.2,4138.4,4152.2,4145.299999999999,4145.933333333333,4146.25,4144.4,3977,2021-04-14 16:00:00
499,SPX500_i,4147.0,4128.6,4121.5,4147.5,4134.5,4132.533333333334,4131.55,4136.15,4584,2021-04-14 20:00:00
500,SPX500_i,4134.5,4133.7,4130.0,4135.7,4132.85,4133.133333333334,4133.275000000001,4133.475,999,2021-04-15 00:00:00
501,SPX500_i,4133.7,4132.2,4128.0,4135.2,4131.6,4131.8,4131.900000000001,4132.275000000001,2086,2021-04-15 04:00:00
502,SPX500_i,4132.2,4145.7,4132.0,4146.7,4139.35,4141.466666666667,4142.525000000001,4139.150000000001,2049,2021-04-15 08:00:00
503,SPX500_i,4145.7,4150.5,4143.2,4154.2,4148.7,4149.3,4149.6,4148.4,1945,2021-04-15 12:00:00
504,SPX500_i,4150.7,4169.2,4147.7,4169.7,4158.7,4162.2,4163.95,4159.325,3474,2021-04-15 16:00:00
505,SPX500_i,4169.5,4171.5,4162.2,4175.0,4168.6,4169.566666666667,4170.05,4169.55,2911,2021-04-15 20:00:00
506,SPX500_i,4171.6,4165.6,4164.8,4172.7,4168.75,4167.7,4167.175,4168.675,911,2021-04-16 00:00:00
507,SPX500_i,4165.6,4167.3,4163.0,4167.3,4165.15,4165.866666666666,4166.224999999999,4165.799999999999,1664,2021-04-16 04:00:00
508,SPX500_i,4167.3,4169.1,4162.9,4171.2,4167.049999999999,4167.733333333333,4168.075,4167.625,2046,2021-04-16 08:00:00
509,SPX500_i,4169.0,4181.6,4168.0,4181.8,4174.9,4177.133333333333,4178.25,4175.1,2118,2021-04-16 12:00:00
510,SPX500_i,4181.7,4179.0,4170.2,4186.7,4178.45,4178.633333333333,4178.725,4179.4,4228,2021-04-16 16:00:00
511,SPX500_i,4179.0,4186.2,4177.0,4191.8,4184.4,4185.0,4185.3,4183.5,2372,2021-04-16 20:00:00
512,SPX500_i,4175.1,4174.3,4169.4,4177.1,4173.25,4173.599999999999,4173.775,4173.975,967,2021-04-19 00:00:00
513,SPX500_i,4174.6,4179.1,4171.2,4180.8,4176.0,4177.033333333334,4177.55,4176.425,1741,2021-04-19 04:00:00
514,SPX500_i,4179.1,4180.5,4174.6,4183.0,4178.8,4179.366666666667,4179.65,4179.3,1856,2021-04-19 08:00:00
515,SPX500_i,4180.5,4176.7,4171.7,4180.7,4176.2,4176.366666666666,4176.45,4177.4,2009,2021-04-19 12:00:00
516,SPX500_i,4176.7,4154.7,4150.7,4179.7,4165.2,4161.7,4159.95,4165.45,5996,2021-04-19 16:00:00
517,SPX500_i,4154.8,4166.0,4153.2,4166.8,4160.0,4162.0,4163.0,4160.2,3930,2021-04-19 20:00:00
518,SPX500_i,4166.9,4169.2,4165.8,4172.2,4169.0,4169.066666666667,4169.1,4168.525,993,2021-04-20 00:00:00
519,SPX500_i,4169.2,4172.2,4168.4,4175.2,4171.799999999999,4171.933333333333,4172.0,4171.25,1889,2021-04-20 04:00:00
520,SPX500_i,4172.0,4163.5,4162.2,4175.7,4168.95,4167.133333333333,4166.225,4168.35,2433,2021-04-20 08:00:00
521,SPX500_i,4163.5,4149.0,4140.0,4164.0,4152.0,4151.0,4150.5,4154.125,3946,2021-04-20 12:00:00
522,SPX500_i,4149.2,4133.7,4119.5,4159.8,4139.65,4137.666666666667,4136.675,4140.55,6322,2021-04-20 16:00:00
523,SPX500_i,4133.4,4135.9,4121.1,4139.7,4130.4,4132.233333333333,4133.15,4132.525,3485,2021-04-20 20:00:00
524,SPX500_i,4132.1,4132.0,4128.5,4134.0,4131.25,4131.5,4131.625,4131.65,1401,2021-04-21 00:00:00
525,SPX500_i,4132.0,4128.4,4121.9,4132.5,4127.2,4127.599999999999,4127.799999999999,4128.7,2505,2021-04-21 04:00:00
526,SPX500_i,4128.4,4134.6,4124.0,4138.8,4131.4,4132.466666666666,4133.0,4131.45,2873,2021-04-21 08:00:00
527,SPX500_i,4134.6,4127.8,4123.8,4141.1,4132.450000000001,4130.900000000001,4130.125,4131.825000000001,2659,2021-04-21 12:00:00
528,SPX500_i,4127.6,4157.8,4126.4,4162.2,4144.299999999999,4148.799999999999,4151.049999999999,4143.5,4280,2021-04-21 16:00:00
529,SPX500_i,4157.8,4174.3,4157.6,4175.8,4166.700000000001,4169.233333333334,4170.5,4166.375,2316,2021-04-21 20:00:00
530,SPX500_i,4165.8,4164.3,4162.0,4166.5,4164.25,4164.266666666666,4164.275,4164.65,980,2021-04-22 00:00:00
531,SPX500_i,4164.3,4170.5,4162.8,4171.0,4166.9,4168.099999999999,4168.7,4167.15,2233,2021-04-22 04:00:00
532,SPX500_i,4170.5,4169.0,4168.0,4175.5,4171.75,4170.833333333333,4170.375,4170.75,2441,2021-04-22 08:00:00
533,SPX500_i,4169.0,4171.4,4167.0,4174.5,4170.75,4170.966666666666,4171.075,4170.475,2323,2021-04-22 12:00:00
534,SPX500_i,4171.3,4180.0,4158.0,4180.0,4169.0,4172.666666666667,4174.5,4172.325,4193,2021-04-22 16:00:00
535,SPX500_i,4180.0,4136.1,4125.0,4180.3,4152.65,4147.133333333333,4144.375,4155.35,7652,2021-04-22 20:00:00
536,SPX500_i,4138.0,4141.7,4136.8,4142.7,4139.75,4140.400000000001,4140.725,4139.8,1149,2021-04-23 00:00:00
537,SPX500_i,4141.5,4144.0,4140.2,4146.6,4143.4,4143.599999999999,4143.7,4143.075,1674,2021-04-23 04:00:00
538,SPX500_i,4144.0,4147.2,4136.5,4150.2,4143.35,4144.633333333334,4145.275000000001,4144.475,2610,2021-04-23 08:00:00
539,SPX500_i,4147.2,4140.0,4138.2,4148.0,4143.1,4142.066666666667,4141.55,4143.35,2404,2021-04-23 12:00:00
540,SPX500_i,4140.0,4184.2,4139.5,4185.9,4162.7,4169.866666666666,4173.45,4162.4,3775,2021-04-23 16:00:00
541,SPX500_i,4184.4,4179.9,4179.7,4195.7,4187.7,4185.099999999999,4183.799999999999,4184.924999999999,2054,2021-04-23 20:00:00
542,SPX500_i,4180.0,4179.0,4173.8,4181.8,4177.8,4178.2,4178.4,4178.65,1044,2021-04-26 00:00:00
543,SPX500_i,4179.0,4184.5,4176.8,4185.0,4180.9,4182.099999999999,4182.7,4181.325,1767,2021-04-26 04:00:00
544,SPX500_i,4184.5,4176.0,4174.5,4184.8,4179.65,4178.433333333333,4177.825,4179.95,2118,2021-04-26 08:00:00
545,SPX500_i,4176.0,4181.3,4173.0,4183.0,4178.0,4179.099999999999,4179.65,4178.325,2123,2021-04-26 12:00:00
546,SPX500_i,4181.3,4189.0,4181.0,4194.6,4187.8,4188.2,4188.4,4186.475,3370,2021-04-26 16:00:00
547,SPX500_i,4189.0,4190.1,4182.8,4195.1,4188.950000000001,4189.333333333334,4189.525000000001,4189.25,2414,2021-04-26 20:00:00
548,SPX500_i,4191.3,4190.4,4188.0,4193.9,4190.95,4190.766666666666,4190.674999999999,4190.9,968,2021-04-27 00:00:00
549,SPX500_i,4190.4,4192.2,4188.9,4192.6,4190.75,4191.233333333334,4191.475,4191.025,1497,2021-04-27 04:00:00
550,SPX500_i,4192.3,4194.0,4191.4,4200.0,4195.7,4195.133333333333,4194.85,4194.425,1978,2021-04-27 08:00:00
551,SPX500_i,4194.0,4190.8,4185.4,4194.7,4190.049999999999,4190.299999999999,4190.424999999999,4191.224999999999,1938,2021-04-27 12:00:00
552,SPX500_i,4190.8,4184.1,4176.0,4192.9,4184.45,4184.333333333333,4184.275,4185.95,4201,2021-04-27 16:00:00
553,SPX500_i,4184.1,4187.8,4183.6,4194.3,4188.950000000001,4188.566666666667,4188.375,4187.450000000001,2448,2021-04-27 20:00:00
554,SPX500_i,4190.9,4189.3,4187.8,4192.6,4190.200000000001,4189.900000000001,4189.75,4190.15,830,2021-04-28 00:00:00
555,SPX500_i,4189.3,4193.3,4188.3,4194.0,4191.15,4191.866666666666,4192.224999999999,4191.224999999999,1099,2021-04-28 04:00:00
556,SPX500_i,4193.0,4191.3,4186.0,4195.0,4190.5,4190.766666666666,4190.9,4191.325,1808,2021-04-28 08:00:00
557,SPX500_i,4191.3,4189.8,4184.8,4193.8,4189.3,4189.466666666667,4189.55,4189.925,1972,2021-04-28 12:00:00
558,SPX500_i,4190.0,4190.9,4184.3,4197.3,4190.8,4190.833333333333,4190.85,4190.625,3160,2021-04-28 16:00:00
559,SPX500_i,4190.8,4186.8,4182.1,4203.0,4192.55,4190.633333333334,4189.675,4190.675,3953,2021-04-28 20:00:00
560,SPX500_i,4195.5,4202.3,4193.9,4203.4,4198.65,4199.866666666666,4200.474999999999,4198.775,802,2021-04-29 00:00:00
561,SPX500_i,4202.3,4207.6,4201.5,4212.1,4206.8,4207.066666666667,4207.200000000001,4205.875,1422,2021-04-29 04:00:00
562,SPX500_i,4207.7,4212.5,4207.2,4216.0,4211.6,4211.900000000001,4212.05,4210.85,1948,2021-04-29 08:00:00
563,SPX500_i,4212.6,4216.9,4211.0,4217.1,4214.05,4215.0,4215.475,4214.4,1815,2021-04-29 12:00:00
564,SPX500_i,4216.8,4193.8,4177.1,4219.8,4198.450000000001,4196.900000000001,4196.125,4201.875,5834,2021-04-29 16:00:00
565,SPX500_i,4193.9,4212.9,4190.8,4217.9,4204.35,4207.2,4208.625,4203.875,3419,2021-04-29 20:00:00
566,SPX500_i,4208.1,4204.5,4202.6,4209.2,4205.9,4205.433333333333,4205.2,4206.1,1233,2021-04-30 00:00:00
567,SPX500_i,4204.5,4199.6,4197.4,4204.9,4201.15,4200.633333333333,4200.375,4201.6,1641,2021-04-30 04:00:00
568,SPX500_i,4199.7,4200.2,4194.9,4205.1,4200.0,4200.066666666667,4200.1,4199.975,2304,2021-04-30 08:00:00
569,SPX500_i,4200.2,4191.5,4183.2,4202.5,4192.85,4192.400000000001,4192.175,4194.35,2949,2021-04-30 12:00:00
570,SPX500_i,4191.5,4187.1,4179.7,4197.9,4188.799999999999,4188.233333333333,4187.95,4189.049999999999,5338,2021-04-30 16:00:00
571,SPX500_i,4187.0,4186.0,4176.2,4191.4,4183.799999999999,4184.533333333333,4184.9,4185.15,4035,2021-04-30 20:00:00
572,SPX500_i,4195.4,4202.2,4194.2,4202.9,4198.549999999999,4199.766666666666,4200.375,4198.674999999999,919,2021-05-03 00:00:00
573,SPX500_i,4202.2,4196.4,4193.9,4202.9,4198.4,4197.733333333333,4197.4,4198.849999999999,1483,2021-05-03 04:00:00
574,SPX500_i,4196.4,4202.4,4191.4,4207.1,4199.25,4200.3,4200.825,4199.325,1933,2021-05-03 08:00:00
575,SPX500_i,4202.4,4201.1,4192.0,4207.4,4199.7,4200.166666666667,4200.4,4200.725,2540,2021-05-03 12:00:00
576,SPX500_i,4201.1,4197.4,4194.5,4211.1,4202.8,4201.0,4200.1,4201.025,5294,2021-05-03 16:00:00
577,SPX500_i,4197.6,4194.7,4189.9,4205.5,4197.7,4196.7,4196.2,4196.924999999999,2557,2021-05-03 20:00:00
578,SPX500_i,4192.6,4187.8,4186.0,4193.3,4189.65,4189.033333333333,4188.724999999999,4189.924999999999,926,2021-05-04 00:00:00
579,SPX500_i,4187.6,4184.2,4180.0,4187.8,4183.9,4184.0,4184.05,4184.9,1479,2021-05-04 04:00:00
580,SPX500_i,4184.1,4186.9,4182.3,4193.4,4187.85,4187.533333333334,4187.375,4186.675,2461,2021-05-04 08:00:00
581,SPX500_i,4186.8,4172.3,4166.3,4193.1,4179.700000000001,4177.233333333334,4176.0,4179.625,3768,2021-05-04 12:00:00
582,SPX500_i,4172.2,4140.6,4129.5,4179.0,4154.25,4149.7,4147.425,4155.325,7889,2021-05-04 16:00:00
583,SPX500_i,4140.4,4169.7,4138.8,4169.7,4154.25,4159.400000000001,4161.975,4154.65,4868,2021-05-04 20:00:00
584,SPX500_i,4165.6,4175.1,4164.1,4176.4,4170.25,4171.866666666667,4172.675,4170.3,1105,2021-05-05 00:00:00
585,SPX500_i,4175.1,4179.4,4173.9,4181.1,4177.5,4178.133333333333,4178.45,4177.375,1446,2021-05-05 04:00:00
586,SPX500_i,4179.4,4180.9,4170.6,4184.2,4177.4,4178.566666666667,4179.15,4178.775,2886,2021-05-05 08:00:00
587,SPX500_i,4180.9,4183.7,4178.4,4187.2,4182.799999999999,4183.099999999999,4183.25,4182.549999999999,2280,2021-05-05 12:00:00
588,SPX500_i,4183.6,4178.9,4162.0,4188.7,4175.35,4176.533333333334,4177.125,4178.3,5079,2021-05-05 16:00:00
589,SPX500_i,4179.1,4170.0,4164.0,4184.6,4174.3,4172.866666666667,4172.15,4174.425,3582,2021-05-05 20:00:00
590,SPX500_i,4165.4,4171.1,4163.8,4172.8,4168.3,4169.233333333334,4169.700000000001,4168.275,1392,2021-05-06 00:00:00
591,SPX500_i,4171.1,4165.3,4160.6,4176.1,4168.35,4167.333333333333,4166.825,4168.275,2487,2021-05-06 04:00:00
592,SPX500_i,4165.3,4173.1,4165.1,4182.8,4173.950000000001,4173.666666666667,4173.525000000001,4171.575000000001,3032,2021-05-06 08:00:00
593,SPX500_i,4173.2,4168.0,4163.9,4177.3,4170.6,4169.733333333334,4169.3,4170.6,3833,2021-05-06 12:00:00
594,SPX500_i,4168.2,4181.2,4149.0,4187.7,4168.35,4172.633333333334,4174.775000000001,4171.525000000001,6815,2021-05-06 16:00:00
595,SPX500_i,4181.2,4202.6,4168.4,4203.9,4186.15,4191.633333333333,4194.375,4189.025,4833,2021-05-06 20:00:00
596,SPX500_i,4203.0,4205.5,4199.2,4205.7,4202.45,4203.466666666666,4203.975,4203.35,1006,2021-05-07 00:00:00
597,SPX500_i,4205.5,4207.5,4204.2,4211.0,4207.6,4207.566666666667,4207.55,4207.05,1781,2021-05-07 04:00:00
598,SPX500_i,4207.5,4207.0,4199.2,4207.5,4203.35,4204.566666666667,4205.175,4205.3,2247,2021-05-07 08:00:00
599,SPX500_i,4207.0,4215.1,4204.0,4221.3,4212.65,4213.466666666666,4213.875,4211.85,3321,2021-05-07 12:00:00
600,SPX500_i,4215.1,4232.4,4203.1,4239.6,4221.35,4225.033333333334,4226.875,4222.55,5619,2021-05-07 16:00:00
601,SPX500_i,4232.4,4231.6,4223.6,4239.1,4231.35,4231.433333333333,4231.475,4231.675,3630,2021-05-07 20:00:00
602,SPX500_i,4235.8,4242.8,4235.3,4245.3,4240.3,4241.133333333334,4241.55,4239.8,1066,2021-05-10 00:00:00
603,SPX500_i,4242.6,4240.1,4239.6,4245.3,4242.450000000001,4241.666666666667,4241.275000000001,4241.900000000001,1555,2021-05-10 04:00:00
604,SPX500_i,4240.1,4232.1,4229.8,4241.6,4235.700000000001,4234.500000000001,4233.900000000001,4235.900000000001,2445,2021-05-10 08:00:00
605,SPX500_i,4232.1,4237.1,4231.1,4240.3,4235.700000000001,4236.166666666667,4236.400000000001,4235.150000000001,2312,2021-05-10 12:00:00
606,SPX500_i,4237.1,4229.2,4221.9,4238.3,4230.1,4229.8,4229.650000000001,4231.625,5145,2021-05-10 16:00:00
607,SPX500_i,4229.4,4191.2,4189.9,4231.3,4210.6,4204.133333333334,4200.900000000001,4210.450000000001,4980,2021-05-10 20:00:00
608,SPX500_i,4187.0,4171.0,4165.4,4193.3,4179.35,4176.566666666667,4175.175,4179.175,1979,2021-05-11 00:00:00
609,SPX500_i,4171.0,4165.1,4157.0,4172.7,4164.85,4164.933333333333,4164.975,4166.450000000001,3914,2021-05-11 04:00:00
610,SPX500_i,4165.1,4158.8,4152.5,4177.3,4164.9,4162.866666666666,4161.849999999999,4163.424999999999,4726,2021-05-11 08:00:00
611,SPX500_i,4158.8,4136.6,4135.4,4169.0,4152.2,4147.0,4144.4,4149.95,4982,2021-05-11 12:00:00
612,SPX500_i,4136.7,4136.4,4111.9,4163.8,4137.85,4137.366666666667,4137.125,4137.2,10735,2021-05-11 16:00:00
613,SPX500_i,4136.4,4153.0,4134.6,4161.5,4148.05,4149.7,4150.525,4146.375,7008,2021-05-11 20:00:00
614,SPX500_i,4149.3,4136.6,4133.8,4157.3,4145.55,4142.566666666667,4141.075000000001,4144.25,2104,2021-05-12 00:00:00
615,SPX500_i,4136.3,4131.4,4117.6,4145.8,4131.700000000001,4131.6,4131.55,4132.775000000001,5024,2021-05-12 04:00:00
616,SPX500_i,4131.4,4141.1,4129.2,4153.3,4141.25,4141.2,4141.175,4138.75,5246,2021-05-12 08:00:00
617,SPX500_i,4141.4,4126.4,4102.7,4146.3,4124.5,4125.133333333333,4125.45,4129.2,6595,2021-05-12 12:00:00
618,SPX500_i,4126.8,4087.8,4077.4,4135.9,4106.65,4100.366666666666,4097.224999999999,4106.974999999999,10820,2021-05-12 16:00:00
619,SPX500_i,4087.5,4064.8,4058.2,4095.9,4077.05,4072.966666666667,4070.925,4076.6000000000004,7623,2021-05-12 20:00:00
620,SPX500_i,4066.9,4076.7,4062.6,4079.2,4070.8999999999996,4072.8333333333335,4073.8,4071.35,2297,2021-05-13 00:00:00
621,SPX500_i,4076.8,4078.7,4071.7,4083.6,4077.6499999999996,4078.0,4078.175,4077.7,3915,2021-05-13 04:00:00
622,SPX500_i,4078.7,4046.9,4035.6,4079.4,4057.5,4053.9666666666667,4052.2,4060.1499999999996,6209,2021-05-13 08:00:00
623,SPX500_i,4047.0,4075.4,4043.7,4080.9,4062.3,4066.6666666666665,4068.85,4061.75,6219,2021-05-13 12:00:00
624,SPX500_i,4075.4,4107.3,4074.8,4128.5,4101.65,4103.533333333333,4104.474999999999,4096.5,8723,2021-05-13 16:00:00
625,SPX500_i,4107.7,4111.5,4087.2,4132.2,4109.7,4110.3,4110.6,4109.65,7641,2021-05-13 20:00:00
626,SPX500_i,4113.8,4125.1,4110.8,4126.0,4118.4,4120.633333333333,4121.75,4118.925,2051,2021-05-14 00:00:00
627,SPX500_i,4125.3,4130.1,4121.5,4133.1,4127.3,4128.233333333334,4128.700000000001,4127.5,3259,2021-05-14 04:00:00
628,SPX500_i,4130.1,4137.4,4128.0,4139.3,4133.65,4134.9,4135.525,4133.7,4003,2021-05-14 08:00:00
629,SPX500_i,4137.4,4138.4,4128.4,4143.4,4135.9,4136.733333333333,4137.15,4136.9,3557,2021-05-14 12:00:00
630,SPX500_i,4138.5,4171.2,4135.7,4171.5,4153.6,4159.466666666667,4162.400000000001,4154.225,5397,2021-05-14 16:00:00
631,SPX500_i,4171.2,4174.5,4169.7,4183.9,4176.799999999999,4176.033333333333,4175.65,4174.825,3189,2021-05-14 20:00:00
632,SPX500_i,4181.1,4168.2,4164.6,4181.8,4173.200000000001,4171.533333333334,4170.700000000001,4173.925000000001,2293,2021-05-17 00:00:00
633,SPX500_i,4168.2,4168.2,4161.9,4175.4,4168.65,4168.5,4168.425,4168.425,3347,2021-05-17 04:00:00
634,SPX500_i,4168.2,4169.7,4159.2,4176.1,4167.65,4168.333333333333,4168.675,4168.3,4019,2021-05-17 08:00:00
635,SPX500_i,4169.7,4158.0,4153.5,4170.1,4161.8,4160.533333333334,4159.9,4162.825,3273,2021-05-17 12:00:00
636,SPX500_i,4157.9,4153.8,4147.4,4173.0,4160.2,4158.066666666667,4157.0,4158.025,7673,2021-05-17 16:00:00
637,SPX500_i,4153.5,4164.7,4142.8,4166.3,4154.55,4157.933333333333,4159.625,4156.825,4608,2021-05-17 20:00:00
638,SPX500_i,4166.3,4172.4,4161.8,4172.7,4167.25,4168.966666666666,4169.825,4168.3,1285,2021-05-18 00:00:00
639,SPX500_i,4172.4,4174.0,4170.4,4176.1,4173.25,4173.5,4173.625,4173.225,1777,2021-05-18 04:00:00
640,SPX500_i,4174.0,4176.3,4173.0,4185.2,4179.1,4178.166666666667,4177.7,4177.125,2150,2021-05-18 08:00:00
641,SPX500_i,4176.4,4167.4,4165.8,4179.0,4172.4,4170.733333333333,4169.9,4172.15,2484,2021-05-18 12:00:00
642,SPX500_i,4167.2,4161.3,4153.2,4169.2,4161.2,4161.233333333334,4161.25,4162.725,4894,2021-05-18 16:00:00
643,SPX500_i,4161.4,4128.6,4126.3,4164.4,4145.35,4139.766666666667,4136.975,4145.175,3719,2021-05-18 20:00:00
644,SPX500_i,4122.1,4121.8,4110.0,4127.8,4118.9,4119.866666666666,4120.349999999999,4120.424999999999,2063,2021-05-19 00:00:00
645,SPX500_i,4122.0,4109.7,4106.0,4127.0,4116.5,4114.233333333334,4113.1,4116.175,3301,2021-05-19 04:00:00
646,SPX500_i,4109.8,4095.0,4091.2,4118.4,4104.799999999999,4101.533333333333,4099.9,4103.599999999999,5084,2021-05-19 08:00:00
647,SPX500_i,4095.2,4074.3,4071.2,4106.1,4088.65,4083.866666666667,4081.4750000000004,4086.7,4698,2021-05-19 12:00:00
648,SPX500_i,4074.0,4098.8,4061.6,4101.3,4081.45,4087.2333333333336,4090.125,4083.925,9125,2021-05-19 16:00:00
649,SPX500_i,4098.8,4116.8,4083.2,4117.5,4100.35,4105.833333333333,4108.575,4104.075,7943,2021-05-19 20:00:00
650,SPX500_i,4109.0,4113.1,4104.0,4117.6,4110.8,4111.566666666667,4111.950000000001,4110.925,1793,2021-05-20 00:00:00
651,SPX500_i,4113.1,4118.1,4104.3,4118.4,4111.35,4113.6,4114.725,4113.475,3044,2021-05-20 04:00:00
652,SPX500_i,4117.9,4097.4,4094.2,4118.6,4106.4,4103.4,4101.9,4107.025,3293,2021-05-20 08:00:00
653,SPX500_i,4097.4,4119.7,4088.9,4119.7,4104.3,4109.433333333333,4112.0,4106.424999999999,3263,2021-05-20 12:00:00
654,SPX500_i,4119.7,4155.3,4119.2,4168.2,4143.7,4147.566666666667,4149.5,4140.6,4955,2021-05-20 16:00:00
655,SPX500_i,4155.0,4159.8,4152.5,4173.3,4162.9,4161.866666666666,4161.349999999999,4160.15,4010,2021-05-20 20:00:00
656,SPX500_i,4159.4,4168.7,4159.3,4170.7,4165.0,4166.233333333334,4166.85,4164.525,1495,2021-05-21 00:00:00
657,SPX500_i,4168.8,4167.0,4160.2,4170.6,4165.4,4165.933333333333,4166.2,4166.65,2573,2021-05-21 04:00:00
658,SPX500_i,4167.0,4165.6,4160.3,4172.9,4166.6,4166.266666666667,4166.1,4166.450000000001,3199,2021-05-21 08:00:00
659,SPX500_i,4165.5,4173.0,4165.5,4177.7,4171.6,4172.066666666667,4172.3,4170.425,2615,2021-05-21 12:00:00
660,SPX500_i,4172.8,4156.0,4151.6,4189.2,4170.4,4165.599999999999,4163.2,4167.4,5913,2021-05-21 16:00:00
661,SPX500_i,4156.0,4157.6,4154.6,4169.6,4162.1,4160.6,4159.85,4159.450000000001,3759,2021-05-21 20:00:00
662,SPX500_i,4152.8,4165.7,4150.2,4166.5,4158.35,4160.8,4162.025000000001,4158.8,1832,2021-05-24 00:00:00
663,SPX500_i,4165.7,4165.7,4161.6,4171.5,4166.55,4166.266666666666,4166.125,4166.125,2715,2021-05-24 04:00:00
664,SPX500_i,4165.7,4171.4,4165.0,4177.6,4171.3,4171.333333333333,4171.35,4169.925,2535,2021-05-24 08:00:00
665,SPX500_i,4171.4,4179.0,4170.4,4180.0,4175.2,4176.466666666666,4177.1,4175.2,1919,2021-05-24 12:00:00
666,SPX500_i,4179.0,4200.2,4177.8,4203.9,4190.85,4193.966666666667,4195.525000000001,4190.225,3703,2021-05-24 16:00:00
667,SPX500_i,4200.2,4198.7,4196.5,4210.2,4203.35,4201.8,4201.025000000001,4201.400000000001,2244,2021-05-24 20:00:00
668,SPX500_i,4204.4,4205.2,4199.7,4207.2,4203.45,4204.033333333333,4204.325,4204.125,1402,2021-05-25 00:00:00
669,SPX500_i,4205.3,4205.7,4201.9,4208.7,4205.299999999999,4205.433333333333,4205.5,4205.4,1978,2021-05-25 04:00:00
670,SPX500_i,4205.7,4211.7,4205.5,4216.8,4211.15,4211.333333333333,4211.425,4209.925,2419,2021-05-25 08:00:00
671,SPX500_i,4211.7,4209.7,4207.2,4213.9,4210.549999999999,4210.266666666666,4210.125,4210.625,1680,2021-05-25 12:00:00
672,SPX500_i,4209.9,4198.5,4187.0,4213.9,4200.45,4199.8,4199.475,4202.325,4870,2021-05-25 16:00:00
673,SPX500_i,4198.5,4190.0,4183.5,4199.5,4191.5,4191.0,4190.75,4192.875,3539,2021-05-25 20:00:00
674,SPX500_i,4195.1,4202.1,4195.0,4203.7,4199.35,4200.266666666667,4200.725,4198.975,1171,2021-05-26 00:00:00
