,SPX500_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
57,SPX500_m_i,3566.2,3572.2,3553.4,3577.7,3565.55,3567.7666666666664,3568.875,3567.375,5240,2020-11-13 20:00:00
58,SPX500_m_i,3610.4,3613.0,3606.9,3616.4,3611.65,3612.1,3612.325,3611.6749999999997,2937,2020-11-16 04:00:00
59,SPX500_m_i,3613.2,3618.2,3612.4,3622.9,3617.65,3617.8333333333335,3617.925,3616.675,2096,2020-11-16 08:00:00
60,SPX500_m_i,3618.2,3616.7,3608.7,3620.6,3614.6499999999996,3615.3333333333335,3615.675,3616.05,4192,2020-11-16 12:00:00
61,SPX500_m_i,3616.9,3610.7,3602.4,3641.9,3622.15,3618.3333333333335,3616.425,3617.975,6631,2020-11-16 16:00:00
62,SPX500_m_i,3610.7,3612.2,3602.9,3628.9,3615.9,3614.6666666666665,3614.05,3613.675,4657,2020-11-16 20:00:00
63,SPX500_m_i,3612.0,3631.5,3608.7,3631.7,3620.2,3623.9666666666667,3625.85,3620.975,3089,2020-11-17 00:00:00
64,SPX500_m_i,3632.8,3614.5,3612.7,3633.0,3622.85,3620.066666666667,3618.675,3623.25,2651,2020-11-17 04:00:00
65,SPX500_m_i,3614.5,3615.0,3607.7,3618.0,3612.85,3613.566666666667,3613.925,3613.8,2560,2020-11-17 08:00:00
66,SPX500_m_i,3615.0,3613.5,3611.7,3621.8,3616.75,3615.6666666666665,3615.125,3615.5,3579,2020-11-17 12:00:00
67,SPX500_m_i,3613.5,3589.9,3589.4,3614.3,3601.8500000000004,3597.866666666667,3595.875,3601.775,4479,2020-11-17 16:00:00
68,SPX500_m_i,3589.9,3615.8,3589.7,3623.4,3606.55,3609.6333333333337,3611.175,3604.7000000000003,4821,2020-11-17 20:00:00
69,SPX500_m_i,3615.9,3612.4,3603.7,3625.2,3614.45,3613.7666666666664,3613.4249999999997,3614.2999999999997,2937,2020-11-18 00:00:00
70,SPX500_m_i,3611.5,3606.4,3599.6,3616.2,3607.8999999999996,3607.3999999999996,3607.1499999999996,3608.4249999999997,3238,2020-11-18 04:00:00
71,SPX500_m_i,3606.4,3593.6,3590.1,3608.7,3599.3999999999996,3597.4666666666667,3596.5,3599.7,3025,2020-11-18 08:00:00
72,SPX500_m_i,3593.8,3619.6,3593.8,3622.3,3608.05,3611.9,3613.8250000000003,3607.375,3675,2020-11-18 12:00:00
73,SPX500_m_i,3619.6,3611.7,3608.6,3627.6,3618.1,3615.9666666666667,3614.8999999999996,3616.875,3557,2020-11-18 16:00:00
74,SPX500_m_i,3611.4,3603.9,3598.6,3620.7,3609.6499999999996,3607.733333333333,3606.7749999999996,3608.6499999999996,3846,2020-11-18 20:00:00
75,SPX500_m_i,3603.8,3568.1,3567.8,3606.9,3587.3500000000004,3580.933333333334,3577.7250000000004,3586.6500000000005,3832,2020-11-19 00:00:00
76,SPX500_m_i,3569.0,3565.2,3558.7,3572.5,3565.6,3565.4666666666667,3565.3999999999996,3566.35,3566,2020-11-19 04:00:00
77,SPX500_m_i,3565.5,3577.0,3558.6,3577.6,3568.1,3571.066666666667,3572.55,3569.675,2800,2020-11-19 08:00:00
78,SPX500_m_i,3577.0,3557.6,3546.6,3578.2,3562.3999999999996,3560.7999999999997,3560.0,3564.85,4958,2020-11-19 12:00:00
79,SPX500_m_i,3557.4,3565.7,3546.7,3568.2,3557.45,3560.1999999999994,3561.575,3559.4999999999995,4643,2020-11-19 16:00:00
80,SPX500_m_i,3566.0,3569.7,3552.6,3571.7,3562.1499999999996,3564.6666666666665,3565.925,3565.0,5940,2020-11-19 20:00:00
81,SPX500_m_i,3570.0,3582.6,3568.6,3586.6,3577.6,3579.2666666666664,3580.1,3576.95,2861,2020-11-20 00:00:00
82,SPX500_m_i,3556.9,3561.4,3548.6,3563.9,3556.25,3557.9666666666667,3558.825,3557.7,3207,2020-11-20 04:00:00
83,SPX500_m_i,3561.2,3566.1,3559.1,3570.6,3564.85,3565.2666666666664,3565.475,3564.25,2608,2020-11-20 08:00:00
84,SPX500_m_i,3565.9,3580.6,3563.6,3584.1,3573.85,3576.1,3577.225,3573.5499999999997,3808,2020-11-20 12:00:00
85,SPX500_m_i,3580.4,3575.0,3570.1,3586.6,3578.35,3577.2333333333336,3576.675,3578.025,3564,2020-11-20 16:00:00
86,SPX500_m_i,3575.1,3576.4,3566.4,3580.2,3573.3,3574.3333333333335,3574.85,3574.525,4462,2020-11-20 20:00:00
87,SPX500_m_i,3556.2,3568.4,3553.8,3570.2,3562.0,3564.133333333333,3565.2,3562.1499999999996,2447,2020-11-23 04:00:00
88,SPX500_m_i,3568.4,3570.2,3565.8,3570.9,3568.3500000000004,3568.966666666667,3569.2750000000005,3568.8250000000003,1568,2020-11-23 08:00:00
89,SPX500_m_i,3570.2,3580.2,3570.2,3583.9,3577.05,3578.1,3578.625,3576.125,4026,2020-11-23 12:00:00
90,SPX500_m_i,3580.2,3585.9,3565.1,3591.9,3578.5,3580.9666666666667,3582.2,3580.7749999999996,3755,2020-11-23 16:00:00
91,SPX500_m_i,3585.9,3571.9,3552.8,3586.8,3569.8,3570.5,3570.85,3574.35,6130,2020-11-23 20:00:00
92,SPX500_m_i,3572.1,3579.3,3566.6,3588.2,3577.3999999999996,3578.033333333333,3578.3499999999995,3576.5499999999997,3057,2020-11-24 00:00:00
93,SPX500_m_i,3599.6,3602.4,3592.1,3603.9,3598.0,3599.4666666666667,3600.2,3599.5,2793,2020-11-24 04:00:00
94,SPX500_m_i,3602.6,3605.9,3601.6,3610.2,3605.8999999999996,3605.8999999999996,3605.8999999999996,3605.075,2077,2020-11-24 08:00:00
95,SPX500_m_i,3606.1,3607.8,3601.1,3609.8,3605.45,3606.2333333333336,3606.625,3606.2000000000003,3412,2020-11-24 12:00:00
96,SPX500_m_i,3607.9,3607.7,3597.3,3611.7,3604.5,3605.566666666667,3606.1000000000004,3606.15,3180,2020-11-24 16:00:00
97,SPX500_m_i,3607.6,3635.4,3605.8,3642.6,3624.2,3627.933333333333,3629.7999999999997,3622.85,4738,2020-11-24 20:00:00
98,SPX500_m_i,3635.6,3635.9,3627.6,3639.2,3633.3999999999996,3634.233333333333,3634.6499999999996,3634.575,2973,2020-11-25 00:00:00
99,SPX500_m_i,3642.4,3651.9,3641.6,3658.1,3649.85,3650.5333333333333,3650.875,3648.5,2896,2020-11-25 04:00:00
100,SPX500_m_i,3651.9,3638.4,3635.9,3653.6,3644.75,3642.633333333333,3641.575,3644.95,3243,2020-11-25 08:00:00
101,SPX500_m_i,3638.4,3629.8,3628.4,3647.0,3637.7,3635.066666666667,3633.75,3635.9,4145,2020-11-25 12:00:00
102,SPX500_m_i,3629.8,3625.7,3622.6,3639.9,3631.25,3629.4,3628.4750000000004,3629.5,3904,2020-11-25 16:00:00
103,SPX500_m_i,3625.6,3631.2,3619.2,3633.2,3626.2,3627.8666666666663,3628.7,3627.2999999999997,4012,2020-11-25 20:00:00
104,SPX500_m_i,3631.2,3630.6,3623.4,3635.7,3629.55,3629.9,3630.0750000000003,3630.2250000000004,2641,2020-11-26 00:00:00
105,SPX500_m_i,3635.6,3640.0,3630.0,3641.2,3635.6,3637.066666666667,3637.8,3636.7000000000003,2071,2020-11-26 04:00:00
106,SPX500_m_i,3640.0,3640.5,3632.4,3641.7,3637.05,3638.2000000000003,3638.775,3638.65,1951,2020-11-26 08:00:00
107,SPX500_m_i,3640.5,3631.7,3630.6,3642.5,3636.55,3634.933333333333,3634.125,3636.325,2599,2020-11-26 12:00:00
108,SPX500_m_i,3631.7,3633.5,3628.2,3634.5,3631.35,3632.066666666667,3632.425,3631.9750000000004,1670,2020-11-26 16:00:00
109,SPX500_m_i,3633.6,3621.9,3617.7,3634.6,3626.1499999999996,3624.733333333333,3624.0249999999996,3626.95,1932,2020-11-26 20:00:00
110,SPX500_m_i,3621.8,3621.7,3616.2,3625.7,3620.95,3621.1999999999994,3621.325,3621.3499999999995,2488,2020-11-27 04:00:00
111,SPX500_m_i,3621.6,3634.6,3618.8,3636.7,3627.75,3630.0333333333333,3631.175,3627.925,2026,2020-11-27 08:00:00
112,SPX500_m_i,3634.8,3636.6,3630.8,3641.2,3636.0,3636.2000000000003,3636.3,3635.8500000000004,2383,2020-11-27 12:00:00
113,SPX500_m_i,3636.6,3640.8,3635.4,3645.6,3640.5,3640.6,3640.6499999999996,3639.6,2222,2020-11-27 16:00:00
114,SPX500_m_i,3640.9,3640.4,3629.6,3646.1,3637.85,3638.7000000000003,3639.125,3639.25,3187,2020-11-27 20:00:00
115,SPX500_m_i,3651.6,3632.7,3627.1,3651.9,3639.5,3637.2333333333336,3636.1000000000004,3640.8250000000003,3368,2020-11-30 04:00:00
116,SPX500_m_i,3632.8,3608.2,3605.8,3636.9,3621.3500000000004,3616.966666666667,3614.7750000000005,3620.925,3412,2020-11-30 08:00:00
117,SPX500_m_i,3608.2,3626.6,3607.6,3627.7,3617.6499999999996,3620.633333333333,3622.125,3617.5249999999996,3870,2020-11-30 12:00:00
118,SPX500_m_i,3626.6,3625.8,3617.6,3638.1,3627.85,3627.1666666666665,3626.825,3627.025,3865,2020-11-30 16:00:00
119,SPX500_m_i,3626.1,3613.7,3595.2,3629.3,3612.25,3612.7333333333336,3612.9750000000004,3616.0750000000003,6120,2020-11-30 20:00:00
120,SPX500_m_i,3613.7,3624.4,3609.9,3628.1,3619.0,3620.7999999999997,3621.7,3619.0249999999996,3468,2020-12-01 00:00:00
121,SPX500_m_i,3629.0,3656.2,3628.4,3658.7,3643.55,3647.7666666666664,3649.875,3643.075,2507,2020-12-01 04:00:00
122,SPX500_m_i,3656.4,3655.7,3653.9,3662.9,3658.4,3657.5,3657.05,3657.225,2120,2020-12-01 08:00:00
123,SPX500_m_i,3655.7,3665.2,3648.2,3665.4,3656.8,3659.6,3661.0,3658.625,3418,2020-12-01 12:00:00
124,SPX500_m_i,3665.1,3664.6,3652.8,3667.1,3659.95,3661.5,3662.275,3662.4,2967,2020-12-01 16:00:00
125,SPX500_m_i,3664.7,3674.2,3661.6,3677.7,3669.6499999999996,3671.1666666666665,3671.925,3669.55,5323,2020-12-01 20:00:00
126,SPX500_m_i,3674.4,3663.0,3657.7,3679.6,3668.6499999999996,3666.7666666666664,3665.825,3668.6749999999997,2973,2020-12-02 00:00:00
127,SPX500_m_i,3657.7,3651.4,3646.1,3661.2,3653.6499999999996,3652.8999999999996,3652.5249999999996,3654.0999999999995,2784,2020-12-02 04:00:00
128,SPX500_m_i,3651.7,3658.4,3649.8,3658.8,3654.3,3655.6666666666665,3656.35,3654.675,1922,2020-12-02 08:00:00
129,SPX500_m_i,3658.6,3658.6,3648.3,3659.9,3654.1000000000004,3655.6000000000004,3656.3500000000004,3656.3500000000004,3129,2020-12-02 12:00:00
130,SPX500_m_i,3658.6,3656.4,3644.6,3658.9,3651.75,3653.2999999999997,3654.075,3654.625,3921,2020-12-02 16:00:00
131,SPX500_m_i,3656.4,3659.4,3652.1,3666.6,3659.35,3659.366666666667,3659.375,3658.625,3843,2020-12-02 20:00:00
132,SPX500_m_i,3659.2,3669.6,3657.0,3671.7,3664.35,3666.1,3666.975,3664.375,2398,2020-12-03 00:00:00
133,SPX500_m_i,3669.2,3669.9,3665.1,3671.5,3668.3,3668.8333333333335,3669.1,3668.925,1993,2020-12-03 04:00:00
134,SPX500_m_i,3670.1,3667.2,3662.9,3675.6,3669.25,3668.566666666667,3668.2250000000004,3668.9500000000003,1987,2020-12-03 08:00:00
135,SPX500_m_i,3666.9,3666.9,3659.0,3670.7,3664.85,3665.5333333333333,3665.875,3665.875,2771,2020-12-03 12:00:00
136,SPX500_m_i,3666.9,3670.3,3665.5,3674.8,3670.15,3670.2000000000003,3670.2250000000004,3669.375,2825,2020-12-03 16:00:00
137,SPX500_m_i,3670.5,3667.3,3666.3,3681.2,3673.75,3671.6,3670.5249999999996,3671.325,3971,2020-12-03 20:00:00
138,SPX500_m_i,3667.5,3669.0,3656.9,3684.0,3670.45,3669.9666666666667,3669.725,3669.35,2823,2020-12-04 00:00:00
139,SPX500_m_i,3670.1,3673.9,3668.9,3675.9,3672.4,3672.9,3673.15,3672.2000000000003,2114,2020-12-04 04:00:00
140,SPX500_m_i,3674.0,3673.6,3671.3,3676.4,3673.8500000000004,3673.766666666667,3673.7250000000004,3673.8250000000003,1541,2020-12-04 08:00:00
141,SPX500_m_i,3673.6,3678.4,3672.4,3681.1,3676.75,3677.2999999999997,3677.575,3676.375,2261,2020-12-04 12:00:00
142,SPX500_m_i,3678.6,3684.5,3669.1,3686.2,3677.6499999999996,3679.933333333333,3681.075,3679.6,3028,2020-12-04 16:00:00
143,SPX500_m_i,3684.2,3688.4,3683.2,3694.7,3688.95,3688.7666666666664,3688.6749999999997,3687.625,3253,2020-12-04 20:00:00
144,SPX500_m_i,3701.8,3692.0,3689.5,3703.6,3696.55,3695.0333333333333,3694.275,3696.7250000000004,2536,2020-12-07 04:00:00
145,SPX500_m_i,3691.7,3690.0,3687.2,3693.2,3690.2,3690.133333333333,3690.1,3690.5249999999996,1644,2020-12-07 08:00:00
146,SPX500_m_i,3690.0,3682.8,3673.7,3694.2,3683.95,3683.566666666667,3683.375,3685.175,3007,2020-12-07 12:00:00
147,SPX500_m_i,3682.8,3695.2,3682.0,3695.2,3688.6,3690.7999999999997,3691.8999999999996,3688.8,2754,2020-12-07 16:00:00
148,SPX500_m_i,3695.2,3685.6,3682.1,3697.7,3689.8999999999996,3688.4666666666667,3687.75,3690.1499999999996,3626,2020-12-07 20:00:00
149,SPX500_m_i,3685.3,3692.8,3679.1,3693.7,3686.3999999999996,3688.533333333333,3689.5999999999995,3687.7249999999995,2325,2020-12-08 00:00:00
150,SPX500_m_i,3684.4,3680.9,3679.2,3686.2,3682.7,3682.1,3681.7999999999997,3682.6749999999997,1931,2020-12-08 04:00:00
151,SPX500_m_i,3680.9,3681.4,3677.7,3686.4,3682.05,3681.8333333333335,3681.725,3681.6,1391,2020-12-08 08:00:00
152,SPX500_m_i,3681.4,3678.9,3676.7,3688.9,3682.8,3681.5,3680.85,3681.475,2557,2020-12-08 12:00:00
153,SPX500_m_i,3678.8,3686.2,3666.0,3686.8,3676.4,3679.6666666666665,3681.3,3679.45,3524,2020-12-08 16:00:00
154,SPX500_m_i,3686.3,3702.4,3678.7,3705.2,3691.95,3695.433333333333,3697.1749999999997,3693.1499999999996,3759,2020-12-08 20:00:00
155,SPX500_m_i,3702.5,3703.0,3700.9,3709.2,3705.05,3704.366666666667,3704.025,3703.9,1907,2020-12-09 00:00:00
156,SPX500_m_i,3710.0,3711.0,3706.0,3714.5,3710.25,3710.5,3710.625,3710.375,2243,2020-12-09 04:00:00
157,SPX500_m_i,3711.0,3712.0,3709.7,3714.0,3711.85,3711.9,3711.925,3711.675,1654,2020-12-09 08:00:00
158,SPX500_m_i,3712.2,3711.5,3707.5,3715.2,3711.35,3711.4,3711.425,3711.6000000000004,2743,2020-12-09 12:00:00
159,SPX500_m_i,3711.5,3709.5,3705.2,3711.9,3708.55,3708.866666666667,3709.025,3709.525,3081,2020-12-09 16:00:00
160,SPX500_m_i,3709.5,3661.8,3661.2,3709.5,3685.35,3677.5,3673.575,3685.5,6582,2020-12-09 20:00:00
161,SPX500_m_i,3661.8,3670.8,3660.8,3681.6,3671.2,3671.066666666667,3671.0,3668.75,4475,2020-12-10 00:00:00
162,SPX500_m_i,3676.9,3678.2,3673.1,3678.9,3676.0,3676.7333333333336,3677.1000000000004,3676.775,2056,2020-12-10 04:00:00
163,SPX500_m_i,3678.2,3668.9,3667.4,3678.9,3673.15,3671.7333333333336,3671.025,3673.3500000000004,2188,2020-12-10 08:00:00
164,SPX500_m_i,3668.6,3678.3,3666.4,3682.6,3674.5,3675.7666666666664,3676.3999999999996,3673.975,2864,2020-12-10 12:00:00
165,SPX500_m_i,3678.3,3673.4,3645.6,3679.3,3662.45,3666.1,3667.9249999999997,3669.1499999999996,4709,2020-12-10 16:00:00
166,SPX500_m_i,3673.6,3667.4,3663.6,3679.9,3671.75,3670.2999999999997,3669.575,3671.125,6348,2020-12-10 20:00:00
167,SPX500_m_i,3667.4,3668.6,3658.8,3676.1,3667.45,3667.8333333333335,3668.025,3667.725,3183,2020-12-11 00:00:00
168,SPX500_m_i,3672.3,3666.1,3665.1,3676.3,3670.7,3669.1666666666665,3668.4,3669.95,1969,2020-12-11 04:00:00
169,SPX500_m_i,3665.8,3668.2,3661.6,3668.9,3665.25,3666.2333333333336,3666.7250000000004,3666.125,1671,2020-12-11 08:00:00
170,SPX500_m_i,3668.2,3636.8,3635.6,3673.2,3654.3999999999996,3648.533333333333,3645.5999999999995,3653.45,4072,2020-12-11 12:00:00
171,SPX500_m_i,3636.5,3652.8,3630.6,3655.1,3642.85,3646.1666666666665,3647.825,3643.75,4909,2020-12-11 16:00:00
172,SPX500_m_i,3652.6,3658.6,3634.5,3661.6,3648.05,3651.566666666667,3653.3250000000003,3651.8250000000003,5376,2020-12-11 20:00:00
173,SPX500_m_i,3683.6,3682.4,3678.4,3684.9,3681.65,3681.9,3682.025,3682.3250000000003,2128,2020-12-14 04:00:00
174,SPX500_m_i,3682.4,3680.4,3677.6,3684.5,3681.05,3680.8333333333335,3680.725,3681.225,1725,2020-12-14 08:00:00
175,SPX500_m_i,3680.5,3687.0,3680.1,3688.5,3684.3,3685.2000000000003,3685.65,3684.025,2948,2020-12-14 12:00:00
176,SPX500_m_i,3687.1,3698.2,3686.2,3698.7,3692.45,3694.3666666666663,3695.325,3692.5499999999997,3133,2020-12-14 16:00:00
177,SPX500_m_i,3698.4,3671.5,3666.0,3701.6,3683.8,3679.7000000000003,3677.65,3684.375,5779,2020-12-14 20:00:00
178,SPX500_m_i,3671.4,3648.9,3647.9,3673.6,3660.75,3656.7999999999997,3654.825,3660.45,3172,2020-12-15 00:00:00
179,SPX500_m_i,3657.5,3655.0,3648.7,3661.2,3654.95,3654.9666666666667,3654.975,3655.6,2603,2020-12-15 04:00:00
180,SPX500_m_i,3655.0,3656.2,3646.5,3658.0,3652.25,3653.566666666667,3654.2250000000004,3653.925,2242,2020-12-15 08:00:00
181,SPX500_m_i,3656.0,3671.1,3655.4,3675.4,3665.4,3667.2999999999997,3668.25,3664.475,2915,2020-12-15 12:00:00
182,SPX500_m_i,3671.1,3672.1,3668.6,3681.2,3674.8999999999996,3673.9666666666667,3673.5,3673.25,3356,2020-12-15 16:00:00
183,SPX500_m_i,3672.4,3694.7,3662.6,3695.7,3679.1499999999996,3684.3333333333335,3686.925,3681.35,5302,2020-12-15 20:00:00
184,SPX500_m_i,3694.4,3698.2,3688.8,3698.5,3693.65,3695.1666666666665,3695.925,3694.975,2362,2020-12-16 00:00:00
185,SPX500_m_i,3695.3,3697.6,3690.5,3698.1,3694.3,3695.4,3695.9500000000003,3695.375,1785,2020-12-16 04:00:00
186,SPX500_m_i,3697.9,3697.4,3693.0,3699.6,3696.3,3696.6666666666665,3696.85,3696.975,1751,2020-12-16 08:00:00
187,SPX500_m_i,3697.4,3710.0,3695.8,3710.3,3703.05,3705.366666666667,3706.525,3703.375,2631,2020-12-16 12:00:00
188,SPX500_m_i,3710.0,3698.0,3691.5,3711.5,3701.5,3700.3333333333335,3699.75,3702.75,3436,2020-12-16 16:00:00
