,XAGUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
639,XAGUSD_i,28.496,28.547,28.365,28.607,28.485999999999997,28.50633333333333,28.516499999999997,28.503749999999997,6666,2021-05-18 12:00:00
640,XAGUSD_i,28.547,28.202,27.994,28.645,28.319499999999998,28.28033333333333,28.260749999999998,28.346999999999998,11995,2021-05-18 16:00:00
641,XAGUSD_i,28.202,28.158,28.154,28.272,28.213,28.194666666666667,28.1855,28.1965,2665,2021-05-18 20:00:00
642,XAGUSD_i,28.163,28.165,28.09,28.196,28.143,28.150333333333332,28.153999999999996,28.153499999999998,1654,2021-05-19 00:00:00
643,XAGUSD_i,28.167,27.987,27.886,28.22,28.052999999999997,28.030999999999995,28.019999999999996,28.064999999999998,6327,2021-05-19 04:00:00
644,XAGUSD_i,27.99,27.772,27.651,28.187,27.919,27.87,27.8455,27.9,7501,2021-05-19 08:00:00
645,XAGUSD_i,27.772,27.799,27.357,27.818,27.5875,27.657999999999998,27.69325,27.686499999999995,7671,2021-05-19 12:00:00
646,XAGUSD_i,27.796,27.958,27.563,28.226,27.8945,27.915666666666667,27.92625,27.88575,14542,2021-05-19 16:00:00
647,XAGUSD_i,27.958,27.71,27.47,27.995,27.7325,27.725000000000005,27.721250000000005,27.783250000000002,8707,2021-05-19 20:00:00
648,XAGUSD_i,27.725,27.724,27.561,27.729,27.645,27.671333333333333,27.6845,27.68475,2109,2021-05-20 00:00:00
649,XAGUSD_i,27.722,27.775,27.39,27.778,27.584,27.647666666666666,27.679499999999997,27.666249999999998,5623,2021-05-20 04:00:00
650,XAGUSD_i,27.775,27.63,27.59,27.893,27.741500000000002,27.704333333333334,27.68575,27.722,6300,2021-05-20 08:00:00
651,XAGUSD_i,27.626,27.753,27.51,27.851,27.680500000000002,27.704666666666668,27.71675,27.685000000000002,5895,2021-05-20 12:00:00
652,XAGUSD_i,27.759,27.941,27.704,27.992,27.848,27.879,27.8945,27.849,10422,2021-05-20 16:00:00
653,XAGUSD_i,27.942,27.748,27.64,27.951999999999998,27.796,27.78,27.772000000000002,27.820500000000003,4890,2021-05-20 20:00:00
654,XAGUSD_i,27.747,27.745,27.687,27.789,27.738,27.740333333333336,27.741500000000002,27.742,1677,2021-05-21 00:00:00
655,XAGUSD_i,27.745,27.727,27.59,27.813,27.7015,27.709999999999997,27.71425,27.71875,5657,2021-05-21 04:00:00
656,XAGUSD_i,27.728,27.674,27.594,27.788,27.691000000000003,27.685333333333336,27.682500000000005,27.696000000000005,6494,2021-05-21 08:00:00
657,XAGUSD_i,27.674,27.934,27.674,27.942,27.808,27.849999999999998,27.871,27.805999999999997,5215,2021-05-21 12:00:00
658,XAGUSD_i,27.934,27.308,27.187,28.057,27.622,27.51733333333333,27.464999999999996,27.621499999999997,13520,2021-05-21 16:00:00
659,XAGUSD_i,27.308,27.551,27.302,27.598,27.45,27.483666666666664,27.5005,27.439749999999997,4560,2021-05-21 20:00:00
660,XAGUSD_i,27.529,27.512,27.504,27.587,27.5455,27.534333333333336,27.528750000000002,27.533,2182,2021-05-24 00:00:00
661,XAGUSD_i,27.512,27.64,27.45,27.748,27.599,27.612666666666666,27.6195,27.5875,6595,2021-05-24 04:00:00
662,XAGUSD_i,27.641,27.542,27.476,27.735,27.6055,27.584333333333333,27.57375,27.5985,5700,2021-05-24 08:00:00
663,XAGUSD_i,27.542,27.694,27.537,27.786,27.6615,27.67233333333333,27.67775,27.63975,5431,2021-05-24 12:00:00
664,XAGUSD_i,27.695,27.744,27.614,27.894,27.753999999999998,27.750666666666664,27.749,27.73675,9493,2021-05-24 16:00:00
665,XAGUSD_i,27.741,27.761,27.722,27.794,27.758000000000003,27.759,27.7595,27.7545,2433,2021-05-24 20:00:00
666,XAGUSD_i,27.727,27.676,27.62,27.756,27.688000000000002,27.684,27.682000000000002,27.694750000000003,1895,2021-05-25 00:00:00
667,XAGUSD_i,27.678,27.642,27.513,27.713,27.613,27.622666666666664,27.627499999999998,27.636499999999998,6110,2021-05-25 04:00:00
668,XAGUSD_i,27.642,27.644,27.45,27.802,27.625999999999998,27.631999999999994,27.634999999999998,27.634499999999996,6735,2021-05-25 08:00:00
669,XAGUSD_i,27.642,27.564,27.556,27.729,27.6425,27.61633333333333,27.603249999999996,27.622749999999996,5062,2021-05-25 12:00:00
670,XAGUSD_i,27.565,27.931,27.491,28.024,27.7575,27.81533333333333,27.84425,27.75275,10913,2021-05-25 16:00:00
671,XAGUSD_i,27.933,27.978,27.917,28.006,27.9615,27.967000000000002,27.969750000000005,27.9585,2968,2021-05-25 20:00:00
672,XAGUSD_i,27.971,27.98,27.942,28.024,27.983,27.982,27.9815,27.97925,1685,2021-05-26 00:00:00
