,USDRUB_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,USDRUB_i,62.157,62.091,61.916,62.165,62.040499999999994,62.05733333333333,62.06575,62.08225,5337,2019-12-20 12:00:00
1,USDRUB_i,62.091,62.111,62.012,62.256,62.134,62.12633333333333,62.122499999999995,62.1175,6642,2019-12-20 16:00:00
2,USDRUB_i,62.125,62.216,62.1,62.252,62.176,62.18933333333334,62.196000000000005,62.17325,4252,2019-12-23 08:00:00
3,USDRUB_i,62.217,62.229,62.157,62.254,62.2055,62.21333333333333,62.21724999999999,62.21424999999999,3774,2019-12-23 12:00:00
4,USDRUB_i,62.229,62.063,62.061,62.262,62.161500000000004,62.128666666666675,62.11225,62.15375,3798,2019-12-23 16:00:00
5,USDRUB_i,62.142,61.989,61.951,62.184,62.067499999999995,62.041333333333334,62.02825,62.0665,3631,2019-12-24 08:00:00
6,USDRUB_i,61.989,61.917,61.854,62.0,61.927,61.92366666666667,61.922000000000004,61.940000000000005,4553,2019-12-24 12:00:00
7,USDRUB_i,61.917,61.901,61.796,61.942,61.869,61.87966666666667,61.885000000000005,61.889,4336,2019-12-24 16:00:00
8,USDRUB_i,61.695,61.659,61.578,61.719,61.6485,61.651999999999994,61.653749999999995,61.662749999999996,3272,2019-12-26 08:00:00
9,USDRUB_i,61.66,62.015,61.638,62.037,61.8375,61.89666666666667,61.926249999999996,61.8375,4785,2019-12-26 12:00:00
10,USDRUB_i,62.015,62.075,62.015,62.161,62.088,62.083666666666666,62.081500000000005,62.066500000000005,4053,2019-12-26 16:00:00
11,USDRUB_i,62.086,61.85,61.698,62.095,61.8965,61.881,61.87325,61.932249999999996,7053,2019-12-27 08:00:00
12,USDRUB_i,61.85,61.967,61.704,62.012,61.858000000000004,61.89433333333333,61.912499999999994,61.88325,6905,2019-12-27 12:00:00
13,USDRUB_i,61.969,61.975,61.911,62.035,61.973,61.97366666666667,61.974,61.9725,7028,2019-12-27 16:00:00
14,USDRUB_i,61.878,61.661,61.545,61.976,61.7605,61.72733333333334,61.710750000000004,61.765,8183,2019-12-30 08:00:00
15,USDRUB_i,61.662,61.856,61.611,61.877,61.744,61.78133333333333,61.8,61.7515,8478,2019-12-30 12:00:00
16,USDRUB_i,61.856,61.89,61.764,61.933,61.8485,61.86233333333333,61.869249999999994,61.860749999999996,7091,2019-12-30 16:00:00
17,USDRUB_i,61.87,62.004,61.805,62.093,61.949,61.96733333333333,61.976499999999994,61.943,1303,2019-12-31 08:00:00
18,USDRUB_i,62.005,62.011,62.003,62.197,62.1,62.07033333333334,62.0555,62.054,1246,2019-12-31 12:00:00
19,USDRUB_i,62.011,61.929,61.893,62.124,62.0085,61.982,61.96875,61.98925,963,2019-12-31 16:00:00
20,USDRUB_i,61.916,61.521,61.461,62.015,61.738,61.665666666666674,61.62950000000001,61.72825,1168,2020-01-02 08:00:00
21,USDRUB_i,61.521,61.671,61.511,61.72,61.6155,61.63399999999999,61.643249999999995,61.60575,1164,2020-01-02 12:00:00
22,USDRUB_i,61.683,61.682,61.581,61.721,61.650999999999996,61.661333333333324,61.6665,61.66674999999999,1989,2020-01-02 16:00:00
23,USDRUB_i,61.679,61.99,61.679,62.139,61.909000000000006,61.93600000000001,61.94950000000001,61.871750000000006,8130,2020-01-03 08:00:00
24,USDRUB_i,61.99,61.909,61.815,61.996,61.9055,61.906666666666666,61.90725,61.9275,6350,2020-01-03 12:00:00
25,USDRUB_i,61.907,61.872,61.783,61.938,61.8605,61.86433333333334,61.86625000000001,61.875,4571,2020-01-03 16:00:00
26,USDRUB_i,61.994,62.014,61.983,62.227,62.105,62.074666666666666,62.0595,62.0545,6203,2020-01-06 08:00:00
27,USDRUB_i,62.014,61.819,61.807,62.022,61.914500000000004,61.88266666666667,61.86675000000001,61.91550000000001,5973,2020-01-06 12:00:00
28,USDRUB_i,61.819,61.693,61.636,61.91,61.772999999999996,61.746333333333325,61.73299999999999,61.7645,4277,2020-01-06 16:00:00
29,USDRUB_i,61.822,61.795,61.646,61.868,61.757000000000005,61.76966666666667,61.77600000000001,61.78275000000001,8291,2020-01-08 08:00:00
30,USDRUB_i,61.795,61.621,61.575,61.888,61.7315,61.69466666666667,61.67625,61.719750000000005,7844,2020-01-08 12:00:00
31,USDRUB_i,61.62,60.991,60.973,61.64,61.3065,61.20133333333333,61.14874999999999,61.306,7449,2020-01-08 16:00:00
32,USDRUB_i,61.237,61.083,61.014,61.297,61.1555,61.13133333333334,61.11925,61.15775,8948,2020-01-09 08:00:00
33,USDRUB_i,61.083,61.187,61.066,61.209,61.1375,61.153999999999996,61.16225,61.13625,6146,2020-01-09 12:00:00
34,USDRUB_i,61.187,61.185,61.105,61.27,61.1875,61.18666666666667,61.18625,61.18675,5354,2020-01-09 16:00:00
35,USDRUB_i,61.099,61.244,61.048,61.25,61.149,61.18066666666667,61.1965,61.16025,4876,2020-01-10 08:00:00
36,USDRUB_i,61.244,61.191,61.094,61.286,61.19,61.190333333333335,61.1905,61.20375,5408,2020-01-10 12:00:00
37,USDRUB_i,61.191,60.892,60.779,61.271,61.025000000000006,60.98066666666667,60.9585,61.03325,9383,2020-01-10 16:00:00
38,USDRUB_i,60.933,60.882,60.787,60.94,60.8635,60.86966666666667,60.87275,60.8855,5050,2020-01-13 08:00:00
39,USDRUB_i,60.883,61.142,60.88,61.155,61.0175,61.059,61.07975,61.015,7648,2020-01-13 12:00:00
40,USDRUB_i,61.141,61.114,61.107,61.3,61.2035,61.17366666666666,61.15875,61.165499999999994,7596,2020-01-13 16:00:00
41,USDRUB_i,61.138,61.306,61.125,61.379,61.251999999999995,61.27,61.278999999999996,61.237,5513,2020-01-14 08:00:00
42,USDRUB_i,61.307,61.246,61.178,61.395,61.286500000000004,61.273,61.26625000000001,61.28150000000001,8475,2020-01-14 12:00:00
43,USDRUB_i,61.246,61.345,61.196,61.383,61.289500000000004,61.308,61.31725,61.292500000000004,4924,2020-01-14 16:00:00
44,USDRUB_i,61.282,61.478,61.265,61.5,61.3825,61.41433333333333,61.43025,61.381249999999994,5389,2020-01-15 08:00:00
45,USDRUB_i,61.478,61.54,61.245,61.704,61.4745,61.49633333333333,61.50725,61.49175,9723,2020-01-15 12:00:00
46,USDRUB_i,61.54,61.379,61.271,61.6,61.435500000000005,61.416666666666664,61.40725,61.4475,7036,2020-01-15 16:00:00
47,USDRUB_i,61.296,61.524,61.279,61.584,61.4315,61.46233333333333,61.47775,61.42075,5509,2020-01-16 08:00:00
48,USDRUB_i,61.524,61.527,61.401,61.67,61.5355,61.53266666666667,61.53125,61.5305,7503,2020-01-16 12:00:00
49,USDRUB_i,61.527,61.533,61.513,61.595,61.554,61.547000000000004,61.54350000000001,61.542,4286,2020-01-16 16:00:00
50,USDRUB_i,61.52,61.335,61.283,61.583,61.433,61.40033333333333,61.384,61.43025,5969,2020-01-17 08:00:00
51,USDRUB_i,61.335,61.38,61.193,61.383,61.288,61.318666666666665,61.333999999999996,61.32275,5491,2020-01-17 12:00:00
52,USDRUB_i,61.38,61.474,61.306,61.48,61.393,61.419999999999995,61.433499999999995,61.41,4573,2020-01-17 16:00:00
53,USDRUB_i,61.382,61.489,61.285,61.496,61.3905,61.42333333333334,61.439750000000004,61.413000000000004,5165,2020-01-20 08:00:00
54,USDRUB_i,61.489,61.477,61.441,61.544,61.4925,61.48733333333333,61.48475,61.48775,4351,2020-01-20 12:00:00
55,USDRUB_i,61.477,61.506,61.435,61.545,61.49,61.49533333333333,61.498,61.49075,2229,2020-01-20 16:00:00
56,USDRUB_i,61.601,61.747,61.601,61.872,61.7365,61.74,61.741749999999996,61.70525,5120,2020-01-21 08:00:00
57,USDRUB_i,61.747,61.765,61.606,61.812,61.709,61.727666666666664,61.736999999999995,61.7325,6111,2020-01-21 12:00:00
58,USDRUB_i,61.765,61.664,61.663,61.826,61.7445,61.71766666666667,61.70425,61.7295,3216,2020-01-21 16:00:00
59,USDRUB_i,61.715,61.875,61.669,61.946,61.8075,61.830000000000005,61.84125,61.80125,4487,2020-01-22 08:00:00
60,USDRUB_i,61.875,61.858,61.791,61.961,61.876,61.87,61.867,61.871249999999996,4813,2020-01-22 12:00:00
61,USDRUB_i,61.858,61.875,61.85,61.972,61.911,61.899,61.893,61.88875,4286,2020-01-22 16:00:00
62,USDRUB_i,61.923,61.83,61.737,61.952,61.8445,61.839666666666666,61.83725,61.8605,5009,2020-01-23 08:00:00
63,USDRUB_i,61.83,61.84,61.739,61.889,61.814,61.82266666666667,61.827000000000005,61.8245,5056,2020-01-23 12:00:00
64,USDRUB_i,61.842,61.957,61.815,61.993,61.903999999999996,61.92166666666666,61.930499999999995,61.90174999999999,4806,2020-01-23 16:00:00
65,USDRUB_i,61.78,61.698,61.624,61.818,61.721000000000004,61.71333333333334,61.709500000000006,61.730000000000004,5294,2020-01-24 08:00:00
66,USDRUB_i,61.698,61.702,61.644,61.723,61.683499999999995,61.68966666666666,61.69275,61.69175,4374,2020-01-24 12:00:00
67,USDRUB_i,61.702,62.055,61.687,62.191,61.939,61.977666666666664,61.997,61.90875,6889,2020-01-24 16:00:00
68,USDRUB_i,62.225,62.443,62.085,62.52,62.3025,62.349333333333334,62.372749999999996,62.31825,10017,2020-01-27 08:00:00
69,USDRUB_i,62.443,62.602,62.394,62.645,62.5195,62.547,62.56075,62.521,10050,2020-01-27 12:00:00
70,USDRUB_i,62.602,62.871,62.566,63.016,62.791,62.81766666666667,62.831,62.76375,8716,2020-01-27 16:00:00
71,USDRUB_i,62.875,62.872,62.627,63.043,62.835,62.84733333333333,62.8535,62.85425,8107,2020-01-28 08:00:00
72,USDRUB_i,62.866,62.497,62.429,62.87,62.6495,62.59866666666667,62.57325,62.665499999999994,10186,2020-01-28 12:00:00
73,USDRUB_i,62.497,62.261,62.217,62.587,62.402,62.355,62.3315,62.3905,7402,2020-01-28 16:00:00
74,USDRUB_i,62.193,62.434,62.193,62.474,62.3335,62.367,62.38375,62.323499999999996,6020,2020-01-29 08:00:00
