,NZDCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,NZDCAD_i,0.90614,0.90978,0.90579,0.91058,0.908185,0.9087166666666667,0.9089825,0.9080725000000001,11199,2020-12-21 16:00:00
1,NZDCAD_i,0.90957,0.91211,0.9095,0.91288,0.9111899999999999,0.9114966666666667,0.9116500000000001,0.911015,5355,2020-12-21 20:00:00
2,NZDCAD_i,0.9123,0.91018,0.90997,0.9132,0.911585,0.9111166666666666,0.9108824999999999,0.9114125,3890,2020-12-22 00:00:00
3,NZDCAD_i,0.91016,0.90906,0.90795,0.91019,0.90907,0.9090666666666666,0.909065,0.9093399999999999,4276,2020-12-22 04:00:00
4,NZDCAD_i,0.90905,0.90725,0.90715,0.9104,0.908775,0.9082666666666667,0.9080125,0.9084625000000001,7591,2020-12-22 08:00:00
5,NZDCAD_i,0.90725,0.91064,0.90701,0.91064,0.908825,0.90943,0.9097324999999999,0.9088849999999999,7156,2020-12-22 12:00:00
6,NZDCAD_i,0.91065,0.90858,0.9079,0.91163,0.909765,0.90937,0.9091725,0.90969,10219,2020-12-22 16:00:00
7,NZDCAD_i,0.90873,0.90824,0.90803,0.90954,0.908785,0.9086033333333333,0.9085125000000001,0.9086350000000001,3313,2020-12-22 20:00:00
8,NZDCAD_i,0.9081,0.90877,0.90729,0.9093,0.9082950000000001,0.9084533333333334,0.9085325000000001,0.9083650000000001,4703,2020-12-23 00:00:00
9,NZDCAD_i,0.90874,0.90878,0.90754,0.90909,0.908315,0.90847,0.9085475000000001,0.9085375,4038,2020-12-23 04:00:00
10,NZDCAD_i,0.90878,0.91146,0.90866,0.91234,0.9105000000000001,0.9108200000000001,0.91098,0.9103100000000001,5843,2020-12-23 08:00:00
11,NZDCAD_i,0.91148,0.91088,0.90943,0.9125,0.910965,0.9109366666666667,0.9109225000000001,0.9110725000000001,6183,2020-12-23 12:00:00
12,NZDCAD_i,0.91087,0.91016,0.91016,0.91278,0.91147,0.9110333333333333,0.9108149999999999,0.9109925,9373,2020-12-23 16:00:00
13,NZDCAD_i,0.91,0.91075,0.91,0.91286,0.91143,0.9112033333333333,0.91109,0.9109025,3936,2020-12-23 20:00:00
14,NZDCAD_i,0.91139,0.91134,0.91053,0.91232,0.9114249999999999,0.9113966666666666,0.9113825,0.911395,3432,2020-12-24 00:00:00
15,NZDCAD_i,0.91132,0.91151,0.91086,0.91207,0.911465,0.9114800000000001,0.9114875,0.91144,3780,2020-12-24 04:00:00
16,NZDCAD_i,0.9115,0.91218,0.91103,0.91333,0.91218,0.9121799999999999,0.91218,0.91201,4562,2020-12-24 08:00:00
17,NZDCAD_i,0.91218,0.9123,0.91151,0.9134,0.912455,0.9124033333333333,0.9123775000000001,0.9123475000000001,4637,2020-12-24 12:00:00
18,NZDCAD_i,0.91223,0.91118,0.91092,0.91287,0.9118949999999999,0.9116566666666666,0.9115374999999999,0.9117999999999999,5428,2020-12-24 16:00:00
19,NZDCAD_i,0.91116,0.91325,0.90812,0.9133,0.91071,0.9115566666666667,0.91198,0.9114575,688,2020-12-24 20:00:00
20,NZDCAD_i,0.91366,0.91434,0.91167,0.91445,0.91306,0.9134866666666667,0.9137000000000001,0.9135300000000001,4506,2020-12-28 00:00:00
21,NZDCAD_i,0.91432,0.91516,0.91431,0.91556,0.914935,0.91501,0.9150475,0.9148375,3527,2020-12-28 04:00:00
22,NZDCAD_i,0.91516,0.91369,0.91356,0.91556,0.91456,0.91427,0.914125,0.9144924999999999,4057,2020-12-28 08:00:00
23,NZDCAD_i,0.91374,0.91165,0.91157,0.91395,0.91276,0.9123899999999999,0.9122049999999999,0.9127274999999999,6246,2020-12-28 12:00:00
24,NZDCAD_i,0.91158,0.91241,0.91155,0.9134,0.9124749999999999,0.9124533333333332,0.9124424999999999,0.9122349999999999,6817,2020-12-28 16:00:00
25,NZDCAD_i,0.91237,0.91183,0.91141,0.91258,0.911995,0.91194,0.9119125,0.9120475,2985,2020-12-28 20:00:00
26,NZDCAD_i,0.91158,0.91309,0.90983,0.91338,0.911605,0.9121,0.9123475,0.91197,3506,2020-12-29 00:00:00
27,NZDCAD_i,0.9131,0.91304,0.91256,0.91342,0.91299,0.9130066666666666,0.913015,0.91303,3640,2020-12-29 04:00:00
28,NZDCAD_i,0.91304,0.91384,0.91265,0.9144,0.9135249999999999,0.9136299999999999,0.9136825,0.9134825,4166,2020-12-29 08:00:00
29,NZDCAD_i,0.91384,0.91527,0.91316,0.91531,0.9142349999999999,0.91458,0.9147525,0.914395,4610,2020-12-29 12:00:00
30,NZDCAD_i,0.91526,0.91649,0.91464,0.91691,0.915775,0.9160133333333333,0.9161325,0.915825,9427,2020-12-29 16:00:00
31,NZDCAD_i,0.91629,0.91564,0.9148,0.91667,0.915735,0.9157033333333334,0.9156875,0.91585,3676,2020-12-29 20:00:00
32,NZDCAD_i,0.91594,0.91803,0.91465,0.91853,0.91659,0.9170699999999999,0.91731,0.9167875,3700,2020-12-30 00:00:00
33,NZDCAD_i,0.91803,0.91839,0.9171,0.91884,0.91797,0.91811,0.91818,0.91809,3538,2020-12-30 04:00:00
34,NZDCAD_i,0.91839,0.91878,0.91797,0.9194,0.918685,0.9187166666666666,0.9187325,0.918635,4606,2020-12-30 08:00:00
35,NZDCAD_i,0.91878,0.92016,0.9183,0.9202,0.91925,0.9195533333333333,0.919705,0.91936,5143,2020-12-30 12:00:00
36,NZDCAD_i,0.92021,0.91971,0.91768,0.92074,0.9192100000000001,0.9193766666666668,0.9194600000000002,0.9195850000000001,8143,2020-12-30 16:00:00
37,NZDCAD_i,0.91959,0.9185,0.91809,0.92013,0.91911,0.9189066666666666,0.918805,0.9190775,3006,2020-12-30 20:00:00
38,NZDCAD_i,0.91791,0.92054,0.91743,0.92153,0.91948,0.9198333333333334,0.92001,0.9193525,2723,2020-12-31 00:00:00
39,NZDCAD_i,0.92054,0.91996,0.91922,0.92063,0.919925,0.9199366666666666,0.9199425,0.9200875,3410,2020-12-31 04:00:00
40,NZDCAD_i,0.91998,0.9202,0.91922,0.92101,0.920115,0.9201433333333333,0.9201575,0.9201025,3757,2020-12-31 08:00:00
41,NZDCAD_i,0.92016,0.9209,0.91885,0.9221,0.9204749999999999,0.9206166666666666,0.9206875,0.9205025,5378,2020-12-31 12:00:00
42,NZDCAD_i,0.92089,0.91701,0.9159,0.92096,0.9184300000000001,0.9179566666666666,0.91772,0.91869,7914,2020-12-31 16:00:00
43,NZDCAD_i,0.91696,0.91684,0.91641,0.91807,0.91724,0.9171066666666667,0.9170400000000001,0.91707,953,2020-12-31 20:00:00
44,NZDCAD_i,0.91461,0.91489,0.91347,0.91594,0.914705,0.9147666666666666,0.9147974999999999,0.9147275,5329,2021-01-04 00:00:00
45,NZDCAD_i,0.91489,0.91445,0.91294,0.91552,0.91423,0.9143033333333334,0.91434,0.91445,5283,2021-01-04 04:00:00
46,NZDCAD_i,0.91446,0.91475,0.91402,0.91684,0.91543,0.9152033333333334,0.91509,0.9150175,6571,2021-01-04 08:00:00
47,NZDCAD_i,0.91485,0.91577,0.91419,0.91633,0.91526,0.9154300000000001,0.9155150000000001,0.915285,7584,2021-01-04 12:00:00
48,NZDCAD_i,0.91583,0.9154,0.91327,0.91653,0.9149,0.9150666666666667,0.91515,0.9152575000000001,14609,2021-01-04 16:00:00
49,NZDCAD_i,0.91538,0.91639,0.91538,0.91756,0.91647,0.9164433333333334,0.9164300000000001,0.9161775,6703,2021-01-04 20:00:00
50,NZDCAD_i,0.9164,0.91642,0.91508,0.91742,0.91625,0.9163066666666667,0.916335,0.91633,7529,2021-01-05 00:00:00
51,NZDCAD_i,0.91642,0.92009,0.91642,0.92031,0.918365,0.91894,0.9192275,0.91831,9288,2021-01-05 04:00:00
52,NZDCAD_i,0.92011,0.91847,0.91847,0.92124,0.919855,0.9193933333333333,0.9191625,0.9195724999999999,10146,2021-01-05 08:00:00
53,NZDCAD_i,0.91846,0.91842,0.91681,0.91914,0.917975,0.9181233333333333,0.9181975,0.9182075,9065,2021-01-05 12:00:00
54,NZDCAD_i,0.91844,0.91936,0.91782,0.92058,0.9192,0.9192533333333334,0.9192800000000001,0.91905,14592,2021-01-05 16:00:00
55,NZDCAD_i,0.91933,0.9182,0.91799,0.91951,0.91875,0.9185666666666666,0.918475,0.9187575,5626,2021-01-05 20:00:00
56,NZDCAD_i,0.91829,0.91909,0.9172,0.91962,0.91841,0.9186366666666667,0.91875,0.91855,9237,2021-01-06 00:00:00
57,NZDCAD_i,0.91906,0.92012,0.91802,0.92081,0.919415,0.91965,0.9197675000000001,0.9195025,12651,2021-01-06 04:00:00
58,NZDCAD_i,0.92011,0.92411,0.91988,0.92441,0.922145,0.9228,0.9231274999999999,0.9221275,11365,2021-01-06 08:00:00
59,NZDCAD_i,0.92409,0.92417,0.92291,0.92548,0.924195,0.9241866666666666,0.9241825,0.9241625,11590,2021-01-06 12:00:00
60,NZDCAD_i,0.92419,0.92403,0.92189,0.92427,0.92308,0.9233966666666666,0.923555,0.9235949999999999,16380,2021-01-06 16:00:00
61,NZDCAD_i,0.92402,0.92454,0.92292,0.9249,0.92391,0.9241199999999999,0.924225,0.924095,10682,2021-01-06 20:00:00
62,NZDCAD_i,0.9243,0.9243,0.92318,0.92515,0.924165,0.92421,0.9242325,0.9242325,8080,2021-01-07 00:00:00
63,NZDCAD_i,0.92431,0.92277,0.92275,0.92457,0.9236599999999999,0.9233633333333332,0.9232149999999999,0.9236,8928,2021-01-07 04:00:00
64,NZDCAD_i,0.92277,0.92186,0.92142,0.92349,0.922455,0.9222566666666667,0.9221575000000001,0.922385,9219,2021-01-07 08:00:00
65,NZDCAD_i,0.92185,0.92103,0.9207,0.92289,0.9217949999999999,0.9215399999999999,0.9214125,0.9216175,10079,2021-01-07 12:00:00
66,NZDCAD_i,0.92102,0.92092,0.91887,0.92259,0.92073,0.9207933333333335,0.920825,0.9208500000000001,14531,2021-01-07 16:00:00
67,NZDCAD_i,0.92079,0.9202,0.91949,0.92139,0.92044,0.9203600000000001,0.92032,0.9204675,6490,2021-01-07 20:00:00
68,NZDCAD_i,0.92019,0.9197,0.91918,0.92142,0.9203,0.9201,0.9199999999999999,0.9201225,6151,2021-01-08 00:00:00
69,NZDCAD_i,0.9197,0.9205,0.91943,0.92093,0.92018,0.9202866666666667,0.92034,0.92014,7663,2021-01-08 04:00:00
70,NZDCAD_i,0.9205,0.92068,0.91947,0.92222,0.920845,0.9207900000000001,0.9207625,0.9207175000000001,9989,2021-01-08 08:00:00
