,GBPCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPCAD_i,1.7149,1.71293,1.7089699999999999,1.7160600000000001,1.712515,1.7126533333333331,1.7127225,1.713215,20888,2020-12-21 16:00:00
1,GBPCAD_i,1.71311,1.73126,1.71289,1.73135,1.7221199999999999,1.7251666666666665,1.7266899999999998,1.7221525,16093,2020-12-21 20:00:00
2,GBPCAD_i,1.7294,1.7240199999999999,1.72342,1.73044,1.7269299999999999,1.72596,1.7254749999999999,1.72682,10641,2020-12-22 00:00:00
3,GBPCAD_i,1.72397,1.7239499999999999,1.7224300000000001,1.72573,1.72408,1.7240366666666667,1.724015,1.7240199999999999,9777,2020-12-22 04:00:00
4,GBPCAD_i,1.7239200000000001,1.7277200000000001,1.7235,1.73108,1.72729,1.7274333333333332,1.7275049999999998,1.7265549999999998,18935,2020-12-22 08:00:00
5,GBPCAD_i,1.72763,1.72836,1.7213,1.7307700000000001,1.726035,1.7268099999999997,1.7271975,1.7270149999999997,19579,2020-12-22 12:00:00
6,GBPCAD_i,1.7283,1.72405,1.71957,1.72899,1.72428,1.7242033333333335,1.7241650000000002,1.7252275000000001,19789,2020-12-22 16:00:00
7,GBPCAD_i,1.7240799999999998,1.72465,1.72172,1.7265899999999998,1.7241549999999999,1.7243199999999999,1.7244025,1.72426,8725,2020-12-22 20:00:00
8,GBPCAD_i,1.72309,1.72679,1.72309,1.72764,1.725365,1.72584,1.7260775000000002,1.7251525,9108,2020-12-23 00:00:00
9,GBPCAD_i,1.7267700000000001,1.72748,1.7256200000000002,1.72811,1.726865,1.72707,1.7271725,1.726995,12500,2020-12-23 04:00:00
10,GBPCAD_i,1.72746,1.7271,1.7263899999999999,1.73191,1.72915,1.7284666666666666,1.728125,1.7282149999999998,14454,2020-12-23 08:00:00
11,GBPCAD_i,1.72712,1.73414,1.72599,1.73543,1.73071,1.7318533333333335,1.732425,1.7306700000000002,14197,2020-12-23 12:00:00
12,GBPCAD_i,1.73414,1.73079,1.72908,1.74314,1.73611,1.7343366666666666,1.73345,1.7342875,27347,2020-12-23 16:00:00
13,GBPCAD_i,1.73075,1.73277,1.73045,1.73621,1.73333,1.7331433333333333,1.73305,1.732545,14216,2020-12-23 20:00:00
14,GBPCAD_i,1.7332100000000001,1.7372100000000001,1.7323,1.73875,1.735525,1.7360866666666668,1.7363675,1.7353675000000002,9925,2020-12-24 00:00:00
15,GBPCAD_i,1.73723,1.7415,1.73715,1.7418,1.739475,1.74015,1.7404875000000002,1.7394200000000002,10411,2020-12-24 04:00:00
16,GBPCAD_i,1.7415,1.74533,1.7400099999999998,1.74748,1.7437449999999999,1.7442733333333333,1.7445375,1.7435800000000001,14080,2020-12-24 08:00:00
17,GBPCAD_i,1.74536,1.74444,1.7403499999999998,1.7478799999999999,1.7441149999999999,1.7442233333333332,1.7442775,1.7445074999999999,13456,2020-12-24 12:00:00
18,GBPCAD_i,1.7443300000000002,1.7343199999999999,1.73397,1.74612,1.7400449999999998,1.7381366666666664,1.7371824999999999,1.7396849999999997,22842,2020-12-24 16:00:00
19,GBPCAD_i,1.73426,1.7375099999999999,1.73366,1.73784,1.73575,1.7363366666666664,1.73663,1.7358174999999998,2052,2020-12-24 20:00:00
20,GBPCAD_i,1.74072,1.73986,1.7385899999999999,1.7421799999999998,1.7403849999999998,1.74021,1.7401225,1.7403374999999999,8980,2020-12-28 00:00:00
21,GBPCAD_i,1.73986,1.74241,1.73984,1.74337,1.741605,1.7418733333333334,1.7420075000000002,1.74137,6659,2020-12-28 04:00:00
22,GBPCAD_i,1.74241,1.7366700000000002,1.73567,1.74261,1.73914,1.7383166666666667,1.737905,1.7393399999999999,10371,2020-12-28 08:00:00
23,GBPCAD_i,1.7365599999999999,1.73326,1.7303,1.737,1.73365,1.7335199999999997,1.7334549999999997,1.7342799999999998,14708,2020-12-28 12:00:00
24,GBPCAD_i,1.73332,1.73006,1.7278,1.73539,1.731595,1.7310833333333333,1.7308275,1.7316425,13991,2020-12-28 16:00:00
25,GBPCAD_i,1.73006,1.72785,1.72539,1.7311299999999998,1.72826,1.7281233333333332,1.728055,1.7286074999999999,6180,2020-12-28 20:00:00
26,GBPCAD_i,1.72794,1.7296399999999998,1.7259799999999998,1.7303899999999999,1.7281849999999999,1.72867,1.7289124999999999,1.7284875,9187,2020-12-29 00:00:00
27,GBPCAD_i,1.7296399999999998,1.72916,1.7281300000000002,1.73064,1.7293850000000002,1.7293100000000001,1.7292725000000002,1.7293925,8395,2020-12-29 04:00:00
28,GBPCAD_i,1.72916,1.72622,1.72613,1.73254,1.7293349999999998,1.7282966666666664,1.7277774999999997,1.7285125,10490,2020-12-29 08:00:00
29,GBPCAD_i,1.72622,1.7278,1.72603,1.73068,1.728355,1.7281700000000002,1.7280775000000002,1.7276825000000002,11472,2020-12-29 12:00:00
30,GBPCAD_i,1.72778,1.72847,1.72541,1.73017,1.7277900000000002,1.7280166666666668,1.72813,1.7279575,17834,2020-12-29 16:00:00
31,GBPCAD_i,1.72847,1.7304,1.7270699999999999,1.73087,1.72897,1.7294466666666668,1.729685,1.7292025,8789,2020-12-29 20:00:00
32,GBPCAD_i,1.72986,1.7326899999999998,1.72879,1.7329400000000001,1.730865,1.7314733333333334,1.7317775,1.7310699999999999,7320,2020-12-30 00:00:00
33,GBPCAD_i,1.7326899999999998,1.73213,1.73092,1.73285,1.7318850000000001,1.7319666666666667,1.7320075,1.7321475,8566,2020-12-30 04:00:00
34,GBPCAD_i,1.73213,1.7375,1.73045,1.73792,1.734185,1.73529,1.7358425,1.7345,15868,2020-12-30 08:00:00
35,GBPCAD_i,1.7375,1.7392699999999999,1.7357900000000002,1.73984,1.737815,1.7383,1.7385424999999999,1.7381,12919,2020-12-30 12:00:00
36,GBPCAD_i,1.73918,1.73536,1.73261,1.74039,1.7365,1.7361199999999999,1.73593,1.736885,22121,2020-12-30 16:00:00
37,GBPCAD_i,1.73536,1.73745,1.7353100000000001,1.7387000000000001,1.7370050000000001,1.7371533333333335,1.7372275000000001,1.7367050000000002,10493,2020-12-30 20:00:00
38,GBPCAD_i,1.73528,1.73785,1.73488,1.73912,1.737,1.7372833333333333,1.737425,1.7367825,10181,2020-12-31 00:00:00
39,GBPCAD_i,1.73784,1.7356,1.7346,1.7383,1.73645,1.7361666666666666,1.736025,1.736585,6907,2020-12-31 04:00:00
40,GBPCAD_i,1.7356,1.7409400000000002,1.73552,1.7420499999999999,1.738785,1.7395033333333334,1.7398625,1.7385275,12881,2020-12-31 08:00:00
41,GBPCAD_i,1.7409599999999998,1.7380900000000001,1.73535,1.74357,1.73946,1.7390033333333335,1.738775,1.7394924999999999,13565,2020-12-31 12:00:00
42,GBPCAD_i,1.73806,1.74241,1.73465,1.7442199999999999,1.7394349999999998,1.7404266666666668,1.7409225,1.739835,19696,2020-12-31 16:00:00
43,GBPCAD_i,1.7423600000000001,1.7422,1.74126,1.74272,1.74199,1.7420599999999997,1.742095,1.7421349999999998,1679,2020-12-31 20:00:00
44,GBPCAD_i,1.7367,1.73835,1.73541,1.7409,1.738155,1.73822,1.7382525000000002,1.73784,8552,2021-01-04 00:00:00
45,GBPCAD_i,1.73833,1.7384,1.7368999999999999,1.73925,1.7380749999999998,1.738183333333333,1.7382374999999999,1.7382199999999997,7836,2021-01-04 04:00:00
46,GBPCAD_i,1.7383899999999999,1.7326700000000002,1.7316799999999999,1.73894,1.73531,1.73443,1.73399,1.73542,15633,2021-01-04 08:00:00
47,GBPCAD_i,1.73266,1.73013,1.72988,1.73623,1.733055,1.7320799999999998,1.7315924999999999,1.732225,17825,2021-01-04 12:00:00
48,GBPCAD_i,1.73008,1.73366,1.72431,1.73418,1.7292450000000001,1.7307166666666667,1.7314525,1.7305575,25956,2021-01-04 16:00:00
49,GBPCAD_i,1.73366,1.73331,1.73062,1.73607,1.733345,1.7333333333333332,1.7333274999999997,1.733415,14182,2021-01-04 20:00:00
50,GBPCAD_i,1.73346,1.73273,1.73265,1.7357,1.734175,1.7336933333333333,1.7334525,1.733635,13233,2021-01-05 00:00:00
51,GBPCAD_i,1.73273,1.73361,1.73123,1.73428,1.732755,1.7330400000000001,1.7331825000000003,1.7329625000000002,17470,2021-01-05 04:00:00
52,GBPCAD_i,1.73367,1.72858,1.72803,1.7343600000000001,1.731195,1.7303233333333334,1.7298875,1.73116,20948,2021-01-05 08:00:00
53,GBPCAD_i,1.72857,1.73265,1.72804,1.7335500000000001,1.730795,1.7314133333333335,1.7317225,1.7307025,19246,2021-01-05 12:00:00
54,GBPCAD_i,1.73272,1.72805,1.72741,1.7341,1.7307549999999998,1.7298533333333335,1.7294025,1.7305700000000002,24846,2021-01-05 16:00:00
55,GBPCAD_i,1.72805,1.72617,1.72452,1.7280799999999998,1.7263,1.7262566666666668,1.726235,1.726705,12812,2021-01-05 20:00:00
56,GBPCAD_i,1.72479,1.72472,1.72432,1.72807,1.7261950000000001,1.7257033333333336,1.7254575,1.7254750000000003,17567,2021-01-06 00:00:00
57,GBPCAD_i,1.72473,1.72431,1.7236099999999999,1.7259,1.724755,1.7246066666666666,1.7245325,1.7246375,22938,2021-01-06 04:00:00
58,GBPCAD_i,1.72431,1.72608,1.7235,1.7288000000000001,1.72615,1.7261266666666668,1.726115,1.7256725000000002,23473,2021-01-06 08:00:00
59,GBPCAD_i,1.72606,1.7230699999999999,1.72302,1.73095,1.726985,1.7256799999999999,1.7250275,1.725775,23408,2021-01-06 12:00:00
60,GBPCAD_i,1.72296,1.7242600000000001,1.7192699999999999,1.72504,1.7221549999999999,1.7228566666666667,1.7232075,1.7228824999999999,27845,2021-01-06 16:00:00
61,GBPCAD_i,1.72425,1.72479,1.7237200000000001,1.72741,1.725565,1.7253066666666665,1.7251775,1.7250424999999998,17702,2021-01-06 20:00:00
62,GBPCAD_i,1.72471,1.72604,1.72264,1.72696,1.7248,1.7252133333333335,1.7254200000000002,1.7250875,12942,2021-01-07 00:00:00
63,GBPCAD_i,1.72604,1.7223199999999999,1.7201499999999998,1.72629,1.72322,1.72292,1.72277,1.7237,13129,2021-01-07 04:00:00
64,GBPCAD_i,1.7223199999999999,1.7270699999999999,1.71951,1.72798,1.723745,1.7248533333333331,1.7254074999999998,1.7242199999999999,19638,2021-01-07 08:00:00
65,GBPCAD_i,1.72706,1.7279900000000001,1.72447,1.73006,1.727265,1.7275066666666667,1.7276275,1.727395,20837,2021-01-07 12:00:00
66,GBPCAD_i,1.72798,1.72231,1.7221,1.72909,1.725595,1.7245,1.7239525,1.7253699999999998,23809,2021-01-07 16:00:00
67,GBPCAD_i,1.7223000000000002,1.72109,1.71855,1.7236500000000001,1.7211,1.7210966666666667,1.721095,1.7213975000000001,13914,2021-01-07 20:00:00
68,GBPCAD_i,1.71998,1.71957,1.7189299999999998,1.7210800000000002,1.720005,1.71986,1.7197875,1.71989,10530,2021-01-08 00:00:00
69,GBPCAD_i,1.71959,1.71915,1.71862,1.7205300000000001,1.719575,1.7194333333333336,1.7193625000000001,1.7194725000000002,13246,2021-01-08 04:00:00
70,GBPCAD_i,1.71916,1.72378,1.71885,1.72461,1.72173,1.7224133333333331,1.7227549999999998,1.7216,20429,2021-01-08 08:00:00
71,GBPCAD_i,1.72377,1.7264,1.72193,1.72691,1.7244199999999998,1.72508,1.7254099999999999,1.7247525,18388,2021-01-08 12:00:00
72,GBPCAD_i,1.7264,1.72538,1.72271,1.72655,1.7246299999999999,1.72488,1.725005,1.72526,28876,2021-01-08 16:00:00
73,GBPCAD_i,1.72536,1.7208700000000001,1.7208,1.7264,1.7236,1.72269,1.722235,1.7233575,15857,2021-01-08 20:00:00
74,GBPCAD_i,1.72188,1.7215500000000001,1.71944,1.72235,1.720895,1.7211133333333333,1.7212225,1.721305,7293,2021-01-11 00:00:00
75,GBPCAD_i,1.72153,1.72202,1.72062,1.72251,1.721565,1.7217166666666668,1.7217925000000003,1.72167,9031,2021-01-11 04:00:00
76,GBPCAD_i,1.72203,1.72233,1.72012,1.72302,1.72157,1.7218233333333333,1.72195,1.721875,14059,2021-01-11 08:00:00
77,GBPCAD_i,1.72231,1.72774,1.7208700000000001,1.72794,1.724405,1.7255166666666666,1.7260725,1.724715,14520,2021-01-11 12:00:00
78,GBPCAD_i,1.7277200000000001,1.72658,1.7233,1.7293500000000002,1.726325,1.7264100000000002,1.7264525000000002,1.7267375,19695,2021-01-11 16:00:00
