,CHFJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,CHFJPY_i,116.663,116.739,116.55,116.807,116.6785,116.69866666666667,116.70875000000001,116.68975,9692,2020-12-21 16:00:00
1,CHFJPY_i,116.739,116.554,116.554,116.8,116.67699999999999,116.63600000000001,116.6155,116.66175000000001,6526,2020-12-21 20:00:00
2,CHFJPY_i,116.603,116.651,116.519,116.708,116.6135,116.62599999999999,116.63225,116.62025,4016,2020-12-22 00:00:00
3,CHFJPY_i,116.65,116.624,116.583,116.687,116.63499999999999,116.63133333333333,116.62950000000001,116.636,3844,2020-12-22 04:00:00
4,CHFJPY_i,116.624,116.554,116.38,116.682,116.531,116.53866666666666,116.54249999999999,116.56,7164,2020-12-22 08:00:00
5,CHFJPY_i,116.554,116.829,116.522,116.865,116.6935,116.73866666666667,116.76125,116.6925,8626,2020-12-22 12:00:00
6,CHFJPY_i,116.829,116.548,116.518,116.89,116.70400000000001,116.652,116.626,116.69625,10576,2020-12-22 16:00:00
7,CHFJPY_i,116.548,116.45,116.404,116.548,116.476,116.46733333333333,116.463,116.4875,4677,2020-12-22 20:00:00
8,CHFJPY_i,116.446,116.561,116.408,116.572,116.49000000000001,116.51366666666668,116.52550000000002,116.49675000000002,5052,2020-12-23 00:00:00
9,CHFJPY_i,116.561,116.476,116.457,116.596,116.5265,116.50966666666666,116.50125,116.52250000000001,3496,2020-12-23 04:00:00
10,CHFJPY_i,116.476,116.304,116.26,116.502,116.381,116.35533333333335,116.3425,116.38550000000001,5945,2020-12-23 08:00:00
11,CHFJPY_i,116.306,116.22,116.168,116.35,116.259,116.246,116.23949999999999,116.261,6776,2020-12-23 12:00:00
12,CHFJPY_i,116.22,116.601,116.138,116.64,116.38900000000001,116.45966666666668,116.495,116.39975000000001,11054,2020-12-23 16:00:00
13,CHFJPY_i,116.599,116.552,116.483,116.608,116.5455,116.54766666666667,116.54875000000001,116.5605,4706,2020-12-23 20:00:00
14,CHFJPY_i,116.502,116.701,116.393,116.767,116.58,116.62033333333333,116.6405,116.59075,3926,2020-12-24 00:00:00
15,CHFJPY_i,116.701,116.654,116.601,116.719,116.66,116.658,116.657,116.66874999999999,3346,2020-12-24 04:00:00
16,CHFJPY_i,116.654,116.583,116.564,116.714,116.639,116.62033333333333,116.61099999999999,116.62875,4641,2020-12-24 08:00:00
17,CHFJPY_i,116.583,116.412,116.352,116.693,116.52250000000001,116.48566666666666,116.46725,116.50999999999999,4613,2020-12-24 12:00:00
18,CHFJPY_i,116.409,116.22,116.218,116.441,116.3295,116.293,116.27475000000001,116.322,4962,2020-12-24 16:00:00
19,CHFJPY_i,116.219,116.272,116.147,116.304,116.22550000000001,116.241,116.24875,116.2355,1116,2020-12-24 20:00:00
20,CHFJPY_i,116.383,116.353,116.123,116.453,116.28800000000001,116.30966666666667,116.32050000000001,116.328,5617,2020-12-28 00:00:00
21,CHFJPY_i,116.353,116.324,116.256,116.409,116.33250000000001,116.32966666666668,116.32825000000001,116.33550000000001,3604,2020-12-28 04:00:00
22,CHFJPY_i,116.326,116.38,116.228,116.393,116.31049999999999,116.33366666666666,116.34525,116.33175,5072,2020-12-28 08:00:00
23,CHFJPY_i,116.379,116.468,116.221,116.62,116.4205,116.43633333333334,116.44425000000001,116.42200000000001,7667,2020-12-28 12:00:00
24,CHFJPY_i,116.471,116.648,116.465,116.821,116.643,116.64466666666665,116.6455,116.60125,6937,2020-12-28 16:00:00
25,CHFJPY_i,116.653,116.726,116.601,116.79,116.69550000000001,116.70566666666667,116.71075,116.69250000000001,3804,2020-12-28 20:00:00
26,CHFJPY_i,116.643,116.816,116.604,116.898,116.751,116.77266666666667,116.7835,116.74025,4541,2020-12-29 00:00:00
27,CHFJPY_i,116.821,116.889,116.79,116.954,116.872,116.87766666666666,116.8805,116.86349999999999,4476,2020-12-29 04:00:00
28,CHFJPY_i,116.889,117.095,116.881,117.17,117.0255,117.04866666666665,117.06025,117.00874999999999,7404,2020-12-29 08:00:00
29,CHFJPY_i,117.095,117.087,116.769,117.182,116.97550000000001,117.01266666666668,117.03125,117.03325000000001,6622,2020-12-29 12:00:00
30,CHFJPY_i,117.088,117.063,116.987,117.257,117.122,117.10233333333333,117.0925,117.09875,9568,2020-12-29 16:00:00
31,CHFJPY_i,117.063,117.164,117.005,117.164,117.08449999999999,117.11099999999999,117.12424999999999,117.09899999999999,4227,2020-12-29 20:00:00
32,CHFJPY_i,117.061,117.112,117.008,117.231,117.11949999999999,117.117,117.11574999999999,117.10300000000001,5721,2020-12-30 00:00:00
33,CHFJPY_i,117.112,117.129,116.964,117.179,117.0715,117.09066666666666,117.10025,117.096,4987,2020-12-30 04:00:00
34,CHFJPY_i,117.129,116.664,116.603,117.156,116.87950000000001,116.80766666666666,116.77175,116.888,6223,2020-12-30 08:00:00
35,CHFJPY_i,116.664,116.711,116.464,116.85,116.657,116.675,116.684,116.67224999999999,8355,2020-12-30 12:00:00
36,CHFJPY_i,116.709,116.907,116.549,117.023,116.786,116.82633333333332,116.84649999999999,116.797,9646,2020-12-30 16:00:00
37,CHFJPY_i,116.909,117.06,116.876,117.142,117.009,117.026,117.0345,116.99674999999999,3607,2020-12-30 20:00:00
38,CHFJPY_i,116.99,117.009,116.938,117.096,117.017,117.01433333333334,117.013,117.00825,3086,2020-12-31 00:00:00
39,CHFJPY_i,117.009,116.909,116.88,117.039,116.95949999999999,116.94266666666665,116.93424999999999,116.95925,3449,2020-12-31 04:00:00
40,CHFJPY_i,116.909,116.863,116.823,117.124,116.9735,116.93666666666667,116.91825,116.92975,6782,2020-12-31 08:00:00
41,CHFJPY_i,116.866,117.133,116.84,117.153,116.9965,117.04199999999999,117.06474999999999,116.99799999999999,7186,2020-12-31 12:00:00
42,CHFJPY_i,117.139,116.671,116.601,117.178,116.8895,116.81666666666666,116.78025,116.89725,9111,2020-12-31 16:00:00
43,CHFJPY_i,116.671,116.572,116.566,116.686,116.626,116.608,116.599,116.62375,966,2020-12-31 20:00:00
44,CHFJPY_i,116.685,116.612,116.512,116.937,116.7245,116.68700000000001,116.66825,116.68650000000001,6041,2021-01-04 00:00:00
45,CHFJPY_i,116.611,116.548,116.43,116.638,116.534,116.53866666666666,116.541,116.55675,4573,2021-01-04 04:00:00
46,CHFJPY_i,116.545,116.761,116.435,116.843,116.63900000000001,116.67966666666666,116.69999999999999,116.646,8684,2021-01-04 08:00:00
47,CHFJPY_i,116.763,117.117,116.711,117.151,116.931,116.993,117.024,116.93549999999999,8848,2021-01-04 12:00:00
48,CHFJPY_i,117.117,117.038,116.916,117.287,117.1015,117.08033333333333,117.06975,117.0895,12326,2021-01-04 16:00:00
49,CHFJPY_i,117.038,116.981,116.969,117.091,117.03,117.01366666666667,117.0055,117.01975,5498,2021-01-04 20:00:00
50,CHFJPY_i,116.924,116.979,116.883,117.038,116.9605,116.96666666666665,116.96974999999999,116.95599999999999,4387,2021-01-05 00:00:00
51,CHFJPY_i,116.978,116.922,116.891,117.116,117.0035,116.97633333333333,116.96275,116.97675,5409,2021-01-05 04:00:00
52,CHFJPY_i,116.922,116.822,116.786,117.02,116.90299999999999,116.87599999999999,116.8625,116.88749999999999,7582,2021-01-05 08:00:00
53,CHFJPY_i,116.822,116.867,116.72,116.969,116.8445,116.85199999999999,116.85575,116.8445,8294,2021-01-05 12:00:00
54,CHFJPY_i,116.869,116.899,116.742,116.937,116.8395,116.85933333333332,116.86925,116.86175,11280,2021-01-05 16:00:00
55,CHFJPY_i,116.895,116.904,116.808,116.947,116.8775,116.88633333333333,116.89075,116.8885,4576,2021-01-05 20:00:00
56,CHFJPY_i,116.87,116.888,116.776,116.989,116.8825,116.88433333333334,116.88525000000001,116.88075,7471,2021-01-06 00:00:00
57,CHFJPY_i,116.884,116.974,116.854,117.053,116.95349999999999,116.96033333333332,116.96374999999999,116.94125,8330,2021-01-06 04:00:00
58,CHFJPY_i,116.975,117.293,116.961,117.303,117.132,117.18566666666668,117.2125,117.13300000000001,10019,2021-01-06 08:00:00
59,CHFJPY_i,117.293,117.323,117.206,117.443,117.3245,117.324,117.32374999999999,117.31625,9856,2021-01-06 12:00:00
60,CHFJPY_i,117.326,117.137,117.095,117.474,117.28450000000001,117.23533333333334,117.21075,117.25800000000001,13057,2021-01-06 16:00:00
61,CHFJPY_i,117.137,117.262,117.13,117.329,117.2295,117.24033333333334,117.24575,117.2145,8773,2021-01-06 20:00:00
62,CHFJPY_i,117.232,117.366,117.164,117.414,117.289,117.31466666666667,117.3275,117.29400000000001,6705,2021-01-07 00:00:00
63,CHFJPY_i,117.366,117.344,117.311,117.42,117.3655,117.35833333333333,117.35475,117.36025,5556,2021-01-07 04:00:00
64,CHFJPY_i,117.346,117.244,117.197,117.497,117.34700000000001,117.31266666666666,117.2955,117.321,9904,2021-01-07 08:00:00
65,CHFJPY_i,117.244,117.375,117.19,117.396,117.293,117.32033333333334,117.334,117.30125000000001,10463,2021-01-07 12:00:00
66,CHFJPY_i,117.375,117.389,117.216,117.495,117.3555,117.36666666666667,117.37225000000001,117.36875,12159,2021-01-07 16:00:00
67,CHFJPY_i,117.391,117.237,117.203,117.399,117.301,117.27966666666667,117.269,117.3075,5452,2021-01-07 20:00:00
68,CHFJPY_i,117.194,117.186,117.144,117.309,117.2265,117.21300000000001,117.20625000000001,117.20825,5702,2021-01-08 00:00:00
69,CHFJPY_i,117.183,117.29,117.146,117.334,117.24000000000001,117.25666666666667,117.26500000000001,117.23825000000001,5311,2021-01-08 04:00:00
70,CHFJPY_i,117.289,117.162,117.029,117.361,117.195,117.18400000000001,117.17850000000001,117.21025,9717,2021-01-08 08:00:00
71,CHFJPY_i,117.161,117.373,117.124,117.567,117.34549999999999,117.35466666666666,117.35924999999999,117.30624999999999,10062,2021-01-08 12:00:00
72,CHFJPY_i,117.377,117.346,117.311,117.547,117.429,117.40133333333334,117.3875,117.39525,15408,2021-01-08 16:00:00
73,CHFJPY_i,117.344,117.432,117.143,117.465,117.304,117.34666666666668,117.36800000000001,117.346,7584,2021-01-08 20:00:00
74,CHFJPY_i,117.14,117.211,117.14,117.478,117.309,117.27633333333334,117.26,117.24225,5108,2021-01-11 00:00:00
75,CHFJPY_i,117.211,117.273,117.147,117.273,117.21000000000001,117.231,117.2415,117.226,3791,2021-01-11 04:00:00
76,CHFJPY_i,117.268,116.996,116.97,117.377,117.17349999999999,117.11433333333332,117.08474999999999,117.15275,7443,2021-01-11 08:00:00
77,CHFJPY_i,116.996,116.923,116.876,117.04,116.958,116.94633333333333,116.9405,116.95875,7654,2021-01-11 12:00:00
78,CHFJPY_i,116.92,117.132,116.903,117.181,117.042,117.072,117.087,117.034,10705,2021-01-11 16:00:00
79,CHFJPY_i,117.132,117.052,116.982,117.177,117.0795,117.07033333333334,117.06575000000001,117.08575,3918,2021-01-11 20:00:00
80,CHFJPY_i,117.073,116.99,116.916,117.102,117.009,117.00266666666666,116.9995,117.02024999999999,5515,2021-01-12 00:00:00
81,CHFJPY_i,116.991,117.009,116.962,117.055,117.0085,117.00866666666667,117.00875,117.00425,3681,2021-01-12 04:00:00
82,CHFJPY_i,117.005,117.023,116.93,117.134,117.03200000000001,117.029,117.0275,117.023,7317,2021-01-12 08:00:00
83,CHFJPY_i,117.023,117.074,116.96,117.202,117.08099999999999,117.07866666666666,117.0775,117.06475,7654,2021-01-12 12:00:00
84,CHFJPY_i,117.076,117.043,116.979,117.212,117.0955,117.07800000000002,117.06925000000001,117.07750000000001,8783,2021-01-12 16:00:00
85,CHFJPY_i,117.043,117.011,116.953,117.104,117.02850000000001,117.02266666666667,117.01974999999999,117.02775,6846,2021-01-12 20:00:00
86,CHFJPY_i,117.013,116.884,116.838,117.084,116.961,116.93533333333333,116.9225,116.95474999999999,4220,2021-01-13 00:00:00
87,CHFJPY_i,116.884,116.987,116.86,116.999,116.92949999999999,116.94866666666667,116.95824999999999,116.9325,4656,2021-01-13 04:00:00
88,CHFJPY_i,116.987,117.002,116.892,117.067,116.9795,116.98700000000001,116.99075,116.987,7096,2021-01-13 08:00:00
89,CHFJPY_i,117.0,116.899,116.854,117.071,116.9625,116.94133333333333,116.93075,116.956,7966,2021-01-13 12:00:00
90,CHFJPY_i,116.9,117.059,116.9,117.194,117.047,117.051,117.053,117.01325,9175,2021-01-13 16:00:00
91,CHFJPY_i,117.062,116.974,116.951,117.094,117.0225,117.00633333333333,116.99825,117.02025,4507,2021-01-13 20:00:00
92,CHFJPY_i,116.997,117.028,116.882,117.12,117.001,117.01,117.01450000000001,117.00675000000001,4595,2021-01-14 00:00:00
93,CHFJPY_i,117.028,117.171,116.999,117.189,117.094,117.11966666666666,117.1325,117.09675,6870,2021-01-14 04:00:00
94,CHFJPY_i,117.171,117.165,117.12,117.276,117.19800000000001,117.18700000000001,117.18150000000001,117.183,7555,2021-01-14 08:00:00
95,CHFJPY_i,117.163,116.849,116.735,117.194,116.9645,116.926,116.90675,116.98525000000001,7769,2021-01-14 12:00:00
96,CHFJPY_i,116.849,116.916,116.735,116.988,116.8615,116.87966666666667,116.88875,116.872,10649,2021-01-14 16:00:00
97,CHFJPY_i,116.916,116.813,116.813,116.965,116.88900000000001,116.86366666666667,116.851,116.87675,6644,2021-01-14 20:00:00
98,CHFJPY_i,116.853,116.772,116.727,116.887,116.807,116.79533333333335,116.7895,116.80975000000001,4179,2021-01-15 00:00:00
