,EURRUB_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
53,EURRUB_i,68.375,68.602,68.313,68.65,68.48150000000001,68.52166666666668,68.54175000000001,68.48500000000001,7281,2020-01-22 08:00:00
54,EURRUB_i,68.602,68.576,68.457,68.694,68.5755,68.57566666666666,68.57575,68.58225,8620,2020-01-22 12:00:00
55,EURRUB_i,68.576,68.575,68.474,68.685,68.5795,68.57799999999999,68.57724999999999,68.57749999999999,9721,2020-01-22 16:00:00
56,EURRUB_i,68.472,68.504,68.39,68.656,68.523,68.51666666666667,68.51350000000001,68.5055,7002,2020-01-23 08:00:00
57,EURRUB_i,68.504,68.529,68.432,68.579,68.5055,68.51333333333334,68.51724999999999,68.511,10185,2020-01-23 12:00:00
58,EURRUB_i,68.531,68.437,68.287,68.544,68.41550000000001,68.42266666666667,68.42625000000001,68.44975000000001,14485,2020-01-23 16:00:00
59,EURRUB_i,68.231,68.069,67.993,68.263,68.128,68.10833333333333,68.0985,68.139,9556,2020-01-24 08:00:00
60,EURRUB_i,68.068,68.09,67.973,68.094,68.0335,68.05233333333334,68.06175,68.05625,7804,2020-01-24 12:00:00
61,EURRUB_i,68.091,68.403,68.058,68.552,68.305,68.33766666666668,68.35400000000001,68.27600000000001,11820,2020-01-24 16:00:00
62,EURRUB_i,68.602,68.794,68.48,68.869,68.6745,68.71433333333333,68.73424999999999,68.68625,12266,2020-01-27 08:00:00
63,EURRUB_i,68.792,69.012,68.75,69.062,68.906,68.94133333333333,68.959,68.904,11291,2020-01-27 12:00:00
64,EURRUB_i,69.015,69.233,68.975,69.374,69.1745,69.194,69.20375,69.14925,14269,2020-01-27 16:00:00
65,EURRUB_i,69.266,69.239,68.969,69.427,69.19800000000001,69.21166666666667,69.2185,69.22525,10014,2020-01-28 08:00:00
66,EURRUB_i,69.239,68.757,68.684,69.264,68.97399999999999,68.90166666666666,68.8655,68.98599999999999,12376,2020-01-28 12:00:00
67,EURRUB_i,68.756,68.479,68.452,68.844,68.648,68.59166666666665,68.56349999999999,68.63274999999999,11596,2020-01-28 16:00:00
68,EURRUB_i,68.471,68.669,68.462,68.722,68.592,68.61766666666666,68.6305,68.581,8491,2020-01-29 08:00:00
69,EURRUB_i,68.67,68.755,68.637,68.945,68.791,68.779,68.773,68.75175,8826,2020-01-29 12:00:00
70,EURRUB_i,68.756,68.828,68.695,69.012,68.8535,68.845,68.84075,68.82275,10297,2020-01-29 16:00:00
71,EURRUB_i,68.682,69.174,68.682,69.423,69.05250000000001,69.093,69.11325000000001,68.99025,10376,2020-01-30 08:00:00
72,EURRUB_i,69.174,69.523,69.14,69.569,69.3545,69.41066666666667,69.43875,69.3515,12637,2020-01-30 12:00:00
73,EURRUB_i,69.522,69.886,69.454,69.942,69.698,69.76066666666667,69.792,69.701,13559,2020-01-30 16:00:00
74,EURRUB_i,69.552,69.619,69.351,69.671,69.511,69.547,69.565,69.54825,9324,2020-01-31 08:00:00
75,EURRUB_i,69.629,70.283,69.601,70.335,69.96799999999999,70.073,70.1255,69.962,14226,2020-01-31 12:00:00
76,EURRUB_i,70.284,70.589,70.258,70.749,70.5035,70.532,70.54625,70.47,16650,2020-01-31 16:00:00
77,EURRUB_i,70.652,70.627,70.378,70.856,70.61699999999999,70.62033333333333,70.622,70.62825,14231,2020-02-03 08:00:00
78,EURRUB_i,70.626,70.305,70.225,70.651,70.43799999999999,70.39366666666666,70.3715,70.45175,13665,2020-02-03 12:00:00
79,EURRUB_i,70.306,70.377,69.915,70.554,70.2345,70.282,70.30575,70.288,15244,2020-02-03 16:00:00
80,EURRUB_i,70.272,69.82,69.732,70.272,70.00200000000001,69.94133333333333,69.911,70.024,11878,2020-02-04 08:00:00
81,EURRUB_i,69.819,69.607,69.568,70.017,69.79249999999999,69.73066666666666,69.69975,69.75274999999999,12205,2020-02-04 12:00:00
82,EURRUB_i,69.611,69.352,69.253,69.726,69.48949999999999,69.44366666666666,69.42075,69.4855,11860,2020-02-04 16:00:00
83,EURRUB_i,69.492,68.929,68.886,69.742,69.314,69.18566666666666,69.1215,69.26225,16218,2020-02-05 08:00:00
84,EURRUB_i,68.93,68.805,68.747,69.108,68.92750000000001,68.88666666666667,68.86625000000001,68.89750000000001,16265,2020-02-05 12:00:00
85,EURRUB_i,68.807,69.043,68.767,69.15,68.9585,68.98666666666666,69.00075000000001,68.94175,14039,2020-02-05 16:00:00
86,EURRUB_i,68.873,69.374,68.839,69.392,69.1155,69.20166666666667,69.24475,69.1195,10791,2020-02-06 08:00:00
87,EURRUB_i,69.373,69.375,69.131,69.415,69.273,69.307,69.324,69.3235,10631,2020-02-06 12:00:00
88,EURRUB_i,69.374,69.276,69.263,69.613,69.438,69.384,69.357,69.38149999999999,12921,2020-02-06 16:00:00
89,EURRUB_i,69.4,69.702,69.245,69.778,69.51150000000001,69.575,69.60675,69.53125,13752,2020-02-07 08:00:00
90,EURRUB_i,69.703,69.882,69.584,69.975,69.7795,69.81366666666666,69.83075,69.786,17458,2020-02-07 12:00:00
91,EURRUB_i,69.882,70.032,69.809,70.346,70.0775,70.06233333333334,70.05475,70.01725,17014,2020-02-07 16:00:00
92,EURRUB_i,69.851,69.876,69.564,69.943,69.7535,69.79433333333334,69.81475,69.80850000000001,12501,2020-02-10 08:00:00
93,EURRUB_i,69.877,70.111,69.69,70.13,69.91,69.97699999999999,70.0105,69.952,10910,2020-02-10 12:00:00
94,EURRUB_i,70.112,69.91,69.761,70.146,69.95349999999999,69.939,69.93175,69.98225,11916,2020-02-10 16:00:00
95,EURRUB_i,69.538,69.553,69.446,69.834,69.64,69.611,69.59649999999999,69.59275,10145,2020-02-11 08:00:00
96,EURRUB_i,69.552,69.072,69.021,69.649,69.33500000000001,69.24733333333334,69.2035,69.32350000000001,11755,2020-02-11 12:00:00
97,EURRUB_i,69.105,68.988,68.919,69.178,69.04849999999999,69.02833333333332,69.01825,69.0475,12965,2020-02-11 16:00:00
98,EURRUB_i,69.005,68.812,68.523,69.005,68.764,68.77999999999999,68.788,68.83624999999999,10081,2020-02-12 08:00:00
99,EURRUB_i,68.814,68.571,68.558,68.911,68.7345,68.67999999999999,68.65275,68.7135,8543,2020-02-12 12:00:00
100,EURRUB_i,68.57,68.613,68.553,68.736,68.6445,68.634,68.62875,68.618,10846,2020-02-12 16:00:00
101,EURRUB_i,68.616,69.132,68.616,69.285,68.9505,69.01100000000001,69.04125,68.91225,9323,2020-02-13 08:00:00
102,EURRUB_i,69.167,68.749,68.69,69.239,68.9645,68.89266666666667,68.85675,68.96125,11735,2020-02-13 12:00:00
103,EURRUB_i,68.748,68.674,68.575,68.843,68.709,68.69733333333333,68.6915,68.71000000000001,12044,2020-02-13 16:00:00
104,EURRUB_i,68.754,68.794,68.553,68.876,68.7145,68.741,68.75425,68.74425000000001,7354,2020-02-14 08:00:00
105,EURRUB_i,68.794,68.818,68.664,68.84,68.75200000000001,68.774,68.785,68.779,8767,2020-02-14 12:00:00
106,EURRUB_i,68.818,68.861,68.68,68.882,68.781,68.80766666666666,68.821,68.81025,8316,2020-02-14 16:00:00
107,EURRUB_i,68.525,68.467,68.375,68.603,68.489,68.48166666666667,68.478,68.4925,5818,2020-02-17 08:00:00
108,EURRUB_i,68.465,68.649,68.44,68.723,68.5815,68.604,68.61525,68.56925000000001,5678,2020-02-17 12:00:00
109,EURRUB_i,68.649,68.609,68.574,68.768,68.67099999999999,68.65033333333332,68.63999999999999,68.64999999999999,4474,2020-02-17 16:00:00
110,EURRUB_i,68.785,68.953,68.772,69.079,68.9255,68.93466666666667,68.93925,68.89725,7964,2020-02-18 08:00:00
111,EURRUB_i,68.953,68.743,68.699,68.965,68.832,68.80233333333332,68.7875,68.84,11024,2020-02-18 12:00:00
112,EURRUB_i,68.744,68.923,68.589,69.286,68.9375,68.93266666666666,68.93025,68.88550000000001,12655,2020-02-18 16:00:00
113,EURRUB_i,68.832,68.579,68.504,68.852,68.678,68.645,68.6285,68.69175,8149,2020-02-19 08:00:00
114,EURRUB_i,68.579,68.542,68.387,68.652,68.5195,68.527,68.53075,68.53999999999999,8942,2020-02-19 12:00:00
115,EURRUB_i,68.542,68.45,68.415,68.584,68.49950000000001,68.483,68.47475,68.49775,9880,2020-02-19 16:00:00
116,EURRUB_i,68.53,68.721,68.53,68.838,68.684,68.69633333333333,68.7025,68.65475,9773,2020-02-20 08:00:00
117,EURRUB_i,68.721,68.826,68.613,68.856,68.7345,68.765,68.78025,68.75399999999999,10670,2020-02-20 12:00:00
118,EURRUB_i,68.825,69.052,68.802,69.271,69.0365,69.04166666666667,69.04425,68.9875,15808,2020-02-20 16:00:00
119,EURRUB_i,69.017,69.454,69.017,69.554,69.2855,69.34166666666665,69.36975,69.2605,12818,2020-02-21 08:00:00
120,EURRUB_i,69.452,69.519,69.328,69.625,69.4765,69.49066666666667,69.49775,69.481,10716,2020-02-21 12:00:00
121,EURRUB_i,69.514,69.366,69.235,69.85,69.54249999999999,69.48366666666665,69.45424999999999,69.49125,17072,2020-02-21 16:00:00
122,EURRUB_i,70.138,70.831,70.027,71.022,70.5245,70.62666666666667,70.67775,70.50450000000001,15888,2020-02-25 08:00:00
123,EURRUB_i,70.83,70.626,70.498,70.964,70.731,70.696,70.6785,70.7295,15627,2020-02-25 12:00:00
124,EURRUB_i,70.626,71.038,70.405,71.053,70.729,70.832,70.8835,70.78049999999999,21866,2020-02-25 16:00:00
125,EURRUB_i,70.959,71.392,70.94,71.436,71.188,71.256,71.28999999999999,71.18175,19513,2020-02-26 08:00:00
126,EURRUB_i,71.392,71.022,70.915,71.393,71.154,71.11,71.088,71.1805,21682,2020-02-26 12:00:00
127,EURRUB_i,71.022,70.999,70.439,71.095,70.767,70.84433333333332,70.883,70.88875,20189,2020-02-26 16:00:00
128,EURRUB_i,70.987,71.702,70.987,71.878,71.4325,71.52233333333334,71.56725,71.3885,18229,2020-02-27 08:00:00
129,EURRUB_i,71.702,72.294,71.628,72.309,71.9685,72.077,72.13125,71.98325,19873,2020-02-27 12:00:00
130,EURRUB_i,72.295,72.17,71.993,72.943,72.46799999999999,72.36866666666667,72.319,72.35025,30126,2020-02-27 16:00:00
131,EURRUB_i,73.319,74.384,73.104,74.594,73.84899999999999,74.02733333333333,74.1165,73.85025,29249,2020-02-28 08:00:00
132,EURRUB_i,74.375,73.722,73.399,74.444,73.92150000000001,73.855,73.82175,73.985,32224,2020-02-28 12:00:00
133,EURRUB_i,73.723,73.649,73.274,74.012,73.643,73.645,73.646,73.6645,39384,2020-02-28 16:00:00
134,EURRUB_i,73.409,73.562,73.099,73.655,73.37700000000001,73.43866666666668,73.46950000000001,73.43125,26153,2020-03-02 08:00:00
135,EURRUB_i,73.558,74.398,73.558,74.876,74.21700000000001,74.27733333333335,74.3075,74.09750000000001,36394,2020-03-02 12:00:00
136,EURRUB_i,74.4,74.297,73.946,74.668,74.307,74.30366666666667,74.30199999999999,74.32775000000001,39271,2020-03-02 16:00:00
137,EURRUB_i,73.898,73.722,73.472,73.967,73.7195,73.72033333333333,73.72075,73.76474999999999,19731,2020-03-03 08:00:00
138,EURRUB_i,73.722,73.813,73.419,73.996,73.7075,73.74266666666666,73.76025,73.7375,27424,2020-03-03 12:00:00
139,EURRUB_i,73.814,73.282,72.892,73.976,73.434,73.38333333333333,73.35799999999999,73.49099999999999,42765,2020-03-03 16:00:00
140,EURRUB_i,73.689,73.23,73.183,73.778,73.4805,73.397,73.35525000000001,73.47,18381,2020-03-04 08:00:00
141,EURRUB_i,73.229,73.111,72.743,73.296,73.0195,73.05,73.06524999999999,73.09474999999999,22875,2020-03-04 12:00:00
142,EURRUB_i,73.109,73.676,73.047,73.935,73.491,73.55266666666667,73.5835,73.44175,27965,2020-03-04 16:00:00
143,EURRUB_i,73.327,73.94,73.327,73.951,73.639,73.73933333333333,73.7895,73.63624999999999,15187,2020-03-05 08:00:00
144,EURRUB_i,73.941,74.524,73.678,74.618,74.148,74.27333333333333,74.336,74.19024999999999,25076,2020-03-05 12:00:00
145,EURRUB_i,74.523,75.675,74.485,75.814,75.14949999999999,75.32466666666666,75.41225,75.12424999999999,28987,2020-03-05 16:00:00
146,EURRUB_i,75.824,76.801,75.455,76.801,76.128,76.35233333333333,76.4645,76.22025000000001,26386,2020-03-06 08:00:00
147,EURRUB_i,76.8,76.949,76.45,77.416,76.93299999999999,76.93833333333333,76.941,76.90375,45342,2020-03-06 12:00:00
148,EURRUB_i,76.948,77.169,76.578,77.649,77.1135,77.132,77.14125,77.086,44951,2020-03-06 16:00:00
149,EURRUB_i,85.749,81.597,80.987,85.749,83.368,82.77766666666666,82.48249999999999,83.5205,39979,2020-03-10 08:00:00
150,EURRUB_i,81.595,81.391,80.0,81.649,80.8245,81.01333333333334,81.10775000000001,81.15875,50853,2020-03-10 12:00:00
151,EURRUB_i,81.391,81.011,80.675,81.971,81.32300000000001,81.21900000000001,81.167,81.262,49516,2020-03-10 16:00:00
152,EURRUB_i,80.402,80.702,80.402,81.314,80.858,80.806,80.78,80.705,36929,2020-03-11 08:00:00
153,EURRUB_i,80.702,81.37,80.69,81.49,81.09,81.18333333333334,81.23,81.063,41562,2020-03-11 12:00:00
154,EURRUB_i,81.369,81.502,80.956,81.762,81.35900000000001,81.40666666666668,81.43050000000001,81.39725000000001,40765,2020-03-11 16:00:00
155,EURRUB_i,82.054,83.52,82.054,84.051,83.05250000000001,83.20833333333333,83.28625,82.91975,36232,2020-03-12 08:00:00
156,EURRUB_i,83.518,83.939,83.286,84.712,83.999,83.979,83.969,83.86375,50804,2020-03-12 12:00:00
157,EURRUB_i,83.938,82.465,81.16,83.938,82.549,82.521,82.507,82.87525000000001,70784,2020-03-12 16:00:00
158,EURRUB_i,83.496,81.024,80.892,83.605,82.2485,81.84033333333333,81.63625,82.25425,40242,2020-03-13 08:00:00
159,EURRUB_i,81.024,80.963,80.107,81.378,80.7425,80.816,80.85275,80.868,49675,2020-03-13 12:00:00
160,EURRUB_i,80.96,80.867,80.261,81.624,80.9425,80.91733333333333,80.90475,80.928,53244,2020-03-13 16:00:00
161,EURRUB_i,81.523,83.576,81.521,84.202,82.8615,83.09966666666666,83.21875,82.7055,47969,2020-03-16 08:00:00
162,EURRUB_i,83.576,83.171,83.133,83.946,83.5395,83.41666666666667,83.35525,83.4565,66653,2020-03-16 12:00:00
163,EURRUB_i,83.174,82.561,81.809,83.304,82.5565,82.558,82.55875,82.712,63557,2020-03-16 16:00:00
164,EURRUB_i,82.621,82.699,81.649,83.123,82.386,82.49033333333334,82.5425,82.523,41329,2020-03-17 08:00:00
165,EURRUB_i,82.7,82.431,82.099,82.815,82.457,82.44833333333332,82.44399999999999,82.51124999999999,53403,2020-03-17 12:00:00
166,EURRUB_i,82.43,82.721,81.765,82.729,82.247,82.405,82.48400000000001,82.41125,56954,2020-03-17 16:00:00
167,EURRUB_i,82.809,85.56,82.809,85.774,84.2915,84.71433333333333,84.92575,84.238,47374,2020-03-18 08:00:00
168,EURRUB_i,85.562,86.466,85.285,87.522,86.40350000000001,86.42433333333334,86.43475000000001,86.20875000000001,65691,2020-03-18 12:00:00
169,EURRUB_i,86.469,88.904,85.98,88.957,87.4685,87.947,88.18625,87.5775,61072,2020-03-18 16:00:00
170,EURRUB_i,88.12,86.392,85.637,89.382,87.5095,87.137,86.95075,87.38275,53156,2020-03-19 08:00:00
171,EURRUB_i,86.383,87.058,86.327,87.462,86.8945,86.949,86.97625,86.80749999999999,86355,2020-03-19 12:00:00
172,EURRUB_i,87.061,84.642,84.4,87.211,85.8055,85.41766666666666,85.22375,85.82849999999999,67956,2020-03-19 16:00:00
173,EURRUB_i,84.562,83.265,83.125,84.967,84.04599999999999,83.78566666666666,83.65549999999999,83.97975,57615,2020-03-20 08:00:00
174,EURRUB_i,83.264,85.183,83.237,85.497,84.36699999999999,84.639,84.77499999999999,84.29525,62395,2020-03-20 12:00:00
175,EURRUB_i,85.178,84.755,84.092,85.32,84.70599999999999,84.72233333333332,84.73049999999999,84.83624999999999,57973,2020-03-20 16:00:00
176,EURRUB_i,86.994,86.213,85.884,87.388,86.636,86.495,86.4245,86.61975000000001,50641,2020-03-23 08:00:00
177,EURRUB_i,86.216,85.92,85.39,86.24,85.815,85.85000000000001,85.8675,85.9415,66025,2020-03-23 12:00:00
178,EURRUB_i,85.913,85.677,85.47,86.413,85.94149999999999,85.85333333333334,85.80925,85.86825,48848,2020-03-23 16:00:00
179,EURRUB_i,85.224,85.365,84.752,85.715,85.23349999999999,85.27733333333333,85.29925,85.264,40089,2020-03-24 08:00:00
180,EURRUB_i,85.366,84.702,84.372,85.618,84.995,84.89733333333334,84.8485,85.0145,52410,2020-03-24 12:00:00
181,EURRUB_i,84.7,84.561,84.26,85.19,84.725,84.67033333333333,84.643,84.67775,46498,2020-03-24 16:00:00
182,EURRUB_i,84.217,83.922,83.287,84.494,83.8905,83.901,83.90625,83.98,43623,2020-03-25 08:00:00
183,EURRUB_i,83.924,85.133,83.881,85.385,84.63300000000001,84.79966666666667,84.883,84.58075,57557,2020-03-25 12:00:00
184,EURRUB_i,85.133,84.698,84.096,85.623,84.8595,84.80566666666665,84.77874999999999,84.88749999999999,50684,2020-03-25 16:00:00
185,EURRUB_i,84.991,85.625,84.991,86.094,85.54249999999999,85.57,85.58375,85.42524999999999,40874,2020-03-26 08:00:00
186,EURRUB_i,85.626,84.981,84.903,85.693,85.298,85.19233333333334,85.1395,85.30075,53101,2020-03-26 12:00:00
187,EURRUB_i,84.98,85.473,84.534,85.895,85.2145,85.30066666666666,85.34375,85.2205,48213,2020-03-26 16:00:00
188,EURRUB_i,85.277,85.506,85.248,85.918,85.583,85.55733333333335,85.5445,85.48725,36567,2020-03-27 08:00:00
189,EURRUB_i,85.506,86.442,85.5,86.45,85.975,86.13066666666667,86.2085,85.9745,44033,2020-03-27 12:00:00
190,EURRUB_i,86.445,87.434,86.444,87.784,87.114,87.22066666666667,87.274,87.02675,45309,2020-03-27 16:00:00
191,EURRUB_i,88.332,88.174,87.411,88.958,88.1845,88.181,88.17925,88.21875,27261,2020-03-30 08:00:00
192,EURRUB_i,88.171,87.541,87.479,88.413,87.946,87.81099999999999,87.7435,87.901,38605,2020-03-30 12:00:00
193,EURRUB_i,87.541,87.702,87.421,88.189,87.805,87.77066666666667,87.7535,87.71325,38595,2020-03-30 16:00:00
194,EURRUB_i,87.702,87.852,87.697,87.876,87.7865,87.80833333333334,87.81925000000001,87.78175,4574,2020-03-30 20:00:00
195,EURRUB_i,87.53,86.044,85.911,87.53,86.7205,86.495,86.38225,86.75375,20208,2020-03-31 08:00:00
196,EURRUB_i,86.043,86.061,85.285,86.349,85.81700000000001,85.89833333333335,85.93900000000002,85.93450000000001,43104,2020-03-31 12:00:00
197,EURRUB_i,86.059,85.532,85.301,86.271,85.786,85.70133333333332,85.65899999999999,85.79075,50289,2020-03-31 16:00:00
198,EURRUB_i,85.532,85.981,85.511,86.034,85.77250000000001,85.842,85.87675,85.7645,8223,2020-03-31 20:00:00
199,EURRUB_i,86.345,86.448,86.338,86.961,86.64949999999999,86.58233333333332,86.54874999999998,86.523,25887,2020-04-01 08:00:00
200,EURRUB_i,86.447,86.24,85.739,86.489,86.114,86.156,86.177,86.22875,38060,2020-04-01 12:00:00
201,EURRUB_i,86.239,85.95,85.689,86.332,86.0105,85.99033333333334,85.98025,86.05250000000001,36069,2020-04-01 16:00:00
202,EURRUB_i,85.949,85.878,85.782,86.007,85.8945,85.889,85.88624999999999,85.904,5954,2020-04-01 20:00:00
203,EURRUB_i,86.139,85.147,84.609,86.139,85.374,85.29833333333333,85.2605,85.5085,20585,2020-04-02 08:00:00
204,EURRUB_i,85.146,85.753,85.119,86.099,85.60900000000001,85.657,85.681,85.52925,38940,2020-04-02 12:00:00
205,EURRUB_i,85.754,83.941,83.792,85.905,84.8485,84.546,84.39475,84.848,53314,2020-04-02 16:00:00
206,EURRUB_i,83.941,84.144,83.93,84.341,84.13550000000001,84.13833333333334,84.13975,84.089,6931,2020-04-02 20:00:00
207,EURRUB_i,83.719,82.795,82.528,83.902,83.215,83.075,83.00500000000001,83.236,26724,2020-04-03 08:00:00
208,EURRUB_i,82.797,82.651,82.474,83.418,82.946,82.84766666666667,82.7985,82.83500000000001,43330,2020-04-03 12:00:00
209,EURRUB_i,82.652,83.023,82.577,83.312,82.9445,82.97066666666667,82.98375,82.891,36805,2020-04-03 16:00:00
210,EURRUB_i,83.023,82.77,82.519,83.074,82.79650000000001,82.78766666666667,82.78325,82.84649999999999,5713,2020-04-03 20:00:00
211,EURRUB_i,82.782,82.253,82.125,82.932,82.52850000000001,82.43666666666667,82.39075,82.523,25167,2020-04-06 08:00:00
212,EURRUB_i,82.253,82.209,82.081,82.538,82.3095,82.276,82.25925000000001,82.27025,31578,2020-04-06 12:00:00
