,USDCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,USDCAD_i,1.2881,1.2827600000000001,1.28268,1.28817,1.285425,1.2845366666666667,1.2840925,1.2854275,14898,2020-12-21 16:00:00
1,USDCAD_i,1.28277,1.2855699999999999,1.28194,1.28616,1.2840500000000001,1.2845566666666668,1.28481,1.28411,7622,2020-12-21 20:00:00
2,USDCAD_i,1.28549,1.28586,1.28422,1.28639,1.285305,1.28549,1.2855824999999999,1.28549,4612,2020-12-22 00:00:00
3,USDCAD_i,1.28586,1.28785,1.28503,1.28821,1.28662,1.28703,1.287235,1.2867375,4530,2020-12-22 04:00:00
4,USDCAD_i,1.28786,1.28849,1.28638,1.28879,1.287585,1.2878866666666666,1.2880375,1.28788,10623,2020-12-22 08:00:00
5,USDCAD_i,1.28847,1.2894999999999999,1.28541,1.28956,1.287485,1.2881566666666666,1.2884924999999998,1.288235,8470,2020-12-22 12:00:00
6,USDCAD_i,1.2894999999999999,1.29091,1.28876,1.29327,1.2910149999999998,1.29098,1.2909625,1.29061,13992,2020-12-22 16:00:00
7,USDCAD_i,1.29091,1.29055,1.2899,1.29183,1.2908650000000002,1.2907600000000001,1.2907075000000001,1.2907975,6193,2020-12-22 20:00:00
8,USDCAD_i,1.29053,1.29013,1.289,1.29142,1.29021,1.2901833333333335,1.29017,1.29027,5876,2020-12-23 00:00:00
9,USDCAD_i,1.2901500000000001,1.2892000000000001,1.28836,1.29041,1.289385,1.2893233333333334,1.2892925000000002,1.28953,4763,2020-12-23 04:00:00
10,USDCAD_i,1.2892299999999999,1.28747,1.28665,1.28975,1.2882,1.2879566666666666,1.2878349999999998,1.288275,8358,2020-12-23 08:00:00
11,USDCAD_i,1.28747,1.28814,1.28648,1.28858,1.28753,1.2877333333333334,1.287835,1.2876675,6794,2020-12-23 12:00:00
12,USDCAD_i,1.28814,1.28391,1.2833,1.28853,1.2859150000000001,1.2852466666666669,1.2849125000000001,1.28597,12285,2020-12-23 16:00:00
13,USDCAD_i,1.2839,1.28439,1.28365,1.28639,1.2850199999999998,1.28481,1.284705,1.2845825,5269,2020-12-23 20:00:00
14,USDCAD_i,1.28429,1.28382,1.28335,1.28502,1.284185,1.2840633333333333,1.2840025,1.28412,3938,2020-12-24 00:00:00
15,USDCAD_i,1.28382,1.28481,1.2830599999999999,1.28531,1.284185,1.2843933333333333,1.2844975,1.2842500000000001,4278,2020-12-24 04:00:00
16,USDCAD_i,1.28479,1.2837399999999999,1.28321,1.28516,1.284185,1.2840366666666665,1.2839625,1.284225,5495,2020-12-24 08:00:00
17,USDCAD_i,1.2837399999999999,1.2837399999999999,1.28302,1.28497,1.283995,1.2839099999999999,1.2838675,1.2838675,5543,2020-12-24 12:00:00
18,USDCAD_i,1.28377,1.28122,1.28122,1.2846600000000001,1.28294,1.2823666666666667,1.28208,1.2827175,6966,2020-12-24 16:00:00
19,USDCAD_i,1.28122,1.2841,1.28122,1.28441,1.282815,1.2832433333333333,1.2834575,1.2827375,1144,2020-12-24 20:00:00
20,USDCAD_i,1.2846,1.28458,1.28314,1.28594,1.28454,1.2845533333333334,1.28456,1.284565,10928,2020-12-28 00:00:00
21,USDCAD_i,1.2845900000000001,1.28389,1.28383,1.28567,1.28475,1.2844633333333333,1.2843200000000001,1.2844950000000002,4636,2020-12-28 04:00:00
22,USDCAD_i,1.28387,1.28153,1.28125,1.28417,1.28271,1.2823166666666668,1.28212,1.282705,4471,2020-12-28 08:00:00
23,USDCAD_i,1.28152,1.28304,1.28151,1.28498,1.283245,1.2831766666666666,1.2831424999999999,1.2827625,8209,2020-12-28 12:00:00
24,USDCAD_i,1.28304,1.28623,1.2818,1.2875,1.28465,1.2851766666666666,1.28544,1.2846425,7602,2020-12-28 16:00:00
25,USDCAD_i,1.28623,1.28481,1.28402,1.2865199999999999,1.28527,1.2851166666666665,1.28504,1.2853949999999998,4071,2020-12-28 20:00:00
26,USDCAD_i,1.28472,1.2833,1.28311,1.28545,1.2842799999999999,1.2839533333333333,1.28379,1.284145,5250,2020-12-29 00:00:00
27,USDCAD_i,1.2833,1.28229,1.28229,1.2838,1.283045,1.2827933333333332,1.2826674999999998,1.2829199999999998,3435,2020-12-29 04:00:00
28,USDCAD_i,1.28229,1.28149,1.2806899999999999,1.28265,1.28167,1.28161,1.28158,1.28178,4555,2020-12-29 08:00:00
29,USDCAD_i,1.28145,1.27981,1.2793999999999999,1.28208,1.28074,1.28043,1.280275,1.280685,5704,2020-12-29 12:00:00
30,USDCAD_i,1.27981,1.2814999999999999,1.2778800000000001,1.28174,1.2798100000000001,1.2803733333333334,1.2806549999999999,1.2802324999999999,12048,2020-12-29 16:00:00
31,USDCAD_i,1.2814999999999999,1.28158,1.28043,1.2818800000000001,1.281155,1.2812966666666668,1.2813675,1.2813474999999999,8319,2020-12-29 20:00:00
32,USDCAD_i,1.28159,1.28015,1.28003,1.28262,1.281325,1.2809333333333333,1.2807374999999999,1.2810975,5182,2020-12-30 00:00:00
33,USDCAD_i,1.28016,1.27924,1.27837,1.28023,1.2793,1.27928,1.27927,1.2795,3916,2020-12-30 04:00:00
34,USDCAD_i,1.27921,1.28006,1.27833,1.28088,1.279605,1.2797566666666667,1.2798325,1.27962,6870,2020-12-30 08:00:00
35,USDCAD_i,1.28009,1.27915,1.27715,1.28023,1.27869,1.2788433333333333,1.27892,1.279155,6455,2020-12-30 12:00:00
36,USDCAD_i,1.2791000000000001,1.27655,1.27485,1.2799,1.2773750000000001,1.2771000000000001,1.2769625000000002,1.2776,11440,2020-12-30 16:00:00
37,USDCAD_i,1.27655,1.27543,1.2748599999999999,1.27695,1.2759049999999998,1.2757466666666666,1.2756675,1.2759475,5577,2020-12-30 20:00:00
38,USDCAD_i,1.27562,1.27396,1.27375,1.27586,1.274805,1.2745233333333335,1.2743825,1.2747975,3437,2020-12-31 00:00:00
39,USDCAD_i,1.27396,1.27412,1.27347,1.27542,1.274445,1.2743366666666667,1.2742825,1.2742425,3873,2020-12-31 04:00:00
40,USDCAD_i,1.27414,1.27484,1.27306,1.27548,1.27427,1.2744600000000001,1.274555,1.27438,6653,2020-12-31 08:00:00
41,USDCAD_i,1.27484,1.27341,1.27274,1.27534,1.2740399999999998,1.27383,1.273725,1.2740825,7043,2020-12-31 12:00:00
42,USDCAD_i,1.27339,1.27668,1.2713,1.2769300000000001,1.274115,1.27497,1.2753975,1.274575,10549,2020-12-31 16:00:00
43,USDCAD_i,1.27671,1.27567,1.27518,1.27671,1.275945,1.2758533333333333,1.2758075,1.2760675,1176,2020-12-31 20:00:00
44,USDCAD_i,1.27256,1.27061,1.27045,1.27353,1.2719900000000002,1.27153,1.2713,1.2717875,5702,2021-01-04 00:00:00
45,USDCAD_i,1.27061,1.27057,1.26944,1.27134,1.27039,1.27045,1.27048,1.2704900000000001,5293,2021-01-04 04:00:00
46,USDCAD_i,1.2705600000000001,1.26736,1.26723,1.27098,1.2691050000000001,1.2685233333333334,1.2682325,1.2690325000000002,10073,2021-01-04 08:00:00
47,USDCAD_i,1.26737,1.26984,1.26639,1.27127,1.26883,1.2691666666666668,1.269335,1.2687175000000002,9708,2021-01-04 12:00:00
48,USDCAD_i,1.2699,1.27804,1.26942,1.2797399999999999,1.2745799999999998,1.2757333333333332,1.2763099999999998,1.2742749999999998,18258,2021-01-04 16:00:00
49,USDCAD_i,1.27804,1.2772700000000001,1.27688,1.27891,1.277895,1.2776866666666666,1.2775825,1.277775,8422,2021-01-04 20:00:00
50,USDCAD_i,1.27725,1.27704,1.27647,1.27901,1.27774,1.2775066666666668,1.27739,1.2774425,9712,2021-01-05 00:00:00
51,USDCAD_i,1.27705,1.27508,1.27385,1.2772299999999999,1.27554,1.2753866666666667,1.27531,1.2758025,9937,2021-01-05 04:00:00
52,USDCAD_i,1.27506,1.27367,1.27313,1.27688,1.2750050000000002,1.2745600000000001,1.2743375000000001,1.274685,14232,2021-01-05 08:00:00
53,USDCAD_i,1.27365,1.27724,1.27294,1.27729,1.275115,1.2758233333333333,1.2761775,1.27528,12134,2021-01-05 12:00:00
54,USDCAD_i,1.27724,1.26764,1.26727,1.27744,1.272355,1.2707833333333334,1.2699975000000001,1.2723974999999998,19142,2021-01-05 16:00:00
55,USDCAD_i,1.26761,1.26662,1.2655,1.26783,1.2666650000000002,1.26665,1.2666425000000001,1.26689,8707,2021-01-05 20:00:00
56,USDCAD_i,1.26662,1.26769,1.26631,1.2687,1.2675049999999999,1.2675666666666665,1.2675975,1.2673299999999998,15355,2021-01-06 00:00:00
57,USDCAD_i,1.26767,1.26651,1.2662200000000001,1.26946,1.26784,1.2673966666666667,1.2671750000000002,1.267465,18526,2021-01-06 04:00:00
58,USDCAD_i,1.26653,1.26519,1.26456,1.2675,1.26603,1.26575,1.2656100000000001,1.2659449999999999,17612,2021-01-06 08:00:00
59,USDCAD_i,1.2652,1.27034,1.26291,1.2707899999999999,1.2668499999999998,1.2680133333333332,1.268595,1.26731,15874,2021-01-06 12:00:00
60,USDCAD_i,1.27034,1.26745,1.26685,1.27223,1.2695400000000001,1.2688433333333335,1.2684950000000002,1.2692175,21157,2021-01-06 16:00:00
61,USDCAD_i,1.26745,1.26703,1.26614,1.27014,1.26814,1.26777,1.267585,1.26769,17634,2021-01-06 20:00:00
62,USDCAD_i,1.2673,1.2674,1.26624,1.26796,1.2671000000000001,1.2672,1.2672500000000002,1.2672250000000003,11582,2021-01-07 00:00:00
63,USDCAD_i,1.2674,1.26796,1.26697,1.2681499999999999,1.26756,1.2676933333333333,1.26776,1.26762,9483,2021-01-07 04:00:00
