,XRPUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
23,XRPUSD_i,0.54632,0.54847,0.53491,0.54886,0.541885,0.54408,0.5451775,0.54464,33763,2021-03-31 12:00:00
24,XRPUSD_i,0.54847,0.54491,0.54192,0.55357,0.5477449999999999,0.5468,0.5463275,0.5472174999999999,31897,2021-03-31 16:00:00
25,XRPUSD_i,0.54485,0.56243,0.54385,0.56402,0.553935,0.5567666666666666,0.5581825,0.5537875,35968,2021-03-31 20:00:00
26,XRPUSD_i,0.55887,0.56939,0.55585,0.57462,0.5652349999999999,0.5666199999999999,0.5673124999999999,0.5646825,29963,2021-04-01 00:00:00
27,XRPUSD_i,0.56939,0.56996,0.56798,0.59336,0.58067,0.5771000000000001,0.575315,0.5751725,46718,2021-04-01 04:00:00
28,XRPUSD_i,0.56996,0.56369,0.56135,0.57265,0.567,0.5658966666666666,0.565345,0.5669124999999999,31723,2021-04-01 08:00:00
29,XRPUSD_i,0.56369,0.55507,0.54985,0.56639,0.55812,0.5571033333333333,0.556595,0.55875,36588,2021-04-01 12:00:00
30,XRPUSD_i,0.55507,0.56359,0.54685,0.57068,0.558765,0.5603733333333333,0.5611775,0.5590474999999999,43635,2021-04-01 16:00:00
31,XRPUSD_i,0.56359,0.56271,0.55075,0.56936,0.560055,0.56094,0.5613825,0.5616025,32293,2021-04-01 20:00:00
32,XRPUSD_i,0.57976,0.57681,0.57579,0.58634,0.5810649999999999,0.5796466666666666,0.5789375,0.5796749999999999,22145,2021-04-02 12:00:00
33,XRPUSD_i,0.57681,0.59269,0.57335,0.60763,0.59049,0.5912233333333333,0.5915900000000001,0.58762,44090,2021-04-02 16:00:00
34,XRPUSD_i,0.59269,0.60265,0.58135,0.60265,0.5920000000000001,0.5955500000000001,0.5973250000000001,0.5948350000000001,41894,2021-04-02 20:00:00
35,XRPUSD_i,0.61467,0.61965,0.60888,0.63634,0.62261,0.6216233333333333,0.62113,0.619885,39365,2021-04-05 00:00:00
36,XRPUSD_i,0.61965,0.70561,0.61785,0.72395,0.6709,0.68247,0.6882550000000001,0.666765,127644,2021-04-05 04:00:00
37,XRPUSD_i,0.70561,0.69386,0.65594,0.7125,0.68422,0.6874333333333333,0.68904,0.6919775,92274,2021-04-05 08:00:00
38,XRPUSD_i,0.69386,0.69996,0.68774,0.71608,0.70191,0.70126,0.700935,0.69941,78488,2021-04-05 12:00:00
39,XRPUSD_i,0.69996,0.83185,0.68665,0.87298,0.7798149999999999,0.7971599999999999,0.8058325,0.7728599999999999,174487,2021-04-05 16:00:00
40,XRPUSD_i,0.83184,0.88411,0.79385,0.90634,0.850095,0.8614333333333333,0.8671024999999999,0.854035,185837,2021-04-05 20:00:00
41,XRPUSD_i,0.89851,0.87804,0.85685,0.94153,0.8991899999999999,0.8921399999999999,0.8886149999999999,0.8937324999999999,165521,2021-04-06 00:00:00
42,XRPUSD_i,0.87804,0.8935,0.80525,0.90356,0.8544050000000001,0.8674366666666667,0.8739525,0.8700875,149180,2021-04-06 04:00:00
43,XRPUSD_i,0.8935,0.97991,0.85438,1.00785,0.9311149999999999,0.9473799999999999,0.9555124999999999,0.9339099999999999,172411,2021-04-06 08:00:00
44,XRPUSD_i,0.97991,0.99285,0.94995,1.09365,1.0218,1.01215,1.007325,1.0040900000000001,314416,2021-04-06 12:00:00
45,XRPUSD_i,0.99285,0.97952,0.88933,1.01685,0.95309,0.9619,0.966305,0.9696374999999999,275338,2021-04-06 16:00:00
46,XRPUSD_i,0.97952,1.01845,0.93017,1.09525,1.01271,1.0146233333333334,1.01558,1.0058475,258860,2021-04-06 20:00:00
47,XRPUSD_i,1.00895,1.04105,0.99539,1.11515,1.0552700000000002,1.0505300000000002,1.0481600000000002,1.0401350000000003,202193,2021-04-07 00:00:00
48,XRPUSD_i,1.04105,1.04165,1.00115,1.09455,1.04785,1.0457833333333333,1.0447499999999998,1.0446,204320,2021-04-07 04:00:00
49,XRPUSD_i,1.04165,0.95042,0.92121,1.05875,0.9899800000000001,0.9767933333333335,0.9702000000000002,0.9930075,224032,2021-04-07 08:00:00
50,XRPUSD_i,0.94985,0.92454,0.85385,0.95754,0.9056949999999999,0.9119766666666665,0.9151174999999999,0.921445,263590,2021-04-07 12:00:00
51,XRPUSD_i,0.92454,0.94868,0.89715,0.97422,0.935685,0.9400166666666667,0.9421825,0.9361475,192328,2021-04-07 16:00:00
52,XRPUSD_i,0.94868,0.90629,0.87851,0.95412,0.916315,0.9129733333333334,0.9113025000000001,0.9219,170238,2021-04-07 20:00:00
53,XRPUSD_i,0.92697,0.93793,0.90381,0.95439,0.9291,0.9320433333333334,0.9335150000000001,0.930775,105988,2021-04-08 00:00:00
54,XRPUSD_i,0.93793,0.93896,0.89935,0.94269,0.92102,0.9269999999999999,0.9299899999999999,0.9297325,99133,2021-04-08 04:00:00
55,XRPUSD_i,0.93896,0.95189,0.92019,0.99719,0.95869,0.9564233333333334,0.9552900000000001,0.9520575,125701,2021-04-08 08:00:00
56,XRPUSD_i,0.95189,0.95904,0.93169,0.96526,0.948475,0.9519966666666666,0.9537574999999999,0.95197,103360,2021-04-08 12:00:00
57,XRPUSD_i,0.95904,0.9793,0.94226,0.98884,0.96555,0.9701333333333334,0.972425,0.96736,91594,2021-04-08 16:00:00
58,XRPUSD_i,0.9793,1.01765,0.96418,1.03685,1.000515,1.0062266666666666,1.0090824999999999,0.9994949999999999,114857,2021-04-08 20:00:00
59,XRPUSD_i,1.04475,1.03685,1.02855,1.07025,1.0493999999999999,1.0452166666666667,1.043125,1.0451000000000001,102010,2021-04-09 00:00:00
60,XRPUSD_i,1.03685,1.03485,1.00485,1.04645,1.0256500000000002,1.0287166666666667,1.03025,1.03075,93650,2021-04-09 04:00:00
61,XRPUSD_i,1.03485,0.99383,0.9807,1.04385,1.012275,1.0061266666666666,1.0030525,1.0133075,86042,2021-04-09 08:00:00
62,XRPUSD_i,0.99383,1.00725,0.99383,1.03295,1.01339,1.0113433333333333,1.01032,1.006965,75086,2021-04-09 12:00:00
63,XRPUSD_i,1.00725,1.02555,0.98041,1.03065,1.00553,1.0122033333333333,1.01554,1.0109650000000001,99012,2021-04-09 16:00:00
64,XRPUSD_i,1.02555,1.05825,1.01105,1.05955,1.0352999999999999,1.04295,1.046775,1.0386,77765,2021-04-09 20:00:00
65,XRPUSD_i,1.37175,1.3326500000000001,1.31895,1.38145,1.3502,1.3443500000000002,1.341425,1.3512,109090,2021-04-12 00:00:00
66,XRPUSD_i,1.3326500000000001,1.34405,1.3204500000000001,1.36875,1.3446,1.3444166666666666,1.344325,1.341475,114660,2021-04-12 04:00:00
67,XRPUSD_i,1.34405,1.38645,1.3223500000000001,1.41865,1.3705,1.3758166666666665,1.378475,1.367875,135820,2021-04-12 08:00:00
68,XRPUSD_i,1.38645,1.38525,1.32165,1.39345,1.35755,1.3667833333333335,1.3714000000000002,1.3717000000000001,147660,2021-04-12 12:00:00
69,XRPUSD_i,1.38525,1.35535,1.33935,1.40295,1.37115,1.3658833333333333,1.3632499999999999,1.370725,132580,2021-04-12 16:00:00
70,XRPUSD_i,1.35575,1.38405,1.34835,1.39795,1.3731499999999999,1.3767833333333332,1.3786,1.371525,99480,2021-04-12 20:00:00
71,XRPUSD_i,1.38345,1.4433500000000001,1.37695,1.47715,1.42705,1.432483333333333,1.4352,1.4202249999999998,147830,2021-04-13 00:00:00
72,XRPUSD_i,1.4433500000000001,1.45475,1.41855,1.47065,1.4445999999999999,1.4479833333333332,1.4496749999999998,1.446825,117830,2021-04-13 04:00:00
73,XRPUSD_i,1.45475,1.59385,1.44595,1.6576499999999998,1.5518,1.5658166666666666,1.572825,1.53805,281330,2021-04-13 08:00:00
74,XRPUSD_i,1.59385,1.67835,1.58165,1.72695,1.6543,1.6623166666666667,1.666325,1.6452,241320,2021-04-13 12:00:00
75,XRPUSD_i,1.67835,1.80885,1.65495,1.83915,1.74705,1.76765,1.7779500000000001,1.745325,267410,2021-04-13 16:00:00
76,XRPUSD_i,1.80885,1.8221500000000002,1.70845,1.8834499999999998,1.79595,1.8046833333333332,1.80905,1.8057249999999998,334330,2021-04-13 20:00:00
77,XRPUSD_i,1.71835,1.8047499999999999,1.66745,1.83795,1.7527,1.7700500000000001,1.7787250000000001,1.757125,229960,2021-04-14 00:00:00
78,XRPUSD_i,1.8047499999999999,1.93265,1.74085,1.9410500000000002,1.84095,1.8715166666666667,1.8868,1.854825,248510,2021-04-14 04:00:00
79,XRPUSD_i,1.93205,1.8108499999999998,1.73765,1.96245,1.85005,1.8369833333333332,1.83045,1.86075,309030,2021-04-14 08:00:00
80,XRPUSD_i,1.8108499999999998,1.7758500000000002,1.70855,1.86995,1.78925,1.7847833333333334,1.78255,1.7913000000000001,276770,2021-04-14 12:00:00
81,XRPUSD_i,1.7758500000000002,1.75735,1.5683500000000001,1.81135,1.68985,1.71235,1.7236,1.7282250000000001,394400,2021-04-14 16:00:00
82,XRPUSD_i,1.75735,1.74895,1.64035,1.76555,1.70295,1.7182833333333332,1.7259499999999999,1.7280499999999999,319100,2021-04-14 20:00:00
83,XRPUSD_i,1.81375,1.7657500000000002,1.76535,1.88075,1.8230499999999998,1.8039499999999997,1.7944,1.8063999999999998,193400,2021-04-15 00:00:00
84,XRPUSD_i,1.76535,1.7377500000000001,1.70315,1.78105,1.7421,1.7406499999999998,1.739925,1.7468249999999999,211810,2021-04-15 04:00:00
85,XRPUSD_i,1.7377500000000001,1.71035,1.70835,1.77335,1.74085,1.7306833333333334,1.7256,1.73245,155820,2021-04-15 08:00:00
86,XRPUSD_i,1.71035,1.7058499999999999,1.64715,1.73415,1.69065,1.6957166666666665,1.6982499999999998,1.6993749999999999,167330,2021-04-15 12:00:00
87,XRPUSD_i,1.7058499999999999,1.75035,1.69555,1.7838500000000002,1.7397,1.74325,1.745025,1.7339,162320,2021-04-15 16:00:00
88,XRPUSD_i,1.75035,1.79965,1.72435,1.82505,1.7747000000000002,1.7830166666666667,1.787175,1.77485,183060,2021-04-15 20:00:00
89,XRPUSD_i,1.79945,1.76165,1.73135,1.82505,1.7782,1.7726833333333332,1.7699249999999997,1.779375,152000,2021-04-16 00:00:00
90,XRPUSD_i,1.76165,1.65915,1.65835,1.76965,1.714,1.6957166666666665,1.686575,1.7121999999999997,172110,2021-04-16 04:00:00
91,XRPUSD_i,1.65915,1.65635,1.6052499999999998,1.71285,1.65905,1.65815,1.6577,1.6583999999999999,208300,2021-04-16 08:00:00
92,XRPUSD_i,1.65635,1.52565,1.41865,1.66715,1.5429,1.5371499999999998,1.5342749999999998,1.5669499999999998,314950,2021-04-16 12:00:00
93,XRPUSD_i,1.52565,1.70195,1.44535,1.73855,1.59195,1.6286166666666666,1.64695,1.6028749999999998,336520,2021-04-16 16:00:00
94,XRPUSD_i,1.70195,1.62485,1.5803500000000001,1.71635,1.6483500000000002,1.6405166666666666,1.6366,1.655875,237015,2021-04-16 20:00:00
95,XRPUSD_i,1.38165,1.41395,1.35425,1.45625,1.40525,1.40815,1.4096,1.401525,178300,2021-04-19 00:00:00
96,XRPUSD_i,1.41395,1.52665,1.40285,1.52715,1.4649999999999999,1.48555,1.495825,1.46765,177760,2021-04-19 04:00:00
97,XRPUSD_i,1.52705,1.4053499999999999,1.40045,1.52705,1.46375,1.4442833333333336,1.4345500000000002,1.4649750000000001,175260,2021-04-19 08:00:00
98,XRPUSD_i,1.4053499999999999,1.3789500000000001,1.32745,1.43425,1.3808500000000001,1.3802166666666669,1.3799000000000001,1.3865000000000003,210670,2021-04-19 12:00:00
99,XRPUSD_i,1.3789500000000001,1.28235,1.24485,1.39935,1.3221,1.30885,1.302225,1.326375,322220,2021-04-19 16:00:00
100,XRPUSD_i,1.28135,1.37635,1.26635,1.38675,1.3265500000000001,1.3431500000000003,1.3514500000000003,1.3277,184170,2021-04-19 20:00:00
101,XRPUSD_i,1.37005,1.24135,1.1773500000000001,1.37275,1.27505,1.2638166666666668,1.2582,1.290375,217290,2021-04-20 00:00:00
102,XRPUSD_i,1.24135,1.31725,1.18935,1.31775,1.25355,1.2747833333333334,1.2854,1.266425,251070,2021-04-20 04:00:00
103,XRPUSD_i,1.31725,1.26895,1.20575,1.31735,1.2615500000000002,1.2640166666666668,1.2652500000000002,1.2773250000000003,195450,2021-04-20 08:00:00
104,XRPUSD_i,1.26895,1.28865,1.25835,1.33385,1.2961,1.2936166666666666,1.292375,1.28745,164920,2021-04-20 12:00:00
105,XRPUSD_i,1.28865,1.35615,1.28865,1.36645,1.32755,1.3370833333333334,1.34185,1.3249750000000002,194450,2021-04-20 16:00:00
106,XRPUSD_i,1.35615,1.4212500000000001,1.33405,1.44435,1.3892,1.3998833333333334,1.4052250000000002,1.38895,160150,2021-04-20 20:00:00
107,XRPUSD_i,1.40645,1.3707500000000001,1.34985,1.41715,1.3835,1.37925,1.3771250000000002,1.38605,144680,2021-04-21 00:00:00
108,XRPUSD_i,1.3707500000000001,1.42585,1.36145,1.4614500000000001,1.41145,1.41625,1.41865,1.404875,185480,2021-04-21 04:00:00
109,XRPUSD_i,1.42585,1.37945,1.36385,1.43435,1.3991,1.39255,1.389275,1.400875,151300,2021-04-21 08:00:00
110,XRPUSD_i,1.37945,1.36135,1.28045,1.38765,1.33405,1.3431499999999998,1.3477,1.352225,198470,2021-04-21 12:00:00
111,XRPUSD_i,1.36135,1.3747500000000001,1.33435,1.41705,1.3757,1.3753833333333334,1.375225,1.371875,151210,2021-04-21 16:00:00
112,XRPUSD_i,1.3747500000000001,1.34085,1.32375,1.38215,1.3529499999999999,1.3489166666666665,1.3468999999999998,1.355375,130180,2021-04-21 20:00:00
113,XRPUSD_i,1.33045,1.31355,1.26095,1.35245,1.3067,1.3089833333333332,1.310125,1.31435,152100,2021-04-22 00:00:00
114,XRPUSD_i,1.31355,1.3124500000000001,1.26645,1.3409499999999999,1.3037,1.3066166666666668,1.308075,1.3083500000000001,162840,2021-04-22 04:00:00
115,XRPUSD_i,1.3124500000000001,1.28085,1.26155,1.34125,1.3014000000000001,1.29455,1.291125,1.299025,130460,2021-04-22 08:00:00
116,XRPUSD_i,1.28085,1.32465,1.24865,1.34725,1.2979500000000002,1.30685,1.3113000000000001,1.3003500000000001,142660,2021-04-22 12:00:00
117,XRPUSD_i,1.32465,1.39235,1.2983500000000001,1.40435,1.35135,1.3650166666666668,1.3718500000000002,1.3549250000000002,147510,2021-04-22 16:00:00
118,XRPUSD_i,1.39235,1.23785,1.22295,1.41695,1.31995,1.2925833333333332,1.2789,1.3175249999999998,256970,2021-04-22 20:00:00
119,XRPUSD_i,1.18635,1.15905,1.11985,1.21365,1.16675,1.1641833333333331,1.1628999999999998,1.169725,187820,2021-04-23 00:00:00
120,XRPUSD_i,1.15905,1.02175,0.8735,1.17575,1.0246250000000001,1.0236666666666667,1.0231875000000001,1.0575125,412372,2021-04-23 04:00:00
121,XRPUSD_i,1.02175,1.05275,0.96217,1.07675,1.01946,1.0305566666666668,1.036105,1.028355,302737,2021-04-23 08:00:00
122,XRPUSD_i,1.05285,1.07495,1.02335,1.17245,1.0979,1.0902500000000002,1.0864250000000002,1.0809000000000002,224330,2021-04-23 12:00:00
123,XRPUSD_i,1.07495,1.09825,1.04885,1.12155,1.0852,1.08955,1.091725,1.0859,206080,2021-04-23 16:00:00
124,XRPUSD_i,1.09825,1.10595,1.05505,1.14815,1.1016,1.1030499999999999,1.103775,1.10185,146805,2021-04-23 20:00:00
125,XRPUSD_i,0.98716,1.10405,0.98085,1.11675,1.0488,1.0672166666666667,1.076425,1.0472025,141739,2021-04-26 00:00:00
126,XRPUSD_i,1.10415,1.12155,1.08485,1.14965,1.11725,1.1186833333333335,1.1194000000000002,1.11505,143140,2021-04-26 04:00:00
127,XRPUSD_i,1.12155,1.15835,1.11385,1.20735,1.1606,1.15985,1.159475,1.1502750000000002,140240,2021-04-26 08:00:00
128,XRPUSD_i,1.15835,1.23785,1.13685,1.27365,1.20525,1.2161166666666665,1.22155,1.2016749999999998,165110,2021-04-26 12:00:00
129,XRPUSD_i,1.23785,1.24705,1.21935,1.2782499999999999,1.2488,1.2482166666666668,1.247925,1.245625,185210,2021-04-26 16:00:00
130,XRPUSD_i,1.24705,1.25605,1.24545,1.34795,1.2967,1.28315,1.276375,1.274125,214910,2021-04-26 20:00:00
131,XRPUSD_i,1.29345,1.36565,1.25715,1.39295,1.32505,1.3385833333333335,1.3453500000000003,1.3273000000000001,182340,2021-04-27 00:00:00
132,XRPUSD_i,1.36565,1.41605,1.35895,1.46095,1.40995,1.4119833333333334,1.413,1.4003999999999999,205220,2021-04-27 04:00:00
133,XRPUSD_i,1.41605,1.37455,1.37235,1.4494500000000001,1.4109,1.3987833333333333,1.392725,1.4031,154610,2021-04-27 08:00:00
134,XRPUSD_i,1.37425,1.40405,1.37375,1.46005,1.4169,1.4126166666666666,1.410475,1.403025,136880,2021-04-27 12:00:00
135,XRPUSD_i,1.40405,1.3848500000000001,1.3305500000000001,1.4316499999999999,1.3811,1.38235,1.382975,1.387775,192940,2021-04-27 16:00:00
136,XRPUSD_i,1.3848500000000001,1.41455,1.35845,1.41655,1.3875,1.3965166666666666,1.401025,1.3936,135340,2021-04-27 20:00:00
137,XRPUSD_i,1.4133499999999999,1.41615,1.37985,1.4295499999999999,1.4047,1.4085166666666666,1.410425,1.409725,86940,2021-04-28 00:00:00
138,XRPUSD_i,1.41585,1.38595,1.3768500000000001,1.44515,1.411,1.4026500000000002,1.3984750000000001,1.40595,118850,2021-04-28 04:00:00
139,XRPUSD_i,1.38585,1.33035,1.2824499999999999,1.39615,1.3393,1.3363166666666666,1.334825,1.3487,160660,2021-04-28 08:00:00
140,XRPUSD_i,1.33035,1.36295,1.3066499999999999,1.38185,1.34425,1.3504833333333333,1.3536000000000001,1.34545,125120,2021-04-28 12:00:00
141,XRPUSD_i,1.36295,1.33945,1.30935,1.36615,1.33775,1.3383166666666666,1.3386,1.344475,133290,2021-04-28 16:00:00
142,XRPUSD_i,1.33945,1.33995,1.32515,1.39845,1.3618000000000001,1.3545166666666668,1.350875,1.3507500000000001,129010,2021-04-28 20:00:00
143,XRPUSD_i,1.36635,1.34235,1.3385500000000001,1.37205,1.3553000000000002,1.3509833333333334,1.348825,1.354825,71090,2021-04-29 00:00:00
144,XRPUSD_i,1.34235,1.35585,1.32585,1.40845,1.36715,1.3633833333333334,1.3615000000000002,1.358125,139220,2021-04-29 04:00:00
145,XRPUSD_i,1.35555,1.39155,1.3508499999999999,1.41395,1.3824,1.3854499999999998,1.386975,1.377975,101530,2021-04-29 08:00:00
146,XRPUSD_i,1.39155,1.41095,1.37845,1.41825,1.39835,1.40255,1.40465,1.3998,87740,2021-04-29 12:00:00
147,XRPUSD_i,1.41095,1.36835,1.36335,1.41195,1.38765,1.3812166666666668,1.3780000000000001,1.38865,97760,2021-04-29 16:00:00
148,XRPUSD_i,1.36835,1.37695,1.33405,1.38335,1.3587,1.3647833333333335,1.367825,1.365675,116850,2021-04-29 20:00:00
149,XRPUSD_i,1.3930500000000001,1.38025,1.37575,1.40115,1.38845,1.3857166666666665,1.38435,1.38755,55160,2021-04-30 00:00:00
150,XRPUSD_i,1.38035,1.43765,1.37335,1.44125,1.4073,1.4174166666666668,1.422475,1.40815,75290,2021-04-30 04:00:00
151,XRPUSD_i,1.43765,1.54295,1.43315,1.59325,1.5131999999999999,1.5231166666666667,1.528075,1.50175,212990,2021-04-30 08:00:00
152,XRPUSD_i,1.54295,1.60975,1.51735,1.63645,1.5769,1.5878500000000002,1.593325,1.5766250000000002,160840,2021-04-30 12:00:00
153,XRPUSD_i,1.60975,1.58185,1.5303499999999999,1.6231499999999999,1.5767499999999999,1.57845,1.5793,1.5862749999999999,177310,2021-04-30 16:00:00
154,XRPUSD_i,1.58185,1.5763500000000001,1.54145,1.5904500000000001,1.56595,1.5694166666666665,1.5711499999999998,1.572525,117815,2021-04-30 20:00:00
155,XRPUSD_i,1.57065,1.57775,1.54515,1.58465,1.5649,1.5691833333333332,1.5713249999999999,1.56955,76230,2021-05-03 00:00:00
156,XRPUSD_i,1.57775,1.60395,1.5683500000000001,1.61745,1.5929000000000002,1.5965833333333335,1.5984250000000002,1.5918750000000002,79200,2021-05-03 04:00:00
157,XRPUSD_i,1.60395,1.60185,1.59535,1.61825,1.6068,1.60515,1.604325,1.60485,67140,2021-05-03 08:00:00
158,XRPUSD_i,1.60185,1.59055,1.57995,1.60395,1.59195,1.5914833333333334,1.59125,1.594075,66790,2021-05-03 12:00:00
159,XRPUSD_i,1.59055,1.56055,1.50145,1.59125,1.54635,1.5510833333333334,1.55345,1.56095,130840,2021-05-03 16:00:00
160,XRPUSD_i,1.56055,1.5460500000000001,1.52905,1.58705,1.5580500000000002,1.5540500000000002,1.5520500000000002,1.5556750000000001,96820,2021-05-03 20:00:00
161,XRPUSD_i,1.55225,1.43695,1.40355,1.56875,1.48615,1.4697500000000001,1.46155,1.490375,124930,2021-05-04 00:00:00
162,XRPUSD_i,1.43695,1.47915,1.41785,1.48525,1.4515500000000001,1.46075,1.46535,1.4548,178910,2021-05-04 04:00:00
163,XRPUSD_i,1.47915,1.44455,1.42645,1.49585,1.46115,1.4556166666666666,1.4528499999999998,1.4614999999999998,116110,2021-05-04 08:00:00
164,XRPUSD_i,1.44455,1.45205,1.43835,1.4920499999999999,1.4651999999999998,1.4608166666666664,1.4586249999999998,1.45675,121560,2021-05-04 12:00:00
165,XRPUSD_i,1.45175,1.36415,1.31385,1.47425,1.39405,1.3840833333333336,1.3791000000000002,1.4010000000000002,246190,2021-05-04 16:00:00
166,XRPUSD_i,1.36395,1.41675,1.36135,1.42065,1.391,1.3995833333333334,1.4038750000000002,1.390675,121830,2021-05-04 20:00:00
167,XRPUSD_i,1.4415499999999999,1.4617499999999999,1.36695,1.47295,1.41995,1.4338833333333334,1.4408500000000002,1.4358,144430,2021-05-05 00:00:00
168,XRPUSD_i,1.4617499999999999,1.40775,1.4013499999999999,1.47125,1.4363,1.4267833333333335,1.422025,1.4355250000000002,135130,2021-05-05 04:00:00
169,XRPUSD_i,1.40775,1.46085,1.39865,1.4617499999999999,1.4302,1.4404166666666667,1.445525,1.43225,117160,2021-05-05 08:00:00
170,XRPUSD_i,1.46085,1.56915,1.43785,1.59325,1.5155500000000002,1.5334166666666669,1.5423500000000003,1.5152750000000001,176910,2021-05-05 12:00:00
171,XRPUSD_i,1.56915,1.56265,1.52405,1.60405,1.56405,1.563583333333333,1.5633499999999998,1.564975,195170,2021-05-05 16:00:00
172,XRPUSD_i,1.56265,1.56765,1.5443500000000001,1.61355,1.57895,1.5751833333333334,1.5733000000000001,1.57205,150700,2021-05-05 20:00:00
173,XRPUSD_i,1.56895,1.7201499999999998,1.56895,1.7335500000000001,1.65125,1.674216666666667,1.6857000000000002,1.6479000000000001,213180,2021-05-06 00:00:00
174,XRPUSD_i,1.72075,1.68475,1.6736499999999999,1.76305,1.71835,1.7071500000000002,1.7015500000000001,1.71055,248900,2021-05-06 04:00:00
175,XRPUSD_i,1.68475,1.63045,1.59155,1.70355,1.6475499999999998,1.6418499999999998,1.6389999999999998,1.652575,162220,2021-05-06 08:00:00
176,XRPUSD_i,1.63045,1.64585,1.62245,1.68455,1.6535,1.65095,1.649675,1.6458249999999999,123780,2021-05-06 12:00:00
177,XRPUSD_i,1.6456499999999998,1.67285,1.62835,1.7140499999999999,1.6711999999999998,1.67175,1.672025,1.665225,191900,2021-05-06 16:00:00
178,XRPUSD_i,1.67275,1.59185,1.50966,1.70685,1.608255,1.6027866666666668,1.6000525,1.6202775,265378,2021-05-06 20:00:00
179,XRPUSD_i,1.6369500000000001,1.5810499999999998,1.56935,1.64715,1.60825,1.5991833333333332,1.5946499999999997,1.608625,119690,2021-05-07 00:00:00
180,XRPUSD_i,1.5806499999999999,1.55705,1.5023499999999999,1.59245,1.5473999999999999,1.5506166666666665,1.552225,1.558125,198160,2021-05-07 04:00:00
181,XRPUSD_i,1.55705,1.5744500000000001,1.55185,1.60325,1.57755,1.5765166666666666,1.576,1.57165,141630,2021-05-07 08:00:00
182,XRPUSD_i,1.5744500000000001,1.65445,1.57035,1.69055,1.63045,1.63845,1.64245,1.6224500000000002,142860,2021-05-07 12:00:00
