,RUBRUR,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
39,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2020-12-31 04:00:00
40,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2020-12-31 08:00:00
41,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2020-12-31 12:00:00
42,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2020-12-31 16:00:00
43,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2020-12-31 20:00:00
44,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 00:00:00
45,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 04:00:00
46,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 08:00:00
47,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 12:00:00
48,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 16:00:00
49,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-04 20:00:00
50,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 00:00:00
51,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 04:00:00
52,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 08:00:00
53,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 12:00:00
54,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 16:00:00
55,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-05 20:00:00
56,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 00:00:00
57,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 04:00:00
58,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 08:00:00
59,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 12:00:00
60,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 16:00:00
61,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-06 20:00:00
62,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 00:00:00
63,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 04:00:00
64,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 08:00:00
65,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 12:00:00
66,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 16:00:00
67,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-07 20:00:00
68,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-08 00:00:00
69,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-08 04:00:00
70,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-08 08:00:00
71,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-08 12:00:00
72,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-08 16:00:00
73,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-01-08 20:00:00
74,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 00:00:00
75,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 04:00:00
76,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 08:00:00
77,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 12:00:00
78,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 16:00:00
79,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-11 20:00:00
80,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 00:00:00
81,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 04:00:00
82,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 08:00:00
83,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 12:00:00
84,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 16:00:00
85,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-12 20:00:00
86,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 00:00:00
87,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 04:00:00
88,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 08:00:00
89,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 12:00:00
90,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 16:00:00
91,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-13 20:00:00
92,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 00:00:00
93,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 04:00:00
94,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 08:00:00
95,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 12:00:00
96,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 16:00:00
97,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-14 20:00:00
98,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-15 00:00:00
99,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-15 04:00:00
100,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-15 08:00:00
101,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-15 12:00:00
102,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-15 16:00:00
103,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-01-15 20:00:00
104,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 00:00:00
105,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 04:00:00
106,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 08:00:00
107,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 12:00:00
108,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 16:00:00
109,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-18 20:00:00
110,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 00:00:00
111,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 04:00:00
112,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 08:00:00
113,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 12:00:00
114,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 16:00:00
115,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-19 20:00:00
116,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 00:00:00
117,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 04:00:00
118,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 08:00:00
119,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 12:00:00
120,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 16:00:00
121,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-20 20:00:00
122,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 00:00:00
123,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 04:00:00
124,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 08:00:00
125,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 12:00:00
126,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 16:00:00
127,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-21 20:00:00
128,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-22 00:00:00
129,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-22 04:00:00
130,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-22 08:00:00
131,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-22 12:00:00
132,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-22 16:00:00
133,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-01-22 20:00:00
134,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 00:00:00
135,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 04:00:00
136,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 08:00:00
137,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 12:00:00
138,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 16:00:00
139,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-25 20:00:00
140,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 00:00:00
141,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 04:00:00
142,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 08:00:00
143,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 12:00:00
144,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 16:00:00
145,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-26 20:00:00
146,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 00:00:00
147,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 04:00:00
148,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 08:00:00
149,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 12:00:00
150,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 16:00:00
151,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-27 20:00:00
152,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 00:00:00
153,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 04:00:00
154,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 08:00:00
155,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 12:00:00
156,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 16:00:00
157,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-28 20:00:00
158,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-29 00:00:00
159,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-29 04:00:00
160,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-29 08:00:00
161,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-29 12:00:00
162,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-01-29 16:00:00
163,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-01-29 20:00:00
164,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 00:00:00
165,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 04:00:00
166,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 08:00:00
167,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 12:00:00
168,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 16:00:00
169,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-01 20:00:00
170,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 00:00:00
171,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 04:00:00
172,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 08:00:00
173,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 12:00:00
174,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 16:00:00
175,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-02 20:00:00
176,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 00:00:00
177,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 04:00:00
178,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 08:00:00
179,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 12:00:00
180,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 16:00:00
181,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-03 20:00:00
182,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 00:00:00
183,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 04:00:00
184,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 08:00:00
185,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 12:00:00
186,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 16:00:00
187,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-04 20:00:00
188,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-05 00:00:00
189,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-05 04:00:00
190,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-05 08:00:00
191,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-05 12:00:00
192,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-05 16:00:00
193,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-02-05 20:00:00
194,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 00:00:00
195,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 04:00:00
196,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 08:00:00
197,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 12:00:00
198,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 16:00:00
199,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-08 20:00:00
200,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-09 00:00:00
201,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-09 04:00:00
202,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-09 08:00:00
203,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,2021-02-09 12:00:00
204,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-09 16:00:00
205,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-09 20:00:00
206,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 00:00:00
207,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 04:00:00
208,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 08:00:00
209,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 12:00:00
210,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 16:00:00
211,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-10 20:00:00
212,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 00:00:00
213,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 04:00:00
214,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 08:00:00
215,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 12:00:00
216,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 16:00:00
217,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-11 20:00:00
218,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-12 00:00:00
219,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-12 04:00:00
220,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-12 08:00:00
221,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-12 12:00:00
222,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-12 16:00:00
223,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-02-12 20:00:00
224,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 00:00:00
225,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 04:00:00
226,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 08:00:00
227,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 12:00:00
228,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 16:00:00
229,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-15 20:00:00
230,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 00:00:00
231,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 04:00:00
232,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 08:00:00
233,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 12:00:00
234,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 16:00:00
235,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-16 20:00:00
236,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 00:00:00
237,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 04:00:00
238,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 08:00:00
239,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 12:00:00
240,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 16:00:00
241,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-17 20:00:00
242,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-02-18 00:00:00
243,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,2021-02-18 04:00:00
244,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-18 08:00:00
245,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-18 12:00:00
246,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-18 16:00:00
247,RUBRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,2021-02-18 20:00:00
