,USDSGD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
405,USDSGD_i,1.34619,1.3465,1.34588,1.34699,1.346435,1.3464566666666666,1.3464675,1.34639,2365,2021-03-29 04:00:00
406,USDSGD_i,1.3465099999999999,1.34724,1.3458,1.34792,1.34686,1.3469866666666668,1.34705,1.3468675,2783,2021-03-29 08:00:00
407,USDSGD_i,1.34724,1.34625,1.34535,1.34761,1.3464800000000001,1.3464033333333336,1.346365,1.3466125000000002,2192,2021-03-29 12:00:00
408,USDSGD_i,1.34627,1.3472,1.34596,1.34918,1.3475700000000002,1.3474466666666667,1.347385,1.3471525,3690,2021-03-29 16:00:00
409,USDSGD_i,1.3472,1.34612,1.34612,1.34843,1.347275,1.3468900000000001,1.3466975,1.3469675,2502,2021-03-29 20:00:00
410,USDSGD_i,1.34586,1.34821,1.34586,1.34883,1.347345,1.3476333333333332,1.3477774999999999,1.3471899999999999,1207,2021-03-30 00:00:00
411,USDSGD_i,1.34822,1.34782,1.34738,1.3491900000000001,1.3482850000000002,1.34813,1.3480525,1.3481524999999999,2645,2021-03-30 04:00:00
412,USDSGD_i,1.34781,1.34662,1.3465500000000001,1.34836,1.347455,1.3471766666666667,1.3470374999999999,1.347335,2886,2021-03-30 08:00:00
413,USDSGD_i,1.34662,1.34729,1.34599,1.34802,1.347005,1.3471,1.3471475,1.3469799999999998,3061,2021-03-30 12:00:00
414,USDSGD_i,1.34729,1.34782,1.34672,1.34836,1.34754,1.3476333333333332,1.34768,1.3475475,4085,2021-03-30 16:00:00
415,USDSGD_i,1.34782,1.34724,1.34708,1.3479999999999999,1.34754,1.34744,1.34739,1.3475350000000001,2107,2021-03-30 20:00:00
416,USDSGD_i,1.34724,1.34636,1.34536,1.34796,1.34666,1.34656,1.3465099999999999,1.34673,1224,2021-03-31 00:00:00
417,USDSGD_i,1.34636,1.34735,1.34603,1.3483,1.347165,1.3472266666666666,1.3472575,1.3470099999999998,2470,2021-03-31 04:00:00
418,USDSGD_i,1.3473600000000001,1.34385,1.34376,1.34774,1.34575,1.3451166666666667,1.3448,1.3456775,2453,2021-03-31 08:00:00
419,USDSGD_i,1.34384,1.34432,1.34382,1.34543,1.344625,1.3445233333333333,1.3444725,1.3443525,1711,2021-03-31 12:00:00
420,USDSGD_i,1.34432,1.34375,1.34256,1.3449,1.3437299999999999,1.3437366666666666,1.34374,1.3438824999999999,2844,2021-03-31 16:00:00
421,USDSGD_i,1.34376,1.34517,1.3435000000000001,1.3453300000000001,1.3444150000000001,1.344666666666667,1.3447925,1.34444,2230,2021-03-31 20:00:00
422,USDSGD_i,1.34517,1.34424,1.3431600000000001,1.34538,1.34427,1.3442600000000002,1.3442550000000002,1.3444875,1375,2021-04-01 00:00:00
423,USDSGD_i,1.34424,1.3474300000000001,1.34413,1.34766,1.345895,1.3464066666666668,1.3466625,1.345865,2598,2021-04-01 04:00:00
424,USDSGD_i,1.3474300000000001,1.34639,1.34508,1.34771,1.346395,1.3463933333333333,1.3463924999999999,1.3466525,2761,2021-04-01 08:00:00
425,USDSGD_i,1.34636,1.3447,1.34466,1.34654,1.3456000000000001,1.3453,1.3451499999999998,1.345565,2336,2021-04-01 12:00:00
426,USDSGD_i,1.3447,1.3444099999999999,1.34367,1.34501,1.3443399999999999,1.3443633333333331,1.3443749999999999,1.3444474999999998,2558,2021-04-01 16:00:00
427,USDSGD_i,1.34443,1.34415,1.34356,1.34452,1.3440400000000001,1.3440766666666668,1.344095,1.344165,1926,2021-04-01 20:00:00
428,USDSGD_i,1.34415,1.3443100000000001,1.34358,1.34509,1.344335,1.3443266666666667,1.3443225,1.3442825,461,2021-04-02 00:00:00
429,USDSGD_i,1.3443100000000001,1.34336,1.3431899999999999,1.34439,1.3437899999999998,1.3436466666666664,1.343575,1.3438124999999999,757,2021-04-02 04:00:00
430,USDSGD_i,1.34336,1.34337,1.34307,1.34374,1.343405,1.3433933333333332,1.3433875,1.343385,672,2021-04-02 08:00:00
431,USDSGD_i,1.34337,1.3437999999999999,1.34272,1.34456,1.34364,1.3436933333333332,1.3437199999999998,1.3436124999999999,916,2021-04-02 12:00:00
432,USDSGD_i,1.34382,1.3450199999999999,1.34382,1.34547,1.3446449999999999,1.3447699999999998,1.3448324999999999,1.3445325,932,2021-04-02 16:00:00
433,USDSGD_i,1.3450199999999999,1.34462,1.3445,1.34589,1.345195,1.3450033333333333,1.3449075,1.3450075,389,2021-04-02 20:00:00
434,USDSGD_i,1.34427,1.3451,1.34416,1.3461,1.3451300000000002,1.3451200000000003,1.3451150000000003,1.3449075000000001,605,2021-04-05 00:00:00
435,USDSGD_i,1.3451,1.34538,1.34487,1.34551,1.34519,1.3452533333333332,1.345285,1.345215,1001,2021-04-05 04:00:00
436,USDSGD_i,1.34538,1.34467,1.34445,1.34645,1.34545,1.3451899999999999,1.34506,1.3452375,1643,2021-04-05 08:00:00
437,USDSGD_i,1.34469,1.34281,1.34261,1.3449,1.343755,1.34344,1.3432825,1.3437525,1319,2021-04-05 12:00:00
438,USDSGD_i,1.34281,1.34082,1.34076,1.34296,1.34186,1.3415133333333333,1.34134,1.3418375,1791,2021-04-05 16:00:00
439,USDSGD_i,1.34082,1.3414,1.34082,1.34225,1.341535,1.34149,1.3414675,1.3413225,1184,2021-04-05 20:00:00
440,USDSGD_i,1.3414,1.34052,1.34008,1.3415599999999999,1.34082,1.34072,1.3406699999999998,1.34089,761,2021-04-06 00:00:00
441,USDSGD_i,1.34052,1.34051,1.34016,1.34127,1.3407149999999999,1.3406466666666665,1.3406125,1.340615,1383,2021-04-06 04:00:00
442,USDSGD_i,1.34051,1.34053,1.33928,1.34119,1.340235,1.3403333333333334,1.3403825,1.3403775,2197,2021-04-06 08:00:00
443,USDSGD_i,1.34052,1.34022,1.34016,1.34143,1.340795,1.3406033333333334,1.3405075000000002,1.3405825,2085,2021-04-06 12:00:00
444,USDSGD_i,1.34023,1.33897,1.33891,1.3403,1.3396050000000002,1.3393933333333334,1.3392875,1.3396025,2023,2021-04-06 16:00:00
445,USDSGD_i,1.33897,1.33862,1.33859,1.33962,1.339105,1.3389433333333332,1.3388624999999998,1.3389499999999999,1393,2021-04-06 20:00:00
446,USDSGD_i,1.33862,1.33838,1.33795,1.33904,1.338495,1.3384566666666666,1.3384375,1.3384975,794,2021-04-07 00:00:00
447,USDSGD_i,1.33838,1.33841,1.33749,1.3385099999999999,1.338,1.3381366666666665,1.3382049999999999,1.3381975,1586,2021-04-07 04:00:00
448,USDSGD_i,1.33841,1.3394599999999999,1.33748,1.3422,1.3398400000000001,1.3397133333333333,1.33965,1.3393875,2372,2021-04-07 08:00:00
449,USDSGD_i,1.3394599999999999,1.33964,1.33826,1.34,1.33913,1.3393,1.339385,1.33934,2060,2021-04-07 12:00:00
450,USDSGD_i,1.33961,1.33966,1.33815,1.34,1.339075,1.33927,1.3393675,1.3393549999999999,2927,2021-04-07 16:00:00
451,USDSGD_i,1.33966,1.34063,1.33905,1.3416299999999999,1.3403399999999999,1.3404366666666665,1.340485,1.3402425,1857,2021-04-07 20:00:00
452,USDSGD_i,1.34063,1.3409900000000001,1.33908,1.34124,1.34016,1.3404366666666665,1.3405749999999999,1.340485,885,2021-04-08 00:00:00
453,USDSGD_i,1.34096,1.34019,1.34015,1.34169,1.3409200000000001,1.3406766666666667,1.340555,1.3407475,1805,2021-04-08 04:00:00
454,USDSGD_i,1.34019,1.34049,1.33956,1.341,1.34028,1.34035,1.340385,1.34031,2374,2021-04-08 08:00:00
455,USDSGD_i,1.34049,1.3394599999999999,1.33935,1.3412,1.340275,1.3400033333333334,1.3398675,1.340125,1947,2021-04-08 12:00:00
456,USDSGD_i,1.3394599999999999,1.33985,1.33925,1.34049,1.33987,1.3398633333333334,1.33986,1.3397625,3021,2021-04-08 16:00:00
457,USDSGD_i,1.33985,1.33999,1.33968,1.34057,1.340125,1.3400800000000002,1.3400575000000001,1.3400225000000001,1249,2021-04-08 20:00:00
458,USDSGD_i,1.34002,1.33887,1.33887,1.34017,1.33952,1.3393033333333335,1.3391950000000001,1.3394825000000001,838,2021-04-09 00:00:00
459,USDSGD_i,1.3388900000000001,1.33998,1.33888,1.34026,1.3395700000000001,1.3397066666666666,1.339775,1.3395025,1704,2021-04-09 04:00:00
460,USDSGD_i,1.33999,1.3415300000000001,1.33999,1.34188,1.340935,1.3411333333333335,1.3412325000000003,1.3408475000000002,2657,2021-04-09 08:00:00
461,USDSGD_i,1.34155,1.3415,1.34035,1.3424,1.341375,1.3414166666666667,1.3414375,1.34145,2316,2021-04-09 12:00:00
462,USDSGD_i,1.3415,1.34054,1.3401399999999999,1.34212,1.34113,1.3409333333333333,1.340835,1.341075,3152,2021-04-09 16:00:00
463,USDSGD_i,1.34053,1.34087,1.34013,1.34106,1.340595,1.3406866666666666,1.3407324999999999,1.3406475,1913,2021-04-09 20:00:00
464,USDSGD_i,1.33989,1.34155,1.33978,1.34178,1.34078,1.3410366666666667,1.341165,1.3407499999999999,985,2021-04-12 00:00:00
465,USDSGD_i,1.34155,1.3427,1.34155,1.34304,1.342295,1.34243,1.3424975,1.34221,2189,2021-04-12 04:00:00
466,USDSGD_i,1.3427,1.34141,1.3413,1.34295,1.342125,1.3418866666666667,1.3417675,1.34209,2418,2021-04-12 08:00:00
467,USDSGD_i,1.34141,1.34043,1.33994,1.34144,1.34069,1.3406033333333334,1.34056,1.340805,2112,2021-04-12 12:00:00
468,USDSGD_i,1.34044,1.34055,1.34027,1.34143,1.34085,1.3407499999999999,1.3407,1.3406725,3087,2021-04-12 16:00:00
469,USDSGD_i,1.34054,1.34012,1.33978,1.34147,1.340625,1.3404566666666666,1.3403725,1.3404775,1874,2021-04-12 20:00:00
470,USDSGD_i,1.34013,1.3403800000000001,1.33926,1.34118,1.34022,1.3402733333333334,1.3403,1.3402375000000002,1118,2021-04-13 00:00:00
471,USDSGD_i,1.34037,1.3426,1.34037,1.34269,1.3415300000000001,1.3418866666666667,1.342065,1.3415075,2173,2021-04-13 04:00:00
472,USDSGD_i,1.3426,1.3413599999999999,1.34084,1.34292,1.34188,1.3417066666666664,1.3416199999999998,1.3419299999999998,2593,2021-04-13 08:00:00
473,USDSGD_i,1.3413599999999999,1.3417,1.34096,1.34344,1.3422,1.3420333333333332,1.3419499999999998,1.3418649999999999,3065,2021-04-13 12:00:00
474,USDSGD_i,1.3417,1.34204,1.3403100000000001,1.34269,1.3415,1.34168,1.34177,1.341685,3420,2021-04-13 16:00:00
475,USDSGD_i,1.34204,1.34026,1.34017,1.34204,1.341105,1.3408233333333335,1.3406825,1.3411275,2069,2021-04-13 20:00:00
476,USDSGD_i,1.34026,1.3385,1.33777,1.34062,1.339195,1.3389633333333333,1.3388475,1.3392875,1169,2021-04-14 00:00:00
477,USDSGD_i,1.3385,1.3373300000000001,1.33697,1.33886,1.337915,1.33772,1.3376225000000002,1.337915,2156,2021-04-14 04:00:00
478,USDSGD_i,1.33732,1.3363,1.33626,1.33748,1.33687,1.33668,1.336585,1.33684,2994,2021-04-14 08:00:00
479,USDSGD_i,1.3363,1.33684,1.3361,1.33725,1.336675,1.33673,1.3367575,1.3366224999999998,1988,2021-04-14 12:00:00
480,USDSGD_i,1.33684,1.33508,1.33476,1.33698,1.33587,1.3356066666666664,1.3354749999999997,1.335915,3022,2021-04-14 16:00:00
481,USDSGD_i,1.33508,1.33542,1.33503,1.33594,1.3354849999999998,1.3354633333333332,1.3354525,1.3353674999999998,1778,2021-04-14 20:00:00
482,USDSGD_i,1.33542,1.33466,1.33464,1.33594,1.33529,1.3350800000000003,1.334975,1.3351650000000002,749,2021-04-15 00:00:00
483,USDSGD_i,1.33466,1.33717,1.33425,1.3372899999999999,1.33577,1.3362366666666665,1.3364699999999998,1.3358425,2043,2021-04-15 04:00:00
484,USDSGD_i,1.33717,1.33418,1.33404,1.33717,1.335605,1.3351300000000001,1.3348925,1.3356400000000002,2525,2021-04-15 08:00:00
485,USDSGD_i,1.33419,1.3349,1.33355,1.3349,1.334225,1.3344500000000001,1.3345625,1.3343850000000002,2338,2021-04-15 12:00:00
486,USDSGD_i,1.33488,1.3342,1.33379,1.33522,1.334505,1.3344033333333334,1.3343525,1.3345225,3107,2021-04-15 16:00:00
487,USDSGD_i,1.3342,1.33423,1.33391,1.33526,1.334585,1.3344666666666667,1.3344075,1.3344,1854,2021-04-15 20:00:00
488,USDSGD_i,1.33423,1.33538,1.33388,1.3354,1.3346399999999998,1.3348866666666666,1.3350099999999998,1.3347224999999998,778,2021-04-16 00:00:00
489,USDSGD_i,1.33539,1.3348200000000001,1.3348200000000001,1.33616,1.33549,1.3352666666666668,1.3351550000000003,1.3352975000000002,2039,2021-04-16 04:00:00
490,USDSGD_i,1.33483,1.33337,1.33337,1.33554,1.334455,1.3340933333333334,1.3339124999999998,1.3342775,3103,2021-04-16 08:00:00
491,USDSGD_i,1.33337,1.33314,1.33278,1.33385,1.333315,1.3332566666666665,1.3332275,1.333285,2419,2021-04-16 12:00:00
492,USDSGD_i,1.33313,1.33371,1.33281,1.33416,1.333485,1.33356,1.3335975,1.3334525,2601,2021-04-16 16:00:00
493,USDSGD_i,1.33371,1.33393,1.33337,1.33433,1.33385,1.3338766666666668,1.3338900000000002,1.333835,1366,2021-04-16 20:00:00
494,USDSGD_i,1.33335,1.33412,1.33325,1.33476,1.3340049999999999,1.334043333333333,1.3340625,1.33387,852,2021-04-19 00:00:00
495,USDSGD_i,1.33412,1.3330600000000001,1.33277,1.33454,1.333655,1.3334566666666667,1.3333575,1.3336225000000002,1602,2021-04-19 04:00:00
496,USDSGD_i,1.3330600000000001,1.33078,1.3306499999999999,1.3331,1.331875,1.33151,1.3313275,1.3318975000000002,2631,2021-04-19 08:00:00
497,USDSGD_i,1.33078,1.3302,1.33017,1.33137,1.33077,1.33058,1.330485,1.33063,2468,2021-04-19 12:00:00
498,USDSGD_i,1.33019,1.33011,1.33007,1.33142,1.330745,1.3305333333333333,1.3304274999999999,1.3304475,3007,2021-04-19 16:00:00
499,USDSGD_i,1.33011,1.32973,1.32966,1.33032,1.32999,1.3299033333333334,1.32986,1.329955,1356,2021-04-19 20:00:00
500,USDSGD_i,1.32973,1.32891,1.32885,1.33015,1.3295,1.3293033333333333,1.329205,1.32941,687,2021-04-20 00:00:00
501,USDSGD_i,1.32891,1.32611,1.3260399999999999,1.329,1.3275199999999998,1.3270499999999998,1.3268149999999999,1.327515,2055,2021-04-20 04:00:00
502,USDSGD_i,1.32611,1.32756,1.32579,1.32768,1.326735,1.32701,1.3271475000000001,1.326785,3126,2021-04-20 08:00:00
503,USDSGD_i,1.32755,1.32876,1.32736,1.3290600000000001,1.3282100000000001,1.3283933333333333,1.3284850000000001,1.3281825,2536,2021-04-20 12:00:00
504,USDSGD_i,1.32873,1.32885,1.32751,1.32924,1.3283749999999999,1.3285333333333333,1.3286125,1.3285825,3373,2021-04-20 16:00:00
505,USDSGD_i,1.32884,1.32864,1.32827,1.32971,1.3289900000000001,1.3288733333333334,1.328815,1.328865,1760,2021-04-20 20:00:00
506,USDSGD_i,1.32864,1.32914,1.3278400000000001,1.32918,1.32851,1.32872,1.328825,1.3287,936,2021-04-21 00:00:00
507,USDSGD_i,1.32914,1.32937,1.32789,1.3296999999999999,1.328795,1.3289866666666665,1.3290825,1.329025,1838,2021-04-21 04:00:00
508,USDSGD_i,1.32937,1.3299699999999999,1.32789,1.33005,1.32897,1.3293033333333333,1.32947,1.32932,2910,2021-04-21 08:00:00
509,USDSGD_i,1.32995,1.32993,1.3296000000000001,1.33071,1.330155,1.33008,1.3300425,1.3300475,2249,2021-04-21 12:00:00
510,USDSGD_i,1.32993,1.32843,1.32794,1.33098,1.32946,1.3291166666666667,1.328945,1.32932,2597,2021-04-21 16:00:00
511,USDSGD_i,1.32844,1.3285,1.32812,1.32901,1.328565,1.3285433333333334,1.3285325000000001,1.3285175,1164,2021-04-21 20:00:00
512,USDSGD_i,1.3285,1.3276,1.32738,1.32882,1.3281,1.3279333333333334,1.32785,1.3280750000000001,802,2021-04-22 00:00:00
513,USDSGD_i,1.32761,1.32739,1.32693,1.32801,1.32747,1.3274433333333333,1.32743,1.327485,2052,2021-04-22 04:00:00
514,USDSGD_i,1.32739,1.32812,1.32626,1.32858,1.32742,1.3276533333333334,1.3277700000000001,1.3275875000000001,2808,2021-04-22 08:00:00
515,USDSGD_i,1.32813,1.32735,1.3272599999999999,1.32832,1.3277899999999998,1.3276433333333333,1.32757,1.3277649999999999,2122,2021-04-22 12:00:00
516,USDSGD_i,1.32734,1.32924,1.32718,1.32944,1.32831,1.3286200000000001,1.328775,1.3283,2850,2021-04-22 16:00:00
517,USDSGD_i,1.32924,1.32864,1.32864,1.33046,1.32955,1.3292466666666667,1.3290950000000001,1.329245,2430,2021-04-22 20:00:00
518,USDSGD_i,1.32864,1.32925,1.3284099999999999,1.32954,1.3289749999999998,1.3290666666666666,1.3291125,1.32896,886,2021-04-23 00:00:00
519,USDSGD_i,1.32925,1.32812,1.32812,1.32946,1.3287900000000001,1.328566666666667,1.3284550000000002,1.3287375000000001,1713,2021-04-23 04:00:00
520,USDSGD_i,1.32816,1.32772,1.32708,1.32895,1.3280150000000002,1.3279166666666669,1.3278675000000002,1.3279775000000003,2673,2021-04-23 08:00:00
521,USDSGD_i,1.3277,1.32663,1.32646,1.32786,1.3271600000000001,1.3269833333333334,1.326895,1.3271625,2691,2021-04-23 12:00:00
522,USDSGD_i,1.32663,1.32703,1.32646,1.3287200000000001,1.32759,1.3274033333333335,1.32731,1.32721,2299,2021-04-23 16:00:00
523,USDSGD_i,1.32703,1.32642,1.32613,1.32704,1.3265850000000001,1.32653,1.3265025,1.326655,1246,2021-04-23 20:00:00
524,USDSGD_i,1.32635,1.32584,1.32576,1.32734,1.3265500000000001,1.3263133333333335,1.326195,1.3263225,922,2021-04-26 00:00:00
525,USDSGD_i,1.32584,1.32501,1.32431,1.3259400000000001,1.325125,1.3250866666666667,1.3250675,1.325275,2052,2021-04-26 04:00:00
526,USDSGD_i,1.325,1.32498,1.32476,1.32586,1.32531,1.3252,1.325145,1.32515,2842,2021-04-26 08:00:00
527,USDSGD_i,1.32498,1.32625,1.32498,1.32636,1.3256700000000001,1.3258633333333334,1.32596,1.3256425,2696,2021-04-26 12:00:00
528,USDSGD_i,1.32625,1.32515,1.32501,1.32649,1.32575,1.32555,1.32545,1.325725,2437,2021-04-26 16:00:00
529,USDSGD_i,1.32515,1.32524,1.3248,1.32555,1.325175,1.3251966666666666,1.3252074999999999,1.325185,950,2021-04-26 20:00:00
530,USDSGD_i,1.32524,1.32592,1.3247200000000001,1.32599,1.325355,1.3255433333333333,1.3256375,1.3254675,902,2021-04-27 00:00:00
531,USDSGD_i,1.32592,1.32612,1.32559,1.32736,1.326475,1.3263566666666666,1.3262975,1.3262475,1802,2021-04-27 04:00:00
532,USDSGD_i,1.32613,1.32639,1.3247,1.32664,1.3256700000000001,1.3259100000000001,1.32603,1.325965,2792,2021-04-27 08:00:00
533,USDSGD_i,1.32639,1.32544,1.325,1.32673,1.3258649999999998,1.3257233333333331,1.3256525,1.3258899999999998,2765,2021-04-27 12:00:00
534,USDSGD_i,1.3254299999999999,1.3261,1.32513,1.32615,1.32564,1.3257933333333334,1.32587,1.3257025,2100,2021-04-27 16:00:00
535,USDSGD_i,1.3261,1.3259699999999999,1.32557,1.32621,1.32589,1.3259166666666666,1.32593,1.3259625,866,2021-04-27 20:00:00
536,USDSGD_i,1.3259699999999999,1.32712,1.32524,1.32712,1.32618,1.3264933333333333,1.3266499999999999,1.3263624999999999,822,2021-04-28 00:00:00
537,USDSGD_i,1.32711,1.32682,1.32638,1.32767,1.327025,1.3269566666666666,1.3269225,1.326995,1278,2021-04-28 04:00:00
538,USDSGD_i,1.32682,1.32606,1.32606,1.32744,1.32675,1.3265200000000001,1.326405,1.3265950000000002,2443,2021-04-28 08:00:00
539,USDSGD_i,1.32606,1.32619,1.3256700000000001,1.32641,1.32604,1.32609,1.3261150000000002,1.3260825,2491,2021-04-28 12:00:00
540,USDSGD_i,1.32619,1.3256000000000001,1.32507,1.32639,1.32573,1.3256866666666667,1.325665,1.3258125,2285,2021-04-28 16:00:00
541,USDSGD_i,1.3256000000000001,1.32454,1.32446,1.32617,1.325315,1.3250566666666668,1.3249275,1.3251925,2290,2021-04-28 20:00:00
542,USDSGD_i,1.32454,1.32381,1.32376,1.32488,1.3243200000000002,1.3241500000000002,1.324065,1.3242475,614,2021-04-29 00:00:00
543,USDSGD_i,1.32379,1.32447,1.3231600000000001,1.32486,1.32401,1.3241633333333331,1.3242399999999999,1.3240699999999999,1729,2021-04-29 04:00:00
544,USDSGD_i,1.3244799999999999,1.32633,1.3241,1.32664,1.32537,1.32569,1.32585,1.3253875,3182,2021-04-29 08:00:00
545,USDSGD_i,1.32632,1.32514,1.32476,1.32632,1.32554,1.3254066666666666,1.32534,1.325635,2589,2021-04-29 12:00:00
546,USDSGD_i,1.32514,1.3260399999999999,1.3251,1.32695,1.326025,1.32603,1.3260325,1.3258075,2636,2021-04-29 16:00:00
547,USDSGD_i,1.3260399999999999,1.32577,1.32546,1.32612,1.32579,1.3257833333333333,1.32578,1.3258475,733,2021-04-29 20:00:00
548,USDSGD_i,1.32577,1.32581,1.3248,1.32634,1.32557,1.3256499999999998,1.3256899999999998,1.3256799999999997,850,2021-04-30 00:00:00
549,USDSGD_i,1.32582,1.32647,1.32549,1.32657,1.32603,1.3261766666666668,1.32625,1.3260875,1747,2021-04-30 04:00:00
550,USDSGD_i,1.32646,1.32734,1.3262,1.3284099999999999,1.327305,1.3273166666666667,1.3273225,1.3271025,2721,2021-04-30 08:00:00
551,USDSGD_i,1.32734,1.32766,1.3269,1.32803,1.3274650000000001,1.32753,1.3275625,1.3274825,2723,2021-04-30 12:00:00
552,USDSGD_i,1.32766,1.3299,1.3272300000000001,1.33046,1.328845,1.3291966666666666,1.3293725,1.3288125,3440,2021-04-30 16:00:00
553,USDSGD_i,1.3299,1.3302100000000001,1.32973,1.33106,1.330395,1.3303333333333334,1.3303025000000002,1.330225,2061,2021-04-30 20:00:00
554,USDSGD_i,1.3287200000000001,1.32934,1.32846,1.33079,1.329625,1.32953,1.3294825000000001,1.3293275000000002,1709,2021-05-03 00:00:00
555,USDSGD_i,1.32935,1.33243,1.32924,1.33255,1.330895,1.3314066666666666,1.3316625,1.3308925,1881,2021-05-03 04:00:00
556,USDSGD_i,1.33243,1.33176,1.3313,1.33376,1.33253,1.3322733333333334,1.3321450000000001,1.3323125,2696,2021-05-03 08:00:00
557,USDSGD_i,1.33176,1.33152,1.33078,1.3322,1.33149,1.3315000000000001,1.3315050000000002,1.331565,2773,2021-05-03 12:00:00
558,USDSGD_i,1.33151,1.3294000000000001,1.32866,1.33152,1.33009,1.32986,1.329745,1.3302725,2229,2021-05-03 16:00:00
559,USDSGD_i,1.3294000000000001,1.32904,1.32867,1.32959,1.3291300000000001,1.3291000000000002,1.329085,1.3291750000000002,837,2021-05-03 20:00:00
560,USDSGD_i,1.32856,1.3295,1.3283,1.3303,1.3293,1.3293666666666666,1.3294,1.329165,854,2021-05-04 00:00:00
561,USDSGD_i,1.32949,1.3314,1.32946,1.3326,1.3310300000000002,1.3311533333333334,1.331215,1.3307375000000001,1603,2021-05-04 04:00:00
562,USDSGD_i,1.3314,1.33533,1.33127,1.33534,1.333305,1.3339799999999997,1.3343174999999998,1.333335,2712,2021-05-04 08:00:00
563,USDSGD_i,1.33535,1.3358400000000001,1.33457,1.3372,1.335885,1.33587,1.3358625,1.33574,3063,2021-05-04 12:00:00
564,USDSGD_i,1.3358400000000001,1.3366,1.33566,1.33852,1.33709,1.3369266666666666,1.3368449999999998,1.336655,3029,2021-05-04 16:00:00
565,USDSGD_i,1.3366,1.33569,1.33565,1.33686,1.336255,1.3360666666666667,1.3359725,1.3362,1865,2021-05-04 20:00:00
566,USDSGD_i,1.33522,1.33469,1.33461,1.33624,1.335425,1.33518,1.3350575,1.3351899999999999,1105,2021-05-05 00:00:00
567,USDSGD_i,1.33469,1.33526,1.3336999999999999,1.33532,1.3345099999999999,1.33476,1.3348849999999999,1.3347425,1657,2021-05-05 04:00:00
568,USDSGD_i,1.33526,1.33657,1.33526,1.33887,1.337065,1.3369,1.3368175,1.33649,2426,2021-05-05 08:00:00
569,USDSGD_i,1.33657,1.33564,1.33457,1.33661,1.33559,1.3356066666666668,1.335615,1.3358475,1973,2021-05-05 12:00:00
570,USDSGD_i,1.33565,1.33599,1.33462,1.33618,1.3354,1.3355966666666665,1.3356949999999999,1.33561,2163,2021-05-05 16:00:00
571,USDSGD_i,1.33599,1.33549,1.33532,1.33623,1.335775,1.33568,1.3356325,1.3357575,1491,2021-05-05 20:00:00
572,USDSGD_i,1.33447,1.33578,1.33409,1.33579,1.33494,1.3352199999999999,1.3353599999999999,1.3350325,1264,2021-05-06 00:00:00
573,USDSGD_i,1.33578,1.3368,1.33484,1.33719,1.3360150000000002,1.3362766666666668,1.3364075000000002,1.3361525,2472,2021-05-06 04:00:00
574,USDSGD_i,1.3368,1.33581,1.33542,1.33687,1.3361450000000001,1.3360333333333336,1.3359775000000003,1.3362250000000002,2481,2021-05-06 08:00:00
575,USDSGD_i,1.33581,1.3353,1.33391,1.33605,1.3349799999999998,1.3350866666666665,1.33514,1.3352675,2266,2021-05-06 12:00:00
576,USDSGD_i,1.3353,1.33389,1.33305,1.33574,1.334395,1.3342266666666667,1.3341425,1.334495,2592,2021-05-06 16:00:00
577,USDSGD_i,1.33389,1.33307,1.33257,1.3339400000000001,1.333255,1.3331933333333332,1.3331625,1.3333675,1304,2021-05-06 20:00:00
578,USDSGD_i,1.33249,1.33332,1.33249,1.33351,1.333,1.3331066666666667,1.33316,1.3329525,1181,2021-05-07 00:00:00
579,USDSGD_i,1.33331,1.3314599999999999,1.3312599999999999,1.33351,1.332385,1.3320766666666666,1.3319225,1.332385,2141,2021-05-07 04:00:00
580,USDSGD_i,1.3314599999999999,1.33102,1.33097,1.33269,1.33183,1.33156,1.331425,1.3315350000000001,2134,2021-05-07 08:00:00
581,USDSGD_i,1.33101,1.3278699999999999,1.32651,1.33172,1.329115,1.3287,1.3284924999999999,1.3292775,2176,2021-05-07 12:00:00
582,USDSGD_i,1.3278699999999999,1.32444,1.32343,1.3296299999999999,1.32653,1.3258333333333334,1.325485,1.3263425,3370,2021-05-07 16:00:00
583,USDSGD_i,1.32443,1.3241100000000001,1.32351,1.32462,1.324065,1.3240800000000001,1.3240875,1.3241675000000002,1746,2021-05-07 20:00:00
584,USDSGD_i,1.32325,1.32557,1.32312,1.32581,1.324465,1.3248333333333333,1.3250175,1.3244375,1433,2021-05-10 00:00:00
585,USDSGD_i,1.32558,1.32644,1.325,1.3265,1.32575,1.3259800000000002,1.326095,1.3258800000000002,2398,2021-05-10 04:00:00
586,USDSGD_i,1.32644,1.32405,1.3238400000000001,1.32663,1.3252350000000002,1.32484,1.3246425,1.32524,2874,2021-05-10 08:00:00
587,USDSGD_i,1.32407,1.32321,1.32305,1.32498,1.3240150000000002,1.3237466666666668,1.3236125,1.3238275000000002,2094,2021-05-10 12:00:00
588,USDSGD_i,1.32321,1.32433,1.32306,1.32494,1.3239999999999998,1.32411,1.3241649999999998,1.3238849999999998,2845,2021-05-10 16:00:00
589,USDSGD_i,1.32433,1.32621,1.32431,1.32625,1.32528,1.32559,1.325745,1.325275,1454,2021-05-10 20:00:00
590,USDSGD_i,1.32481,1.32702,1.32406,1.32712,1.32559,1.3260666666666667,1.326305,1.3257525000000001,1317,2021-05-11 00:00:00
591,USDSGD_i,1.32701,1.32671,1.32514,1.32709,1.3261150000000002,1.3263133333333335,1.3264125000000002,1.3264875000000003,2392,2021-05-11 04:00:00
