,NIKK225_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
20,NIKK225_i,26470.0,26331.0,26205.0,26475.0,26340.0,26337.0,26335.5,26370.25,5451,2020-12-21 12:00:00
21,NIKK225_i,26336.0,26490.0,26305.0,26495.0,26400.0,26430.0,26445.0,26406.5,3518,2020-12-21 16:00:00
22,NIKK225_i,26490.0,26550.0,26485.0,26580.0,26532.5,26538.333333333332,26541.25,26526.25,1977,2020-12-21 20:00:00
23,NIKK225_i,26525.0,26595.0,26440.0,26630.0,26535.0,26555.0,26565.0,26547.5,2941,2020-12-22 00:00:00
24,NIKK225_i,26595.0,26390.0,26355.0,26635.0,26495.0,26460.0,26442.5,26493.75,3805,2020-12-22 04:00:00
25,NIKK225_i,26390.0,26471.0,26360.0,26535.0,26447.5,26455.333333333332,26459.25,26439.0,3404,2020-12-22 08:00:00
26,NIKK225_i,26475.0,26531.0,26456.0,26546.0,26501.0,26511.0,26516.0,26502.0,2156,2020-12-22 12:00:00
27,NIKK225_i,26531.0,26556.0,26460.0,26596.0,26528.0,26537.333333333332,26542.0,26535.75,2849,2020-12-22 16:00:00
28,NIKK225_i,26561.0,26596.0,26531.0,26631.0,26581.0,26586.0,26588.5,26579.75,1384,2020-12-22 20:00:00
29,NIKK225_i,26576.0,26481.0,26405.0,26621.0,26513.0,26502.333333333332,26497.0,26520.75,3415,2020-12-23 00:00:00
30,NIKK225_i,26481.0,26501.0,26445.0,26551.0,26498.0,26499.0,26499.5,26494.5,2715,2020-12-23 04:00:00
31,NIKK225_i,26501.0,26591.0,26490.0,26616.0,26553.0,26565.666666666668,26572.0,26549.5,2362,2020-12-23 08:00:00
32,NIKK225_i,26591.0,26626.0,26565.0,26631.0,26598.0,26607.333333333332,26612.0,26603.25,1183,2020-12-23 12:00:00
33,NIKK225_i,26626.0,26715.0,26620.0,26725.0,26672.5,26686.666666666668,26693.75,26671.5,2043,2020-12-23 16:00:00
34,NIKK225_i,26715.0,26690.0,26675.0,26750.0,26712.5,26705.0,26701.25,26707.5,983,2020-12-23 20:00:00
35,NIKK225_i,26695.0,26655.0,26589.0,26740.0,26664.5,26661.333333333332,26659.75,26669.75,2637,2020-12-24 00:00:00
36,NIKK225_i,26655.0,26644.0,26609.0,26675.0,26642.0,26642.666666666668,26643.0,26645.75,2292,2020-12-24 04:00:00
37,NIKK225_i,26644.0,26679.0,26639.0,26709.0,26674.0,26675.666666666668,26676.5,26667.75,1298,2020-12-24 08:00:00
38,NIKK225_i,26679.0,26684.0,26664.0,26689.0,26676.5,26679.0,26680.25,26679.0,707,2020-12-24 12:00:00
39,NIKK225_i,26684.0,26649.0,26634.0,26694.0,26664.0,26659.0,26656.5,26665.25,896,2020-12-24 16:00:00
40,NIKK225_i,26649.0,26650.0,26649.0,26654.0,26651.5,26651.0,26650.75,26650.5,65,2020-12-24 20:00:00
41,NIKK225_i,26674.0,26744.0,26649.0,26759.0,26704.0,26717.333333333332,26724.0,26706.5,2437,2020-12-28 00:00:00
42,NIKK225_i,26744.0,26834.0,26729.0,26834.0,26781.5,26799.0,26807.75,26785.25,1869,2020-12-28 04:00:00
43,NIKK225_i,26829.0,26844.0,26814.0,26869.0,26841.5,26842.333333333332,26842.75,26839.0,1475,2020-12-28 08:00:00
44,NIKK225_i,26844.0,26874.0,26839.0,26884.0,26861.5,26865.666666666668,26867.75,26860.25,968,2020-12-28 12:00:00
45,NIKK225_i,26874.0,26954.0,26854.0,26974.0,26914.0,26927.333333333332,26934.0,26914.0,1223,2020-12-28 16:00:00
46,NIKK225_i,26954.0,26930.0,26909.0,26959.0,26934.0,26932.666666666668,26932.0,26938.0,687,2020-12-28 20:00:00
47,NIKK225_i,26895.0,27240.0,26880.0,27291.0,27085.5,27137.0,27162.75,27076.5,3007,2020-12-29 00:00:00
