,USDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,USDCHF_i,0.88713,0.88529,0.88517,0.88843,0.8868,0.8862966666666666,0.886045,0.886505,8589,2020-12-21 16:00:00
1,USDCHF_i,0.88529,0.88541,0.88439,0.88598,0.885185,0.88526,0.8852975000000001,0.8852675,3691,2020-12-21 20:00:00
2,USDCHF_i,0.88548,0.88627,0.88505,0.8865,0.885775,0.8859400000000001,0.8860225,0.8858250000000001,2002,2020-12-22 00:00:00
3,USDCHF_i,0.88627,0.88683,0.88575,0.88686,0.886305,0.88648,0.8865675,0.8864275,1958,2020-12-22 04:00:00
4,USDCHF_i,0.88683,0.88681,0.88602,0.88796,0.88699,0.88693,0.8869,0.886905,5724,2020-12-22 08:00:00
5,USDCHF_i,0.88679,0.88535,0.88442,0.88703,0.885725,0.8856,0.8855375,0.8858975,6708,2020-12-22 12:00:00
6,USDCHF_i,0.88537,0.88896,0.88481,0.88955,0.88718,0.8877733333333332,0.8880699999999999,0.8871724999999999,9100,2020-12-22 16:00:00
7,USDCHF_i,0.88896,0.88931,0.88891,0.89044,0.889675,0.8895533333333333,0.8894925,0.889405,2631,2020-12-22 20:00:00
8,USDCHF_i,0.88935,0.88819,0.88771,0.88962,0.888665,0.8885066666666667,0.8884274999999999,0.8887174999999999,2798,2020-12-23 00:00:00
9,USDCHF_i,0.88819,0.8877,0.88742,0.88853,0.887975,0.8878833333333334,0.8878375000000001,0.8879600000000001,2197,2020-12-23 04:00:00
10,USDCHF_i,0.8877,0.88914,0.88761,0.88952,0.888565,0.8887566666666666,0.8888525,0.8884925,4634,2020-12-23 08:00:00
11,USDCHF_i,0.88912,0.89031,0.88851,0.89101,0.88976,0.8899433333333334,0.890035,0.8897375000000001,5251,2020-12-23 12:00:00
12,USDCHF_i,0.89031,0.88815,0.88663,0.89052,0.888575,0.8884333333333334,0.8883625,0.8889025,9461,2020-12-23 16:00:00
13,USDCHF_i,0.88815,0.88788,0.88746,0.88926,0.88836,0.8882,0.88812,0.8881875,2998,2020-12-23 20:00:00
14,USDCHF_i,0.88789,0.88728,0.88682,0.88826,0.88754,0.8874533333333333,0.88741,0.8875625,2474,2020-12-24 00:00:00
15,USDCHF_i,0.88728,0.88739,0.88674,0.88765,0.887195,0.8872599999999999,0.8872924999999999,0.887265,1794,2020-12-24 04:00:00
16,USDCHF_i,0.88739,0.88874,0.88729,0.88902,0.888155,0.88835,0.8884475,0.88811,3197,2020-12-24 08:00:00
17,USDCHF_i,0.88878,0.89031,0.88791,0.89062,0.889265,0.8896133333333333,0.8897875,0.889405,3520,2020-12-24 12:00:00
18,USDCHF_i,0.89032,0.89153,0.89001,0.8917,0.890855,0.89108,0.8911924999999999,0.89089,4630,2020-12-24 16:00:00
19,USDCHF_i,0.89151,0.89123,0.89013,0.8917,0.890915,0.89102,0.8910724999999999,0.8911425,486,2020-12-24 20:00:00
20,USDCHF_i,0.88892,0.88975,0.88862,0.89092,0.88977,0.8897633333333334,0.8897600000000001,0.8895525000000001,3072,2020-12-28 00:00:00
21,USDCHF_i,0.88975,0.88906,0.88905,0.89002,0.889535,0.8893766666666666,0.8892974999999999,0.88947,1574,2020-12-28 04:00:00
22,USDCHF_i,0.88906,0.88867,0.88843,0.88994,0.889185,0.8890133333333333,0.8889275,0.889025,3874,2020-12-28 08:00:00
23,USDCHF_i,0.88867,0.88928,0.88785,0.89179,0.88982,0.88964,0.88955,0.8893975,5865,2020-12-28 12:00:00
24,USDCHF_i,0.88928,0.88994,0.88751,0.89001,0.88876,0.8891533333333334,0.8893500000000001,0.889185,5691,2020-12-28 16:00:00
25,USDCHF_i,0.88992,0.88881,0.88847,0.89007,0.88927,0.8891166666666667,0.8890399999999999,0.8893175,2721,2020-12-28 20:00:00
26,USDCHF_i,0.88895,0.88817,0.88744,0.88913,0.888285,0.8882466666666667,0.8882275000000001,0.8884225,2567,2020-12-29 00:00:00
27,USDCHF_i,0.88817,0.88705,0.88665,0.8883,0.887475,0.8873333333333333,0.8872625,0.8875425,2175,2020-12-29 04:00:00
28,USDCHF_i,0.88705,0.88537,0.8848,0.88721,0.886005,0.8857933333333333,0.8856875,0.8861074999999999,4413,2020-12-29 08:00:00
