,IBEX35_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
17,IBEX35_i,6827.2,6835.2,6824.2,6861.2,6842.7,6840.2,6838.95,6836.95,1417,2020-04-15 20:00:00
18,IBEX35_i,6887.1,6876.1,6874.1,6944.1,6909.1,6898.100000000001,6892.6,6895.35,12497,2020-04-16 08:00:00
19,IBEX35_i,6875.1,6824.1,6784.1,6880.1,6832.1,6829.433333333334,6828.1,6840.85,12924,2020-04-16 12:00:00
20,IBEX35_i,6824.1,6738.1,6726.1,6839.1,6782.6,6767.766666666667,6760.35,6781.85,14466,2020-04-16 16:00:00
21,IBEX35_i,6738.1,6737.1,6725.1,6747.1,6736.1,6736.433333333334,6736.6,6736.85,1055,2020-04-16 20:00:00
22,IBEX35_i,6910.1,6904.6,6886.6,6946.1,6916.35,6912.433333333334,6910.475,6911.85,10956,2020-04-17 08:00:00
23,IBEX35_i,6904.6,6947.6,6903.6,6998.6,6951.1,6949.933333333334,6949.35,6938.6,13846,2020-04-17 12:00:00
24,IBEX35_i,6947.6,6893.6,6842.6,6947.6,6895.1,6894.600000000001,6894.35,6907.85,13628,2020-04-17 16:00:00
25,IBEX35_i,6890.6,6879.6,6879.6,6895.6,6887.6,6884.933333333334,6883.6,6886.35,867,2020-04-17 20:00:00
26,IBEX35_i,6923.3,6804.3,6799.3,6930.3,6864.8,6844.633333333334,6834.55,6864.3,9296,2020-04-20 08:00:00
27,IBEX35_i,6806.3,6728.3,6707.3,6822.3,6764.8,6752.633333333334,6746.55,6766.05,11718,2020-04-20 12:00:00
28,IBEX35_i,6729.3,6841.3,6718.3,6846.3,6782.3,6801.966666666667,6811.8,6783.8,12468,2020-04-20 16:00:00
29,IBEX35_i,6841.3,6819.3,6817.3,6841.3,6829.3,6825.966666666667,6824.3,6829.8,1218,2020-04-20 20:00:00
30,IBEX35_i,6714.3,6728.3,6687.3,6769.3,6728.3,6728.3,6728.3,6724.8,10130,2020-04-21 08:00:00
31,IBEX35_i,6729.3,6660.3,6660.3,6754.3,6707.3,6691.633333333334,6683.8,6701.05,13090,2020-04-21 12:00:00
32,IBEX35_i,6661.3,6639.3,6608.3,6727.3,6667.8,6658.3,6653.55,6659.05,16167,2020-04-21 16:00:00
33,IBEX35_i,6639.3,6637.3,6633.3,6645.3,6639.3,6638.633333333334,6638.3,6638.8,1288,2020-04-21 20:00:00
34,IBEX35_i,6677.2,6707.2,6645.2,6711.2,6678.2,6687.866666666666,6692.7,6685.2,9307,2020-04-22 08:00:00
35,IBEX35_i,6708.2,6707.2,6649.2,6709.2,6679.2,6688.533333333333,6693.2,6693.45,9176,2020-04-22 12:00:00
36,IBEX35_i,6707.2,6701.2,6679.8,6725.2,6702.5,6702.066666666667,6701.85,6703.35,11091,2020-04-22 16:00:00
37,IBEX35_i,6701.2,6702.2,6696.2,6704.2,6700.2,6700.866666666666,6701.2,6700.95,587,2020-04-22 20:00:00
38,IBEX35_i,6745.1,6730.1,6707.1,6776.1,6741.6,6737.766666666667,6735.85,6739.6,9400,2020-04-23 08:00:00
39,IBEX35_i,6729.1,6746.1,6720.1,6781.1,6750.6,6749.100000000001,6748.35,6744.1,8165,2020-04-23 12:00:00
40,IBEX35_i,6747.1,6681.1,6653.1,6795.1,6724.1,6709.766666666667,6702.6,6719.1,15599,2020-04-23 16:00:00
41,IBEX35_i,6681.1,6663.1,6657.1,6701.1,6679.1,6673.766666666667,6671.1,6675.6,1786,2020-04-23 20:00:00
42,IBEX35_i,6602.1,6599.1,6575.1,6647.1,6611.1,6607.100000000001,6605.1,6605.85,9695,2020-04-24 08:00:00
43,IBEX35_i,6599.1,6700.1,6599.1,6708.1,6653.6,6669.100000000001,6676.85,6651.6,9188,2020-04-24 12:00:00
44,IBEX35_i,6700.1,6635.1,6603.1,6704.1,6653.6,6647.433333333334,6644.35,6660.6,10492,2020-04-24 16:00:00
45,IBEX35_i,6635.1,6639.1,6630.1,6640.1,6635.1,6636.433333333334,6637.1,6636.1,345,2020-04-24 20:00:00
46,IBEX35_i,6750.8,6741.8,6715.8,6786.8,6751.3,6748.133333333334,6746.55,6748.8,11805,2020-04-27 08:00:00
47,IBEX35_i,6741.8,6711.8,6710.8,6741.8,6726.3,6721.466666666667,6719.05,6726.55,6695,2020-04-27 12:00:00
48,IBEX35_i,6711.8,6731.8,6662.8,6740.8,6701.8,6711.8,6716.8,6711.8,9142,2020-04-27 16:00:00
49,IBEX35_i,6730.8,6731.8,6725.8,6732.8,6729.3,6730.133333333334,6730.55,6730.3,226,2020-04-27 20:00:00
50,IBEX35_i,6728.8,6723.8,6702.8,6740.8,6721.8,6722.466666666667,6722.8,6724.05,8724,2020-04-28 08:00:00
51,IBEX35_i,6725.8,6845.8,6717.8,6846.8,6782.3,6803.466666666667,6814.05,6784.05,9806,2020-04-28 12:00:00
52,IBEX35_i,6844.8,6805.8,6765.8,6855.8,6810.8,6809.133333333334,6808.3,6818.05,17970,2020-04-28 16:00:00
53,IBEX35_i,6806.8,6808.8,6798.8,6816.8,6807.8,6808.133333333334,6808.3,6807.8,1349,2020-04-28 20:00:00
54,IBEX35_i,6825.7,6895.7,6808.7,6895.7,6852.2,6866.7,6873.95,6856.45,8151,2020-04-29 08:00:00
55,IBEX35_i,6895.7,6984.7,6868.7,6989.7,6929.2,6947.7,6956.95,6934.7,10577,2020-04-29 12:00:00
56,IBEX35_i,6985.7,7059.7,6962.7,7063.7,7013.2,7028.7,7036.45,7017.95,13684,2020-04-29 16:00:00
57,IBEX35_i,7060.7,7056.7,7056.7,7064.7,7060.7,7059.366666666666,7058.7,7059.7,464,2020-04-29 20:00:00
58,IBEX35_i,7092.6,7041.6,6992.6,7125.6,7059.1,7053.266666666667,7050.35,7063.1,13977,2020-04-30 08:00:00
59,IBEX35_i,7043.6,6993.6,6938.6,7068.6,7003.6,7000.266666666667,6998.6,7011.1,17699,2020-04-30 12:00:00
60,IBEX35_i,6994.6,6862.6,6860.6,6994.6,6927.6,6905.933333333334,6895.1,6928.1,20150,2020-04-30 16:00:00
61,IBEX35_i,6862.6,6873.6,6857.6,6886.6,6872.1,6872.600000000001,6872.85,6870.1,1130,2020-04-30 20:00:00
62,IBEX35_i,6728.3,6715.3,6688.3,6789.3,6738.8,6730.966666666667,6727.05,6730.3,12569,2020-05-04 08:00:00
63,IBEX35_i,6713.3,6710.3,6672.3,6765.3,6718.8,6715.966666666667,6714.55,6715.3,11165,2020-05-04 12:00:00
64,IBEX35_i,6710.3,6685.3,6672.3,6748.3,6710.3,6701.966666666667,6697.8,6704.05,14538,2020-05-04 16:00:00
65,IBEX35_i,6683.3,6683.3,6673.3,6690.3,6681.8,6682.3,6682.55,6682.55,1138,2020-05-04 20:00:00
66,IBEX35_i,6769.2,6678.2,6675.2,6812.2,6743.7,6721.866666666666,6710.95,6733.7,14245,2020-05-05 08:00:00
67,IBEX35_i,6679.2,6742.2,6678.2,6755.2,6716.7,6725.2,6729.45,6713.7,13319,2020-05-05 12:00:00
68,IBEX35_i,6739.2,6722.2,6700.2,6759.2,6729.7,6727.2,6725.95,6730.2,10388,2020-05-05 16:00:00
69,IBEX35_i,6721.2,6717.2,6713.2,6723.2,6718.2,6717.866666666666,6717.7,6718.7,573,2020-05-05 20:00:00
70,IBEX35_i,6712.1,6709.1,6660.1,6726.1,6693.1,6698.433333333334,6701.1,6701.85,11759,2020-05-06 08:00:00
71,IBEX35_i,6711.1,6728.1,6704.1,6758.1,6731.1,6730.100000000001,6729.6,6725.35,9713,2020-05-06 12:00:00
72,IBEX35_i,6728.1,6669.1,6653.1,6739.1,6696.1,6687.100000000001,6682.6,6697.35,13219,2020-05-06 16:00:00
73,IBEX35_i,6671.1,6680.1,6655.1,6680.1,6667.6,6671.766666666667,6673.85,6671.6,918,2020-05-06 20:00:00
74,IBEX35_i,6692.0,6701.0,6673.0,6730.0,6701.5,6701.333333333333,6701.25,6699.0,9688,2020-05-07 08:00:00
75,IBEX35_i,6702.0,6714.0,6661.0,6716.0,6688.5,6697.0,6701.25,6698.25,9059,2020-05-07 12:00:00
76,IBEX35_i,6715.0,6735.0,6696.0,6757.0,6726.5,6729.333333333333,6730.75,6725.75,12268,2020-05-07 16:00:00
77,IBEX35_i,6735.0,6723.0,6717.0,6739.0,6728.0,6726.333333333333,6725.5,6728.5,637,2020-05-07 20:00:00
78,IBEX35_i,6774.0,6750.0,6712.0,6799.0,6755.5,6753.666666666667,6752.75,6758.75,6132,2020-05-08 08:00:00
79,IBEX35_i,6749.0,6760.0,6728.0,6774.0,6751.0,6754.0,6755.5,6752.75,7569,2020-05-08 12:00:00
80,IBEX35_i,6759.0,6763.0,6750.0,6789.0,6769.5,6767.333333333333,6766.25,6765.25,8508,2020-05-08 16:00:00
81,IBEX35_i,6762.0,6763.0,6758.0,6769.0,6763.5,6763.333333333333,6763.25,6763.0,311,2020-05-08 20:00:00
82,IBEX35_i,6793.7,6773.7,6750.7,6846.7,6798.7,6790.366666666666,6786.2,6791.2,8341,2020-05-11 08:00:00
83,IBEX35_i,6772.7,6635.7,6630.7,6772.7,6701.7,6679.7,6668.7,6702.95,12139,2020-05-11 12:00:00
84,IBEX35_i,6635.7,6691.7,6632.7,6692.7,6662.7,6672.366666666666,6677.2,6663.2,10783,2020-05-11 16:00:00
85,IBEX35_i,6691.7,6692.7,6686.7,6694.7,6690.7,6691.366666666666,6691.7,6691.45,431,2020-05-11 20:00:00
86,IBEX35_i,6640.6,6712.6,6639.6,6716.6,6678.1,6689.600000000001,6695.35,6677.35,7763,2020-05-12 08:00:00
87,IBEX35_i,6712.6,6736.6,6694.6,6752.6,6723.6,6727.933333333334,6730.1,6724.1,7576,2020-05-12 12:00:00
88,IBEX35_i,6737.6,6762.6,6690.6,6792.6,6741.6,6748.600000000001,6752.1,6745.85,10552,2020-05-12 16:00:00
89,IBEX35_i,6762.6,6731.6,6728.6,6762.6,6745.6,6740.933333333334,6738.6,6746.35,619,2020-05-12 20:00:00
90,IBEX35_i,6695.6,6661.6,6651.6,6724.6,6688.1,6679.266666666667,6674.85,6683.35,10355,2020-05-13 08:00:00
91,IBEX35_i,6660.6,6701.6,6656.6,6717.6,6687.1,6691.933333333334,6694.35,6684.1,8914,2020-05-13 12:00:00
92,IBEX35_i,6701.6,6585.6,6568.6,6701.6,6635.1,6618.600000000001,6610.35,6639.35,16870,2020-05-13 16:00:00
93,IBEX35_i,6588.6,6588.6,6572.6,6594.6,6583.6,6585.266666666667,6586.1,6586.1,1660,2020-05-13 20:00:00
94,IBEX35_i,6547.1,6510.1,6492.1,6602.1,6547.1,6534.766666666667,6528.6,6537.85,12514,2020-05-14 08:00:00
95,IBEX35_i,6508.1,6468.1,6451.1,6541.1,6496.1,6486.766666666667,6482.1,6492.1,13299,2020-05-14 12:00:00
96,IBEX35_i,6466.1,6557.1,6418.1,6572.1,6495.1,6515.766666666667,6526.1,6503.35,20530,2020-05-14 16:00:00
97,IBEX35_i,6558.1,6574.1,6547.1,6574.1,6560.6,6565.100000000001,6567.35,6563.35,1120,2020-05-14 20:00:00
98,IBEX35_i,6588.0,6553.0,6538.0,6624.0,6581.0,6571.666666666667,6567.0,6575.75,10169,2020-05-15 08:00:00
99,IBEX35_i,6552.0,6518.0,6483.0,6586.0,6534.5,6529.0,6526.25,6534.75,14759,2020-05-15 12:00:00
100,IBEX35_i,6521.0,6496.0,6463.0,6535.0,6499.0,6498.0,6497.5,6503.75,15370,2020-05-15 16:00:00
101,IBEX35_i,6495.0,6497.0,6489.0,6504.0,6496.5,6496.666666666667,6496.75,6496.25,926,2020-05-15 20:00:00
102,IBEX35_i,6573.8,6596.8,6555.8,6620.8,6588.3,6591.133333333334,6592.55,6586.8,9138,2020-05-18 08:00:00
103,IBEX35_i,6595.8,6668.8,6567.8,6672.8,6620.3,6636.466666666667,6644.55,6626.3,8700,2020-05-18 12:00:00
104,IBEX35_i,6669.8,6764.8,6653.8,6787.8,6720.8,6735.466666666667,6742.8,6719.05,13475,2020-05-18 16:00:00
105,IBEX35_i,6765.8,6790.8,6764.8,6791.8,6778.3,6782.466666666667,6784.55,6778.3,887,2020-05-18 20:00:00
106,IBEX35_i,6820.7,6703.7,6640.7,6874.7,6757.7,6739.7,6730.7,6759.95,21262,2020-05-19 08:00:00
107,IBEX35_i,6703.7,6618.7,6591.7,6714.7,6653.2,6641.7,6635.95,6657.2,20651,2020-05-19 12:00:00
108,IBEX35_i,6619.7,6597.7,6552.7,6623.7,6588.2,6591.366666666666,6592.95,6598.45,17961,2020-05-19 16:00:00
109,IBEX35_i,6595.7,6602.7,6594.7,6606.7,6600.7,6601.366666666666,6601.7,6599.95,576,2020-05-19 20:00:00
110,IBEX35_i,6581.6,6592.1,6493.6,6599.6,6546.6,6561.766666666667,6569.35,6566.725,15097,2020-05-20 08:00:00
111,IBEX35_i,6592.1,6602.1,6561.3,6634.1,6597.700000000001,6599.166666666667,6599.9,6597.4,16904,2020-05-20 12:00:00
112,IBEX35_i,6602.1,6655.1,6594.1,6696.1,6645.1,6648.433333333334,6650.1,6636.85,17192,2020-05-20 16:00:00
113,IBEX35_i,6654.3,6641.1,6638.3,6656.1,6647.200000000001,6645.166666666667,6644.15,6647.45,1486,2020-05-20 20:00:00
114,IBEX35_i,6606.0,6667.3,6578.0,6669.0,6623.5,6638.099999999999,6645.4,6630.075,12067,2020-05-21 08:00:00
115,IBEX35_i,6667.0,6713.0,6653.3,6736.0,6694.65,6700.766666666666,6703.825,6692.325,15222,2020-05-21 12:00:00
116,IBEX35_i,6711.0,6692.0,6672.3,6774.0,6723.15,6712.766666666666,6707.575,6712.325,18818,2020-05-21 16:00:00
117,IBEX35_i,6694.0,6704.0,6690.3,6709.0,6699.65,6701.099999999999,6701.825,6699.325,2198,2020-05-21 20:00:00
118,IBEX35_i,6621.9,6697.9,6581.3,6698.9,6640.1,6659.366666666666,6669.0,6650.0,15302,2020-05-22 08:00:00
119,IBEX35_i,6698.9,6739.3,6665.3,6748.9,6707.1,6717.833333333333,6723.2,6713.1,16452,2020-05-22 12:00:00
120,IBEX35_i,6739.9,6696.9,6673.9,6751.9,6712.9,6707.566666666666,6704.9,6715.65,16318,2020-05-22 16:00:00
121,IBEX35_i,6696.9,6702.9,6694.3,6703.9,6699.1,6700.366666666666,6701.0,6699.5,662,2020-05-22 20:00:00
122,IBEX35_i,6754.7,6798.7,6719.3,6817.7,6768.5,6778.566666666667,6783.6,6772.6,11196,2020-05-25 08:00:00
123,IBEX35_i,6799.7,6830.7,6793.7,6844.7,6819.2,6823.033333333333,6824.95,6817.2,9599,2020-05-25 12:00:00
124,IBEX35_i,6830.7,6841.7,6821.7,6858.7,6840.2,6840.7,6840.95,6838.2,6113,2020-05-25 16:00:00
125,IBEX35_i,6842.7,6842.7,6842.3,6844.7,6843.5,6843.233333333334,6843.1,6843.1,48,2020-05-25 20:00:00
126,IBEX35_i,6932.3,6950.6,6924.3,6984.6,6954.450000000001,6953.166666666667,6952.525,6947.95,13066,2020-05-26 08:00:00
127,IBEX35_i,6951.6,6964.6,6911.6,6969.6,6940.6,6948.600000000001,6952.6,6949.35,11000,2020-05-26 12:00:00
128,IBEX35_i,6964.6,7009.6,6960.6,7018.6,6989.6,6996.266666666667,6999.6,6988.35,12527,2020-05-26 16:00:00
129,IBEX35_i,7010.6,7023.6,7010.3,7023.6,7016.950000000001,7019.166666666667,7020.275,7017.025,544,2020-05-26 20:00:00
130,IBEX35_i,7035.5,7121.3,7020.3,7130.5,7075.4,7090.7,7098.349999999999,7076.9,12550,2020-05-27 08:00:00
131,IBEX35_i,7121.5,7200.5,7121.5,7226.5,7174.0,7182.833333333333,7187.25,7167.5,17368,2020-05-27 12:00:00
132,IBEX35_i,7199.5,7176.5,7110.3,7205.5,7157.9,7164.099999999999,7167.2,7172.95,20528,2020-05-27 16:00:00
133,IBEX35_i,7166.5,7171.5,7165.3,7187.5,7176.4,7174.766666666666,7173.95,7172.7,1251,2020-05-27 20:00:00
134,IBEX35_i,7243.4,7159.4,7141.4,7244.4,7192.9,7181.733333333333,7176.15,7197.15,14646,2020-05-28 08:00:00
135,IBEX35_i,7159.4,7208.4,7135.4,7213.4,7174.4,7185.733333333333,7191.4,7179.15,13311,2020-05-28 12:00:00
136,IBEX35_i,7208.3,7225.4,7189.3,7234.4,7211.85,7216.366666666666,7218.625,7214.349999999999,17107,2020-05-28 16:00:00
137,IBEX35_i,7225.4,7228.4,7217.4,7228.4,7222.9,7224.733333333333,7225.65,7224.9,953,2020-05-28 20:00:00
138,IBEX35_i,7143.3,7127.3,7103.3,7181.3,7142.3,7137.3,7134.8,7138.8,14401,2020-05-29 08:00:00
139,IBEX35_i,7127.3,7159.3,7116.3,7197.3,7156.8,7157.633333333334,7158.05,7150.05,14560,2020-05-29 12:00:00
140,IBEX35_i,7159.3,7100.3,7061.3,7164.3,7112.8,7108.633333333334,7106.55,7121.3,17600,2020-05-29 16:00:00
141,IBEX35_i,7099.3,7086.3,7082.3,7101.3,7091.8,7089.966666666667,7089.05,7092.3,1830,2020-05-29 20:00:00
142,IBEX35_i,7201.0,7185.0,7153.0,7266.0,7209.5,7201.333333333333,7197.25,7201.25,16485,2020-06-01 08:00:00
143,IBEX35_i,7185.0,7172.0,7160.0,7224.0,7192.0,7185.333333333333,7182.0,7185.25,12559,2020-06-01 12:00:00
144,IBEX35_i,7170.3,7219.0,7157.3,7230.0,7193.65,7202.099999999999,7206.325,7194.15,13951,2020-06-01 16:00:00
145,IBEX35_i,7218.3,7228.0,7217.3,7232.0,7224.65,7225.766666666666,7226.325,7223.9,800,2020-06-01 20:00:00
146,IBEX35_i,7249.3,7366.0,7228.3,7380.0,7304.15,7324.766666666666,7335.075,7305.9,14649,2020-06-02 08:00:00
147,IBEX35_i,7367.0,7372.0,7347.0,7404.0,7375.5,7374.333333333333,7373.75,7372.5,14265,2020-06-02 12:00:00
148,IBEX35_i,7372.0,7398.0,7354.3,7440.0,7397.15,7397.433333333333,7397.575,7391.075,17393,2020-06-02 16:00:00
149,IBEX35_i,7397.3,7401.0,7392.3,7411.0,7401.65,7401.433333333333,7401.325,7400.4,1012,2020-06-02 20:00:00
150,IBEX35_i,7478.9,7492.9,7445.3,7497.9,7471.6,7478.7,7482.25,7478.75,12494,2020-06-03 08:00:00
151,IBEX35_i,7494.9,7522.9,7471.9,7547.9,7509.9,7514.233333333333,7516.4,7509.4,14680,2020-06-03 12:00:00
152,IBEX35_i,7522.9,7611.9,7521.3,7627.9,7574.6,7587.033333333333,7593.25,7571.0,17078,2020-06-03 16:00:00
153,IBEX35_i,7611.9,7621.9,7608.3,7622.9,7615.6,7617.7,7618.75,7616.25,1148,2020-06-03 20:00:00
154,IBEX35_i,7593.8,7557.3,7533.3,7596.8,7565.05,7562.466666666667,7561.175,7570.3,14960,2020-06-04 08:00:00
155,IBEX35_i,7557.8,7535.3,7509.8,7665.8,7587.8,7570.3,7561.55,7567.175,22353,2020-06-04 12:00:00
156,IBEX35_i,7535.8,7532.8,7530.3,7622.8,7576.55,7561.966666666667,7554.675,7555.425,22935,2020-06-04 16:00:00
157,IBEX35_i,7531.8,7544.8,7530.3,7546.8,7538.55,7540.633333333334,7541.675,7538.425,1054,2020-06-04 20:00:00
158,IBEX35_i,7661.7,7753.7,7655.3,7790.7,7723.0,7733.233333333334,7738.35,7715.35,15088,2020-06-05 08:00:00
159,IBEX35_i,7754.7,7814.7,7717.3,7833.8,7775.55,7788.599999999999,7795.125,7780.125,17642,2020-06-05 12:00:00
160,IBEX35_i,7815.7,7842.7,7807.7,7891.7,7849.7,7847.366666666666,7846.2,7839.45,20620,2020-06-05 16:00:00
161,IBEX35_i,7841.3,7838.7,7831.7,7847.7,7839.7,7839.366666666666,7839.2,7839.849999999999,1036,2020-06-05 20:00:00
162,IBEX35_i,7811.4,7952.3,7793.3,7959.4,7876.35,7901.666666666667,7914.325,7879.1,15781,2020-06-08 08:00:00
163,IBEX35_i,7952.4,7946.4,7903.3,7984.4,7943.85,7944.7,7945.125,7946.625,16230,2020-06-08 12:00:00
164,IBEX35_i,7946.4,7878.4,7841.3,7962.4,7901.85,7894.033333333333,7890.125,7907.125,18314,2020-06-08 16:00:00
165,IBEX35_i,7881.4,7881.4,7877.3,7883.4,7880.35,7880.7,7880.875,7880.875,503,2020-06-08 20:00:00
166,IBEX35_i,7914.3,7689.8,7675.8,7914.3,7795.05,7759.966666666667,7742.425,7798.55,22320,2020-06-09 08:00:00
167,IBEX35_i,7690.8,7710.3,7685.8,7775.3,7730.55,7723.8,7720.425,7715.55,20860,2020-06-09 12:00:00
168,IBEX35_i,7709.3,7749.3,7708.3,7766.3,7737.3,7741.3,7743.3,7733.3,17194,2020-06-09 16:00:00
169,IBEX35_i,7749.3,7753.3,7743.3,7756.3,7749.8,7750.966666666667,7751.55,7750.55,628,2020-06-09 20:00:00
170,IBEX35_i,7786.2,7756.2,7745.3,7849.2,7797.25,7783.566666666667,7776.725,7784.225,17421,2020-06-10 08:00:00
171,IBEX35_i,7754.2,7777.2,7678.3,7782.2,7730.25,7745.900000000001,7753.725,7747.975,22061,2020-06-10 12:00:00
172,IBEX35_i,7775.3,7667.3,7640.2,7784.2,7712.2,7697.233333333334,7689.75,7716.75,20246,2020-06-10 16:00:00
173,IBEX35_i,7665.3,7657.3,7657.3,7669.2,7663.25,7661.266666666666,7660.275,7662.275,1085,2020-06-10 20:00:00
174,IBEX35_i,7489.3,7391.3,7375.3,7498.1,7436.700000000001,7421.566666666667,7414.0,7438.5,18322,2020-06-11 08:00:00
175,IBEX35_i,7392.1,7358.1,7343.3,7474.1,7408.700000000001,7391.833333333333,7383.4,7391.9,21490,2020-06-11 12:00:00
176,IBEX35_i,7356.3,7211.3,7201.3,7377.1,7289.200000000001,7263.233333333334,7250.25,7286.5,29604,2020-06-11 16:00:00
177,IBEX35_i,7210.3,7240.1,7209.3,7253.1,7231.200000000001,7234.166666666667,7235.65,7228.2,2910,2020-06-11 20:00:00
178,IBEX35_i,7234.0,7369.0,7199.0,7377.0,7288.0,7315.0,7328.5,7294.75,25415,2020-06-12 08:00:00
179,IBEX35_i,7367.3,7352.0,7305.3,7416.0,7360.65,7357.766666666666,7356.325,7360.15,26137,2020-06-12 12:00:00
180,IBEX35_i,7353.0,7306.0,7234.0,7388.0,7311.0,7309.333333333333,7308.5,7320.25,30938,2020-06-12 16:00:00
181,IBEX35_i,7307.0,7276.0,7270.0,7307.0,7288.5,7284.333333333333,7282.25,7290.0,3389,2020-06-12 20:00:00
182,IBEX35_i,7081.7,7180.7,7052.7,7192.3,7122.5,7141.900000000001,7151.6,7126.85,26486,2020-06-15 08:00:00
183,IBEX35_i,7180.7,7168.7,7127.7,7228.7,7178.2,7175.033333333333,7173.45,7176.45,26594,2020-06-15 12:00:00
184,IBEX35_i,7169.7,7316.3,7122.3,7318.7,7220.5,7252.433333333333,7268.4,7231.75,26396,2020-06-15 16:00:00
185,IBEX35_i,7316.7,7319.7,7312.3,7334.7,7323.5,7322.233333333334,7321.6,7320.85,1594,2020-06-15 20:00:00
186,IBEX35_i,7443.9,7412.9,7342.3,7443.9,7393.1,7399.7,7403.0,7410.75,22911,2020-06-16 08:00:00
187,IBEX35_i,7413.9,7553.9,7389.9,7565.9,7477.9,7503.233333333333,7515.9,7480.9,17536,2020-06-16 12:00:00
188,IBEX35_i,7552.3,7484.3,7396.9,7598.9,7497.9,7493.366666666666,7491.099999999999,7508.099999999999,34082,2020-06-16 16:00:00
189,IBEX35_i,7484.9,7490.3,7482.9,7499.9,7491.4,7491.033333333333,7490.849999999999,7489.5,2308,2020-06-16 20:00:00
190,IBEX35_i,7475.5,7468.5,7448.5,7530.5,7489.5,7482.5,7479.0,7480.75,20455,2020-06-17 08:00:00
191,IBEX35_i,7468.5,7537.5,7398.3,7550.5,7474.4,7495.433333333333,7505.95,7488.7,20121,2020-06-17 12:00:00
192,IBEX35_i,7537.5,7483.5,7431.3,7543.5,7487.4,7486.099999999999,7485.45,7498.95,18958,2020-06-17 16:00:00
193,IBEX35_i,7482.3,7482.5,7479.3,7491.5,7485.4,7484.433333333333,7483.95,7483.9,924,2020-06-17 20:00:00
194,IBEX35_i,7432.3,7470.4,7387.4,7474.4,7430.9,7444.066666666666,7450.65,7441.124999999999,17682,2020-06-18 08:00:00
195,IBEX35_i,7468.4,7358.4,7317.4,7492.4,7404.9,7389.399999999999,7381.65,7409.15,21452,2020-06-18 12:00:00
196,IBEX35_i,7357.3,7362.4,7326.3,7407.4,7366.85,7365.366666666666,7364.625,7363.349999999999,18734,2020-06-18 16:00:00
197,IBEX35_i,7362.4,7366.4,7358.3,7371.4,7364.85,7365.366666666666,7365.625,7364.625,873,2020-06-18 20:00:00
198,IBEX35_i,7425.3,7437.3,7405.3,7471.3,7438.3,7437.966666666667,7437.8,7434.8,12610,2020-06-19 08:00:00
199,IBEX35_i,7438.3,7478.3,7426.3,7497.3,7461.8,7467.3,7470.05,7460.05,14619,2020-06-19 12:00:00
200,IBEX35_i,7478.3,7368.3,7327.3,7478.3,7402.8,7391.3,7385.55,7413.05,18580,2020-06-19 16:00:00
201,IBEX35_i,7366.3,7343.3,7335.3,7366.3,7350.8,7348.3,7347.05,7352.8,1769,2020-06-19 20:00:00
