,GBPAUD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPAUD_i,1.76986,1.76226,1.75911,1.76994,1.764525,1.7637699999999998,1.7633924999999997,1.7652924999999997,25334,2020-12-21 16:00:00
1,GBPAUD_i,1.76223,1.77458,1.7621799999999999,1.77694,1.7695599999999998,1.7712333333333332,1.77207,1.7689825,16188,2020-12-21 20:00:00
2,GBPAUD_i,1.7732700000000001,1.77094,1.7704499999999999,1.77582,1.773135,1.772403333333333,1.7720374999999997,1.7726199999999999,9861,2020-12-22 00:00:00
3,GBPAUD_i,1.77096,1.77066,1.7698800000000001,1.77511,1.7724950000000002,1.7718833333333333,1.7715774999999998,1.7716525,11809,2020-12-22 04:00:00
4,GBPAUD_i,1.7706499999999998,1.78056,1.77048,1.7835299999999998,1.777005,1.7781899999999997,1.7787824999999997,1.7763049999999998,19166,2020-12-22 08:00:00
5,GBPAUD_i,1.78056,1.7745,1.7728899999999999,1.78199,1.77744,1.77646,1.7759699999999998,1.777485,17763,2020-12-22 12:00:00
6,GBPAUD_i,1.7745,1.77312,1.76775,1.77616,1.771955,1.7723433333333334,1.7725374999999999,1.7728825,22717,2020-12-22 16:00:00
7,GBPAUD_i,1.77312,1.77641,1.7723,1.77701,1.774655,1.7752400000000002,1.7755325000000002,1.7747100000000002,9793,2020-12-22 20:00:00
8,GBPAUD_i,1.77516,1.7754400000000001,1.77288,1.77733,1.775105,1.7752166666666664,1.7752724999999998,1.7752024999999998,10867,2020-12-23 00:00:00
9,GBPAUD_i,1.7754400000000001,1.77509,1.7734,1.77686,1.77513,1.7751166666666667,1.7751100000000002,1.7751975,10220,2020-12-23 04:00:00
10,GBPAUD_i,1.77509,1.77284,1.77189,1.77719,1.77454,1.7739733333333334,1.7736900000000002,1.7742525000000002,14040,2020-12-23 08:00:00
11,GBPAUD_i,1.7728000000000002,1.77992,1.7720500000000001,1.78097,1.77651,1.7776466666666666,1.7782149999999999,1.776435,14936,2020-12-23 12:00:00
12,GBPAUD_i,1.77992,1.7797399999999999,1.77722,1.78777,1.782495,1.7815766666666668,1.7811175000000001,1.7811625,25154,2020-12-23 16:00:00
13,GBPAUD_i,1.7797399999999999,1.78106,1.7788,1.78322,1.78101,1.7810266666666668,1.7810350000000001,1.7807050000000002,10648,2020-12-23 20:00:00
14,GBPAUD_i,1.78083,1.78338,1.77997,1.78431,1.78214,1.7825533333333334,1.7827600000000001,1.7821225,8807,2020-12-24 00:00:00
15,GBPAUD_i,1.7833999999999999,1.78674,1.78327,1.7873700000000001,1.78532,1.7857933333333333,1.78603,1.7851949999999999,11328,2020-12-24 04:00:00
16,GBPAUD_i,1.7867600000000001,1.79014,1.78368,1.79096,1.78732,1.78826,1.78873,1.787885,13387,2020-12-24 08:00:00
17,GBPAUD_i,1.79009,1.78782,1.78316,1.7923200000000001,1.78774,1.787766666666667,1.7877800000000001,1.7883475000000002,11669,2020-12-24 12:00:00
18,GBPAUD_i,1.78776,1.78042,1.78036,1.7900399999999999,1.7852,1.7836066666666666,1.78281,1.7846449999999998,14989,2020-12-24 16:00:00
19,GBPAUD_i,1.7803499999999999,1.78117,1.77979,1.7821099999999999,1.7809499999999998,1.781023333333333,1.7810599999999996,1.7808549999999999,1791,2020-12-24 20:00:00
20,GBPAUD_i,1.7808899999999999,1.78118,1.78033,1.7847,1.782515,1.78207,1.7818475,1.781775,8624,2020-12-28 00:00:00
21,GBPAUD_i,1.78118,1.7822200000000001,1.7799,1.78262,1.78126,1.78158,1.78174,1.78148,7078,2020-12-28 04:00:00
22,GBPAUD_i,1.7822200000000001,1.78017,1.77901,1.7827199999999999,1.780865,1.7806333333333333,1.7805175,1.78103,10215,2020-12-28 08:00:00
23,GBPAUD_i,1.78017,1.7802,1.77515,1.78078,1.777965,1.77871,1.7790825,1.779075,15546,2020-12-28 12:00:00
24,GBPAUD_i,1.78023,1.77618,1.77511,1.78147,1.7782900000000001,1.7775866666666669,1.7772350000000001,1.7782475,15675,2020-12-28 16:00:00
25,GBPAUD_i,1.77617,1.77481,1.77226,1.7770700000000001,1.7746650000000002,1.7747133333333334,1.7747375,1.7750775,7354,2020-12-28 20:00:00
26,GBPAUD_i,1.77346,1.77525,1.77159,1.7758699999999998,1.77373,1.7742366666666667,1.77449,1.7740425,9279,2020-12-29 00:00:00
27,GBPAUD_i,1.77523,1.77495,1.77351,1.77644,1.774975,1.7749666666666666,1.7749625,1.7750325,9879,2020-12-29 04:00:00
28,GBPAUD_i,1.77495,1.77267,1.77263,1.77912,1.775875,1.7748066666666666,1.7742725,1.7748425,11496,2020-12-29 08:00:00
29,GBPAUD_i,1.7727300000000001,1.77396,1.77249,1.77759,1.77504,1.77468,1.7745,1.7741925,12825,2020-12-29 12:00:00
30,GBPAUD_i,1.7738399999999999,1.7713999999999999,1.76982,1.7748300000000001,1.772325,1.7720166666666666,1.7718625,1.7724725,19068,2020-12-29 16:00:00
31,GBPAUD_i,1.77138,1.77505,1.7711999999999999,1.77505,1.7731249999999998,1.7737666666666667,1.7740875,1.77317,9581,2020-12-29 20:00:00
32,GBPAUD_i,1.7732299999999999,1.7734999999999999,1.77164,1.7754400000000001,1.7735400000000001,1.7735266666666665,1.77352,1.7734524999999999,9192,2020-12-30 00:00:00
33,GBPAUD_i,1.7734999999999999,1.76858,1.76759,1.7734999999999999,1.7705449999999998,1.76989,1.7695625,1.7707924999999998,9745,2020-12-30 04:00:00
34,GBPAUD_i,1.76858,1.77487,1.7673999999999999,1.77493,1.7711649999999999,1.7724,1.7730175,1.771445,13900,2020-12-30 08:00:00
35,GBPAUD_i,1.77487,1.77441,1.77195,1.7759399999999999,1.7739449999999999,1.7741,1.7741775,1.7742925,13466,2020-12-30 12:00:00
36,GBPAUD_i,1.7744,1.77024,1.7686,1.77514,1.7718699999999998,1.7713266666666667,1.771055,1.772095,18539,2020-12-30 16:00:00
37,GBPAUD_i,1.7701799999999999,1.77236,1.77016,1.77446,1.77231,1.7723266666666666,1.772335,1.77179,7880,2020-12-30 20:00:00
38,GBPAUD_i,1.77241,1.77024,1.76965,1.77286,1.771255,1.7709166666666667,1.7707475000000001,1.77129,6940,2020-12-31 00:00:00
39,GBPAUD_i,1.77024,1.76834,1.76729,1.77101,1.76915,1.76888,1.768745,1.76922,8359,2020-12-31 04:00:00
40,GBPAUD_i,1.76834,1.77265,1.7678500000000001,1.7745600000000001,1.7712050000000001,1.7716866666666669,1.7719275000000003,1.7708500000000003,14693,2020-12-31 08:00:00
41,GBPAUD_i,1.7726600000000001,1.7652999999999999,1.7623,1.77328,1.76779,1.7669599999999999,1.7665449999999998,1.7683849999999999,14732,2020-12-31 12:00:00
42,GBPAUD_i,1.76531,1.77371,1.76309,1.7747600000000001,1.768925,1.77052,1.7713174999999999,1.7692174999999999,19148,2020-12-31 16:00:00
43,GBPAUD_i,1.77371,1.7736,1.77241,1.7741,1.773255,1.77337,1.7734275,1.7734549999999998,1801,2020-12-31 20:00:00
44,GBPAUD_i,1.77156,1.77277,1.77008,1.77891,1.774495,1.7739199999999997,1.7736324999999997,1.7733299999999999,11642,2021-01-04 00:00:00
45,GBPAUD_i,1.77275,1.77512,1.7725499999999998,1.77721,1.77488,1.77496,1.7750000000000001,1.7744075000000001,11024,2021-01-04 04:00:00
46,GBPAUD_i,1.77509,1.7679200000000002,1.7667199999999998,1.7753999999999999,1.7710599999999999,1.7700133333333332,1.76949,1.7712824999999999,17147,2021-01-04 08:00:00
47,GBPAUD_i,1.76784,1.76517,1.7642,1.77084,1.76752,1.7667366666666666,1.7663449999999998,1.7670124999999999,18321,2021-01-04 12:00:00
