,STOXX50_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
522,STOXX50_i,4037.0,4016.1,4012.3,4037.5,4024.9,4021.9666666666667,4020.5,4025.725,4049,2021-04-19 16:00:00
523,STOXX50_i,4016.1,4020.5,4015.1,4022.2,4018.6499999999996,4019.2666666666664,4019.575,4018.475,1963,2021-04-19 20:00:00
524,STOXX50_i,4015.3,4017.9,4013.3,4022.3,4017.8,4017.8333333333335,4017.85,4017.2,861,2021-04-20 00:00:00
525,STOXX50_i,4017.8,4017.2,4015.8,4022.0,4018.9,4018.3333333333335,4018.05,4018.2,1728,2021-04-20 04:00:00
526,STOXX50_i,4017.2,3994.7,3993.3,4023.9,4008.6000000000004,4003.966666666667,4001.6500000000005,4007.2750000000005,3235,2021-04-20 08:00:00
527,STOXX50_i,3994.7,3971.8,3967.3,3994.7,3981.0,3977.933333333333,3976.3999999999996,3982.125,4135,2021-04-20 12:00:00
528,STOXX50_i,3971.8,3948.8,3936.8,3978.3,3957.55,3954.6333333333337,3953.175,3958.925,4833,2021-04-20 16:00:00
529,STOXX50_i,3948.3,3945.3,3939.0,3954.5,3946.75,3946.2666666666664,3946.0249999999996,3946.7749999999996,2047,2021-04-20 20:00:00
530,STOXX50_i,3937.2,3949.9,3935.2,3953.8,3944.5,3946.2999999999997,3947.2,3944.0249999999996,1129,2021-04-21 00:00:00
531,STOXX50_i,3949.8,3948.8,3938.0,3950.8,3944.4,3945.866666666667,3946.6000000000004,3946.8500000000004,2403,2021-04-21 04:00:00
532,STOXX50_i,3948.8,3967.7,3946.3,3978.2,3962.25,3964.066666666667,3964.9750000000004,3960.25,4315,2021-04-21 08:00:00
533,STOXX50_i,3967.7,3954.3,3953.2,3977.7,3965.45,3961.7333333333336,3959.875,3963.2250000000004,3819,2021-04-21 12:00:00
534,STOXX50_i,3954.3,3983.9,3951.2,3986.9,3969.05,3974.0,3976.475,3969.075,3917,2021-04-21 16:00:00
535,STOXX50_i,3984.0,3998.2,3983.3,3998.8,3991.05,3993.433333333333,3994.625,3991.075,1225,2021-04-21 20:00:00
536,STOXX50_i,3987.1,3995.8,3984.1,3997.1,3990.6,3992.3333333333335,3993.2,3991.025,942,2021-04-22 00:00:00
537,STOXX50_i,3995.4,4001.0,3993.7,4003.9,3998.8,3999.5333333333333,3999.9,3998.5,2117,2021-04-22 04:00:00
538,STOXX50_i,4001.2,4003.2,3991.6,4012.4,4002.0,4002.4,4002.6000000000004,4002.1000000000004,3569,2021-04-22 08:00:00
539,STOXX50_i,4003.3,4003.0,4001.2,4013.9,4007.55,4006.0333333333333,4005.275,4005.3500000000004,2851,2021-04-22 12:00:00
540,STOXX50_i,4002.7,4020.9,4001.7,4021.7,4011.7,4014.7666666666664,4016.2999999999997,4011.75,3207,2021-04-22 16:00:00
541,STOXX50_i,4020.9,3995.1,3989.7,4021.0,4005.35,4001.933333333333,4000.225,4006.6749999999997,4201,2021-04-22 20:00:00
542,STOXX50_i,3994.1,4003.6,3992.1,4005.1,3998.6,4000.2666666666664,4001.1,3998.725,1119,2021-04-23 00:00:00
543,STOXX50_i,4003.5,4005.7,4001.7,4008.9,4005.3,4005.433333333333,4005.5,4004.95,1659,2021-04-23 04:00:00
544,STOXX50_i,4005.8,4010.2,3999.6,4018.1,4008.85,4009.2999999999997,4009.5249999999996,4008.425,3549,2021-04-23 08:00:00
545,STOXX50_i,4010.2,3983.4,3982.2,4010.2,3996.2,3991.933333333333,3989.7999999999997,3996.5,3160,2021-04-23 12:00:00
546,STOXX50_i,3983.8,4015.1,3983.2,4016.7,3999.95,4005.0,4007.525,3999.7,3231,2021-04-23 16:00:00
547,STOXX50_i,4015.1,4010.1,4009.2,4020.4,4014.8,4013.2333333333336,4012.4500000000003,4013.7000000000003,1211,2021-04-23 20:00:00
548,STOXX50_i,4008.9,4006.8,4003.2,4010.9,4007.05,4006.966666666667,4006.925,4007.4500000000003,748,2021-04-26 00:00:00
549,STOXX50_i,4006.8,4015.5,4005.4,4015.5,4010.45,4012.133333333333,4012.975,4010.8,1822,2021-04-26 04:00:00
550,STOXX50_i,4014.9,4013.9,4007.2,4023.9,4015.55,4015.0,4014.725,4014.975,3323,2021-04-26 08:00:00
551,STOXX50_i,4013.8,4017.5,4004.6,4021.4,4013.0,4014.5,4015.25,4014.325,3146,2021-04-26 12:00:00
552,STOXX50_i,4017.5,4017.6,4016.9,4027.0,4021.95,4020.5,4019.775,4019.75,2547,2021-04-26 16:00:00
553,STOXX50_i,4017.6,4018.0,4013.4,4021.5,4017.45,4017.633333333333,4017.725,4017.625,1127,2021-04-26 20:00:00
554,STOXX50_i,4015.5,4014.7,4012.5,4018.5,4015.5,4015.2333333333336,4015.1000000000004,4015.3,623,2021-04-27 00:00:00
555,STOXX50_i,4014.4,4015.9,4011.9,4016.8,4014.3500000000004,4014.866666666667,4015.125,4014.75,1079,2021-04-27 04:00:00
556,STOXX50_i,4015.9,4015.8,4011.2,4024.6,4017.8999999999996,4017.1999999999994,4016.8499999999995,4016.8749999999995,3079,2021-04-27 08:00:00
557,STOXX50_i,4015.8,4008.9,4000.5,4016.5,4008.5,4008.633333333333,4008.7,4010.425,2971,2021-04-27 12:00:00
558,STOXX50_i,4008.9,4012.1,4002.1,4015.2,4008.6499999999996,4009.7999999999997,4010.375,4009.575,2649,2021-04-27 16:00:00
559,STOXX50_i,4012.0,4014.5,4011.1,4018.2,4014.6499999999996,4014.6,4014.575,4013.95,1170,2021-04-27 20:00:00
560,STOXX50_i,4012.7,4006.3,4004.6,4014.7,4009.6499999999996,4008.533333333333,4007.9749999999995,4009.575,514,2021-04-28 00:00:00
561,STOXX50_i,4005.5,4011.3,4005.5,4012.2,4008.85,4009.6666666666665,4010.075,4008.625,1130,2021-04-28 04:00:00
562,STOXX50_i,4011.3,4014.5,4005.6,4024.5,4015.05,4014.866666666667,4014.775,4013.9750000000004,3104,2021-04-28 08:00:00
563,STOXX50_i,4014.5,4017.6,4010.1,4021.7,4015.8999999999996,4016.4666666666667,4016.75,4015.975,2353,2021-04-28 12:00:00
564,STOXX50_i,4017.7,4015.4,4010.3,4027.5,4018.9,4017.7333333333336,4017.15,4017.7250000000004,2519,2021-04-28 16:00:00
565,STOXX50_i,4015.5,4010.7,4008.3,4020.4,4014.3500000000004,4013.1333333333337,4012.5250000000005,4013.7250000000004,2126,2021-04-28 20:00:00
566,STOXX50_i,4015.0,4013.4,4011.0,4016.0,4013.5,4013.4666666666667,4013.45,4013.85,470,2021-04-29 00:00:00
567,STOXX50_i,4013.4,4017.7,4012.3,4022.2,4017.25,4017.4,4017.4750000000004,4016.4,1173,2021-04-29 04:00:00
568,STOXX50_i,4017.4,4024.9,4017.3,4033.5,4025.4,4025.2333333333336,4025.15,4023.275,3499,2021-04-29 08:00:00
569,STOXX50_i,4024.9,4017.8,4015.1,4024.9,4020.0,4019.2666666666664,4018.8999999999996,4020.6749999999997,2777,2021-04-29 12:00:00
570,STOXX50_i,4017.8,3993.8,3982.7,4020.3,4001.5,3998.933333333333,3997.6499999999996,4003.6499999999996,5002,2021-04-29 16:00:00
571,STOXX50_i,3993.8,4007.1,3991.7,4009.7,4000.7,4002.8333333333335,4003.9,4000.575,1623,2021-04-29 20:00:00
572,STOXX50_i,3998.8,3998.6,3994.8,4000.8,3997.8,3998.066666666667,3998.2000000000003,3998.25,993,2021-04-30 00:00:00
573,STOXX50_i,3998.6,3989.7,3988.7,3999.5,3994.1,3992.633333333333,3991.8999999999996,3994.125,1090,2021-04-30 04:00:00
574,STOXX50_i,3989.7,3996.7,3982.8,4004.5,3993.65,3994.6666666666665,3995.175,3993.425,3114,2021-04-30 08:00:00
575,STOXX50_i,3996.8,3993.8,3977.7,4001.8,3989.75,3991.1,3991.7749999999996,3992.5249999999996,3267,2021-04-30 12:00:00
576,STOXX50_i,3993.6,3973.3,3970.8,4001.5,3986.15,3981.866666666667,3979.7250000000004,3984.8,3849,2021-04-30 16:00:00
577,STOXX50_i,3973.3,3971.8,3959.2,3975.3,3967.25,3968.7666666666664,3969.5249999999996,3969.8999999999996,2240,2021-04-30 20:00:00
578,STOXX50_i,3978.1,3989.1,3975.1,3989.3,3982.2,3984.5,3985.65,3982.9,699,2021-05-03 00:00:00
579,STOXX50_i,3989.2,3981.1,3976.1,3989.2,3982.6499999999996,3982.133333333333,3981.875,3983.8999999999996,1236,2021-05-03 04:00:00
580,STOXX50_i,3981.1,3988.5,3973.9,4006.6,3990.25,3989.6666666666665,3989.375,3987.525,2955,2021-05-03 08:00:00
581,STOXX50_i,3988.4,3998.7,3962.0,4010.1,3986.05,3990.2666666666664,3992.375,3989.7999999999997,3344,2021-05-03 12:00:00
582,STOXX50_i,3998.8,4001.5,3991.0,4002.5,3996.75,3998.3333333333335,3999.125,3998.45,3609,2021-05-03 16:00:00
583,STOXX50_i,4001.5,4005.1,3999.6,4007.4,4003.5,4004.0333333333333,4004.3,4003.4,1246,2021-05-03 20:00:00
584,STOXX50_i,3998.9,3996.3,3993.9,4000.7,3997.3,3996.966666666667,3996.8,3997.4500000000003,690,2021-05-04 00:00:00
585,STOXX50_i,3996.6,3992.9,3988.9,3996.6,3992.75,3992.7999999999997,3992.825,3993.75,1010,2021-05-04 04:00:00
586,STOXX50_i,3992.7,3995.0,3987.8,4017.6,4002.7,4000.133333333333,3998.85,3998.2749999999996,3795,2021-05-04 08:00:00
587,STOXX50_i,3994.9,3956.5,3954.3,4011.0,3982.65,3973.933333333333,3969.575,3979.1749999999997,5474,2021-05-04 12:00:00
588,STOXX50_i,3956.5,3920.7,3915.1,3971.9,3943.5,3935.9,3932.1000000000004,3941.05,7590,2021-05-04 16:00:00
589,STOXX50_i,3920.6,3936.9,3919.0,3938.4,3928.7,3931.433333333333,3932.7999999999997,3928.725,2849,2021-05-04 20:00:00
590,STOXX50_i,3930.8,3942.6,3929.8,3945.5,3937.65,3939.2999999999997,3940.125,3937.175,860,2021-05-05 00:00:00
591,STOXX50_i,3942.7,3946.6,3942.7,3949.7,3946.2,3946.3333333333335,3946.4,3945.425,853,2021-05-05 04:00:00
592,STOXX50_i,3946.6,3973.7,3938.9,3979.7,3959.3,3964.1,3966.5,3959.725,4200,2021-05-05 08:00:00
593,STOXX50_i,3973.7,3982.8,3970.7,3983.8,3977.25,3979.1,3980.0249999999996,3977.75,2745,2021-05-05 12:00:00
594,STOXX50_i,3982.9,4000.2,3978.4,4004.7,3991.55,3994.433333333333,3995.875,3991.5499999999997,3828,2021-05-05 16:00:00
595,STOXX50_i,4000.1,3999.8,3992.1,4005.6,3998.85,3999.1666666666665,3999.325,3999.4,1866,2021-05-05 20:00:00
596,STOXX50_i,3993.4,3999.0,3991.4,4000.2,3995.8,3996.866666666667,3997.4,3996.0,876,2021-05-06 00:00:00
597,STOXX50_i,3999.7,3991.0,3990.5,4004.1,3997.3,3995.2000000000003,3994.15,3996.325,1837,2021-05-06 04:00:00
598,STOXX50_i,3991.4,4000.5,3990.9,4020.5,4005.7,4003.9666666666667,4003.1,4000.825,4501,2021-05-06 08:00:00
599,STOXX50_i,4000.3,3988.4,3980.0,4005.4,3992.7,3991.2666666666664,3990.5499999999997,3993.5249999999996,4896,2021-05-06 12:00:00
600,STOXX50_i,3988.0,4004.7,3972.2,4008.0,3990.1,3994.9666666666667,3997.3999999999996,3993.225,5148,2021-05-06 16:00:00
601,STOXX50_i,4004.3,4015.4,3997.9,4016.8,4007.3500000000004,4010.0333333333333,4011.375,4008.6000000000004,2849,2021-05-06 20:00:00
602,STOXX50_i,4007.3,4011.2,4001.3,4011.2,4006.25,4007.9,4008.7250000000004,4007.75,630,2021-05-07 00:00:00
603,STOXX50_i,4011.3,4015.2,4010.3,4016.1,4013.2,4013.8666666666663,4014.2,4013.2249999999995,1178,2021-05-07 04:00:00
604,STOXX50_i,4015.1,4011.1,4001.1,4025.7,4013.3999999999996,4012.633333333333,4012.25,4013.25,3975,2021-05-07 08:00:00
605,STOXX50_i,4011.3,4013.5,4003.6,4025.5,4014.55,4014.2000000000003,4014.025,4013.4750000000004,3794,2021-05-07 12:00:00
606,STOXX50_i,4013.5,4032.4,4005.0,4034.5,4019.75,4023.9666666666667,4026.075,4021.35,3711,2021-05-07 16:00:00
607,STOXX50_i,4032.5,4035.3,4027.3,4036.5,4031.9,4033.0333333333333,4033.6000000000004,4032.9,1651,2021-05-07 20:00:00
608,STOXX50_i,4030.3,4041.4,4030.3,4043.7,4037.0,4038.4666666666667,4039.2,4036.425,928,2021-05-10 00:00:00
609,STOXX50_i,4041.4,4036.8,4036.8,4046.6,4041.7,4040.066666666667,4039.25,4040.4,1208,2021-05-10 04:00:00
610,STOXX50_i,4036.8,4015.2,4014.6,4039.6,4027.1,4023.133333333333,4021.1499999999996,4026.55,3242,2021-05-10 08:00:00
611,STOXX50_i,4015.0,4018.1,4012.0,4023.3,4017.65,4017.7999999999997,4017.875,4017.1,2552,2021-05-10 12:00:00
612,STOXX50_i,4018.1,4016.4,4011.5,4023.4,4017.45,4017.1,4016.9249999999997,4017.35,3350,2021-05-10 16:00:00
613,STOXX50_i,4016.5,3994.3,3994.2,4017.0,4005.6,4001.8333333333335,3999.95,4005.5,2937,2021-05-10 20:00:00
614,STOXX50_i,3996.2,3970.2,3968.0,4006.2,3987.1,3981.4666666666667,3978.6499999999996,3985.1499999999996,1589,2021-05-11 00:00:00
615,STOXX50_i,3970.1,3963.1,3962.5,3977.1,3969.8,3967.566666666667,3966.4500000000003,3968.2000000000003,2982,2021-05-11 04:00:00
616,STOXX50_i,3963.2,3937.9,3937.5,3976.5,3957.0,3950.633333333333,3947.45,3953.7749999999996,5990,2021-05-11 08:00:00
617,STOXX50_i,3937.9,3921.1,3916.2,3949.4,3932.8,3928.9,3926.9500000000003,3931.15,5260,2021-05-11 12:00:00
618,STOXX50_i,3921.1,3931.8,3913.2,3949.1,3931.1499999999996,3931.3666666666663,3931.4749999999995,3928.7999999999997,7386,2021-05-11 16:00:00
619,STOXX50_i,3931.8,3942.3,3931.0,3948.4,3939.7,3940.566666666667,3941.0,3938.375,4147,2021-05-11 20:00:00
620,STOXX50_i,3936.1,3925.3,3921.0,3952.0,3936.5,3932.7666666666664,3930.8999999999996,3933.6,1948,2021-05-12 00:00:00
621,STOXX50_i,3925.2,3914.0,3905.2,3933.9,3919.55,3917.7000000000003,3916.775,3919.575,4610,2021-05-12 04:00:00
622,STOXX50_i,3914.0,3938.4,3913.1,3955.2,3934.1499999999996,3935.566666666666,3936.2749999999996,3930.1749999999997,5568,2021-05-12 08:00:00
623,STOXX50_i,3938.8,3943.4,3915.1,3951.7,3933.3999999999996,3936.733333333333,3938.3999999999996,3937.25,5740,2021-05-12 12:00:00
624,STOXX50_i,3943.5,3931.2,3924.8,3961.2,3943.0,3939.066666666667,3937.1000000000004,3940.175,6914,2021-05-12 16:00:00
625,STOXX50_i,3931.2,3923.1,3914.9,3936.5,3925.7,3924.8333333333335,3924.4,3926.425,4805,2021-05-12 20:00:00
626,STOXX50_i,3923.6,3920.9,3913.7,3927.7,3920.7,3920.7666666666664,3920.7999999999997,3921.475,2358,2021-05-13 00:00:00
627,STOXX50_i,3920.8,3917.3,3914.7,3925.6,3920.1499999999996,3919.1999999999994,3918.7249999999995,3919.5999999999995,3825,2021-05-13 04:00:00
628,STOXX50_i,3916.7,3865.9,3851.2,3917.7,3884.45,3878.2666666666664,3875.1749999999997,3887.875,7409,2021-05-13 08:00:00
629,STOXX50_i,3866.1,3923.4,3866.1,3925.6,3895.85,3905.0333333333333,3909.625,3895.3,5859,2021-05-13 12:00:00
630,STOXX50_i,3923.6,3949.2,3923.4,3959.1,3941.25,3943.9,3945.2250000000004,3938.8250000000003,6185,2021-05-13 16:00:00
631,STOXX50_i,3949.3,3957.7,3938.4,3968.2,3953.3,3954.7666666666664,3955.5,3953.3999999999996,4701,2021-05-13 20:00:00
632,STOXX50_i,3957.7,3968.2,3954.7,3969.0,3961.85,3963.9666666666667,3965.0249999999996,3962.3999999999996,1654,2021-05-14 00:00:00
633,STOXX50_i,3968.1,3975.2,3958.4,3978.2,3968.3,3970.6,3971.75,3969.975,3047,2021-05-14 04:00:00
634,STOXX50_i,3975.2,3969.3,3957.0,3984.3,3970.65,3970.2000000000003,3969.9750000000004,3971.45,4470,2021-05-14 08:00:00
635,STOXX50_i,3969.4,3987.3,3968.9,3988.6,3978.75,3981.6,3983.0249999999996,3978.5499999999997,3466,2021-05-14 12:00:00
636,STOXX50_i,3987.3,4019.1,3986.4,4019.9,4003.15,4008.4666666666667,4011.125,4003.175,3839,2021-05-14 16:00:00
637,STOXX50_i,4019.1,4033.8,4017.8,4036.2,4027.0,4029.2666666666664,4030.3999999999996,4026.725,1788,2021-05-14 20:00:00
638,STOXX50_i,4036.8,4018.5,4013.8,4036.8,4025.3,4023.0333333333333,4021.9,4026.4750000000004,1961,2021-05-17 00:00:00
639,STOXX50_i,4018.6,4024.1,4015.5,4026.3,4020.9,4021.9666666666667,4022.5,4021.125,3034,2021-05-17 04:00:00
640,STOXX50_i,4024.4,4009.5,3999.2,4029.1,4014.1499999999996,4012.6,4011.825,4015.5499999999997,4841,2021-05-17 08:00:00
641,STOXX50_i,4009.5,4000.4,3989.3,4010.3,3999.8,4000.0,4000.1,4002.375,3558,2021-05-17 12:00:00
642,STOXX50_i,4000.3,4004.3,3999.3,4011.8,4005.55,4005.1333333333337,4004.925,4003.925,5056,2021-05-17 16:00:00
643,STOXX50_i,4003.9,4011.8,3997.6,4014.7,4006.1499999999996,4008.033333333333,4008.9749999999995,4006.9999999999995,2681,2021-05-17 20:00:00
644,STOXX50_i,4010.7,4025.7,4007.7,4026.3,4017.0,4019.9,4021.3500000000004,4017.6000000000004,1254,2021-05-18 00:00:00
645,STOXX50_i,4025.7,4031.3,4024.7,4032.9,4028.8,4029.6333333333337,4030.05,4028.6500000000005,1338,2021-05-18 04:00:00
646,STOXX50_i,4031.3,4018.2,4017.7,4038.8,4028.25,4024.9,4023.2250000000004,4026.5,3349,2021-05-18 08:00:00
647,STOXX50_i,4018.3,4007.4,4004.8,4022.1,4013.45,4011.433333333333,4010.4249999999997,4013.1499999999996,3469,2021-05-18 12:00:00
648,STOXX50_i,4007.3,4000.0,3991.9,4010.6,4001.25,4000.8333333333335,4000.625,4002.45,4072,2021-05-18 16:00:00
649,STOXX50_i,4000.4,3984.2,3984.2,4004.4,3994.3,3990.933333333333,3989.25,3993.2999999999997,2238,2021-05-18 20:00:00
650,STOXX50_i,3981.6,3980.6,3970.2,3986.6,3978.3999999999996,3979.133333333333,3979.5,3979.75,1790,2021-05-19 00:00:00
651,STOXX50_i,3979.8,3967.5,3964.4,3988.2,3976.3,3973.366666666667,3971.9,3974.9750000000004,2529,2021-05-19 04:00:00
652,STOXX50_i,3967.5,3942.7,3939.2,3976.0,3957.6,3952.633333333333,3950.1499999999996,3956.35,6569,2021-05-19 08:00:00
653,STOXX50_i,3942.9,3909.5,3909.2,3963.9,3936.55,3927.5333333333333,3923.025,3931.375,5450,2021-05-19 12:00:00
654,STOXX50_i,3909.3,3942.1,3887.3,3942.5,3914.9,3923.9666666666667,3928.5,3920.3,7906,2021-05-19 16:00:00
655,STOXX50_i,3942.2,3945.6,3932.5,3951.3,3941.9,3943.133333333333,3943.75,3942.8999999999996,5124,2021-05-19 20:00:00
656,STOXX50_i,3938.7,3950.6,3933.7,3955.4,3944.55,3946.566666666667,3947.5750000000003,3944.6000000000004,1436,2021-05-20 00:00:00
657,STOXX50_i,3950.6,3957.4,3942.7,3957.5,3950.1,3952.5333333333333,3953.75,3952.05,2437,2021-05-20 04:00:00
658,STOXX50_i,3957.3,3943.2,3939.5,3963.5,3951.5,3948.7333333333336,3947.3500000000004,3950.875,4786,2021-05-20 08:00:00
659,STOXX50_i,3943.2,3966.5,3931.1,3968.9,3950.0,3955.5,3958.25,3952.425,4002,2021-05-20 12:00:00
660,STOXX50_i,3966.8,3994.1,3964.6,4001.8,3983.2,3986.8333333333335,3988.65,3981.825,4032,2021-05-20 16:00:00
661,STOXX50_i,3994.1,3997.7,3992.7,4006.2,3999.45,3998.8666666666663,3998.575,3997.6749999999997,2221,2021-05-20 20:00:00
662,STOXX50_i,3995.7,4008.1,3995.7,4010.1,4002.8999999999996,4004.633333333333,4005.5,4002.3999999999996,1068,2021-05-21 00:00:00
663,STOXX50_i,4008.2,4005.3,3996.5,4009.6,4003.05,4003.8000000000006,4004.175,4004.9000000000005,2287,2021-05-21 04:00:00
664,STOXX50_i,4005.4,4004.2,3995.1,4015.7,4005.3999999999996,4005.0,4004.8,4005.1,4588,2021-05-21 08:00:00
665,STOXX50_i,4004.3,4018.1,4004.3,4022.0,4013.15,4014.7999999999997,4015.625,4012.175,3806,2021-05-21 12:00:00
666,STOXX50_i,4018.0,4019.5,4016.1,4029.1,4022.6,4021.566666666667,4021.05,4020.675,3724,2021-05-21 16:00:00
667,STOXX50_i,4019.4,4022.7,4017.5,4030.2,4023.85,4023.4666666666667,4023.2749999999996,4022.45,2020,2021-05-21 20:00:00
668,STOXX50_i,4011.9,4024.7,4008.9,4026.8,4017.8500000000004,4020.1333333333337,4021.2750000000005,4018.0750000000003,1605,2021-05-24 00:00:00
669,STOXX50_i,4024.8,4023.6,4017.3,4027.3,4022.3,4022.7333333333336,4022.9500000000003,4023.25,2387,2021-05-24 04:00:00
670,STOXX50_i,4023.6,4026.3,4020.9,4036.8,4028.8500000000004,4028.0,4027.575,4026.9,3031,2021-05-24 08:00:00
671,STOXX50_i,4026.4,4024.6,4021.4,4032.9,4027.15,4026.2999999999997,4025.875,4026.325,1844,2021-05-24 12:00:00
672,STOXX50_i,4025.4,4039.5,4023.3,4045.3,4034.3,4036.0333333333333,4036.9,4033.375,2464,2021-05-24 16:00:00
673,STOXX50_i,4040.1,4041.0,4039.9,4049.8,4044.8500000000004,4043.566666666667,4042.925,4042.7000000000003,1293,2021-05-24 20:00:00
674,STOXX50_i,4048.9,4043.2,4036.9,4049.9,4043.4,4043.3333333333335,4043.3,4044.725,1191,2021-05-25 00:00:00
675,STOXX50_i,4043.2,4048.3,4042.6,4049.3,4045.95,4046.7333333333336,4047.125,4045.8500000000004,1565,2021-05-25 04:00:00
676,STOXX50_i,4047.7,4049.0,4040.9,4057.9,4049.4,4049.2666666666664,4049.2,4048.875,3388,2021-05-25 08:00:00
677,STOXX50_i,4048.9,4045.0,4044.4,4052.2,4048.3,4047.2000000000003,4046.65,4047.625,2150,2021-05-25 12:00:00
678,STOXX50_i,4045.2,4041.0,4030.1,4051.9,4041.0,4041.0,4041.0,4042.05,3703,2021-05-25 16:00:00
679,STOXX50_i,4040.9,4035.9,4030.5,4041.0,4035.75,4035.7999999999997,4035.825,4037.075,2061,2021-05-25 20:00:00
680,STOXX50_i,4039.8,4049.3,4039.8,4050.3,4045.05,4046.466666666667,4047.175,4044.8,1093,2021-05-26 00:00:00
681,STOXX50_i,4049.9,4048.9,4047.2,4052.2,4049.7,4049.433333333333,4049.2999999999997,4049.5499999999997,1295,2021-05-26 04:00:00
682,STOXX50_i,4048.9,4034.5,4030.6,4050.1,4040.35,4038.4,4037.425,4041.025,3536,2021-05-26 08:00:00
683,STOXX50_i,4034.5,4029.0,4019.2,4040.1,4029.6499999999996,4029.433333333333,4029.325,4030.7,3107,2021-05-26 12:00:00
684,STOXX50_i,4029.1,4030.4,4017.2,4032.0,4024.6,4026.5333333333333,4027.5,4027.175,3305,2021-05-26 16:00:00
685,STOXX50_i,4030.4,4030.9,4025.5,4033.4,4029.45,4029.933333333333,4030.1749999999997,4030.0499999999997,1461,2021-05-26 20:00:00
686,STOXX50_i,4028.7,4029.2,4024.7,4031.6,4028.1499999999996,4028.5,4028.675,4028.55,1176,2021-05-27 00:00:00
687,STOXX50_i,4029.2,4029.5,4022.5,4031.5,4027.0,4027.8333333333335,4028.25,4028.175,1809,2021-05-27 04:00:00
688,STOXX50_i,4029.5,4024.8,4014.6,4030.5,4022.55,4023.3000000000006,4023.675,4024.8500000000004,4196,2021-05-27 08:00:00
689,STOXX50_i,4024.6,4044.1,4022.7,4045.4,4034.05,4037.4,4039.0750000000003,4034.2000000000003,3048,2021-05-27 12:00:00
690,STOXX50_i,4044.1,4038.5,4031.1,4052.5,4041.8,4040.7000000000003,4040.15,4041.55,3818,2021-05-27 16:00:00
691,STOXX50_i,4038.4,4036.7,4032.6,4042.1,4037.35,4037.133333333333,4037.0249999999996,4037.45,1506,2021-05-27 20:00:00
692,STOXX50_i,4046.2,4049.1,4045.2,4054.2,4049.7,4049.5,4049.4,4048.675,1124,2021-05-28 00:00:00
693,STOXX50_i,4049.1,4049.6,4046.7,4051.5,4049.1,4049.2666666666664,4049.35,4049.225,1197,2021-05-28 04:00:00
694,STOXX50_i,4049.6,4054.3,4043.6,4055.3,4049.45,4051.066666666667,4051.875,4050.7000000000003,3010,2021-05-28 08:00:00
695,STOXX50_i,4054.3,4065.7,4049.2,4066.5,4057.85,4060.4666666666667,4061.7749999999996,4058.925,2634,2021-05-28 12:00:00
696,STOXX50_i,4065.8,4064.3,4061.7,4071.8,4066.75,4065.933333333333,4065.5249999999996,4065.8999999999996,2875,2021-05-28 16:00:00
697,STOXX50_i,4064.4,4057.2,4057.2,4065.7,4061.45,4060.033333333333,4059.325,4061.1249999999995,1458,2021-05-28 20:00:00
698,STOXX50_i,4060.8,4064.9,4059.8,4069.8,4064.8,4064.8333333333335,4064.85,4063.825,1156,2021-05-31 00:00:00
699,STOXX50_i,4064.9,4053.9,4053.0,4065.9,4059.45,4057.6,4056.6749999999997,4059.4249999999997,1506,2021-05-31 04:00:00
700,STOXX50_i,4053.8,4060.9,4052.2,4067.1,4059.6499999999996,4060.066666666666,4060.2749999999996,4058.5,2390,2021-05-31 08:00:00
701,STOXX50_i,4060.7,4056.3,4048.4,4063.9,4056.15,4056.2000000000003,4056.2250000000004,4057.325,1860,2021-05-31 12:00:00
702,STOXX50_i,4056.3,4035.8,4030.8,4056.3,4043.55,4040.966666666667,4039.675,4044.8,1972,2021-05-31 16:00:00
703,STOXX50_i,4035.8,4034.9,4034.1,4037.8,4035.95,4035.6,4035.4249999999997,4035.6499999999996,613,2021-05-31 20:00:00
704,STOXX50_i,4040.7,4042.3,4038.2,4044.7,4041.45,4041.7333333333336,4041.875,4041.4750000000004,685,2021-06-01 00:00:00
705,STOXX50_i,4042.4,4044.6,4034.9,4045.1,4040.0,4041.5333333333333,4042.3,4041.75,1947,2021-06-01 04:00:00
706,STOXX50_i,4044.7,4077.8,4042.6,4079.2,4060.8999999999996,4066.533333333333,4069.3499999999995,4061.075,3829,2021-06-01 08:00:00
707,STOXX50_i,4077.7,4091.9,4075.8,4097.4,4086.6,4088.366666666667,4089.25,4085.7,2606,2021-06-01 12:00:00
708,STOXX50_i,4092.1,4068.8,4065.4,4092.5,4078.95,4075.566666666667,4073.875,4079.7000000000003,3668,2021-06-01 16:00:00
709,STOXX50_i,4068.5,4068.8,4064.5,4075.8,4070.15,4069.7000000000003,4069.4750000000004,4069.4,1557,2021-06-01 20:00:00
710,STOXX50_i,4064.2,4073.7,4064.2,4074.5,4069.35,4070.7999999999997,4071.5249999999996,4069.1499999999996,846,2021-06-02 00:00:00
711,STOXX50_i,4073.5,4071.3,4070.3,4075.4,4072.8500000000004,4072.3333333333335,4072.075,4072.625,1664,2021-06-02 04:00:00
712,STOXX50_i,4071.3,4066.8,4059.2,4081.2,4070.2,4069.066666666667,4068.5,4069.625,3654,2021-06-02 08:00:00
713,STOXX50_i,4066.7,4073.3,4066.7,4077.2,4071.95,4072.4,4072.625,4070.9750000000004,2791,2021-06-02 12:00:00
