,GBPNZD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPNZD_i,1.89207,1.88222,1.88,1.89242,1.88621,1.8848799999999999,1.884215,1.8866774999999998,15451,2020-12-21 16:00:00
1,GBPNZD_i,1.88202,1.8953799999999998,1.88151,1.89926,1.890385,1.89205,1.8928824999999998,1.8895425,10419,2020-12-21 20:00:00
2,GBPNZD_i,1.89418,1.89356,1.89116,1.8955899999999999,1.8933749999999998,1.8934366666666664,1.8934674999999999,1.8936224999999998,5653,2020-12-22 00:00:00
3,GBPNZD_i,1.89356,1.89585,1.89327,1.89948,1.896375,1.8962,1.8961125,1.89554,7395,2020-12-22 04:00:00
4,GBPNZD_i,1.89585,1.9034,1.89558,1.90664,1.90111,1.9018733333333333,1.9022549999999998,1.9003675,13259,2020-12-22 08:00:00
5,GBPNZD_i,1.9036499999999998,1.89751,1.89609,1.90591,1.901,1.8998366666666666,1.8992550000000001,1.90079,13170,2020-12-22 12:00:00
6,GBPNZD_i,1.89743,1.8960599999999999,1.89093,1.8983400000000001,1.894635,1.89511,1.8953475000000002,1.89569,15829,2020-12-22 16:00:00
7,GBPNZD_i,1.89609,1.89768,1.8939,1.8980299999999999,1.895965,1.8965366666666668,1.8968225,1.896425,6197,2020-12-22 20:00:00
8,GBPNZD_i,1.8955199999999999,1.89962,1.89526,1.90255,1.898905,1.8991433333333336,1.8992625000000003,1.8982375,6149,2020-12-23 00:00:00
9,GBPNZD_i,1.89971,1.90021,1.89886,1.9018000000000002,1.90033,1.90029,1.90027,1.900145,7349,2020-12-23 04:00:00
10,GBPNZD_i,1.90018,1.89445,1.89246,1.90246,1.8974600000000001,1.8964566666666667,1.895955,1.8973875,9977,2020-12-23 08:00:00
11,GBPNZD_i,1.89453,1.90297,1.8927399999999999,1.90401,1.898375,1.8999066666666666,1.9006725,1.8985625000000002,11092,2020-12-23 12:00:00
12,GBPNZD_i,1.90296,1.90056,1.8982299999999999,1.91004,1.904135,1.9029433333333332,1.9023474999999999,1.9029475,18224,2020-12-23 16:00:00
13,GBPNZD_i,1.90053,1.9015499999999999,1.89831,1.90459,1.90145,1.9014833333333332,1.9015,1.9012449999999999,7383,2020-12-23 20:00:00
14,GBPNZD_i,1.9001700000000001,1.9056,1.9001700000000001,1.90709,1.9036300000000002,1.9042866666666667,1.904615,1.9032575,5770,2020-12-24 00:00:00
15,GBPNZD_i,1.9056,1.90995,1.9055900000000001,1.9106999999999998,1.908145,1.9087466666666666,1.9090475,1.9079599999999999,7783,2020-12-24 04:00:00
16,GBPNZD_i,1.90994,1.91293,1.90794,1.9143,1.91112,1.9117233333333334,1.912025,1.9112775,8338,2020-12-24 08:00:00
17,GBPNZD_i,1.91286,1.91141,1.90852,1.91453,1.9115250000000001,1.9114866666666668,1.9114675,1.9118300000000001,8682,2020-12-24 12:00:00
18,GBPNZD_i,1.9114200000000001,1.9022000000000001,1.90191,1.91394,1.907925,1.9060166666666667,1.9050625,1.9073674999999999,9533,2020-12-24 16:00:00
19,GBPNZD_i,1.90206,1.9008699999999998,1.90018,1.90893,1.904555,1.9033266666666666,1.9027124999999998,1.90301,1126,2020-12-24 20:00:00
20,GBPNZD_i,1.9032499999999999,1.90231,1.90195,1.9075199999999999,1.904735,1.9039266666666668,1.9035225,1.9037575,5610,2020-12-28 00:00:00
21,GBPNZD_i,1.90231,1.90327,1.9009,1.90421,1.902555,1.9027933333333333,1.9029125,1.9026725,4457,2020-12-28 04:00:00
22,GBPNZD_i,1.9032499999999999,1.90004,1.8979300000000001,1.9039899999999998,1.90096,1.9006533333333333,1.9004999999999999,1.9013025,6450,2020-12-28 08:00:00
23,GBPNZD_i,1.89974,1.90068,1.8944800000000002,1.9009399999999999,1.89771,1.8986999999999998,1.8991949999999997,1.8989599999999998,10775,2020-12-28 12:00:00
24,GBPNZD_i,1.9007,1.8950399999999998,1.8940000000000001,1.9010099999999999,1.897505,1.896683333333333,1.8962724999999998,1.8976875,10828,2020-12-28 16:00:00
25,GBPNZD_i,1.8949099999999999,1.89411,1.89168,1.89669,1.894185,1.89416,1.8941474999999999,1.8943474999999999,5034,2020-12-28 20:00:00
26,GBPNZD_i,1.8929200000000002,1.8936,1.89173,1.89561,1.89367,1.8936466666666665,1.893635,1.893465,6455,2020-12-29 00:00:00
27,GBPNZD_i,1.8936,1.8932099999999998,1.89158,1.89564,1.89361,1.8934766666666665,1.8934099999999998,1.8935075,7276,2020-12-29 04:00:00
28,GBPNZD_i,1.8932099999999998,1.88848,1.8884699999999999,1.89698,1.892725,1.89131,1.8906025,1.891785,8501,2020-12-29 08:00:00
29,GBPNZD_i,1.88848,1.88683,1.88683,1.89418,1.890505,1.88928,1.8886675,1.8890799999999999,9555,2020-12-29 12:00:00
30,GBPNZD_i,1.8868800000000001,1.8850799999999999,1.88361,1.8878300000000001,1.88572,1.8855066666666669,1.8854000000000002,1.88585,12786,2020-12-29 16:00:00
31,GBPNZD_i,1.88476,1.88891,1.88476,1.89008,1.88742,1.8879166666666667,1.888165,1.8871275,5257,2020-12-29 20:00:00
32,GBPNZD_i,1.8854,1.88672,1.88464,1.8896,1.88712,1.8869866666666664,1.88692,1.8865899999999998,6287,2020-12-30 00:00:00
33,GBPNZD_i,1.88672,1.88529,1.88357,1.88818,1.885875,1.88568,1.8855825,1.8859400000000002,7532,2020-12-30 04:00:00
34,GBPNZD_i,1.88509,1.89053,1.88301,1.89071,1.88686,1.8880833333333333,1.888695,1.887335,10612,2020-12-30 08:00:00
35,GBPNZD_i,1.8906800000000001,1.88964,1.88766,1.89201,1.889835,1.8897699999999997,1.8897374999999998,1.8899974999999998,10142,2020-12-30 12:00:00
36,GBPNZD_i,1.8895300000000002,1.88606,1.8856600000000001,1.89229,1.888975,1.8880033333333335,1.8875175,1.888385,13069,2020-12-30 16:00:00
37,GBPNZD_i,1.88558,1.89021,1.88558,1.89192,1.88875,1.8892366666666665,1.8894799999999998,1.8883225,4122,2020-12-30 20:00:00
38,GBPNZD_i,1.8894,1.88712,1.88606,1.89031,1.888185,1.88783,1.8876524999999997,1.8882225,5071,2020-12-31 00:00:00
39,GBPNZD_i,1.88712,1.88601,1.88432,1.88837,1.886345,1.8862333333333332,1.8861774999999998,1.8864549999999998,6981,2020-12-31 04:00:00
40,GBPNZD_i,1.88601,1.8912200000000001,1.88459,1.89309,1.88884,1.8896333333333335,1.8900300000000003,1.8887275000000001,10432,2020-12-31 08:00:00
41,GBPNZD_i,1.89123,1.88676,1.88402,1.89293,1.8884750000000001,1.8879033333333333,1.8876175,1.888735,10970,2020-12-31 12:00:00
42,GBPNZD_i,1.8868,1.8978000000000002,1.88572,1.90068,1.8932,1.8947333333333336,1.8955000000000002,1.8927500000000002,14093,2020-12-31 16:00:00
43,GBPNZD_i,1.8977300000000001,1.89957,1.89608,1.9001000000000001,1.89809,1.8985833333333335,1.89883,1.8983700000000001,1384,2020-12-31 20:00:00
44,GBPNZD_i,1.89748,1.89944,1.89691,1.90378,1.9003450000000002,1.9000433333333335,1.8998925000000002,1.8994025,7404,2021-01-04 00:00:00
45,GBPNZD_i,1.89942,1.9003700000000001,1.8987,1.90235,1.900525,1.9004733333333335,1.9004475000000003,1.9002100000000002,7737,2021-01-04 04:00:00
46,GBPNZD_i,1.90035,1.89356,1.8910900000000002,1.90084,1.8959650000000001,1.8951633333333333,1.8947625,1.8964599999999998,11035,2021-01-04 08:00:00
47,GBPNZD_i,1.89351,1.88873,1.8885800000000001,1.89623,1.8924050000000001,1.89118,1.8905675,1.8917625,13078,2021-01-04 12:00:00
48,GBPNZD_i,1.88872,1.89318,1.88723,1.89478,1.8910049999999998,1.89173,1.8920925,1.8909775,22178,2021-01-04 16:00:00
49,GBPNZD_i,1.89318,1.89121,1.88757,1.89318,1.8903750000000001,1.8906533333333335,1.8907925,1.891285,11277,2021-01-04 20:00:00
50,GBPNZD_i,1.8910900000000002,1.89018,1.88963,1.89297,1.8913,1.8909266666666664,1.8907399999999999,1.8909675,10397,2021-01-05 00:00:00
51,GBPNZD_i,1.89018,1.8835899999999999,1.88285,1.8904,1.886625,1.8856133333333334,1.8851075,1.886755,14981,2021-01-05 04:00:00
52,GBPNZD_i,1.8836,1.88151,1.87737,1.88605,1.88171,1.8816433333333336,1.8816100000000002,1.8821325,15036,2021-01-05 08:00:00
53,GBPNZD_i,1.8815,1.88595,1.88137,1.88715,1.88426,1.8848233333333333,1.885105,1.8839925,13380,2021-01-05 12:00:00
54,GBPNZD_i,1.88597,1.87872,1.87872,1.88653,1.882625,1.8813233333333332,1.8806724999999997,1.882485,19642,2021-01-05 16:00:00
55,GBPNZD_i,1.87867,1.8789099999999999,1.87621,1.87924,1.8777249999999999,1.8781199999999998,1.8783174999999996,1.8782574999999997,8312,2021-01-05 20:00:00
56,GBPNZD_i,1.87628,1.87594,1.8759000000000001,1.87971,1.877805,1.8771833333333332,1.8768725,1.8769575,12595,2021-01-06 00:00:00
57,GBPNZD_i,1.8759299999999999,1.87338,1.87207,1.8787500000000001,1.87541,1.8747333333333334,1.874395,1.8750325,17265,2021-01-06 04:00:00
58,GBPNZD_i,1.87338,1.8672900000000001,1.86642,1.8748399999999998,1.8706299999999998,1.8695166666666665,1.86896,1.8704824999999998,15970,2021-01-06 08:00:00
59,GBPNZD_i,1.86731,1.8639700000000001,1.8639700000000001,1.87066,1.867315,1.8662,1.8656425,1.8664775,15644,2021-01-06 12:00:00
60,GBPNZD_i,1.8637700000000001,1.8653499999999998,1.86292,1.8680400000000001,1.86548,1.8654366666666666,1.865415,1.86502,22704,2021-01-06 16:00:00
61,GBPNZD_i,1.86532,1.8649200000000001,1.86436,1.8695599999999999,1.86696,1.86628,1.8659400000000002,1.86604,13418,2021-01-06 20:00:00
62,GBPNZD_i,1.8649200000000001,1.8668,1.86334,1.8687,1.86602,1.86628,1.8664100000000001,1.8659400000000002,11101,2021-01-07 00:00:00
63,GBPNZD_i,1.8668,1.86589,1.8622999999999998,1.86761,1.864955,1.8652666666666666,1.8654225,1.86565,11763,2021-01-07 04:00:00
64,GBPNZD_i,1.86589,1.8728799999999999,1.86322,1.87298,1.8681,1.8696933333333334,1.8704900000000002,1.8687425000000002,14865,2021-01-07 08:00:00
65,GBPNZD_i,1.8728799999999999,1.87555,1.87168,1.87598,1.8738299999999999,1.8744033333333334,1.8746900000000002,1.8740225000000001,15576,2021-01-07 12:00:00
66,GBPNZD_i,1.87554,1.86944,1.86775,1.8784100000000001,1.87308,1.8718666666666668,1.8712600000000001,1.8727850000000001,20351,2021-01-07 16:00:00
67,GBPNZD_i,1.86944,1.8685399999999999,1.86667,1.8710900000000001,1.86888,1.8687666666666667,1.86871,1.868935,8906,2021-01-07 20:00:00
68,GBPNZD_i,1.8686500000000001,1.86916,1.86633,1.87074,1.868535,1.8687433333333334,1.8688475,1.8687200000000002,9111,2021-01-08 00:00:00
69,GBPNZD_i,1.8692199999999999,1.8670200000000001,1.8665500000000002,1.8694,1.867975,1.8676566666666667,1.8674975,1.8680474999999999,12223,2021-01-08 04:00:00
70,GBPNZD_i,1.8670499999999999,1.87176,1.86667,1.87356,1.870115,1.8706633333333336,1.8709375000000001,1.86976,15322,2021-01-08 08:00:00
71,GBPNZD_i,1.87176,1.87094,1.8696899999999999,1.8732799999999998,1.8714849999999998,1.8713033333333333,1.8712125,1.8714175,14202,2021-01-08 12:00:00
72,GBPNZD_i,1.8708900000000002,1.87633,1.87052,1.87662,1.87357,1.87449,1.8749500000000001,1.87359,24916,2021-01-08 16:00:00
73,GBPNZD_i,1.8763100000000001,1.87286,1.8728099999999999,1.8798,1.876305,1.8751566666666666,1.8745825,1.875445,11898,2021-01-08 20:00:00
74,GBPNZD_i,1.87215,1.87784,1.8709,1.87917,1.875035,1.87597,1.8764375,1.8750149999999999,6691,2021-01-11 00:00:00
75,GBPNZD_i,1.87809,1.87725,1.8763,1.8792900000000001,1.877795,1.8776133333333334,1.8775225,1.8777325,8328,2021-01-11 04:00:00
76,GBPNZD_i,1.87725,1.8772600000000002,1.8743699999999999,1.8781400000000001,1.876255,1.8765900000000002,1.8767575,1.8767550000000002,11945,2021-01-11 08:00:00
77,GBPNZD_i,1.8772600000000002,1.87854,1.8733499999999998,1.8788,1.876075,1.8768966666666664,1.8773075,1.8769874999999998,11672,2021-01-11 12:00:00
78,GBPNZD_i,1.87853,1.88303,1.87802,1.88348,1.88075,1.8815099999999998,1.8818899999999998,1.8807649999999998,17449,2021-01-11 16:00:00
79,GBPNZD_i,1.88351,1.8867099999999999,1.8824100000000001,1.88723,1.88482,1.8854499999999998,1.885765,1.884965,4625,2021-01-11 20:00:00
80,GBPNZD_i,1.8851,1.88608,1.88353,1.88705,1.88529,1.8855533333333332,1.8856849999999998,1.88544,6108,2021-01-12 00:00:00
81,GBPNZD_i,1.88605,1.8868200000000002,1.88565,1.88778,1.8867150000000001,1.8867500000000001,1.8867675000000002,1.8865750000000001,6138,2021-01-12 04:00:00
82,GBPNZD_i,1.8868200000000002,1.8915899999999999,1.88435,1.89202,1.888185,1.8893199999999999,1.8898875,1.888695,10906,2021-01-12 08:00:00
