,USDRUR_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
482,USDRUR_i,77.096,77.555,76.919,77.905,77.412,77.45966666666668,77.4835,77.36875,7577,2021-04-07 08:00:00
483,USDRUR_i,77.55,77.803,77.375,77.83,77.60249999999999,77.66933333333333,77.70275,77.6395,4839,2021-04-07 12:00:00
484,USDRUR_i,77.809,77.05,76.742,77.94,77.34100000000001,77.24400000000001,77.19550000000001,77.38525000000001,9800,2021-04-07 16:00:00
485,USDRUR_i,77.043,76.855,76.831,77.162,76.9965,76.94933333333334,76.92575000000001,76.97275,9593,2021-04-07 20:00:00
486,USDRUR_i,76.876,77.125,76.835,77.125,76.97999999999999,77.02833333333332,77.0525,76.99025,361,2021-04-08 00:00:00
487,USDRUR_i,76.953,76.81,76.717,77.107,76.912,76.878,76.861,76.89675,2644,2021-04-08 04:00:00
488,USDRUR_i,76.8,77.133,76.63,77.286,76.958,77.01633333333332,77.04549999999999,76.96225,8166,2021-04-08 08:00:00
489,USDRUR_i,77.138,76.735,76.69,77.195,76.9425,76.87333333333333,76.83875,76.93950000000001,6425,2021-04-08 12:00:00
490,USDRUR_i,76.731,76.618,76.52,76.93,76.725,76.68933333333332,76.6715,76.69975,9378,2021-04-08 16:00:00
491,USDRUR_i,76.616,76.855,76.579,76.855,76.717,76.76299999999999,76.786,76.72625,8433,2021-04-08 20:00:00
492,USDRUR_i,76.735,76.808,76.661,76.866,76.7635,76.77833333333332,76.78575,76.7675,204,2021-04-09 00:00:00
493,USDRUR_i,76.804,76.878,76.78,76.928,76.854,76.86200000000001,76.866,76.8475,3040,2021-04-09 04:00:00
494,USDRUR_i,76.875,77.098,76.855,77.192,77.0235,77.04833333333333,77.06075,77.005,7285,2021-04-09 08:00:00
495,USDRUR_i,77.105,77.27,76.992,77.412,77.202,77.22466666666666,77.23599999999999,77.19475,6060,2021-04-09 12:00:00
496,USDRUR_i,77.275,77.31,77.14,77.4,77.27000000000001,77.28333333333335,77.29,77.28125,9589,2021-04-09 16:00:00
497,USDRUR_i,77.301,77.342,77.248,77.369,77.30850000000001,77.31966666666666,77.32525,77.315,8585,2021-04-09 20:00:00
498,USDRUR_i,77.429,77.329,77.314,77.429,77.3715,77.35733333333333,77.35025,77.37525,774,2021-04-12 00:00:00
499,USDRUR_i,77.339,77.539,77.291,77.549,77.42,77.45966666666668,77.4795,77.4295,2334,2021-04-12 04:00:00
500,USDRUR_i,77.538,77.29,77.085,77.672,77.3785,77.349,77.33425000000001,77.39625000000001,7973,2021-04-12 08:00:00
501,USDRUR_i,77.283,77.145,76.975,77.349,77.162,77.15633333333334,77.1535,77.188,6601,2021-04-12 12:00:00
502,USDRUR_i,77.142,77.229,77.08,77.425,77.2525,77.24466666666666,77.24074999999999,77.219,9299,2021-04-12 16:00:00
503,USDRUR_i,77.23,77.226,77.192,77.317,77.2545,77.24499999999999,77.24025,77.24125,8147,2021-04-12 20:00:00
504,USDRUR_i,77.26,77.225,77.2,77.381,77.29050000000001,77.26866666666668,77.25775,77.26650000000001,877,2021-04-13 00:00:00
505,USDRUR_i,77.255,77.321,77.165,77.34,77.2525,77.27533333333334,77.28675,77.27025,1942,2021-04-13 04:00:00
506,USDRUR_i,77.32,77.128,76.93,77.472,77.201,77.17666666666666,77.16449999999999,77.21249999999999,6792,2021-04-13 08:00:00
507,USDRUR_i,77.125,77.02,76.945,77.23,77.0875,77.065,77.05375,77.08,6173,2021-04-13 12:00:00
508,USDRUR_i,77.018,76.107,75.785,77.047,76.416,76.313,76.2615,76.48925,10743,2021-04-13 16:00:00
509,USDRUR_i,76.102,75.898,75.703,76.108,75.9055,75.903,75.90174999999999,75.95275000000001,10613,2021-04-13 20:00:00
510,USDRUR_i,75.899,75.896,75.838,75.992,75.91499999999999,75.90866666666666,75.9055,75.90625,1042,2021-04-14 00:00:00
511,USDRUR_i,75.902,75.738,75.564,75.936,75.75,75.746,75.744,75.785,3344,2021-04-14 04:00:00
512,USDRUR_i,75.739,75.495,75.355,75.821,75.588,75.557,75.5415,75.60249999999999,7823,2021-04-14 08:00:00
513,USDRUR_i,75.492,75.599,75.395,75.816,75.6055,75.60333333333334,75.60225,75.5755,6606,2021-04-14 12:00:00
514,USDRUR_i,75.6,75.553,75.405,75.639,75.52199999999999,75.53233333333333,75.5375,75.54925,9253,2021-04-14 16:00:00
515,USDRUR_i,75.55,75.673,75.55,75.88,75.715,75.70100000000001,75.694,75.66325,9438,2021-04-14 20:00:00
516,USDRUR_i,75.79,75.899,75.699,76.002,75.8505,75.86666666666666,75.87475,75.8475,358,2021-04-15 00:00:00
517,USDRUR_i,75.867,76.419,75.8,76.626,76.213,76.28166666666665,76.31599999999999,76.178,3221,2021-04-15 04:00:00
518,USDRUR_i,76.421,76.565,76.421,77.445,76.93299999999999,76.81033333333333,76.749,76.713,9986,2021-04-15 08:00:00
519,USDRUR_i,76.566,76.265,76.12,77.232,76.676,76.539,76.4705,76.54575,8194,2021-04-15 12:00:00
520,USDRUR_i,76.263,76.247,75.973,76.537,76.255,76.25233333333334,76.251,76.255,10222,2021-04-15 16:00:00
521,USDRUR_i,76.245,76.358,76.14,76.472,76.306,76.32333333333334,76.332,76.30375000000001,10309,2021-04-15 20:00:00
522,USDRUR_i,76.205,76.208,75.837,76.351,76.094,76.13199999999999,76.151,76.15025,586,2021-04-16 00:00:00
523,USDRUR_i,76.066,76.263,76.066,76.405,76.2355,76.24466666666667,76.24925,76.2,1756,2021-04-16 04:00:00
524,USDRUR_i,76.262,75.525,75.225,76.448,75.8365,75.73266666666667,75.68075,75.86500000000001,8182,2021-04-16 08:00:00
525,USDRUR_i,75.52,75.811,75.507,75.98,75.74350000000001,75.766,75.77725000000001,75.70450000000001,7155,2021-04-16 12:00:00
526,USDRUR_i,75.81,75.644,75.575,75.85,75.7125,75.68966666666667,75.67825,75.71975,8303,2021-04-16 16:00:00
527,USDRUR_i,75.65,75.753,75.619,75.765,75.69200000000001,75.71233333333333,75.7225,75.69675000000001,7171,2021-04-16 20:00:00
528,USDRUR_i,75.753,75.888,75.753,75.913,75.833,75.85133333333333,75.8605,75.82675,352,2021-04-19 00:00:00
529,USDRUR_i,75.888,76.041,75.712,76.187,75.9495,75.98,75.99525,75.957,1649,2021-04-19 04:00:00
530,USDRUR_i,76.035,76.155,75.893,76.305,76.099,76.11766666666666,76.12700000000001,76.09700000000001,7104,2021-04-19 08:00:00
531,USDRUR_i,76.158,76.14,75.925,76.205,76.065,76.08999999999999,76.10249999999999,76.107,6008,2021-04-19 12:00:00
532,USDRUR_i,76.143,76.233,76.045,76.33,76.1875,76.20266666666667,76.21025,76.18775,8754,2021-04-19 16:00:00
533,USDRUR_i,76.232,76.292,76.159,76.344,76.2515,76.265,76.27175,76.25675,8968,2021-04-19 20:00:00
534,USDRUR_i,76.253,76.363,76.205,76.426,76.3155,76.33133333333333,76.33924999999999,76.31175,770,2021-04-20 00:00:00
535,USDRUR_i,76.363,76.033,76.007,76.397,76.202,76.14566666666667,76.1175,76.2,2948,2021-04-20 04:00:00
536,USDRUR_i,76.032,75.95,75.835,76.12,75.97749999999999,75.96833333333332,75.96374999999999,75.98424999999999,6793,2021-04-20 08:00:00
537,USDRUR_i,75.945,76.845,75.93,76.93,76.43,76.56833333333334,76.6375,76.4125,5909,2021-04-20 12:00:00
538,USDRUR_i,76.878,76.875,76.565,76.97,76.7675,76.80333333333333,76.82124999999999,76.822,10146,2021-04-20 16:00:00
539,USDRUR_i,76.871,76.852,76.61,76.917,76.7635,76.79299999999999,76.80775,76.8125,10194,2021-04-20 20:00:00
540,USDRUR_i,76.837,76.881,76.744,77.174,76.959,76.933,76.92,76.909,616,2021-04-21 00:00:00
541,USDRUR_i,76.882,76.738,76.635,77.197,76.916,76.85666666666667,76.827,76.863,2927,2021-04-21 04:00:00
542,USDRUR_i,76.741,76.775,76.49,76.865,76.6775,76.71,76.72625,76.71775,7854,2021-04-21 08:00:00
543,USDRUR_i,76.773,76.563,76.235,76.96,76.5975,76.586,76.58024999999999,76.63274999999999,7365,2021-04-21 12:00:00
544,USDRUR_i,76.578,76.515,76.425,76.75,76.5875,76.56333333333333,76.55125,76.56700000000001,9072,2021-04-21 16:00:00
545,USDRUR_i,76.516,76.595,76.462,76.597,76.5295,76.55133333333333,76.56225,76.5425,7888,2021-04-21 20:00:00
546,USDRUR_i,76.501,76.473,76.38,76.613,76.4965,76.48866666666667,76.48475,76.49175,1001,2021-04-22 00:00:00
547,USDRUR_i,76.503,76.528,76.412,76.602,76.507,76.51400000000001,76.51750000000001,76.51125,2531,2021-04-22 04:00:00
548,USDRUR_i,76.506,76.403,76.205,76.687,76.446,76.43166666666667,76.42450000000001,76.45025000000001,7427,2021-04-22 08:00:00
549,USDRUR_i,76.405,75.684,75.335,76.439,75.887,75.81933333333333,75.7855,75.96575,7120,2021-04-22 12:00:00
550,USDRUR_i,75.69,75.283,75.14,75.817,75.4785,75.41333333333334,75.38075,75.4825,10053,2021-04-22 16:00:00
551,USDRUR_i,75.287,75.342,75.27,75.592,75.431,75.40133333333334,75.3865,75.37275,11650,2021-04-22 20:00:00
552,USDRUR_i,75.333,75.445,75.333,75.471,75.402,75.41633333333333,75.42349999999999,75.3955,910,2021-04-23 00:00:00
553,USDRUR_i,75.441,75.4,75.223,75.47,75.34649999999999,75.36433333333333,75.37325,75.3835,2936,2021-04-23 04:00:00
554,USDRUR_i,75.425,75.024,74.895,75.465,75.18,75.128,75.102,75.20225,8089,2021-04-23 08:00:00
555,USDRUR_i,75.025,74.84,74.564,75.18,74.872,74.86133333333333,74.856,74.90225000000001,6503,2021-04-23 12:00:00
556,USDRUR_i,74.833,74.884,74.701,74.978,74.83949999999999,74.85433333333333,74.86175,74.84899999999999,8385,2021-04-23 16:00:00
557,USDRUR_i,74.885,74.745,74.738,74.97,74.854,74.81766666666667,74.7995,74.8345,7979,2021-04-23 20:00:00
558,USDRUR_i,74.85,74.871,74.701,74.977,74.839,74.84966666666666,74.85499999999999,74.84975,873,2021-04-26 00:00:00
559,USDRUR_i,74.871,74.776,74.66,75.249,74.9545,74.895,74.86525,74.889,3064,2021-04-26 04:00:00
560,USDRUR_i,74.843,74.755,74.535,74.902,74.7185,74.73066666666666,74.73675,74.75875,7473,2021-04-26 08:00:00
561,USDRUR_i,74.759,74.865,74.72,75.02,74.87,74.86833333333334,74.8675,74.84100000000001,6231,2021-04-26 12:00:00
562,USDRUR_i,74.863,74.792,74.62,74.92,74.77000000000001,74.77733333333335,74.781,74.79875000000001,8325,2021-04-26 16:00:00
563,USDRUR_i,74.794,74.92,74.774,74.947,74.8605,74.88033333333334,74.89025000000001,74.85875,8079,2021-04-26 20:00:00
564,USDRUR_i,74.921,74.928,74.817,74.966,74.8915,74.90366666666667,74.90975,74.908,1435,2021-04-27 00:00:00
565,USDRUR_i,74.908,74.829,74.766,75.183,74.9745,74.926,74.90175,74.92150000000001,3028,2021-04-27 04:00:00
566,USDRUR_i,74.827,75.003,74.704,75.077,74.8905,74.928,74.94675,74.90275,7670,2021-04-27 08:00:00
567,USDRUR_i,75.005,74.795,74.705,75.035,74.87,74.84500000000001,74.83250000000001,74.885,5506,2021-04-27 12:00:00
568,USDRUR_i,74.793,74.773,74.685,74.901,74.793,74.78633333333333,74.783,74.78800000000001,7251,2021-04-27 16:00:00
569,USDRUR_i,74.765,74.902,74.765,74.944,74.8545,74.87033333333333,74.87825,74.844,6446,2021-04-27 20:00:00
570,USDRUR_i,74.903,74.775,74.63,74.935,74.7825,74.78,74.77875,74.81075,3387,2021-04-28 00:00:00
571,USDRUR_i,74.773,74.887,74.764,74.887,74.8255,74.846,74.85625,74.82775000000001,1830,2021-04-28 04:00:00
572,USDRUR_i,74.886,74.709,74.681,74.93,74.8055,74.77333333333333,74.75725,74.8015,6002,2021-04-28 08:00:00
573,USDRUR_i,74.707,74.533,74.439,74.791,74.615,74.58766666666666,74.574,74.61749999999999,5101,2021-04-28 12:00:00
574,USDRUR_i,74.53,74.627,74.503,74.687,74.595,74.60566666666666,74.611,74.58675,7343,2021-04-28 16:00:00
575,USDRUR_i,74.63,74.354,74.239,74.728,74.48349999999999,74.44033333333333,74.41874999999999,74.48774999999999,8291,2021-04-28 20:00:00
576,USDRUR_i,74.35,74.257,74.243,74.382,74.3125,74.294,74.28475,74.30799999999999,2011,2021-04-29 00:00:00
577,USDRUR_i,74.246,74.233,74.103,74.338,74.22049999999999,74.22466666666666,74.22675,74.22999999999999,2164,2021-04-29 04:00:00
578,USDRUR_i,74.236,74.172,74.102,74.513,74.3075,74.26233333333333,74.23975,74.25575,6145,2021-04-29 08:00:00
579,USDRUR_i,74.17,74.205,74.108,74.297,74.2025,74.20333333333333,74.20375,74.19500000000001,5048,2021-04-29 12:00:00
580,USDRUR_i,74.202,74.524,74.195,74.627,74.411,74.44866666666667,74.4675,74.387,8309,2021-04-29 16:00:00
581,USDRUR_i,74.525,74.597,74.44,74.654,74.547,74.56366666666666,74.57199999999999,74.554,8223,2021-04-29 20:00:00
582,USDRUR_i,74.594,74.66,74.577,74.821,74.699,74.68599999999999,74.67949999999999,74.663,212,2021-04-30 00:00:00
583,USDRUR_i,74.64,74.591,74.553,74.755,74.654,74.633,74.6225,74.63475,3453,2021-04-30 04:00:00
584,USDRUR_i,74.599,74.891,74.37,74.96,74.66499999999999,74.74033333333334,74.778,74.705,7119,2021-04-30 08:00:00
585,USDRUR_i,74.892,74.95,74.77,75.095,74.9325,74.93833333333333,74.94125,74.92675,6573,2021-04-30 12:00:00
