,GBPUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPUSD_i,1.33148,1.3355299999999999,1.32886,1.33656,1.33271,1.3336499999999998,1.33412,1.3331075,12738,2020-12-21 16:00:00
1,GBPUSD_i,1.33557,1.34604,1.33552,1.34974,1.34263,1.3437666666666666,1.344335,1.3417175,10313,2020-12-21 20:00:00
2,GBPUSD_i,1.34613,1.34083,1.34027,1.34686,1.343565,1.3426533333333335,1.3421975000000002,1.3435225000000002,5313,2020-12-22 00:00:00
3,GBPUSD_i,1.34083,1.33873,1.3378999999999999,1.34233,1.340115,1.3396533333333334,1.3394225,1.3399475,6688,2020-12-22 04:00:00
4,GBPUSD_i,1.33873,1.34101,1.33827,1.34508,1.341675,1.3414533333333332,1.3413424999999999,1.3407725,12128,2020-12-22 08:00:00
5,GBPUSD_i,1.341,1.3403800000000001,1.3360699999999999,1.34477,1.34042,1.3404066666666665,1.3403999999999998,1.340555,12063,2020-12-22 12:00:00
6,GBPUSD_i,1.3403800000000001,1.33563,1.33027,1.3413300000000001,1.3358,1.3357433333333333,1.335715,1.3369024999999999,14004,2020-12-22 16:00:00
7,GBPUSD_i,1.33563,1.33582,1.33372,1.33769,1.335705,1.3357433333333333,1.3357625,1.335715,5894,2020-12-22 20:00:00
8,GBPUSD_i,1.33589,1.33866,1.33501,1.34006,1.337535,1.33791,1.3380975,1.337405,5771,2020-12-23 00:00:00
9,GBPUSD_i,1.33866,1.34016,1.3384800000000001,1.34118,1.33983,1.3399400000000001,1.339995,1.33962,7815,2020-12-23 04:00:00
10,GBPUSD_i,1.34015,1.34171,1.34008,1.34439,1.342235,1.34206,1.3419725,1.3415825,8715,2020-12-23 08:00:00
11,GBPUSD_i,1.34176,1.34636,1.3400699999999999,1.3473899999999999,1.3437299999999999,1.3446066666666665,1.3450449999999998,1.3438949999999998,10491,2020-12-23 12:00:00
12,GBPUSD_i,1.34636,1.34821,1.34546,1.35697,1.351215,1.3502133333333333,1.3497124999999999,1.3492499999999998,18145,2020-12-23 16:00:00
13,GBPUSD_i,1.34821,1.349,1.34696,1.35159,1.349275,1.3491833333333334,1.3491375,1.34894,7677,2020-12-23 20:00:00
14,GBPUSD_i,1.34904,1.35323,1.34878,1.35493,1.351855,1.3523133333333333,1.3525425,1.351495,6385,2020-12-24 00:00:00
15,GBPUSD_i,1.35325,1.35552,1.35323,1.35617,1.3547,1.3549733333333334,1.35511,1.3545425,7284,2020-12-24 04:00:00
16,GBPUSD_i,1.35555,1.3597000000000001,1.35413,1.36062,1.357375,1.3581500000000002,1.3585375000000002,1.3575000000000002,7599,2020-12-24 08:00:00
17,GBPUSD_i,1.35968,1.35892,1.35535,1.36182,1.3585850000000002,1.3586966666666669,1.3587525,1.3589425000000002,7955,2020-12-24 12:00:00
18,GBPUSD_i,1.35881,1.3537,1.35215,1.3613,1.356725,1.3557166666666667,1.3552125,1.35649,10442,2020-12-24 16:00:00
19,GBPUSD_i,1.35369,1.35305,1.35244,1.35397,1.353205,1.3531533333333332,1.3531274999999998,1.3532875,1623,2020-12-24 20:00:00
20,GBPUSD_i,1.35446,1.35455,1.35289,1.35747,1.3551799999999998,1.3549699999999998,1.3548649999999998,1.3548424999999997,4520,2020-12-28 00:00:00
21,GBPUSD_i,1.35454,1.35718,1.35452,1.35728,1.3559,1.3563266666666667,1.3565399999999999,1.35588,3454,2020-12-28 04:00:00
22,GBPUSD_i,1.3572,1.35524,1.35433,1.35744,1.355885,1.35567,1.3555625,1.3560524999999999,6097,2020-12-28 08:00:00
23,GBPUSD_i,1.35524,1.35102,1.34729,1.35527,1.35128,1.3511933333333335,1.35115,1.352205,9801,2020-12-28 12:00:00
24,GBPUSD_i,1.35102,1.34507,1.34283,1.35344,1.348135,1.3471133333333334,1.3466025,1.34809,9784,2020-12-28 16:00:00
25,GBPUSD_i,1.34507,1.34494,1.3435000000000001,1.34615,1.3448250000000002,1.3448633333333335,1.3448825000000002,1.344915,5535,2020-12-28 20:00:00
26,GBPUSD_i,1.3449,1.34783,1.34416,1.34844,1.3463,1.3468100000000003,1.3470650000000002,1.3463325000000002,5609,2020-12-29 00:00:00
27,GBPUSD_i,1.34783,1.34855,1.3467500000000001,1.34946,1.348105,1.3482533333333333,1.3483275,1.3481475,7775,2020-12-29 04:00:00
28,GBPUSD_i,1.34851,1.34707,1.34672,1.35218,1.34945,1.3486566666666668,1.3482600000000002,1.3486200000000002,7967,2020-12-29 08:00:00
29,GBPUSD_i,1.3471600000000001,1.35019,1.3471600000000001,1.3512,1.34918,1.349516666666667,1.349685,1.3489275000000003,9329,2020-12-29 12:00:00
30,GBPUSD_i,1.3502,1.34882,1.34725,1.3520699999999999,1.34966,1.34938,1.34924,1.349585,11896,2020-12-29 16:00:00
31,GBPUSD_i,1.34882,1.34986,1.3479999999999999,1.35093,1.349465,1.3495966666666668,1.3496625,1.3494025,6476,2020-12-29 20:00:00
32,GBPUSD_i,1.34986,1.3538299999999999,1.3492199999999999,1.35409,1.351655,1.3523800000000001,1.3527425000000002,1.35175,5963,2020-12-30 00:00:00
33,GBPUSD_i,1.3538299999999999,1.35438,1.35273,1.35564,1.354185,1.3542499999999997,1.3542824999999998,1.354145,8336,2020-12-30 04:00:00
34,GBPUSD_i,1.35438,1.35766,1.35267,1.35793,1.3553000000000002,1.3560866666666669,1.3564800000000001,1.35566,9865,2020-12-30 08:00:00
35,GBPUSD_i,1.35766,1.35992,1.35714,1.36145,1.359295,1.3595033333333333,1.3596074999999999,1.3590425,9466,2020-12-30 12:00:00
36,GBPUSD_i,1.35992,1.35975,1.35716,1.36181,1.3594849999999998,1.3595733333333333,1.3596175,1.3596599999999999,12539,2020-12-30 16:00:00
37,GBPUSD_i,1.35975,1.36227,1.35975,1.36249,1.36112,1.3615033333333333,1.361695,1.361065,4829,2020-12-30 20:00:00
38,GBPUSD_i,1.36232,1.36429,1.36009,1.3648,1.3624450000000001,1.3630600000000002,1.3633675000000003,1.3628750000000003,4165,2020-12-31 00:00:00
39,GBPUSD_i,1.36428,1.3624,1.3603100000000001,1.36489,1.3626,1.3625333333333334,1.3625,1.36297,6591,2020-12-31 04:00:00
