,ASX200_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
435,ASX200_i,6740.3,6738.2,6723.2,6746.3,6734.75,6735.900000000001,6736.475,6737.0,4431,2021-03-22 16:00:00
436,ASX200_i,6738.2,6727.2,6723.2,6741.2,6732.2,6730.533333333333,6729.7,6732.45,1700,2021-03-22 20:00:00
437,ASX200_i,6726.0,6756.7,6723.0,6779.7,6751.35,6753.133333333334,6754.025000000001,6746.35,7558,2021-03-23 00:00:00
438,ASX200_i,6756.7,6729.0,6728.7,6763.7,6746.2,6740.466666666667,6737.6,6744.525000000001,6329,2021-03-23 04:00:00
439,ASX200_i,6728.0,6733.8,6719.2,6743.8,6731.5,6732.266666666666,6732.65,6731.2,5397,2021-03-23 08:00:00
440,ASX200_i,6733.8,6762.9,6728.7,6763.9,6746.299999999999,6751.833333333333,6754.6,6747.325,3418,2021-03-23 12:00:00
441,ASX200_i,6762.9,6762.9,6754.9,6778.9,6766.9,6765.566666666666,6764.9,6764.9,5560,2021-03-23 16:00:00
442,ASX200_i,6762.9,6737.9,6724.9,6763.9,6744.4,6742.233333333333,6741.15,6747.4,3500,2021-03-23 20:00:00
443,ASX200_i,6729.9,6772.7,6723.6,6778.7,6751.15,6758.333333333333,6761.925,6751.225,7431,2021-03-24 00:00:00
444,ASX200_i,6772.7,6757.9,6757.9,6793.7,6775.799999999999,6769.833333333333,6766.85,6770.55,7140,2021-03-24 04:00:00
445,ASX200_i,6758.9,6788.6,6750.9,6794.6,6772.75,6778.033333333333,6780.674999999999,6773.25,5270,2021-03-24 08:00:00
446,ASX200_i,6788.6,6782.8,6779.6,6797.8,6788.700000000001,6786.733333333334,6785.75,6787.200000000001,2913,2021-03-24 12:00:00
447,ASX200_i,6782.8,6766.8,6757.8,6792.8,6775.3,6772.466666666667,6771.05,6775.05,5534,2021-03-24 16:00:00
448,ASX200_i,6766.8,6757.8,6751.8,6772.8,6762.3,6760.8,6760.05,6762.3,3110,2021-03-24 20:00:00
449,ASX200_i,6758.3,6781.1,6757.0,6800.1,6778.55,6779.400000000001,6779.825000000001,6774.125,7696,2021-03-25 00:00:00
450,ASX200_i,6781.1,6760.3,6752.3,6792.1,6772.200000000001,6768.233333333334,6766.25,6771.450000000001,5474,2021-03-25 04:00:00
451,ASX200_i,6761.3,6772.1,6757.3,6785.1,6771.200000000001,6771.5,6771.65,6768.95,4843,2021-03-25 08:00:00
452,ASX200_i,6772.1,6753.3,6741.3,6774.1,6757.700000000001,6756.233333333334,6755.5,6760.200000000001,5306,2021-03-25 12:00:00
453,ASX200_i,6753.2,6776.3,6735.2,6794.3,6764.75,6768.599999999999,6770.525,6764.75,9745,2021-03-25 16:00:00
454,ASX200_i,6776.3,6793.3,6773.2,6800.3,6786.75,6788.933333333333,6790.025,6785.775,3472,2021-03-25 20:00:00
455,ASX200_i,6787.7,6809.4,6785.7,6830.4,6808.049999999999,6808.5,6808.725,6803.3,7458,2021-03-26 00:00:00
456,ASX200_i,6809.4,6826.7,6805.4,6827.7,6816.549999999999,6819.933333333333,6821.625,6817.299999999999,5349,2021-03-26 04:00:00
457,ASX200_i,6825.7,6809.4,6808.4,6834.7,6821.549999999999,6817.5,6815.475,6819.55,3122,2021-03-26 08:00:00
458,ASX200_i,6809.4,6813.6,6803.4,6817.6,6810.5,6811.533333333333,6812.049999999999,6811.0,2095,2021-03-26 12:00:00
459,ASX200_i,6813.6,6829.6,6813.6,6839.6,6826.6,6827.600000000001,6828.1,6824.1,3751,2021-03-26 16:00:00
460,ASX200_i,6829.6,6865.6,6815.6,6869.6,6842.6,6850.266666666667,6854.1,6845.1,2708,2021-03-26 20:00:00
461,ASX200_i,6844.7,6813.4,6807.4,6868.4,6837.9,6829.733333333333,6825.65,6833.474999999999,6375,2021-03-29 00:00:00
462,ASX200_i,6812.4,6808.4,6784.4,6813.4,6798.9,6802.066666666666,6803.65,6804.65,7588,2021-03-29 04:00:00
463,ASX200_i,6809.4,6796.4,6758.7,6811.5,6785.1,6788.866666666666,6790.75,6794.0,7461,2021-03-29 08:00:00
464,ASX200_i,6796.4,6797.4,6795.4,6811.4,6803.4,6801.399999999999,6800.4,6800.15,2285,2021-03-29 12:00:00
465,ASX200_i,6797.4,6818.6,6781.6,6821.6,6801.6,6807.266666666667,6810.1,6804.800000000001,7023,2021-03-29 16:00:00
466,ASX200_i,6819.6,6822.6,6814.6,6833.6,6824.1,6823.600000000001,6823.35,6822.6,4920,2021-03-29 20:00:00
467,ASX200_i,6825.6,6774.7,6762.6,6833.6,6798.1,6790.3,6786.400000000001,6799.125,5555,2021-03-30 00:00:00
468,ASX200_i,6774.6,6742.7,6724.7,6782.6,6753.65,6750.0,6748.175,6756.15,6960,2021-03-30 04:00:00
469,ASX200_i,6743.6,6750.7,6719.6,6761.7,6740.65,6744.0,6745.675,6743.9,4945,2021-03-30 08:00:00
470,ASX200_i,6750.7,6746.7,6743.6,6759.7,6751.65,6750.0,6749.175,6750.175,2509,2021-03-30 12:00:00
471,ASX200_i,6746.7,6778.9,6741.9,6779.9,6760.9,6766.899999999999,6769.9,6761.849999999999,5223,2021-03-30 16:00:00
472,ASX200_i,6778.9,6786.9,6769.9,6795.9,6782.9,6784.233333333333,6784.9,6782.9,3282,2021-03-30 20:00:00
473,ASX200_i,6777.3,6823.1,6764.1,6823.1,6793.6,6803.433333333334,6808.35,6796.900000000001,6498,2021-03-31 00:00:00
474,ASX200_i,6824.1,6814.1,6805.1,6857.0,6831.05,6825.400000000001,6822.575000000001,6825.075000000001,6571,2021-03-31 04:00:00
475,ASX200_i,6814.1,6770.1,6767.0,6814.1,6790.55,6783.733333333334,6780.325000000001,6791.325000000001,6123,2021-03-31 08:00:00
476,ASX200_i,6770.1,6793.1,6765.0,6795.1,6780.05,6784.400000000001,6786.575000000001,6780.825000000001,1847,2021-03-31 12:00:00
477,ASX200_i,6793.1,6809.3,6788.2,6811.3,6799.75,6802.933333333333,6804.525,6800.475,3861,2021-03-31 16:00:00
478,ASX200_i,6809.3,6805.3,6798.2,6819.3,6808.75,6807.599999999999,6807.025,6808.025,2812,2021-03-31 20:00:00
479,ASX200_i,6810.3,6798.1,6771.0,6813.3,6792.15,6794.133333333334,6795.125,6798.175,7832,2021-04-01 00:00:00
480,ASX200_i,6798.1,6821.1,6790.0,6823.1,6806.55,6811.400000000001,6813.825000000001,6808.075000000001,5691,2021-04-01 04:00:00
481,ASX200_i,6821.1,6844.1,6814.3,6844.1,6829.200000000001,6834.166666666667,6836.65,6830.9,4371,2021-04-01 08:00:00
482,ASX200_i,6844.1,6843.1,6832.0,6849.1,6840.55,6841.400000000001,6841.825000000001,6842.075000000001,1838,2021-04-01 12:00:00
483,ASX200_i,6896.0,6885.0,6865.0,6896.1,6880.55,6882.033333333333,6882.775,6885.525,3615,2021-04-06 00:00:00
484,ASX200_i,6885.1,6892.1,6866.1,6911.1,6888.6,6889.766666666667,6890.35,6888.6,8013,2021-04-06 04:00:00
485,ASX200_i,6892.1,6893.0,6871.0,6899.0,6885.0,6887.666666666667,6889.0,6888.775,6512,2021-04-06 08:00:00
486,ASX200_i,6893.0,6893.1,6885.0,6900.0,6892.5,6892.7,6892.799999999999,6892.775,2400,2021-04-06 12:00:00
487,ASX200_i,6892.1,6882.3,6879.2,6915.2,6897.2,6892.233333333334,6889.75,6892.200000000001,4493,2021-04-06 16:00:00
488,ASX200_i,6882.3,6885.3,6860.3,6886.3,6873.3,6877.3,6879.3,6878.55,2786,2021-04-06 20:00:00
489,ASX200_i,6873.2,6926.0,6871.2,6927.0,6899.1,6908.066666666667,6912.55,6899.35,4662,2021-04-07 00:00:00
490,ASX200_i,6926.0,6916.0,6881.9,6928.0,6904.95,6908.633333333334,6910.475,6912.975,6456,2021-04-07 04:00:00
491,ASX200_i,6915.0,6929.9,6906.4,6933.9,6920.15,6923.399999999999,6925.025,6921.299999999999,5154,2021-04-07 08:00:00
492,ASX200_i,6929.9,6923.9,6923.9,6942.9,6933.4,6930.233333333333,6928.65,6930.15,2900,2021-04-07 12:00:00
493,ASX200_i,6923.9,6937.1,6923.9,6952.1,6938.0,6937.7,6937.549999999999,6934.25,4937,2021-04-07 16:00:00
494,ASX200_i,6937.1,6953.1,6936.1,6955.1,6945.6,6948.100000000001,6949.35,6945.35,2859,2021-04-07 20:00:00
495,ASX200_i,6946.2,6984.9,6944.2,6991.9,6968.049999999999,6973.666666666667,6976.475,6966.8,4631,2021-04-08 00:00:00
496,ASX200_i,6984.9,6975.9,6973.9,7007.9,6990.9,6985.899999999999,6983.4,6985.65,5927,2021-04-08 04:00:00
497,ASX200_i,6975.9,6964.9,6961.9,7000.9,6981.4,6975.899999999999,6973.15,6975.9,5334,2021-04-08 08:00:00
498,ASX200_i,6964.9,6956.9,6954.9,6967.9,6961.4,6959.899999999999,6959.15,6961.15,1971,2021-04-08 12:00:00
499,ASX200_i,6957.9,6965.1,6943.1,6970.1,6956.6,6959.433333333334,6960.85,6959.050000000001,3599,2021-04-08 16:00:00
500,ASX200_i,6965.1,6967.1,6958.1,6973.1,6965.6,6966.100000000001,6966.35,6965.85,1536,2021-04-08 20:00:00
501,ASX200_i,6981.3,6963.0,6955.0,6990.3,6972.65,6969.433333333333,6967.825,6972.4,4564,2021-04-09 00:00:00
502,ASX200_i,6963.0,6979.0,6954.0,6984.0,6969.0,6972.333333333333,6974.0,6970.0,5231,2021-04-09 04:00:00
503,ASX200_i,6979.0,6988.0,6976.0,6998.0,6987.0,6987.333333333333,6987.5,6985.25,4666,2021-04-09 08:00:00
504,ASX200_i,6988.0,6976.0,6975.0,7001.0,6988.0,6984.0,6982.0,6985.0,2825,2021-04-09 12:00:00
505,ASX200_i,6976.0,6978.2,6962.2,6986.2,6974.2,6975.533333333333,6976.2,6975.65,3764,2021-04-09 16:00:00
506,ASX200_i,6978.2,6998.2,6977.2,6998.2,6987.7,6991.2,6992.95,6987.95,1463,2021-04-09 20:00:00
507,ASX200_i,6997.4,6977.1,6952.1,6997.4,6974.75,6975.533333333333,6975.924999999999,6981.0,5177,2021-04-12 00:00:00
508,ASX200_i,6976.1,6960.1,6949.1,6977.1,6963.1,6962.100000000001,6961.6,6965.6,5278,2021-04-12 04:00:00
509,ASX200_i,6960.1,6964.1,6953.1,6972.5,6962.8,6963.233333333334,6963.450000000001,6962.450000000001,5451,2021-04-12 08:00:00
510,ASX200_i,6963.1,6971.1,6963.1,6975.1,6969.1,6969.766666666667,6970.1,6968.1,2619,2021-04-12 12:00:00
511,ASX200_i,6971.1,6971.3,6955.3,6977.3,6966.3,6967.966666666667,6968.8,6968.75,4150,2021-04-12 16:00:00
512,ASX200_i,6970.3,6981.3,6959.3,6981.3,6970.3,6973.966666666667,6975.8,6973.05,2475,2021-04-12 20:00:00
513,ASX200_i,6973.4,6978.1,6972.4,6993.1,6982.75,6981.2,6980.424999999999,6979.25,3565,2021-04-13 00:00:00
514,ASX200_i,6978.1,6965.1,6963.1,6993.1,6978.1,6973.766666666667,6971.6,6974.85,4808,2021-04-13 04:00:00
515,ASX200_i,6965.1,6968.1,6954.1,6977.1,6965.6,6966.433333333334,6966.85,6966.1,5196,2021-04-13 08:00:00
516,ASX200_i,6969.1,6977.1,6948.1,6978.1,6963.1,6967.766666666667,6970.1,6968.1,4278,2021-04-13 12:00:00
517,ASX200_i,6978.1,6974.3,6967.3,6989.3,6978.3,6976.966666666667,6976.3,6977.25,4523,2021-04-13 16:00:00
518,ASX200_i,6974.3,6990.3,6972.3,6992.3,6982.3,6984.966666666667,6986.3,6982.3,2246,2021-04-13 20:00:00
519,ASX200_i,6984.4,6989.1,6971.4,6997.1,6984.25,6985.866666666666,6986.674999999999,6985.5,3377,2021-04-14 00:00:00
520,ASX200_i,6989.1,7015.1,6983.1,7018.1,7000.6,7005.433333333334,7007.85,7001.35,5489,2021-04-14 04:00:00
521,ASX200_i,7015.1,7007.1,7001.1,7022.1,7011.6,7010.100000000001,7009.35,7011.35,4694,2021-04-14 08:00:00
522,ASX200_i,7007.1,6995.1,6994.1,7009.1,7001.6,6999.433333333334,6998.35,7001.35,2009,2021-04-14 12:00:00
523,ASX200_i,6995.1,6997.3,6987.3,7003.3,6995.3,6995.966666666667,6996.3,6995.75,3714,2021-04-14 16:00:00
524,ASX200_i,6997.3,6968.3,6963.3,6998.3,6980.8,6976.633333333334,6974.55,6981.8,4074,2021-04-14 20:00:00
525,ASX200_i,6975.4,6994.2,6960.4,6999.1,6979.75,6984.566666666667,6986.975,6982.275,3723,2021-04-15 00:00:00
526,ASX200_i,6994.2,7063.1,6990.1,7063.1,7026.6,7038.766666666667,7044.85,7027.625000000001,6123,2021-04-15 04:00:00
527,ASX200_i,7062.1,7075.1,7049.1,7083.1,7066.1,7069.100000000001,7070.6,7067.35,5776,2021-04-15 08:00:00
528,ASX200_i,7074.1,7069.1,7067.1,7087.1,7077.1,7074.433333333334,7073.1,7074.35,3163,2021-04-15 12:00:00
529,ASX200_i,7069.1,7071.3,7058.3,7076.3,7067.3,7068.633333333334,7069.3,7068.75,4158,2021-04-15 16:00:00
530,ASX200_i,7071.3,7064.3,7061.3,7073.3,7067.3,7066.3,7065.8,7067.55,2488,2021-04-15 20:00:00
531,ASX200_i,7068.1,7040.8,7037.8,7077.1,7057.450000000001,7051.900000000001,7049.125,7055.950000000001,3878,2021-04-16 00:00:00
532,ASX200_i,7040.8,7052.8,7019.8,7055.8,7037.8,7042.8,7045.3,7042.3,6018,2021-04-16 04:00:00
533,ASX200_i,7052.8,7060.8,7036.8,7063.8,7050.3,7053.8,7055.55,7053.55,4193,2021-04-16 08:00:00
534,ASX200_i,7060.8,7067.8,7055.8,7071.8,7063.8,7065.133333333334,7065.8,7064.05,2672,2021-04-16 12:00:00
535,ASX200_i,7067.8,7079.0,7061.0,7083.0,7072.0,7074.333333333333,7075.5,7072.7,4229,2021-04-16 16:00:00
536,ASX200_i,7079.0,7091.9,7073.0,7093.9,7083.45,7086.266666666666,7087.674999999999,7084.45,1548,2021-04-16 20:00:00
537,ASX200_i,7078.9,7081.6,7053.6,7086.6,7070.1,7073.933333333334,7075.85,7075.175000000001,4021,2021-04-19 00:00:00
538,ASX200_i,7081.6,7066.6,7060.6,7087.6,7074.1,7071.600000000001,7070.35,7074.1,5606,2021-04-19 04:00:00
539,ASX200_i,7066.6,7064.6,7053.6,7077.6,7065.6,7065.266666666667,7065.1,7065.6,4371,2021-04-19 08:00:00
540,ASX200_i,7064.6,7061.6,7058.6,7071.6,7065.1,7063.933333333334,7063.35,7064.1,2696,2021-04-19 12:00:00
541,ASX200_i,7061.6,7029.8,7023.8,7065.8,7044.8,7039.8,7037.3,7045.25,6081,2021-04-19 16:00:00
542,ASX200_i,7029.8,7039.8,7027.8,7042.8,7035.3,7036.8,7037.55,7035.05,3800,2021-04-19 20:00:00
543,ASX200_i,7038.9,7025.6,7013.6,7049.8,7031.700000000001,7029.666666666667,7028.65,7031.975,4236,2021-04-20 00:00:00
544,ASX200_i,7025.6,7004.6,7004.6,7040.6,7022.6,7016.600000000001,7013.6,7018.85,6621,2021-04-20 04:00:00
545,ASX200_i,7004.6,6980.6,6977.6,7019.6,6998.6,6992.600000000001,6989.6,6995.6,5292,2021-04-20 08:00:00
546,ASX200_i,6981.6,6960.6,6951.6,6981.6,6966.6,6964.600000000001,6963.6,6968.85,4373,2021-04-20 12:00:00
547,ASX200_i,6960.6,6936.8,6917.8,6967.8,6942.8,6940.8,6939.8,6945.75,6622,2021-04-20 16:00:00
548,ASX200_i,6935.8,6939.8,6931.8,6949.8,6940.8,6940.466666666667,6940.3,6939.3,3057,2021-04-20 20:00:00
549,ASX200_i,6939.8,6941.5,6926.5,6958.5,6942.5,6942.166666666667,6942.0,6941.575,5038,2021-04-21 00:00:00
550,ASX200_i,6941.5,6960.6,6891.5,6962.6,6927.05,6938.233333333334,6943.825000000001,6939.05,8016,2021-04-21 04:00:00
551,ASX200_i,6960.6,6988.6,6953.5,7007.6,6980.55,6983.233333333334,6984.575000000001,6977.575000000001,7271,2021-04-21 08:00:00
552,ASX200_i,6988.6,6973.6,6971.5,6994.6,6983.05,6979.900000000001,6978.325000000001,6982.075000000001,3816,2021-04-21 12:00:00
553,ASX200_i,6973.6,7012.7,6973.5,7019.7,6996.6,7001.966666666667,7004.650000000001,6994.875,5287,2021-04-21 16:00:00
554,ASX200_i,7012.7,7027.8,7008.7,7028.7,7018.7,7021.733333333334,7023.25,7019.475,2966,2021-04-21 20:00:00
555,ASX200_i,7018.8,6984.6,6982.5,7026.5,7004.5,6997.866666666666,6994.549999999999,7003.099999999999,4397,2021-04-22 00:00:00
556,ASX200_i,6984.6,7028.6,6981.6,7030.5,7006.05,7013.566666666667,7017.325000000001,7006.325000000001,8193,2021-04-22 04:00:00
557,ASX200_i,7028.6,7035.6,7024.5,7049.6,7037.05,7036.566666666667,7036.325000000001,7034.575000000001,5742,2021-04-22 08:00:00
558,ASX200_i,7035.6,7042.6,7030.5,7049.6,7040.05,7040.900000000001,7041.325000000001,7039.575000000001,2932,2021-04-22 12:00:00
559,ASX200_i,7042.6,7061.7,7031.7,7065.7,7048.7,7053.033333333333,7055.2,7050.424999999999,5756,2021-04-22 16:00:00
560,ASX200_i,7061.7,7023.7,7014.7,7061.8,7038.25,7033.400000000001,7030.975,7040.475,7436,2021-04-22 20:00:00
561,ASX200_i,7023.8,7049.6,7008.8,7051.5,7030.15,7036.633333333334,7039.875,7033.425,4491,2021-04-23 00:00:00
562,ASX200_i,7049.6,7038.6,7028.5,7052.6,7040.55,7039.900000000001,7039.575000000001,7042.325000000001,5707,2021-04-23 04:00:00
563,ASX200_i,7038.6,7047.6,7034.5,7056.6,7045.55,7046.233333333334,7046.575000000001,7044.325000000001,4697,2021-04-23 08:00:00
564,ASX200_i,7047.6,7031.6,7027.5,7048.6,7038.05,7035.900000000001,7034.825000000001,7038.825000000001,3179,2021-04-23 12:00:00
565,ASX200_i,7031.6,7065.7,7031.5,7067.8,7049.65,7055.0,7057.675,7049.15,5156,2021-04-23 16:00:00
566,ASX200_i,7065.7,7056.7,7052.7,7071.8,7062.25,7060.400000000001,7059.475,7061.725,2831,2021-04-23 20:00:00
567,ASX200_i,7049.9,7045.7,7035.9,7066.7,7051.299999999999,7049.433333333333,7048.5,7049.549999999999,4825,2021-04-26 00:00:00
568,ASX200_i,7045.7,7044.7,7035.6,7058.7,7047.15,7046.333333333333,7045.925,7046.175,5663,2021-04-26 04:00:00
569,ASX200_i,7044.7,7035.7,7027.1,7047.7,7037.4,7036.833333333333,7036.55,7038.8,5323,2021-04-26 08:00:00
570,ASX200_i,7034.6,7027.7,7026.7,7037.7,7032.2,7030.7,7029.95,7031.674999999999,2952,2021-04-26 12:00:00
571,ASX200_i,7027.7,7042.9,7024.6,7048.8,7036.700000000001,7038.766666666667,7039.800000000001,7036.000000000001,4161,2021-04-26 16:00:00
572,ASX200_i,7042.8,7049.8,7038.8,7052.8,7045.8,7047.133333333334,7047.8,7046.05,2205,2021-04-26 20:00:00
573,ASX200_i,7045.8,7021.6,7012.5,7055.6,7034.05,7029.900000000001,7027.825000000001,7033.875,3887,2021-04-27 00:00:00
574,ASX200_i,7021.6,7022.6,6996.5,7022.6,7009.55,7013.900000000001,7016.075000000001,7015.825000000001,4719,2021-04-27 04:00:00
575,ASX200_i,7022.6,7037.6,7014.8,7039.6,7027.200000000001,7030.666666666667,7032.4,7028.65,5141,2021-04-27 08:00:00
576,ASX200_i,7037.6,7019.6,7019.5,7040.6,7030.05,7026.566666666667,7024.825000000001,7029.325000000001,4440,2021-04-27 12:00:00
577,ASX200_i,7020.5,7029.7,7012.7,7035.8,7024.25,7026.066666666667,7026.975,7024.675,5017,2021-04-27 16:00:00
578,ASX200_i,7028.7,7040.7,7028.7,7045.8,7037.25,7038.400000000001,7038.975,7035.975,2190,2021-04-27 20:00:00
579,ASX200_i,7037.8,7029.6,7023.5,7045.8,7034.65,7032.966666666667,7032.125,7034.175,4001,2021-04-28 00:00:00
580,ASX200_i,7028.6,7054.5,7022.6,7071.6,7047.1,7049.566666666667,7050.8,7044.325000000001,6943,2021-04-28 04:00:00
581,ASX200_i,7054.5,7062.5,7051.5,7066.8,7059.15,7060.266666666666,7060.825,7058.825,4700,2021-04-28 08:00:00
582,ASX200_i,7062.5,7068.5,7056.5,7069.5,7063.0,7064.833333333333,7065.75,7064.25,2518,2021-04-28 12:00:00
583,ASX200_i,7069.5,7080.7,7065.5,7086.7,7076.1,7077.633333333334,7078.400000000001,7075.6,3971,2021-04-28 16:00:00
584,ASX200_i,7080.7,7077.7,7069.7,7088.7,7079.2,7078.7,7078.45,7079.2,3736,2021-04-28 20:00:00
585,ASX200_i,7079.4,7061.5,7059.5,7092.5,7076.0,7071.166666666667,7068.75,7073.225,2888,2021-04-29 00:00:00
586,ASX200_i,7061.5,7072.6,7060.5,7089.6,7075.05,7074.233333333334,7073.825000000001,7071.05,5212,2021-04-29 04:00:00
587,ASX200_i,7071.6,7089.6,7068.6,7095.6,7082.1,7084.600000000001,7085.85,7081.35,4606,2021-04-29 08:00:00
588,ASX200_i,7089.6,7089.6,7079.5,7094.6,7087.05,7087.900000000001,7088.325000000001,7088.325000000001,2868,2021-04-29 12:00:00
589,ASX200_i,7088.5,7053.8,7039.7,7094.6,7067.15,7062.7,7060.474999999999,7069.15,6778,2021-04-29 16:00:00
590,ASX200_i,7053.8,7069.8,7050.7,7074.7,7062.7,7065.066666666667,7066.25,7062.25,2975,2021-04-29 20:00:00
591,ASX200_i,7060.9,7028.6,7020.6,7062.9,7041.75,7037.366666666666,7035.174999999999,7043.25,4767,2021-04-30 00:00:00
592,ASX200_i,7028.6,7012.6,7011.6,7038.6,7025.1,7020.933333333334,7018.85,7022.85,5017,2021-04-30 04:00:00
593,ASX200_i,7012.6,7023.6,7002.6,7039.6,7021.1,7021.933333333334,7022.35,7019.6,4972,2021-04-30 08:00:00
594,ASX200_i,7023.6,7025.6,7002.6,7030.6,7016.6,7019.600000000001,7021.1,7020.6,3444,2021-04-30 12:00:00
595,ASX200_i,7025.6,7014.8,7007.8,7037.8,7022.8,7020.133333333334,7018.8,7021.5,6534,2021-04-30 16:00:00
596,ASX200_i,7014.8,7012.8,6999.8,7019.8,7009.8,7010.8,7011.3,7011.8,3326,2021-04-30 20:00:00
597,ASX200_i,7014.8,7050.5,7014.8,7058.5,7036.65,7041.266666666666,7043.575,7034.65,3732,2021-05-03 00:00:00
598,ASX200_i,7049.5,7024.5,7014.5,7053.5,7034.0,7030.833333333333,7029.25,7035.5,5758,2021-05-03 04:00:00
599,ASX200_i,7025.5,7026.5,7014.8,7041.5,7028.15,7027.599999999999,7027.325,7027.075,4550,2021-05-03 08:00:00
600,ASX200_i,7027.5,7027.5,7004.6,7037.5,7021.05,7023.2,7024.275,7024.275,3223,2021-05-03 12:00:00
601,ASX200_i,7028.5,7038.7,7025.7,7040.7,7033.2,7035.033333333333,7035.95,7033.4,4476,2021-05-03 16:00:00
602,ASX200_i,7038.7,7039.7,7029.7,7043.7,7036.7,7037.7,7038.2,7037.95,1876,2021-05-03 20:00:00
603,ASX200_i,7030.8,7040.5,7024.8,7051.6,7038.200000000001,7038.966666666667,7039.35,7036.925,3507,2021-05-04 00:00:00
604,ASX200_i,7040.5,7056.5,7024.5,7062.5,7043.5,7047.833333333333,7050.0,7046.0,5633,2021-05-04 04:00:00
605,ASX200_i,7056.5,7069.5,7047.8,7069.5,7058.65,7062.266666666666,7064.075,7060.825,5779,2021-05-04 08:00:00
606,ASX200_i,7068.5,7042.5,7039.5,7083.5,7061.5,7055.166666666667,7052.0,7058.5,5193,2021-05-04 12:00:00
607,ASX200_i,7042.5,7013.7,7002.7,7057.7,7030.2,7024.7,7021.95,7029.15,10206,2021-05-04 16:00:00
608,ASX200_i,7013.7,7034.7,7011.7,7035.7,7023.7,7027.366666666666,7029.2,7023.95,4800,2021-05-04 20:00:00
609,ASX200_i,7025.4,7080.2,7022.4,7081.1,7051.75,7061.233333333334,7065.975,7052.275,4441,2021-05-05 00:00:00
610,ASX200_i,7080.2,7101.1,7077.1,7114.2,7095.65,7097.466666666667,7098.375,7093.150000000001,5899,2021-05-05 04:00:00
611,ASX200_i,7101.1,7094.1,7074.8,7102.1,7088.450000000001,7090.333333333333,7091.275,7093.025,5998,2021-05-05 08:00:00
612,ASX200_i,7095.1,7091.1,7085.1,7100.1,7092.6,7092.100000000001,7091.85,7092.85,2637,2021-05-05 12:00:00
613,ASX200_i,7091.1,7110.3,7080.3,7118.3,7099.3,7102.966666666667,7104.8,7100.0,5596,2021-05-05 16:00:00
614,ASX200_i,7110.3,7102.3,7088.3,7116.3,7102.3,7102.3,7102.3,7104.3,3367,2021-05-05 20:00:00
615,ASX200_i,7091.4,7063.1,7061.1,7115.1,7088.1,7079.766666666667,7075.6,7082.675000000001,4897,2021-05-06 00:00:00
616,ASX200_i,7063.1,7035.2,7032.1,7066.1,7049.1,7044.466666666667,7042.150000000001,7049.125,8893,2021-05-06 04:00:00
617,ASX200_i,7035.2,7056.2,7035.2,7066.2,7050.7,7052.533333333333,7053.45,7048.2,5904,2021-05-06 08:00:00
618,ASX200_i,7056.2,7060.2,7040.1,7063.2,7051.65,7054.5,7055.925,7054.925,4890,2021-05-06 12:00:00
619,ASX200_i,7060.1,7058.3,7029.4,7066.4,7047.9,7051.366666666666,7053.099999999999,7053.549999999999,7765,2021-05-06 16:00:00
620,ASX200_i,7057.3,7065.4,7039.3,7067.4,7053.35,7057.366666666666,7059.375,7057.349999999999,4796,2021-05-06 20:00:00
621,ASX200_i,7062.0,7074.8,7041.7,7076.7,7059.2,7064.400000000001,7067.0,7063.8,4837,2021-05-07 00:00:00
622,ASX200_i,7075.7,7073.8,7069.7,7091.7,7080.7,7078.400000000001,7077.25,7077.725,5604,2021-05-07 04:00:00
623,ASX200_i,7072.8,7084.8,7062.7,7084.8,7073.75,7077.433333333333,7079.275,7076.275,4612,2021-05-07 08:00:00
624,ASX200_i,7084.8,7069.8,7060.7,7091.8,7076.25,7074.099999999999,7073.025,7076.775,3318,2021-05-07 12:00:00
625,ASX200_i,7070.7,7089.0,7061.7,7097.0,7079.35,7082.566666666667,7084.175,7079.6,5269,2021-05-07 16:00:00
626,ASX200_i,7089.0,7081.0,7077.9,7095.0,7086.45,7084.633333333334,7083.725,7085.725,3125,2021-05-07 20:00:00
627,ASX200_i,7069.0,7130.7,7064.0,7142.7,7103.35,7112.466666666667,7117.025000000001,7101.6,4761,2021-05-10 00:00:00
628,ASX200_i,7131.7,7144.7,7129.7,7164.7,7147.2,7146.366666666666,7145.95,7142.7,5314,2021-05-10 04:00:00
629,ASX200_i,7145.7,7140.7,7138.7,7167.7,7153.2,7149.033333333333,7146.95,7148.2,5189,2021-05-10 08:00:00
630,ASX200_i,7140.7,7134.7,7132.7,7143.7,7138.2,7137.033333333333,7136.45,7137.95,2033,2021-05-10 12:00:00
631,ASX200_i,7134.7,7144.9,7130.7,7153.9,7142.299999999999,7143.166666666667,7143.6,7141.05,4880,2021-05-10 16:00:00
632,ASX200_i,7144.9,7107.9,7104.9,7148.9,7126.9,7120.566666666666,7117.4,7126.65,4459,2021-05-10 20:00:00
633,ASX200_i,7110.1,7108.8,7104.1,7140.8,7122.450000000001,7117.900000000001,7115.625,7115.950000000001,4289,2021-05-11 00:00:00
634,ASX200_i,7108.8,7086.8,7068.8,7124.8,7096.8,7093.466666666667,7091.8,7097.3,6460,2021-05-11 04:00:00
635,ASX200_i,7087.8,7040.8,7036.8,7098.8,7067.8,7058.8,7054.3,7066.05,8482,2021-05-11 08:00:00
636,ASX200_i,7040.8,7023.8,7021.8,7054.8,7038.3,7033.466666666667,7031.05,7035.3,5910,2021-05-11 12:00:00
