,ASX200_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
16,ASX200_i,6693.5,6677.7,6670.5,6695.5,6683.0,6681.233333333334,6680.35,6684.3,4994,2020-12-08 04:00:00
17,ASX200_i,6675.7,6676.5,6667.4,6689.5,6678.45,6677.8,6677.475,6677.275000000001,4693,2020-12-08 08:00:00
18,ASX200_i,6676.5,6679.5,6660.4,6681.5,6670.95,6673.8,6675.225,6674.475,5003,2020-12-08 12:00:00
19,ASX200_i,6679.5,6704.7,6670.5,6708.6,6689.55,6694.599999999999,6697.125,6690.825,5152,2020-12-08 16:00:00
20,ASX200_i,6704.7,6716.6,6703.6,6722.6,6713.1,6714.266666666667,6714.85,6711.875000000001,3075,2020-12-08 20:00:00
21,ASX200_i,6720.4,6725.4,6718.5,6740.4,6729.45,6728.099999999999,6727.424999999999,6726.174999999999,3785,2020-12-09 00:00:00
22,ASX200_i,6725.4,6720.7,6718.7,6744.5,6731.6,6727.966666666667,6726.150000000001,6727.325000000001,4842,2020-12-09 04:00:00
23,ASX200_i,6722.7,6715.4,6713.4,6734.5,6723.95,6721.099999999999,6719.674999999999,6721.5,6102,2020-12-09 08:00:00
24,ASX200_i,6715.4,6699.5,6696.4,6719.5,6707.95,6705.133333333334,6703.725,6707.700000000001,3257,2020-12-09 12:00:00
25,ASX200_i,6699.5,6696.6,6688.6,6703.7,6696.15,6696.3,6696.375,6697.1,6188,2020-12-09 16:00:00
26,ASX200_i,6696.6,6696.6,6670.6,6702.6,6686.6,6689.933333333334,6691.6,6691.6,6561,2020-12-09 20:00:00
27,ASX200_i,6710.5,6688.5,6679.4,6711.5,6695.45,6693.133333333334,6691.975,6697.475,4637,2020-12-10 00:00:00
28,ASX200_i,6688.5,6678.7,6674.4,6696.5,6685.45,6683.2,6682.075,6684.525,5061,2020-12-10 04:00:00
29,ASX200_i,6677.7,6673.4,6670.4,6684.4,6677.4,6676.066666666666,6675.4,6676.474999999999,4752,2020-12-10 08:00:00
30,ASX200_i,6673.4,6641.4,6637.4,6681.4,6659.4,6653.399999999999,6650.4,6658.4,5086,2020-12-10 12:00:00
31,ASX200_i,6641.4,6654.6,6638.4,6678.6,6658.5,6657.2,6656.549999999999,6653.25,8318,2020-12-10 16:00:00
32,ASX200_i,6654.6,6646.6,6639.6,6660.6,6650.1,6648.933333333334,6648.35,6650.35,4318,2020-12-10 20:00:00
33,ASX200_i,6648.3,6664.3,6648.3,6670.2,6659.25,6660.933333333333,6661.775,6657.775,4115,2020-12-11 00:00:00
34,ASX200_i,6664.3,6624.5,6623.5,6664.3,6643.9,6637.433333333333,6634.2,6644.15,5772,2020-12-11 04:00:00
35,ASX200_i,6622.5,6602.3,6592.3,6638.3,6615.3,6610.966666666667,6608.8,6613.85,6326,2020-12-11 08:00:00
36,ASX200_i,6602.3,6597.3,6580.2,6609.3,6594.75,6595.599999999999,6596.025,6597.275,6605,2020-12-11 12:00:00
37,ASX200_i,6597.3,6599.4,6589.4,6621.5,6605.45,6603.433333333333,6602.424999999999,6601.9,6449,2020-12-11 16:00:00
38,ASX200_i,6599.4,6628.4,6597.4,6628.5,6612.95,6618.099999999999,6620.674999999999,6613.424999999999,2877,2020-12-11 20:00:00
39,ASX200_i,6650.3,6673.3,6643.2,6678.3,6660.75,6664.933333333333,6667.025,6661.275,5704,2020-12-14 00:00:00
40,ASX200_i,6673.3,6649.5,6645.5,6692.3,6668.9,6662.433333333333,6659.2,6665.15,6181,2020-12-14 04:00:00
41,ASX200_i,6648.5,6674.3,6646.5,6676.3,6661.4,6665.7,6667.849999999999,6661.4,6277,2020-12-14 08:00:00
42,ASX200_i,6674.3,6670.3,6668.2,6690.3,6679.25,6676.266666666666,6674.775,6675.775,3616,2020-12-14 12:00:00
43,ASX200_i,6670.3,6660.5,6656.4,6685.5,6670.95,6667.466666666667,6665.725,6668.175,5805,2020-12-14 16:00:00
44,ASX200_i,6660.5,6642.4,6638.4,6665.5,6651.95,6648.766666666666,6647.174999999999,6651.7,3721,2020-12-14 20:00:00
45,ASX200_i,6639.3,6639.3,6621.2,6650.3,6635.75,6636.933333333333,6637.525,6637.525,6196,2020-12-15 00:00:00
46,ASX200_i,6639.3,6637.5,6622.2,6646.3,6634.25,6635.333333333333,6635.875,6636.325,7045,2020-12-15 04:00:00
47,ASX200_i,6638.5,6670.1,6627.5,6677.1,6652.3,6658.233333333334,6661.200000000001,6653.3,4932,2020-12-15 08:00:00
48,ASX200_i,6670.1,6668.1,6653.0,6671.1,6662.05,6664.066666666667,6665.075000000001,6665.575000000001,3493,2020-12-15 12:00:00
49,ASX200_i,6669.0,6669.3,6650.3,6671.3,6660.8,6663.633333333334,6665.05,6664.975,5427,2020-12-15 16:00:00
50,ASX200_i,6669.3,6681.2,6666.3,6685.3,6675.8,6677.599999999999,6678.5,6675.525,1778,2020-12-15 20:00:00
51,ASX200_i,6689.1,6709.1,6688.0,6715.1,6701.55,6704.066666666667,6705.325000000001,6700.325000000001,5391,2020-12-16 00:00:00
52,ASX200_i,6709.1,6675.3,6671.3,6720.0,6695.65,6688.866666666666,6685.474999999999,6693.924999999999,5085,2020-12-16 04:00:00
53,ASX200_i,6674.3,6698.0,6672.1,6700.1,6686.1,6690.066666666667,6692.05,6686.125,4621,2020-12-16 08:00:00
