,ETHUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,ETHUSD_i,1594.99,1604.09,1571.19,1611.09,1591.1399999999999,1595.4566666666667,1597.615,1595.34,103378,2021-03-25 16:00:00
1,ETHUSD_i,1604.09,1602.69,1600.19,1619.19,1609.69,1607.3566666666666,1606.19,1606.54,51079,2021-03-25 20:00:00
2,ETHUSD_i,1609.29,1625.29,1578.79,1627.48,1603.135,1610.5199999999998,1614.2124999999999,1610.2124999999999,58699,2021-03-26 00:00:00
3,ETHUSD_i,1625.29,1621.79,1610.49,1625.79,1618.1399999999999,1619.3566666666666,1619.965,1620.84,35760,2021-03-26 04:00:00
4,ETHUSD_i,1621.79,1617.39,1612.09,1636.29,1624.19,1621.9233333333334,1620.7900000000002,1621.89,30614,2021-03-26 08:00:00
5,ETHUSD_i,1617.39,1646.99,1611.83,1649.09,1630.46,1635.97,1638.725,1631.325,39666,2021-03-26 12:00:00
6,ETHUSD_i,1646.99,1662.29,1633.29,1666.79,1650.04,1654.1233333333332,1656.165,1652.34,50177,2021-03-26 16:00:00
7,ETHUSD_i,1662.29,1664.99,1652.09,1673.69,1662.8899999999999,1663.59,1663.9399999999998,1663.2649999999999,31406,2021-03-26 20:00:00
8,ETHUSD_i,1674.29,1684.19,1671.28,1691.39,1681.335,1682.2866666666669,1682.7625000000003,1680.2875000000001,28865,2021-03-29 00:00:00
9,ETHUSD_i,1684.19,1695.09,1676.29,1700.89,1688.5900000000001,1690.756666666667,1691.8400000000001,1689.1150000000002,29596,2021-03-29 04:00:00
10,ETHUSD_i,1695.09,1737.73,1684.29,1742.09,1713.19,1721.3700000000001,1725.46,1714.8000000000002,36531,2021-03-29 08:00:00
11,ETHUSD_i,1737.69,1776.29,1737.69,1787.49,1762.5900000000001,1767.1566666666668,1769.44,1759.79,63456,2021-03-29 12:00:00
12,ETHUSD_i,1776.29,1805.89,1761.43,1808.09,1784.76,1791.8033333333333,1795.325,1787.925,58595,2021-03-29 16:00:00
13,ETHUSD_i,1805.89,1807.39,1802.23,1838.09,1820.1599999999999,1815.9033333333334,1813.775,1813.4,63305,2021-03-29 20:00:00
14,ETHUSD_i,1808.59,1810.79,1799.39,1827.99,1813.69,1812.7233333333334,1812.24,1811.69,32173,2021-03-30 00:00:00
15,ETHUSD_i,1810.79,1804.79,1787.89,1813.08,1800.4850000000001,1801.92,1802.6375,1804.1375,42797,2021-03-30 04:00:00
16,ETHUSD_i,1804.79,1814.69,1798.79,1824.99,1811.8899999999999,1812.823333333333,1813.29,1810.8149999999998,43250,2021-03-30 08:00:00
17,ETHUSD_i,1814.69,1843.59,1811.79,1851.88,1831.835,1835.7533333333333,1837.7125,1830.4875000000002,48780,2021-03-30 12:00:00
18,ETHUSD_i,1843.59,1831.99,1828.69,1847.29,1837.99,1835.99,1834.99,1837.89,41418,2021-03-30 16:00:00
19,ETHUSD_i,1831.99,1841.09,1831.99,1860.09,1846.04,1844.39,1843.565,1841.29,36502,2021-03-30 20:00:00
20,ETHUSD_i,1846.19,1860.09,1839.29,1860.49,1849.8899999999999,1853.29,1854.99,1851.5149999999999,27400,2021-03-31 00:00:00
21,ETHUSD_i,1860.09,1825.79,1812.53,1864.09,1838.31,1834.1366666666665,1832.05,1840.625,42959,2021-03-31 04:00:00
22,ETHUSD_i,1825.79,1807.59,1772.28,1857.59,1814.935,1812.4866666666667,1811.2625,1815.8125,78917,2021-03-31 08:00:00
23,ETHUSD_i,1807.48,1815.59,1785.08,1819.49,1802.2849999999999,1806.72,1808.9375,1806.9099999999999,61420,2021-03-31 12:00:00
24,ETHUSD_i,1815.59,1844.79,1814.29,1858.89,1836.5900000000001,1839.3233333333335,1840.69,1833.39,54237,2021-03-31 16:00:00
25,ETHUSD_i,1844.79,1938.69,1843.79,1939.49,1891.6399999999999,1907.323333333333,1915.165,1891.6899999999998,79910,2021-03-31 20:00:00
26,ETHUSD_i,1929.29,1930.79,1902.29,1937.43,1919.8600000000001,1923.5033333333333,1925.325,1924.95,52440,2021-04-01 00:00:00
27,ETHUSD_i,1930.69,1914.49,1902.98,1941.99,1922.4850000000001,1919.82,1918.4875,1922.5375,48118,2021-04-01 04:00:00
28,ETHUSD_i,1914.49,1941.88,1907.09,1966.39,1936.74,1938.4533333333336,1939.3100000000002,1932.4625,69644,2021-04-01 08:00:00
29,ETHUSD_i,1941.79,1921.89,1907.09,1954.79,1930.94,1927.9233333333334,1926.4150000000002,1931.39,68960,2021-04-01 12:00:00
30,ETHUSD_i,1921.89,1945.38,1920.38,1956.49,1938.435,1940.75,1941.9075,1936.035,67669,2021-04-01 16:00:00
31,ETHUSD_i,1945.38,1968.49,1887.19,1981.09,1934.1399999999999,1945.59,1951.3149999999998,1945.5375,110632,2021-04-01 20:00:00
32,ETHUSD_i,1992.59,2004.49,1987.93,2008.89,1998.41,2000.4366666666667,2001.45,1998.4750000000001,34157,2021-04-02 12:00:00
33,ETHUSD_i,2004.49,2056.93,1986.29,2084.73,2035.51,2042.6499999999999,2046.2199999999998,2033.11,112968,2021-04-02 16:00:00
34,ETHUSD_i,2056.93,2088.69,2031.19,2104.83,2068.01,2074.9033333333336,2078.3500000000004,2070.4100000000003,88518,2021-04-02 20:00:00
35,ETHUSD_i,2076.49,2055.79,2054.79,2085.63,2070.21,2065.403333333333,2063.0,2068.175,39073,2021-04-05 00:00:00
36,ETHUSD_i,2055.69,2023.29,2020.19,2061.19,2040.69,2034.89,2031.99,2040.0900000000001,57591,2021-04-05 04:00:00
