,EURUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
60,EURUSD_i,1.23191,1.22983,1.22648,1.23198,1.22923,1.22943,1.22953,1.23005,18420,2021-01-06 16:00:00
61,EURUSD_i,1.22983,1.23234,1.22956,1.23391,1.231735,1.2319366666666667,1.2320375,1.23141,11671,2021-01-06 20:00:00
62,EURUSD_i,1.23242,1.23297,1.23218,1.2343600000000001,1.23327,1.23317,1.23312,1.2329825,5376,2021-01-07 00:00:00
63,EURUSD_i,1.23301,1.2312,1.23101,1.23316,1.232085,1.2317900000000002,1.2316425000000002,1.2320950000000002,5053,2021-01-07 04:00:00
64,EURUSD_i,1.2312,1.22682,1.22634,1.2325,1.22942,1.2285533333333334,1.22812,1.229215,12412,2021-01-07 08:00:00
65,EURUSD_i,1.22679,1.22678,1.22443,1.22776,1.226095,1.2263233333333332,1.2264374999999998,1.22644,13115,2021-01-07 12:00:00
66,EURUSD_i,1.22678,1.2265,1.22458,1.2282,1.2263899999999999,1.2264266666666666,1.2264449999999998,1.2265149999999998,16177,2021-01-07 16:00:00
67,EURUSD_i,1.22654,1.22705,1.22621,1.22784,1.227025,1.2270333333333332,1.2270375,1.22691,6535,2021-01-07 20:00:00
68,EURUSD_i,1.22708,1.22473,1.22342,1.22726,1.22534,1.2251366666666668,1.225035,1.2256225,6438,2021-01-08 00:00:00
69,EURUSD_i,1.22472,1.22571,1.2245,1.22675,1.225625,1.2256533333333335,1.2256675000000001,1.2254200000000002,6815,2021-01-08 04:00:00
70,EURUSD_i,1.22571,1.22391,1.2212399999999999,1.22682,1.22403,1.22399,1.22397,1.22442,12759,2021-01-08 08:00:00
71,EURUSD_i,1.22399,1.22706,1.22318,1.2284,1.22579,1.2262133333333332,1.2264249999999999,1.2256574999999998,12689,2021-01-08 12:00:00
72,EURUSD_i,1.22701,1.2227999999999999,1.22214,1.22828,1.2252100000000001,1.2244066666666666,1.224005,1.2250575000000001,19935,2021-01-08 16:00:00
73,EURUSD_i,1.22279,1.22211,1.21919,1.22279,1.22099,1.2213633333333334,1.22155,1.22172,8429,2021-01-08 20:00:00
74,EURUSD_i,1.22133,1.2177,1.21705,1.22279,1.2199200000000001,1.21918,1.21881,1.2197175,6311,2021-01-11 00:00:00
75,EURUSD_i,1.2177,1.2180900000000001,1.2166,1.21813,1.217365,1.2176066666666667,1.2177275,1.21763,5058,2021-01-11 04:00:00
76,EURUSD_i,1.2180900000000001,1.21597,1.21594,1.2199,1.21792,1.2172699999999999,1.216945,1.2174749999999999,10782,2021-01-11 08:00:00
77,EURUSD_i,1.21597,1.21437,1.21386,1.21712,1.21549,1.2151166666666666,1.2149299999999998,1.2153299999999998,10828,2021-01-11 12:00:00
78,EURUSD_i,1.21437,1.2166299999999999,1.21314,1.21735,1.215245,1.2157066666666665,1.2159375,1.2153725,14586,2021-01-11 16:00:00
79,EURUSD_i,1.21661,1.2149,1.21481,1.21708,1.215945,1.2155966666666667,1.2154225,1.21585,5116,2021-01-11 20:00:00
80,EURUSD_i,1.21492,1.21484,1.21398,1.21612,1.2150500000000002,1.21498,1.214945,1.214965,4291,2021-01-12 00:00:00
81,EURUSD_i,1.21484,1.21524,1.21381,1.21545,1.21463,1.2148333333333334,1.214935,1.214835,3765,2021-01-12 04:00:00
82,EURUSD_i,1.21525,1.21611,1.2147999999999999,1.21783,1.2163149999999998,1.2162466666666665,1.2162125,1.2159974999999998,9823,2021-01-12 08:00:00
83,EURUSD_i,1.21607,1.21455,1.21396,1.21659,1.215275,1.2150333333333334,1.2149125,1.2152925,10787,2021-01-12 12:00:00
84,EURUSD_i,1.21455,1.21739,1.21363,1.21771,1.21567,1.2162433333333333,1.2165300000000001,1.21582,12571,2021-01-12 16:00:00
85,EURUSD_i,1.21738,1.22057,1.21714,1.2209,1.21902,1.2195366666666667,1.219795,1.2189975,6920,2021-01-12 20:00:00
86,EURUSD_i,1.22059,1.22166,1.2200199999999999,1.22176,1.2208899999999998,1.2211466666666666,1.2212749999999999,1.2210074999999998,4240,2021-01-13 00:00:00
87,EURUSD_i,1.22166,1.22082,1.22067,1.22198,1.221325,1.2211566666666667,1.2210725,1.2212825,3631,2021-01-13 04:00:00
88,EURUSD_i,1.22082,1.21887,1.21814,1.2222,1.22017,1.2197366666666667,1.21952,1.2200075,8489,2021-01-13 08:00:00
89,EURUSD_i,1.21887,1.21605,1.21542,1.2191,1.21726,1.2168566666666667,1.216655,1.21736,10631,2021-01-13 12:00:00
90,EURUSD_i,1.21606,1.21644,1.2139199999999999,1.218,1.21596,1.2161199999999999,1.2162,1.216105,13317,2021-01-13 16:00:00
91,EURUSD_i,1.21648,1.21563,1.21474,1.21739,1.216065,1.21592,1.2158475,1.21606,5502,2021-01-13 20:00:00
92,EURUSD_i,1.21563,1.21652,1.21513,1.21713,1.2161300000000002,1.2162600000000001,1.216325,1.2161025,4231,2021-01-14 00:00:00
93,EURUSD_i,1.21652,1.21544,1.21349,1.21684,1.2151649999999998,1.2152566666666667,1.2153025,1.2155725,6238,2021-01-14 04:00:00
94,EURUSD_i,1.21543,1.21656,1.21354,1.21665,1.215095,1.2155833333333332,1.2158275,1.215545,8754,2021-01-14 08:00:00
95,EURUSD_i,1.21654,1.2119,1.21102,1.21664,1.21383,1.2131866666666666,1.2128649999999999,1.214025,10623,2021-01-14 12:00:00
96,EURUSD_i,1.21191,1.21648,1.21113,1.21776,1.214445,1.2151233333333333,1.2154625,1.2143199999999998,13268,2021-01-14 16:00:00
97,EURUSD_i,1.2165,1.21525,1.21459,1.21765,1.21612,1.2158300000000002,1.2156850000000001,1.2159975,7446,2021-01-14 20:00:00
98,EURUSD_i,1.21518,1.21501,1.21478,1.21618,1.21548,1.2153233333333333,1.215245,1.2152874999999999,4169,2021-01-15 00:00:00
99,EURUSD_i,1.21501,1.21391,1.21344,1.21539,1.214415,1.2142466666666667,1.2141625,1.2144374999999998,3685,2021-01-15 04:00:00
100,EURUSD_i,1.21391,1.2138200000000001,1.2117,1.2146,1.21315,1.2133733333333334,1.213485,1.2135075,8321,2021-01-15 08:00:00
101,EURUSD_i,1.21379,1.21153,1.21132,1.21434,1.2128299999999999,1.2123966666666666,1.2121799999999998,1.212745,9720,2021-01-15 12:00:00
102,EURUSD_i,1.21153,1.20927,1.20807,1.2117,1.2098849999999999,1.2096799999999999,1.2095775,1.2101425,14094,2021-01-15 16:00:00
103,EURUSD_i,1.20927,1.2076500000000001,1.20743,1.20927,1.20835,1.2081166666666667,1.2080000000000002,1.208405,5341,2021-01-15 20:00:00
104,EURUSD_i,1.20832,1.20778,1.20642,1.20857,1.207495,1.20759,1.2076375000000001,1.2077725,5187,2021-01-18 00:00:00
105,EURUSD_i,1.20779,1.20768,1.20648,1.20838,1.20743,1.2075133333333332,1.207555,1.2075825,4274,2021-01-18 04:00:00
106,EURUSD_i,1.20768,1.20614,1.20583,1.20861,1.20722,1.20686,1.20668,1.207065,7708,2021-01-18 08:00:00
107,EURUSD_i,1.20614,1.2065299999999999,1.20529,1.2075,1.206395,1.20644,1.2064625,1.206365,7166,2021-01-18 12:00:00
108,EURUSD_i,1.20654,1.20739,1.20621,1.20802,1.207115,1.2072066666666668,1.2072525,1.2070400000000001,5689,2021-01-18 16:00:00
109,EURUSD_i,1.20742,1.20743,1.20703,1.20814,1.207585,1.2075333333333333,1.2075075,1.2075049999999998,3959,2021-01-18 20:00:00
110,EURUSD_i,1.20763,1.20926,1.20731,1.20959,1.20845,1.20872,1.208855,1.2084475000000001,3469,2021-01-19 00:00:00
111,EURUSD_i,1.20925,1.20962,1.20901,1.20977,1.20939,1.2094666666666667,1.209505,1.2094125,3205,2021-01-19 04:00:00
112,EURUSD_i,1.20962,1.2117499999999999,1.20849,1.21218,1.2103350000000002,1.2108066666666668,1.2110425,1.21051,8456,2021-01-19 08:00:00
113,EURUSD_i,1.2117499999999999,1.21353,1.21169,1.21405,1.2128700000000001,1.21309,1.2132,1.212755,8696,2021-01-19 12:00:00
114,EURUSD_i,1.2135,1.21204,1.21149,1.21442,1.212955,1.21265,1.2124975,1.2128625,10651,2021-01-19 16:00:00
115,EURUSD_i,1.21204,1.21279,1.21181,1.21291,1.2123599999999999,1.2125033333333333,1.212575,1.2123875,4124,2021-01-19 20:00:00
116,EURUSD_i,1.21276,1.21401,1.21215,1.2146,1.213375,1.2135866666666668,1.2136925,1.2133800000000001,4038,2021-01-20 00:00:00
117,EURUSD_i,1.21401,1.21436,1.21389,1.21487,1.2143799999999998,1.2143733333333333,1.21437,1.2142825,2722,2021-01-20 04:00:00
118,EURUSD_i,1.21435,1.21266,1.21173,1.2157499999999999,1.21374,1.2133800000000001,1.2132,1.2136225,8765,2021-01-20 08:00:00
119,EURUSD_i,1.21266,1.21065,1.20948,1.2127,1.21109,1.2109433333333335,1.2108700000000001,1.2113725,9121,2021-01-20 12:00:00
120,EURUSD_i,1.21065,1.21061,1.20759,1.2117,1.209645,1.2099666666666666,1.2101275,1.2101375,11982,2021-01-20 16:00:00
121,EURUSD_i,1.2106,1.21039,1.20981,1.21092,1.210365,1.2103733333333333,1.2103775,1.2104300000000001,4254,2021-01-20 20:00:00
122,EURUSD_i,1.21034,1.21231,1.2101899999999999,1.21299,1.21159,1.21183,1.2119499999999999,1.2114574999999999,3503,2021-01-21 00:00:00
123,EURUSD_i,1.21231,1.21338,1.21222,1.21372,1.2129699999999999,1.2131066666666666,1.213175,1.2129075,2987,2021-01-21 04:00:00
124,EURUSD_i,1.21338,1.21418,1.21143,1.21451,1.2129699999999999,1.2133733333333332,1.2135749999999998,1.2133749999999999,7879,2021-01-21 08:00:00
125,EURUSD_i,1.21416,1.21507,1.21318,1.21723,1.215205,1.21516,1.2151375,1.21491,11409,2021-01-21 12:00:00
126,EURUSD_i,1.2151,1.2147999999999999,1.21349,1.21692,1.215205,1.21507,1.2150025,1.2150775,12873,2021-01-21 16:00:00
127,EURUSD_i,1.2147999999999999,1.21635,1.21475,1.21694,1.2158449999999998,1.2160133333333334,1.2160975,1.21571,4748,2021-01-21 20:00:00
128,EURUSD_i,1.21559,1.21722,1.21559,1.21768,1.2166350000000001,1.21683,1.2169275000000002,1.21652,3879,2021-01-22 00:00:00
129,EURUSD_i,1.21722,1.21714,1.21693,1.21759,1.21726,1.21722,1.2172,1.21722,3001,2021-01-22 04:00:00
130,EURUSD_i,1.21713,1.21732,1.21509,1.21887,1.21698,1.2170933333333334,1.21715,1.2171025,9517,2021-01-22 08:00:00
131,EURUSD_i,1.21732,1.21647,1.21545,1.21866,1.217055,1.2168599999999998,1.2167625,1.216975,8998,2021-01-22 12:00:00
132,EURUSD_i,1.21649,1.21666,1.21534,1.2184,1.2168700000000001,1.2168,1.216765,1.2167225000000002,10394,2021-01-22 16:00:00
133,EURUSD_i,1.21665,1.2169699999999999,1.21645,1.21725,1.21685,1.21689,1.21691,1.2168299999999999,3910,2021-01-22 20:00:00
134,EURUSD_i,1.21616,1.21635,1.21594,1.21727,1.216605,1.21652,1.2164775,1.21643,4064,2021-01-25 00:00:00
135,EURUSD_i,1.21635,1.21799,1.21635,1.21802,1.2171850000000002,1.2174533333333335,1.2175875,1.2171775,3278,2021-01-25 04:00:00
136,EURUSD_i,1.21799,1.21472,1.21434,1.21823,1.216285,1.2157633333333333,1.2155025,1.21632,8752,2021-01-25 08:00:00
137,EURUSD_i,1.21469,1.21462,1.21394,1.21619,1.215065,1.2149166666666666,1.2148425,1.21486,9040,2021-01-25 12:00:00
138,EURUSD_i,1.21462,1.21437,1.21153,1.21517,1.2133500000000002,1.21369,1.21386,1.2139225,14131,2021-01-25 16:00:00
139,EURUSD_i,1.21438,1.2135799999999999,1.21354,1.21458,1.21406,1.2139,1.21382,1.2140199999999999,4633,2021-01-25 20:00:00
140,EURUSD_i,1.2135799999999999,1.21447,1.21324,1.21447,1.2138550000000001,1.2140600000000001,1.2141625,1.21394,3226,2021-01-26 00:00:00
141,EURUSD_i,1.21447,1.21303,1.21264,1.21454,1.21359,1.2134033333333332,1.2133099999999999,1.21367,3267,2021-01-26 04:00:00
142,EURUSD_i,1.21301,1.21281,1.21069,1.21408,1.212385,1.2125266666666665,1.2125975,1.2126474999999999,9652,2021-01-26 08:00:00
143,EURUSD_i,1.21281,1.2156,1.21224,1.21611,1.214175,1.21465,1.2148875000000001,1.21419,10239,2021-01-26 12:00:00
144,EURUSD_i,1.2156,1.21566,1.21389,1.21751,1.2157,1.2156866666666666,1.2156799999999999,1.215665,12161,2021-01-26 16:00:00
145,EURUSD_i,1.21566,1.21593,1.21555,1.21677,1.21616,1.2160833333333334,1.216045,1.2159775,4464,2021-01-26 20:00:00
146,EURUSD_i,1.2159200000000001,1.21601,1.21576,1.21692,1.21634,1.2162300000000001,1.216175,1.2161525000000002,3275,2021-01-27 00:00:00
147,EURUSD_i,1.21601,1.21622,1.21523,1.21644,1.215835,1.2159633333333335,1.2160275,1.215975,2785,2021-01-27 04:00:00
148,EURUSD_i,1.21622,1.21217,1.21188,1.21652,1.2142,1.2135233333333333,1.213185,1.2141975,9090,2021-01-27 08:00:00
149,EURUSD_i,1.21216,1.2110400000000001,1.20973,1.2132100000000001,1.21147,1.2113266666666667,1.211255,1.211535,11208,2021-01-27 12:00:00
150,EURUSD_i,1.2110400000000001,1.21171,1.20578,1.21185,1.208815,1.20978,1.2102625,1.210095,17362,2021-01-27 16:00:00
151,EURUSD_i,1.21171,1.21091,1.20925,1.21282,1.2110349999999999,1.2109933333333334,1.2109725,1.2111725,12012,2021-01-27 20:00:00
152,EURUSD_i,1.21078,1.21007,1.20816,1.21113,1.209645,1.2097866666666668,1.2098575,1.210035,6056,2021-01-28 00:00:00
153,EURUSD_i,1.21006,1.21047,1.20862,1.21048,1.2095500000000001,1.2098566666666668,1.21001,1.2099075,5400,2021-01-28 04:00:00
154,EURUSD_i,1.21046,1.21081,1.2079900000000001,1.21126,1.209625,1.2100199999999999,1.2102175,1.21013,12931,2021-01-28 08:00:00
155,EURUSD_i,1.21081,1.21277,1.20874,1.21298,1.2108599999999998,1.2114966666666664,1.2118149999999999,1.211325,13415,2021-01-28 12:00:00
156,EURUSD_i,1.21278,1.21243,1.21179,1.21412,1.212955,1.21278,1.2126925,1.21278,15239,2021-01-28 16:00:00
157,EURUSD_i,1.21243,1.21196,1.21177,1.2139199999999999,1.212845,1.21255,1.2124025,1.21252,6673,2021-01-28 20:00:00
158,EURUSD_i,1.21194,1.21076,1.21029,1.21271,1.2115,1.2112533333333333,1.21113,1.211425,4649,2021-01-29 00:00:00
159,EURUSD_i,1.21076,1.20987,1.20937,1.21081,1.21009,1.2100166666666667,1.20998,1.2102025,5120,2021-01-29 04:00:00
160,EURUSD_i,1.20986,1.21159,1.20965,1.21204,1.210845,1.2110933333333334,1.2112175,1.210785,11668,2021-01-29 08:00:00
161,EURUSD_i,1.21154,1.21455,1.21062,1.2151399999999999,1.21288,1.2134366666666667,1.213715,1.2129625,14896,2021-01-29 12:00:00
162,EURUSD_i,1.21459,1.21315,1.21243,1.21552,1.213975,1.2137,1.2135624999999999,1.2139225,17232,2021-01-29 16:00:00
163,EURUSD_i,1.21313,1.21349,1.21267,1.21385,1.21326,1.2133366666666667,1.213375,1.213285,7933,2021-01-29 20:00:00
164,EURUSD_i,1.21267,1.21266,1.21191,1.2135799999999999,1.212745,1.2127166666666667,1.2127025,1.212705,5889,2021-02-01 00:00:00
165,EURUSD_i,1.21265,1.21293,1.21238,1.21322,1.2128,1.2128433333333335,1.212865,1.212795,4391,2021-02-01 04:00:00
166,EURUSD_i,1.21293,1.2093,1.20827,1.2132,1.2107350000000001,1.2102566666666668,1.2100175,1.210925,10594,2021-02-01 08:00:00
167,EURUSD_i,1.20925,1.2084,1.20683,1.20934,1.208085,1.20819,1.2082425,1.208455,11125,2021-02-01 12:00:00
168,EURUSD_i,1.20842,1.20689,1.20617,1.20986,1.208015,1.20764,1.2074525,1.207835,12472,2021-02-01 16:00:00
169,EURUSD_i,1.20689,1.20589,1.20551,1.2077499999999999,1.20663,1.2063833333333334,1.20626,1.2065100000000002,6562,2021-02-01 20:00:00
170,EURUSD_i,1.20589,1.20833,1.20583,1.20855,1.20719,1.2075699999999998,1.20776,1.20715,4196,2021-02-02 00:00:00
171,EURUSD_i,1.20832,1.20785,1.20739,1.20872,1.2080549999999999,1.2079866666666665,1.2079525,1.20807,4274,2021-02-02 04:00:00
172,EURUSD_i,1.20785,1.20662,1.20633,1.20865,1.20749,1.2072,1.207055,1.2073625,8677,2021-02-02 08:00:00
173,EURUSD_i,1.20662,1.20474,1.20256,1.20688,1.20472,1.2047266666666667,1.20473,1.2052,10878,2021-02-02 12:00:00
174,EURUSD_i,1.20473,1.20183,1.20108,1.20486,1.20297,1.20259,1.2024000000000001,1.203125,12311,2021-02-02 16:00:00
175,EURUSD_i,1.20184,1.20423,1.20164,1.20453,1.2030850000000002,1.2034666666666667,1.2036575,1.20306,5445,2021-02-02 20:00:00
176,EURUSD_i,1.20418,1.20461,1.20352,1.2049400000000001,1.20423,1.2043566666666665,1.2044199999999998,1.2043125,4064,2021-02-03 00:00:00
177,EURUSD_i,1.20461,1.20432,1.20386,1.20472,1.2042899999999999,1.2043,1.204305,1.2043774999999999,3120,2021-02-03 04:00:00
178,EURUSD_i,1.20432,1.20221,1.20092,1.20432,1.20262,1.2024833333333333,1.202415,1.2029425,7912,2021-02-03 08:00:00
179,EURUSD_i,1.20233,1.20163,1.20042,1.20296,1.2016900000000001,1.20167,1.20166,1.201835,7719,2021-02-03 12:00:00
180,EURUSD_i,1.20162,1.2026,1.20034,1.20317,1.201755,1.2020366666666666,1.2021775,1.2019324999999998,10520,2021-02-03 16:00:00
181,EURUSD_i,1.2026,1.20346,1.20206,1.20366,1.2028599999999998,1.2030599999999998,1.2031599999999998,1.2029449999999997,4551,2021-02-03 20:00:00
182,EURUSD_i,1.20344,1.20343,1.20289,1.2042,1.203545,1.2035066666666667,1.2034875,1.20349,3497,2021-02-04 00:00:00
183,EURUSD_i,1.20342,1.20163,1.2012,1.20376,1.20248,1.2021966666666666,1.2020549999999999,1.2025025,3990,2021-02-04 04:00:00
184,EURUSD_i,1.20163,1.19852,1.19824,1.20163,1.199935,1.1994633333333333,1.1992275000000001,1.200005,9404,2021-02-04 08:00:00
185,EURUSD_i,1.19852,1.19832,1.19822,1.1997,1.19896,1.1987466666666666,1.19864,1.19869,9374,2021-02-04 12:00:00
186,EURUSD_i,1.19834,1.19595,1.19565,1.19885,1.19725,1.1968166666666666,1.1965999999999999,1.1971975,9282,2021-02-04 16:00:00
187,EURUSD_i,1.19595,1.19615,1.1957,1.19671,1.196205,1.1961866666666667,1.1961775000000001,1.1961275,4102,2021-02-04 20:00:00
188,EURUSD_i,1.19613,1.19653,1.19569,1.19712,1.196405,1.1964466666666667,1.1964675,1.1963675,3068,2021-02-05 00:00:00
