,BTCUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
17,BTCUSD_i,58000.0,59299.0,57908.0,59519.0,58713.5,58908.666666666664,59006.25,58681.5,140470,2021-03-30 12:00:00
18,BTCUSD_i,59299.0,58773.0,58520.0,59382.0,58951.0,58891.666666666664,58862.0,58993.5,125610,2021-03-30 16:00:00
19,BTCUSD_i,58773.0,58685.0,58476.0,59155.0,58815.5,58772.0,58750.25,58772.25,113160,2021-03-30 20:00:00
20,BTCUSD_i,58778.0,59120.0,58664.0,59120.0,58892.0,58968.0,59006.0,58920.5,74730,2021-03-31 00:00:00
21,BTCUSD_i,59120.0,58768.0,58449.0,59121.0,58785.0,58779.333333333336,58776.5,58864.5,76350,2021-03-31 04:00:00
22,BTCUSD_i,58765.0,58012.0,56825.0,59888.0,58356.5,58241.666666666664,58184.25,58372.5,269150,2021-03-31 08:00:00
23,BTCUSD_i,58013.0,58209.0,57326.0,58321.0,57823.5,57952.0,58016.25,57967.25,178540,2021-03-31 12:00:00
24,BTCUSD_i,58209.0,58968.0,58107.0,59662.0,58884.5,58912.333333333336,58926.25,58736.5,200000,2021-03-31 16:00:00
25,BTCUSD_i,58968.0,58961.0,58354.0,59599.0,58976.5,58971.333333333336,58968.75,58970.5,187340,2021-03-31 20:00:00
26,BTCUSD_i,58948.0,59220.0,58549.0,59220.0,58884.5,58996.333333333336,59052.25,58984.25,100900,2021-04-01 00:00:00
27,BTCUSD_i,59220.0,58860.0,58653.0,59296.0,58974.5,58936.333333333336,58917.25,59007.25,108100,2021-04-01 04:00:00
28,BTCUSD_i,58860.0,58824.0,58526.0,59480.0,59003.0,58943.333333333336,58913.5,58922.5,149370,2021-04-01 08:00:00
29,BTCUSD_i,58825.0,58746.0,58031.0,59197.0,58614.0,58658.0,58680.0,58699.75,183780,2021-04-01 12:00:00
30,BTCUSD_i,58746.0,58764.0,58640.0,59309.0,58974.5,58904.333333333336,58869.25,58864.75,132910,2021-04-01 16:00:00
31,BTCUSD_i,58767.0,58860.0,57954.0,59008.0,58481.0,58607.333333333336,58670.5,58647.25,163730,2021-04-01 20:00:00
32,BTCUSD_i,59580.0,59501.0,59222.0,59667.0,59444.5,59463.333333333336,59472.75,59492.5,78645,2021-04-02 12:00:00
33,BTCUSD_i,59501.0,59223.0,59009.0,59647.0,59328.0,59293.0,59275.5,59345.0,125390,2021-04-02 16:00:00
34,BTCUSD_i,59224.0,58657.0,58549.0,59270.0,58909.5,58825.333333333336,58783.25,58925.0,114755,2021-04-02 20:00:00
35,BTCUSD_i,58132.0,57946.0,57914.0,58426.0,58170.0,58095.333333333336,58058.0,58104.5,64910,2021-04-05 00:00:00
36,BTCUSD_i,57946.0,57307.0,57303.0,57947.0,57625.0,57519.0,57466.0,57625.75,123598,2021-04-05 04:00:00
37,BTCUSD_i,57307.0,57127.0,56849.0,57388.0,57118.5,57121.333333333336,57122.75,57167.75,121680,2021-04-05 08:00:00
38,BTCUSD_i,57127.0,58019.0,56987.0,58135.0,57561.0,57713.666666666664,57790.0,57567.0,87050,2021-04-05 12:00:00
39,BTCUSD_i,58019.0,58952.0,57822.0,59248.0,58535.0,58674.0,58743.5,58510.25,141570,2021-04-05 16:00:00
40,BTCUSD_i,58952.0,58797.0,58515.0,59092.0,58803.5,58801.333333333336,58800.25,58839.0,124568,2021-04-05 20:00:00
41,BTCUSD_i,58686.0,59378.0,58566.0,59442.0,59004.0,59128.666666666664,59191.0,59018.0,102870,2021-04-06 00:00:00
42,BTCUSD_i,59378.0,58779.0,58629.0,59497.0,59063.0,58968.333333333336,58921.0,59070.75,103010,2021-04-06 04:00:00
43,BTCUSD_i,58779.0,58487.0,58249.0,58968.0,58608.5,58568.0,58547.75,58620.75,119170,2021-04-06 08:00:00
44,BTCUSD_i,58487.0,58430.0,58356.0,58967.0,58661.5,58584.333333333336,58545.75,58560.0,92800,2021-04-06 12:00:00
45,BTCUSD_i,58430.0,58062.0,57400.0,58621.0,58010.5,58027.666666666664,58036.25,58128.25,167520,2021-04-06 16:00:00
46,BTCUSD_i,58062.0,58212.0,57959.0,58279.0,58119.0,58150.0,58165.5,58128.0,82840,2021-04-06 20:00:00
47,BTCUSD_i,57839.0,57624.0,57466.0,58187.0,57826.5,57759.0,57725.25,57779.0,85180,2021-04-07 00:00:00
48,BTCUSD_i,57624.0,57574.0,57159.0,58052.0,57605.5,57595.0,57589.75,57602.25,123390,2021-04-07 04:00:00
49,BTCUSD_i,57574.0,57684.0,57411.0,58603.0,58007.0,57899.333333333336,57845.5,57818.0,211720,2021-04-07 08:00:00
50,BTCUSD_i,57684.0,56449.0,55621.0,57760.0,56690.5,56610.0,56569.75,56878.5,277150,2021-04-07 12:00:00
51,BTCUSD_i,56449.0,56481.0,56210.0,56876.0,56543.0,56522.333333333336,56512.0,56504.0,189460,2021-04-07 16:00:00
52,BTCUSD_i,56481.0,56198.0,55554.0,56533.0,56043.5,56095.0,56120.75,56191.5,211720,2021-04-07 20:00:00
53,BTCUSD_i,56180.0,56435.0,55713.0,56542.0,56127.5,56230.0,56281.25,56217.5,101879,2021-04-08 00:00:00
54,BTCUSD_i,56435.0,56970.0,56213.0,57075.0,56644.0,56752.666666666664,56807.0,56673.25,114880,2021-04-08 04:00:00
55,BTCUSD_i,56968.0,56889.0,56778.0,57309.0,57043.5,56992.0,56966.25,56986.0,99470,2021-04-08 08:00:00
56,BTCUSD_i,56889.0,57437.0,56379.0,57448.0,56913.5,57088.0,57175.25,57038.25,140790,2021-04-08 12:00:00
57,BTCUSD_i,57437.0,57745.0,57265.0,57999.0,57632.0,57669.666666666664,57688.5,57611.5,111910,2021-04-08 16:00:00
58,BTCUSD_i,57745.0,57696.0,57599.0,58153.0,57876.0,57816.0,57786.0,57798.25,80210,2021-04-08 20:00:00
59,BTCUSD_i,57678.0,58329.0,57591.0,58395.0,57993.0,58105.0,58161.0,57998.25,62370,2021-04-09 00:00:00
60,BTCUSD_i,58329.0,58213.0,57864.0,58419.0,58141.5,58165.333333333336,58177.25,58206.25,74800,2021-04-09 04:00:00
61,BTCUSD_i,58213.0,57820.0,57712.0,58332.0,58022.0,57954.666666666664,57921.0,58019.25,61719,2021-04-09 08:00:00
62,BTCUSD_i,57820.0,58499.0,57815.0,58878.0,58346.5,58397.333333333336,58422.75,58253.0,95686,2021-04-09 12:00:00
63,BTCUSD_i,58499.0,58194.0,57968.0,58810.0,58389.0,58324.0,58291.5,58367.75,113240,2021-04-09 16:00:00
64,BTCUSD_i,58207.0,58317.0,58108.0,58585.0,58346.5,58336.666666666664,58331.75,58304.25,67355,2021-04-09 20:00:00
65,BTCUSD_i,59578.0,59875.0,59449.0,60397.0,59923.0,59907.0,59899.0,59824.75,106440,2021-04-12 00:00:00
66,BTCUSD_i,59875.0,60195.0,59630.0,60681.0,60155.5,60168.666666666664,60175.25,60095.25,117659,2021-04-12 04:00:00
67,BTCUSD_i,60195.0,60667.0,60123.0,61330.0,60726.5,60706.666666666664,60696.75,60578.75,113900,2021-04-12 08:00:00
68,BTCUSD_i,60667.0,60462.0,59491.0,60836.0,60163.5,60263.0,60312.75,60364.0,158710,2021-04-12 12:00:00
69,BTCUSD_i,60462.0,59947.0,59682.0,60571.0,60126.5,60066.666666666664,60036.75,60165.5,129450,2021-04-12 16:00:00
70,BTCUSD_i,59947.0,60061.0,59699.0,60225.0,59962.0,59995.0,60011.5,59983.0,94190,2021-04-12 20:00:00
71,BTCUSD_i,60026.0,60467.0,59858.0,60500.0,60179.0,60275.0,60323.0,60212.75,69550,2021-04-13 00:00:00
72,BTCUSD_i,60467.0,60586.0,60259.0,61076.0,60667.5,60640.333333333336,60626.75,60597.0,126420,2021-04-13 04:00:00
73,BTCUSD_i,60584.0,62621.0,60428.0,62709.0,61568.5,61919.333333333336,62094.75,61585.5,241260,2021-04-13 08:00:00
74,BTCUSD_i,62621.0,62898.0,62219.0,63055.0,62637.0,62724.0,62767.5,62698.25,181480,2021-04-13 12:00:00
75,BTCUSD_i,62898.0,63072.0,62533.0,63449.0,62991.0,63018.0,63031.5,62988.0,144384,2021-04-13 16:00:00
76,BTCUSD_i,63072.0,63174.0,62602.0,63397.0,62999.5,63057.666666666664,63086.75,63061.25,156530,2021-04-13 20:00:00
77,BTCUSD_i,63075.0,63265.0,62849.0,63730.0,63289.5,63281.333333333336,63277.25,63229.75,110000,2021-04-14 00:00:00
78,BTCUSD_i,63262.0,64236.0,63024.0,64236.0,63630.0,63832.0,63933.0,63689.5,127760,2021-04-14 04:00:00
79,BTCUSD_i,64236.0,63929.0,63500.0,64827.0,64163.5,64085.333333333336,64046.25,64123.0,185180,2021-04-14 08:00:00
80,BTCUSD_i,63929.0,63802.0,62961.0,64721.0,63841.0,63828.0,63821.5,63853.25,257558,2021-04-14 12:00:00
81,BTCUSD_i,63802.0,63469.0,62281.0,64390.0,63335.5,63380.0,63402.25,63485.5,339608,2021-04-14 16:00:00
82,BTCUSD_i,63459.0,62427.0,61308.0,63722.0,62515.0,62485.666666666664,62471.0,62729.0,339610,2021-04-14 20:00:00
83,BTCUSD_i,62838.0,62668.0,62560.0,63323.0,62941.5,62850.333333333336,62804.75,62847.25,111040,2021-04-15 00:00:00
84,BTCUSD_i,62668.0,62933.0,62300.0,63409.0,62854.5,62880.666666666664,62893.75,62827.5,173040,2021-04-15 04:00:00
85,BTCUSD_i,62933.0,62530.0,62438.0,63229.0,62833.5,62732.333333333336,62681.75,62782.5,169120,2021-04-15 08:00:00
86,BTCUSD_i,62530.0,62608.0,61999.0,62761.0,62380.0,62456.0,62494.0,62474.5,135210,2021-04-15 12:00:00
87,BTCUSD_i,62608.0,62654.0,62401.0,62998.0,62699.5,62684.333333333336,62676.75,62665.25,148490,2021-04-15 16:00:00
88,BTCUSD_i,62654.0,63438.0,62300.0,63694.0,62997.0,63144.0,63217.5,63021.5,134840,2021-04-15 20:00:00
89,BTCUSD_i,63407.0,63384.0,63001.0,63558.0,63279.5,63314.333333333336,63331.75,63337.5,98740,2021-04-16 00:00:00
90,BTCUSD_i,63384.0,61676.0,61587.0,63484.0,62535.5,62249.0,62105.75,62532.75,167580,2021-04-16 04:00:00
91,BTCUSD_i,61677.0,61213.0,61110.0,62207.0,61658.5,61510.0,61435.75,61551.75,260160,2021-04-16 08:00:00
92,BTCUSD_i,61213.0,60706.0,60004.0,61278.0,60641.0,60662.666666666664,60673.5,60800.25,228760,2021-04-16 12:00:00
93,BTCUSD_i,60706.0,61674.0,60226.0,61698.0,60962.0,61199.333333333336,61318.0,61076.0,226770,2021-04-16 16:00:00
94,BTCUSD_i,61674.0,61834.0,61152.0,61969.0,61560.5,61651.666666666664,61697.25,61657.25,136825,2021-04-16 20:00:00
95,BTCUSD_i,56280.0,56755.0,55707.0,56791.0,56249.0,56417.666666666664,56502.0,56383.25,157200,2021-04-19 00:00:00
96,BTCUSD_i,56751.0,56910.0,56471.0,57242.0,56856.5,56874.333333333336,56883.25,56843.5,138940,2021-04-19 04:00:00
97,BTCUSD_i,56908.0,56791.0,56283.0,57498.0,56890.5,56857.333333333336,56840.75,56870.0,167720,2021-04-19 08:00:00
98,BTCUSD_i,56791.0,56534.0,56228.0,57343.0,56785.5,56701.666666666664,56659.75,56724.0,200010,2021-04-19 12:00:00
99,BTCUSD_i,56534.0,54799.0,54255.0,56750.0,55502.5,55268.0,55150.75,55584.5,404940,2021-04-19 16:00:00
100,BTCUSD_i,54799.0,56162.0,54553.0,56444.0,55498.5,55719.666666666664,55830.25,55489.5,198380,2021-04-19 20:00:00
101,BTCUSD_i,56277.0,54713.0,54499.0,56321.0,55410.0,55177.666666666664,55061.5,55452.5,222780,2021-04-20 00:00:00
102,BTCUSD_i,54714.0,55331.0,53678.0,55411.0,54544.5,54806.666666666664,54937.75,54783.5,295380,2021-04-20 04:00:00
103,BTCUSD_i,55331.0,55305.0,53336.0,55523.0,54429.5,54721.333333333336,54867.25,54873.75,287300,2021-04-20 08:00:00
104,BTCUSD_i,55305.0,55878.0,54862.0,56431.0,55646.5,55723.666666666664,55762.25,55619.0,235750,2021-04-20 12:00:00
105,BTCUSD_i,55878.0,55803.0,54736.0,56536.0,55636.0,55691.666666666664,55719.5,55738.25,237380,2021-04-20 16:00:00
106,BTCUSD_i,55803.0,56749.0,55590.0,57092.0,56341.0,56477.0,56545.0,56308.5,182900,2021-04-20 20:00:00
107,BTCUSD_i,57024.0,55670.0,55589.0,57058.0,56323.5,56105.666666666664,55996.75,56335.25,140920,2021-04-21 00:00:00
108,BTCUSD_i,55676.0,55378.0,54983.0,56210.0,55596.5,55523.666666666664,55487.25,55561.75,164320,2021-04-21 04:00:00
109,BTCUSD_i,55378.0,55457.0,54800.0,55816.0,55308.0,55357.666666666664,55382.5,55362.75,205040,2021-04-21 08:00:00
110,BTCUSD_i,55457.0,55439.0,54299.0,55722.0,55010.5,55153.333333333336,55224.75,55229.25,242250,2021-04-21 12:00:00
111,BTCUSD_i,55439.0,55761.0,55203.0,56335.0,55769.0,55766.333333333336,55765.0,55684.5,193770,2021-04-21 16:00:00
112,BTCUSD_i,55761.0,54961.0,54836.0,55804.0,55320.0,55200.333333333336,55140.5,55340.5,143440,2021-04-21 20:00:00
113,BTCUSD_i,54767.0,54088.0,53224.0,55048.0,54136.0,54120.0,54112.0,54281.75,224710,2021-04-22 00:00:00
114,BTCUSD_i,54082.0,54309.0,52527.0,54655.0,53591.0,53830.333333333336,53950.0,53893.25,306250,2021-04-22 04:00:00
115,BTCUSD_i,54325.0,53712.0,53149.0,54916.0,54032.5,53925.666666666664,53872.25,54025.5,214450,2021-04-22 08:00:00
116,BTCUSD_i,53712.0,55071.0,53335.0,55486.0,54410.5,54630.666666666664,54740.75,54401.0,251040,2021-04-22 12:00:00
117,BTCUSD_i,55064.0,54950.0,54285.0,55316.0,54800.5,54850.333333333336,54875.25,54903.75,224330,2021-04-22 16:00:00
118,BTCUSD_i,54950.0,51602.0,51453.0,55049.0,53251.0,52701.333333333336,52426.5,53263.5,464420,2021-04-22 20:00:00
119,BTCUSD_i,51685.0,51513.0,51320.0,52248.0,51784.0,51693.666666666664,51648.5,51691.5,250060,2021-04-23 00:00:00
120,BTCUSD_i,51514.0,49199.0,48754.0,51705.0,50229.5,49886.0,49714.25,50293.0,550590,2021-04-23 04:00:00
121,BTCUSD_i,49202.0,48844.0,47559.0,50006.0,48782.5,48803.0,48813.25,48902.75,484570,2021-04-23 08:00:00
122,BTCUSD_i,48844.0,49350.0,47918.0,50351.0,49134.5,49206.333333333336,49242.25,49115.75,315360,2021-04-23 12:00:00
123,BTCUSD_i,49350.0,49908.0,48606.0,50173.0,49389.5,49562.333333333336,49648.75,49509.25,314990,2021-04-23 16:00:00
124,BTCUSD_i,49907.0,50587.0,49618.0,51309.0,50463.5,50504.666666666664,50525.25,50355.25,218175,2021-04-23 20:00:00
125,BTCUSD_i,47709.0,51029.0,47627.0,51732.0,49679.5,50129.333333333336,50354.25,49524.25,270762,2021-04-26 00:00:00
126,BTCUSD_i,51030.0,52371.0,50557.0,52819.0,51688.0,51915.666666666664,52029.5,51694.25,268860,2021-04-26 04:00:00
127,BTCUSD_i,52371.0,52677.0,52166.0,53155.0,52660.5,52666.0,52668.75,52592.25,189270,2021-04-26 08:00:00
128,BTCUSD_i,52677.0,53551.0,52410.0,53994.0,53202.0,53318.333333333336,53376.5,53158.0,228160,2021-04-26 12:00:00
129,BTCUSD_i,53552.0,53367.0,52999.0,53969.0,53484.0,53445.0,53425.5,53471.75,216760,2021-04-26 16:00:00
130,BTCUSD_i,53366.0,53269.0,53260.0,54385.0,53822.5,53638.0,53545.75,53570.0,224940,2021-04-26 20:00:00
131,BTCUSD_i,53399.0,53737.0,52926.0,54244.0,53585.0,53635.666666666664,53661.0,53576.5,194170,2021-04-27 00:00:00
132,BTCUSD_i,53710.0,53524.0,53309.0,54062.0,53685.5,53631.666666666664,53604.75,53651.25,146990,2021-04-27 04:00:00
133,BTCUSD_i,53524.0,54506.0,53499.0,55020.0,54259.5,54341.666666666664,54382.75,54137.25,163580,2021-04-27 08:00:00
134,BTCUSD_i,54506.0,54871.0,54340.0,55298.0,54819.0,54836.333333333336,54845.0,54753.75,155940,2021-04-27 12:00:00
135,BTCUSD_i,54871.0,54624.0,54443.0,55333.0,54888.0,54800.0,54756.0,54817.75,199850,2021-04-27 16:00:00
136,BTCUSD_i,54624.0,55124.0,54201.0,55177.0,54689.0,54834.0,54906.5,54781.5,175169,2021-04-27 20:00:00
137,BTCUSD_i,55268.0,55414.0,54727.0,55473.0,55100.0,55204.666666666664,55257.0,55220.5,126750,2021-04-28 00:00:00
138,BTCUSD_i,55416.0,54845.0,54676.0,55741.0,55208.5,55087.333333333336,55026.75,55169.5,132930,2021-04-28 04:00:00
139,BTCUSD_i,54843.0,54166.0,53916.0,54945.0,54430.5,54342.333333333336,54298.25,54467.5,167880,2021-04-28 08:00:00
140,BTCUSD_i,54166.0,55196.0,54019.0,55318.0,54668.5,54844.333333333336,54932.25,54674.75,148200,2021-04-28 12:00:00
141,BTCUSD_i,55196.0,54717.0,54160.0,55197.0,54678.5,54691.333333333336,54697.75,54817.5,155180,2021-04-28 16:00:00
142,BTCUSD_i,54715.0,54431.0,54322.0,56425.0,55373.5,55059.333333333336,54902.25,54973.25,230900,2021-04-28 20:00:00
143,BTCUSD_i,54851.0,54782.0,54349.0,55214.0,54781.5,54781.666666666664,54781.75,54799.0,111880,2021-04-29 00:00:00
144,BTCUSD_i,54782.0,53598.5,53554.0,54828.0,54191.0,53993.5,53894.75,54190.625,146085,2021-04-29 04:00:00
145,BTCUSD_i,53598.5,53972.2,53428.5,54521.7,53975.1,53974.13333333333,53973.649999999994,53880.225,246826,2021-04-29 08:00:00
146,BTCUSD_i,53963.7,54367.0,53780.5,54745.5,54263.0,54297.666666666664,54315.0,54214.175,274059,2021-04-29 12:00:00
147,BTCUSD_i,54380.0,52916.5,52892.5,54454.0,53673.25,53421.0,53294.875,53660.75,340099,2021-04-29 16:00:00
148,BTCUSD_i,52921.5,52988.0,52349.3,53339.9,52844.600000000006,52892.4,52916.3,52899.675,338720,2021-04-29 20:00:00
149,BTCUSD_i,53332.0,53398.6,53033.6,53836.2,53434.899999999994,53422.799999999996,53416.75,53400.1,219850,2021-04-30 00:00:00
150,BTCUSD_i,53398.6,54172.3,53197.9,54260.0,53728.95,53876.73333333334,53950.625,53757.200000000004,273923,2021-04-30 04:00:00
151,BTCUSD_i,54166.1,54553.5,53941.8,54704.3,54323.05,54399.86666666667,54438.275,54341.425,227862,2021-04-30 08:00:00
152,BTCUSD_i,54564.5,54710.0,54103.1,54832.0,54467.55,54548.36666666667,54588.775,54552.4,256993,2021-04-30 12:00:00
153,BTCUSD_i,54709.5,56736.5,54449.1,57405.4,55927.25,56197.0,56331.875,55825.125,393897,2021-04-30 16:00:00
154,BTCUSD_i,56748.5,56879.6,56323.3,57107.8,56715.55,56770.23333333334,56797.575000000004,56764.8,263946,2021-04-30 20:00:00
155,BTCUSD_i,56698.1,57435.6,56250.9,57651.9,56951.4,57112.799999999996,57193.5,57009.125,221148,2021-05-03 00:00:00
156,BTCUSD_i,57435.6,57836.2,57371.4,58323.8,57847.600000000006,57843.80000000001,57841.90000000001,57741.75000000001,259225,2021-05-03 04:00:00
157,BTCUSD_i,57837.3,58782.7,57800.3,58985.3,58392.8,58522.76666666666,58587.75,58351.399999999994,244802,2021-05-03 08:00:00
158,BTCUSD_i,58786.7,58571.8,58272.7,58968.0,58620.35,58604.166666666664,58596.075,58649.8,258866,2021-05-03 12:00:00
159,BTCUSD_i,58573.3,57707.4,57177.8,58661.9,57919.850000000006,57849.03333333333,57813.625,58030.100000000006,383914,2021-05-03 16:00:00
160,BTCUSD_i,57713.9,56975.0,56572.8,58227.3,57400.05,57258.36666666667,57187.525,57372.25,267754,2021-05-03 20:00:00
161,BTCUSD_i,57121.7,55326.7,54571.5,57527.6,56049.55,55808.6,55688.125,56136.875,337324,2021-05-04 00:00:00
162,BTCUSD_i,55326.7,55852.8,55069.2,56052.9,55561.05,55658.30000000001,55706.925,55575.40000000001,432916,2021-05-04 04:00:00
163,BTCUSD_i,55852.8,55745.4,55541.8,56408.3,55975.05,55898.5,55860.225,55887.075,319029,2021-05-04 08:00:00
164,BTCUSD_i,55745.4,56025.6,55420.4,56674.0,56047.2,56040.0,56036.4,55966.35,363271,2021-05-04 12:00:00
165,BTCUSD_i,56025.6,53825.2,53213.8,56152.8,54683.3,54397.26666666666,54254.25,54804.35,572138,2021-05-04 16:00:00
166,BTCUSD_i,53825.7,54323.1,53739.2,54807.5,54273.35,54289.93333333333,54298.225,54173.875,373476,2021-05-04 20:00:00
167,BTCUSD_i,54344.0,54563.7,52890.9,54900.3,53895.600000000006,54118.30000000001,54229.65000000001,54174.725000000006,356419,2021-05-05 00:00:00
168,BTCUSD_i,54563.9,54579.4,54436.5,55397.9,54917.2,54804.6,54748.299999999996,54744.424999999996,373689,2021-05-05 04:00:00
169,BTCUSD_i,54586.4,55469.3,53961.4,55588.3,54774.850000000006,55006.333333333336,55122.075,54901.35,363538,2021-05-05 08:00:00
170,BTCUSD_i,55469.3,55635.5,55012.4,55860.4,55436.4,55502.76666666666,55535.95,55494.399999999994,362865,2021-05-05 12:00:00
171,BTCUSD_i,55623.0,57426.5,55570.9,57956.7,56763.8,56984.700000000004,57095.15,56644.275,490633,2021-05-05 16:00:00
172,BTCUSD_i,57426.5,56759.6,56580.7,57737.0,57158.85,57025.76666666666,56959.225,57125.95,331848,2021-05-05 20:00:00
173,BTCUSD_i,56829.8,56996.9,56604.5,57665.8,57135.15,57089.06666666667,57066.025,57024.25,303306,2021-05-06 00:00:00
174,BTCUSD_i,56991.9,56997.9,56606.0,57637.6,57121.8,57080.5,57059.85,57058.35,343682,2021-05-06 04:00:00
175,BTCUSD_i,57011.9,56966.0,56432.0,57408.4,56920.2,56935.46666666667,56943.1,56954.575,336064,2021-05-06 08:00:00
176,BTCUSD_i,56965.5,57705.6,56791.2,58392.8,57592.0,57629.86666666667,57648.8,57463.775,332131,2021-05-06 12:00:00
177,BTCUSD_i,57705.6,56777.4,56609.2,57806.1,57207.649999999994,57064.23333333333,56992.524999999994,57224.575,380554,2021-05-06 16:00:00
178,BTCUSD_i,56768.4,55894.9,55203.6,57161.8,56182.7,56086.76666666666,56038.799999999996,56257.174999999996,441118,2021-05-06 20:00:00
179,BTCUSD_i,56309.3,56429.3,56051.8,57118.1,56584.95,56533.06666666667,56507.125,56477.125,275157,2021-05-07 00:00:00
180,BTCUSD_i,56417.8,55862.7,55261.8,56585.5,55923.65,55903.333333333336,55893.175,56031.95,433728,2021-05-07 04:00:00
181,BTCUSD_i,55863.2,56124.7,55567.3,56320.7,55944.0,56004.23333333334,56034.350000000006,55968.975000000006,327672,2021-05-07 08:00:00
182,BTCUSD_i,56120.9,57517.8,56058.8,57638.3,56848.55,57071.63333333334,57183.175,56833.950000000004,333228,2021-05-07 12:00:00
183,BTCUSD_i,57517.8,58371.3,56755.8,58381.3,57568.55,57836.13333333334,57969.925,57756.55,338917,2021-05-07 16:00:00
184,BTCUSD_i,58378.3,57640.8,57469.0,58740.2,58104.6,57950.0,57872.7,58057.075,332438,2021-05-07 20:00:00
185,BTCUSD_i,58053.4,58914.4,57912.1,58939.5,58425.8,58588.666666666664,58670.1,58454.85,224252,2021-05-10 00:00:00
186,BTCUSD_i,58906.4,59193.4,58661.4,59621.6,59141.5,59158.799999999996,59167.45,59095.7,261063,2021-05-10 04:00:00
187,BTCUSD_i,59202.8,58437.4,58061.4,59516.3,58788.850000000006,58671.700000000004,58613.125,58804.475000000006,297687,2021-05-10 08:00:00
188,BTCUSD_i,58437.4,57749.5,57358.4,58648.5,58003.45,57918.799999999996,57876.475,58048.45,377437,2021-05-10 12:00:00
189,BTCUSD_i,57719.4,57630.7,56683.3,58638.3,57660.8,57650.76666666666,57645.75,57667.924999999996,406210,2021-05-10 16:00:00
190,BTCUSD_i,57647.0,55329.7,53475.6,57770.9,55623.25,55525.4,55476.475000000006,56055.8,541723,2021-05-10 20:00:00
191,BTCUSD_i,55713.5,55511.9,55458.4,56452.9,55955.65,55807.73333333334,55733.775,55784.175,326638,2021-05-11 00:00:00
192,BTCUSD_i,55511.9,55369.5,54462.5,55966.5,55214.5,55266.166666666664,55292.0,55327.6,461805,2021-05-11 04:00:00
193,BTCUSD_i,55369.8,55375.5,54626.0,55909.1,55267.55,55303.53333333333,55321.525,55320.100000000006,355983,2021-05-11 08:00:00
194,BTCUSD_i,55371.8,55420.5,54768.4,56269.0,55518.7,55485.96666666667,55469.6,55457.425,341109,2021-05-11 12:00:00
195,BTCUSD_i,55420.7,56050.7,54918.8,56579.0,55748.9,55849.5,55899.8,55742.3,376961,2021-05-11 16:00:00
196,BTCUSD_i,56050.7,56750.5,55986.8,56970.8,56478.8,56569.36666666667,56614.65,56439.7,283112,2021-05-11 20:00:00
197,BTCUSD_i,56593.2,57391.9,56290.1,57400.9,56845.5,57027.63333333333,57118.7,56919.024999999994,215800,2021-05-12 00:00:00
198,BTCUSD_i,57403.8,57416.5,56979.0,58039.3,57509.15,57478.26666666666,57462.825,57459.649999999994,299927,2021-05-12 04:00:00
