,CHNA50_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
529,CHNA50_m_i,13733.3,13792.0,13700.8,13846.6,13773.7,13779.800000000001,13782.85,13768.175,2330,2019-09-18 00:00:00
530,CHNA50_m_i,13812.0,13797.5,13739.3,13866.8,13803.05,13801.199999999999,13800.275,13803.9,2406,2019-09-19 00:00:00
531,CHNA50_m_i,13799.0,13704.1,13658.2,13882.8,13770.5,13748.366666666667,13737.3,13761.025,3544,2019-09-20 00:00:00
532,CHNA50_m_i,13750.0,13677.6,13606.5,13808.4,13707.45,13697.5,13692.525,13710.625,3315,2019-09-23 00:00:00
533,CHNA50_m_i,13693.1,13681.1,13626.2,13811.2,13718.7,13706.166666666666,13699.9,13702.9,3581,2019-09-24 00:00:00
534,CHNA50_m_i,13649.2,13729.7,13625.3,13745.3,13685.3,13700.1,13707.5,13687.375,1596,2019-09-25 00:00:00
535,CHNA50_m_i,13736.8,13671.2,13654.3,13796.8,13725.55,13707.433333333334,13698.375,13714.775000000001,2195,2019-09-26 00:00:00
536,CHNA50_m_i,13674.0,13523.1,13452.0,13707.8,13579.9,13560.966666666667,13551.5,13589.225,3608,2019-09-27 00:00:00
537,CHNA50_m_i,13573.8,13521.5,13478.5,13696.0,13587.25,13565.333333333334,13554.375,13567.45,3828,2019-09-30 00:00:00
538,CHNA50_m_i,13549.2,13446.2,13444.8,13594.6,13519.7,13495.200000000003,13482.95,13508.7,1967,2019-10-01 00:00:00
539,CHNA50_m_i,13463.5,13386.0,13368.3,13540.8,13454.55,13431.699999999999,13420.275,13439.65,2676,2019-10-02 00:00:00
540,CHNA50_m_i,13370.5,13489.3,13357.2,13497.9,13427.55,13448.133333333331,13458.425,13428.724999999999,1627,2019-10-03 00:00:00
541,CHNA50_m_i,13471.5,13479.4,13367.9,13497.9,13432.9,13448.4,13456.15,13454.175,2522,2019-10-04 00:00:00
542,CHNA50_m_i,13445.9,13460.2,13406.0,13518.4,13462.2,13461.533333333335,13461.2,13457.625000000002,2106,2019-10-07 00:00:00
543,CHNA50_m_i,13479.6,13523.6,13478.2,13759.5,13618.85,13587.1,13571.225,13560.225,5187,2019-10-08 00:00:00
544,CHNA50_m_i,13558.5,13711.0,13542.8,13800.1,13671.45,13684.633333333333,13691.225,13653.1,3622,2019-10-09 00:00:00
545,CHNA50_m_i,13649.2,13829.3,13596.4,13846.4,13721.4,13757.366666666667,13775.349999999999,13730.325,3200,2019-10-10 00:00:00
546,CHNA50_m_i,13834.6,14012.0,13765.2,14072.1,13918.650000000001,13949.766666666668,13965.325,13920.975,4365,2019-10-11 00:00:00
547,CHNA50_m_i,14023.2,14045.0,13959.9,14204.9,14082.4,14069.933333333334,14063.7,14058.25,4683,2019-10-14 00:00:00
548,CHNA50_m_i,14063.3,14129.2,14058.1,14170.8,14114.45,14119.366666666669,14121.825,14105.350000000002,1596,2019-10-15 00:00:00
549,CHNA50_m_i,14113.0,14063.0,14006.8,14236.8,14121.8,14102.199999999999,14092.4,14104.9,4101,2019-10-16 00:00:00
550,CHNA50_m_i,14049.1,14108.1,14035.4,14137.9,14086.65,14093.800000000001,14097.375,14082.625,1461,2019-10-17 00:00:00
551,CHNA50_m_i,14101.6,13842.9,13791.7,14181.4,13986.55,13938.666666666666,13914.725,13979.4,5208,2019-10-18 00:00:00
552,CHNA50_m_i,13869.8,13977.3,13824.8,13989.8,13907.3,13930.633333333331,13942.3,13915.425,2226,2019-10-21 00:00:00
553,CHNA50_m_i,13985.7,13951.8,13873.2,14025.7,13949.45,13950.233333333332,13950.625,13959.099999999999,2712,2019-10-22 00:00:00
554,CHNA50_m_i,13942.3,13931.7,13814.2,13981.7,13897.95,13909.200000000003,13914.825,13917.475000000002,3245,2019-10-23 00:00:00
555,CHNA50_m_i,13922.3,13890.8,13832.8,13980.3,13906.55,13901.299999999997,13898.675,13906.55,2636,2019-10-24 00:00:00
556,CHNA50_m_i,13902.1,13948.9,13758.8,13961.3,13860.05,13889.666666666666,13904.475,13892.775,3583,2019-10-25 00:00:00
557,CHNA50_m_i,13941.0,13978.0,13867.9,14002.9,13935.4,13949.6,13956.7,13947.45,2331,2019-10-28 00:00:00
558,CHNA50_m_i,13983.1,13919.3,13906.3,14016.3,13961.3,13947.299999999997,13940.3,13956.249999999998,1563,2019-10-29 00:00:00
559,CHNA50_m_i,13922.6,13854.9,13759.8,13964.8,13862.3,13859.833333333334,13858.6,13875.525,3424,2019-10-30 00:00:00
560,CHNA50_m_i,13882.6,13837.5,13808.4,13928.4,13868.4,13858.1,13852.95,13864.225,1950,2019-10-31 00:00:00
561,CHNA50_m_i,13845.8,14203.8,13834.2,14216.7,14025.45,14084.9,14114.625,14025.125,4071,2019-11-01 00:00:00
562,CHNA50_m_i,14205.4,14281.8,14189.4,14321.9,14255.65,14264.366666666667,14268.724999999999,14249.625,1887,2019-11-04 00:00:00
563,CHNA50_m_i,14284.4,14313.9,14213.2,14462.7,14337.95,14329.933333333334,14325.925000000001,14318.550000000001,4696,2019-11-05 00:00:00
564,CHNA50_m_i,14309.5,14262.4,14229.9,14333.6,14281.75,14275.300000000001,14272.075,14283.85,1604,2019-11-06 00:00:00
565,CHNA50_m_i,14270.4,14336.7,14209.7,14394.7,14302.2,14313.700000000003,14319.45,14302.875000000002,3038,2019-11-07 00:00:00
566,CHNA50_m_i,14333.4,14230.3,14180.9,14365.9,14273.4,14259.033333333333,14251.849999999999,14277.625,2670,2019-11-08 00:00:00
567,CHNA50_m_i,14214.3,14065.0,13947.0,14218.5,14082.75,14076.833333333334,14073.875,14111.2,3938,2019-11-11 00:00:00
568,CHNA50_m_i,14061.2,13914.6,13875.9,14078.4,13977.15,13956.300000000001,13945.875,13982.525000000001,2585,2019-11-12 00:00:00
569,CHNA50_m_i,13921.9,13933.4,13872.8,13966.8,13919.8,13924.333333333334,13926.6,13923.725,1766,2019-11-13 00:00:00
570,CHNA50_m_i,13929.2,13949.7,13885.4,13987.9,13936.65,13941.0,13943.175,13938.05,1846,2019-11-14 00:00:00
571,CHNA50_m_i,13984.8,13897.8,13864.0,14019.5,13941.75,13927.1,13919.775000000001,13941.525000000001,2241,2019-11-15 00:00:00
572,CHNA50_m_i,13880.1,13953.3,13852.4,14027.4,13939.9,13944.366666666667,13946.599999999999,13928.3,2769,2019-11-18 00:00:00
573,CHNA50_m_i,13947.6,14041.0,13946.0,14118.5,14032.25,14035.166666666666,14036.625,14013.275,2517,2019-11-19 00:00:00
574,CHNA50_m_i,14038.7,13909.5,13869.6,14057.1,13963.35,13945.4,13936.425,13968.724999999999,2459,2019-11-20 00:00:00
575,CHNA50_m_i,13882.6,13855.8,13768.4,13883.0,13825.7,13835.733333333332,13840.75,13847.449999999999,2025,2019-11-21 00:00:00
576,CHNA50_m_i,13860.1,13645.2,13612.1,13924.6,13768.35,13727.300000000001,13706.775000000001,13760.5,4102,2019-11-22 00:00:00
577,CHNA50_m_i,13718.1,13831.5,13698.1,13840.6,13769.35,13790.066666666666,13800.425,13772.074999999999,1717,2019-11-25 00:00:00
578,CHNA50_m_i,13818.0,13789.0,13760.5,13917.0,13838.75,13822.166666666666,13813.875,13821.125,2841,2019-11-26 00:00:00
579,CHNA50_m_i,13808.3,13852.1,13742.6,13870.8,13806.7,13821.833333333334,13829.4,13818.45,2127,2019-11-27 00:00:00
580,CHNA50_m_i,13822.0,13701.4,13689.4,13849.5,13769.45,13746.766666666668,13735.425000000001,13765.575,1997,2019-11-28 00:00:00
581,CHNA50_m_i,13706.8,13583.6,13473.4,13725.9,13599.65,13594.300000000001,13591.625,13622.425,3819,2019-11-29 00:00:00
582,CHNA50_m_i,13613.2,13527.2,13499.7,13639.7,13569.7,13555.533333333335,13548.45,13569.95,1941,2019-12-02 00:00:00
583,CHNA50_m_i,13529.5,13565.9,13465.8,13653.3,13559.55,13561.666666666666,13562.725,13553.625,3387,2019-12-03 00:00:00
584,CHNA50_m_i,13562.4,13690.2,13531.8,13731.8,13631.8,13651.266666666668,13661.0,13629.050000000001,2723,2019-12-04 00:00:00
585,CHNA50_m_i,13682.2,13729.9,13642.9,13745.4,13694.15,13706.066666666666,13712.025,13700.099999999999,1574,2019-12-05 00:00:00
586,CHNA50_m_i,13731.9,13831.3,13731.0,13848.9,13789.95,13803.733333333332,13810.625,13785.775,1365,2019-12-06 00:00:00
587,CHNA50_m_i,13819.0,13717.2,13717.2,13839.7,13778.45,13758.033333333335,13747.825,13773.275000000001,1433,2019-12-09 00:00:00
588,CHNA50_m_i,13721.8,13801.3,13700.9,13808.4,13754.65,13770.199999999999,13777.974999999999,13758.099999999999,1356,2019-12-10 00:00:00
589,CHNA50_m_i,13796.6,13843.9,13744.6,13854.6,13799.6,13814.366666666667,13821.75,13809.925,1728,2019-12-11 00:00:00
590,CHNA50_m_i,13830.0,13895.6,13768.1,13923.1,13845.6,13862.266666666668,13870.6,13854.2,2445,2019-12-12 00:00:00
591,CHNA50_m_i,13937.9,14015.9,13919.4,14149.4,14034.4,14028.233333333332,14025.15,14005.65,3821,2019-12-13 00:00:00
592,CHNA50_m_i,14034.6,14088.4,13980.0,14117.5,14048.75,14061.966666666667,14068.575,14055.125,2213,2019-12-16 00:00:00
593,CHNA50_m_i,14084.1,14250.1,14038.7,14338.7,14188.7,14209.166666666666,14219.4,14177.9,4341,2019-12-17 00:00:00
594,CHNA50_m_i,14225.7,14252.4,14195.9,14314.7,14255.3,14254.333333333334,14253.85,14247.175,2110,2019-12-18 00:00:00
595,CHNA50_m_i,14255.0,14216.8,14177.7,14283.4,14230.55,14225.966666666665,14223.675,14233.224999999999,1733,2019-12-19 00:00:00
596,CHNA50_m_i,14212.1,14254.4,14189.6,14287.1,14238.35,14243.699999999999,14246.375,14235.8,1528,2019-12-20 00:00:00
597,CHNA50_m_i,14250.7,14061.6,14043.2,14265.9,14154.55,14123.566666666666,14108.074999999999,14155.349999999999,2564,2019-12-23 00:00:00
598,CHNA50_m_i,14069.0,14076.3,13968.4,14108.1,14038.25,14050.933333333334,14057.275000000001,14055.45,2722,2019-12-24 00:00:00
599,CHNA50_m_i,14032.6,14156.0,14023.7,14168.5,14096.1,14116.066666666666,14126.05,14095.199999999999,1663,2019-12-26 00:00:00
600,CHNA50_m_i,14164.9,14176.4,14137.0,14309.5,14223.25,14207.633333333333,14199.825,14196.95,3336,2019-12-27 00:00:00
601,CHNA50_m_i,14182.0,14314.4,14130.5,14395.5,14263.0,14280.133333333333,14288.7,14255.6,3977,2019-12-30 00:00:00
602,CHNA50_m_i,14329.8,14367.3,14296.4,14396.4,14346.4,14353.366666666667,14356.849999999999,14347.474999999999,1626,2019-12-31 00:00:00
603,CHNA50_m_i,14450.7,14626.3,14438.4,14628.8,14533.599999999999,14564.5,14579.95,14536.05,2053,2020-01-02 00:00:00
604,CHNA50_m_i,14629.9,14444.2,14364.9,14632.4,14498.65,14480.5,14471.425,14517.85,3494,2020-01-03 00:00:00
605,CHNA50_m_i,14418.9,14392.0,14245.7,14498.9,14372.3,14378.866666666667,14382.15,14388.875,4796,2020-01-06 00:00:00
606,CHNA50_m_i,14400.5,14412.9,14380.5,14495.5,14438.0,14429.633333333333,14425.45,14422.35,2177,2020-01-07 00:00:00
607,CHNA50_m_i,14306.6,14465.5,14266.6,14481.6,14374.1,14404.566666666666,14419.8,14380.074999999999,2712,2020-01-08 00:00:00
608,CHNA50_m_i,14425.5,14488.1,14410.6,14505.6,14458.1,14468.1,14473.1,14457.45,1275,2020-01-09 00:00:00
609,CHNA50_m_i,14502.5,14466.6,14434.1,14531.6,14482.85,14477.433333333334,14474.725,14483.7,1592,2020-01-10 00:00:00
610,CHNA50_m_i,14482.6,14672.6,14460.1,14682.6,14571.35,14605.1,14621.975,14574.475,2551,2020-01-13 00:00:00
611,CHNA50_m_i,14676.3,14570.9,14501.6,14701.2,14601.400000000001,14591.233333333335,14586.150000000001,14612.5,2939,2020-01-14 00:00:00
612,CHNA50_m_i,14536.0,14454.8,14412.3,14602.3,14507.3,14489.799999999997,14481.05,14501.349999999999,2989,2020-01-15 00:00:00
613,CHNA50_m_i,14466.8,14423.5,14331.0,14483.5,14407.25,14412.666666666666,14415.375,14426.2,2618,2020-01-16 00:00:00
614,CHNA50_m_i,14429.7,14449.7,14347.2,14492.2,14419.7,14429.700000000003,14434.7,14429.7,2701,2020-01-17 00:00:00
615,CHNA50_m_i,14445.0,14390.5,14365.7,14480.7,14423.2,14412.300000000001,14406.85,14420.475,1756,2020-01-20 00:00:00
616,CHNA50_m_i,14379.0,14036.9,13981.6,14389.1,14185.35,14135.866666666667,14111.125,14196.65,4730,2020-01-21 00:00:00
617,CHNA50_m_i,14021.2,14010.7,13898.6,14197.7,14048.150000000001,14035.666666666666,14029.425,14032.05,5878,2020-01-22 00:00:00
618,CHNA50_m_i,13998.5,13782.0,13589.6,14037.1,13813.35,13802.9,13797.675,13851.8,6786,2020-01-23 00:00:00
619,CHNA50_m_i,13769.5,13615.5,13583.8,13884.0,13733.9,13694.433333333334,13674.7,13713.2,4465,2020-01-24 00:00:00
620,CHNA50_m_i,13378.6,12965.2,12665.2,13384.7,13024.95,13005.033333333335,12995.075,13098.425000000001,10257,2020-01-27 00:00:00
621,CHNA50_m_i,12967.9,12975.2,12800.4,13112.0,12956.2,12962.533333333335,12965.7,12963.875000000002,6160,2020-01-28 00:00:00
622,CHNA50_m_i,12955.5,13057.2,12942.7,13284.3,13113.5,13094.733333333332,13085.349999999999,13059.925,5816,2020-01-29 00:00:00
623,CHNA50_m_i,13072.0,12872.9,12685.4,13142.9,12914.15,12900.4,12893.525,12943.3,7160,2020-01-30 00:00:00
624,CHNA50_m_i,12924.3,12706.5,12649.7,13047.7,12848.7,12801.300000000001,12777.6,12832.05,5783,2020-01-31 00:00:00
625,CHNA50_m_i,12762.3,12652.4,12469.8,12949.8,12709.8,12690.666666666666,12681.1,12708.575,8502,2020-02-03 00:00:00
626,CHNA50_m_i,12640.1,13290.1,12640.1,13325.2,12982.650000000001,13085.133333333333,13136.375,12973.875,7203,2020-02-04 00:00:00
627,CHNA50_m_i,13209.6,13345.6,13070.8,13501.1,13285.95,13305.833333333334,13315.775,13281.775,7247,2020-02-05 00:00:00
628,CHNA50_m_i,13327.3,13246.9,13229.4,13519.4,13374.4,13331.9,13310.65,13330.75,4997,2020-02-06 00:00:00
629,CHNA50_m_i,13230.0,13181.8,13162.8,13382.8,13272.8,13242.466666666665,13227.3,13239.349999999999,3919,2020-02-07 00:00:00
630,CHNA50_m_i,13157.5,13335.5,13157.5,13406.1,13281.8,13299.699999999999,13308.65,13264.15,3193,2020-02-10 00:00:00
631,CHNA50_m_i,13367.6,13547.1,13336.2,13624.9,13480.55,13502.733333333332,13513.824999999999,13468.949999999999,3980,2020-02-11 00:00:00
632,CHNA50_m_i,13543.3,13649.1,13488.4,13658.4,13573.4,13598.633333333333,13611.25,13584.8,2343,2020-02-12 00:00:00
633,CHNA50_m_i,13569.9,13437.1,13399.5,13659.6,13529.55,13498.733333333332,13483.324999999999,13516.525,3875,2020-02-13 00:00:00
634,CHNA50_m_i,13458.6,13550.3,13450.9,13643.4,13547.15,13548.199999999999,13548.724999999999,13525.8,2934,2020-02-14 00:00:00
635,CHNA50_m_i,13598.9,13797.2,13561.4,13843.9,13702.65,13734.166666666666,13749.925,13700.35,3668,2020-02-17 00:00:00
636,CHNA50_m_i,13746.9,13629.2,13609.8,13759.8,13684.8,13666.266666666668,13657.0,13686.425000000001,1824,2020-02-18 00:00:00
637,CHNA50_m_i,13679.4,13734.1,13640.9,13798.4,13719.65,13724.466666666667,13726.875,13713.2,2604,2020-02-19 00:00:00
638,CHNA50_m_i,13777.0,13818.8,13719.4,14001.9,13860.65,13846.699999999999,13839.724999999999,13829.275,5233,2020-02-20 00:00:00
639,CHNA50_m_i,13820.8,13891.5,13817.4,13997.8,13907.599999999999,13902.233333333332,13899.55,13881.875,2902,2020-02-21 00:00:00
640,CHNA50_m_i,13764.0,13452.6,13343.2,13852.6,13597.900000000001,13549.466666666667,13525.25,13603.1,7075,2020-02-24 00:00:00
641,CHNA50_m_i,13491.4,13394.5,13380.9,13638.4,13509.65,13471.266666666668,13452.075,13476.300000000001,4182,2020-02-25 00:00:00
642,CHNA50_m_i,13440.1,13591.4,13413.7,13733.9,13573.8,13579.666666666666,13582.6,13544.775,4892,2020-02-26 00:00:00
643,CHNA50_m_i,13571.5,13541.0,13444.3,13801.8,13623.05,13595.699999999999,13582.025,13589.65,6846,2020-02-27 00:00:00
644,CHNA50_m_i,13511.9,13186.3,12933.4,13546.9,13240.15,13222.199999999999,13213.224999999999,13294.625,9015,2020-02-28 00:00:00
645,CHNA50_m_i,13216.8,13674.9,13214.6,13710.5,13462.55,13533.333333333334,13568.725,13454.2,5338,2020-03-02 00:00:00
646,CHNA50_m_i,13733.0,13686.1,13605.9,13855.2,13730.55,13715.733333333332,13708.324999999999,13720.05,4518,2020-03-03 00:00:00
647,CHNA50_m_i,13752.4,13878.4,13648.3,13900.5,13774.4,13809.066666666666,13826.4,13794.9,3785,2020-03-04 00:00:00
648,CHNA50_m_i,13861.3,14034.6,13832.0,14213.4,14022.7,14026.666666666666,14028.65,13985.325,5896,2020-03-05 00:00:00
649,CHNA50_m_i,14060.2,13667.4,13578.3,14090.8,13834.55,13778.833333333334,13750.975,13849.175,6323,2020-03-06 00:00:00
650,CHNA50_m_i,13545.0,13323.4,12916.7,13583.0,13249.85,13274.366666666667,13286.625,13342.025,11111,2020-03-09 00:00:00
651,CHNA50_m_i,13384.9,13916.7,13339.8,13973.8,13656.8,13743.433333333334,13786.75,13653.800000000001,7363,2020-03-10 00:00:00
652,CHNA50_m_i,13830.5,13519.0,13464.5,13862.2,13663.35,13615.233333333332,13591.175,13669.05,4840,2020-03-11 00:00:00
653,CHNA50_m_i,13518.9,12719.8,12648.8,13546.2,13097.5,12971.6,12908.650000000001,13108.425000000001,9958,2020-03-12 00:00:00
654,CHNA50_m_i,12720.1,13362.5,12482.1,13602.6,13042.35,13149.066666666666,13202.425,13041.824999999999,15987,2020-03-13 00:00:00
655,CHNA50_m_i,12974.3,11980.9,11755.5,13058.7,12407.1,12265.033333333333,12194.0,12442.349999999999,16131,2020-03-16 00:00:00
656,CHNA50_m_i,12260.2,12553.1,12113.6,12778.5,12446.05,12481.733333333332,12499.574999999999,12426.349999999999,10370,2020-03-17 00:00:00
657,CHNA50_m_i,12401.2,11986.1,11775.1,12638.6,12206.85,12133.266666666668,12096.475,12200.25,13120,2020-03-18 00:00:00
658,CHNA50_m_i,12047.7,12035.4,11492.2,12281.2,11886.7,11936.266666666668,11961.050000000001,11964.125,15658,2020-03-19 00:00:00
659,CHNA50_m_i,12068.9,11820.5,11801.7,12488.2,12144.95,12036.800000000001,11982.725,12044.825,11247,2020-03-20 00:00:00
660,CHNA50_m_i,11833.4,11928.2,11750.8,12215.0,11982.9,11964.666666666666,11955.55,11931.85,8337,2020-03-23 00:00:00
661,CHNA50_m_i,12076.5,12505.0,12045.5,12522.3,12283.9,12357.6,12394.45,12287.325,5252,2020-03-24 00:00:00
662,CHNA50_m_i,12449.3,12660.6,12449.3,12775.4,12612.349999999999,12628.433333333332,12636.474999999999,12583.649999999998,4410,2020-03-25 00:00:00
663,CHNA50_m_i,12528.8,12782.5,12383.6,12790.5,12587.05,12652.199999999999,12684.775,12621.349999999999,5602,2020-03-26 00:00:00
664,CHNA50_m_i,12698.6,12319.6,12289.1,12736.3,12512.7,12448.333333333334,12416.15,12510.9,5155,2020-03-27 00:00:00
665,CHNA50_m_i,12351.7,12620.4,12321.5,12632.3,12476.9,12524.733333333332,12548.65,12481.474999999999,3530,2020-03-30 00:00:00
666,CHNA50_m_i,12642.0,12466.1,12437.6,12707.0,12572.3,12536.9,12519.199999999999,12563.175,3630,2020-03-31 00:00:00
667,CHNA50_m_i,12494.0,12340.5,12308.4,12707.7,12508.05,12452.199999999999,12424.275,12462.65,6452,2020-04-01 00:00:00
668,CHNA50_m_i,12406.0,12665.8,12343.5,12714.0,12528.75,12574.433333333334,12597.275000000001,12532.325,4813,2020-04-02 00:00:00
669,CHNA50_m_i,12617.2,12603.1,12546.6,12733.3,12639.95,12627.666666666666,12621.525,12625.05,3594,2020-04-03 00:00:00
670,CHNA50_m_i,12816.4,12923.4,12653.3,12966.4,12809.849999999999,12847.699999999999,12866.625,12839.875,5193,2020-04-06 00:00:00
671,CHNA50_m_i,12934.5,12716.0,12692.5,13102.4,12897.45,12836.966666666667,12806.725,12861.35,6014,2020-04-07 00:00:00
672,CHNA50_m_i,12738.0,12834.8,12738.0,12868.2,12803.1,12813.666666666666,12818.95,12794.75,1637,2020-04-08 00:00:00
673,CHNA50_m_i,12855.1,12774.5,12708.3,12883.3,12795.8,12788.699999999999,12785.15,12805.3,2695,2020-04-09 00:00:00
674,CHNA50_m_i,12804.5,12793.7,12754.5,12960.5,12857.5,12836.233333333332,12825.599999999999,12828.3,4013,2020-04-10 00:00:00
675,CHNA50_m_i,12777.4,12765.5,12684.9,12828.6,12756.75,12759.666666666666,12761.125,12764.1,2756,2020-04-13 00:00:00
676,CHNA50_m_i,12775.9,12954.0,12775.9,12989.3,12882.599999999999,12906.4,12918.3,12873.775,2488,2020-04-14 00:00:00
677,CHNA50_m_i,12959.2,12747.3,12701.9,13007.3,12854.599999999999,12818.833333333334,12800.95,12853.925,3990,2020-04-15 00:00:00
678,CHNA50_m_i,12745.4,12829.4,12745.4,12919.9,12832.65,12831.566666666666,12831.025,12810.025,2651,2020-04-16 00:00:00
679,CHNA50_m_i,12982.3,13041.6,12943.0,13153.0,13048.0,13045.866666666667,13044.8,13029.974999999999,3608,2020-04-17 00:00:00
680,CHNA50_m_i,13047.5,13028.5,12986.8,13119.3,13053.05,13044.866666666667,13040.775,13045.525,2461,2020-04-20 00:00:00
681,CHNA50_m_i,13038.1,12819.8,12784.8,13094.0,12939.4,12899.533333333333,12879.599999999999,12934.175,4002,2020-04-21 00:00:00
682,CHNA50_m_i,12820.0,13058.2,12807.4,13113.2,12960.3,12992.933333333334,13009.25,12949.7,3735,2020-04-22 00:00:00
683,CHNA50_m_i,13060.0,13035.2,12997.5,13153.6,13075.55,13062.1,13055.375,13061.575,2875,2020-04-23 00:00:00
684,CHNA50_m_i,13015.6,13033.9,12939.1,13054.1,12996.6,13009.033333333333,13015.25,13010.675,2118,2020-04-24 00:00:00
685,CHNA50_m_i,13017.9,13116.7,12977.6,13152.6,13065.1,13082.300000000001,13090.900000000001,13066.2,2513,2020-04-27 00:00:00
686,CHNA50_m_i,13105.4,13234.8,12952.7,13305.4,13129.05,13164.299999999997,13181.925,13149.574999999999,5761,2020-04-28 00:00:00
687,CHNA50_m_i,13239.6,13378.3,13194.7,13385.8,13290.25,13319.6,13334.275000000001,13299.6,2436,2020-04-29 00:00:00
688,CHNA50_m_i,13354.6,13096.1,13076.1,13543.6,13309.85,13238.6,13202.975,13267.6,6766,2020-04-30 00:00:00
689,CHNA50_m_i,13130.5,12786.0,12768.9,13131.0,12949.95,12895.300000000001,12867.975,12954.1,3798,2020-05-01 00:00:00
690,CHNA50_m_i,12848.4,12829.8,12754.6,12948.6,12851.6,12844.333333333334,12840.7,12845.35,3695,2020-05-04 00:00:00
691,CHNA50_m_i,12881.1,12983.6,12847.5,13034.1,12940.8,12955.066666666666,12962.199999999999,12936.574999999999,2708,2020-05-05 00:00:00
692,CHNA50_m_i,12971.5,13251.6,12942.1,13362.1,13152.1,13185.266666666668,13201.85,13131.825,5600,2020-05-06 00:00:00
693,CHNA50_m_i,13259.7,13349.4,13259.4,13406.9,13333.15,13338.566666666666,13341.275,13318.849999999999,2054,2020-05-07 00:00:00
694,CHNA50_m_i,13371.5,13502.3,13337.7,13520.2,13428.95,13453.4,13465.625,13432.925,2343,2020-05-08 00:00:00
695,CHNA50_m_i,13508.3,13431.7,13347.2,13618.7,13482.95,13465.866666666669,13457.325,13476.475000000002,4665,2020-05-11 00:00:00
696,CHNA50_m_i,13414.3,13382.4,13379.4,13532.2,13455.8,13431.333333333334,13419.1,13427.075,2738,2020-05-12 00:00:00
697,CHNA50_m_i,13399.1,13380.8,13323.6,13500.2,13411.900000000001,13401.533333333335,13396.350000000002,13400.925000000001,3350,2020-05-13 00:00:00
698,CHNA50_m_i,13369.2,13412.6,13243.2,13428.2,13335.7,13361.333333333334,13374.15,13363.3,3267,2020-05-14 00:00:00
699,CHNA50_m_i,13411.8,13187.9,13137.9,13412.9,13275.4,13246.233333333332,13231.65,13287.625,3262,2020-05-15 00:00:00
700,CHNA50_m_i,13209.5,13516.4,13205.3,13554.5,13379.9,13425.4,13448.15,13371.425,3916,2020-05-18 00:00:00
701,CHNA50_m_i,13497.5,13384.7,13367.5,13516.3,13441.9,13422.833333333334,13413.3,13441.5,1849,2020-05-19 00:00:00
702,CHNA50_m_i,13405.5,13501.0,13399.1,13549.1,13474.1,13483.066666666666,13487.55,13463.675,2046,2020-05-20 00:00:00
703,CHNA50_m_i,13494.4,13344.6,13299.6,13519.6,13409.6,13387.933333333334,13377.1,13414.550000000001,2903,2020-05-21 00:00:00
704,CHNA50_m_i,13347.1,13129.9,13037.7,13370.2,13203.95,13179.266666666668,13166.925000000001,13221.225,4479,2020-05-22 00:00:00
705,CHNA50_m_i,13108.4,13192.4,12994.3,13224.9,13109.599999999999,13137.199999999999,13151.0,13130.0,3773,2020-05-25 00:00:00
706,CHNA50_m_i,13115.8,13180.4,13112.3,13254.1,13183.2,13182.266666666668,13181.800000000001,13165.650000000001,2191,2020-05-26 00:00:00
707,CHNA50_m_i,13158.4,13163.3,13088.0,13283.0,13185.5,13178.1,13174.400000000001,13173.175000000001,3852,2020-05-27 00:00:00
708,CHNA50_m_i,13170.6,13199.7,13122.2,13364.7,13243.45,13228.866666666669,13221.575,13214.300000000001,4560,2020-05-28 00:00:00
709,CHNA50_m_i,13150.4,13269.8,13079.8,13284.9,13182.349999999999,13211.5,13226.075,13196.225,2909,2020-05-29 00:00:00
710,CHNA50_m_i,13281.2,13531.8,13276.7,13591.8,13434.25,13466.766666666668,13483.025000000001,13420.375,3797,2020-06-01 00:00:00
711,CHNA50_m_i,13528.2,13709.1,13499.1,13746.6,13622.85,13651.6,13665.975,13620.75,3142,2020-06-02 00:00:00
712,CHNA50_m_i,13745.1,13816.1,13656.6,13854.1,13755.35,13775.6,13785.725,13767.975,3241,2020-06-03 00:00:00
713,CHNA50_m_i,13801.0,13658.5,13621.0,13811.0,13716.0,13696.833333333334,13687.25,13722.875,2376,2020-06-04 00:00:00
714,CHNA50_m_i,13671.3,13816.7,13629.2,13866.7,13747.95,13770.866666666669,13782.325,13745.975000000002,3297,2020-06-05 00:00:00
715,CHNA50_m_i,13814.1,13856.6,13773.0,13940.5,13856.75,13856.699999999999,13856.675,13846.05,2926,2020-06-08 00:00:00
716,CHNA50_m_i,13861.1,13867.7,13791.5,13951.4,13871.45,13870.200000000003,13869.575,13867.925000000001,3133,2020-06-09 00:00:00
717,CHNA50_m_i,13861.8,13822.6,13772.6,13915.4,13844.0,13836.866666666667,13833.3,13843.099999999999,2465,2020-06-10 00:00:00
718,CHNA50_m_i,13779.4,13461.3,13449.1,13808.1,13628.6,13572.833333333334,13544.95,13624.475,4000,2020-06-11 00:00:00
719,CHNA50_m_i,13461.3,13648.3,13452.3,13718.4,13585.349999999999,13606.333333333334,13616.825,13570.075,3453,2020-06-12 00:00:00
720,CHNA50_m_i,13589.1,13553.2,13358.2,13608.0,13483.1,13506.466666666667,13518.150000000001,13527.125,4638,2020-06-15 00:00:00
721,CHNA50_m_i,13591.4,13591.4,13536.4,13718.9,13627.65,13615.566666666666,13609.525,13609.525,3651,2020-06-16 00:00:00
