,LTCUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
34,LTCUSD_i,208.43,205.91,203.69,208.53,206.11,206.04333333333332,206.01,206.64,88185,2021-04-02 20:00:00
35,LTCUSD_i,201.8,200.2,199.94,203.6,201.76999999999998,201.24666666666667,200.985,201.385,65480,2021-04-05 00:00:00
36,LTCUSD_i,200.21,201.75,198.19,207.14,202.665,202.35999999999999,202.20749999999998,201.8225,133120,2021-04-05 04:00:00
37,LTCUSD_i,201.74,199.61,197.78,202.23,200.005,199.87333333333333,199.8075,200.34,108820,2021-04-05 08:00:00
38,LTCUSD_i,199.59,205.65,198.94,207.68,203.31,204.09,204.48,202.965,84080,2021-04-05 12:00:00
39,LTCUSD_i,205.65,210.95,203.94,212.75,208.345,209.21333333333334,209.64749999999998,208.3225,126120,2021-04-05 16:00:00
40,LTCUSD_i,210.96,217.02,210.73,220.58,215.655,216.11,216.3375,214.82250000000002,184820,2021-04-05 20:00:00
41,LTCUSD_i,219.97,226.21,217.27,227.58,222.425,223.6866666666667,224.31750000000002,222.75750000000002,153232,2021-04-06 00:00:00
42,LTCUSD_i,226.21,222.55,217.47,226.25,221.86,222.09,222.20499999999998,223.12,140990,2021-04-06 04:00:00
43,LTCUSD_i,222.55,220.01,218.07,223.87,220.97,220.65,220.49,221.125,137810,2021-04-06 08:00:00
44,LTCUSD_i,220.02,232.18,219.69,238.83,229.26,230.23333333333335,230.72000000000003,227.68,208350,2021-04-06 12:00:00
45,LTCUSD_i,232.18,241.05,212.68,243.67,228.175,232.4666666666667,234.6125,232.39500000000004,350198,2021-04-06 16:00:00
46,LTCUSD_i,241.06,242.44,235.09,244.07,239.57999999999998,240.5333333333333,241.01,240.66499999999996,237890,2021-04-06 20:00:00
47,LTCUSD_i,237.1,232.32,230.51,242.54,236.52499999999998,235.1233333333333,234.42249999999996,235.61749999999998,159752,2021-04-07 00:00:00
48,LTCUSD_i,232.33,239.89,230.28,241.85,236.065,237.34,237.9775,236.0875,182340,2021-04-07 04:00:00
49,LTCUSD_i,239.89,228.69,225.94,242.46,234.2,232.36333333333332,231.445,234.24499999999998,259930,2021-04-07 08:00:00
50,LTCUSD_i,228.69,221.27,210.68,229.84,220.26,220.59666666666666,220.765,222.62,369872,2021-04-07 12:00:00
51,LTCUSD_i,221.27,223.2,214.94,225.41,220.175,221.1833333333333,221.6875,221.20499999999998,255880,2021-04-07 16:00:00
52,LTCUSD_i,223.2,220.1,213.2,223.33,218.265,218.87666666666667,219.1825,219.95749999999998,251220,2021-04-07 20:00:00
53,LTCUSD_i,220.0,223.06,217.67,225.21,221.44,221.98000000000002,222.25,221.485,140670,2021-04-08 00:00:00
54,LTCUSD_i,223.06,223.98,218.69,224.93,221.81,222.53333333333333,222.895,222.66500000000002,144910,2021-04-08 04:00:00
55,LTCUSD_i,223.98,222.5,221.44,227.25,224.345,223.73000000000002,223.4225,223.79250000000002,130490,2021-04-08 08:00:00
56,LTCUSD_i,222.5,223.45,216.69,224.32,220.505,221.48666666666668,221.97750000000002,221.74,149930,2021-04-08 12:00:00
57,LTCUSD_i,223.45,224.86,222.24,226.79,224.515,224.63,224.6875,224.33499999999998,108920,2021-04-08 16:00:00
58,LTCUSD_i,224.86,223.49,221.94,225.21,223.575,223.54666666666665,223.5325,223.875,83400,2021-04-08 20:00:00
59,LTCUSD_i,224.81,227.91,224.19,228.38,226.285,226.82666666666668,227.0975,226.3225,78990,2021-04-09 00:00:00
60,LTCUSD_i,227.91,224.91,223.88,228.69,226.285,225.82666666666668,225.5975,226.3475,94030,2021-04-09 04:00:00
61,LTCUSD_i,224.91,222.99,222.32,225.85,224.08499999999998,223.72,223.5375,224.01749999999998,100770,2021-04-09 08:00:00
62,LTCUSD_i,222.99,225.04,222.94,228.49,225.715,225.49,225.3775,224.865,94910,2021-04-09 12:00:00
63,LTCUSD_i,225.04,223.7,220.98,227.34,224.16,224.00666666666666,223.93,224.265,116080,2021-04-09 16:00:00
64,LTCUSD_i,223.7,222.82,222.53,225.09,223.81,223.48000000000002,223.315,223.53500000000003,64825,2021-04-09 20:00:00
65,LTCUSD_i,247.11,248.71,246.19,255.01,250.6,249.97,249.655,249.255,144790,2021-04-12 00:00:00
66,LTCUSD_i,248.71,252.06,248.71,255.9,252.305,252.22333333333336,252.1825,251.34500000000003,163440,2021-04-12 04:00:00
67,LTCUSD_i,252.06,255.27,251.31,258.63,254.97,255.07000000000002,255.12,254.3175,149000,2021-04-12 08:00:00
68,LTCUSD_i,255.27,251.41,243.38,255.51,249.445,250.1,250.42749999999998,251.39249999999998,191902,2021-04-12 12:00:00
69,LTCUSD_i,251.41,245.02,238.96,254.26,246.61,246.08,245.815,247.4125,174690,2021-04-12 16:00:00
70,LTCUSD_i,245.0,244.19,240.92,245.83,243.375,243.64666666666668,243.78250000000003,243.985,129610,2021-04-12 20:00:00
71,LTCUSD_i,245.41,251.64,243.94,251.97,247.95499999999998,249.1833333333333,249.79749999999999,248.23999999999998,109760,2021-04-13 00:00:00
72,LTCUSD_i,251.65,248.58,247.75,252.53,250.14,249.62,249.36,250.1275,144200,2021-04-13 04:00:00
73,LTCUSD_i,248.56,261.87,247.44,263.67,255.555,257.66,258.7125,255.385,221200,2021-04-13 08:00:00
74,LTCUSD_i,261.88,267.94,260.75,268.67,264.71000000000004,265.7866666666667,266.32500000000005,264.81000000000006,187370,2021-04-13 12:00:00
75,LTCUSD_i,267.95,268.63,263.18,271.24,267.21000000000004,267.68333333333334,267.92,267.75,196590,2021-04-13 16:00:00
76,LTCUSD_i,268.62,266.0,263.12,272.61,267.865,267.24333333333334,266.9325,267.5875,219992,2021-04-13 20:00:00
77,LTCUSD_i,262.96,271.86,260.5,271.97,266.235,268.11,269.0475,266.8225,148850,2021-04-14 00:00:00
78,LTCUSD_i,271.87,280.34,267.44,282.35,274.895,276.71,277.61749999999995,275.5,224100,2021-04-14 04:00:00
79,LTCUSD_i,280.25,269.87,267.19,281.89,274.53999999999996,272.9833333333333,272.205,274.79999999999995,203950,2021-04-14 08:00:00
80,LTCUSD_i,269.87,265.44,260.94,274.8,267.87,267.06,266.65500000000003,267.76250000000005,219540,2021-04-14 12:00:00
81,LTCUSD_i,265.44,269.64,254.73,271.28,263.005,265.21666666666664,266.3225,265.2725,305130,2021-04-14 16:00:00
82,LTCUSD_i,269.64,266.75,258.99,271.88,265.435,265.87333333333333,266.0925,266.815,281790,2021-04-14 20:00:00
83,LTCUSD_i,280.0,272.65,272.65,282.27,277.46,275.8566666666666,275.05499999999995,276.8925,177310,2021-04-15 00:00:00
84,LTCUSD_i,272.65,273.48,270.44,278.92,274.68,274.28000000000003,274.08000000000004,273.8725,182860,2021-04-15 04:00:00
85,LTCUSD_i,273.49,270.95,269.98,276.66,273.32000000000005,272.53000000000003,272.13500000000005,272.77000000000004,198580,2021-04-15 08:00:00
86,LTCUSD_i,270.94,270.35,265.68,272.92,269.3,269.65000000000003,269.82500000000005,269.9725,141032,2021-04-15 12:00:00
87,LTCUSD_i,270.35,278.18,270.35,284.07,277.21000000000004,277.53333333333336,277.69500000000005,275.73750000000007,204540,2021-04-15 16:00:00
88,LTCUSD_i,278.18,287.34,274.94,288.44,281.69,283.5733333333333,284.515,282.225,221670,2021-04-15 20:00:00
89,LTCUSD_i,284.44,286.48,283.5,290.65,287.075,286.87666666666667,286.77750000000003,286.2675,143850,2021-04-16 00:00:00
90,LTCUSD_i,286.44,281.05,278.69,296.39,287.53999999999996,285.3766666666666,284.29499999999996,285.6425,328216,2021-04-16 04:00:00
91,LTCUSD_i,281.15,283.38,279.69,290.02,284.855,284.36333333333334,284.1175,283.56,306830,2021-04-16 08:00:00
92,LTCUSD_i,283.37,275.24,268.19,284.29,276.24,275.9066666666667,275.74,277.77250000000004,272242,2021-04-16 12:00:00
93,LTCUSD_i,275.24,309.35,264.49,314.35,289.42,296.06333333333333,299.385,290.8575,442182,2021-04-16 16:00:00
94,LTCUSD_i,309.36,309.73,301.19,315.76,308.475,308.8933333333334,309.1025,309.01,352347,2021-04-16 20:00:00
95,LTCUSD_i,268.45,277.9,266.36,278.64,272.5,274.3,275.2,272.8375,226190,2021-04-19 00:00:00
96,LTCUSD_i,277.9,275.6,273.54,281.45,277.495,276.86333333333334,276.5475,277.1225,237960,2021-04-19 04:00:00
97,LTCUSD_i,275.6,268.0,267.09,277.45,272.27,270.84666666666664,270.135,272.03499999999997,211070,2021-04-19 08:00:00
98,LTCUSD_i,267.97,267.51,260.94,274.9,267.91999999999996,267.7833333333333,267.715,267.83,293452,2021-04-19 12:00:00
99,LTCUSD_i,267.51,254.94,250.16,270.43,260.295,258.51,257.6175,260.76,366702,2021-04-19 16:00:00
100,LTCUSD_i,254.9,270.83,251.72,273.21,262.465,265.25333333333333,266.6475,262.665,296390,2021-04-19 20:00:00
101,LTCUSD_i,266.01,246.34,241.84,271.55,256.695,253.24333333333334,251.5175,256.435,281300,2021-04-20 00:00:00
102,LTCUSD_i,246.34,254.18,237.58,254.86,246.22000000000003,248.87333333333336,250.20000000000005,248.24000000000004,350420,2021-04-20 04:00:00
103,LTCUSD_i,254.18,250.84,234.55,254.51,244.53,246.63333333333333,247.685,248.51999999999998,312530,2021-04-20 08:00:00
104,LTCUSD_i,250.85,254.28,247.63,259.82,253.725,253.91,254.0025,253.145,264180,2021-04-20 12:00:00
105,LTCUSD_i,254.28,264.67,246.21,264.67,255.44,258.51666666666665,260.055,257.4575,319290,2021-04-20 16:00:00
106,LTCUSD_i,264.68,265.69,261.34,272.33,266.835,266.4533333333333,266.2625,266.01,259130,2021-04-20 20:00:00
107,LTCUSD_i,267.35,257.19,257.19,269.58,263.385,261.32,260.2875,262.8275,180952,2021-04-21 00:00:00
108,LTCUSD_i,257.19,260.44,255.88,267.03,261.455,261.1166666666666,260.9475,260.135,207590,2021-04-21 04:00:00
109,LTCUSD_i,260.44,261.42,255.69,265.48,260.58500000000004,260.8633333333334,261.00250000000005,260.75750000000005,248600,2021-04-21 08:00:00
110,LTCUSD_i,261.42,264.2,250.49,265.75,258.12,260.1466666666667,261.16,260.46500000000003,276430,2021-04-21 12:00:00
111,LTCUSD_i,264.2,270.25,260.39,276.4,268.395,269.0133333333333,269.3225,267.81,246040,2021-04-21 16:00:00
112,LTCUSD_i,270.25,264.28,262.56,275.77,269.16499999999996,267.53666666666663,266.72249999999997,268.215,233930,2021-04-21 20:00:00
113,LTCUSD_i,262.44,259.13,251.97,266.58,259.275,259.22666666666663,259.2025,260.03,232320,2021-04-22 00:00:00
114,LTCUSD_i,259.13,262.47,250.69,263.6,257.145,258.92,259.8075,258.97249999999997,253700,2021-04-22 04:00:00
115,LTCUSD_i,262.47,262.42,258.05,268.54,263.295,263.00333333333333,262.8575,262.87,228704,2021-04-22 08:00:00
116,LTCUSD_i,262.42,280.19,260.69,285.61,273.15,275.49666666666667,276.67,272.2275,325978,2021-04-22 12:00:00
117,LTCUSD_i,280.19,285.49,275.04,289.11,282.07500000000005,283.21333333333337,283.7825,282.45750000000004,287720,2021-04-22 16:00:00
118,LTCUSD_i,285.5,255.69,255.68,286.09,270.885,265.82,263.2875,270.74,437590,2021-04-22 20:00:00
119,LTCUSD_i,256.25,251.49,249.76,258.8,254.28,253.35,252.885,254.075,264140,2021-04-23 00:00:00
120,LTCUSD_i,251.49,225.96,206.69,254.84,230.765,229.16333333333333,228.3625,234.745,689033,2021-04-23 04:00:00
121,LTCUSD_i,225.92,230.55,216.5,231.36,223.93,226.13666666666668,227.24,226.0825,525422,2021-04-23 08:00:00
122,LTCUSD_i,230.55,230.44,223.46,238.88,231.17000000000002,230.92666666666665,230.805,230.83249999999998,308610,2021-04-23 12:00:00
123,LTCUSD_i,230.44,234.54,225.81,236.92,231.365,232.42333333333332,232.9525,231.9275,324450,2021-04-23 16:00:00
124,LTCUSD_i,234.54,236.08,232.04,241.99,237.015,236.70333333333335,236.5475,236.1625,211335,2021-04-23 20:00:00
125,LTCUSD_i,215.63,232.69,214.94,234.48,224.70999999999998,227.36999999999998,228.7,224.43499999999997,185080,2021-04-26 00:00:00
126,LTCUSD_i,232.69,238.03,230.82,240.41,235.615,236.42,236.8225,235.4875,178330,2021-04-26 04:00:00
127,LTCUSD_i,238.04,238.94,236.01,244.19,240.1,239.71333333333334,239.51999999999998,239.295,140390,2021-04-26 08:00:00
128,LTCUSD_i,238.94,240.73,236.85,245.95,241.39999999999998,241.17666666666665,241.065,240.6175,161270,2021-04-26 12:00:00
129,LTCUSD_i,240.73,244.16,238.97,245.2,242.08499999999998,242.77666666666664,243.12249999999997,242.265,158010,2021-04-26 16:00:00
130,LTCUSD_i,244.14,240.29,240.29,248.08,244.185,242.88666666666666,242.23749999999998,243.2,156190,2021-04-26 20:00:00
131,LTCUSD_i,241.92,244.69,239.05,249.25,244.15,244.33,244.42000000000002,243.7275,142860,2021-04-27 00:00:00
132,LTCUSD_i,244.69,247.69,244.44,251.82,248.13,247.98333333333335,247.91000000000003,247.16000000000003,143140,2021-04-27 04:00:00
133,LTCUSD_i,247.69,250.7,247.44,254.99,251.215,251.04333333333332,250.95749999999998,250.20499999999998,129210,2021-04-27 08:00:00
134,LTCUSD_i,250.7,253.98,250.59,258.88,254.735,254.48333333333335,254.35750000000002,253.53750000000002,127180,2021-04-27 12:00:00
135,LTCUSD_i,254.04,256.11,248.16,262.72,255.44,255.66333333333333,255.775,255.2575,222810,2021-04-27 16:00:00
136,LTCUSD_i,256.11,259.53,254.35,260.49,257.42,258.12333333333333,258.475,257.62,176350,2021-04-27 20:00:00
137,LTCUSD_i,261.39,263.35,257.19,264.18,260.685,261.5733333333333,262.01750000000004,261.52750000000003,117280,2021-04-28 00:00:00
138,LTCUSD_i,263.35,254.19,253.51,266.38,259.945,258.02666666666664,257.0675,259.35749999999996,148140,2021-04-28 04:00:00
139,LTCUSD_i,254.19,251.11,248.29,255.82,252.055,251.74,251.5825,252.35250000000002,173560,2021-04-28 08:00:00
140,LTCUSD_i,251.11,256.84,249.05,258.59,253.82,254.82666666666668,255.32999999999998,253.8975,145560,2021-04-28 12:00:00
141,LTCUSD_i,256.84,253.88,250.12,257.4,253.76,253.79999999999998,253.82,254.56,151980,2021-04-28 16:00:00
142,LTCUSD_i,253.88,252.39,251.34,259.9,255.62,254.54333333333332,254.005,254.3775,166762,2021-04-28 20:00:00
143,LTCUSD_i,255.69,255.32,254.19,259.21,256.7,256.24,256.01,256.1025,98560,2021-04-29 00:00:00
144,LTCUSD_i,255.32,250.94,249.95,257.15,253.54999999999998,252.67999999999998,252.245,253.33999999999997,114150,2021-04-29 04:00:00
145,LTCUSD_i,250.94,253.82,250.66,257.59,254.125,254.0233333333333,253.97249999999997,253.2525,112650,2021-04-29 08:00:00
146,LTCUSD_i,253.82,260.94,253.33,262.34,257.835,258.86999999999995,259.3875,257.60749999999996,112190,2021-04-29 12:00:00
147,LTCUSD_i,260.94,251.03,250.88,261.7,256.28999999999996,254.53666666666663,253.65999999999997,256.1375,142810,2021-04-29 16:00:00
148,LTCUSD_i,251.03,250.31,248.13,253.21,250.67000000000002,250.55000000000004,250.49,250.67000000000002,160360,2021-04-29 20:00:00
149,LTCUSD_i,252.93,252.84,252.44,255.56,254.0,253.61333333333334,253.42000000000002,253.4425,88420,2021-04-30 00:00:00
150,LTCUSD_i,252.84,261.06,252.23,261.78,257.005,258.3566666666666,259.03249999999997,256.97749999999996,119710,2021-04-30 04:00:00
151,LTCUSD_i,261.06,264.78,260.23,267.14,263.685,264.05,264.23249999999996,263.3025,95390,2021-04-30 08:00:00
152,LTCUSD_i,264.78,265.23,259.57,266.49,263.03,263.7633333333333,264.13,264.0175,105900,2021-04-30 12:00:00
153,LTCUSD_i,265.23,267.35,263.25,270.11,266.68,266.90333333333336,267.015,266.485,133430,2021-04-30 16:00:00
154,LTCUSD_i,267.35,265.44,263.94,268.06,266.0,265.81333333333333,265.72,266.1975,81935,2021-04-30 20:00:00
155,LTCUSD_i,268.13,272.03,266.59,272.83,269.71,270.4833333333333,270.87,269.895,88010,2021-05-03 00:00:00
156,LTCUSD_i,272.03,272.19,271.44,274.05,272.745,272.56,272.46750000000003,272.4275,95150,2021-05-03 04:00:00
157,LTCUSD_i,272.2,279.31,272.07,281.41,276.74,277.59666666666664,278.025,276.2475,108780,2021-05-03 08:00:00
158,LTCUSD_i,279.31,278.98,276.01,282.43,279.22,279.14000000000004,279.1,279.1825,117630,2021-05-03 12:00:00
159,LTCUSD_i,278.98,290.54,272.8,294.28,283.53999999999996,285.8733333333333,287.03999999999996,284.15,222700,2021-05-03 16:00:00
160,LTCUSD_i,290.54,289.44,286.45,299.15,292.79999999999995,291.68,291.12,291.395,242230,2021-05-03 20:00:00
161,LTCUSD_i,292.91,277.44,270.55,297.28,283.91499999999996,281.75666666666666,280.6775,284.545,235340,2021-05-04 00:00:00
162,LTCUSD_i,277.44,283.49,274.44,284.14,279.28999999999996,280.69,281.39,279.8775,299200,2021-05-04 04:00:00
163,LTCUSD_i,283.49,287.31,279.68,288.29,283.985,285.0933333333333,285.6475,284.6925,212570,2021-05-04 08:00:00
164,LTCUSD_i,287.31,322.16,287.31,323.13,305.22,310.86666666666673,313.69000000000005,304.9775,473142,2021-05-04 12:00:00
165,LTCUSD_i,322.08,299.09,292.26,327.28,309.77,306.21,304.42999999999995,310.17749999999995,636896,2021-05-04 16:00:00
166,LTCUSD_i,298.95,315.22,298.94,316.2,307.57,310.12,311.395,307.3275,319248,2021-05-04 20:00:00
167,LTCUSD_i,309.13,324.5,300.84,327.06,313.95,317.46666666666664,319.225,315.3825,336252,2021-05-05 00:00:00
168,LTCUSD_i,324.53,326.1,324.19,341.31,332.75,330.53333333333336,329.425,329.0325,494702,2021-05-05 04:00:00
169,LTCUSD_i,326.11,327.46,321.69,335.45,328.57,328.2,328.015,327.6775,366162,2021-05-05 08:00:00
170,LTCUSD_i,327.46,343.43,324.22,347.88,336.05,338.51,339.74,335.7475,406404,2021-05-05 12:00:00
171,LTCUSD_i,343.41,354.66,338.85,358.03,348.44,350.5133333333333,351.55,348.7375,470130,2021-05-05 16:00:00
172,LTCUSD_i,354.66,347.3,345.72,359.52,352.62,350.84666666666664,349.96,351.8,370470,2021-05-05 20:00:00
173,LTCUSD_i,352.21,347.46,342.13,364.69,353.40999999999997,351.4266666666667,350.435,351.6225,335764,2021-05-06 00:00:00
174,LTCUSD_i,347.19,338.78,336.44,348.28,342.36,341.1666666666667,340.57,342.6725,294552,2021-05-06 04:00:00
175,LTCUSD_i,338.78,334.31,325.99,340.96,333.475,333.75333333333333,333.8925,335.01,313680,2021-05-06 08:00:00
176,LTCUSD_i,334.31,348.5,332.94,354.75,343.845,345.3966666666667,346.1725,342.625,333240,2021-05-06 12:00:00
177,LTCUSD_i,348.5,344.28,338.01,358.51,348.26,346.93333333333334,346.27,347.325,419932,2021-05-06 16:00:00
178,LTCUSD_i,344.13,328.56,318.2,349.66,333.93,332.14000000000004,331.245,335.13750000000005,480389,2021-05-06 20:00:00
179,LTCUSD_i,338.46,346.43,335.69,358.57,347.13,346.8966666666667,346.78000000000003,344.7875,290930,2021-05-07 00:00:00
180,LTCUSD_i,346.43,348.81,339.8,372.12,355.96000000000004,353.57666666666665,352.385,351.79,635158,2021-05-07 04:00:00
181,LTCUSD_i,348.64,365.94,346.98,372.18,359.58000000000004,361.70000000000005,362.76000000000005,358.43500000000006,476622,2021-05-07 08:00:00
182,LTCUSD_i,365.94,361.82,351.71,369.15,360.42999999999995,360.89333333333326,361.12499999999994,362.155,401510,2021-05-07 12:00:00
183,LTCUSD_i,361.82,355.63,347.69,363.31,355.5,355.54333333333335,355.56500000000005,357.1125,368164,2021-05-07 16:00:00
184,LTCUSD_i,355.53,346.07,340.79,356.43,348.61,347.7633333333333,347.34,349.705,345055,2021-05-07 20:00:00
185,LTCUSD_i,367.29,394.86,364.96,398.08,381.52,385.9666666666667,388.19000000000005,381.2975,440463,2021-05-10 00:00:00
186,LTCUSD_i,394.86,402.71,393.44,412.75,403.095,402.9666666666667,402.90250000000003,400.94000000000005,474904,2021-05-10 04:00:00
187,LTCUSD_i,402.61,400.91,392.31,406.91,399.61,400.04333333333335,400.26000000000005,400.68500000000006,330120,2021-05-10 08:00:00
188,LTCUSD_i,400.97,390.86,376.9,403.57,390.235,390.4433333333333,390.5475,393.075,432594,2021-05-10 12:00:00
189,LTCUSD_i,390.86,392.4,376.12,401.42,388.77,389.98,390.58500000000004,390.20000000000005,457840,2021-05-10 16:00:00
190,LTCUSD_i,392.38,360.2,334.41,394.78,364.595,363.13000000000005,362.39750000000004,370.4425,605941,2021-05-10 20:00:00
191,LTCUSD_i,371.18,350.69,350.69,374.81,362.75,358.73,356.72,361.84250000000003,412226,2021-05-11 00:00:00
192,LTCUSD_i,350.69,354.78,344.58,360.06,352.32,353.14000000000004,353.55,352.52750000000003,440452,2021-05-11 04:00:00
193,LTCUSD_i,354.78,353.8,347.17,362.41,354.79,354.46000000000004,354.295,354.54,318392,2021-05-11 08:00:00
194,LTCUSD_i,353.8,357.4,347.98,364.72,356.35,356.7,356.875,355.97499999999997,296242,2021-05-11 12:00:00
195,LTCUSD_i,357.4,364.67,352.04,373.96,363.0,363.5566666666667,363.83500000000004,362.01750000000004,382792,2021-05-11 16:00:00
196,LTCUSD_i,364.67,372.86,362.94,373.94,368.44,369.91333333333336,370.65,368.6025,289270,2021-05-11 20:00:00
197,LTCUSD_i,368.63,385.49,367.28,389.7,378.49,380.8233333333333,381.99,377.775,253624,2021-05-12 00:00:00
198,LTCUSD_i,385.58,385.71,381.69,393.76,387.725,387.05333333333334,386.71750000000003,386.685,264140,2021-05-12 04:00:00
199,LTCUSD_i,385.71,381.46,375.94,388.55,382.245,381.98333333333335,381.8525,382.915,303130,2021-05-12 08:00:00
200,LTCUSD_i,381.47,372.27,369.19,386.07,377.63,375.8433333333333,374.95,377.25,301482,2021-05-12 12:00:00
201,LTCUSD_i,372.27,353.27,342.11,374.46,358.28499999999997,356.6133333333333,355.7775,360.5275,468185,2021-05-12 16:00:00
202,LTCUSD_i,353.27,356.75,337.7,358.52,348.11,350.99,352.43,351.56,499052,2021-05-12 20:00:00
203,LTCUSD_i,356.89,318.21,298.56,358.62,328.59000000000003,325.13000000000005,323.40000000000003,333.07000000000005,674281,2021-05-13 00:00:00
204,LTCUSD_i,318.06,323.68,317.75,331.86,324.805,324.43,324.2425,322.8375,432368,2021-05-13 04:00:00
205,LTCUSD_i,323.68,318.23,317.77,332.13,324.95,322.71,321.59000000000003,322.9525,295200,2021-05-13 08:00:00
206,LTCUSD_i,318.23,320.44,303.86,322.41,313.135,315.57,316.7875,316.235,473448,2021-05-13 12:00:00
207,LTCUSD_i,320.44,305.27,304.81,325.9,315.355,311.99333333333334,310.3125,314.105,322202,2021-05-13 16:00:00
208,LTCUSD_i,305.27,305.84,291.72,308.77,300.245,302.10999999999996,303.04249999999996,302.9,492701,2021-05-13 20:00:00
209,LTCUSD_i,307.49,319.3,299.76,319.96,309.86,313.00666666666666,314.58,311.6275,266800,2021-05-14 00:00:00
