,EURCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
48,EURCAD_i,1.5617999999999999,1.56593,1.55924,1.56785,1.563545,1.5643399999999998,1.5647375,1.563705,26586,2021-01-04 16:00:00
49,EURCAD_i,1.56593,1.56416,1.5635400000000002,1.56657,1.565055,1.5647566666666668,1.5646075000000002,1.56505,13332,2021-01-04 20:00:00
50,EURCAD_i,1.5641500000000002,1.5652599999999999,1.56402,1.5665900000000001,1.565305,1.5652899999999998,1.5652825,1.5650049999999998,10781,2021-01-05 00:00:00
51,EURCAD_i,1.56525,1.5647199999999999,1.56355,1.56556,1.564555,1.56461,1.5646375,1.56477,13078,2021-01-05 04:00:00
52,EURCAD_i,1.56473,1.5630199999999999,1.5622099999999999,1.56578,1.5639949999999998,1.56367,1.5635074999999998,1.5639349999999999,19041,2021-01-05 08:00:00
53,EURCAD_i,1.56301,1.56617,1.56265,1.56653,1.56459,1.5651166666666665,1.5653799999999998,1.56459,18658,2021-01-05 12:00:00
54,EURCAD_i,1.5662,1.55907,1.5584799999999999,1.56644,1.56246,1.5613299999999999,1.560765,1.5625475,25544,2021-01-05 16:00:00
55,EURCAD_i,1.55907,1.5573299999999999,1.55639,1.55918,1.557785,1.5576333333333334,1.5575575000000002,1.5579925000000001,12571,2021-01-05 20:00:00
56,EURCAD_i,1.55711,1.55786,1.55678,1.5607799999999998,1.55878,1.5584733333333334,1.55832,1.5581325,16060,2021-01-06 00:00:00
57,EURCAD_i,1.55785,1.55735,1.55708,1.55922,1.55815,1.5578833333333335,1.55775,1.5578750000000001,20974,2021-01-06 04:00:00
58,EURCAD_i,1.55734,1.5609899999999999,1.55734,1.56296,1.56015,1.56043,1.5605699999999998,1.5596575,22836,2021-01-06 08:00:00
59,EURCAD_i,1.56102,1.56494,1.55813,1.56576,1.5619450000000001,1.5629433333333334,1.5634425,1.5624625,22830,2021-01-06 12:00:00
60,EURCAD_i,1.5649600000000001,1.55881,1.55822,1.5651000000000002,1.56166,1.56071,1.560235,1.5617725,28283,2021-01-06 16:00:00
61,EURCAD_i,1.55881,1.56196,1.55827,1.5640399999999999,1.5611549999999998,1.5614233333333332,1.5615575,1.56077,20940,2021-01-06 20:00:00
62,EURCAD_i,1.56196,1.56272,1.56107,1.56378,1.562425,1.5625233333333333,1.5625725,1.5623825,11644,2021-01-07 00:00:00
63,EURCAD_i,1.56273,1.56116,1.56088,1.56328,1.56208,1.5617733333333332,1.56162,1.5620125,12232,2021-01-07 04:00:00
64,EURCAD_i,1.56118,1.5588,1.5573700000000001,1.56204,1.5597050000000001,1.5594033333333333,1.5592525,1.5598475,19037,2021-01-07 08:00:00
65,EURCAD_i,1.5587900000000001,1.56025,1.5574599999999998,1.5609199999999999,1.5591899999999999,1.5595433333333333,1.55972,1.559355,20796,2021-01-07 12:00:00
66,EURCAD_i,1.56025,1.55932,1.55831,1.56141,1.55986,1.5596800000000002,1.55959,1.5598225000000001,25296,2021-01-07 16:00:00
67,EURCAD_i,1.55932,1.5571000000000002,1.55424,1.55984,1.55704,1.5570599999999999,1.55707,1.5576249999999998,14027,2021-01-07 20:00:00
68,EURCAD_i,1.55714,1.55411,1.55321,1.55768,1.555445,1.555,1.5547775000000001,1.555535,10763,2021-01-08 00:00:00
69,EURCAD_i,1.55411,1.55413,1.55377,1.55523,1.5545,1.5543766666666665,1.554315,1.55431,12787,2021-01-08 04:00:00
70,EURCAD_i,1.55413,1.55142,1.5504099999999998,1.55573,1.55307,1.5525200000000001,1.552245,1.5529225,19714,2021-01-08 08:00:00
71,EURCAD_i,1.55145,1.55557,1.55112,1.55702,1.55407,1.55457,1.5548199999999999,1.55379,18457,2021-01-08 12:00:00
72,EURCAD_i,1.55551,1.55386,1.55342,1.55795,1.555685,1.5550766666666667,1.5547725000000001,1.555185,28058,2021-01-08 16:00:00
73,EURCAD_i,1.55384,1.55104,1.55104,1.55494,1.5529899999999999,1.5523399999999998,1.552015,1.5527149999999998,16613,2021-01-08 20:00:00
74,EURCAD_i,1.5511,1.55205,1.54995,1.55247,1.55121,1.55149,1.5516299999999998,1.5513925,7904,2021-01-11 00:00:00
75,EURCAD_i,1.55206,1.55402,1.5514000000000001,1.5540500000000002,1.5527250000000001,1.553156666666667,1.5533725,1.5528825000000002,7713,2021-01-11 04:00:00
76,EURCAD_i,1.55402,1.55239,1.55218,1.5560800000000001,1.55413,1.5535500000000002,1.55326,1.5536675,14610,2021-01-11 08:00:00
77,EURCAD_i,1.55239,1.5584799999999999,1.55176,1.55888,1.55532,1.5563733333333332,1.5568999999999997,1.5553774999999999,15440,2021-01-11 12:00:00
78,EURCAD_i,1.5584799999999999,1.55323,1.55305,1.5589499999999998,1.556,1.5550766666666667,1.554615,1.5559275000000001,19647,2021-01-11 16:00:00
79,EURCAD_i,1.55325,1.55315,1.55252,1.55445,1.553485,1.5533733333333333,1.5533175,1.5533425,8173,2021-01-11 20:00:00
80,EURCAD_i,1.55315,1.5525799999999998,1.55124,1.55354,1.55239,1.5524533333333332,1.552485,1.5526274999999998,6171,2021-01-12 00:00:00
81,EURCAD_i,1.5525799999999998,1.55107,1.5501800000000001,1.55281,1.551495,1.5513533333333334,1.5512825000000001,1.55166,5817,2021-01-12 04:00:00
82,EURCAD_i,1.55112,1.5491899999999998,1.5490300000000001,1.55158,1.550305,1.5499333333333334,1.5497475,1.55023,13140,2021-01-12 08:00:00
83,EURCAD_i,1.54915,1.5505,1.54821,1.55091,1.54956,1.5498733333333334,1.55003,1.5496925000000001,15196,2021-01-12 12:00:00
84,EURCAD_i,1.5505,1.55138,1.54983,1.55301,1.55142,1.5514066666666668,1.5514000000000001,1.55118,18149,2021-01-12 16:00:00
85,EURCAD_i,1.55138,1.55125,1.55078,1.5523099999999999,1.551545,1.5514466666666664,1.5513974999999998,1.5514299999999999,12431,2021-01-12 20:00:00
86,EURCAD_i,1.55119,1.55226,1.5506799999999998,1.55259,1.5516349999999999,1.5518433333333332,1.5519474999999998,1.55168,5972,2021-01-13 00:00:00
87,EURCAD_i,1.55226,1.55259,1.552,1.5530599999999999,1.55253,1.55255,1.5525600000000002,1.5524775000000002,5348,2021-01-13 04:00:00
88,EURCAD_i,1.55259,1.55151,1.5502799999999999,1.55349,1.551885,1.5517599999999998,1.5516975,1.5519675,11668,2021-01-13 08:00:00
89,EURCAD_i,1.5514999999999999,1.54719,1.54595,1.55178,1.548865,1.5483066666666667,1.5480275,1.549105,14379,2021-01-13 12:00:00
90,EURCAD_i,1.54719,1.54375,1.54375,1.55033,1.54704,1.5459433333333334,1.545395,1.546255,18767,2021-01-13 16:00:00
91,EURCAD_i,1.54378,1.54303,1.54162,1.54464,1.5431300000000001,1.5430966666666668,1.54308,1.5432675,9911,2021-01-13 20:00:00
92,EURCAD_i,1.54261,1.5436299999999998,1.5422799999999999,1.54444,1.5433599999999998,1.54345,1.543495,1.54324,5103,2021-01-14 00:00:00
93,EURCAD_i,1.5436299999999998,1.5417399999999999,1.54081,1.5439699999999998,1.54239,1.5421733333333332,1.5420649999999998,1.5425375,8711,2021-01-14 04:00:00
94,EURCAD_i,1.5417399999999999,1.54108,1.53924,1.54177,1.540505,1.5406966666666666,1.5407925,1.5409575,12353,2021-01-14 08:00:00
95,EURCAD_i,1.54109,1.53948,1.53627,1.54184,1.539055,1.5391966666666665,1.5392675,1.53967,14659,2021-01-14 12:00:00
96,EURCAD_i,1.53946,1.53632,1.53329,1.53949,1.53639,1.5363666666666667,1.536355,1.53714,18126,2021-01-14 16:00:00
97,EURCAD_i,1.53626,1.53566,1.53485,1.53738,1.5361150000000001,1.5359633333333333,1.5358875,1.5360375,11952,2021-01-14 20:00:00
98,EURCAD_i,1.5350000000000001,1.53675,1.5349599999999999,1.53723,1.536095,1.5363133333333334,1.5364225,1.5359850000000002,6429,2021-01-15 00:00:00
99,EURCAD_i,1.5367600000000001,1.53688,1.53609,1.5373,1.536695,1.5367566666666665,1.5367875,1.5367575,6409,2021-01-15 04:00:00
100,EURCAD_i,1.53687,1.54039,1.5363099999999998,1.54093,1.5386199999999999,1.53921,1.5395050000000001,1.5386250000000001,12723,2021-01-15 08:00:00
101,EURCAD_i,1.54039,1.5414400000000001,1.53878,1.54268,1.54073,1.5409666666666666,1.5410849999999998,1.5408225,14252,2021-01-15 12:00:00
102,EURCAD_i,1.5414400000000001,1.53735,1.5364,1.5431300000000001,1.539765,1.53896,1.5385575,1.53958,20165,2021-01-15 16:00:00
103,EURCAD_i,1.53735,1.53845,1.53685,1.53884,1.537845,1.5380466666666666,1.5381475,1.5378725,9042,2021-01-15 20:00:00
104,EURCAD_i,1.53756,1.5417999999999998,1.537,1.54251,1.539755,1.5404366666666665,1.5407775,1.5397174999999999,8445,2021-01-18 00:00:00
105,EURCAD_i,1.54176,1.54254,1.54101,1.54277,1.54189,1.5421066666666665,1.542215,1.54202,8885,2021-01-18 04:00:00
106,EURCAD_i,1.5425200000000001,1.5428,1.54226,1.54486,1.5435599999999998,1.5433066666666664,1.5431799999999998,1.54311,12291,2021-01-18 08:00:00
107,EURCAD_i,1.5428,1.54009,1.54005,1.54311,1.54158,1.5410833333333331,1.540835,1.5415124999999998,10993,2021-01-18 12:00:00
108,EURCAD_i,1.5401,1.54043,1.54005,1.54193,1.5409899999999999,1.540803333333333,1.5407099999999998,1.5406274999999998,9272,2021-01-18 16:00:00
109,EURCAD_i,1.5404499999999999,1.5399,1.5386199999999999,1.54105,1.539835,1.5398566666666669,1.5398675000000002,1.540005,18709,2021-01-18 20:00:00
110,EURCAD_i,1.54037,1.5394,1.53841,1.54039,1.5394,1.5393999999999999,1.5394,1.5396425,5375,2021-01-19 00:00:00
111,EURCAD_i,1.5394,1.5395400000000001,1.5383200000000001,1.53966,1.53899,1.5391733333333335,1.5392650000000003,1.5392300000000003,5498,2021-01-19 04:00:00
112,EURCAD_i,1.5395400000000001,1.5428199999999999,1.53887,1.5434999999999999,1.541185,1.54173,1.5420025,1.5411825000000001,11925,2021-01-19 08:00:00
113,EURCAD_i,1.54287,1.54511,1.54277,1.5455299999999998,1.54415,1.5444699999999998,1.54463,1.5440699999999998,12120,2021-01-19 12:00:00
114,EURCAD_i,1.54511,1.5431300000000001,1.54142,1.54771,1.544565,1.5440866666666668,1.5438475,1.5443425000000002,15679,2021-01-19 16:00:00
115,EURCAD_i,1.5431300000000001,1.54425,1.5430899999999999,1.54491,1.544,1.5440833333333333,1.544125,1.5438450000000001,6679,2021-01-19 20:00:00
116,EURCAD_i,1.5443,1.5442900000000002,1.54295,1.54502,1.5439850000000002,1.5440866666666668,1.5441375000000002,1.54414,5826,2021-01-20 00:00:00
117,EURCAD_i,1.5442900000000002,1.54294,1.5425900000000001,1.5443500000000001,1.5434700000000001,1.5432933333333334,1.543205,1.5435425,5116,2021-01-20 04:00:00
118,EURCAD_i,1.54291,1.5394700000000001,1.53852,1.54394,1.54123,1.5406433333333336,1.54035,1.5412100000000002,12722,2021-01-20 08:00:00
119,EURCAD_i,1.53946,1.53701,1.53643,1.54028,1.5383550000000001,1.537906666666667,1.5376825000000003,1.5382950000000002,13264,2021-01-20 12:00:00
120,EURCAD_i,1.53701,1.53153,1.52664,1.53728,1.53196,1.5318166666666666,1.531745,1.533115,19729,2021-01-20 16:00:00
121,EURCAD_i,1.5314999999999999,1.52901,1.52867,1.53158,1.530125,1.529753333333333,1.5295674999999997,1.5301899999999997,7481,2021-01-20 20:00:00
122,EURCAD_i,1.5287600000000001,1.5299800000000001,1.5282900000000001,1.53051,1.5294,1.5295933333333334,1.52969,1.529385,5356,2021-01-21 00:00:00
123,EURCAD_i,1.5299800000000001,1.53047,1.52945,1.53077,1.53011,1.5302300000000002,1.5302900000000002,1.5301675000000001,5243,2021-01-21 04:00:00
124,EURCAD_i,1.53051,1.53175,1.5297,1.53304,1.53137,1.5314966666666665,1.5315599999999998,1.53125,11656,2021-01-21 08:00:00
125,EURCAD_i,1.53171,1.5327899999999999,1.53091,1.5352700000000001,1.53309,1.5329899999999999,1.53294,1.53267,16478,2021-01-21 12:00:00
126,EURCAD_i,1.5327899999999999,1.5356800000000002,1.53081,1.53601,1.53341,1.5341666666666667,1.534545,1.5338224999999999,18805,2021-01-21 16:00:00
127,EURCAD_i,1.53564,1.5365799999999998,1.5350700000000002,1.5382799999999999,1.536675,1.5366433333333334,1.5366275,1.5363925,7768,2021-01-21 20:00:00
128,EURCAD_i,1.5365799999999998,1.5407899999999999,1.53643,1.54081,1.5386199999999999,1.539343333333333,1.5397049999999997,1.5386524999999998,6647,2021-01-22 00:00:00
129,EURCAD_i,1.5407899999999999,1.54233,1.54066,1.54249,1.541575,1.5418266666666665,1.5419524999999998,1.5415674999999998,6100,2021-01-22 04:00:00
130,EURCAD_i,1.54233,1.54559,1.5409899999999999,1.5457800000000002,1.543385,1.5441200000000002,1.5444875,1.5436725,14175,2021-01-22 08:00:00
131,EURCAD_i,1.54554,1.54457,1.5441,1.5478100000000001,1.5459550000000002,1.5454933333333336,1.5452625000000002,1.5455050000000001,14703,2021-01-22 12:00:00
132,EURCAD_i,1.5446,1.54864,1.54291,1.54966,1.5462850000000001,1.54707,1.5474625,1.5464525,16619,2021-01-22 16:00:00
133,EURCAD_i,1.54862,1.5495999999999999,1.54764,1.5499800000000001,1.54881,1.5490733333333333,1.549205,1.5489600000000001,6839,2021-01-22 20:00:00
134,EURCAD_i,1.5466,1.54738,1.5465200000000001,1.54925,1.547885,1.5477166666666669,1.5476325000000002,1.5474375,6636,2021-01-25 00:00:00
135,EURCAD_i,1.54739,1.54607,1.54607,1.54745,1.54676,1.54653,1.546415,1.546745,6577,2021-01-25 04:00:00
136,EURCAD_i,1.54607,1.54434,1.54416,1.54656,1.54536,1.54502,1.54485,1.5452825000000001,12266,2021-01-25 08:00:00
137,EURCAD_i,1.54433,1.54475,1.54304,1.54687,1.5449549999999999,1.5448866666666667,1.5448525000000002,1.5447475000000002,12608,2021-01-25 12:00:00
138,EURCAD_i,1.54475,1.54718,1.5429300000000001,1.5486900000000001,1.5458100000000001,1.5462666666666667,1.546495,1.5458875,19435,2021-01-25 16:00:00
139,EURCAD_i,1.54718,1.54554,1.5451700000000002,1.54799,1.54658,1.5462333333333333,1.54606,1.54647,9035,2021-01-25 20:00:00
140,EURCAD_i,1.5456699999999999,1.54724,1.5451000000000001,1.54735,1.5462250000000002,1.5465633333333333,1.5467325,1.5463399999999998,5260,2021-01-26 00:00:00
141,EURCAD_i,1.54726,1.54823,1.54683,1.54852,1.547675,1.54786,1.5479525,1.54771,6369,2021-01-26 04:00:00
142,EURCAD_i,1.5482200000000002,1.546,1.54555,1.54956,1.547555,1.5470366666666668,1.5467775000000001,1.5473325,14431,2021-01-26 08:00:00
143,EURCAD_i,1.546,1.5447600000000001,1.54366,1.54717,1.545415,1.5451966666666668,1.5450875000000002,1.5453975000000002,13992,2021-01-26 12:00:00
144,EURCAD_i,1.54475,1.54364,1.5431,1.5468199999999999,1.5449599999999999,1.5445199999999997,1.5442999999999998,1.5445775,16066,2021-01-26 16:00:00
145,EURCAD_i,1.5436299999999998,1.54308,1.54298,1.54489,1.543935,1.5436500000000002,1.5435075,1.5436450000000002,6253,2021-01-26 20:00:00
146,EURCAD_i,1.54299,1.54514,1.54265,1.54522,1.543935,1.544336666666667,1.5445375000000001,1.544,5107,2021-01-27 00:00:00
147,EURCAD_i,1.54514,1.5461399999999998,1.54514,1.54663,1.545885,1.5459699999999998,1.5460124999999998,1.5457625,5471,2021-01-27 04:00:00
148,EURCAD_i,1.5461399999999998,1.54261,1.54209,1.54708,1.544585,1.5439266666666667,1.5435975,1.54448,12520,2021-01-27 08:00:00
149,EURCAD_i,1.5426,1.54585,1.54172,1.54611,1.5439150000000001,1.54456,1.5448825,1.54407,17769,2021-01-27 12:00:00
150,EURCAD_i,1.54585,1.54583,1.54202,1.54719,1.544605,1.5450133333333333,1.5452175000000001,1.5452225,25363,2021-01-27 16:00:00
151,EURCAD_i,1.54576,1.5490300000000001,1.5443,1.55176,1.54803,1.5483633333333333,1.54853,1.5477124999999998,18389,2021-01-27 20:00:00
152,EURCAD_i,1.54895,1.55022,1.54772,1.55133,1.549525,1.5497566666666664,1.5498724999999998,1.5495549999999998,10543,2021-01-28 00:00:00
153,EURCAD_i,1.55022,1.55244,1.5495999999999999,1.5524499999999999,1.5510249999999999,1.5514966666666667,1.5517325,1.5511775,9248,2021-01-28 04:00:00
154,EURCAD_i,1.55243,1.5574,1.5516999999999999,1.55919,1.555445,1.5560966666666667,1.5564225,1.55518,18450,2021-01-28 08:00:00
155,EURCAD_i,1.55739,1.55609,1.55384,1.55822,1.55603,1.55605,1.55606,1.556385,18766,2021-01-28 12:00:00
156,EURCAD_i,1.55607,1.55236,1.5516299999999998,1.5570599999999999,1.5543449999999999,1.553683333333333,1.5533525,1.5542799999999999,22702,2021-01-28 16:00:00
157,EURCAD_i,1.55234,1.55471,1.55167,1.55541,1.55354,1.55393,1.554125,1.5535325,12000,2021-01-28 20:00:00
158,EURCAD_i,1.55469,1.55488,1.5528300000000002,1.5553599999999999,1.554095,1.5543566666666668,1.5544875,1.55444,8749,2021-01-29 00:00:00
159,EURCAD_i,1.55488,1.55691,1.5543,1.55729,1.555795,1.5561666666666667,1.5563525,1.555845,10661,2021-01-29 04:00:00
160,EURCAD_i,1.5569,1.5569199999999999,1.55532,1.5577100000000002,1.556515,1.55665,1.5567175,1.5567125,18439,2021-01-29 08:00:00
161,EURCAD_i,1.55689,1.55058,1.5493700000000001,1.55802,1.553695,1.5526566666666668,1.5521375000000002,1.5537150000000002,21822,2021-01-29 12:00:00
162,EURCAD_i,1.55058,1.5530300000000001,1.54707,1.55308,1.550075,1.5510600000000003,1.5515525000000001,1.5509400000000002,25627,2021-01-29 16:00:00
163,EURCAD_i,1.5530599999999999,1.5510000000000002,1.55003,1.55477,1.5524,1.5519333333333334,1.5517,1.552215,14149,2021-01-29 20:00:00
164,EURCAD_i,1.55124,1.55065,1.5501399999999999,1.5537,1.55192,1.5514966666666667,1.551285,1.5514325,9172,2021-02-01 00:00:00
165,EURCAD_i,1.5506199999999999,1.54827,1.54794,1.55063,1.549285,1.5489466666666667,1.5487775,1.5493649999999999,6678,2021-02-01 04:00:00
166,EURCAD_i,1.54828,1.5468899999999999,1.54634,1.54935,1.5478450000000001,1.547526666666667,1.5473675,1.5477150000000002,14987,2021-02-01 08:00:00
167,EURCAD_i,1.5468899999999999,1.5487600000000001,1.54536,1.54923,1.547295,1.5477833333333333,1.5480275,1.5475599999999998,15947,2021-02-01 12:00:00
168,EURCAD_i,1.54879,1.54826,1.5471300000000001,1.55114,1.5491350000000002,1.5488433333333333,1.5486975,1.5488300000000002,19285,2021-02-01 16:00:00
169,EURCAD_i,1.54826,1.54895,1.54708,1.55094,1.54901,1.5489899999999999,1.5489799999999998,1.5488075,11079,2021-02-01 20:00:00
170,EURCAD_i,1.54893,1.55003,1.54871,1.55126,1.549985,1.55,1.5500075,1.5497325000000002,6174,2021-02-02 00:00:00
171,EURCAD_i,1.55003,1.54898,1.5486900000000001,1.5507900000000001,1.5497400000000001,1.5494866666666667,1.54936,1.5496225,6723,2021-02-02 04:00:00
172,EURCAD_i,1.54898,1.5434700000000001,1.5430199999999998,1.54898,1.5459999999999998,1.5451566666666665,1.544735,1.5461125,11982,2021-02-02 08:00:00
173,EURCAD_i,1.54348,1.54425,1.5401099999999999,1.54427,1.54219,1.5428766666666665,1.5432199999999998,1.5430274999999998,13839,2021-02-02 12:00:00
174,EURCAD_i,1.5442399999999998,1.5401099999999999,1.5398100000000001,1.54746,1.543635,1.5424600000000002,1.5418725000000002,1.5429050000000002,17182,2021-02-02 16:00:00
175,EURCAD_i,1.54012,1.53912,1.53877,1.54074,1.539755,1.5395433333333333,1.5394375,1.5396874999999999,8140,2021-02-02 20:00:00
176,EURCAD_i,1.5391,1.53776,1.53773,1.53976,1.538745,1.5384166666666665,1.5382525,1.5385874999999998,5649,2021-02-03 00:00:00
177,EURCAD_i,1.53776,1.53926,1.53746,1.5393,1.53838,1.5386733333333336,1.5388200000000003,1.5384450000000003,5718,2021-02-03 04:00:00
